N1,N2,...,Nx
[12, 22, 47, 41, 43, 3, 4, 4, 40, 17, 0, 21, 2, 15, 9, 49, 7, 1, 22, 30, 35, 42, 46, 15, 45, 16, 26, 42, 1, 1, 39, 8, 28, 34, 14, 2, 36, 50, 11, 48, 2, 4, 18, 32, 33, 44, 19, 18, 16, 50, 46, 20, 20, 13, 26, 42, 3, 28, 9, 44, 37, 9, 33, 21, 43, 0, 41, 37, 8, 3, 13, 6, 30, 48, 2, 48, 21, 16, 36, 12, 5, 22, 37, 40, 41]
[6, 29, 20, 38, 40, 43, 18, 18, 20, 22, 21, 0, 48, 45, 31, 29, 10, 20, 42, 25, 2, 37, 24, 34, 49, 6, 43, 4, 14, 44, 17, 37, 5, 6, 20, 1, 17, 50, 34, 4, 17, 10, 32, 40, 48, 23, 0, 26, 26, 34, 3, 46, 4, 7, 4, 30, 33, 29, 46, 12, 10, 44, 2, 2, 31, 37, 0, 28, 16, 33, 44, 14, 15, 13, 28, 11, 10, 47, 4, 35, 41, 15, 26, 38, 48]
[2, 3, 50, 39, 41, 4, 10, 47, 32, 25, 2, 48, 0, 3, 43, 37, 27, 7, 15, 30, 50, 38, 37, 3, 14, 18, 34, 43, 28, 26, 16, 23, 43, 7, 0, 31, 44, 35, 33, 31, 35, 47, 13, 14, 4, 42, 11, 38, 22, 47, 16, 1, 15, 5, 30, 30, 29, 39, 21, 48, 0, 9, 46, 43, 44, 48, 47, 17, 21, 20, 23, 25, 50, 10, 16, 29, 42, 12, 35, 34, 43, 4, 21, 47, 27]
[27, 41, 19, 20, 11, 49, 2, 3, 21, 21, 15, 45, 3, 0, 26, 6, 3, 15, 36, 19, 9, 4, 28, 7, 0, 22, 3, 28, 35, 15, 20, 50, 20, 0, 29, 10, 35, 26, 2, 8, 18, 2, 0, 49, 8, 46, 18, 7, 43, 5, 13, 29, 14, 45, 17, 6, 47, 21, 49, 25, 47, 18, 41, 45, 20, 36, 23, 44, 38, 50, 42, 22, 28, 3, 46, 10, 29, 20, 28, 40, 46, 45, 50, 33, 6]
[38, 1, 5, 45, 3, 30, 15, 15, 37, 24, 9, 31, 43, 26, 0, 26, 21, 50, 4, 22, 18, 41, 41, 37, 14, 23, 26, 26, 46, 9, 31, 47, 33, 28, 28, 24, 21, 6, 46, 3, 39, 44, 25, 31, 2, 28, 27, 50, 32, 7, 49, 0, 7, 19, 38, 48, 12, 8, 45, 27, 32, 27, 15, 49, 12, 11, 42, 19, 19, 15, 4, 23, 22, 40, 18, 11, 4, 50, 5, 5, 43, 42, 16, 1, 25]
[3, 5, 0, 20, 23, 9, 4, 42, 18, 26, 49, 29, 37, 6, 26, 0, 34, 43, 9, 27, 17, 19, 25, 48, 26, 23, 39, 48, 42, 43, 36, 34, 28, 41, 45, 7, 6, 45, 11, 42, 6, 31, 28, 43, 30, 17, 7, 35, 9, 8, 45, 24, 44, 24, 6, 20, 42, 9, 50, 30, 20, 40, 18, 18, 26, 31, 8, 35, 47, 39, 47, 40, 16, 12, 8, 21, 47, 2, 32, 49, 9, 33, 14, 37, 13]
[30, 44, 41, 24, 5, 22, 23, 17, 44, 46, 7, 10, 27, 3, 21, 34, 0, 37, 34, 7, 35, 7, 29, 6, 40, 12, 31, 5, 30, 19, 24, 3, 5, 27, 20, 31, 44, 7, 46, 22, 40, 17, 2, 15, 41, 18, 33, 4, 41, 0, 37, 49, 49, 47, 14, 23, 14, 44, 31, 3, 8, 6, 2, 12, 19, 50, 44, 25, 2, 33, 41, 16, 7, 46, 13, 30, 6, 47, 8, 5, 6, 33, 13, 42, 29]
[5, 5, 13, 6, 15, 20, 26, 27, 32, 50, 1, 20, 7, 15, 50, 43, 37, 0, 31, 50, 30, 40, 47, 14, 41, 2, 44, 7, 15, 45, 23, 9, 13, 43, 0, 43, 41, 48, 15, 42, 44, 47, 29, 19, 23, 50, 47, 18, 27, 18, 42, 25, 15, 44, 0, 39, 18, 44, 7, 23, 13, 16, 30, 37, 13, 24, 48, 50, 2, 26, 9, 42, 32, 17, 37, 14, 46, 35, 36, 37, 36, 22, 0, 48, 20]
[10, 1, 9, 9, 16, 22, 40, 3, 47, 29, 22, 42, 15, 36, 4, 9, 34, 31, 0, 8, 33, 8, 39, 10, 37, 39, 11, 47, 44, 20, 41, 38, 10, 46, 8, 30, 7, 34, 36, 50, 0, 9, 28, 36, 36, 28, 11, 22, 31, 11, 8, 17, 10, 50, 20, 24, 26, 6, 12, 50, 32, 39, 41, 28, 2, 39, 9, 14, 31, 20, 23, 40, 15, 44, 40, 13, 27, 22, 11, 48, 28, 46, 31, 5, 35]
[49, 26, 44, 25, 47, 20, 10, 25, 24, 48, 30, 25, 30, 19, 22, 27, 7, 50, 8, 0, 12, 25, 4, 46, 9, 33, 35, 0, 17, 49, 8, 18, 50, 48, 7, 40, 1, 26, 47, 1, 34, 10, 34, 28, 16, 0, 13, 33, 30, 29, 11, 20, 41, 34, 46, 6, 9, 5, 24, 14, 27, 35, 6, 5, 31, 3, 48, 11, 1, 22, 41, 5, 44, 39, 18, 21, 30, 2, 46, 34, 19, 26, 30, 2, 4]
[26, 47, 42, 39, 6, 22, 42, 47, 5, 32, 35, 2, 50, 9, 18, 17, 35, 30, 33, 12, 0, 18, 11, 2, 21, 9, 34, 42, 27, 31, 33, 47, 45, 46, 30, 6, 1, 46, 2, 23, 50, 31, 5, 28, 47, 22, 49, 43, 48, 14, 25, 34, 47, 5, 26, 30, 30, 18, 24, 24, 44, 4, 47, 19, 31, 22, 21, 45, 39, 39, 16, 17, 40, 34, 46, 21, 20, 50, 23, 5, 40, 23, 31, 29, 38]
[37, 33, 19, 47, 0, 1, 9, 47, 39, 41, 42, 37, 38, 4, 41, 19, 7, 40, 8, 25, 18, 0, 40, 29, 41, 45, 38, 46, 32, 11, 17, 9, 31, 3, 43, 7, 22, 23, 49, 46, 15, 29, 26, 34, 22, 35, 10, 15, 8, 9, 16, 1, 36, 9, 24, 43, 23, 46, 10, 38, 7, 11, 28, 4, 41, 42, 39, 8, 35, 10, 17, 33, 12, 32, 14, 46, 46, 28, 5, 25, 23, 38, 0, 49, 49]
[27, 24, 37, 15, 7, 30, 49, 25, 27, 23, 46, 24, 37, 28, 41, 25, 29, 47, 39, 4, 11, 40, 0, 2, 46, 19, 39, 11, 19, 8, 9, 26, 3, 48, 10, 33, 10, 11, 40, 30, 22, 2, 30, 48, 16, 50, 30, 48, 44, 21, 48, 13, 24, 16, 48, 26, 38, 33, 26, 41, 23, 35, 28, 8, 43, 38, 24, 15, 14, 32, 18, 44, 17, 20, 29, 37, 41, 17, 41, 26, 50, 29, 43, 0, 15]
[30, 47, 27, 38, 14, 26, 40, 39, 39, 30, 15, 34, 3, 7, 37, 48, 6, 14, 10, 46, 2, 29, 2, 0, 3, 20, 35, 27, 38, 41, 9, 3, 26, 25, 44, 47, 11, 4, 16, 48, 24, 22, 50, 32, 20, 44, 33, 43, 42, 50, 20, 9, 30, 30, 33, 0, 22, 37, 31, 18, 29, 38, 47, 35, 28, 46, 18, 50, 20, 0, 20, 12, 8, 39, 36, 9, 24, 13, 41, 44, 19, 35, 25, 8, 34]
[27, 48, 48, 38, 16, 50, 40, 25, 32, 2, 45, 49, 14, 0, 14, 26, 40, 41, 37, 9, 21, 41, 46, 3, 0, 4, 38, 35, 1, 18, 11, 39, 38, 8, 20, 31, 39, 17, 26, 48, 26, 22, 41, 11, 32, 5, 39, 15, 45, 39, 35, 30, 12, 1, 47, 7, 43, 26, 20, 48, 19, 46, 3, 1, 27, 35, 1, 36, 8, 50, 19, 22, 49, 1, 42, 18, 29, 31, 50, 46, 2, 43, 40, 0, 7]
[12, 14, 30, 20, 29, 8, 34, 29, 19, 13, 16, 6, 18, 22, 23, 23, 12, 2, 39, 33, 9, 45, 19, 20, 4, 0, 50, 5, 35, 13, 3, 45, 10, 35, 29, 4, 45, 42, 37, 26, 15, 24, 24, 38, 21, 6, 24, 12, 42, 2, 27, 42, 29, 8, 10, 36, 50, 3, 2, 41, 27, 3, 19, 8, 32, 43, 17, 16, 9, 10, 47, 29, 32, 36, 33, 9, 21, 43, 46, 23, 41, 3, 1, 9, 23]
[16, 20, 41, 24, 46, 2, 44, 30, 5, 46, 26, 43, 34, 3, 26, 39, 31, 44, 11, 35, 34, 38, 39, 35, 38, 50, 0, 34, 36, 18, 17, 12, 15, 2, 50, 40, 12, 12, 49, 33, 34, 39, 25, 16, 25, 7, 36, 47, 44, 23, 14, 47, 36, 28, 35, 41, 0, 15, 5, 11, 31, 3, 25, 20, 13, 27, 27, 22, 12, 43, 49, 38, 15, 11, 38, 11, 38, 33, 7, 9, 34, 43, 38, 11, 43]
[45, 28, 34, 8, 42, 34, 43, 39, 21, 6, 42, 4, 43, 28, 26, 48, 5, 7, 47, 0, 42, 46, 11, 27, 35, 5, 34, 0, 31, 30, 8, 42, 1, 33, 35, 39, 10, 36, 0, 1, 3, 2, 4, 47, 3, 13, 19, 4, 22, 28, 1, 38, 30, 39, 3, 1, 32, 7, 41, 41, 20, 13, 4, 28, 49, 0, 14, 32, 47, 46, 8, 18, 22, 30, 36, 2, 12, 46, 24, 9, 17, 37, 18, 30, 50]
[34, 27, 1, 41, 30, 29, 3, 7, 4, 8, 1, 14, 28, 35, 46, 42, 30, 15, 44, 17, 27, 32, 19, 38, 1, 35, 36, 31, 0, 28, 44, 43, 44, 8, 29, 10, 34, 12, 7, 17, 26, 47, 46, 28, 10, 5, 11, 35, 3, 35, 21, 48, 36, 17, 43, 24, 20, 13, 28, 45, 3, 36, 45, 33, 37, 11, 14, 18, 13, 31, 4, 21, 14, 25, 8, 45, 22, 48, 10, 30, 41, 45, 36, 28, 6]
[41, 19, 37, 7, 10, 50, 41, 46, 47, 22, 1, 44, 26, 15, 9, 43, 19, 45, 20, 49, 31, 11, 8, 41, 18, 13, 18, 30, 28, 0, 17, 28, 39, 30, 20, 12, 5, 30, 2, 18, 25, 21, 25, 0, 43, 50, 41, 14, 25, 25, 30, 44, 26, 50, 30, 25, 24, 40, 41, 47, 21, 21, 38, 50, 44, 31, 42, 30, 31, 35, 39, 49, 38, 26, 34, 50, 17, 6, 32, 4, 27, 4, 6, 21, 38]
[33, 13, 35, 31, 27, 39, 21, 11, 33, 25, 39, 17, 16, 20, 31, 36, 24, 23, 41, 8, 33, 17, 9, 9, 11, 3, 17, 8, 44, 17, 0, 38, 19, 7, 22, 38, 8, 27, 29, 19, 17, 37, 17, 10, 13, 46, 42, 40, 35, 26, 37, 7, 8, 8, 24, 47, 30, 4, 14, 30, 37, 42, 5, 45, 46, 9, 1, 44, 50, 39, 5, 23, 44, 6, 0, 18, 26, 16, 33, 29, 14, 10, 8, 3, 33]
[8, 40, 23, 29, 43, 29, 14, 42, 31, 0, 8, 37, 23, 50, 47, 34, 3, 9, 38, 18, 47, 9, 26, 3, 39, 45, 12, 42, 43, 28, 38, 0, 2, 21, 12, 35, 35, 19, 48, 27, 4, 26, 31, 6, 27, 49, 7, 37, 32, 46, 18, 4, 33, 10, 10, 1, 23, 1, 36, 22, 37, 40, 43, 30, 26, 39, 4, 43, 50, 14, 7, 26, 38, 46, 6, 9, 24, 36, 29, 15, 1, 5, 4, 44, 18]
[15, 11, 42, 6, 37, 47, 37, 12, 27, 44, 28, 5, 43, 20, 33, 28, 5, 13, 10, 50, 45, 31, 3, 26, 38, 10, 15, 1, 44, 39, 19, 2, 0, 20, 6, 42, 5, 9, 33, 15, 26, 24, 37, 12, 25, 7, 38, 48, 5, 22, 20, 12, 33, 10, 3, 15, 22, 12, 7, 13, 26, 23, 16, 5, 43, 7, 43, 35, 35, 31, 28, 28, 21, 19, 30, 17, 4, 22, 20, 15, 6, 18, 8, 16, 4]
[49, 43, 24, 23, 27, 9, 5, 23, 29, 46, 34, 6, 7, 0, 28, 41, 27, 43, 46, 48, 46, 3, 48, 25, 8, 35, 2, 33, 8, 30, 7, 21, 20, 0, 0, 43, 39, 44, 16, 5, 6, 5, 14, 26, 38, 3, 21, 43, 31, 34, 24, 4, 0, 23, 23, 23, 50, 4, 37, 24, 28, 16, 23, 14, 47, 13, 12, 2, 20, 11, 28, 15, 12, 13, 28, 6, 33, 23, 20, 20, 45, 22, 23, 27, 23]
[31, 48, 33, 23, 14, 39, 12, 44, 21, 9, 14, 20, 0, 29, 28, 45, 20, 0, 8, 7, 30, 43, 10, 44, 20, 29, 50, 35, 29, 20, 22, 12, 6, 0, 0, 35, 3, 1, 22, 41, 16, 7, 31, 36, 41, 50, 9, 13, 15, 0, 32, 34, 30, 28, 31, 19, 35, 25, 49, 43, 11, 19, 22, 4, 24, 48, 8, 9, 33, 4, 2, 2, 5, 22, 27, 5, 8, 38, 23, 49, 23, 20, 24, 21, 19]
[15, 45, 3, 26, 0, 25, 16, 30, 41, 40, 2, 1, 31, 10, 24, 7, 31, 43, 30, 40, 6, 7, 33, 47, 31, 4, 40, 39, 10, 12, 38, 35, 42, 43, 35, 0, 37, 0, 2, 42, 18, 24, 47, 5, 38, 8, 38, 25, 20, 38, 49, 0, 31, 12, 21, 16, 9, 34, 6, 10, 36, 12, 33, 35, 24, 22, 30, 29, 24, 8, 13, 0, 25, 12, 50, 7, 46, 21, 29, 41, 46, 4, 33, 45, 9]
[28, 18, 20, 16, 46, 31, 31, 27, 40, 16, 36, 17, 44, 35, 21, 6, 44, 41, 7, 1, 1, 22, 10, 11, 39, 45, 12, 10, 34, 5, 8, 35, 5, 39, 3, 37, 0, 22, 7, 8, 3, 50, 35, 2, 22, 29, 44, 34, 20, 18, 16, 15, 40, 2, 8, 3, 29, 11, 32, 29, 17, 22, 50, 25, 21, 36, 36, 50, 37, 1, 46, 48, 35, 32, 21, 4, 47, 13, 38, 22, 6, 19, 9, 27, 36]
[43, 22, 3, 22, 40, 1, 8, 2, 33, 48, 50, 50, 35, 26, 6, 45, 7, 48, 34, 26, 46, 23, 11, 4, 17, 42, 12, 36, 12, 30, 27, 19, 9, 44, 1, 0, 22, 0, 50, 41, 36, 20, 24, 8, 35, 5, 37, 19, 23, 41, 31, 20, 48, 4, 12, 12, 12, 8, 18, 3, 35, 31, 29, 44, 20, 23, 40, 32, 9, 9, 23, 0, 0, 15, 50, 33, 4, 7, 35, 28, 16, 50, 27, 48, 45]
[47, 7, 9, 10, 38, 22, 25, 13, 2, 21, 11, 34, 33, 2, 46, 11, 46, 15, 36, 47, 2, 49, 40, 16, 26, 37, 49, 0, 7, 2, 29, 48, 33, 16, 22, 2, 7, 50, 0, 16, 21, 30, 45, 18, 30, 12, 22, 23, 46, 32, 28, 43, 0, 22, 22, 21, 7, 39, 15, 0, 35, 28, 24, 44, 9, 45, 46, 46, 0, 22, 22, 32, 48, 11, 1, 13, 8, 26, 39, 25, 17, 47, 36, 4, 32]
[40, 23, 6, 17, 5, 25, 8, 48, 30, 36, 48, 4, 31, 8, 3, 42, 22, 42, 50, 1, 23, 46, 30, 48, 48, 26, 33, 1, 17, 18, 19, 27, 15, 5, 41, 42, 8, 41, 16, 0, 15, 43, 16, 36, 27, 23, 26, 28, 26, 25, 41, 39, 16, 11, 24, 5, 3, 48, 6, 6, 4, 12, 5, 7, 2, 10, 41, 16, 34, 19, 37, 34, 21, 0, 9, 8, 37, 15, 34, 34, 3, 35, 21, 0, 34]
[15, 37, 49, 47, 33, 9, 29, 31, 32, 5, 2, 17, 35, 18, 39, 6, 40, 44, 0, 34, 50, 15, 22, 24, 26, 15, 34, 3, 26, 25, 17, 4, 26, 6, 16, 18, 3, 36, 21, 15, 0, 32, 50, 16, 34, 28, 15, 14, 44, 20, 33, 36, 31, 24, 26, 38, 26, 13, 11, 8, 43, 29, 0, 47, 10, 26, 3, 1, 45, 22, 44, 1, 6, 47, 22, 22, 18, 42, 15, 50, 1, 28, 35, 42, 48]
[33, 35, 48, 8, 21, 0, 37, 18, 38, 47, 4, 10, 47, 2, 44, 31, 17, 47, 9, 10, 31, 29, 2, 22, 22, 24, 39, 2, 47, 21, 37, 26, 24, 5, 7, 24, 50, 20, 30, 43, 32, 0, 49, 8, 33, 35, 30, 9, 0, 47, 35, 30, 21, 30, 36, 36, 19, 24, 4, 47, 41, 38, 11, 27, 16, 32, 16, 34, 15, 45, 44, 20, 35, 20, 36, 29, 50, 33, 49, 27, 6, 4, 33, 16, 1]
[33, 40, 7, 0, 48, 49, 17, 31, 34, 34, 18, 32, 13, 0, 25, 28, 2, 29, 28, 34, 5, 26, 30, 50, 41, 24, 25, 4, 46, 25, 17, 31, 37, 14, 31, 47, 35, 24, 45, 16, 50, 49, 0, 44, 43, 21, 0, 50, 27, 28, 5, 3, 8, 44, 17, 45, 21, 44, 9, 17, 12, 4, 18, 32, 50, 28, 7, 20, 45, 2, 48, 34, 38, 30, 34, 50, 7, 43, 25, 15, 39, 31, 4, 34, 23]
[41, 10, 3, 25, 3, 3, 44, 14, 13, 8, 32, 40, 14, 49, 31, 43, 15, 19, 36, 28, 28, 34, 48, 32, 11, 38, 16, 47, 28, 0, 10, 6, 12, 26, 36, 5, 2, 8, 18, 36, 16, 8, 44, 0, 38, 17, 50, 50, 35, 6, 45, 41, 6, 34, 42, 27, 0, 33, 5, 19, 0, 34, 27, 33, 13, 39, 36, 45, 13, 36, 47, 32, 19, 45, 39, 27, 33, 3, 45, 17, 11, 18, 43, 36, 35]
[29, 49, 28, 42, 0, 38, 34, 42, 41, 12, 33, 48, 4, 8, 2, 30, 41, 23, 36, 16, 47, 22, 16, 20, 32, 21, 25, 3, 10, 43, 13, 27, 25, 38, 41, 38, 22, 35, 30, 27, 34, 33, 43, 38, 0, 18, 26, 48, 46, 36, 32, 10, 31, 15, 26, 34, 29, 43, 46, 15, 1, 44, 48, 13, 31, 50, 21, 7, 41, 36, 37, 41, 46, 27, 18, 6, 6, 7, 29, 6, 48, 9, 8, 49, 12]
[32, 30, 47, 4, 19, 13, 25, 15, 22, 22, 44, 23, 42, 46, 28, 17, 18, 50, 28, 0, 22, 35, 50, 44, 5, 6, 7, 13, 5, 50, 46, 49, 7, 3, 50, 8, 29, 5, 12, 23, 28, 35, 21, 17, 18, 0, 3, 27, 25, 36, 5, 15, 0, 45, 32, 22, 10, 2, 14, 2, 28, 21, 47, 5, 47, 2, 42, 8, 3, 39, 25, 11, 19, 12, 7, 16, 16, 11, 22, 27, 22, 42, 33, 11, 23]
[45, 19, 45, 40, 24, 37, 38, 11, 46, 33, 19, 0, 11, 18, 27, 7, 33, 47, 11, 13, 49, 10, 30, 33, 39, 24, 36, 19, 11, 41, 42, 7, 38, 21, 9, 38, 44, 37, 22, 26, 15, 30, 0, 50, 26, 3, 0, 5, 23, 36, 0, 30, 15, 12, 30, 42, 5, 45, 23, 45, 29, 3, 16, 17, 3, 27, 13, 11, 20, 49, 36, 15, 49, 48, 13, 29, 25, 42, 23, 50, 35, 9, 31, 44, 10]
[50, 36, 15, 36, 36, 12, 4, 32, 14, 18, 18, 26, 38, 7, 50, 35, 4, 18, 22, 33, 43, 15, 48, 43, 15, 12, 47, 4, 35, 14, 40, 37, 48, 43, 13, 25, 34, 19, 23, 28, 14, 9, 50, 50, 48, 27, 5, 0, 30, 36, 15, 46, 38, 11, 37, 36, 2, 18, 36, 48, 45, 31, 46, 33, 18, 40, 29, 24, 25, 29, 34, 39, 11, 43, 23, 40, 19, 46, 40, 44, 33, 19, 43, 40, 23]
[11, 25, 23, 38, 48, 38, 42, 11, 22, 28, 16, 26, 22, 43, 32, 9, 41, 27, 31, 30, 48, 8, 44, 42, 45, 42, 44, 22, 3, 25, 35, 32, 5, 31, 15, 20, 20, 23, 46, 26, 44, 0, 27, 35, 46, 25, 23, 30, 0, 12, 44, 21, 34, 1, 34, 27, 22, 48, 47, 22, 23, 24, 9, 40, 37, 9, 25, 17, 38, 13, 44, 16, 21, 10, 42, 36, 0, 30, 35, 13, 47, 8, 18, 16, 6]
[28, 21, 42, 2, 44, 34, 21, 10, 36, 13, 50, 34, 47, 5, 7, 8, 0, 18, 11, 29, 14, 9, 21, 50, 39, 2, 23, 28, 35, 25, 26, 46, 22, 34, 0, 38, 18, 41, 32, 25, 20, 47, 28, 6, 36, 36, 36, 36, 12, 0, 2, 39, 36, 12, 10, 1, 14, 27, 4, 0, 34, 18, 2, 45, 45, 11, 49, 8, 36, 20, 18, 11, 22, 39, 20, 21, 21, 5, 37, 46, 11, 21, 38, 30, 15]
[49, 31, 46, 49, 45, 29, 19, 24, 49, 43, 46, 3, 16, 13, 49, 45, 37, 42, 8, 11, 25, 16, 48, 20, 35, 27, 14, 1, 21, 30, 37, 18, 20, 24, 32, 49, 16, 31, 28, 41, 33, 35, 5, 45, 32, 5, 0, 15, 44, 2, 0, 15, 42, 13, 22, 15, 41, 35, 38, 38, 46, 33, 48, 30, 41, 30, 21, 49, 48, 42, 17, 10, 49, 47, 33, 44, 0, 9, 42, 10, 5, 13, 19, 7, 34]
[1, 15, 46, 27, 13, 11, 42, 6, 47, 17, 20, 46, 1, 29, 0, 24, 49, 25, 17, 20, 34, 1, 13, 9, 30, 42, 47, 38, 48, 44, 7, 4, 12, 4, 34, 0, 15, 20, 43, 39, 36, 30, 3, 41, 10, 15, 30, 46, 21, 39, 15, 0, 34, 10, 34, 35, 2, 41, 20, 28, 32, 35, 13, 38, 15, 14, 36, 18, 24, 27, 25, 12, 0, 19, 18, 22, 3, 23, 16, 3, 30, 10, 48, 24, 1]
[43, 29, 46, 40, 42, 7, 0, 10, 9, 49, 20, 4, 15, 14, 7, 44, 49, 15, 10, 41, 47, 36, 24, 30, 12, 29, 36, 30, 36, 26, 8, 33, 33, 0, 30, 31, 40, 48, 0, 16, 31, 21, 8, 6, 31, 0, 15, 38, 34, 36, 42, 34, 0, 28, 21, 6, 38, 3, 25, 36, 12, 32, 16, 15, 50, 21, 8, 48, 4, 10, 46, 21, 25, 50, 31, 44, 35, 22, 21, 42, 32, 26, 45, 31, 19]
[39, 0, 0, 34, 6, 46, 13, 0, 10, 38, 13, 7, 5, 45, 19, 24, 47, 44, 50, 34, 5, 9, 16, 30, 1, 8, 28, 39, 17, 50, 8, 10, 10, 23, 28, 12, 2, 4, 22, 11, 24, 30, 44, 34, 15, 45, 12, 11, 1, 12, 13, 10, 28, 0, 15, 46, 22, 41, 46, 26, 4, 27, 26, 5, 38, 30, 29, 36, 40, 1, 24, 48, 26, 48, 7, 4, 24, 32, 20, 47, 44, 8, 33, 11, 10]
