N1,N2,...,Nx
[46, 3, 29, 30, 49, 37, 30, 49, 14, 48, 0, 9, 18, 40, 23, 4, 20, 5, 40, 22, 47, 17, 35, 8, 40, 41, 4, 47, 36, 34, 46, 18, 40, 12, 39, 49, 7, 41, 5, 26, 17, 3, 36, 32, 28, 18, 2, 10, 14, 32, 10, 12, 14, 50, 4, 17, 18, 14, 50, 7, 29, 23, 23, 34, 30, 16, 32, 16, 44, 42, 41, 42, 41, 29, 38, 44, 31, 33, 9, 1, 40, 3, 50, 22, 40, 10, 12, 48, 19, 24, 21, 12, 4, 32, 5, 33, 33, 28, 47, 7, 43, 48, 27, 41, 12, 20, 36, 32, 25, 7, 16, 23, 11, 37, 13, 50, 38, 9, 9, 45, 4, 22, 35, 47, 34, 1, 47, 33, 25, 24, 18, 37, 32, 26, 42, 0, 39, 32, 40, 10, 43, 9, 46, 11, 39, 9, 21, 0, 29, 25, 18, 31, 4, 16, 9, 31, 17, 18, 8, 41, 42, 45, 18, 26, 23, 48, 25, 27, 7, 3, 9, 12, 20]
[22, 28, 38, 11, 2, 20, 18, 23, 35, 5, 9, 0, 13, 48, 36, 24, 37, 11, 9, 26, 8, 44, 27, 37, 45, 15, 15, 8, 8, 1, 48, 33, 44, 19, 40, 27, 32, 17, 23, 0, 31, 20, 3, 47, 27, 5, 28, 45, 8, 15, 46, 28, 2, 7, 35, 16, 13, 44, 12, 41, 5, 7, 3, 36, 38, 36, 17, 17, 8, 13, 13, 10, 17, 5, 41, 48, 2, 38, 27, 31, 36, 8, 31, 48, 36, 31, 19, 23, 37, 4, 26, 46, 2, 16, 9, 5, 8, 41, 44, 1, 34, 35, 39, 12, 0, 47, 2, 21, 25, 29, 19, 41, 39, 22, 8, 50, 4, 1, 19, 9, 32, 18, 14, 31, 2, 9, 41, 34, 15, 8, 46, 31, 42, 46, 38, 8, 40, 44, 49, 23, 22, 31, 6, 17, 20, 1, 4, 19, 30, 7, 17, 26, 2, 42, 22, 8, 11, 34, 46, 14, 18, 50, 36, 4, 2, 22, 2, 16, 36, 18, 35, 27, 15]
[42, 21, 4, 20, 1, 4, 41, 11, 46, 18, 18, 13, 0, 22, 27, 18, 5, 0, 36, 12, 9, 11, 7, 24, 34, 33, 42, 46, 16, 29, 9, 20, 40, 29, 30, 16, 50, 7, 16, 46, 43, 12, 10, 30, 20, 10, 29, 5, 32, 46, 48, 14, 25, 18, 15, 50, 46, 40, 27, 11, 3, 31, 46, 6, 26, 32, 14, 48, 25, 6, 38, 40, 46, 0, 46, 45, 16, 42, 15, 25, 43, 33, 41, 14, 35, 44, 40, 19, 43, 11, 43, 38, 13, 35, 2, 34, 18, 8, 10, 46, 4, 25, 30, 3, 28, 45, 33, 48, 37, 36, 29, 44, 24, 18, 25, 19, 0, 16, 1, 26, 23, 25, 35, 11, 44, 49, 12, 46, 20, 35, 41, 50, 8, 10, 47, 40, 4, 29, 19, 11, 24, 25, 41, 24, 31, 34, 39, 33, 16, 34, 45, 45, 32, 38, 10, 13, 49, 11, 15, 33, 39, 7, 11, 42, 31, 42, 28, 19, 14, 27, 50, 40, 25]
[18, 19, 47, 17, 14, 1, 38, 28, 47, 1, 40, 48, 22, 0, 27, 26, 25, 13, 0, 5, 41, 16, 43, 18, 38, 19, 22, 50, 3, 8, 31, 15, 12, 49, 44, 3, 42, 44, 43, 5, 13, 15, 7, 6, 31, 21, 10, 45, 18, 49, 34, 4, 40, 14, 28, 36, 5, 18, 43, 32, 7, 39, 10, 17, 25, 47, 9, 41, 10, 3, 4, 3, 40, 43, 23, 34, 38, 0, 45, 32, 34, 26, 43, 1, 19, 40, 44, 38, 12, 38, 38, 20, 35, 32, 28, 15, 19, 36, 46, 31, 19, 41, 14, 48, 26, 1, 10, 41, 1, 39, 6, 29, 6, 33, 7, 30, 23, 15, 22, 49, 27, 34, 46, 44, 26, 25, 7, 9, 28, 47, 6, 2, 32, 5, 30, 48, 19, 42, 18, 23, 26, 50, 29, 13, 28, 20, 30, 40, 2, 25, 32, 31, 35, 46, 40, 36, 41, 27, 33, 2, 44, 33, 11, 32, 39, 5, 31, 32, 14, 29, 4, 18, 3]
[30, 3, 5, 47, 31, 16, 3, 7, 1, 28, 23, 36, 27, 27, 0, 0, 10, 14, 49, 23, 3, 7, 49, 6, 3, 41, 25, 42, 28, 6, 24, 26, 35, 6, 12, 7, 35, 45, 14, 11, 1, 30, 41, 35, 25, 23, 27, 1, 14, 14, 35, 37, 50, 20, 28, 16, 15, 24, 1, 22, 33, 43, 35, 23, 5, 11, 27, 50, 45, 25, 10, 32, 29, 48, 46, 40, 31, 22, 8, 17, 46, 6, 23, 38, 48, 47, 4, 33, 9, 13, 38, 13, 45, 8, 22, 24, 15, 37, 27, 49, 27, 36, 11, 37, 11, 34, 46, 8, 31, 15, 2, 39, 16, 17, 0, 7, 40, 47, 36, 20, 25, 5, 48, 22, 3, 39, 4, 46, 45, 11, 28, 47, 9, 1, 49, 8, 47, 4, 12, 26, 45, 16, 49, 50, 11, 24, 6, 8, 31, 22, 19, 31, 20, 32, 41, 30, 34, 27, 12, 21, 34, 9, 26, 7, 4, 10, 45, 29, 42, 34, 47, 16, 45]
[26, 21, 25, 29, 11, 16, 41, 7, 39, 30, 4, 24, 18, 26, 0, 0, 29, 44, 1, 19, 19, 21, 24, 2, 46, 28, 23, 16, 27, 43, 11, 33, 42, 10, 41, 43, 16, 21, 10, 1, 17, 19, 32, 39, 2, 19, 4, 15, 48, 18, 20, 36, 23, 43, 30, 42, 31, 4, 46, 14, 33, 23, 4, 21, 48, 13, 43, 9, 20, 42, 47, 34, 26, 35, 44, 32, 50, 21, 18, 15, 40, 50, 26, 2, 24, 25, 14, 11, 18, 1, 29, 50, 22, 16, 24, 43, 38, 4, 17, 34, 6, 42, 13, 26, 7, 32, 36, 14, 1, 43, 14, 3, 1, 44, 9, 42, 22, 44, 19, 9, 37, 45, 50, 24, 5, 31, 41, 26, 25, 42, 7, 20, 46, 49, 13, 48, 43, 43, 42, 7, 46, 20, 0, 47, 16, 23, 6, 12, 37, 41, 25, 18, 5, 30, 17, 21, 34, 15, 32, 43, 22, 19, 27, 15, 24, 49, 41, 32, 14, 40, 2, 20, 18]
[31, 50, 8, 32, 36, 49, 10, 37, 19, 8, 20, 37, 5, 25, 10, 29, 0, 34, 44, 22, 20, 31, 31, 36, 17, 25, 42, 44, 15, 6, 44, 19, 47, 42, 23, 43, 49, 12, 21, 6, 8, 39, 48, 48, 35, 28, 28, 20, 41, 29, 8, 33, 17, 30, 4, 14, 16, 43, 18, 44, 34, 8, 27, 18, 49, 12, 50, 35, 37, 9, 46, 15, 28, 47, 40, 37, 31, 2, 31, 40, 25, 22, 10, 16, 11, 10, 8, 47, 26, 39, 17, 47, 42, 31, 1, 48, 21, 19, 22, 15, 24, 37, 6, 47, 41, 20, 20, 3, 10, 50, 21, 35, 35, 49, 47, 16, 29, 42, 15, 8, 24, 41, 40, 24, 8, 3, 9, 21, 30, 15, 13, 37, 49, 47, 43, 1, 39, 37, 40, 20, 16, 8, 27, 29, 3, 36, 27, 39, 40, 22, 42, 10, 21, 12, 28, 16, 34, 20, 3, 24, 34, 39, 33, 27, 11, 20, 20, 24, 20, 43, 10, 19, 38]
[30, 40, 8, 18, 4, 33, 34, 12, 21, 19, 5, 11, 0, 13, 14, 44, 34, 0, 47, 12, 40, 32, 41, 37, 3, 6, 19, 38, 3, 3, 34, 8, 12, 4, 27, 22, 50, 9, 15, 3, 43, 9, 0, 10, 50, 34, 30, 11, 14, 25, 0, 14, 49, 21, 18, 36, 9, 23, 45, 23, 16, 3, 48, 38, 29, 44, 1, 3, 1, 22, 22, 12, 18, 6, 43, 41, 35, 13, 10, 7, 16, 13, 6, 32, 13, 34, 27, 46, 9, 16, 39, 31, 7, 2, 8, 29, 25, 0, 23, 50, 12, 23, 10, 1, 24, 24, 48, 8, 46, 48, 37, 20, 3, 31, 36, 11, 15, 29, 8, 48, 34, 3, 26, 8, 22, 23, 45, 27, 11, 21, 18, 49, 10, 5, 36, 25, 34, 6, 8, 46, 29, 47, 35, 30, 24, 2, 34, 36, 2, 13, 13, 3, 9, 50, 22, 49, 12, 45, 3, 5, 22, 18, 13, 40, 13, 18, 46, 24, 12, 29, 23, 34, 30]
[46, 22, 49, 29, 46, 20, 36, 12, 47, 8, 40, 9, 36, 0, 49, 1, 44, 47, 0, 46, 24, 13, 3, 37, 0, 34, 21, 50, 12, 27, 30, 27, 18, 30, 5, 34, 18, 25, 22, 48, 7, 47, 45, 34, 41, 33, 19, 3, 11, 34, 46, 26, 17, 42, 8, 1, 19, 44, 28, 45, 32, 10, 45, 45, 2, 48, 9, 29, 2, 14, 14, 44, 17, 20, 25, 1, 11, 45, 17, 18, 23, 8, 32, 47, 27, 27, 24, 31, 25, 34, 2, 0, 26, 38, 8, 23, 19, 22, 48, 50, 19, 1, 33, 22, 39, 36, 3, 30, 8, 2, 18, 15, 49, 11, 14, 32, 1, 46, 28, 10, 9, 41, 18, 14, 10, 17, 34, 16, 4, 48, 21, 22, 6, 50, 7, 23, 20, 14, 41, 45, 32, 3, 25, 11, 38, 36, 32, 50, 32, 10, 49, 34, 3, 2, 46, 12, 37, 34, 33, 11, 44, 6, 38, 17, 25, 34, 39, 18, 21, 7, 3, 45, 15]
[48, 40, 2, 36, 1, 42, 47, 50, 44, 7, 22, 26, 12, 5, 23, 19, 22, 12, 46, 0, 39, 23, 7, 43, 37, 46, 32, 46, 40, 39, 27, 49, 31, 39, 33, 43, 12, 16, 1, 9, 41, 27, 40, 14, 18, 50, 36, 11, 31, 47, 12, 29, 15, 8, 9, 3, 5, 23, 48, 24, 47, 32, 42, 29, 4, 41, 33, 49, 45, 17, 4, 27, 46, 15, 42, 47, 15, 38, 0, 30, 38, 18, 16, 35, 8, 37, 45, 42, 15, 3, 19, 38, 34, 34, 38, 41, 43, 0, 45, 50, 39, 13, 45, 3, 50, 5, 39, 36, 21, 49, 25, 6, 13, 39, 12, 21, 31, 5, 8, 26, 35, 8, 16, 43, 16, 13, 41, 4, 29, 23, 3, 11, 23, 30, 41, 34, 43, 37, 47, 39, 44, 23, 32, 9, 22, 15, 11, 22, 32, 38, 47, 44, 46, 30, 27, 0, 45, 31, 31, 44, 48, 9, 26, 9, 49, 38, 20, 28, 6, 11, 24, 30, 34]
[44, 45, 44, 42, 22, 30, 36, 24, 2, 17, 47, 8, 9, 41, 3, 19, 20, 40, 24, 39, 0, 2, 14, 28, 1, 17, 25, 38, 34, 35, 34, 6, 28, 50, 16, 29, 33, 24, 38, 27, 13, 35, 31, 11, 45, 34, 48, 12, 21, 44, 43, 17, 20, 14, 50, 34, 42, 36, 9, 28, 22, 26, 45, 7, 15, 10, 12, 13, 49, 13, 20, 17, 43, 28, 35, 21, 36, 27, 23, 35, 46, 23, 4, 15, 2, 5, 5, 8, 0, 30, 49, 46, 0, 25, 38, 49, 40, 31, 28, 26, 45, 40, 31, 36, 8, 18, 31, 50, 30, 47, 45, 6, 10, 48, 40, 14, 5, 50, 45, 47, 8, 43, 48, 10, 17, 29, 30, 29, 18, 16, 25, 49, 43, 9, 8, 35, 29, 24, 39, 47, 23, 12, 11, 29, 25, 36, 44, 22, 29, 44, 15, 18, 49, 4, 13, 47, 28, 10, 14, 30, 42, 48, 34, 46, 16, 27, 3, 6, 23, 36, 19, 25, 8]
[46, 31, 24, 50, 18, 45, 28, 48, 33, 16, 17, 44, 11, 16, 7, 21, 31, 32, 13, 23, 2, 0, 16, 50, 49, 45, 17, 33, 3, 49, 24, 15, 25, 8, 7, 1, 23, 43, 38, 38, 22, 4, 3, 39, 5, 42, 4, 43, 25, 4, 49, 24, 4, 39, 25, 7, 36, 45, 44, 41, 5, 35, 20, 37, 38, 12, 49, 9, 11, 16, 48, 36, 33, 8, 25, 3, 16, 42, 9, 39, 2, 11, 21, 9, 31, 13, 47, 27, 30, 33, 27, 42, 10, 5, 42, 50, 17, 49, 43, 48, 22, 45, 49, 42, 48, 37, 47, 41, 42, 13, 45, 47, 15, 45, 39, 40, 2, 4, 40, 34, 14, 48, 48, 46, 28, 28, 0, 5, 6, 30, 1, 18, 14, 45, 43, 13, 4, 34, 3, 26, 27, 15, 32, 36, 50, 2, 21, 42, 40, 25, 45, 18, 17, 50, 24, 23, 29, 16, 31, 16, 27, 36, 20, 29, 20, 20, 33, 42, 10, 5, 44, 29, 46]
[11, 24, 49, 43, 15, 44, 31, 44, 18, 8, 35, 27, 7, 43, 49, 24, 31, 41, 3, 7, 14, 16, 0, 38, 24, 49, 16, 44, 6, 14, 7, 7, 46, 46, 12, 50, 44, 9, 10, 21, 39, 21, 43, 18, 16, 37, 39, 2, 19, 14, 29, 10, 30, 2, 45, 3, 47, 2, 23, 8, 28, 27, 9, 13, 12, 42, 27, 4, 15, 45, 41, 7, 33, 28, 32, 25, 25, 50, 50, 9, 0, 22, 45, 4, 50, 48, 15, 6, 16, 24, 16, 33, 25, 40, 50, 17, 22, 15, 27, 41, 27, 43, 1, 18, 24, 48, 20, 21, 7, 42, 13, 48, 30, 20, 25, 25, 36, 6, 16, 13, 2, 38, 35, 29, 40, 37, 43, 0, 30, 22, 44, 38, 10, 10, 11, 3, 13, 46, 26, 26, 9, 38, 24, 22, 24, 30, 25, 19, 24, 18, 32, 7, 18, 3, 40, 43, 21, 1, 0, 21, 12, 18, 49, 11, 27, 48, 5, 39, 8, 3, 19, 17, 35]
[13, 27, 32, 47, 44, 26, 39, 18, 28, 15, 8, 37, 24, 18, 6, 2, 36, 37, 37, 43, 28, 50, 38, 0, 3, 32, 30, 41, 18, 25, 50, 40, 38, 1, 4, 18, 26, 34, 18, 1, 33, 19, 47, 37, 8, 21, 15, 4, 14, 45, 5, 8, 11, 12, 5, 32, 2, 23, 36, 24, 40, 27, 3, 43, 32, 42, 1, 29, 11, 6, 13, 3, 40, 44, 2, 28, 42, 12, 14, 33, 42, 8, 9, 18, 42, 19, 11, 7, 49, 36, 20, 5, 27, 48, 12, 26, 41, 22, 19, 38, 32, 50, 7, 19, 32, 20, 28, 39, 15, 3, 27, 11, 16, 45, 28, 9, 24, 35, 50, 13, 35, 25, 50, 50, 41, 3, 46, 3, 24, 27, 36, 6, 48, 5, 12, 32, 5, 1, 32, 10, 20, 41, 13, 7, 50, 5, 48, 12, 3, 9, 33, 49, 19, 14, 32, 37, 0, 8, 24, 10, 27, 4, 9, 1, 10, 45, 4, 14, 45, 44, 43, 4, 18]
[23, 33, 11, 24, 32, 35, 13, 38, 30, 46, 40, 45, 34, 38, 3, 46, 17, 3, 0, 37, 1, 49, 24, 3, 0, 38, 33, 25, 17, 33, 6, 44, 8, 35, 6, 31, 43, 0, 6, 5, 20, 23, 41, 6, 36, 46, 17, 3, 0, 3, 49, 35, 24, 41, 35, 43, 22, 7, 16, 18, 44, 47, 48, 10, 20, 47, 28, 36, 30, 7, 10, 42, 10, 9, 40, 18, 20, 3, 34, 44, 38, 16, 38, 41, 4, 49, 25, 50, 30, 25, 31, 49, 27, 13, 40, 50, 39, 14, 11, 49, 14, 24, 35, 48, 7, 34, 17, 26, 17, 29, 15, 14, 33, 42, 25, 50, 43, 40, 34, 2, 17, 49, 28, 44, 15, 21, 13, 38, 46, 32, 9, 33, 8, 24, 31, 28, 48, 45, 40, 46, 35, 34, 37, 21, 17, 21, 26, 44, 43, 0, 22, 5, 38, 32, 6, 5, 32, 6, 38, 1, 33, 22, 43, 49, 16, 30, 7, 46, 40, 14, 13, 12, 21]
[10, 26, 33, 29, 23, 3, 12, 22, 17, 40, 41, 15, 33, 19, 41, 28, 25, 6, 34, 46, 17, 45, 49, 32, 38, 0, 16, 9, 47, 23, 49, 31, 17, 14, 39, 9, 17, 17, 26, 27, 23, 16, 2, 4, 32, 25, 17, 37, 38, 13, 40, 16, 4, 41, 29, 11, 15, 5, 46, 26, 0, 40, 33, 34, 29, 47, 47, 20, 7, 1, 42, 10, 42, 11, 27, 26, 42, 27, 13, 42, 30, 12, 24, 24, 0, 8, 31, 18, 45, 9, 15, 25, 48, 11, 46, 25, 33, 42, 24, 38, 42, 31, 35, 49, 18, 43, 49, 29, 17, 40, 13, 19, 27, 10, 10, 17, 29, 41, 38, 21, 12, 11, 31, 19, 50, 35, 0, 17, 21, 16, 6, 28, 2, 1, 40, 9, 37, 20, 45, 34, 3, 44, 1, 20, 29, 13, 46, 24, 44, 21, 36, 31, 34, 6, 50, 28, 5, 6, 12, 49, 4, 19, 14, 8, 20, 42, 23, 31, 8, 36, 29, 24, 34]
