N1,N2,...,Nx
[22, 4, 27, 6, 5, 22, 25, 0, 24, 24, 0, 1, 41, 24, 30, 37, 20, 20, 36, 20, 26, 41, 37, 30, 28, 2, 12, 16, 37, 19, 17, 20, 40, 49, 9, 23, 20, 39, 28, 8, 8, 12, 31, 12, 13, 7, 35, 6, 28, 8, 36, 19, 17, 5, 23, 7, 21, 9, 24, 24, 24, 40, 14, 18, 31, 1, 1, 26, 20, 26, 20, 18, 17, 32, 31, 4, 28, 21, 12, 19, 6, 19, 45, 1, 48, 23, 5, 2, 41, 9, 29, 39, 13, 12, 40]
[21, 44, 25, 15, 30, 42, 31, 48, 46, 14, 1, 0, 31, 26, 41, 2, 48, 35, 17, 1, 50, 22, 14, 42, 25, 50, 41, 34, 27, 23, 50, 13, 4, 48, 6, 14, 19, 1, 47, 41, 18, 26, 49, 47, 18, 43, 46, 31, 40, 19, 22, 3, 28, 32, 21, 45, 46, 48, 1, 48, 47, 25, 17, 14, 13, 11, 38, 20, 22, 27, 8, 14, 23, 29, 7, 41, 23, 36, 29, 26, 43, 13, 35, 9, 1, 34, 20, 46, 21, 22, 5, 14, 35, 25, 18]
[39, 44, 47, 10, 46, 21, 22, 38, 17, 10, 41, 31, 0, 50, 29, 47, 40, 2, 8, 20, 18, 16, 25, 42, 17, 13, 39, 21, 38, 28, 21, 13, 26, 30, 41, 10, 20, 41, 19, 50, 17, 45, 15, 8, 20, 7, 16, 25, 44, 14, 42, 1, 23, 0, 28, 27, 33, 18, 23, 24, 12, 18, 3, 41, 21, 4, 29, 49, 3, 0, 48, 2, 27, 3, 6, 10, 50, 48, 33, 0, 43, 10, 24, 19, 21, 38, 31, 13, 45, 0, 20, 20, 39, 8, 29]
[34, 47, 5, 45, 8, 26, 26, 19, 49, 32, 24, 26, 50, 0, 33, 40, 32, 3, 20, 17, 47, 50, 31, 36, 43, 12, 45, 12, 37, 22, 41, 0, 33, 44, 44, 34, 2, 14, 35, 6, 6, 9, 41, 33, 20, 23, 50, 43, 43, 42, 20, 46, 36, 5, 39, 46, 6, 12, 49, 26, 49, 30, 36, 39, 49, 14, 21, 44, 14, 25, 21, 15, 46, 31, 14, 34, 23, 49, 23, 12, 35, 15, 27, 50, 31, 18, 40, 13, 36, 2, 15, 6, 17, 31, 48]
[46, 43, 43, 50, 44, 0, 14, 29, 11, 30, 30, 41, 29, 33, 0, 7, 4, 24, 14, 32, 3, 42, 19, 33, 33, 9, 10, 36, 10, 42, 28, 8, 19, 41, 47, 31, 27, 13, 14, 12, 29, 7, 17, 42, 48, 14, 48, 35, 18, 48, 27, 5, 17, 1, 29, 0, 20, 31, 4, 29, 23, 24, 38, 36, 24, 3, 4, 7, 13, 35, 16, 21, 38, 5, 35, 26, 43, 37, 37, 7, 44, 42, 27, 42, 34, 50, 4, 32, 1, 25, 6, 14, 12, 48, 5]
[40, 40, 15, 27, 19, 48, 43, 4, 24, 44, 37, 2, 47, 40, 7, 0, 16, 22, 14, 43, 30, 12, 43, 4, 0, 42, 43, 8, 45, 25, 43, 14, 13, 39, 45, 31, 1, 31, 43, 40, 50, 10, 34, 9, 12, 26, 49, 9, 28, 50, 26, 29, 24, 16, 10, 19, 42, 21, 48, 49, 42, 43, 37, 21, 27, 23, 22, 0, 42, 32, 8, 6, 49, 4, 19, 30, 7, 21, 50, 25, 44, 50, 7, 18, 4, 38, 27, 11, 45, 5, 23, 48, 41, 16, 32]
[9, 33, 12, 24, 7, 45, 42, 37, 16, 2, 20, 48, 40, 32, 4, 16, 0, 32, 15, 15, 28, 6, 42, 48, 49, 29, 22, 9, 1, 14, 23, 1, 46, 3, 18, 3, 42, 15, 20, 24, 3, 32, 17, 11, 7, 30, 50, 32, 13, 24, 5, 10, 10, 14, 34, 7, 8, 48, 24, 20, 45, 8, 39, 9, 39, 0, 11, 37, 45, 10, 34, 48, 17, 39, 28, 33, 50, 21, 16, 46, 31, 39, 23, 23, 28, 12, 25, 5, 4, 39, 5, 34, 22, 4, 47]
[32, 1, 9, 40, 12, 10, 36, 19, 2, 42, 20, 35, 2, 3, 24, 22, 32, 0, 25, 33, 22, 41, 4, 23, 31, 16, 35, 35, 28, 45, 14, 46, 9, 6, 39, 19, 50, 6, 25, 1, 46, 37, 15, 21, 0, 3, 36, 39, 18, 49, 45, 38, 35, 10, 7, 5, 1, 3, 29, 38, 15, 5, 13, 11, 18, 29, 37, 36, 6, 38, 22, 4, 27, 37, 13, 3, 29, 32, 14, 25, 36, 36, 7, 45, 41, 9, 21, 7, 10, 44, 25, 36, 42, 32, 10]
[6, 40, 33, 12, 47, 30, 4, 40, 10, 17, 36, 17, 8, 20, 14, 14, 15, 25, 0, 27, 39, 15, 46, 7, 22, 3, 11, 8, 3, 30, 25, 45, 34, 50, 33, 21, 40, 45, 20, 43, 8, 29, 50, 25, 25, 33, 50, 16, 4, 3, 31, 0, 49, 19, 15, 1, 27, 48, 13, 44, 36, 50, 5, 20, 46, 1, 11, 15, 33, 7, 30, 19, 32, 8, 15, 21, 38, 27, 1, 46, 1, 16, 34, 46, 1, 5, 21, 1, 11, 50, 13, 48, 28, 36, 15]
[44, 3, 17, 45, 19, 36, 32, 6, 6, 13, 20, 1, 20, 17, 32, 43, 15, 33, 27, 0, 50, 46, 4, 1, 48, 8, 17, 34, 40, 42, 5, 29, 34, 4, 28, 15, 21, 5, 45, 2, 47, 50, 13, 0, 37, 40, 20, 42, 50, 9, 42, 0, 9, 14, 0, 13, 42, 25, 29, 41, 12, 43, 8, 43, 12, 27, 11, 29, 46, 18, 10, 6, 32, 47, 49, 20, 30, 10, 27, 49, 10, 13, 37, 18, 36, 33, 0, 6, 31, 20, 6, 36, 3, 0, 48]
[8, 4, 0, 26, 23, 29, 22, 27, 36, 8, 26, 50, 18, 47, 3, 30, 28, 22, 39, 50, 0, 48, 10, 20, 15, 29, 24, 32, 0, 12, 22, 32, 23, 40, 6, 13, 35, 3, 39, 21, 8, 40, 28, 22, 2, 40, 48, 0, 11, 29, 6, 22, 21, 0, 46, 44, 42, 1, 3, 42, 16, 33, 19, 39, 22, 5, 36, 2, 23, 28, 34, 47, 17, 23, 47, 40, 33, 41, 1, 39, 16, 30, 17, 41, 2, 9, 6, 45, 25, 22, 29, 9, 32, 21, 29]
[46, 48, 6, 48, 48, 14, 29, 45, 36, 40, 41, 22, 16, 50, 42, 12, 6, 41, 15, 46, 48, 0, 37, 37, 9, 34, 28, 41, 11, 34, 12, 26, 34, 11, 26, 7, 24, 3, 48, 11, 46, 44, 15, 37, 1, 17, 4, 15, 8, 6, 14, 9, 16, 39, 23, 47, 40, 25, 39, 34, 10, 35, 45, 6, 15, 22, 17, 39, 46, 38, 47, 37, 34, 11, 24, 14, 27, 33, 47, 6, 45, 9, 29, 16, 28, 8, 27, 12, 42, 45, 7, 21, 16, 45, 50]
[27, 34, 10, 18, 4, 38, 22, 24, 25, 1, 37, 14, 25, 31, 19, 43, 42, 4, 46, 4, 10, 37, 0, 24, 23, 15, 43, 2, 21, 25, 49, 50, 7, 21, 32, 27, 31, 22, 4, 48, 6, 5, 26, 18, 6, 27, 27, 9, 46, 10, 14, 44, 4, 7, 39, 35, 44, 45, 41, 0, 1, 36, 15, 1, 32, 39, 43, 35, 6, 5, 25, 10, 37, 45, 40, 1, 30, 50, 43, 20, 28, 44, 23, 37, 21, 46, 47, 48, 11, 34, 27, 23, 48, 14, 6]
[2, 24, 28, 43, 39, 19, 39, 19, 14, 42, 30, 42, 42, 36, 33, 4, 48, 23, 7, 1, 20, 37, 24, 0, 2, 44, 39, 18, 5, 5, 42, 11, 17, 9, 3, 16, 13, 12, 31, 35, 17, 41, 16, 26, 35, 3, 39, 30, 8, 23, 28, 37, 28, 42, 13, 25, 41, 5, 48, 31, 17, 49, 33, 35, 21, 39, 39, 35, 32, 4, 27, 38, 46, 36, 21, 42, 4, 13, 19, 3, 16, 8, 5, 23, 9, 3, 14, 36, 19, 38, 6, 34, 29, 38, 43]
[43, 46, 50, 14, 9, 26, 1, 39, 26, 46, 28, 25, 17, 43, 33, 0, 49, 31, 22, 48, 15, 9, 23, 2, 0, 7, 40, 45, 30, 48, 14, 24, 42, 20, 4, 43, 22, 5, 36, 37, 50, 25, 27, 0, 48, 26, 19, 32, 41, 13, 3, 17, 48, 29, 19, 23, 23, 42, 33, 42, 8, 10, 44, 41, 32, 13, 20, 43, 3, 12, 46, 17, 33, 1, 9, 43, 31, 31, 47, 16, 0, 13, 39, 30, 8, 14, 13, 17, 2, 33, 36, 24, 48, 0, 43]
[4, 15, 20, 34, 12, 12, 16, 22, 48, 33, 2, 50, 13, 12, 9, 42, 29, 16, 3, 8, 29, 34, 15, 44, 7, 0, 27, 1, 1, 28, 27, 48, 28, 18, 37, 44, 19, 21, 21, 12, 29, 21, 36, 18, 23, 38, 7, 40, 49, 24, 42, 10, 34, 43, 3, 8, 19, 35, 35, 3, 6, 49, 15, 10, 30, 12, 11, 48, 0, 1, 43, 18, 40, 45, 21, 1, 32, 11, 17, 49, 26, 19, 8, 8, 24, 14, 21, 9, 29, 33, 28, 38, 18, 8, 36]
[9, 36, 1, 30, 44, 44, 26, 13, 19, 1, 12, 41, 39, 45, 10, 43, 22, 35, 11, 17, 24, 28, 43, 39, 40, 27, 0, 14, 20, 34, 29, 0, 38, 41, 21, 40, 36, 27, 43, 47, 19, 11, 32, 2, 20, 37, 20, 16, 35, 19, 4, 19, 10, 16, 15, 44, 31, 16, 26, 4, 8, 50, 32, 9, 8, 49, 19, 42, 29, 38, 2, 31, 49, 39, 3, 27, 17, 32, 0, 8, 40, 44, 22, 33, 5, 10, 8, 8, 35, 25, 35, 43, 32, 5, 26]
[34, 28, 28, 6, 49, 33, 50, 34, 39, 5, 16, 34, 21, 12, 36, 8, 9, 35, 8, 34, 32, 41, 2, 18, 45, 1, 14, 0, 22, 29, 42, 43, 5, 50, 14, 35, 14, 49, 28, 19, 22, 25, 11, 31, 7, 8, 46, 3, 9, 36, 31, 9, 36, 43, 40, 7, 17, 41, 37, 44, 40, 18, 26, 19, 29, 17, 28, 24, 24, 47, 42, 14, 18, 40, 43, 4, 38, 49, 34, 4, 18, 27, 6, 50, 22, 24, 28, 47, 16, 35, 23, 23, 37, 3, 13]
[1, 12, 30, 45, 42, 11, 43, 6, 8, 45, 37, 27, 38, 37, 10, 45, 1, 28, 3, 40, 0, 11, 21, 5, 30, 1, 20, 22, 0, 0, 29, 6, 41, 40, 15, 40, 42, 11, 14, 42, 7, 45, 8, 42, 11, 21, 5, 10, 8, 16, 6, 35, 50, 31, 25, 40, 31, 1, 44, 11, 48, 7, 50, 6, 1, 2, 36, 33, 21, 15, 24, 8, 46, 32, 24, 24, 29, 43, 0, 30, 46, 18, 42, 15, 34, 5, 36, 39, 33, 3, 36, 28, 33, 22, 46]
[26, 4, 19, 46, 35, 7, 24, 37, 28, 41, 19, 23, 28, 22, 42, 25, 14, 45, 30, 42, 12, 34, 25, 5, 48, 28, 34, 29, 0, 0, 1, 4, 25, 13, 31, 14, 47, 24, 28, 36, 47, 14, 0, 19, 13, 47, 11, 11, 48, 17, 20, 39, 18, 39, 37, 21, 23, 19, 32, 19, 35, 19, 4, 13, 33, 23, 21, 43, 5, 50, 50, 46, 20, 25, 33, 24, 13, 43, 20, 38, 28, 18, 33, 47, 41, 23, 47, 29, 30, 10, 2, 34, 0, 9, 48]
[34, 12, 21, 23, 43, 49, 45, 33, 39, 3, 17, 50, 21, 41, 28, 43, 23, 14, 25, 5, 22, 12, 49, 42, 14, 27, 29, 42, 29, 1, 0, 0, 47, 1, 39, 27, 43, 39, 26, 0, 1, 0, 22, 9, 7, 41, 4, 34, 6, 36, 1, 4, 23, 27, 15, 30, 16, 44, 15, 2, 42, 9, 15, 10, 0, 37, 47, 29, 28, 49, 4, 20, 18, 7, 4, 38, 18, 3, 19, 31, 5, 20, 22, 48, 21, 50, 27, 16, 13, 11, 9, 13, 14, 21, 33]
[8, 33, 30, 48, 33, 18, 18, 24, 14, 27, 20, 13, 13, 0, 8, 14, 1, 46, 45, 29, 32, 26, 50, 11, 24, 48, 0, 43, 6, 4, 0, 0, 26, 1, 38, 19, 8, 16, 0, 40, 41, 32, 37, 9, 22, 47, 45, 8, 7, 40, 24, 45, 4, 34, 29, 17, 5, 36, 31, 33, 25, 9, 11, 12, 8, 40, 11, 15, 29, 48, 34, 17, 4, 22, 13, 9, 49, 24, 43, 36, 22, 19, 23, 28, 48, 11, 37, 42, 9, 10, 33, 34, 23, 43, 24]
[49, 43, 34, 3, 14, 5, 23, 20, 43, 13, 40, 4, 26, 33, 19, 13, 46, 9, 34, 34, 23, 34, 7, 17, 42, 28, 38, 5, 41, 25, 47, 26, 0, 42, 11, 38, 35, 3, 42, 8, 1, 48, 35, 0, 10, 45, 23, 14, 49, 30, 8, 15, 29, 22, 28, 38, 31, 12, 0, 48, 6, 19, 13, 25, 36, 29, 30, 13, 8, 38, 27, 29, 30, 35, 30, 24, 3, 24, 5, 50, 43, 3, 27, 0, 42, 44, 33, 15, 49, 8, 5, 25, 19, 44, 7]
[17, 9, 12, 26, 28, 3, 34, 6, 36, 17, 49, 48, 30, 44, 41, 39, 3, 6, 50, 4, 40, 11, 21, 9, 20, 18, 41, 50, 40, 13, 1, 1, 42, 0, 42, 27, 27, 41, 23, 24, 9, 12, 17, 47, 49, 38, 37, 10, 49, 16, 33, 36, 34, 10, 28, 9, 48, 37, 3, 16, 25, 49, 33, 24, 33, 19, 29, 36, 22, 4, 40, 39, 2, 9, 5, 7, 25, 38, 47, 21, 15, 9, 50, 50, 6, 11, 16, 17, 13, 33, 49, 34, 23, 40, 1]
[30, 46, 1, 29, 22, 13, 21, 0, 31, 5, 9, 6, 41, 44, 47, 45, 18, 39, 33, 28, 6, 26, 32, 3, 4, 37, 21, 14, 15, 31, 39, 38, 11, 42, 0, 23, 18, 2, 1, 28, 26, 7, 38, 46, 4, 0, 15, 41, 2, 18, 2, 18, 38, 5, 48, 42, 50, 7, 48, 26, 43, 27, 25, 14, 15, 47, 41, 2, 22, 0, 5, 11, 49, 2, 50, 3, 0, 50, 37, 5, 19, 44, 13, 19, 15, 48, 27, 25, 2, 7, 35, 7, 20, 21, 36]
[3, 8, 1, 48, 17, 32, 7, 49, 47, 8, 23, 14, 10, 34, 31, 31, 3, 19, 21, 15, 13, 7, 27, 16, 43, 44, 40, 35, 40, 14, 27, 19, 38, 27, 23, 0, 3, 43, 14, 34, 47, 24, 35, 15, 17, 11, 18, 20, 36, 27, 37, 37, 45, 22, 16, 17, 35, 5, 33, 0, 35, 29, 15, 41, 32, 3, 25, 22, 15, 33, 37, 22, 33, 8, 3, 15, 49, 5, 47, 22, 1, 20, 5, 47, 47, 34, 6, 2, 50, 11, 32, 22, 23, 18, 42]
[14, 45, 45, 12, 22, 31, 3, 45, 25, 20, 20, 19, 20, 2, 27, 1, 42, 50, 40, 21, 35, 24, 31, 13, 22, 19, 36, 14, 42, 47, 43, 8, 35, 27, 18, 3, 0, 42, 11, 34, 28, 45, 24, 31, 13, 30, 22, 49, 32, 28, 25, 20, 19, 11, 37, 4, 33, 42, 31, 44, 27, 4, 38, 11, 22, 6, 29, 16, 21, 18, 36, 49, 32, 46, 9, 18, 45, 12, 4, 10, 27, 41, 21, 38, 0, 1, 43, 15, 21, 9, 37, 38, 10, 9, 2]
[35, 14, 27, 38, 34, 33, 31, 4, 48, 16, 39, 1, 41, 14, 13, 31, 15, 6, 45, 5, 3, 3, 22, 12, 5, 21, 27, 49, 11, 24, 39, 16, 3, 41, 2, 43, 42, 0, 30, 31, 18, 9, 33, 32, 16, 17, 12, 26, 30, 0, 6, 26, 20, 21, 39, 28, 16, 36, 13, 28, 14, 13, 49, 6, 38, 25, 12, 49, 5, 22, 33, 26, 18, 37, 11, 2, 2, 27, 19, 4, 49, 30, 44, 12, 16, 34, 10, 11, 41, 37, 15, 33, 28, 41, 6]
[45, 27, 47, 15, 39, 35, 40, 13, 20, 23, 28, 47, 19, 35, 14, 43, 20, 25, 20, 45, 39, 48, 4, 31, 36, 21, 43, 28, 14, 28, 26, 0, 42, 23, 1, 14, 11, 30, 0, 20, 48, 22, 48, 2, 44, 9, 28, 27, 24, 20, 9, 0, 1, 48, 5, 13, 22, 33, 15, 16, 8, 26, 25, 24, 24, 48, 13, 19, 48, 46, 44, 35, 13, 20, 21, 13, 14, 9, 11, 13, 44, 45, 23, 47, 14, 10, 30, 19, 17, 41, 22, 30, 17, 39, 21]
[43, 38, 13, 41, 4, 3, 48, 27, 50, 38, 8, 41, 50, 6, 12, 40, 24, 1, 43, 2, 21, 11, 48, 35, 37, 12, 47, 19, 42, 36, 0, 40, 8, 24, 28, 34, 34, 31, 20, 0, 18, 26, 0, 46, 27, 44, 40, 43, 30, 22, 3, 24, 14, 11, 39, 21, 43, 10, 28, 24, 38, 28, 24, 12, 14, 21, 10, 11, 13, 28, 2, 46, 25, 47, 29, 32, 24, 8, 33, 40, 47, 48, 39, 30, 40, 35, 11, 50, 13, 3, 9, 23, 36, 29, 30]
[17, 43, 18, 3, 29, 35, 21, 31, 40, 26, 8, 18, 17, 6, 29, 50, 3, 46, 8, 47, 8, 46, 6, 17, 50, 29, 19, 22, 7, 47, 1, 41, 1, 9, 26, 47, 28, 18, 48, 18, 0, 22, 49, 8, 0, 2, 21, 20, 32, 26, 13, 30, 9, 21, 8, 48, 35, 1, 15, 12, 0, 32, 28, 14, 30, 50, 3, 29, 47, 31, 0, 8, 20, 35, 35, 26, 22, 5, 7, 8, 50, 19, 9, 40, 33, 4, 1, 46, 49, 28, 35, 25, 15, 5, 6]
[1, 49, 12, 12, 3, 22, 7, 50, 50, 4, 12, 26, 45, 9, 7, 10, 32, 37, 29, 50, 40, 44, 5, 41, 25, 21, 11, 25, 45, 14, 0, 32, 48, 12, 7, 24, 45, 9, 22, 26, 22, 0, 8, 36, 32, 45, 38, 49, 6, 43, 10, 8, 48, 0, 24, 45, 49, 36, 39, 14, 30, 27, 13, 2, 12, 6, 34, 17, 40, 34, 27, 12, 1, 25, 9, 31, 9, 15, 26, 28, 8, 33, 46, 10, 13, 27, 13, 15, 16, 35, 34, 2, 11, 1, 34]
[28, 13, 41, 9, 33, 39, 15, 50, 29, 27, 31, 49, 15, 41, 17, 34, 17, 15, 50, 13, 28, 15, 26, 16, 27, 36, 32, 11, 8, 0, 22, 37, 35, 17, 38, 35, 24, 33, 48, 0, 49, 8, 0, 2, 48, 22, 6, 39, 25, 26, 37, 24, 45, 30, 0, 4, 48, 28, 43, 7, 10, 0, 32, 32, 0, 6, 29, 40, 43, 35, 25, 25, 35, 8, 1, 49, 7, 2, 32, 28, 14, 17, 50, 27, 18, 44, 44, 36, 5, 26, 13, 46, 5, 41, 21]
[32, 10, 35, 43, 31, 8, 17, 43, 35, 23, 12, 47, 8, 33, 42, 9, 11, 21, 25, 0, 22, 37, 18, 26, 0, 18, 2, 31, 42, 19, 9, 9, 0, 47, 46, 15, 31, 32, 2, 46, 8, 36, 2, 0, 38, 41, 29, 34, 48, 40, 5, 17, 14, 0, 18, 15, 31, 23, 38, 16, 5, 19, 34, 10, 4, 28, 27, 9, 12, 8, 5, 14, 26, 20, 10, 14, 2, 37, 44, 43, 36, 8, 0, 4, 6, 5, 0, 19, 42, 0, 13, 0, 23, 3, 39]
[14, 42, 25, 21, 27, 47, 29, 34, 43, 15, 13, 18, 20, 20, 48, 12, 7, 0, 25, 37, 2, 1, 6, 35, 48, 23, 20, 7, 11, 13, 7, 22, 10, 49, 4, 17, 13, 16, 44, 27, 0, 32, 48, 38, 0, 11, 36, 3, 20, 6, 48, 15, 39, 50, 24, 12, 26, 19, 20, 46, 33, 33, 0, 49, 25, 50, 41, 42, 37, 46, 16, 8, 16, 25, 16, 35, 11, 30, 4, 16, 25, 47, 22, 19, 9, 22, 50, 14, 44, 45, 1, 7, 14, 44, 13]
[4, 12, 36, 1, 5, 28, 29, 32, 34, 44, 7, 43, 7, 23, 14, 26, 30, 3, 33, 40, 40, 17, 27, 3, 26, 38, 37, 8, 21, 47, 41, 47, 45, 38, 0, 11, 30, 17, 9, 44, 2, 45, 22, 41, 11, 0, 42, 48, 4, 13, 3, 25, 1, 33, 8, 0, 7, 31, 41, 41, 10, 36, 8, 36, 48, 24, 10, 0, 5, 29, 41, 39, 3, 17, 1, 9, 15, 9, 23, 48, 19, 4, 44, 32, 26, 40, 26, 45, 5, 12, 2, 5, 37, 46, 24]
[11, 8, 35, 30, 4, 12, 15, 8, 43, 35, 35, 46, 16, 50, 48, 49, 50, 36, 50, 20, 48, 4, 27, 39, 19, 7, 20, 46, 5, 11, 4, 45, 23, 37, 15, 18, 22, 12, 28, 40, 21, 38, 6, 29, 36, 42, 0, 0, 11, 1, 23, 18, 17, 46, 0, 18, 9, 42, 14, 22, 5, 44, 13, 28, 5, 25, 1, 9, 49, 35, 25, 37, 23, 40, 3, 47, 31, 3, 28, 27, 49, 41, 40, 28, 40, 36, 8, 47, 11, 38, 33, 25, 7, 19, 27]
[23, 7, 28, 28, 40, 8, 23, 39, 48, 28, 6, 31, 25, 43, 35, 9, 32, 39, 16, 42, 0, 15, 9, 30, 32, 40, 16, 3, 10, 11, 34, 8, 14, 10, 41, 20, 49, 26, 27, 43, 20, 49, 39, 34, 3, 48, 0, 0, 28, 33, 44, 19, 7, 22, 28, 17, 7, 28, 49, 13, 6, 1, 21, 43, 39, 25, 10, 18, 35, 8, 43, 6, 7, 37, 7, 47, 36, 17, 15, 50, 41, 44, 8, 6, 31, 37, 8, 25, 13, 49, 28, 49, 3, 46, 18]
