N1,N2,...,Nx
[14, 20, 1, 0, 31, 12, 14, 25, 8, 45, 26, 10, 35, 0, 1, 13, 30, 49, 4, 30, 49, 14, 11, 20, 25, 45, 46, 24, 18, 44, 50, 3, 21, 18, 26, 3, 19, 1, 27, 5, 15, 41, 33, 14, 46, 32, 47, 37, 35, 43, 37, 28, 23, 37, 5, 26]
[48, 7, 32, 1, 22, 8, 0, 34, 5, 47, 4, 39, 43, 1, 0, 24, 21, 7, 4, 22, 42, 35, 26, 50, 24, 3, 7, 43, 15, 15, 46, 25, 34, 6, 12, 0, 37, 50, 9, 39, 39, 5, 45, 22, 0, 11, 30, 35, 50, 9, 46, 18, 4, 38, 35, 17]
[25, 6, 0, 40, 18, 46, 36, 10, 33, 31, 0, 4, 40, 13, 24, 0, 6, 1, 5, 2, 14, 11, 22, 13, 14, 23, 40, 4, 12, 21, 11, 38, 3, 22, 16, 44, 21, 48, 2, 17, 5, 10, 25, 36, 38, 6, 16, 3, 46, 1, 6, 25, 1, 11, 38, 9]
[33, 9, 6, 32, 48, 7, 16, 22, 17, 34, 14, 45, 28, 30, 21, 6, 0, 13, 36, 33, 31, 28, 26, 47, 8, 20, 39, 36, 5, 26, 36, 22, 49, 48, 25, 13, 5, 45, 11, 24, 39, 10, 45, 48, 43, 32, 21, 5, 18, 25, 32, 1, 26, 17, 9, 37]
[44, 44, 15, 27, 13, 44, 30, 40, 48, 42, 44, 20, 35, 49, 7, 1, 13, 0, 8, 12, 48, 3, 41, 6, 34, 18, 11, 27, 5, 24, 25, 9, 49, 6, 7, 11, 40, 13, 39, 38, 35, 11, 44, 11, 5, 43, 43, 9, 46, 30, 38, 28, 2, 20, 28, 2]
[44, 25, 10, 16, 21, 14, 37, 36, 24, 42, 14, 17, 39, 4, 4, 5, 36, 8, 0, 7, 6, 7, 47, 15, 3, 37, 6, 50, 34, 8, 24, 21, 15, 43, 8, 41, 17, 30, 45, 4, 9, 1, 49, 47, 26, 17, 15, 12, 35, 37, 23, 18, 23, 43, 29, 33]
[33, 11, 16, 48, 40, 16, 0, 31, 26, 20, 21, 22, 39, 30, 22, 2, 33, 12, 7, 0, 44, 24, 39, 20, 23, 26, 48, 2, 25, 31, 15, 2, 13, 36, 17, 25, 9, 17, 1, 8, 5, 48, 31, 11, 25, 11, 42, 3, 8, 27, 19, 14, 10, 37, 13, 7]
[43, 43, 40, 40, 35, 31, 42, 6, 1, 38, 10, 41, 13, 49, 42, 14, 31, 48, 6, 44, 0, 39, 21, 12, 38, 33, 37, 14, 5, 36, 23, 20, 36, 43, 26, 20, 6, 22, 1, 26, 28, 46, 24, 22, 34, 35, 21, 44, 20, 12, 0, 5, 15, 50, 9, 26]
[1, 42, 20, 10, 31, 49, 10, 37, 20, 47, 19, 8, 30, 14, 35, 11, 28, 3, 7, 24, 39, 0, 8, 6, 35, 31, 26, 47, 17, 12, 47, 10, 21, 24, 12, 9, 43, 49, 25, 25, 24, 11, 8, 16, 40, 20, 16, 29, 37, 24, 5, 29, 41, 9, 50, 13]
[29, 24, 17, 13, 6, 24, 19, 47, 5, 45, 26, 47, 36, 11, 26, 22, 26, 41, 47, 39, 21, 8, 0, 7, 27, 46, 31, 25, 24, 50, 27, 11, 0, 50, 49, 19, 5, 46, 28, 45, 43, 35, 14, 46, 43, 47, 50, 27, 41, 4, 5, 32, 11, 39, 44, 10]
[33, 7, 22, 46, 43, 5, 20, 8, 8, 32, 22, 25, 1, 20, 50, 13, 47, 6, 15, 20, 12, 6, 7, 0, 22, 32, 17, 24, 21, 25, 49, 21, 18, 46, 26, 41, 24, 21, 43, 10, 34, 24, 35, 23, 14, 26, 33, 50, 7, 3, 36, 41, 28, 9, 46, 46]
[23, 26, 7, 42, 11, 22, 13, 7, 7, 50, 48, 23, 46, 25, 24, 14, 8, 34, 3, 23, 38, 35, 27, 22, 0, 38, 3, 44, 21, 4, 39, 44, 42, 21, 42, 14, 15, 12, 36, 18, 3, 14, 38, 23, 42, 32, 36, 32, 21, 26, 16, 17, 32, 25, 24, 19]
[32, 33, 30, 47, 46, 5, 20, 36, 31, 34, 17, 42, 1, 45, 3, 23, 20, 18, 37, 26, 33, 31, 46, 32, 38, 0, 6, 12, 43, 9, 31, 10, 14, 4, 37, 7, 34, 41, 16, 14, 35, 33, 37, 8, 13, 37, 44, 43, 49, 34, 23, 20, 46, 50, 38, 30]
[13, 48, 48, 37, 16, 26, 10, 1, 4, 26, 3, 46, 32, 46, 7, 40, 39, 11, 6, 48, 37, 26, 31, 17, 3, 6, 0, 38, 38, 1, 15, 19, 18, 46, 26, 17, 47, 50, 11, 25, 27, 28, 5, 25, 41, 39, 10, 17, 32, 38, 37, 47, 35, 18, 35, 6]
[8, 10, 32, 3, 3, 13, 12, 14, 23, 29, 33, 7, 0, 24, 43, 4, 36, 27, 50, 2, 14, 47, 25, 24, 44, 12, 38, 0, 31, 29, 0, 38, 3, 10, 10, 49, 42, 48, 34, 21, 49, 25, 2, 1, 16, 30, 46, 30, 17, 42, 35, 13, 32, 8, 30, 32]
[25, 44, 29, 44, 41, 18, 20, 10, 11, 40, 20, 31, 27, 18, 15, 12, 5, 5, 34, 25, 5, 17, 24, 21, 21, 43, 38, 31, 0, 43, 20, 7, 3, 24, 2, 29, 38, 33, 21, 13, 18, 17, 16, 12, 27, 47, 19, 3, 30, 31, 37, 31, 41, 7, 42, 15]
[39, 46, 11, 1, 14, 6, 13, 40, 43, 24, 15, 21, 32, 44, 15, 21, 26, 24, 8, 31, 36, 12, 50, 25, 4, 9, 1, 29, 43, 0, 27, 28, 13, 18, 39, 31, 18, 29, 48, 36, 37, 48, 42, 1, 37, 31, 50, 30, 31, 20, 16, 15, 30, 48, 8, 7]
[18, 23, 36, 37, 7, 38, 8, 25, 21, 30, 39, 36, 29, 50, 46, 11, 36, 25, 24, 15, 23, 47, 27, 49, 39, 31, 15, 0, 20, 27, 0, 26, 33, 32, 26, 0, 6, 28, 39, 30, 30, 30, 28, 12, 39, 16, 19, 21, 38, 8, 20, 46, 35, 48, 16, 9]
[31, 6, 31, 2, 17, 48, 15, 5, 46, 23, 47, 21, 4, 3, 25, 38, 22, 9, 21, 2, 20, 10, 11, 21, 44, 10, 19, 38, 7, 28, 26, 0, 34, 40, 25, 23, 4, 2, 20, 36, 34, 31, 37, 17, 3, 43, 28, 41, 12, 25, 39, 40, 47, 37, 50, 1]
[50, 48, 34, 26, 17, 27, 43, 31, 47, 21, 32, 4, 48, 21, 34, 3, 49, 49, 15, 13, 36, 21, 0, 18, 42, 14, 18, 3, 3, 13, 33, 34, 0, 50, 16, 50, 13, 36, 21, 22, 25, 4, 15, 42, 18, 41, 46, 9, 11, 9, 43, 46, 20, 24, 30, 8]
[8, 15, 20, 6, 20, 17, 6, 16, 16, 49, 50, 5, 5, 18, 6, 22, 48, 6, 43, 36, 43, 24, 50, 46, 21, 4, 46, 10, 24, 18, 32, 40, 50, 0, 2, 35, 42, 29, 31, 11, 44, 18, 8, 18, 0, 36, 17, 6, 30, 47, 13, 4, 10, 48, 17, 29]
[46, 21, 40, 36, 2, 14, 39, 48, 13, 5, 44, 6, 38, 26, 12, 16, 25, 7, 8, 17, 26, 12, 49, 26, 42, 37, 26, 10, 2, 39, 26, 25, 16, 2, 0, 45, 38, 17, 0, 3, 41, 39, 22, 3, 25, 7, 6, 50, 18, 43, 18, 44, 10, 12, 2, 26]
[46, 24, 15, 6, 26, 12, 40, 29, 16, 48, 17, 34, 21, 3, 0, 44, 13, 11, 41, 25, 20, 9, 19, 41, 14, 7, 17, 49, 29, 31, 0, 23, 50, 35, 45, 0, 0, 40, 30, 38, 20, 13, 14, 12, 0, 9, 17, 43, 27, 11, 45, 22, 3, 22, 1, 0]
[48, 25, 39, 22, 27, 23, 30, 27, 31, 21, 34, 25, 22, 19, 37, 21, 5, 40, 17, 9, 6, 43, 5, 24, 15, 34, 47, 42, 38, 18, 6, 4, 13, 42, 38, 0, 0, 18, 46, 34, 48, 20, 27, 3, 22, 25, 42, 44, 23, 42, 41, 19, 28, 14, 31, 40]
[8, 27, 33, 0, 38, 27, 8, 20, 16, 42, 48, 14, 17, 1, 50, 48, 45, 13, 30, 17, 22, 49, 46, 21, 12, 41, 50, 48, 33, 29, 28, 2, 36, 29, 17, 40, 18, 0, 11, 42, 19, 33, 41, 33, 36, 42, 48, 29, 47, 19, 28, 36, 4, 34, 34, 5]
[24, 23, 21, 1, 29, 5, 45, 27, 34, 32, 1, 14, 22, 27, 9, 2, 11, 39, 45, 1, 1, 25, 28, 43, 36, 16, 11, 34, 21, 48, 39, 20, 21, 31, 0, 30, 46, 11, 0, 1, 31, 24, 48, 9, 20, 33, 44, 12, 16, 29, 45, 2, 14, 10, 17, 16]
[34, 38, 48, 23, 0, 30, 18, 27, 13, 13, 25, 26, 48, 5, 39, 17, 24, 38, 4, 8, 26, 25, 45, 10, 18, 14, 25, 21, 13, 36, 30, 36, 22, 11, 3, 38, 34, 42, 1, 0, 34, 38, 46, 24, 0, 9, 43, 34, 1, 14, 40, 13, 21, 22, 23, 50]
[17, 21, 10, 33, 12, 31, 22, 18, 2, 30, 48, 0, 11, 15, 39, 5, 39, 35, 9, 5, 28, 24, 43, 34, 3, 35, 27, 49, 18, 37, 30, 34, 25, 44, 41, 20, 48, 19, 31, 34, 0, 12, 2, 13, 49, 12, 25, 17, 10, 30, 26, 4, 42, 12, 39, 13]
[18, 32, 47, 32, 27, 24, 6, 6, 0, 25, 32, 44, 18, 41, 5, 10, 10, 11, 1, 48, 46, 11, 35, 24, 14, 33, 28, 25, 17, 48, 30, 31, 4, 18, 39, 13, 20, 33, 24, 38, 12, 0, 30, 44, 42, 25, 7, 4, 1, 0, 43, 32, 8, 39, 16, 27]
[45, 48, 27, 47, 21, 49, 43, 31, 5, 14, 41, 2, 26, 33, 45, 25, 45, 44, 49, 31, 24, 8, 14, 35, 38, 37, 5, 2, 16, 42, 28, 37, 15, 8, 22, 14, 27, 41, 48, 46, 2, 30, 0, 4, 30, 44, 14, 18, 18, 38, 28, 48, 12, 10, 36, 26]
[42, 31, 7, 35, 23, 47, 3, 5, 45, 8, 41, 4, 15, 14, 22, 36, 48, 11, 47, 11, 22, 16, 46, 23, 23, 8, 25, 1, 12, 1, 12, 17, 42, 18, 3, 12, 3, 33, 9, 24, 13, 44, 4, 0, 10, 43, 9, 6, 42, 13, 21, 14, 15, 15, 27, 14]
[32, 25, 20, 34, 14, 28, 15, 23, 13, 34, 49, 26, 40, 46, 0, 38, 43, 5, 26, 25, 34, 40, 43, 14, 42, 13, 41, 16, 27, 37, 39, 3, 18, 0, 25, 0, 22, 36, 20, 0, 49, 42, 30, 10, 0, 40, 48, 7, 47, 10, 8, 39, 42, 11, 44, 35]
[32, 34, 5, 13, 50, 31, 24, 37, 5, 25, 18, 39, 27, 32, 11, 6, 32, 43, 17, 11, 35, 20, 47, 26, 32, 37, 39, 30, 47, 31, 16, 43, 41, 36, 7, 9, 25, 42, 33, 9, 12, 25, 44, 43, 40, 0, 23, 2, 46, 41, 21, 19, 29, 43, 43, 43]
[6, 22, 35, 21, 17, 1, 39, 8, 35, 5, 2, 11, 10, 47, 30, 16, 21, 43, 15, 42, 21, 16, 50, 33, 36, 44, 10, 46, 19, 50, 19, 28, 46, 17, 6, 17, 42, 48, 44, 43, 25, 7, 14, 9, 48, 23, 0, 15, 27, 19, 25, 41, 8, 25, 16, 39]
[33, 8, 39, 5, 25, 40, 19, 36, 17, 24, 6, 48, 12, 37, 35, 3, 5, 9, 12, 3, 44, 29, 27, 50, 32, 43, 17, 30, 3, 30, 21, 41, 9, 6, 50, 43, 44, 29, 12, 34, 17, 4, 18, 6, 7, 2, 15, 0, 29, 47, 1, 35, 9, 1, 21, 16]
[31, 11, 20, 41, 50, 13, 50, 15, 29, 8, 49, 23, 10, 35, 50, 46, 18, 46, 35, 8, 20, 37, 41, 7, 21, 49, 32, 17, 30, 31, 38, 12, 11, 30, 18, 27, 23, 47, 16, 1, 10, 1, 18, 42, 47, 46, 27, 29, 0, 31, 5, 23, 12, 27, 8, 26]
[1, 32, 8, 22, 23, 44, 2, 41, 14, 14, 26, 37, 1, 43, 9, 1, 25, 30, 37, 27, 12, 24, 4, 3, 26, 34, 38, 42, 31, 20, 8, 25, 9, 47, 43, 11, 42, 19, 29, 14, 30, 0, 38, 13, 10, 41, 19, 47, 31, 0, 48, 11, 13, 15, 20, 33]
[27, 38, 19, 50, 9, 10, 36, 31, 10, 22, 39, 13, 4, 37, 46, 6, 32, 38, 23, 19, 0, 5, 5, 36, 16, 23, 37, 35, 37, 16, 20, 39, 43, 13, 18, 45, 41, 28, 45, 40, 26, 43, 28, 21, 8, 21, 25, 1, 5, 48, 0, 25, 16, 0, 22, 48]
[46, 16, 10, 2, 50, 11, 37, 2, 17, 48, 45, 7, 15, 28, 18, 25, 1, 28, 18, 14, 5, 29, 32, 41, 17, 20, 47, 13, 31, 15, 46, 40, 46, 4, 44, 22, 19, 36, 2, 13, 4, 32, 48, 14, 39, 19, 41, 35, 23, 11, 25, 0, 45, 34, 36, 18]
[43, 29, 10, 1, 42, 45, 24, 50, 26, 33, 32, 19, 20, 23, 4, 1, 26, 2, 23, 10, 15, 41, 11, 28, 32, 46, 35, 32, 41, 30, 35, 47, 20, 10, 10, 3, 28, 4, 14, 21, 42, 8, 12, 15, 42, 29, 8, 9, 12, 13, 16, 45, 0, 1, 12, 8]
[20, 18, 22, 38, 47, 49, 13, 8, 31, 22, 22, 16, 5, 37, 38, 11, 17, 20, 43, 37, 50, 9, 39, 9, 25, 50, 18, 8, 7, 48, 48, 37, 24, 48, 12, 22, 14, 34, 10, 22, 12, 39, 10, 15, 11, 43, 25, 1, 27, 15, 0, 34, 1, 0, 25, 12]
[5, 33, 1, 13, 28, 29, 10, 3, 49, 28, 38, 44, 23, 5, 35, 38, 9, 28, 29, 13, 9, 50, 44, 46, 24, 38, 35, 30, 42, 8, 16, 50, 30, 17, 2, 1, 31, 34, 17, 23, 39, 16, 36, 27, 44, 43, 16, 21, 8, 20, 22, 36, 12, 25, 0, 17]
[1, 46, 14, 6, 46, 28, 13, 37, 13, 0, 45, 34, 6, 26, 17, 9, 37, 2, 33, 7, 26, 13, 10, 46, 19, 30, 6, 32, 15, 7, 9, 1, 8, 29, 26, 0, 40, 5, 16, 50, 13, 27, 26, 14, 35, 43, 39, 16, 26, 33, 48, 18, 8, 12, 17, 0]
