N1,N2,...,Nx
[8, 27, 30, 47, 35, 20, 34, 10, 39, 32, 0, 47, 43, 21, 25, 23, 15, 11, 33, 22, 39, 2, 33, 36, 6, 8, 16, 14, 37, 40, 11, 33, 24, 18, 31, 43, 21, 50, 16, 11, 9, 46, 39, 49, 13, 9, 23, 12, 33, 17, 42, 20, 49, 24, 37, 19, 46, 36, 16, 36, 36, 22, 2, 25, 38, 47, 4, 30, 28, 44, 2, 4, 2, 49, 8, 34, 27, 40, 44, 22, 20, 28, 28, 10, 39, 2, 0, 4, 45, 21, 9, 37, 36, 27, 30, 32, 0, 21, 21, 7, 41, 10, 5, 43, 15, 12, 44, 33, 4, 3, 22, 30, 8, 23, 43, 40]
[26, 0, 23, 8, 4, 37, 3, 20, 46, 23, 47, 0, 47, 37, 15, 11, 49, 1, 27, 1, 26, 19, 33, 26, 38, 20, 28, 2, 3, 6, 33, 33, 11, 32, 23, 42, 48, 6, 23, 39, 14, 42, 47, 19, 30, 13, 21, 6, 37, 0, 37, 38, 50, 0, 46, 25, 37, 45, 41, 27, 15, 35, 2, 23, 27, 8, 47, 32, 3, 15, 26, 16, 20, 12, 3, 27, 39, 18, 23, 29, 33, 20, 29, 43, 32, 20, 20, 22, 19, 36, 16, 32, 29, 24, 46, 16, 25, 9, 7, 43, 38, 31, 49, 3, 35, 31, 23, 18, 12, 41, 26, 18, 22, 32, 40, 18]
[2, 7, 0, 24, 34, 12, 0, 15, 43, 41, 43, 47, 0, 26, 14, 44, 44, 8, 1, 44, 31, 22, 45, 27, 3, 14, 7, 25, 38, 0, 29, 8, 13, 19, 39, 4, 13, 21, 48, 46, 20, 19, 34, 16, 49, 30, 31, 40, 31, 0, 31, 41, 37, 40, 43, 14, 6, 15, 14, 7, 35, 34, 42, 11, 39, 37, 25, 18, 46, 22, 7, 7, 20, 10, 39, 5, 21, 12, 36, 1, 13, 28, 15, 44, 13, 33, 50, 11, 34, 35, 16, 1, 35, 39, 14, 18, 38, 46, 18, 16, 47, 11, 1, 18, 33, 22, 21, 29, 41, 13, 37, 15, 23, 20, 8, 31]
[46, 16, 4, 45, 33, 34, 5, 15, 20, 34, 21, 37, 26, 0, 37, 29, 29, 23, 31, 0, 11, 29, 41, 18, 18, 15, 20, 12, 33, 30, 43, 22, 15, 45, 11, 33, 2, 40, 24, 41, 24, 28, 22, 49, 4, 0, 26, 7, 10, 46, 5, 45, 22, 19, 32, 40, 46, 18, 12, 46, 10, 20, 12, 43, 19, 29, 13, 45, 31, 4, 24, 3, 24, 43, 9, 28, 12, 2, 41, 43, 21, 2, 2, 20, 25, 0, 11, 50, 31, 15, 31, 27, 36, 45, 14, 19, 14, 8, 13, 24, 34, 19, 10, 38, 37, 29, 5, 40, 22, 0, 49, 49, 24, 4, 35, 36]
[44, 10, 40, 24, 31, 35, 18, 36, 34, 44, 25, 15, 14, 37, 0, 2, 41, 32, 26, 33, 26, 40, 43, 20, 32, 3, 42, 42, 44, 8, 16, 29, 43, 45, 5, 7, 40, 19, 5, 0, 41, 42, 25, 33, 49, 47, 48, 30, 9, 49, 45, 45, 11, 22, 44, 40, 7, 20, 28, 10, 36, 16, 27, 31, 34, 8, 22, 42, 39, 38, 25, 20, 37, 50, 3, 8, 9, 27, 36, 27, 44, 20, 13, 33, 3, 33, 12, 24, 42, 1, 0, 30, 3, 44, 39, 7, 11, 2, 28, 12, 50, 33, 19, 39, 0, 45, 12, 35, 35, 50, 34, 26, 26, 6, 32, 12]
[11, 27, 7, 36, 3, 29, 44, 35, 41, 50, 23, 11, 44, 29, 2, 0, 3, 48, 32, 8, 50, 5, 39, 39, 8, 46, 29, 41, 25, 36, 38, 3, 25, 10, 45, 0, 4, 48, 8, 30, 50, 39, 35, 35, 50, 35, 0, 28, 47, 24, 44, 16, 36, 13, 15, 31, 30, 47, 18, 35, 43, 39, 50, 39, 49, 46, 14, 29, 32, 33, 25, 33, 50, 30, 36, 9, 4, 34, 50, 0, 8, 27, 8, 41, 36, 9, 33, 17, 44, 12, 11, 43, 13, 5, 31, 5, 41, 39, 31, 34, 7, 12, 29, 26, 46, 28, 16, 41, 5, 35, 3, 15, 18, 3, 2, 12]
[1, 22, 18, 7, 24, 50, 12, 27, 7, 32, 15, 49, 44, 29, 41, 3, 0, 0, 45, 8, 43, 30, 13, 31, 41, 49, 37, 45, 41, 45, 39, 50, 2, 39, 1, 30, 23, 50, 38, 25, 19, 1, 39, 47, 9, 29, 38, 6, 28, 13, 24, 14, 31, 47, 11, 6, 45, 1, 41, 8, 16, 3, 43, 14, 38, 31, 9, 9, 42, 49, 34, 11, 48, 8, 35, 3, 36, 21, 32, 16, 25, 9, 21, 20, 23, 43, 5, 44, 36, 42, 32, 10, 10, 49, 39, 39, 12, 8, 25, 47, 12, 13, 8, 8, 7, 37, 12, 44, 35, 11, 0, 4, 45, 29, 30, 28]
[41, 15, 28, 48, 46, 50, 29, 49, 26, 2, 11, 1, 8, 23, 32, 48, 0, 0, 42, 35, 20, 25, 10, 48, 48, 16, 44, 13, 6, 50, 48, 42, 19, 36, 19, 10, 9, 24, 42, 34, 28, 36, 16, 42, 39, 0, 48, 42, 10, 32, 49, 10, 13, 17, 36, 26, 37, 3, 40, 34, 44, 0, 44, 8, 2, 37, 5, 45, 47, 7, 11, 31, 38, 44, 16, 3, 48, 0, 0, 15, 9, 50, 36, 25, 41, 6, 30, 26, 16, 12, 20, 40, 8, 14, 46, 40, 15, 23, 0, 48, 11, 3, 27, 41, 16, 24, 43, 35, 49, 41, 36, 5, 46, 17, 50, 45]
[35, 50, 44, 11, 38, 46, 15, 11, 41, 17, 33, 27, 1, 31, 26, 32, 45, 42, 0, 44, 3, 41, 5, 48, 43, 38, 36, 36, 14, 5, 33, 3, 39, 44, 43, 33, 13, 25, 7, 33, 9, 10, 26, 44, 9, 44, 8, 19, 26, 10, 28, 37, 45, 43, 31, 23, 47, 1, 44, 35, 39, 30, 28, 49, 42, 1, 32, 24, 6, 3, 45, 3, 7, 47, 22, 17, 34, 20, 12, 46, 34, 37, 10, 27, 26, 14, 49, 45, 36, 22, 25, 4, 7, 8, 34, 28, 15, 13, 26, 25, 47, 1, 30, 24, 2, 17, 5, 25, 23, 12, 46, 18, 4, 34, 9, 7]
[14, 30, 30, 31, 29, 34, 7, 15, 7, 16, 22, 1, 44, 0, 33, 8, 8, 35, 44, 0, 0, 45, 14, 11, 34, 35, 12, 25, 7, 46, 9, 34, 36, 5, 14, 27, 11, 3, 43, 22, 12, 8, 31, 33, 19, 18, 29, 10, 2, 48, 36, 11, 29, 22, 10, 41, 7, 8, 25, 4, 18, 28, 35, 25, 33, 26, 50, 17, 11, 22, 1, 46, 30, 36, 4, 44, 23, 10, 4, 44, 3, 25, 0, 47, 43, 18, 14, 36, 0, 37, 31, 4, 31, 48, 1, 26, 14, 8, 30, 45, 0, 38, 22, 40, 49, 46, 41, 39, 31, 40, 10, 44, 48, 32, 33, 42]
[46, 27, 3, 40, 29, 25, 20, 15, 42, 43, 39, 26, 31, 11, 26, 50, 43, 20, 3, 0, 0, 38, 41, 41, 1, 29, 16, 20, 42, 24, 3, 29, 42, 24, 33, 13, 1, 48, 23, 26, 34, 49, 46, 6, 18, 15, 29, 50, 18, 12, 44, 44, 49, 34, 27, 11, 1, 36, 33, 39, 28, 1, 18, 36, 33, 50, 27, 34, 1, 14, 14, 34, 5, 3, 3, 29, 9, 37, 2, 40, 48, 14, 38, 7, 49, 30, 16, 22, 34, 28, 41, 38, 4, 48, 46, 12, 38, 34, 26, 35, 11, 32, 0, 15, 6, 22, 26, 2, 41, 7, 14, 22, 44, 13, 19, 40]
[48, 35, 27, 12, 14, 41, 33, 26, 33, 10, 2, 19, 22, 29, 40, 5, 30, 25, 41, 45, 38, 0, 33, 20, 27, 18, 47, 34, 19, 19, 47, 7, 25, 28, 38, 1, 0, 22, 48, 6, 26, 48, 4, 44, 23, 5, 3, 34, 15, 5, 25, 40, 8, 13, 13, 5, 47, 21, 25, 1, 8, 13, 9, 49, 34, 27, 13, 44, 11, 41, 33, 45, 31, 37, 12, 16, 28, 13, 4, 16, 23, 22, 35, 31, 7, 41, 9, 47, 47, 6, 31, 42, 27, 46, 13, 22, 4, 27, 34, 25, 36, 23, 1, 22, 40, 9, 6, 41, 36, 34, 25, 48, 40, 12, 9, 48]
[33, 45, 20, 50, 23, 33, 18, 31, 26, 8, 33, 33, 45, 41, 43, 39, 13, 10, 5, 14, 41, 33, 0, 37, 8, 0, 26, 12, 28, 49, 12, 22, 42, 29, 49, 48, 33, 43, 41, 26, 38, 7, 19, 30, 41, 32, 38, 6, 46, 22, 41, 3, 25, 31, 44, 3, 32, 19, 16, 32, 10, 15, 11, 4, 11, 25, 11, 39, 32, 30, 24, 19, 24, 38, 35, 43, 34, 25, 8, 9, 27, 8, 31, 21, 34, 22, 14, 8, 37, 48, 39, 40, 35, 18, 18, 12, 22, 10, 5, 46, 10, 0, 6, 18, 45, 46, 22, 40, 4, 3, 22, 41, 10, 29, 16, 20]
[18, 14, 3, 40, 3, 2, 32, 21, 4, 25, 36, 26, 27, 18, 20, 39, 31, 48, 48, 11, 41, 20, 37, 0, 41, 15, 18, 46, 42, 19, 33, 8, 0, 26, 26, 47, 33, 17, 13, 13, 32, 36, 24, 32, 23, 9, 17, 24, 11, 16, 45, 45, 28, 23, 44, 44, 29, 48, 29, 0, 11, 33, 5, 9, 41, 16, 21, 38, 45, 42, 14, 32, 32, 20, 39, 20, 27, 35, 36, 0, 45, 23, 4, 15, 49, 45, 30, 26, 22, 9, 42, 26, 26, 5, 40, 25, 47, 46, 6, 45, 17, 43, 4, 44, 21, 33, 10, 29, 28, 8, 1, 7, 25, 31, 3, 12]
[10, 13, 7, 22, 15, 27, 10, 5, 12, 41, 6, 38, 3, 18, 32, 8, 41, 48, 43, 34, 1, 27, 8, 41, 0, 25, 15, 7, 18, 36, 30, 6, 1, 7, 23, 45, 23, 22, 33, 48, 20, 44, 28, 41, 5, 27, 15, 36, 21, 41, 21, 19, 23, 8, 23, 33, 33, 18, 9, 47, 45, 2, 27, 47, 17, 27, 38, 47, 25, 45, 28, 30, 32, 18, 15, 11, 33, 11, 0, 7, 15, 38, 35, 1, 46, 40, 29, 19, 49, 10, 21, 43, 3, 33, 4, 21, 8, 18, 34, 45, 19, 29, 27, 3, 50, 29, 29, 45, 1, 13, 35, 38, 4, 23, 11, 15]
[6, 49, 15, 4, 16, 48, 34, 32, 48, 17, 8, 20, 14, 15, 3, 46, 49, 16, 38, 35, 29, 18, 0, 15, 25, 0, 45, 14, 37, 25, 48, 43, 20, 41, 36, 27, 11, 15, 39, 32, 9, 16, 33, 43, 14, 25, 36, 4, 46, 4, 9, 5, 31, 39, 29, 14, 35, 25, 25, 49, 15, 47, 9, 29, 45, 42, 27, 37, 31, 13, 26, 50, 37, 43, 35, 16, 10, 13, 1, 35, 33, 0, 36, 17, 29, 27, 38, 40, 39, 50, 35, 0, 30, 26, 32, 24, 16, 26, 19, 1, 33, 15, 6, 44, 22, 12, 19, 48, 15, 29, 0, 4, 30, 35, 24, 17]
[44, 37, 0, 39, 16, 14, 40, 37, 40, 14, 16, 28, 7, 20, 42, 29, 37, 44, 36, 12, 16, 47, 26, 18, 15, 45, 0, 17, 50, 44, 47, 47, 9, 25, 13, 1, 50, 0, 14, 16, 0, 42, 34, 36, 20, 6, 48, 8, 26, 18, 49, 30, 7, 9, 14, 22, 17, 3, 16, 27, 36, 37, 42, 7, 10, 16, 27, 34, 48, 5, 8, 31, 32, 6, 16, 6, 30, 36, 38, 28, 2, 11, 16, 38, 10, 33, 3, 6, 19, 45, 34, 22, 26, 5, 23, 3, 45, 28, 8, 33, 25, 30, 1, 50, 15, 14, 42, 24, 30, 26, 32, 10, 32, 17, 50, 23]
[1, 49, 47, 20, 33, 19, 38, 20, 13, 38, 14, 2, 25, 12, 42, 41, 45, 13, 36, 25, 20, 34, 12, 46, 7, 14, 17, 0, 4, 50, 48, 47, 10, 5, 16, 25, 44, 41, 48, 45, 37, 18, 48, 9, 19, 33, 44, 8, 47, 19, 37, 27, 34, 44, 50, 26, 15, 28, 34, 7, 27, 46, 37, 36, 38, 22, 13, 8, 3, 1, 45, 7, 40, 42, 14, 49, 1, 4, 31, 20, 9, 23, 10, 0, 37, 12, 29, 36, 8, 27, 38, 29, 35, 6, 19, 44, 10, 21, 1, 34, 50, 13, 46, 50, 28, 0, 44, 50, 21, 23, 44, 20, 4, 3, 11, 22]
[46, 36, 36, 8, 26, 48, 49, 14, 1, 8, 37, 3, 38, 33, 44, 25, 41, 6, 14, 7, 42, 19, 28, 42, 18, 37, 50, 4, 0, 4, 44, 45, 50, 21, 4, 34, 7, 34, 18, 4, 30, 28, 21, 44, 12, 36, 42, 1, 43, 42, 23, 4, 25, 8, 16, 30, 9, 50, 13, 3, 48, 18, 29, 34, 13, 11, 32, 38, 37, 47, 41, 32, 24, 17, 35, 41, 30, 36, 32, 16, 32, 27, 15, 17, 27, 44, 37, 8, 13, 9, 7, 30, 38, 14, 35, 2, 50, 48, 29, 36, 4, 16, 12, 3, 32, 45, 28, 7, 26, 44, 0, 42, 39, 0, 38, 41]
[48, 7, 31, 24, 10, 19, 6, 11, 15, 43, 40, 6, 0, 30, 8, 36, 45, 50, 5, 46, 24, 19, 49, 19, 36, 25, 44, 50, 4, 0, 9, 22, 38, 25, 10, 12, 25, 24, 39, 32, 29, 36, 22, 38, 29, 35, 30, 26, 36, 46, 46, 26, 0, 28, 18, 0, 10, 22, 21, 13, 19, 30, 0, 2, 27, 6, 9, 39, 36, 16, 49, 37, 7, 13, 5, 11, 13, 10, 26, 41, 39, 41, 0, 11, 41, 19, 15, 17, 1, 42, 33, 1, 34, 38, 4, 4, 21, 48, 43, 21, 4, 17, 23, 36, 4, 16, 39, 25, 6, 47, 35, 29, 30, 47, 28, 28]
[11, 10, 50, 15, 19, 24, 47, 41, 21, 43, 11, 33, 29, 43, 16, 38, 39, 48, 33, 9, 3, 47, 12, 33, 30, 48, 47, 48, 44, 9, 0, 47, 42, 3, 38, 39, 34, 22, 27, 16, 30, 48, 0, 6, 41, 44, 3, 18, 36, 16, 34, 37, 28, 46, 21, 36, 25, 39, 14, 18, 2, 39, 48, 24, 12, 46, 40, 42, 33, 30, 1, 19, 31, 43, 20, 34, 8, 7, 15, 29, 30, 44, 49, 5, 8, 46, 30, 42, 3, 41, 44, 10, 20, 49, 0, 11, 12, 27, 29, 7, 44, 24, 21, 8, 40, 23, 36, 38, 41, 18, 18, 16, 13, 34, 32, 38]
[20, 25, 22, 23, 45, 7, 44, 27, 15, 28, 33, 33, 8, 22, 29, 3, 50, 42, 3, 34, 29, 7, 22, 8, 6, 43, 47, 47, 45, 22, 47, 0, 30, 41, 1, 41, 32, 42, 38, 22, 4, 17, 47, 12, 25, 0, 35, 34, 30, 50, 50, 26, 6, 35, 1, 12, 40, 44, 19, 40, 19, 23, 29, 3, 18, 33, 35, 35, 2, 21, 49, 15, 35, 46, 19, 31, 23, 26, 43, 23, 1, 46, 10, 28, 15, 30, 17, 41, 34, 35, 0, 47, 50, 43, 17, 7, 39, 39, 1, 20, 24, 41, 5, 41, 1, 14, 5, 35, 12, 20, 14, 50, 9, 0, 17, 23]
[27, 48, 27, 12, 18, 33, 6, 44, 24, 38, 24, 11, 13, 15, 43, 25, 2, 19, 39, 36, 42, 25, 42, 0, 1, 20, 9, 10, 50, 38, 42, 30, 0, 33, 21, 21, 32, 4, 45, 38, 20, 6, 48, 45, 22, 49, 25, 35, 4, 19, 3, 13, 30, 9, 29, 3, 29, 5, 45, 5, 9, 28, 4, 15, 7, 0, 38, 1, 13, 12, 0, 21, 43, 12, 40, 21, 23, 5, 7, 37, 42, 24, 25, 49, 42, 47, 21, 30, 5, 0, 29, 43, 18, 50, 20, 40, 17, 33, 16, 10, 50, 47, 25, 22, 47, 45, 32, 28, 29, 4, 36, 3, 19, 49, 5, 43]
[4, 35, 29, 50, 43, 36, 31, 17, 16, 2, 18, 32, 19, 45, 45, 10, 39, 36, 44, 5, 24, 28, 29, 26, 7, 41, 25, 5, 21, 25, 3, 41, 33, 0, 48, 46, 13, 26, 42, 22, 3, 45, 46, 9, 1, 5, 16, 7, 6, 15, 36, 26, 19, 26, 35, 31, 8, 10, 33, 27, 5, 45, 16, 22, 43, 27, 1, 13, 47, 37, 1, 1, 6, 2, 20, 28, 21, 3, 42, 27, 29, 33, 16, 8, 47, 17, 4, 11, 29, 45, 42, 44, 16, 41, 33, 42, 7, 39, 10, 41, 16, 9, 9, 49, 49, 38, 20, 45, 7, 30, 10, 0, 29, 47, 2, 5]
[39, 46, 10, 40, 45, 48, 24, 38, 19, 25, 31, 23, 39, 11, 5, 45, 1, 19, 43, 14, 33, 38, 49, 26, 23, 36, 13, 16, 4, 10, 38, 1, 21, 48, 0, 7, 29, 20, 28, 17, 6, 35, 9, 44, 8, 21, 17, 29, 47, 47, 31, 47, 45, 17, 49, 37, 34, 20, 46, 42, 5, 17, 4, 31, 17, 4, 21, 45, 31, 21, 42, 32, 15, 2, 5, 49, 38, 12, 35, 30, 11, 26, 48, 43, 36, 45, 16, 23, 29, 7, 27, 11, 22, 47, 4, 1, 15, 11, 3, 14, 47, 27, 32, 32, 15, 50, 27, 34, 8, 30, 22, 21, 36, 39, 19, 18]
[7, 37, 21, 30, 10, 4, 43, 45, 28, 27, 43, 42, 4, 33, 7, 0, 30, 10, 33, 27, 13, 1, 48, 47, 45, 27, 1, 25, 34, 12, 39, 41, 21, 46, 7, 0, 1, 37, 10, 36, 1, 28, 15, 9, 47, 38, 38, 1, 25, 37, 22, 48, 4, 46, 20, 10, 8, 3, 34, 9, 30, 41, 37, 47, 19, 34, 11, 21, 25, 9, 32, 22, 18, 35, 16, 41, 36, 33, 27, 30, 44, 37, 37, 34, 23, 26, 45, 30, 33, 49, 40, 38, 11, 8, 36, 45, 12, 45, 39, 47, 33, 16, 22, 24, 37, 41, 10, 0, 50, 0, 13, 17, 21, 10, 8, 19]
[24, 11, 17, 3, 47, 25, 11, 21, 42, 32, 21, 48, 13, 2, 40, 4, 23, 9, 13, 11, 1, 0, 33, 33, 23, 11, 50, 44, 7, 25, 34, 32, 32, 13, 29, 1, 0, 16, 29, 4, 18, 17, 50, 31, 26, 19, 20, 17, 26, 2, 19, 24, 24, 34, 50, 14, 20, 44, 43, 2, 17, 8, 36, 21, 29, 10, 36, 17, 15, 14, 25, 1, 23, 22, 37, 45, 50, 11, 15, 6, 6, 34, 37, 9, 4, 14, 13, 15, 2, 19, 10, 37, 43, 43, 3, 10, 17, 19, 17, 33, 29, 6, 43, 41, 38, 26, 27, 45, 15, 20, 4, 10, 35, 13, 22, 2]
[31, 44, 0, 19, 35, 26, 43, 2, 21, 43, 50, 6, 21, 40, 19, 48, 50, 24, 25, 3, 48, 22, 43, 17, 22, 15, 0, 41, 34, 24, 22, 42, 4, 26, 20, 37, 16, 0, 22, 3, 8, 43, 26, 18, 20, 47, 3, 40, 37, 40, 5, 8, 48, 47, 44, 29, 2, 8, 33, 22, 19, 1, 47, 38, 20, 4, 43, 6, 20, 14, 42, 32, 8, 29, 30, 9, 17, 41, 38, 35, 47, 4, 16, 9, 20, 45, 1, 50, 14, 32, 32, 9, 16, 37, 50, 7, 6, 26, 5, 29, 14, 23, 2, 4, 4, 21, 15, 15, 20, 36, 21, 1, 11, 3, 9, 50]
[31, 19, 26, 7, 7, 39, 6, 48, 46, 39, 16, 23, 48, 24, 5, 8, 38, 42, 7, 43, 23, 48, 41, 13, 33, 39, 14, 48, 18, 39, 27, 38, 45, 42, 28, 10, 29, 22, 0, 49, 40, 41, 2, 23, 44, 20, 48, 19, 42, 41, 47, 41, 31, 42, 24, 48, 26, 20, 49, 16, 43, 16, 12, 22, 4, 48, 24, 26, 41, 18, 41, 1, 36, 45, 42, 45, 7, 27, 15, 35, 10, 14, 21, 7, 50, 7, 38, 26, 11, 49, 23, 45, 23, 0, 7, 0, 32, 15, 21, 29, 18, 24, 14, 26, 24, 43, 39, 41, 20, 31, 11, 18, 11, 39, 24, 5]
[42, 27, 25, 4, 45, 22, 32, 1, 38, 31, 11, 39, 46, 41, 0, 30, 25, 34, 33, 22, 26, 6, 26, 13, 48, 32, 16, 45, 4, 32, 16, 22, 38, 22, 17, 36, 4, 3, 49, 0, 37, 42, 24, 43, 26, 2, 22, 26, 3, 35, 50, 4, 38, 37, 23, 17, 32, 37, 10, 35, 1, 33, 32, 39, 17, 39, 17, 12, 17, 29, 30, 2, 28, 16, 50, 18, 14, 14, 40, 43, 44, 23, 15, 48, 34, 34, 3, 29, 19, 45, 34, 26, 19, 40, 34, 36, 7, 35, 47, 25, 44, 20, 0, 15, 2, 37, 25, 31, 32, 33, 4, 39, 9, 18, 9, 10]
