N1,N2,...,Nx
[25, 12, 46, 6, 35, 12, 9, 46, 24, 7, 0, 43, 2, 14, 11, 37, 48, 10, 48, 3, 31, 4, 33, 15, 47, 39, 45, 49, 27, 16, 25, 6, 44, 22, 18, 5, 50, 31, 31, 21, 20, 2, 39, 21, 6, 32, 34, 20, 12, 26, 45, 9, 43, 28, 14, 0, 24, 13, 46, 28, 39, 48, 13, 20, 14, 24, 49, 19, 34, 11, 14, 30, 3, 7, 3, 29, 36, 29, 43, 36, 50, 3, 32, 26, 9, 29, 9, 0, 18, 48, 2, 40, 36, 15, 34, 20, 43, 31, 40, 36, 36, 34, 12, 5, 10, 35, 28, 27, 27, 23, 31, 39, 9, 29, 10, 42, 13, 9, 25, 4, 17, 29, 19, 33, 30, 24, 14, 48, 15, 20, 44]
[28, 24, 16, 1, 29, 0, 33, 34, 19, 22, 43, 0, 1, 5, 45, 32, 31, 15, 27, 21, 46, 10, 18, 6, 31, 24, 36, 37, 6, 23, 23, 32, 7, 26, 50, 41, 50, 38, 47, 24, 13, 3, 20, 17, 49, 4, 8, 50, 46, 19, 49, 14, 27, 38, 39, 27, 12, 41, 36, 21, 44, 49, 5, 43, 21, 31, 12, 8, 20, 40, 46, 23, 29, 23, 14, 25, 34, 25, 25, 6, 46, 1, 22, 22, 46, 16, 48, 48, 3, 23, 41, 32, 16, 22, 17, 26, 12, 26, 31, 25, 22, 15, 42, 46, 18, 26, 47, 35, 29, 50, 24, 17, 7, 32, 37, 31, 39, 19, 29, 19, 8, 33, 33, 34, 27, 30, 49, 0, 28, 49, 18]
[33, 19, 49, 9, 8, 33, 11, 33, 46, 28, 2, 1, 0, 8, 12, 19, 3, 28, 47, 26, 31, 41, 18, 46, 27, 28, 42, 19, 46, 8, 42, 34, 10, 18, 32, 12, 24, 29, 2, 4, 32, 50, 23, 4, 28, 15, 8, 37, 16, 16, 4, 17, 49, 43, 0, 38, 37, 6, 43, 49, 32, 14, 42, 30, 33, 2, 49, 18, 11, 21, 11, 10, 21, 49, 50, 4, 41, 30, 16, 42, 17, 36, 48, 17, 34, 2, 13, 9, 31, 9, 38, 25, 16, 37, 34, 14, 47, 40, 2, 30, 45, 6, 16, 18, 5, 43, 37, 5, 12, 26, 38, 20, 40, 14, 37, 6, 49, 2, 17, 9, 23, 5, 48, 38, 38, 20, 20, 20, 10, 10, 12]
[39, 32, 24, 44, 9, 13, 28, 1, 5, 45, 14, 5, 8, 0, 1, 18, 44, 9, 13, 30, 16, 22, 5, 47, 30, 15, 10, 27, 43, 13, 41, 28, 15, 14, 22, 40, 33, 39, 32, 9, 14, 19, 21, 27, 32, 24, 5, 10, 36, 44, 16, 13, 26, 3, 3, 3, 6, 25, 32, 43, 20, 30, 2, 48, 34, 28, 21, 16, 40, 27, 5, 12, 37, 16, 32, 10, 17, 3, 1, 17, 25, 14, 39, 8, 28, 21, 26, 0, 43, 22, 37, 43, 26, 29, 16, 17, 16, 40, 36, 42, 48, 7, 47, 27, 4, 35, 19, 11, 9, 39, 42, 22, 22, 37, 44, 29, 2, 28, 28, 47, 17, 36, 19, 17, 26, 7, 27, 6, 42, 47, 45]
[15, 34, 32, 5, 38, 49, 26, 48, 16, 44, 11, 45, 12, 1, 0, 23, 41, 45, 27, 17, 18, 45, 23, 20, 28, 27, 45, 1, 1, 36, 4, 34, 4, 0, 49, 48, 23, 2, 30, 12, 40, 44, 29, 47, 13, 5, 36, 47, 24, 17, 17, 31, 32, 26, 40, 30, 41, 37, 9, 18, 39, 47, 19, 34, 18, 32, 1, 3, 30, 37, 9, 34, 48, 11, 26, 20, 20, 32, 12, 37, 25, 45, 12, 6, 8, 30, 3, 22, 29, 32, 45, 25, 49, 49, 44, 6, 21, 20, 20, 13, 3, 35, 43, 21, 41, 18, 0, 24, 40, 2, 47, 25, 26, 42, 24, 30, 47, 42, 10, 19, 47, 3, 46, 44, 12, 20, 24, 3, 1, 31, 15]
[25, 26, 49, 21, 7, 46, 1, 13, 30, 1, 37, 32, 19, 18, 23, 0, 8, 40, 46, 3, 15, 23, 41, 5, 15, 24, 39, 24, 45, 41, 4, 24, 47, 4, 19, 23, 26, 10, 10, 42, 38, 19, 22, 16, 3, 47, 14, 3, 43, 40, 5, 25, 34, 3, 29, 9, 25, 48, 13, 22, 14, 4, 49, 29, 5, 0, 44, 10, 20, 32, 38, 42, 33, 33, 1, 2, 38, 18, 25, 10, 21, 11, 1, 7, 37, 35, 30, 49, 49, 9, 22, 5, 44, 1, 2, 2, 8, 43, 7, 32, 44, 33, 16, 16, 2, 16, 26, 4, 38, 5, 19, 17, 40, 28, 28, 24, 1, 2, 42, 1, 8, 33, 16, 15, 25, 47, 9, 40, 47, 3, 3]
[24, 26, 4, 27, 19, 16, 2, 9, 36, 23, 48, 31, 3, 44, 41, 8, 0, 41, 28, 32, 12, 48, 25, 16, 33, 43, 46, 13, 50, 45, 45, 43, 10, 19, 10, 20, 26, 46, 36, 1, 42, 42, 16, 2, 32, 8, 5, 0, 43, 1, 3, 1, 40, 43, 39, 16, 9, 4, 22, 36, 17, 29, 25, 25, 40, 47, 46, 40, 29, 0, 24, 10, 18, 21, 48, 0, 43, 21, 13, 43, 2, 31, 45, 45, 44, 2, 32, 38, 50, 50, 23, 27, 10, 34, 47, 40, 0, 17, 38, 46, 32, 31, 13, 13, 44, 47, 1, 31, 0, 20, 42, 31, 28, 28, 24, 20, 18, 32, 38, 11, 28, 22, 43, 25, 1, 31, 29, 25, 5, 30, 6]
[21, 8, 24, 48, 17, 31, 3, 33, 30, 14, 10, 15, 28, 9, 45, 40, 41, 0, 22, 15, 37, 48, 42, 36, 14, 33, 27, 37, 25, 17, 1, 2, 33, 41, 11, 37, 35, 3, 6, 47, 6, 34, 19, 21, 43, 20, 7, 8, 45, 42, 32, 50, 27, 48, 50, 32, 45, 0, 9, 11, 46, 35, 4, 20, 32, 25, 9, 9, 4, 42, 0, 50, 35, 20, 18, 38, 31, 47, 13, 41, 44, 27, 35, 50, 1, 18, 40, 26, 50, 21, 9, 49, 3, 31, 44, 31, 5, 47, 22, 37, 29, 8, 1, 24, 37, 0, 8, 36, 2, 49, 22, 16, 34, 29, 13, 16, 24, 2, 7, 39, 29, 8, 28, 6, 30, 42, 9, 39, 41, 0, 4]
[2, 2, 37, 18, 35, 11, 7, 39, 5, 19, 48, 27, 47, 13, 27, 46, 28, 22, 0, 6, 20, 5, 1, 35, 17, 9, 3, 42, 17, 13, 14, 20, 42, 20, 31, 4, 40, 15, 1, 27, 22, 32, 34, 17, 43, 44, 24, 28, 35, 43, 38, 30, 28, 31, 3, 31, 12, 24, 0, 36, 33, 4, 26, 22, 37, 6, 2, 2, 47, 21, 6, 45, 31, 27, 16, 38, 46, 25, 22, 41, 31, 49, 40, 30, 13, 45, 14, 24, 38, 6, 31, 29, 6, 18, 23, 30, 20, 19, 6, 42, 35, 44, 45, 49, 23, 21, 39, 18, 40, 28, 21, 31, 45, 42, 11, 19, 0, 25, 28, 10, 11, 41, 8, 26, 8, 33, 48, 4, 20, 38, 11]
[18, 13, 24, 1, 0, 0, 20, 0, 25, 26, 3, 21, 26, 30, 17, 3, 32, 15, 6, 0, 29, 5, 32, 45, 11, 37, 8, 16, 46, 50, 5, 7, 47, 48, 26, 17, 3, 35, 17, 13, 37, 43, 32, 25, 39, 30, 8, 9, 9, 47, 36, 22, 15, 44, 25, 27, 3, 27, 15, 6, 46, 14, 41, 24, 10, 13, 36, 18, 10, 27, 23, 6, 39, 17, 32, 48, 33, 28, 34, 39, 31, 9, 11, 34, 25, 8, 25, 8, 0, 11, 28, 40, 7, 40, 14, 16, 50, 28, 12, 47, 0, 0, 46, 27, 21, 43, 12, 4, 47, 2, 24, 19, 30, 49, 6, 20, 49, 27, 4, 44, 50, 23, 31, 32, 36, 1, 48, 38, 32, 22, 24]
[19, 21, 14, 44, 39, 47, 28, 37, 22, 31, 31, 46, 31, 16, 18, 15, 12, 37, 20, 29, 0, 0, 27, 4, 35, 5, 17, 22, 19, 35, 34, 26, 26, 21, 48, 0, 41, 6, 38, 19, 49, 29, 46, 47, 25, 45, 32, 41, 44, 14, 4, 0, 21, 40, 19, 30, 40, 44, 12, 35, 36, 2, 28, 25, 34, 8, 1, 50, 16, 40, 30, 48, 8, 1, 10, 17, 40, 17, 0, 7, 20, 6, 47, 24, 26, 13, 27, 35, 42, 18, 22, 10, 37, 34, 16, 9, 32, 50, 28, 12, 32, 25, 47, 16, 31, 28, 13, 2, 26, 33, 40, 50, 14, 4, 50, 34, 10, 47, 11, 24, 1, 22, 24, 25, 31, 18, 9, 6, 31, 7, 47]
[40, 7, 42, 42, 35, 8, 47, 45, 19, 17, 4, 10, 41, 22, 45, 23, 48, 48, 5, 5, 0, 0, 48, 19, 17, 13, 50, 7, 29, 41, 42, 27, 31, 11, 9, 2, 44, 4, 43, 24, 9, 50, 30, 15, 17, 15, 5, 38, 37, 8, 31, 23, 38, 25, 38, 34, 49, 22, 35, 29, 26, 45, 45, 30, 15, 29, 11, 20, 25, 7, 31, 14, 28, 7, 15, 2, 6, 13, 26, 42, 49, 31, 1, 42, 34, 44, 8, 19, 0, 30, 15, 3, 19, 30, 10, 19, 5, 33, 44, 1, 11, 20, 49, 39, 49, 14, 28, 15, 9, 21, 21, 19, 36, 14, 25, 2, 47, 18, 10, 36, 43, 50, 6, 28, 0, 35, 31, 22, 42, 35, 1]
[15, 23, 20, 1, 19, 22, 47, 46, 9, 33, 33, 18, 18, 5, 23, 41, 25, 42, 1, 32, 27, 48, 0, 31, 22, 14, 3, 9, 36, 3, 35, 41, 21, 39, 4, 35, 17, 30, 33, 1, 2, 45, 10, 27, 45, 23, 23, 26, 16, 11, 3, 33, 31, 31, 45, 0, 43, 15, 6, 6, 13, 31, 26, 50, 49, 32, 49, 15, 24, 0, 17, 20, 7, 41, 13, 34, 40, 31, 6, 4, 19, 38, 7, 39, 18, 16, 44, 35, 49, 42, 9, 6, 7, 2, 28, 2, 2, 41, 46, 48, 22, 37, 24, 9, 41, 17, 41, 0, 18, 31, 50, 28, 29, 26, 45, 36, 45, 19, 34, 2, 39, 27, 6, 44, 17, 49, 46, 40, 31, 23, 29]
[33, 49, 33, 18, 5, 40, 2, 41, 48, 7, 15, 6, 46, 47, 20, 5, 16, 36, 35, 45, 4, 19, 31, 0, 49, 24, 11, 19, 0, 7, 4, 1, 28, 27, 34, 32, 28, 10, 18, 49, 11, 17, 39, 15, 20, 1, 48, 45, 33, 44, 32, 30, 16, 5, 21, 16, 15, 24, 43, 13, 16, 40, 24, 5, 45, 32, 33, 7, 12, 47, 29, 31, 6, 23, 50, 4, 43, 49, 31, 35, 23, 42, 0, 49, 12, 13, 17, 2, 43, 13, 19, 39, 22, 23, 36, 9, 45, 10, 36, 27, 33, 32, 39, 6, 31, 22, 26, 27, 25, 42, 44, 42, 22, 28, 35, 46, 2, 48, 8, 35, 24, 36, 11, 9, 19, 20, 38, 30, 22, 3, 13]
[46, 24, 28, 40, 44, 18, 46, 44, 41, 34, 47, 31, 27, 30, 28, 15, 33, 14, 17, 11, 35, 17, 22, 49, 0, 25, 18, 12, 39, 10, 16, 41, 39, 40, 34, 10, 36, 46, 9, 37, 20, 32, 37, 13, 24, 34, 5, 49, 50, 2, 22, 31, 23, 34, 49, 39, 22, 36, 47, 46, 17, 38, 40, 9, 7, 4, 21, 39, 37, 10, 29, 35, 34, 42, 3, 42, 37, 30, 44, 15, 26, 30, 7, 10, 13, 43, 30, 36, 46, 25, 8, 11, 5, 40, 47, 8, 23, 50, 45, 9, 39, 4, 10, 28, 20, 22, 3, 20, 3, 7, 29, 47, 47, 8, 44, 10, 5, 10, 22, 27, 39, 2, 19, 37, 34, 30, 42, 0, 4, 40, 17]
[17, 24, 26, 47, 4, 43, 16, 23, 22, 49, 39, 24, 28, 15, 27, 24, 43, 33, 9, 37, 5, 13, 14, 24, 25, 0, 12, 22, 38, 20, 38, 33, 38, 33, 41, 29, 37, 1, 25, 32, 4, 21, 8, 30, 16, 31, 4, 38, 27, 27, 36, 24, 1, 35, 37, 49, 43, 20, 25, 36, 27, 43, 7, 38, 45, 0, 2, 15, 5, 24, 24, 46, 44, 45, 41, 27, 10, 5, 23, 4, 10, 21, 45, 42, 47, 0, 17, 16, 6, 11, 44, 7, 3, 15, 14, 1, 22, 34, 16, 2, 12, 39, 10, 43, 36, 6, 38, 7, 44, 22, 35, 18, 16, 36, 47, 0, 37, 0, 14, 48, 48, 46, 24, 5, 41, 5, 37, 12, 1, 26, 30]
[14, 24, 48, 31, 31, 1, 34, 8, 15, 3, 45, 36, 42, 10, 45, 39, 46, 27, 3, 8, 17, 50, 3, 11, 18, 12, 0, 43, 4, 11, 37, 5, 37, 26, 42, 45, 2, 13, 44, 11, 6, 47, 10, 17, 8, 4, 33, 26, 33, 42, 47, 23, 18, 6, 12, 37, 47, 43, 5, 10, 4, 18, 17, 35, 10, 39, 35, 22, 39, 49, 41, 48, 14, 23, 22, 18, 28, 27, 46, 31, 7, 0, 35, 24, 32, 17, 0, 27, 21, 48, 41, 14, 38, 29, 31, 19, 48, 27, 23, 34, 34, 12, 1, 42, 8, 15, 37, 9, 24, 40, 48, 18, 17, 10, 30, 16, 43, 35, 35, 36, 13, 46, 31, 0, 27, 48, 20, 28, 10, 9, 19]
[39, 45, 10, 16, 34, 19, 1, 22, 42, 27, 49, 37, 19, 27, 1, 24, 13, 37, 42, 16, 22, 7, 9, 19, 12, 22, 43, 0, 6, 36, 23, 13, 42, 27, 47, 5, 35, 37, 36, 30, 46, 23, 21, 5, 8, 34, 20, 41, 27, 20, 17, 14, 50, 37, 5, 6, 16, 17, 34, 36, 35, 28, 5, 40, 14, 33, 12, 18, 47, 0, 17, 12, 19, 39, 47, 12, 12, 50, 2, 1, 45, 1, 43, 43, 33, 35, 1, 30, 41, 49, 48, 9, 32, 9, 31, 44, 44, 6, 41, 26, 49, 16, 18, 9, 18, 7, 19, 45, 9, 43, 14, 13, 30, 44, 39, 44, 22, 13, 22, 34, 24, 25, 21, 29, 13, 8, 38, 10, 0, 37, 15]
[44, 10, 36, 28, 9, 3, 6, 2, 47, 43, 27, 6, 46, 43, 1, 45, 50, 25, 17, 46, 19, 29, 36, 0, 39, 38, 4, 6, 0, 12, 30, 37, 11, 32, 5, 4, 27, 3, 44, 1, 32, 16, 2, 25, 42, 42, 0, 19, 50, 32, 30, 5, 16, 34, 15, 36, 34, 3, 32, 11, 25, 41, 21, 9, 37, 38, 11, 33, 16, 28, 34, 35, 43, 29, 17, 8, 24, 44, 12, 39, 46, 6, 4, 40, 36, 38, 15, 50, 10, 24, 25, 41, 18, 23, 25, 0, 44, 47, 35, 45, 8, 40, 44, 42, 0, 31, 8, 28, 15, 48, 48, 6, 48, 33, 39, 15, 20, 19, 7, 5, 1, 14, 49, 13, 39, 43, 0, 12, 19, 14, 25]
[23, 26, 13, 6, 12, 26, 33, 18, 41, 45, 16, 23, 8, 13, 36, 41, 45, 17, 13, 50, 35, 41, 3, 7, 10, 20, 11, 36, 12, 0, 40, 35, 29, 27, 48, 29, 48, 30, 33, 6, 35, 42, 13, 16, 7, 27, 31, 28, 13, 46, 5, 44, 21, 14, 29, 29, 33, 35, 18, 16, 30, 48, 15, 14, 14, 8, 46, 44, 11, 32, 8, 17, 7, 39, 2, 45, 21, 19, 16, 45, 14, 36, 42, 33, 19, 23, 40, 13, 18, 3, 40, 5, 31, 36, 25, 39, 7, 0, 9, 8, 23, 36, 15, 37, 35, 18, 46, 15, 25, 26, 1, 17, 39, 44, 21, 3, 50, 37, 23, 47, 26, 35, 9, 26, 27, 6, 43, 33, 31, 20, 16]
[17, 13, 4, 15, 19, 21, 19, 35, 19, 36, 25, 23, 42, 41, 4, 4, 45, 1, 14, 5, 34, 42, 35, 4, 16, 38, 37, 23, 30, 40, 0, 23, 31, 12, 46, 39, 50, 16, 19, 1, 15, 16, 20, 22, 21, 0, 49, 33, 13, 11, 2, 22, 8, 11, 15, 8, 33, 1, 1, 35, 2, 7, 10, 37, 0, 49, 30, 36, 15, 48, 37, 4, 8, 50, 40, 29, 8, 13, 12, 37, 20, 49, 5, 22, 28, 34, 3, 12, 41, 41, 19, 47, 15, 29, 26, 15, 1, 43, 11, 17, 33, 11, 20, 26, 30, 7, 28, 19, 9, 12, 3, 17, 38, 46, 31, 6, 34, 3, 0, 5, 44, 44, 46, 45, 15, 13, 38, 21, 30, 47, 47]
[13, 21, 47, 0, 28, 34, 46, 9, 1, 16, 6, 32, 34, 28, 34, 24, 43, 2, 20, 7, 26, 27, 41, 1, 41, 33, 5, 13, 37, 35, 23, 0, 25, 22, 11, 35, 17, 6, 2, 31, 25, 10, 21, 40, 43, 28, 22, 1, 11, 19, 17, 41, 7, 9, 10, 8, 50, 19, 28, 0, 12, 15, 40, 14, 39, 8, 45, 28, 50, 49, 6, 24, 31, 18, 22, 31, 4, 43, 15, 24, 4, 50, 16, 35, 9, 13, 38, 18, 32, 29, 34, 24, 20, 1, 47, 28, 29, 42, 10, 12, 33, 40, 5, 43, 0, 18, 17, 36, 8, 3, 26, 42, 47, 42, 23, 6, 30, 38, 41, 1, 45, 5, 20, 42, 16, 10, 33, 16, 31, 27, 39]
[32, 9, 20, 40, 24, 1, 25, 37, 36, 32, 44, 7, 10, 15, 4, 47, 10, 33, 42, 47, 26, 31, 21, 28, 39, 38, 37, 42, 11, 29, 31, 25, 0, 45, 4, 11, 19, 27, 36, 24, 7, 22, 41, 36, 22, 45, 40, 40, 48, 11, 1, 29, 1, 10, 21, 37, 18, 48, 6, 8, 5, 29, 40, 34, 41, 8, 45, 32, 1, 35, 46, 29, 21, 4, 4, 15, 17, 3, 28, 30, 46, 30, 23, 2, 6, 17, 16, 45, 16, 1, 0, 1, 33, 10, 2, 34, 50, 40, 50, 38, 18, 20, 2, 38, 50, 4, 17, 34, 7, 19, 38, 17, 40, 23, 45, 17, 38, 15, 43, 43, 41, 24, 8, 28, 15, 9, 49, 5, 11, 25, 5]
[11, 29, 48, 46, 9, 17, 46, 50, 28, 46, 22, 26, 18, 14, 0, 4, 19, 41, 20, 48, 21, 11, 39, 27, 40, 33, 26, 27, 32, 27, 12, 22, 45, 0, 17, 20, 13, 25, 43, 2, 1, 3, 11, 4, 46, 29, 40, 35, 47, 37, 35, 2, 50, 5, 49, 7, 42, 38, 45, 31, 26, 12, 21, 2, 30, 24, 35, 22, 22, 13, 8, 36, 33, 8, 15, 16, 20, 2, 18, 45, 29, 42, 38, 7, 34, 41, 33, 1, 23, 42, 34, 7, 28, 45, 35, 29, 27, 9, 1, 16, 41, 35, 43, 30, 36, 10, 21, 3, 10, 12, 22, 25, 17, 19, 16, 14, 28, 37, 23, 11, 33, 6, 29, 14, 20, 30, 45, 46, 49, 50, 11]
[50, 49, 38, 1, 9, 31, 32, 3, 21, 45, 18, 50, 32, 22, 49, 19, 10, 11, 31, 26, 48, 9, 4, 34, 34, 41, 42, 47, 5, 48, 46, 11, 4, 17, 0, 11, 0, 38, 15, 45, 19, 48, 20, 44, 48, 46, 48, 9, 40, 20, 42, 38, 43, 39, 17, 32, 32, 36, 43, 17, 4, 43, 33, 28, 23, 31, 3, 16, 17, 40, 19, 12, 23, 34, 43, 45, 4, 4, 29, 48, 4, 0, 25, 41, 17, 37, 27, 29, 4, 42, 12, 31, 17, 24, 22, 11, 48, 25, 11, 18, 11, 41, 2, 29, 2, 28, 15, 12, 27, 0, 40, 29, 0, 39, 30, 50, 33, 43, 22, 37, 9, 41, 27, 14, 22, 4, 40, 42, 50, 37, 38]
