N1,N2,...,Nx
[19, 28, 27, 42, 47, 2, 44, 45, 49, 26, 0, 27, 28, 46, 47, 5, 17, 41, 36, 7, 10, 50, 44, 1, 29, 49, 3, 38, 40, 36, 30, 44, 43, 24, 9, 21, 9, 37, 11, 10, 6, 48, 1, 25, 4, 35, 7, 33, 36, 17, 28, 26, 20, 47, 1, 11, 26, 13, 9, 29, 40, 15, 12, 14, 38, 44, 3, 43, 46, 33, 36, 48, 26, 32, 1, 49, 11, 14, 20, 2, 26, 21, 50, 31, 13, 43, 47, 6, 50, 6, 48, 20, 43, 1, 17, 21, 46, 15, 17, 12, 3, 28, 17, 30, 29, 38, 28, 27, 38, 13, 48, 40, 49, 23, 21, 15, 30, 12, 22, 22, 34, 39, 29, 49, 5, 16, 35, 38, 14, 6, 4, 14, 49, 1, 32, 30, 3, 33, 43, 10, 45, 0, 38, 16, 24, 16, 4, 37, 22, 5, 3, 24, 12, 35, 37, 43, 29, 19, 44, 44, 46, 45, 20, 16, 30, 29, 8, 22, 4, 19, 11, 4, 42, 20, 21, 43, 10, 37, 20, 42, 43, 43, 7, 23, 11, 21, 32, 45, 7, 40]
[11, 11, 43, 22, 48, 13, 16, 24, 24, 17, 27, 0, 5, 8, 27, 5, 15, 4, 45, 49, 39, 42, 42, 31, 4, 9, 31, 1, 31, 33, 42, 19, 31, 30, 34, 2, 43, 40, 0, 28, 21, 28, 11, 41, 16, 26, 8, 47, 26, 28, 28, 16, 17, 11, 31, 2, 24, 37, 4, 32, 39, 13, 41, 35, 39, 32, 15, 39, 15, 19, 9, 33, 14, 36, 36, 2, 38, 34, 47, 17, 35, 23, 36, 15, 30, 9, 8, 2, 46, 11, 43, 35, 14, 28, 34, 7, 7, 37, 15, 2, 18, 19, 44, 13, 24, 38, 15, 9, 45, 39, 14, 21, 31, 27, 47, 7, 45, 25, 23, 37, 14, 34, 14, 37, 40, 35, 45, 39, 28, 31, 49, 33, 19, 21, 9, 29, 46, 22, 26, 0, 35, 25, 30, 32, 24, 31, 15, 41, 7, 48, 25, 46, 15, 48, 25, 1, 12, 48, 8, 11, 43, 21, 45, 34, 46, 16, 7, 21, 4, 15, 11, 30, 45, 22, 19, 0, 43, 17, 36, 49, 3, 26, 18, 37, 47, 16, 1, 7, 13, 37]
[33, 39, 8, 41, 24, 14, 8, 0, 43, 2, 28, 5, 0, 22, 46, 1, 11, 39, 39, 45, 7, 40, 9, 2, 8, 46, 49, 44, 49, 38, 37, 8, 46, 38, 27, 39, 3, 22, 2, 47, 14, 44, 5, 14, 41, 44, 5, 8, 43, 48, 10, 14, 26, 40, 40, 15, 49, 42, 36, 20, 3, 31, 11, 49, 4, 14, 29, 13, 29, 19, 24, 32, 19, 36, 36, 18, 41, 14, 19, 5, 12, 39, 45, 35, 48, 4, 31, 34, 5, 15, 27, 26, 14, 24, 40, 23, 45, 37, 41, 18, 23, 4, 23, 1, 36, 45, 46, 1, 23, 37, 23, 50, 2, 26, 48, 10, 25, 29, 38, 40, 29, 10, 35, 11, 18, 2, 2, 26, 30, 37, 14, 39, 48, 23, 48, 27, 28, 21, 8, 1, 39, 2, 13, 38, 8, 18, 37, 22, 24, 5, 17, 7, 27, 8, 8, 0, 9, 45, 5, 2, 31, 6, 34, 45, 2, 31, 38, 15, 6, 20, 33, 30, 50, 40, 29, 13, 13, 46, 28, 46, 49, 27, 25, 36, 18, 33, 5, 30, 22, 29]
[27, 30, 8, 40, 28, 15, 50, 32, 48, 41, 46, 8, 22, 0, 9, 31, 38, 24, 30, 37, 35, 41, 31, 34, 32, 20, 25, 34, 13, 33, 30, 38, 10, 42, 19, 1, 24, 7, 3, 45, 4, 35, 35, 2, 35, 25, 16, 23, 3, 26, 23, 32, 27, 43, 7, 27, 34, 11, 1, 2, 48, 39, 23, 32, 3, 9, 39, 26, 31, 2, 44, 3, 17, 37, 42, 19, 23, 36, 26, 14, 26, 7, 24, 43, 0, 14, 11, 15, 13, 19, 2, 37, 24, 0, 34, 11, 27, 24, 49, 32, 23, 0, 29, 14, 43, 15, 29, 36, 3, 35, 50, 35, 31, 48, 21, 16, 39, 10, 40, 7, 39, 30, 3, 19, 3, 38, 26, 44, 8, 14, 36, 21, 34, 40, 46, 2, 21, 50, 32, 47, 30, 34, 9, 21, 46, 31, 22, 36, 32, 17, 40, 30, 48, 32, 29, 7, 36, 17, 41, 34, 0, 38, 0, 30, 44, 42, 37, 50, 36, 48, 24, 16, 28, 28, 39, 34, 7, 18, 40, 20, 43, 3, 28, 36, 37, 26, 41, 6, 16, 8]
[17, 4, 0, 48, 11, 7, 7, 9, 42, 49, 47, 27, 46, 9, 0, 13, 11, 29, 28, 17, 49, 22, 38, 38, 26, 24, 35, 2, 36, 19, 14, 14, 8, 21, 32, 48, 25, 10, 33, 6, 35, 5, 40, 15, 12, 49, 14, 23, 45, 9, 34, 24, 3, 39, 18, 19, 32, 16, 40, 13, 47, 17, 6, 47, 35, 40, 43, 6, 20, 47, 41, 43, 8, 22, 25, 11, 39, 42, 33, 29, 7, 48, 13, 9, 24, 6, 43, 42, 0, 45, 11, 41, 39, 0, 22, 33, 35, 48, 45, 42, 28, 11, 50, 32, 4, 36, 50, 10, 26, 8, 34, 12, 47, 9, 37, 23, 18, 11, 34, 39, 29, 16, 36, 28, 48, 9, 37, 44, 10, 5, 12, 5, 43, 39, 43, 25, 0, 9, 50, 34, 40, 37, 12, 3, 9, 38, 4, 8, 38, 0, 34, 12, 0, 46, 39, 25, 6, 8, 37, 26, 11, 7, 41, 27, 5, 34, 29, 39, 34, 35, 26, 19, 12, 7, 47, 35, 9, 4, 48, 3, 38, 21, 11, 48, 12, 6, 44, 47, 18, 28]
[10, 28, 49, 36, 37, 9, 8, 37, 33, 46, 5, 5, 1, 31, 13, 0, 26, 47, 31, 18, 7, 30, 8, 41, 39, 27, 34, 12, 50, 8, 9, 22, 3, 1, 21, 22, 7, 12, 42, 16, 15, 26, 4, 50, 47, 34, 39, 50, 27, 12, 5, 4, 45, 18, 50, 16, 1, 7, 50, 26, 26, 46, 42, 5, 15, 43, 1, 42, 34, 27, 49, 1, 29, 1, 16, 26, 16, 25, 37, 30, 47, 50, 19, 14, 37, 40, 37, 16, 18, 28, 6, 0, 41, 39, 13, 24, 5, 0, 25, 44, 23, 49, 39, 36, 42, 23, 22, 49, 41, 6, 46, 3, 22, 47, 49, 23, 29, 13, 41, 18, 1, 22, 34, 16, 49, 10, 39, 49, 9, 33, 8, 9, 12, 26, 29, 6, 26, 31, 35, 22, 22, 37, 40, 27, 36, 30, 7, 3, 29, 27, 22, 21, 12, 31, 19, 41, 20, 18, 30, 23, 35, 12, 17, 32, 15, 46, 44, 24, 9, 36, 4, 36, 20, 37, 26, 36, 9, 22, 33, 16, 20, 38, 25, 35, 13, 26, 47, 16, 14, 21]
[15, 47, 43, 19, 7, 46, 4, 23, 18, 7, 17, 15, 11, 38, 11, 26, 0, 31, 18, 29, 36, 17, 32, 19, 18, 38, 49, 2, 14, 31, 40, 30, 40, 45, 10, 35, 43, 49, 36, 0, 30, 12, 40, 9, 12, 3, 43, 38, 44, 48, 23, 12, 7, 23, 47, 4, 10, 25, 14, 6, 25, 10, 48, 14, 2, 31, 10, 44, 43, 45, 39, 47, 44, 31, 42, 27, 23, 41, 27, 9, 48, 9, 50, 5, 29, 2, 26, 38, 24, 49, 6, 44, 29, 44, 36, 17, 16, 46, 20, 41, 25, 27, 5, 16, 33, 2, 4, 1, 30, 3, 37, 47, 50, 19, 9, 29, 49, 31, 42, 2, 1, 3, 37, 45, 17, 18, 7, 10, 24, 25, 8, 43, 25, 41, 45, 43, 15, 25, 15, 9, 22, 25, 42, 48, 34, 3, 33, 39, 13, 44, 2, 8, 20, 29, 36, 33, 2, 43, 9, 4, 3, 23, 31, 41, 22, 14, 40, 16, 10, 43, 13, 15, 37, 28, 13, 18, 21, 11, 21, 5, 17, 43, 13, 41, 42, 24, 47, 9, 46, 48]
[13, 30, 34, 15, 40, 21, 9, 31, 49, 30, 41, 4, 39, 24, 29, 47, 31, 0, 30, 21, 3, 6, 47, 0, 12, 30, 45, 42, 29, 22, 24, 35, 47, 13, 30, 3, 37, 1, 27, 21, 39, 23, 28, 5, 28, 12, 47, 3, 25, 7, 39, 35, 11, 24, 49, 27, 44, 33, 45, 28, 9, 13, 9, 39, 39, 0, 27, 2, 46, 8, 34, 12, 48, 33, 13, 36, 16, 46, 15, 12, 6, 44, 7, 17, 43, 41, 26, 29, 18, 44, 32, 12, 41, 48, 46, 42, 26, 29, 5, 8, 23, 20, 45, 8, 35, 41, 4, 29, 8, 10, 27, 39, 45, 12, 43, 19, 47, 18, 7, 38, 27, 5, 43, 29, 32, 9, 46, 18, 19, 13, 23, 11, 40, 48, 19, 7, 33, 46, 16, 42, 31, 12, 40, 35, 7, 14, 43, 37, 0, 16, 28, 25, 41, 26, 50, 9, 12, 31, 36, 2, 7, 0, 29, 0, 40, 50, 48, 3, 9, 11, 50, 33, 20, 10, 9, 11, 32, 42, 49, 7, 17, 32, 25, 10, 31, 48, 36, 23, 39, 40]
[27, 6, 25, 3, 37, 15, 19, 23, 2, 15, 36, 45, 39, 30, 28, 31, 18, 30, 0, 39, 38, 8, 17, 13, 33, 17, 17, 8, 47, 25, 33, 45, 42, 16, 6, 31, 7, 43, 37, 21, 38, 14, 19, 30, 16, 44, 6, 10, 40, 48, 6, 21, 30, 20, 14, 32, 38, 36, 20, 13, 10, 37, 10, 15, 3, 47, 20, 44, 24, 4, 15, 28, 50, 6, 5, 36, 36, 11, 8, 19, 33, 44, 3, 19, 50, 2, 30, 1, 34, 37, 4, 13, 10, 4, 26, 47, 18, 18, 17, 37, 12, 50, 32, 39, 36, 28, 25, 28, 24, 17, 8, 7, 30, 38, 27, 49, 23, 30, 11, 38, 5, 39, 27, 25, 44, 50, 40, 13, 45, 40, 4, 43, 2, 21, 9, 16, 38, 15, 3, 35, 27, 1, 37, 26, 4, 5, 15, 30, 16, 21, 50, 9, 3, 42, 24, 17, 16, 46, 19, 23, 3, 46, 43, 25, 4, 37, 38, 45, 40, 43, 6, 27, 13, 9, 3, 16, 6, 25, 29, 46, 25, 17, 18, 25, 24, 5, 22, 27, 16, 30]
[50, 50, 34, 19, 13, 32, 21, 25, 37, 24, 7, 49, 45, 37, 17, 18, 29, 21, 39, 0, 43, 31, 31, 7, 28, 3, 24, 16, 10, 47, 30, 29, 47, 30, 27, 37, 18, 48, 1, 41, 44, 42, 39, 4, 35, 38, 39, 14, 21, 44, 41, 14, 10, 8, 40, 2, 34, 8, 21, 38, 3, 3, 1, 30, 8, 33, 11, 1, 23, 36, 36, 13, 44, 37, 0, 32, 40, 40, 26, 20, 31, 3, 13, 0, 27, 45, 5, 12, 44, 19, 21, 30, 28, 25, 46, 40, 4, 1, 30, 28, 41, 38, 0, 35, 47, 49, 13, 7, 36, 20, 20, 35, 15, 30, 28, 36, 3, 34, 37, 21, 25, 26, 37, 14, 1, 20, 28, 32, 34, 45, 37, 4, 25, 49, 23, 44, 1, 17, 46, 28, 1, 42, 0, 25, 5, 2, 20, 50, 36, 6, 35, 47, 31, 49, 29, 34, 34, 2, 50, 23, 48, 39, 19, 43, 38, 19, 43, 21, 26, 34, 6, 36, 29, 3, 14, 32, 26, 42, 41, 29, 21, 8, 12, 7, 38, 20, 10, 14, 32, 11]
[20, 32, 23, 19, 38, 42, 40, 33, 26, 41, 10, 39, 7, 35, 49, 7, 36, 3, 38, 43, 0, 32, 45, 12, 42, 39, 8, 20, 16, 47, 37, 44, 4, 3, 28, 21, 38, 32, 36, 17, 6, 5, 46, 12, 12, 43, 38, 20, 3, 40, 7, 25, 34, 1, 42, 46, 12, 16, 39, 40, 39, 6, 7, 19, 42, 4, 7, 17, 12, 17, 19, 45, 47, 23, 24, 43, 50, 27, 24, 29, 23, 47, 28, 39, 17, 36, 5, 25, 15, 6, 30, 11, 15, 41, 26, 16, 23, 0, 18, 31, 31, 14, 20, 20, 43, 27, 2, 9, 8, 33, 5, 49, 20, 35, 49, 31, 37, 42, 27, 49, 22, 10, 19, 10, 39, 16, 42, 36, 47, 48, 7, 36, 27, 30, 33, 49, 34, 0, 20, 16, 10, 4, 33, 4, 21, 33, 44, 18, 36, 5, 32, 30, 49, 46, 27, 42, 12, 25, 50, 46, 38, 28, 27, 11, 25, 34, 31, 30, 28, 3, 37, 21, 17, 21, 23, 39, 11, 10, 38, 36, 19, 16, 24, 37, 45, 23, 43, 40, 40, 20]
[42, 26, 44, 37, 45, 37, 17, 43, 18, 13, 50, 42, 40, 41, 22, 30, 17, 6, 8, 31, 32, 0, 17, 9, 27, 28, 13, 19, 45, 40, 6, 42, 8, 21, 27, 49, 49, 39, 30, 21, 15, 47, 21, 7, 7, 44, 29, 33, 21, 11, 33, 50, 50, 35, 4, 50, 26, 37, 26, 40, 31, 49, 12, 9, 40, 39, 34, 14, 15, 5, 3, 14, 12, 45, 50, 31, 28, 10, 8, 5, 45, 48, 41, 49, 29, 8, 22, 27, 32, 47, 44, 42, 47, 11, 47, 29, 0, 6, 1, 36, 22, 23, 39, 5, 22, 14, 31, 12, 13, 40, 15, 3, 48, 32, 21, 42, 47, 14, 10, 11, 36, 28, 8, 34, 31, 19, 37, 26, 31, 2, 41, 32, 7, 0, 8, 26, 39, 7, 16, 41, 35, 46, 20, 18, 19, 50, 49, 37, 46, 50, 19, 42, 38, 24, 25, 22, 22, 15, 39, 39, 7, 40, 34, 10, 8, 47, 47, 14, 42, 15, 9, 19, 29, 44, 30, 19, 43, 10, 21, 13, 46, 40, 23, 6, 46, 40, 40, 30, 32, 41]
[23, 39, 50, 33, 15, 49, 6, 22, 22, 43, 44, 42, 9, 31, 38, 8, 32, 47, 17, 31, 45, 17, 0, 43, 43, 7, 42, 40, 34, 10, 11, 29, 26, 0, 19, 11, 2, 17, 11, 39, 28, 39, 41, 6, 6, 0, 24, 0, 50, 1, 46, 34, 21, 0, 48, 30, 5, 32, 50, 8, 2, 1, 44, 46, 10, 19, 47, 26, 8, 31, 26, 0, 44, 18, 15, 48, 16, 50, 5, 15, 9, 45, 23, 49, 39, 32, 13, 29, 24, 50, 41, 6, 25, 24, 50, 3, 37, 40, 8, 33, 38, 38, 21, 20, 33, 41, 14, 33, 27, 48, 27, 23, 44, 18, 0, 12, 0, 32, 24, 30, 27, 6, 4, 32, 17, 38, 9, 30, 10, 40, 16, 1, 31, 43, 20, 23, 12, 28, 39, 44, 27, 33, 23, 12, 4, 38, 5, 5, 13, 39, 43, 25, 17, 34, 2, 23, 36, 40, 25, 33, 34, 4, 8, 5, 44, 29, 19, 17, 38, 45, 3, 34, 18, 19, 44, 26, 11, 41, 43, 1, 45, 20, 0, 11, 40, 6, 16, 31, 42, 25]
[18, 1, 27, 11, 7, 16, 39, 18, 39, 4, 1, 31, 2, 34, 38, 41, 19, 0, 13, 7, 12, 9, 43, 0, 15, 35, 30, 34, 34, 3, 40, 28, 3, 24, 27, 24, 40, 19, 21, 5, 44, 22, 47, 32, 0, 16, 17, 19, 45, 20, 25, 30, 15, 42, 46, 33, 27, 20, 38, 20, 42, 26, 32, 45, 3, 46, 7, 14, 41, 2, 32, 2, 21, 40, 3, 29, 33, 34, 49, 43, 43, 46, 24, 27, 13, 28, 14, 45, 43, 20, 6, 30, 18, 30, 26, 14, 46, 20, 50, 27, 21, 24, 13, 35, 11, 41, 4, 17, 14, 9, 16, 44, 32, 43, 32, 7, 13, 34, 25, 0, 45, 42, 15, 35, 32, 42, 42, 16, 8, 6, 42, 30, 43, 40, 29, 38, 41, 9, 37, 40, 11, 43, 19, 38, 37, 26, 23, 45, 10, 7, 38, 8, 45, 9, 49, 46, 47, 46, 37, 17, 15, 1, 18, 46, 16, 44, 38, 17, 38, 41, 17, 14, 48, 48, 47, 17, 10, 23, 8, 30, 29, 46, 5, 45, 3, 9, 14, 11, 49, 45]
