N1,N2,...,Nx
[23, 41, 4, 33, 9, 16, 1, 30, 47, 8, 0, 4, 43, 4, 37, 15, 23, 41, 33, 38, 10, 2, 22, 12, 6, 44, 8, 8, 39, 1, 42, 50, 13, 13, 15, 30, 5, 10, 16, 19, 28, 5, 32, 17, 28, 1, 32, 7, 9, 1, 25, 16, 37, 8, 38, 12, 4, 0, 29, 16, 42, 4, 46, 2, 0, 7, 34, 36, 12, 24, 9, 21, 36, 40, 8, 30, 20, 47, 42, 37, 23, 39, 7, 17, 12, 9, 14, 44, 3, 39, 39, 34, 50, 35, 20, 6, 44, 25, 0]
[32, 27, 14, 29, 13, 47, 50, 3, 24, 11, 4, 0, 23, 18, 1, 6, 18, 34, 43, 34, 46, 20, 31, 32, 49, 36, 11, 12, 32, 45, 39, 19, 17, 34, 33, 16, 24, 34, 6, 40, 30, 15, 26, 13, 37, 45, 39, 19, 39, 27, 11, 23, 30, 20, 31, 0, 11, 35, 12, 40, 4, 23, 25, 40, 48, 8, 41, 32, 36, 32, 3, 13, 41, 40, 31, 4, 45, 32, 34, 0, 10, 6, 32, 35, 15, 42, 47, 19, 46, 29, 11, 37, 17, 22, 5, 34, 14, 39, 38]
[44, 23, 33, 1, 11, 17, 16, 35, 22, 13, 43, 23, 0, 27, 32, 8, 25, 15, 8, 12, 5, 0, 5, 5, 4, 7, 32, 36, 3, 14, 28, 49, 9, 47, 36, 2, 16, 45, 32, 32, 33, 22, 10, 11, 30, 41, 50, 34, 26, 30, 28, 49, 0, 0, 9, 47, 50, 1, 17, 17, 29, 19, 7, 43, 26, 14, 48, 12, 18, 45, 35, 5, 20, 17, 19, 27, 27, 30, 1, 43, 45, 45, 17, 5, 41, 11, 10, 2, 24, 9, 28, 9, 11, 12, 22, 14, 15, 24, 30]
[1, 16, 22, 9, 12, 7, 31, 42, 48, 23, 4, 18, 27, 0, 27, 12, 6, 7, 40, 31, 41, 44, 1, 45, 11, 18, 6, 28, 26, 1, 49, 18, 46, 27, 32, 42, 24, 32, 9, 5, 46, 27, 28, 35, 17, 50, 19, 19, 5, 39, 19, 46, 23, 37, 15, 34, 44, 8, 34, 16, 20, 29, 14, 22, 33, 48, 27, 49, 1, 14, 24, 27, 12, 36, 32, 35, 37, 20, 13, 9, 43, 13, 49, 36, 0, 24, 30, 9, 26, 35, 30, 47, 45, 41, 43, 27, 11, 33, 16]
[24, 45, 46, 12, 48, 12, 19, 11, 30, 26, 37, 1, 32, 27, 0, 34, 23, 40, 13, 0, 22, 15, 0, 35, 9, 39, 27, 32, 24, 1, 49, 8, 32, 6, 4, 12, 17, 41, 36, 0, 50, 48, 7, 14, 27, 39, 23, 5, 21, 29, 45, 43, 24, 45, 11, 38, 43, 45, 0, 13, 25, 30, 29, 30, 23, 35, 9, 45, 0, 19, 13, 34, 47, 50, 32, 42, 46, 8, 40, 32, 22, 23, 27, 34, 37, 22, 12, 48, 20, 27, 19, 30, 36, 26, 30, 15, 48, 12, 22]
[48, 47, 48, 40, 44, 24, 50, 10, 10, 27, 15, 6, 8, 12, 34, 0, 28, 33, 7, 11, 3, 30, 22, 19, 33, 22, 40, 39, 4, 26, 40, 11, 13, 13, 16, 9, 9, 14, 48, 45, 33, 44, 24, 13, 49, 39, 48, 7, 2, 1, 1, 6, 4, 22, 13, 0, 31, 26, 36, 48, 32, 21, 4, 41, 17, 43, 48, 13, 4, 48, 17, 20, 45, 0, 21, 0, 31, 17, 39, 34, 28, 18, 15, 18, 7, 16, 29, 35, 16, 24, 44, 22, 38, 3, 14, 15, 28, 21, 2]
[27, 12, 45, 36, 1, 6, 0, 27, 45, 2, 23, 18, 25, 6, 23, 28, 0, 13, 38, 3, 25, 30, 41, 12, 25, 50, 14, 32, 36, 4, 10, 22, 5, 19, 44, 4, 4, 36, 40, 35, 45, 10, 0, 28, 40, 36, 34, 19, 13, 27, 29, 46, 28, 24, 14, 21, 4, 44, 1, 1, 24, 16, 7, 34, 0, 40, 9, 34, 39, 28, 8, 33, 49, 44, 43, 20, 40, 1, 23, 25, 48, 32, 15, 48, 41, 36, 22, 26, 47, 9, 35, 9, 36, 44, 31, 14, 9, 40, 20]
[10, 26, 49, 9, 19, 12, 23, 35, 9, 6, 41, 34, 15, 7, 40, 33, 13, 0, 27, 8, 19, 24, 38, 33, 14, 50, 48, 25, 26, 5, 6, 17, 22, 11, 3, 27, 40, 10, 49, 41, 34, 40, 42, 5, 35, 50, 6, 29, 0, 14, 0, 9, 0, 8, 36, 35, 10, 27, 20, 26, 16, 12, 28, 17, 25, 33, 37, 45, 39, 18, 1, 20, 18, 27, 44, 10, 50, 8, 34, 34, 47, 28, 13, 44, 4, 44, 10, 46, 46, 26, 26, 29, 39, 0, 49, 22, 23, 26, 1]
[22, 8, 31, 12, 33, 11, 9, 30, 31, 39, 33, 43, 8, 40, 13, 7, 38, 27, 0, 8, 37, 7, 6, 36, 46, 35, 14, 48, 3, 31, 29, 15, 8, 28, 11, 0, 31, 36, 25, 1, 27, 6, 23, 21, 21, 8, 15, 13, 40, 15, 28, 6, 48, 19, 17, 37, 46, 44, 35, 10, 18, 48, 19, 38, 30, 1, 38, 33, 12, 46, 11, 15, 42, 5, 46, 31, 2, 49, 42, 8, 50, 38, 4, 37, 4, 33, 43, 50, 38, 48, 7, 18, 2, 1, 45, 17, 29, 3, 28]
[22, 21, 37, 17, 18, 25, 39, 44, 41, 9, 38, 34, 12, 31, 0, 11, 3, 8, 8, 0, 11, 34, 36, 21, 35, 39, 7, 1, 3, 33, 28, 41, 9, 11, 1, 42, 20, 3, 26, 39, 42, 6, 21, 22, 48, 0, 38, 23, 42, 7, 37, 38, 30, 24, 2, 14, 49, 0, 22, 42, 49, 35, 40, 30, 22, 11, 3, 36, 6, 35, 18, 32, 49, 35, 44, 21, 30, 0, 7, 5, 24, 25, 39, 6, 10, 34, 5, 14, 1, 13, 37, 17, 47, 36, 46, 8, 26, 32, 2]
[37, 2, 36, 15, 14, 20, 36, 44, 27, 21, 10, 46, 5, 41, 22, 3, 25, 19, 37, 11, 0, 41, 6, 32, 46, 30, 49, 36, 19, 10, 22, 6, 34, 3, 39, 43, 36, 46, 2, 40, 0, 9, 24, 17, 8, 30, 21, 8, 28, 11, 3, 5, 11, 30, 21, 5, 30, 20, 19, 22, 18, 34, 3, 0, 15, 43, 42, 22, 43, 31, 11, 0, 28, 16, 10, 27, 0, 6, 30, 3, 4, 18, 7, 50, 38, 13, 44, 13, 8, 35, 9, 41, 49, 31, 39, 25, 21, 15, 22]
[31, 5, 6, 30, 37, 50, 40, 47, 17, 16, 2, 20, 0, 44, 15, 30, 30, 24, 7, 34, 41, 0, 0, 47, 7, 15, 49, 40, 12, 9, 50, 4, 39, 10, 34, 44, 23, 0, 16, 24, 7, 38, 14, 36, 38, 30, 38, 36, 36, 8, 13, 48, 9, 24, 7, 43, 37, 4, 6, 18, 17, 16, 2, 33, 11, 19, 3, 34, 28, 50, 16, 44, 2, 36, 29, 25, 26, 40, 2, 48, 31, 10, 13, 20, 46, 27, 11, 34, 17, 41, 24, 31, 38, 18, 27, 24, 49, 34, 17]
[5, 24, 49, 30, 35, 19, 49, 4, 20, 13, 22, 31, 5, 1, 0, 22, 41, 38, 6, 36, 6, 0, 0, 48, 24, 37, 12, 41, 42, 3, 41, 33, 13, 29, 30, 8, 41, 45, 26, 2, 23, 27, 5, 30, 25, 12, 45, 46, 11, 41, 9, 22, 41, 5, 4, 28, 4, 11, 50, 37, 43, 23, 34, 20, 23, 12, 26, 14, 41, 27, 0, 37, 27, 40, 41, 34, 50, 3, 35, 41, 21, 15, 49, 43, 32, 28, 5, 24, 48, 13, 35, 2, 11, 24, 30, 50, 44, 9, 38]
[25, 12, 49, 19, 25, 7, 3, 6, 14, 15, 12, 32, 5, 45, 35, 19, 12, 33, 36, 21, 32, 47, 48, 0, 40, 50, 22, 41, 0, 8, 41, 20, 5, 16, 30, 37, 38, 37, 49, 19, 25, 23, 36, 38, 34, 26, 11, 11, 33, 6, 17, 36, 11, 18, 49, 5, 30, 18, 48, 6, 9, 25, 22, 41, 2, 44, 41, 47, 47, 6, 46, 15, 39, 36, 5, 30, 17, 21, 3, 32, 14, 8, 5, 45, 40, 0, 26, 46, 7, 48, 40, 42, 14, 47, 2, 41, 6, 32, 45]
[42, 9, 13, 18, 46, 12, 8, 40, 5, 1, 6, 49, 4, 11, 9, 33, 25, 14, 46, 35, 46, 7, 24, 40, 0, 0, 29, 25, 31, 11, 19, 5, 21, 14, 50, 8, 27, 50, 44, 42, 45, 9, 17, 2, 32, 18, 4, 5, 50, 39, 44, 20, 11, 16, 23, 5, 40, 8, 46, 20, 26, 24, 15, 21, 7, 10, 11, 5, 45, 3, 36, 48, 29, 35, 5, 41, 11, 50, 22, 7, 47, 1, 20, 46, 39, 21, 34, 19, 9, 8, 19, 39, 12, 24, 27, 44, 14, 2, 4]
[21, 46, 29, 17, 2, 28, 32, 24, 7, 12, 44, 36, 7, 18, 39, 22, 50, 50, 35, 39, 30, 15, 37, 50, 0, 0, 49, 10, 22, 20, 22, 30, 26, 19, 43, 43, 41, 1, 8, 45, 0, 16, 46, 2, 12, 17, 2, 39, 1, 45, 27, 38, 47, 31, 36, 28, 2, 11, 30, 22, 47, 42, 30, 31, 18, 16, 31, 21, 30, 21, 40, 28, 35, 31, 34, 28, 25, 28, 31, 0, 48, 4, 14, 31, 22, 10, 2, 31, 28, 38, 3, 5, 19, 7, 5, 37, 43, 7, 36]
[13, 0, 1, 41, 29, 2, 15, 3, 19, 9, 8, 11, 32, 6, 27, 40, 14, 48, 14, 7, 49, 49, 12, 22, 29, 49, 0, 38, 39, 4, 17, 9, 9, 49, 13, 2, 11, 47, 13, 16, 23, 1, 26, 8, 4, 11, 22, 40, 31, 32, 12, 11, 2, 21, 49, 45, 8, 20, 46, 6, 49, 17, 29, 42, 32, 20, 11, 44, 41, 6, 42, 43, 44, 34, 2, 34, 45, 10, 37, 40, 3, 33, 23, 26, 10, 44, 39, 9, 39, 5, 40, 41, 14, 18, 30, 12, 36, 25, 30]
[45, 50, 8, 9, 2, 50, 39, 5, 49, 22, 8, 12, 36, 28, 32, 39, 32, 25, 48, 1, 36, 40, 41, 41, 25, 10, 38, 0, 47, 31, 26, 10, 29, 16, 34, 5, 38, 49, 47, 37, 27, 43, 43, 9, 37, 10, 1, 3, 35, 29, 10, 25, 45, 25, 6, 9, 30, 20, 50, 4, 42, 28, 35, 37, 16, 32, 18, 44, 25, 13, 14, 8, 39, 48, 43, 38, 43, 21, 41, 31, 34, 5, 5, 26, 21, 43, 46, 36, 37, 8, 35, 0, 40, 4, 31, 45, 9, 30, 2]
[34, 48, 39, 10, 28, 11, 2, 34, 19, 33, 39, 32, 3, 26, 24, 4, 36, 26, 3, 3, 19, 12, 42, 0, 31, 22, 39, 47, 0, 7, 5, 19, 12, 1, 44, 27, 15, 29, 35, 44, 16, 15, 11, 22, 3, 25, 4, 45, 28, 45, 24, 49, 15, 25, 8, 6, 36, 44, 3, 35, 44, 27, 23, 33, 37, 38, 16, 39, 0, 7, 12, 19, 49, 9, 20, 42, 39, 30, 2, 40, 21, 22, 49, 17, 45, 45, 21, 8, 29, 27, 12, 44, 15, 16, 39, 21, 45, 31, 3]
[43, 13, 19, 18, 21, 9, 17, 16, 7, 23, 1, 45, 14, 1, 1, 26, 4, 5, 31, 33, 10, 9, 3, 8, 11, 20, 4, 31, 7, 0, 38, 11, 42, 8, 44, 22, 0, 14, 48, 35, 48, 36, 4, 26, 47, 1, 24, 24, 14, 18, 44, 25, 45, 30, 43, 20, 13, 19, 20, 8, 10, 21, 28, 12, 43, 19, 14, 12, 39, 42, 37, 23, 18, 41, 34, 5, 29, 15, 13, 2, 16, 4, 50, 27, 0, 33, 8, 49, 17, 46, 17, 27, 20, 21, 34, 33, 6, 49, 18]
[6, 16, 5, 9, 27, 10, 6, 20, 45, 24, 42, 39, 28, 49, 49, 40, 10, 6, 29, 28, 22, 50, 41, 41, 19, 22, 17, 26, 5, 38, 0, 38, 14, 50, 26, 25, 45, 24, 11, 0, 31, 47, 15, 20, 26, 6, 45, 49, 24, 6, 35, 20, 6, 1, 47, 12, 46, 13, 28, 43, 45, 8, 12, 19, 20, 6, 14, 24, 22, 48, 44, 6, 22, 23, 14, 20, 19, 19, 25, 29, 44, 13, 35, 23, 4, 5, 26, 13, 11, 23, 29, 23, 44, 36, 16, 28, 10, 18, 22]
[15, 2, 7, 45, 35, 37, 18, 12, 29, 18, 50, 19, 49, 18, 8, 11, 22, 17, 15, 41, 6, 4, 33, 20, 5, 30, 9, 10, 19, 11, 38, 0, 49, 19, 3, 48, 46, 6, 31, 33, 31, 21, 41, 14, 19, 38, 41, 7, 9, 6, 13, 7, 41, 4, 41, 18, 48, 8, 20, 28, 6, 18, 32, 41, 14, 13, 14, 6, 32, 12, 23, 48, 13, 30, 5, 13, 20, 46, 5, 44, 36, 42, 13, 39, 18, 34, 46, 1, 49, 13, 15, 9, 9, 43, 22, 14, 0, 35, 35]
[49, 37, 40, 2, 48, 25, 6, 35, 12, 0, 13, 17, 9, 46, 32, 13, 5, 22, 8, 9, 34, 39, 13, 5, 21, 26, 9, 29, 12, 42, 14, 49, 0, 9, 49, 37, 45, 16, 0, 30, 5, 38, 40, 20, 3, 23, 11, 50, 48, 15, 0, 45, 21, 39, 22, 5, 41, 11, 26, 36, 47, 39, 30, 22, 4, 44, 14, 37, 10, 41, 30, 31, 2, 13, 16, 22, 26, 10, 44, 8, 27, 10, 18, 48, 11, 28, 35, 38, 11, 48, 37, 14, 43, 23, 4, 33, 42, 24, 38]
[5, 49, 35, 6, 6, 32, 26, 31, 6, 44, 13, 34, 47, 27, 6, 13, 19, 11, 28, 11, 3, 10, 29, 16, 14, 19, 49, 16, 1, 8, 50, 19, 9, 0, 5, 2, 31, 14, 32, 7, 23, 2, 13, 41, 9, 42, 8, 9, 8, 17, 7, 37, 23, 38, 40, 8, 37, 43, 29, 5, 49, 27, 20, 1, 10, 48, 20, 41, 43, 45, 41, 6, 45, 5, 25, 29, 33, 18, 50, 43, 5, 41, 11, 29, 1, 41, 43, 41, 45, 40, 32, 19, 11, 26, 41, 34, 45, 37, 36]
[0, 0, 41, 15, 6, 7, 44, 3, 27, 17, 15, 33, 36, 32, 4, 16, 44, 3, 11, 1, 39, 34, 30, 30, 50, 43, 13, 34, 44, 44, 26, 3, 49, 5, 0, 32, 6, 12, 35, 6, 35, 8, 14, 29, 3, 24, 16, 37, 26, 28, 0, 42, 33, 30, 19, 50, 48, 49, 29, 33, 4, 6, 49, 25, 28, 40, 30, 15, 12, 27, 23, 8, 31, 3, 37, 5, 41, 6, 23, 30, 25, 16, 24, 16, 7, 32, 38, 49, 48, 38, 23, 11, 50, 40, 35, 2, 29, 49, 10]
[34, 22, 50, 14, 49, 27, 48, 32, 24, 36, 30, 16, 2, 42, 12, 9, 4, 27, 0, 42, 43, 44, 8, 37, 8, 43, 2, 5, 27, 22, 25, 48, 37, 2, 32, 0, 33, 49, 45, 28, 10, 42, 0, 9, 9, 2, 8, 41, 0, 31, 33, 50, 40, 49, 3, 31, 45, 32, 20, 43, 19, 6, 8, 11, 21, 3, 36, 2, 4, 36, 0, 3, 19, 29, 36, 46, 13, 40, 25, 38, 12, 45, 11, 39, 35, 22, 41, 49, 14, 6, 0, 31, 4, 46, 49, 14, 28, 40, 26]
[3, 33, 9, 3, 13, 33, 34, 28, 47, 26, 5, 24, 16, 24, 17, 9, 4, 40, 31, 20, 36, 23, 41, 38, 27, 41, 11, 38, 15, 0, 45, 46, 45, 31, 6, 33, 0, 3, 11, 24, 12, 45, 46, 15, 46, 41, 38, 12, 40, 19, 47, 34, 13, 40, 42, 47, 12, 44, 38, 49, 21, 3, 29, 21, 46, 44, 18, 30, 8, 13, 14, 50, 30, 35, 6, 5, 1, 46, 24, 35, 45, 29, 33, 35, 26, 17, 37, 38, 41, 3, 28, 37, 10, 23, 18, 23, 11, 32, 11]
[2, 43, 34, 43, 24, 13, 45, 44, 22, 12, 10, 34, 45, 32, 41, 14, 36, 10, 36, 3, 46, 0, 45, 37, 50, 1, 47, 49, 29, 14, 24, 6, 16, 14, 12, 49, 3, 0, 42, 29, 50, 8, 0, 29, 42, 28, 5, 47, 50, 31, 45, 14, 10, 33, 38, 20, 35, 44, 17, 0, 13, 9, 3, 37, 48, 31, 27, 12, 44, 47, 11, 3, 49, 26, 48, 15, 3, 27, 8, 37, 8, 41, 14, 12, 36, 37, 29, 22, 11, 36, 4, 18, 11, 9, 34, 23, 27, 23, 7]
[36, 21, 37, 4, 12, 12, 10, 41, 22, 25, 16, 6, 32, 9, 36, 48, 40, 49, 25, 26, 2, 16, 26, 49, 44, 8, 13, 47, 35, 48, 11, 31, 0, 32, 35, 45, 11, 42, 0, 8, 33, 10, 9, 2, 48, 43, 31, 42, 18, 3, 5, 45, 26, 29, 44, 43, 47, 44, 11, 6, 32, 45, 26, 48, 46, 34, 23, 21, 11, 38, 50, 9, 21, 17, 45, 40, 30, 2, 16, 26, 12, 18, 30, 41, 15, 35, 46, 26, 6, 23, 45, 43, 29, 7, 49, 29, 35, 48, 17]
[36, 16, 27, 25, 17, 13, 35, 29, 23, 14, 19, 40, 32, 5, 0, 45, 35, 41, 1, 39, 40, 24, 2, 19, 42, 45, 16, 37, 44, 35, 0, 33, 30, 7, 6, 28, 24, 29, 8, 0, 48, 26, 7, 2, 8, 48, 24, 43, 19, 24, 39, 42, 14, 2, 41, 30, 49, 24, 47, 5, 12, 43, 49, 44, 39, 19, 43, 41, 41, 32, 2, 23, 38, 26, 14, 23, 0, 26, 12, 20, 21, 50, 12, 43, 45, 8, 1, 30, 36, 28, 3, 26, 34, 20, 6, 32, 18, 15, 14]
[20, 11, 20, 48, 43, 41, 41, 32, 45, 0, 28, 30, 33, 46, 50, 33, 45, 34, 27, 42, 0, 7, 23, 25, 45, 0, 23, 27, 16, 48, 31, 31, 5, 23, 35, 10, 12, 50, 33, 48, 0, 13, 11, 5, 12, 32, 29, 39, 19, 38, 10, 46, 32, 41, 13, 50, 36, 33, 43, 47, 8, 49, 1, 40, 30, 4, 34, 29, 49, 6, 25, 50, 38, 15, 22, 6, 14, 1, 47, 10, 38, 47, 45, 5, 35, 42, 27, 9, 44, 10, 39, 18, 14, 48, 33, 43, 20, 32, 8]
[5, 20, 41, 50, 40, 30, 41, 36, 14, 2, 5, 15, 22, 27, 48, 44, 10, 40, 6, 6, 9, 38, 27, 23, 9, 16, 1, 43, 15, 36, 47, 21, 38, 2, 8, 42, 45, 8, 10, 26, 13, 0, 38, 11, 31, 18, 22, 5, 2, 41, 38, 4, 30, 14, 48, 17, 19, 32, 32, 24, 17, 29, 27, 44, 25, 47, 14, 42, 43, 43, 14, 18, 40, 2, 33, 17, 40, 19, 26, 16, 30, 36, 44, 31, 19, 12, 6, 11, 27, 27, 21, 4, 7, 19, 24, 48, 11, 40, 48]
[25, 39, 29, 38, 31, 4, 41, 20, 44, 7, 32, 26, 10, 28, 7, 24, 0, 42, 23, 21, 24, 14, 5, 36, 17, 46, 26, 43, 11, 4, 15, 41, 40, 13, 14, 0, 46, 0, 9, 7, 11, 38, 0, 33, 45, 32, 44, 29, 5, 1, 27, 28, 35, 25, 6, 46, 25, 21, 31, 38, 23, 17, 47, 13, 32, 29, 28, 21, 47, 11, 40, 48, 4, 5, 17, 34, 8, 49, 29, 2, 5, 11, 44, 30, 47, 6, 5, 4, 2, 20, 38, 6, 15, 37, 45, 17, 13, 26, 48]
[45, 29, 36, 10, 11, 48, 21, 8, 27, 29, 17, 13, 11, 35, 14, 13, 28, 5, 21, 22, 17, 36, 30, 38, 2, 2, 8, 9, 22, 26, 20, 14, 20, 41, 29, 9, 15, 29, 2, 2, 5, 11, 33, 0, 7, 2, 35, 20, 27, 12, 48, 5, 46, 11, 40, 13, 4, 49, 23, 27, 5, 27, 5, 12, 14, 2, 17, 37, 10, 35, 42, 0, 45, 35, 49, 39, 30, 29, 18, 24, 31, 22, 41, 1, 11, 10, 10, 4, 49, 30, 16, 41, 0, 24, 8, 46, 42, 37, 49]
[45, 41, 2, 15, 46, 49, 40, 19, 28, 30, 28, 37, 30, 17, 27, 49, 40, 35, 21, 48, 8, 38, 25, 34, 32, 12, 4, 37, 3, 47, 26, 19, 3, 9, 3, 9, 46, 42, 48, 8, 12, 31, 45, 7, 0, 17, 36, 19, 11, 27, 10, 16, 18, 22, 38, 32, 31, 1, 15, 24, 39, 15, 0, 29, 10, 48, 22, 8, 10, 3, 37, 41, 47, 42, 7, 49, 11, 26, 29, 26, 43, 13, 10, 22, 35, 5, 9, 26, 6, 1, 30, 37, 12, 0, 17, 39, 12, 31, 45]
[28, 11, 39, 34, 15, 23, 36, 11, 21, 16, 1, 45, 41, 50, 39, 39, 36, 50, 8, 0, 30, 30, 12, 26, 18, 17, 11, 10, 25, 1, 6, 38, 23, 42, 24, 2, 41, 28, 43, 48, 32, 18, 32, 2, 17, 0, 34, 3, 32, 21, 21, 36, 46, 50, 46, 15, 31, 23, 20, 1, 7, 26, 48, 37, 2, 41, 21, 45, 6, 13, 25, 5, 5, 8, 44, 43, 19, 31, 0, 25, 7, 47, 8, 2, 41, 13, 41, 36, 9, 34, 12, 33, 47, 3, 40, 47, 21, 36, 34]
