N1,N2,...,Nx
[50, 21, 37, 38, 7, 16, 27, 5, 31, 37, 0, 23, 5, 20, 28, 44, 1, 44, 40, 1, 50, 2, 23, 18, 44, 48, 44, 0, 10, 8, 15, 3, 43, 6, 44, 49, 7, 29, 10, 44, 40, 7, 13, 9, 43, 41, 21, 1, 33, 8, 40, 5, 19, 31, 49, 41, 33, 4, 42, 14, 33, 2, 0, 44, 37, 10, 48, 35, 43, 13, 48, 0, 15, 20, 15, 28, 36, 10, 49, 38, 11, 38, 32, 10, 4, 3, 14, 20, 24, 19, 12, 29, 36, 34, 46, 50, 39, 15, 43, 16, 18, 25, 3, 21, 38, 25, 50, 26, 0, 11, 48, 21, 7, 27, 28, 27, 3, 39, 8, 27, 23, 36, 45, 35, 7, 16, 33]
[43, 37, 18, 21, 28, 13, 34, 26, 41, 43, 23, 0, 2, 2, 2, 37, 30, 39, 7, 49, 17, 3, 40, 39, 32, 47, 37, 30, 40, 42, 34, 7, 48, 6, 28, 48, 44, 23, 45, 26, 41, 50, 1, 16, 44, 32, 5, 10, 10, 8, 9, 26, 32, 42, 24, 25, 41, 27, 27, 38, 19, 18, 0, 47, 17, 35, 5, 22, 11, 30, 24, 13, 1, 3, 3, 35, 20, 16, 11, 27, 16, 11, 50, 50, 41, 25, 4, 45, 6, 26, 44, 50, 21, 36, 38, 40, 34, 22, 46, 36, 34, 25, 35, 39, 8, 24, 29, 15, 22, 12, 36, 37, 6, 20, 10, 45, 22, 0, 3, 34, 5, 37, 33, 4, 18, 45, 46]
[13, 43, 3, 40, 4, 42, 22, 43, 47, 49, 5, 2, 0, 38, 43, 39, 8, 37, 39, 49, 38, 44, 24, 43, 4, 34, 35, 44, 26, 43, 4, 31, 2, 37, 24, 17, 17, 2, 29, 29, 15, 34, 35, 0, 38, 18, 36, 15, 27, 13, 34, 29, 25, 3, 30, 19, 8, 32, 29, 6, 5, 4, 3, 50, 39, 15, 32, 34, 31, 6, 5, 27, 47, 9, 42, 30, 16, 9, 43, 37, 2, 10, 2, 1, 16, 3, 25, 4, 38, 16, 5, 1, 43, 15, 22, 1, 8, 45, 38, 46, 42, 39, 45, 23, 38, 21, 7, 38, 40, 14, 35, 33, 34, 25, 5, 46, 40, 0, 42, 47, 2, 38, 32, 27, 39, 1, 42]
[41, 42, 49, 42, 16, 29, 8, 25, 46, 39, 20, 2, 38, 0, 7, 13, 23, 16, 31, 34, 9, 37, 1, 39, 18, 22, 42, 7, 32, 39, 50, 37, 15, 19, 50, 8, 26, 1, 23, 4, 6, 25, 41, 10, 30, 4, 4, 49, 41, 38, 9, 25, 49, 21, 21, 37, 2, 15, 36, 1, 30, 26, 24, 2, 24, 20, 48, 24, 24, 20, 33, 3, 36, 3, 6, 45, 20, 24, 6, 49, 2, 49, 47, 14, 17, 38, 36, 35, 46, 46, 1, 4, 3, 36, 37, 9, 33, 19, 37, 24, 22, 15, 3, 47, 22, 28, 1, 23, 25, 6, 17, 1, 11, 25, 38, 9, 9, 31, 32, 13, 16, 44, 43, 50, 31, 24, 43]
[43, 7, 27, 41, 42, 49, 29, 11, 26, 18, 28, 2, 43, 7, 0, 28, 10, 35, 19, 48, 24, 42, 36, 7, 50, 49, 16, 5, 48, 2, 13, 35, 2, 18, 26, 21, 29, 48, 48, 36, 31, 3, 15, 19, 42, 22, 4, 28, 20, 19, 1, 19, 48, 21, 18, 20, 27, 12, 22, 16, 2, 21, 1, 26, 18, 11, 25, 44, 7, 46, 7, 24, 3, 22, 15, 20, 46, 40, 39, 9, 48, 28, 11, 24, 3, 45, 16, 9, 21, 4, 16, 21, 40, 0, 31, 4, 45, 38, 47, 48, 25, 25, 8, 24, 10, 4, 8, 31, 48, 17, 46, 48, 26, 29, 12, 7, 9, 23, 22, 41, 41, 9, 39, 28, 17, 49, 36]
[1, 23, 23, 18, 17, 8, 39, 44, 35, 5, 44, 37, 39, 13, 28, 0, 43, 33, 50, 36, 31, 40, 49, 0, 24, 39, 22, 4, 2, 42, 7, 22, 4, 5, 9, 46, 21, 36, 19, 41, 20, 14, 2, 18, 9, 23, 1, 3, 16, 8, 32, 38, 32, 1, 45, 30, 16, 49, 30, 15, 15, 19, 18, 18, 28, 27, 13, 30, 0, 35, 32, 7, 22, 27, 16, 45, 12, 34, 3, 17, 38, 27, 18, 23, 41, 47, 6, 4, 37, 42, 45, 9, 50, 6, 18, 31, 38, 45, 18, 17, 1, 16, 32, 23, 31, 20, 18, 16, 40, 5, 17, 11, 27, 42, 1, 36, 22, 40, 23, 0, 12, 33, 44, 9, 19, 48, 37]
[42, 28, 29, 33, 46, 36, 30, 34, 46, 38, 1, 30, 8, 23, 10, 43, 0, 31, 5, 36, 35, 48, 46, 26, 21, 22, 39, 29, 46, 41, 46, 37, 13, 41, 6, 36, 28, 41, 31, 36, 27, 16, 18, 32, 41, 47, 6, 13, 6, 48, 44, 10, 32, 40, 37, 9, 9, 0, 34, 4, 10, 18, 13, 49, 44, 4, 49, 20, 0, 40, 9, 16, 43, 3, 15, 1, 36, 37, 4, 2, 24, 7, 4, 49, 30, 6, 26, 21, 45, 34, 6, 18, 49, 17, 46, 2, 19, 9, 34, 21, 40, 32, 14, 20, 36, 24, 48, 6, 45, 49, 12, 1, 33, 30, 30, 18, 33, 1, 37, 49, 3, 42, 44, 27, 49, 2, 16]
[40, 39, 27, 11, 0, 37, 15, 29, 0, 34, 44, 39, 37, 16, 35, 33, 31, 0, 42, 45, 27, 3, 5, 19, 30, 28, 35, 23, 8, 44, 35, 26, 4, 35, 44, 14, 29, 8, 36, 0, 42, 21, 15, 18, 3, 49, 22, 10, 33, 7, 15, 46, 34, 15, 45, 45, 24, 14, 26, 43, 13, 23, 49, 25, 19, 0, 0, 26, 11, 40, 11, 20, 6, 42, 41, 10, 49, 27, 28, 13, 14, 41, 24, 37, 27, 48, 39, 9, 39, 9, 42, 27, 20, 38, 34, 18, 18, 29, 20, 15, 26, 8, 48, 25, 38, 11, 24, 35, 44, 50, 34, 30, 1, 40, 47, 13, 27, 19, 24, 10, 34, 46, 22, 40, 45, 11, 25]
[7, 4, 31, 8, 47, 25, 46, 4, 17, 43, 40, 7, 39, 31, 19, 50, 5, 42, 0, 43, 2, 45, 16, 48, 44, 37, 18, 24, 49, 46, 39, 19, 1, 49, 43, 35, 14, 2, 47, 5, 14, 18, 4, 9, 15, 3, 4, 27, 44, 10, 26, 40, 2, 18, 12, 20, 43, 26, 36, 21, 8, 34, 25, 16, 42, 18, 7, 6, 27, 28, 26, 8, 37, 21, 22, 14, 13, 7, 21, 39, 43, 1, 43, 0, 23, 4, 29, 12, 14, 12, 9, 0, 23, 20, 31, 16, 27, 11, 5, 9, 16, 50, 49, 15, 38, 23, 29, 37, 37, 13, 7, 31, 40, 25, 17, 32, 33, 14, 35, 27, 9, 47, 25, 16, 44, 6, 11]
[14, 17, 22, 41, 7, 44, 39, 33, 39, 33, 1, 49, 49, 34, 48, 36, 36, 45, 43, 0, 6, 9, 4, 30, 42, 6, 15, 18, 24, 2, 41, 50, 0, 32, 29, 39, 45, 37, 44, 29, 17, 18, 42, 28, 37, 39, 8, 32, 14, 16, 32, 33, 38, 4, 21, 0, 20, 37, 17, 16, 38, 29, 40, 16, 32, 15, 31, 6, 8, 29, 41, 16, 43, 16, 3, 28, 14, 27, 31, 6, 15, 41, 8, 43, 12, 2, 25, 10, 33, 40, 45, 17, 31, 28, 37, 2, 50, 31, 26, 6, 14, 8, 21, 42, 16, 12, 8, 37, 16, 31, 24, 33, 18, 47, 25, 48, 24, 50, 36, 13, 36, 31, 41, 30, 20, 36, 39]
[33, 10, 39, 7, 49, 40, 40, 36, 12, 9, 50, 17, 38, 9, 24, 31, 35, 27, 2, 6, 0, 23, 32, 10, 16, 39, 10, 24, 6, 13, 40, 13, 39, 6, 36, 46, 46, 23, 27, 11, 14, 16, 16, 24, 23, 11, 8, 31, 23, 36, 37, 23, 11, 32, 24, 32, 34, 36, 35, 37, 40, 26, 15, 30, 29, 25, 10, 21, 41, 6, 3, 15, 27, 14, 16, 46, 46, 45, 29, 46, 44, 27, 30, 29, 14, 0, 32, 40, 14, 45, 29, 34, 14, 41, 24, 7, 40, 19, 22, 31, 30, 5, 14, 36, 21, 18, 42, 40, 3, 3, 25, 7, 32, 38, 29, 27, 35, 41, 3, 2, 0, 5, 48, 25, 0, 28, 50]
[13, 15, 42, 34, 10, 50, 43, 45, 16, 38, 2, 3, 44, 37, 42, 40, 48, 3, 45, 9, 23, 0, 46, 43, 48, 50, 46, 31, 39, 15, 36, 41, 14, 9, 38, 40, 42, 12, 1, 23, 16, 48, 13, 23, 27, 17, 36, 3, 45, 34, 21, 9, 24, 47, 27, 5, 48, 23, 15, 31, 44, 1, 12, 29, 49, 17, 39, 50, 31, 46, 2, 6, 47, 13, 41, 9, 41, 45, 13, 1, 42, 38, 36, 41, 22, 6, 10, 45, 10, 14, 27, 3, 46, 4, 18, 39, 34, 9, 30, 41, 9, 38, 41, 4, 25, 21, 29, 0, 6, 39, 46, 39, 20, 22, 11, 18, 18, 28, 0, 44, 21, 5, 34, 45, 29, 17, 22]
[27, 28, 31, 19, 9, 49, 34, 8, 17, 14, 23, 40, 24, 1, 36, 49, 46, 5, 16, 4, 32, 46, 0, 3, 25, 0, 10, 7, 37, 11, 29, 2, 31, 25, 25, 31, 35, 38, 40, 40, 43, 2, 41, 2, 12, 38, 35, 10, 11, 23, 39, 22, 29, 15, 34, 28, 14, 45, 24, 21, 23, 9, 20, 4, 35, 5, 49, 23, 43, 24, 6, 23, 31, 15, 40, 26, 20, 41, 50, 42, 42, 1, 43, 16, 46, 50, 46, 33, 31, 22, 3, 32, 4, 3, 10, 40, 18, 14, 38, 40, 33, 15, 19, 39, 24, 42, 48, 29, 18, 15, 0, 38, 45, 21, 21, 45, 25, 48, 4, 24, 25, 46, 30, 14, 35, 36, 4]
[44, 20, 7, 32, 39, 49, 28, 34, 23, 43, 18, 39, 43, 39, 7, 0, 26, 19, 48, 30, 10, 43, 3, 0, 43, 24, 24, 40, 26, 34, 48, 39, 22, 9, 40, 5, 46, 24, 29, 30, 46, 1, 40, 5, 4, 17, 36, 21, 6, 10, 24, 3, 6, 11, 48, 49, 42, 38, 43, 4, 0, 17, 4, 19, 48, 15, 31, 3, 16, 47, 2, 2, 26, 35, 42, 49, 10, 42, 8, 28, 34, 19, 42, 43, 17, 29, 28, 30, 21, 15, 34, 49, 41, 33, 14, 1, 48, 33, 23, 5, 43, 15, 30, 24, 15, 16, 43, 26, 3, 35, 45, 47, 17, 30, 46, 19, 43, 12, 43, 48, 30, 15, 50, 15, 41, 46, 41]
[45, 49, 46, 45, 11, 33, 0, 25, 37, 35, 44, 32, 4, 18, 50, 24, 21, 30, 44, 42, 16, 48, 25, 43, 0, 12, 16, 16, 15, 7, 25, 28, 28, 7, 15, 15, 20, 48, 41, 23, 39, 22, 32, 46, 33, 46, 11, 40, 7, 43, 14, 15, 9, 20, 5, 37, 36, 1, 9, 23, 24, 25, 34, 15, 35, 40, 48, 41, 37, 30, 30, 39, 43, 30, 25, 39, 22, 31, 25, 17, 29, 0, 2, 17, 22, 45, 15, 4, 45, 29, 31, 15, 5, 27, 32, 26, 45, 49, 21, 27, 30, 28, 22, 5, 21, 5, 38, 13, 41, 5, 41, 9, 3, 13, 47, 48, 7, 36, 37, 42, 42, 28, 41, 31, 23, 46, 4]
[24, 0, 21, 34, 39, 38, 46, 45, 36, 27, 48, 47, 34, 22, 49, 39, 22, 28, 37, 6, 39, 50, 0, 24, 12, 0, 1, 50, 24, 28, 34, 6, 28, 21, 20, 16, 31, 35, 11, 47, 9, 38, 3, 28, 26, 17, 15, 44, 41, 27, 26, 21, 5, 27, 2, 12, 32, 6, 49, 12, 8, 32, 7, 18, 46, 43, 1, 44, 27, 32, 7, 45, 9, 45, 5, 23, 48, 5, 11, 47, 27, 33, 14, 5, 9, 9, 2, 50, 10, 39, 27, 19, 9, 7, 2, 12, 27, 26, 3, 22, 47, 19, 12, 42, 17, 49, 14, 11, 6, 10, 41, 26, 44, 4, 41, 46, 25, 25, 3, 8, 16, 15, 30, 43, 14, 14, 34]
[26, 6, 1, 2, 31, 21, 40, 33, 50, 27, 44, 37, 35, 42, 16, 22, 39, 35, 18, 15, 10, 46, 10, 24, 16, 1, 0, 11, 41, 31, 14, 30, 15, 25, 49, 0, 38, 50, 23, 17, 25, 15, 15, 50, 43, 40, 47, 29, 45, 11, 29, 40, 12, 2, 32, 33, 4, 4, 23, 49, 47, 45, 23, 0, 42, 8, 17, 45, 29, 36, 1, 20, 1, 24, 17, 14, 18, 32, 2, 17, 45, 20, 48, 11, 3, 12, 45, 20, 35, 30, 9, 47, 41, 20, 7, 43, 42, 15, 23, 13, 17, 13, 13, 38, 38, 8, 1, 50, 11, 10, 46, 24, 7, 50, 42, 31, 13, 11, 18, 23, 11, 24, 43, 5, 20, 44, 39]
[24, 28, 36, 24, 42, 27, 50, 27, 10, 25, 0, 30, 44, 7, 5, 4, 29, 23, 24, 18, 24, 31, 7, 40, 16, 50, 11, 0, 14, 3, 5, 33, 37, 11, 26, 42, 18, 15, 23, 9, 14, 4, 31, 3, 30, 50, 37, 40, 16, 33, 50, 15, 32, 42, 19, 42, 4, 17, 10, 10, 21, 25, 0, 40, 1, 31, 6, 48, 16, 21, 19, 8, 15, 1, 4, 23, 30, 14, 43, 14, 9, 41, 13, 41, 7, 49, 23, 41, 30, 28, 27, 9, 20, 47, 4, 8, 49, 2, 13, 23, 29, 7, 31, 30, 8, 41, 14, 10, 5, 38, 12, 12, 32, 15, 36, 1, 38, 28, 49, 7, 48, 5, 32, 21, 12, 29, 24]
[21, 18, 15, 27, 8, 43, 12, 2, 33, 32, 10, 40, 26, 32, 48, 2, 46, 8, 49, 24, 6, 39, 37, 26, 15, 24, 41, 14, 0, 35, 26, 35, 38, 21, 29, 28, 34, 48, 19, 19, 47, 20, 17, 32, 20, 21, 18, 44, 47, 20, 33, 11, 31, 17, 34, 21, 4, 31, 6, 16, 9, 49, 24, 15, 25, 24, 35, 15, 21, 27, 50, 5, 16, 21, 40, 48, 7, 37, 47, 41, 36, 34, 29, 36, 2, 15, 44, 47, 1, 10, 45, 41, 31, 28, 30, 39, 28, 28, 3, 13, 28, 39, 19, 30, 37, 41, 11, 27, 29, 16, 34, 3, 46, 48, 22, 18, 35, 18, 21, 7, 24, 30, 31, 16, 20, 39, 38]
[37, 14, 23, 40, 47, 31, 3, 1, 30, 19, 8, 42, 43, 39, 2, 42, 41, 44, 46, 2, 13, 15, 11, 34, 7, 28, 31, 3, 35, 0, 16, 48, 37, 5, 45, 5, 11, 15, 50, 33, 0, 47, 48, 29, 33, 50, 48, 19, 18, 32, 44, 33, 45, 32, 44, 27, 27, 9, 5, 29, 44, 11, 25, 3, 5, 35, 29, 20, 12, 16, 19, 10, 24, 13, 12, 0, 27, 50, 9, 30, 15, 34, 12, 40, 22, 18, 4, 7, 2, 18, 50, 25, 37, 19, 31, 35, 49, 27, 32, 21, 31, 9, 47, 48, 10, 34, 14, 7, 1, 9, 23, 42, 4, 25, 44, 20, 15, 6, 14, 42, 27, 8, 48, 10, 17, 33, 33]
[45, 39, 50, 49, 23, 21, 46, 22, 40, 11, 15, 34, 4, 50, 13, 7, 46, 35, 39, 41, 40, 36, 29, 48, 25, 34, 14, 5, 26, 16, 0, 7, 39, 1, 1, 21, 23, 41, 1, 24, 18, 31, 18, 32, 3, 0, 43, 41, 16, 32, 32, 23, 43, 25, 48, 19, 28, 17, 20, 6, 27, 48, 49, 18, 15, 29, 25, 12, 18, 14, 28, 20, 1, 3, 39, 47, 32, 4, 36, 5, 15, 38, 17, 24, 0, 21, 18, 9, 4, 34, 49, 49, 7, 13, 14, 12, 5, 35, 44, 22, 17, 42, 4, 50, 39, 8, 14, 19, 25, 45, 15, 28, 18, 50, 27, 27, 44, 39, 26, 36, 0, 47, 20, 15, 30, 18, 5]
[19, 38, 22, 19, 12, 11, 37, 41, 30, 25, 3, 7, 31, 37, 35, 22, 37, 26, 19, 50, 13, 41, 2, 39, 28, 6, 30, 33, 35, 48, 7, 0, 15, 1, 26, 24, 8, 2, 1, 32, 36, 46, 0, 11, 20, 43, 43, 2, 49, 35, 41, 50, 33, 4, 41, 49, 36, 3, 1, 37, 22, 1, 39, 49, 39, 31, 49, 4, 19, 36, 25, 5, 26, 43, 28, 39, 48, 25, 50, 16, 6, 15, 6, 47, 50, 42, 17, 41, 32, 27, 13, 41, 16, 0, 13, 47, 50, 50, 50, 12, 23, 22, 13, 16, 26, 2, 33, 6, 36, 46, 2, 32, 6, 0, 8, 18, 49, 12, 42, 28, 31, 9, 40, 29, 33, 21, 1]
[47, 14, 23, 17, 6, 18, 12, 12, 4, 43, 43, 48, 2, 15, 2, 4, 13, 4, 1, 0, 39, 14, 31, 22, 28, 28, 15, 37, 38, 37, 39, 15, 0, 33, 35, 35, 50, 42, 45, 45, 1, 12, 37, 41, 44, 15, 17, 42, 45, 34, 39, 27, 48, 13, 0, 11, 50, 28, 35, 48, 12, 42, 50, 11, 24, 26, 7, 34, 4, 14, 10, 30, 5, 38, 36, 47, 17, 13, 21, 12, 16, 9, 3, 40, 24, 6, 46, 32, 37, 43, 41, 27, 38, 13, 37, 21, 41, 15, 26, 40, 28, 45, 12, 13, 41, 7, 45, 37, 5, 20, 14, 19, 13, 11, 28, 21, 20, 16, 14, 27, 43, 9, 11, 45, 26, 40, 11]
[33, 43, 49, 5, 23, 49, 12, 32, 11, 9, 6, 6, 37, 19, 18, 5, 41, 35, 49, 32, 6, 9, 25, 9, 7, 21, 25, 11, 21, 5, 1, 1, 33, 0, 44, 28, 41, 45, 12, 33, 13, 2, 20, 38, 20, 26, 27, 9, 11, 9, 26, 24, 0, 24, 29, 22, 50, 43, 22, 8, 26, 13, 26, 41, 16, 31, 11, 37, 16, 2, 30, 41, 29, 13, 19, 42, 37, 16, 37, 14, 30, 27, 10, 13, 45, 49, 38, 37, 48, 50, 27, 1, 23, 49, 26, 43, 8, 45, 38, 13, 31, 17, 34, 25, 21, 6, 12, 34, 4, 5, 15, 49, 40, 27, 22, 43, 44, 32, 49, 46, 50, 6, 19, 11, 13, 42, 23]
[1, 22, 8, 30, 27, 47, 33, 7, 24, 34, 44, 28, 24, 50, 26, 9, 6, 44, 43, 29, 36, 38, 25, 40, 15, 20, 49, 26, 29, 45, 1, 26, 35, 44, 0, 13, 29, 41, 44, 41, 25, 44, 36, 16, 42, 0, 45, 34, 29, 43, 1, 40, 10, 49, 31, 15, 32, 21, 11, 14, 28, 30, 1, 46, 30, 21, 46, 30, 46, 28, 2, 19, 22, 46, 11, 36, 34, 34, 45, 9, 7, 2, 29, 0, 8, 35, 13, 20, 28, 15, 33, 31, 17, 38, 22, 46, 50, 48, 35, 3, 48, 43, 5, 49, 27, 46, 14, 46, 16, 2, 37, 25, 6, 2, 35, 1, 12, 17, 15, 47, 4, 18, 12, 2, 48, 32, 45]
[9, 50, 16, 32, 36, 28, 25, 17, 42, 27, 49, 48, 17, 8, 21, 46, 36, 14, 35, 39, 46, 40, 31, 5, 15, 16, 0, 42, 28, 5, 21, 24, 35, 28, 13, 0, 48, 15, 24, 16, 29, 14, 26, 45, 50, 25, 32, 24, 6, 20, 42, 45, 47, 45, 7, 15, 29, 5, 10, 17, 25, 0, 44, 36, 47, 15, 39, 0, 18, 37, 31, 19, 45, 14, 25, 48, 28, 0, 49, 26, 15, 1, 33, 44, 42, 17, 35, 15, 1, 50, 36, 41, 8, 42, 33, 46, 27, 12, 46, 8, 25, 50, 33, 32, 30, 35, 23, 2, 42, 41, 41, 22, 8, 7, 6, 40, 10, 33, 14, 34, 0, 47, 18, 39, 29, 3, 33]
