N1,N2,...,Nx
[48, 31, 31, 27, 48, 44, 24, 8, 37, 9, 0, 5, 37, 19, 28, 5, 41, 7, 22, 23, 48, 21, 42, 47, 12, 34, 20, 18, 8, 28, 46, 31, 40, 50, 37, 44, 44, 18, 19, 41, 49, 10, 5, 14, 19, 13, 49, 31, 45, 5, 34, 40, 3, 21, 41, 22, 27, 22, 31, 33, 32, 7, 5, 25, 39, 15, 32, 35, 50, 7, 48, 46, 3, 1, 46, 37, 21, 37, 18, 14, 50, 9, 13, 28, 34, 44, 6, 12, 4, 23, 14, 19, 34, 30, 20, 49, 13, 24, 9, 19, 10, 16, 12, 29, 44, 1, 29, 16, 5, 13, 40, 48, 35, 11, 35, 5, 16, 44, 6, 18, 38, 16, 34, 18, 22, 15, 20, 27, 7, 44, 32, 28, 49, 28, 31, 39, 14, 46, 47, 17, 49, 14, 31, 18, 24, 6, 7, 49, 45, 48, 2, 0, 19, 36, 42, 44, 17, 35, 33, 50, 45, 8, 48, 17, 20, 41, 15, 3, 37, 25, 26, 42, 28, 6, 8, 7, 8, 33]
[19, 4, 48, 37, 1, 1, 29, 2, 37, 47, 5, 0, 30, 14, 21, 47, 44, 24, 25, 9, 26, 47, 19, 45, 10, 48, 10, 2, 35, 4, 42, 49, 26, 28, 39, 11, 2, 20, 32, 28, 16, 27, 23, 49, 32, 20, 25, 32, 28, 39, 0, 23, 45, 9, 21, 30, 27, 39, 30, 33, 43, 8, 33, 43, 12, 34, 35, 37, 49, 8, 50, 15, 29, 33, 19, 17, 32, 45, 38, 49, 47, 16, 30, 16, 45, 39, 27, 41, 42, 16, 39, 9, 43, 16, 32, 22, 24, 9, 1, 8, 39, 21, 10, 24, 11, 49, 44, 48, 29, 32, 31, 27, 16, 6, 18, 50, 19, 2, 11, 16, 21, 27, 26, 16, 9, 36, 1, 7, 19, 50, 9, 3, 36, 29, 44, 46, 26, 38, 45, 27, 21, 0, 31, 9, 34, 49, 10, 42, 39, 17, 29, 12, 28, 6, 16, 35, 50, 3, 11, 26, 19, 34, 27, 9, 38, 39, 10, 29, 46, 35, 0, 8, 20, 36, 12, 0, 23, 28]
[6, 26, 17, 49, 32, 34, 36, 46, 15, 11, 37, 30, 0, 9, 16, 13, 12, 6, 41, 34, 18, 8, 22, 0, 8, 45, 39, 41, 18, 39, 10, 48, 2, 12, 18, 4, 31, 15, 8, 19, 44, 31, 7, 0, 12, 27, 0, 6, 17, 43, 11, 2, 18, 9, 39, 32, 23, 25, 26, 47, 45, 13, 30, 17, 38, 35, 0, 32, 36, 48, 32, 7, 19, 24, 15, 20, 20, 36, 19, 38, 37, 43, 36, 21, 11, 45, 1, 15, 14, 10, 7, 5, 16, 43, 42, 13, 32, 20, 45, 18, 23, 36, 13, 5, 30, 28, 18, 15, 42, 35, 19, 31, 9, 35, 46, 5, 6, 24, 37, 12, 23, 25, 30, 6, 3, 0, 24, 36, 14, 47, 1, 1, 18, 7, 41, 2, 24, 16, 14, 3, 15, 50, 31, 50, 46, 22, 37, 38, 43, 29, 31, 41, 8, 30, 44, 10, 34, 38, 24, 41, 17, 24, 6, 10, 19, 22, 15, 47, 19, 32, 15, 48, 39, 6, 31, 37, 2, 0]
[44, 2, 37, 36, 41, 29, 0, 50, 38, 45, 19, 14, 9, 0, 28, 21, 2, 27, 40, 46, 9, 45, 8, 2, 22, 16, 38, 48, 50, 40, 8, 28, 21, 12, 28, 9, 4, 2, 16, 40, 48, 0, 0, 7, 36, 16, 3, 40, 13, 2, 28, 43, 9, 46, 28, 13, 47, 10, 17, 31, 1, 44, 35, 11, 0, 43, 14, 26, 35, 45, 10, 12, 7, 21, 35, 44, 2, 46, 40, 30, 21, 2, 42, 6, 41, 4, 15, 12, 4, 2, 43, 18, 27, 36, 49, 9, 42, 35, 27, 47, 2, 44, 34, 32, 35, 6, 29, 19, 7, 30, 31, 12, 19, 30, 41, 46, 13, 1, 20, 0, 12, 3, 41, 43, 5, 48, 30, 27, 7, 0, 45, 42, 8, 44, 43, 3, 30, 22, 44, 33, 15, 2, 5, 44, 3, 20, 31, 12, 34, 36, 40, 14, 29, 20, 25, 1, 34, 47, 14, 16, 23, 47, 48, 1, 45, 48, 9, 10, 28, 37, 6, 40, 1, 38, 11, 49, 39, 30]
[6, 31, 43, 5, 34, 42, 36, 12, 34, 48, 28, 21, 16, 28, 0, 40, 39, 37, 31, 31, 28, 28, 25, 29, 14, 4, 12, 1, 11, 50, 9, 48, 12, 34, 7, 25, 8, 15, 30, 6, 18, 50, 15, 40, 43, 16, 16, 14, 47, 2, 12, 13, 20, 24, 22, 7, 49, 28, 7, 47, 34, 50, 38, 28, 31, 45, 47, 23, 12, 26, 21, 38, 31, 41, 13, 35, 35, 6, 36, 30, 44, 12, 13, 17, 7, 48, 17, 50, 22, 17, 23, 36, 8, 29, 36, 32, 43, 11, 4, 13, 3, 26, 6, 6, 20, 20, 23, 20, 18, 9, 8, 0, 21, 33, 46, 5, 33, 2, 1, 0, 30, 22, 34, 18, 1, 10, 9, 28, 30, 12, 3, 32, 36, 27, 15, 3, 36, 29, 25, 49, 15, 49, 42, 30, 26, 49, 4, 24, 38, 15, 2, 24, 12, 27, 35, 11, 40, 23, 16, 49, 34, 33, 13, 40, 40, 10, 19, 17, 36, 19, 6, 27, 0, 30, 21, 19, 47, 35]
[47, 32, 4, 34, 35, 10, 6, 43, 30, 1, 5, 47, 13, 21, 40, 0, 38, 2, 12, 35, 3, 8, 32, 43, 18, 44, 30, 21, 8, 2, 43, 25, 22, 37, 24, 31, 50, 5, 19, 36, 6, 27, 9, 17, 49, 15, 37, 31, 44, 3, 17, 42, 22, 19, 13, 44, 1, 15, 26, 34, 26, 37, 30, 30, 21, 4, 17, 17, 36, 8, 33, 30, 43, 5, 46, 21, 6, 37, 17, 19, 20, 4, 48, 35, 47, 37, 27, 7, 2, 15, 22, 40, 46, 2, 14, 48, 23, 43, 29, 13, 22, 30, 17, 16, 14, 2, 35, 27, 16, 41, 27, 5, 5, 50, 5, 11, 12, 6, 5, 26, 20, 16, 41, 42, 50, 19, 20, 41, 31, 28, 32, 30, 26, 9, 27, 11, 26, 13, 48, 33, 18, 18, 6, 38, 12, 27, 50, 14, 16, 40, 22, 6, 43, 47, 49, 8, 43, 5, 25, 14, 34, 7, 20, 47, 5, 28, 14, 13, 30, 0, 43, 29, 33, 38, 18, 42, 12, 1]
[20, 18, 38, 4, 39, 30, 15, 46, 44, 34, 41, 44, 12, 2, 39, 38, 0, 24, 49, 29, 12, 36, 6, 31, 44, 0, 0, 14, 47, 22, 15, 47, 50, 7, 14, 50, 48, 1, 43, 20, 39, 13, 1, 21, 7, 34, 49, 39, 27, 30, 26, 6, 44, 4, 21, 44, 49, 46, 27, 25, 29, 45, 40, 42, 21, 22, 16, 47, 20, 4, 50, 22, 23, 1, 17, 25, 48, 36, 18, 44, 39, 45, 45, 37, 45, 39, 42, 33, 4, 50, 47, 30, 38, 8, 26, 42, 39, 48, 7, 36, 16, 16, 43, 23, 30, 34, 31, 26, 29, 44, 38, 49, 11, 1, 15, 18, 17, 9, 34, 33, 45, 23, 26, 16, 19, 18, 23, 46, 1, 48, 12, 10, 12, 10, 19, 5, 11, 23, 19, 23, 42, 24, 46, 25, 39, 28, 35, 22, 3, 29, 1, 7, 33, 15, 16, 19, 18, 38, 12, 17, 19, 1, 48, 34, 41, 8, 2, 39, 40, 1, 41, 34, 37, 33, 7, 16, 8, 1]
[48, 35, 1, 33, 34, 26, 12, 3, 40, 24, 7, 24, 6, 27, 37, 2, 24, 0, 24, 50, 15, 46, 37, 19, 45, 11, 29, 49, 22, 16, 50, 24, 19, 15, 15, 13, 50, 33, 2, 23, 18, 9, 16, 39, 4, 48, 31, 3, 8, 46, 50, 15, 5, 28, 7, 1, 1, 46, 24, 18, 43, 0, 32, 29, 50, 26, 8, 23, 11, 5, 12, 33, 29, 19, 44, 23, 47, 9, 44, 14, 6, 31, 17, 44, 34, 50, 21, 10, 50, 27, 0, 44, 11, 40, 46, 18, 34, 50, 7, 36, 2, 12, 11, 50, 3, 41, 44, 46, 9, 4, 10, 30, 23, 44, 22, 42, 44, 30, 33, 1, 3, 20, 19, 49, 36, 30, 15, 24, 35, 1, 40, 15, 9, 46, 30, 23, 28, 5, 47, 48, 27, 16, 23, 25, 32, 25, 34, 41, 45, 37, 7, 34, 11, 45, 45, 0, 48, 9, 1, 38, 50, 42, 31, 3, 1, 34, 20, 31, 10, 44, 42, 10, 26, 30, 17, 33, 42, 41]
[3, 25, 6, 2, 29, 40, 5, 36, 31, 2, 22, 25, 41, 40, 31, 12, 49, 24, 0, 30, 32, 50, 14, 42, 34, 14, 9, 10, 48, 38, 46, 5, 7, 43, 26, 27, 3, 25, 20, 3, 15, 28, 37, 9, 7, 24, 47, 11, 47, 35, 25, 41, 26, 40, 35, 11, 41, 7, 12, 30, 14, 39, 29, 15, 33, 22, 22, 37, 11, 32, 2, 7, 36, 24, 13, 14, 7, 13, 28, 43, 13, 7, 1, 7, 38, 23, 21, 9, 6, 35, 12, 25, 50, 13, 1, 9, 34, 25, 42, 6, 40, 7, 5, 19, 41, 1, 38, 39, 32, 10, 11, 16, 32, 35, 0, 0, 20, 1, 34, 8, 20, 49, 0, 40, 37, 31, 43, 2, 37, 26, 0, 49, 49, 15, 3, 13, 45, 38, 36, 2, 19, 44, 22, 48, 49, 23, 24, 11, 18, 44, 8, 16, 40, 8, 7, 39, 1, 22, 16, 12, 16, 34, 34, 31, 4, 12, 45, 32, 10, 28, 49, 29, 20, 33, 49, 5, 2, 12]
[6, 24, 2, 17, 43, 7, 34, 46, 48, 29, 23, 9, 34, 46, 31, 35, 29, 50, 30, 0, 35, 16, 36, 42, 13, 20, 17, 18, 27, 34, 38, 49, 12, 26, 28, 46, 16, 41, 25, 19, 36, 32, 32, 19, 25, 20, 26, 28, 8, 45, 4, 20, 1, 46, 41, 0, 21, 4, 37, 44, 13, 35, 28, 8, 8, 3, 42, 46, 24, 35, 30, 32, 30, 46, 33, 27, 26, 7, 20, 36, 14, 32, 35, 13, 44, 38, 14, 42, 40, 38, 29, 27, 48, 14, 20, 41, 43, 47, 5, 45, 48, 43, 37, 25, 15, 35, 37, 50, 7, 18, 37, 39, 39, 13, 13, 12, 20, 37, 15, 45, 24, 22, 42, 9, 15, 32, 29, 2, 33, 40, 49, 16, 8, 15, 7, 48, 23, 23, 17, 11, 47, 19, 2, 4, 8, 3, 7, 20, 2, 40, 16, 40, 24, 12, 8, 10, 27, 5, 24, 31, 22, 33, 43, 6, 48, 29, 2, 30, 3, 15, 41, 3, 46, 49, 15, 47, 44, 4]
[5, 21, 50, 8, 32, 25, 38, 36, 37, 23, 48, 26, 18, 9, 28, 3, 12, 15, 32, 35, 0, 46, 19, 48, 42, 22, 13, 48, 17, 11, 40, 8, 5, 45, 6, 42, 24, 7, 35, 16, 12, 26, 33, 19, 35, 10, 9, 2, 2, 44, 0, 37, 22, 49, 6, 13, 42, 1, 3, 32, 14, 6, 13, 48, 33, 35, 3, 19, 38, 28, 29, 11, 47, 17, 36, 6, 17, 17, 50, 35, 6, 7, 20, 45, 46, 28, 4, 39, 23, 27, 3, 2, 28, 48, 30, 33, 11, 15, 7, 43, 20, 24, 34, 38, 46, 32, 2, 7, 11, 31, 16, 40, 25, 47, 30, 16, 42, 39, 28, 43, 32, 2, 29, 42, 31, 49, 23, 29, 0, 21, 29, 24, 33, 31, 9, 6, 7, 32, 35, 16, 50, 31, 21, 44, 44, 40, 18, 4, 38, 4, 13, 2, 43, 45, 22, 5, 22, 17, 5, 33, 21, 16, 26, 32, 10, 20, 37, 37, 19, 50, 0, 43, 33, 39, 28, 48, 22, 37]
[7, 24, 32, 10, 15, 36, 44, 29, 34, 21, 21, 47, 8, 45, 28, 8, 36, 46, 50, 16, 46, 0, 7, 17, 7, 44, 0, 29, 6, 39, 40, 46, 7, 16, 4, 41, 30, 47, 48, 42, 32, 45, 10, 17, 49, 31, 39, 20, 11, 6, 9, 29, 39, 20, 28, 49, 1, 11, 6, 8, 29, 24, 44, 23, 2, 28, 8, 50, 31, 38, 12, 10, 41, 28, 34, 29, 41, 41, 2, 14, 44, 45, 44, 25, 27, 35, 1, 34, 46, 25, 28, 43, 47, 22, 36, 50, 26, 29, 2, 13, 40, 30, 34, 17, 42, 30, 39, 5, 42, 11, 4, 10, 37, 50, 14, 48, 6, 49, 12, 24, 8, 2, 27, 24, 49, 43, 5, 38, 18, 11, 38, 30, 31, 4, 25, 22, 6, 50, 44, 4, 1, 13, 20, 24, 0, 23, 22, 25, 47, 33, 4, 19, 31, 43, 45, 45, 10, 43, 8, 37, 18, 17, 18, 41, 28, 47, 36, 45, 45, 42, 44, 23, 46, 43, 0, 10, 49, 3]
[19, 48, 10, 20, 36, 50, 5, 4, 25, 25, 42, 19, 22, 8, 25, 32, 6, 37, 14, 36, 19, 7, 0, 38, 23, 45, 18, 18, 18, 32, 49, 0, 46, 45, 11, 38, 14, 23, 3, 8, 5, 20, 3, 2, 35, 1, 12, 20, 47, 47, 14, 5, 43, 21, 39, 45, 25, 15, 3, 13, 12, 27, 36, 27, 46, 16, 37, 15, 46, 36, 40, 14, 32, 39, 27, 0, 36, 49, 28, 0, 4, 19, 50, 11, 46, 16, 28, 22, 17, 12, 40, 30, 9, 19, 30, 49, 27, 50, 33, 45, 30, 24, 22, 14, 19, 40, 44, 25, 11, 40, 16, 50, 4, 20, 14, 27, 37, 42, 44, 37, 16, 8, 16, 28, 32, 20, 44, 44, 42, 18, 23, 13, 45, 20, 17, 36, 39, 18, 2, 49, 40, 7, 46, 3, 48, 0, 15, 28, 34, 32, 8, 5, 50, 14, 35, 4, 12, 21, 47, 46, 1, 8, 5, 30, 8, 24, 46, 11, 5, 21, 48, 26, 43, 47, 6, 50, 22, 26]
[27, 40, 6, 21, 30, 8, 22, 12, 2, 28, 47, 45, 0, 2, 29, 43, 31, 19, 42, 42, 48, 17, 38, 0, 2, 14, 5, 49, 2, 15, 11, 15, 26, 0, 36, 39, 2, 24, 25, 10, 3, 3, 34, 45, 35, 34, 13, 14, 25, 48, 26, 44, 2, 8, 48, 1, 1, 36, 15, 33, 21, 25, 3, 18, 43, 50, 43, 34, 25, 39, 48, 4, 16, 40, 38, 11, 31, 17, 18, 7, 42, 43, 31, 27, 29, 9, 14, 18, 20, 11, 41, 1, 0, 4, 40, 19, 7, 50, 42, 17, 18, 10, 16, 25, 50, 36, 42, 15, 14, 32, 45, 46, 17, 26, 17, 50, 39, 31, 12, 29, 19, 15, 23, 33, 27, 30, 47, 6, 43, 8, 2, 47, 30, 37, 11, 46, 4, 3, 23, 37, 37, 35, 28, 14, 39, 10, 6, 30, 4, 3, 9, 23, 36, 27, 49, 34, 17, 29, 41, 11, 26, 10, 33, 2, 18, 22, 22, 38, 29, 48, 37, 14, 23, 34, 4, 21, 40, 12]
[41, 25, 12, 38, 25, 50, 7, 33, 50, 19, 12, 10, 8, 22, 14, 18, 44, 45, 34, 13, 42, 7, 23, 2, 0, 32, 21, 24, 44, 48, 33, 36, 26, 48, 37, 21, 40, 24, 23, 34, 11, 17, 22, 7, 33, 47, 28, 27, 43, 24, 43, 20, 43, 40, 33, 48, 19, 31, 7, 40, 6, 46, 48, 2, 26, 18, 49, 6, 3, 48, 44, 44, 39, 33, 36, 4, 0, 33, 42, 29, 48, 11, 45, 35, 23, 5, 2, 19, 28, 49, 19, 20, 3, 18, 9, 26, 23, 29, 14, 34, 21, 44, 37, 26, 27, 1, 33, 18, 23, 19, 30, 11, 19, 23, 37, 28, 35, 2, 22, 1, 49, 8, 18, 20, 46, 24, 28, 48, 47, 39, 45, 18, 0, 33, 14, 7, 2, 36, 40, 3, 5, 28, 47, 36, 27, 31, 27, 44, 38, 39, 24, 38, 38, 41, 44, 42, 2, 28, 19, 28, 23, 3, 40, 25, 38, 29, 2, 29, 38, 17, 0, 13, 18, 19, 10, 26, 46, 28]
[10, 16, 20, 22, 27, 48, 3, 11, 34, 7, 34, 48, 45, 16, 4, 44, 0, 11, 14, 20, 22, 44, 45, 14, 32, 0, 14, 2, 44, 45, 0, 31, 48, 34, 9, 50, 15, 18, 18, 9, 16, 36, 0, 23, 19, 45, 10, 8, 17, 30, 33, 27, 7, 24, 2, 38, 38, 9, 9, 20, 27, 41, 16, 34, 48, 5, 48, 3, 15, 19, 7, 31, 50, 49, 46, 20, 4, 23, 47, 14, 31, 26, 30, 21, 42, 36, 10, 45, 4, 34, 36, 49, 50, 34, 14, 1, 37, 13, 41, 18, 37, 3, 34, 19, 43, 42, 24, 47, 8, 39, 33, 2, 19, 15, 50, 0, 27, 20, 33, 21, 48, 36, 20, 16, 26, 18, 49, 20, 45, 0, 18, 46, 32, 35, 0, 19, 19, 22, 23, 35, 37, 20, 28, 47, 19, 6, 41, 50, 26, 16, 8, 33, 24, 8, 16, 25, 4, 31, 35, 9, 39, 42, 33, 3, 17, 48, 29, 31, 46, 0, 38, 40, 35, 43, 8, 42, 11, 22]
