N1,N2,...,Nx
[24, 12, 39, 17, 38, 17, 15, 45, 47, 19, 0, 37, 17, 15, 6, 29, 17, 12, 38, 40, 40, 50, 14, 7, 18, 33, 5, 22, 22, 29, 42, 37, 41, 43, 16, 30, 28, 7, 39, 41, 36, 12, 47, 10, 36, 38, 14, 37, 49, 49, 24, 49, 41, 48, 33, 13, 37, 22, 8, 45, 39, 29, 26, 4, 8, 29, 48, 33, 41, 42, 28, 12, 12, 33, 49, 13, 48, 14, 32, 19, 6, 36, 29, 12, 34, 9, 30, 11, 15, 17, 32, 17, 19, 21, 29, 15, 0, 41, 47, 31, 38, 30, 3, 20, 33, 25, 49, 5, 7, 45, 12, 38, 28, 50, 48, 46, 13, 41, 17, 25, 19, 11, 46, 43, 0, 14, 40, 18, 24, 25, 26, 3, 42, 37, 3, 27, 36, 41, 9, 35, 1, 42, 1, 5, 11, 43, 3, 18, 15, 30, 41, 39, 27, 19, 11, 25, 22, 8, 47, 8, 14, 12, 16, 9, 49, 49, 36, 46, 43, 10, 41, 12, 22, 13, 20, 18, 16, 49, 7]
[21, 6, 20, 2, 42, 37, 31, 35, 0, 6, 37, 0, 10, 17, 16, 26, 23, 15, 46, 21, 2, 19, 36, 13, 21, 10, 3, 45, 17, 42, 1, 1, 32, 35, 4, 45, 9, 33, 3, 50, 14, 44, 15, 1, 9, 37, 36, 20, 12, 26, 12, 15, 44, 47, 7, 13, 10, 11, 24, 13, 17, 20, 5, 38, 28, 21, 8, 45, 44, 48, 46, 34, 5, 47, 43, 28, 30, 12, 5, 35, 3, 30, 23, 5, 42, 25, 9, 14, 32, 24, 4, 47, 19, 29, 18, 44, 46, 25, 14, 4, 20, 13, 34, 47, 12, 37, 18, 18, 11, 8, 41, 35, 4, 28, 42, 25, 19, 24, 47, 40, 46, 12, 33, 35, 46, 31, 37, 47, 26, 12, 47, 25, 43, 3, 10, 13, 44, 12, 31, 6, 40, 20, 4, 43, 31, 28, 28, 2, 32, 14, 17, 43, 10, 37, 47, 2, 10, 0, 29, 38, 3, 23, 18, 29, 3, 26, 37, 10, 31, 25, 38, 31, 49, 22, 31, 44, 29, 43, 13]
[10, 29, 47, 4, 20, 22, 12, 31, 21, 10, 17, 10, 0, 13, 46, 1, 39, 30, 41, 44, 22, 17, 22, 37, 44, 29, 40, 10, 30, 0, 50, 35, 44, 18, 46, 36, 11, 45, 20, 33, 2, 16, 33, 17, 10, 15, 15, 31, 31, 8, 5, 37, 24, 0, 27, 9, 37, 31, 45, 49, 0, 19, 28, 48, 14, 27, 4, 26, 24, 46, 12, 10, 31, 0, 40, 14, 1, 0, 18, 40, 49, 19, 34, 4, 19, 19, 33, 3, 30, 10, 5, 25, 42, 20, 1, 20, 41, 12, 35, 24, 0, 21, 42, 24, 48, 25, 34, 35, 31, 7, 46, 30, 16, 2, 45, 28, 37, 11, 13, 39, 38, 42, 50, 44, 31, 40, 41, 35, 44, 9, 13, 47, 26, 48, 15, 26, 28, 19, 43, 34, 2, 42, 15, 48, 22, 40, 34, 42, 21, 40, 21, 2, 2, 42, 8, 4, 11, 4, 9, 21, 8, 19, 45, 50, 17, 3, 32, 39, 32, 42, 3, 40, 19, 14, 27, 31, 24, 15, 1]
[22, 20, 18, 26, 4, 12, 5, 29, 40, 26, 15, 17, 13, 0, 22, 33, 38, 2, 2, 2, 22, 39, 43, 0, 17, 23, 26, 36, 48, 49, 28, 33, 2, 46, 5, 33, 44, 37, 2, 13, 42, 38, 4, 1, 16, 37, 28, 2, 43, 12, 45, 16, 17, 45, 0, 11, 27, 15, 13, 16, 10, 24, 9, 19, 42, 39, 10, 16, 9, 33, 12, 29, 36, 32, 6, 44, 1, 18, 33, 43, 22, 44, 40, 44, 36, 20, 25, 9, 2, 28, 17, 1, 45, 36, 12, 23, 46, 45, 24, 7, 36, 35, 6, 18, 0, 13, 26, 27, 28, 50, 18, 3, 32, 0, 4, 32, 7, 13, 48, 6, 44, 28, 35, 8, 6, 36, 45, 30, 22, 24, 44, 11, 43, 6, 41, 19, 32, 9, 37, 40, 17, 34, 31, 23, 10, 43, 48, 17, 31, 16, 50, 18, 19, 40, 39, 18, 38, 2, 24, 39, 23, 41, 2, 20, 48, 17, 20, 23, 47, 37, 40, 19, 33, 48, 1, 13, 26, 21, 2]
[30, 36, 38, 10, 22, 29, 39, 2, 31, 14, 6, 16, 46, 22, 0, 29, 48, 17, 49, 43, 4, 9, 1, 41, 21, 36, 35, 7, 26, 11, 36, 23, 6, 20, 10, 21, 48, 24, 22, 22, 24, 5, 9, 16, 49, 43, 39, 15, 23, 5, 18, 45, 22, 20, 9, 10, 42, 44, 47, 8, 2, 31, 7, 33, 32, 14, 23, 43, 38, 9, 0, 41, 50, 36, 34, 41, 11, 35, 9, 32, 48, 10, 17, 50, 6, 31, 34, 44, 47, 43, 26, 10, 14, 11, 34, 23, 39, 25, 1, 7, 29, 32, 22, 35, 8, 28, 40, 38, 50, 29, 12, 38, 38, 28, 30, 19, 30, 32, 15, 30, 4, 45, 42, 50, 26, 31, 7, 7, 42, 22, 25, 18, 11, 33, 25, 29, 1, 26, 35, 20, 40, 45, 8, 5, 45, 47, 22, 50, 38, 6, 20, 27, 17, 14, 40, 5, 29, 48, 27, 29, 5, 22, 40, 15, 22, 1, 26, 14, 12, 46, 2, 39, 50, 26, 6, 13, 43, 48, 8]
[33, 32, 2, 20, 47, 10, 3, 22, 2, 44, 29, 26, 1, 33, 29, 0, 24, 39, 39, 12, 7, 23, 46, 42, 14, 0, 23, 44, 31, 6, 13, 19, 34, 42, 34, 29, 4, 49, 40, 22, 22, 29, 7, 31, 11, 35, 27, 25, 40, 30, 42, 20, 18, 45, 45, 16, 12, 11, 24, 11, 43, 13, 6, 6, 43, 36, 15, 5, 44, 43, 33, 30, 29, 24, 19, 31, 29, 33, 20, 19, 9, 10, 48, 5, 5, 29, 49, 48, 21, 29, 31, 7, 26, 20, 19, 35, 26, 46, 41, 10, 36, 16, 33, 30, 26, 39, 42, 14, 16, 3, 0, 27, 7, 12, 22, 21, 30, 46, 2, 7, 35, 24, 40, 48, 27, 40, 26, 4, 49, 45, 30, 47, 10, 37, 38, 37, 22, 20, 37, 2, 8, 47, 5, 41, 26, 41, 10, 29, 47, 23, 2, 47, 29, 27, 27, 37, 48, 1, 23, 40, 49, 11, 43, 36, 50, 43, 38, 35, 1, 39, 11, 17, 1, 30, 17, 30, 27, 16, 28]
[5, 50, 43, 50, 7, 45, 28, 30, 29, 18, 17, 23, 39, 38, 48, 24, 0, 28, 33, 21, 15, 7, 7, 28, 28, 14, 5, 44, 20, 50, 9, 19, 29, 22, 8, 29, 26, 29, 33, 42, 43, 0, 36, 34, 0, 50, 34, 39, 11, 50, 2, 26, 2, 50, 22, 1, 39, 21, 28, 9, 20, 10, 50, 14, 1, 8, 7, 25, 2, 27, 33, 48, 3, 40, 42, 32, 0, 50, 47, 15, 8, 14, 18, 34, 3, 35, 21, 38, 9, 33, 34, 5, 5, 31, 32, 41, 42, 24, 16, 38, 49, 19, 29, 36, 23, 44, 16, 36, 16, 13, 8, 32, 10, 3, 25, 33, 35, 25, 36, 46, 3, 24, 26, 31, 42, 10, 45, 0, 47, 21, 12, 9, 44, 35, 6, 12, 35, 47, 3, 48, 10, 16, 46, 20, 3, 7, 16, 32, 11, 43, 18, 3, 47, 47, 31, 20, 35, 23, 45, 48, 43, 0, 37, 20, 22, 3, 39, 35, 17, 24, 47, 6, 29, 41, 9, 20, 40, 50, 37]
[30, 14, 8, 45, 11, 32, 0, 44, 15, 39, 12, 15, 30, 2, 17, 39, 28, 0, 25, 47, 7, 42, 43, 24, 45, 50, 45, 41, 13, 4, 18, 44, 21, 34, 29, 37, 40, 34, 2, 32, 42, 5, 6, 23, 17, 38, 25, 29, 6, 21, 1, 3, 19, 38, 7, 32, 0, 4, 8, 24, 8, 2, 23, 43, 44, 41, 13, 50, 38, 26, 6, 27, 13, 19, 7, 38, 6, 44, 36, 20, 5, 47, 42, 5, 23, 11, 35, 27, 20, 30, 12, 27, 20, 20, 35, 35, 38, 30, 46, 50, 31, 0, 8, 8, 5, 24, 28, 33, 45, 46, 4, 12, 19, 20, 46, 17, 45, 46, 11, 20, 3, 15, 31, 30, 25, 17, 1, 42, 49, 7, 43, 33, 45, 44, 20, 1, 24, 18, 39, 6, 17, 18, 4, 10, 37, 9, 49, 37, 7, 10, 2, 29, 11, 17, 14, 38, 36, 17, 39, 40, 31, 2, 24, 38, 35, 36, 0, 21, 25, 47, 23, 16, 33, 8, 24, 42, 16, 44, 47]
[12, 10, 2, 15, 19, 31, 38, 32, 39, 12, 38, 46, 41, 2, 49, 39, 33, 25, 0, 42, 49, 32, 45, 43, 49, 48, 33, 40, 24, 29, 28, 31, 35, 23, 20, 7, 1, 25, 36, 12, 24, 45, 10, 16, 18, 11, 39, 26, 30, 7, 15, 23, 25, 30, 18, 5, 34, 48, 40, 22, 43, 19, 34, 31, 41, 16, 8, 16, 48, 32, 43, 43, 16, 17, 20, 14, 11, 47, 31, 28, 36, 19, 6, 47, 37, 20, 12, 3, 25, 34, 6, 9, 39, 17, 17, 26, 12, 45, 26, 49, 2, 23, 33, 27, 14, 23, 27, 41, 24, 20, 3, 5, 50, 3, 16, 40, 2, 25, 20, 26, 50, 24, 13, 19, 43, 21, 4, 41, 46, 47, 3, 40, 37, 21, 35, 50, 50, 1, 27, 38, 5, 3, 18, 41, 46, 39, 22, 11, 12, 17, 25, 17, 9, 10, 46, 38, 15, 24, 16, 43, 14, 7, 30, 44, 38, 12, 37, 40, 44, 22, 17, 49, 9, 32, 2, 18, 49, 47, 0]
[26, 7, 1, 48, 40, 32, 2, 36, 44, 17, 40, 21, 44, 2, 43, 12, 21, 47, 42, 0, 43, 26, 0, 29, 33, 31, 16, 36, 1, 35, 39, 25, 34, 37, 14, 10, 33, 2, 24, 46, 13, 3, 1, 12, 20, 48, 39, 26, 3, 47, 50, 32, 31, 6, 24, 41, 19, 18, 27, 47, 40, 38, 5, 29, 14, 18, 30, 14, 20, 37, 3, 40, 28, 30, 15, 20, 35, 21, 40, 42, 45, 46, 18, 3, 4, 9, 40, 12, 31, 12, 15, 44, 29, 40, 27, 20, 26, 38, 26, 50, 35, 27, 27, 21, 19, 29, 20, 37, 10, 20, 24, 40, 12, 21, 29, 13, 47, 28, 17, 38, 7, 26, 4, 26, 32, 34, 48, 6, 48, 45, 45, 0, 15, 38, 25, 29, 13, 49, 34, 36, 40, 39, 35, 40, 15, 43, 21, 12, 16, 50, 46, 41, 8, 35, 7, 33, 40, 11, 45, 50, 18, 10, 36, 1, 40, 34, 9, 16, 22, 37, 9, 25, 49, 45, 16, 42, 41, 44, 36]
[18, 21, 4, 42, 5, 2, 44, 26, 19, 34, 40, 2, 22, 22, 4, 7, 15, 7, 49, 43, 0, 5, 1, 0, 45, 50, 20, 18, 48, 25, 2, 2, 40, 29, 19, 11, 29, 27, 18, 42, 47, 41, 6, 47, 32, 18, 25, 49, 10, 40, 38, 39, 49, 9, 4, 16, 36, 27, 28, 27, 3, 45, 40, 39, 32, 46, 47, 30, 23, 26, 16, 10, 15, 22, 10, 3, 8, 50, 49, 49, 1, 30, 16, 39, 49, 47, 8, 37, 23, 46, 7, 7, 3, 14, 24, 10, 24, 41, 43, 20, 46, 35, 27, 38, 50, 24, 15, 13, 22, 12, 13, 49, 49, 17, 19, 21, 14, 5, 9, 4, 0, 9, 8, 40, 25, 28, 50, 48, 38, 10, 10, 36, 47, 36, 1, 22, 14, 45, 33, 23, 20, 49, 25, 9, 48, 31, 48, 16, 28, 25, 33, 43, 36, 48, 13, 26, 31, 15, 9, 50, 23, 9, 41, 18, 45, 32, 29, 50, 34, 41, 14, 38, 22, 42, 4, 24, 31, 8, 5]
[49, 37, 20, 39, 29, 7, 47, 31, 11, 8, 50, 19, 17, 39, 9, 23, 7, 42, 32, 26, 5, 0, 48, 50, 36, 7, 49, 34, 50, 4, 9, 46, 50, 18, 17, 39, 2, 33, 47, 44, 22, 30, 20, 9, 43, 44, 25, 16, 37, 12, 39, 2, 42, 22, 27, 19, 27, 36, 15, 20, 27, 13, 24, 29, 36, 5, 10, 38, 3, 10, 4, 23, 42, 21, 25, 35, 10, 31, 21, 30, 14, 39, 37, 22, 3, 44, 26, 20, 11, 22, 39, 39, 26, 10, 22, 45, 36, 16, 50, 50, 3, 29, 38, 10, 50, 20, 39, 10, 37, 27, 39, 16, 2, 20, 17, 45, 16, 22, 43, 44, 39, 48, 38, 12, 27, 5, 2, 15, 38, 30, 13, 49, 34, 36, 27, 8, 15, 28, 2, 50, 43, 44, 29, 31, 42, 12, 9, 48, 15, 20, 29, 20, 8, 18, 0, 10, 27, 18, 11, 35, 27, 10, 20, 43, 49, 6, 1, 26, 8, 45, 42, 25, 31, 29, 17, 18, 23, 20, 42]
[11, 49, 2, 21, 28, 6, 28, 19, 16, 10, 14, 36, 22, 43, 1, 46, 7, 43, 45, 0, 1, 48, 0, 47, 14, 24, 2, 41, 41, 28, 35, 6, 3, 46, 23, 8, 11, 49, 38, 44, 1, 5, 34, 31, 22, 6, 10, 42, 8, 24, 4, 46, 28, 16, 9, 4, 8, 12, 31, 26, 41, 9, 29, 33, 3, 28, 24, 21, 15, 34, 1, 33, 36, 50, 2, 22, 14, 35, 10, 29, 20, 26, 24, 38, 21, 43, 16, 21, 36, 32, 26, 25, 40, 27, 20, 47, 22, 46, 46, 24, 15, 13, 27, 8, 13, 16, 49, 37, 19, 34, 1, 15, 37, 42, 25, 5, 39, 22, 50, 3, 25, 17, 48, 38, 21, 24, 21, 19, 37, 10, 49, 9, 23, 13, 48, 26, 48, 39, 26, 5, 27, 25, 20, 42, 40, 46, 15, 22, 11, 18, 17, 34, 6, 29, 0, 47, 19, 11, 25, 19, 43, 48, 50, 6, 38, 49, 14, 38, 21, 30, 21, 14, 18, 0, 39, 40, 13, 9, 10]
[18, 30, 25, 13, 46, 22, 43, 5, 32, 27, 7, 13, 37, 0, 41, 42, 28, 24, 43, 29, 0, 50, 47, 0, 26, 21, 50, 46, 35, 33, 34, 4, 26, 16, 5, 14, 27, 5, 35, 30, 37, 49, 23, 1, 48, 8, 37, 30, 35, 16, 47, 14, 36, 12, 50, 31, 26, 37, 17, 41, 18, 3, 33, 10, 47, 30, 24, 40, 42, 26, 8, 44, 13, 18, 11, 31, 9, 18, 7, 36, 14, 5, 49, 1, 49, 46, 17, 22, 48, 24, 18, 7, 10, 24, 44, 3, 43, 35, 16, 44, 36, 11, 29, 40, 43, 7, 35, 47, 15, 25, 0, 27, 2, 48, 39, 39, 10, 23, 9, 28, 45, 9, 8, 12, 26, 13, 12, 39, 29, 23, 50, 33, 50, 19, 25, 22, 8, 9, 26, 9, 0, 50, 47, 42, 19, 27, 45, 16, 18, 26, 9, 20, 46, 8, 32, 28, 6, 16, 18, 49, 26, 29, 38, 10, 6, 23, 44, 17, 39, 44, 21, 0, 3, 21, 26, 19, 35, 34, 36]
[31, 6, 43, 31, 35, 26, 40, 22, 17, 39, 18, 21, 44, 17, 21, 14, 28, 45, 49, 33, 45, 36, 14, 26, 0, 5, 32, 25, 0, 45, 5, 22, 24, 38, 32, 2, 19, 12, 14, 0, 41, 48, 17, 38, 19, 25, 12, 36, 47, 45, 22, 3, 36, 29, 32, 15, 27, 6, 9, 36, 2, 12, 27, 21, 11, 40, 35, 28, 28, 13, 41, 27, 20, 37, 37, 9, 1, 17, 35, 47, 23, 0, 18, 16, 45, 43, 16, 34, 36, 12, 26, 35, 18, 9, 30, 12, 5, 5, 12, 13, 10, 25, 6, 19, 21, 35, 11, 1, 0, 46, 23, 32, 45, 11, 39, 26, 2, 27, 25, 12, 21, 11, 40, 50, 1, 49, 44, 44, 7, 21, 36, 10, 38, 27, 23, 16, 35, 7, 27, 40, 35, 11, 17, 36, 4, 26, 26, 14, 37, 19, 3, 15, 40, 43, 16, 30, 33, 40, 22, 23, 45, 37, 28, 12, 47, 22, 46, 6, 31, 14, 43, 18, 34, 17, 18, 13, 20, 39, 46]
