N1,N2,...,Nx
[13, 36, 36, 29, 47, 30, 27, 8, 44, 14, 36, 13, 23, 11, 0, 27, 0, 36, 43, 39, 11, 50, 44, 8, 0, 35, 14, 13, 16, 50, 4, 33, 21, 15, 6, 34, 26, 6, 11, 14, 27, 15, 3, 31, 45, 39, 40, 28, 19, 0, 24, 49, 22, 21, 18, 26, 24, 50, 20, 31, 42, 38, 13, 8, 28, 20, 19, 13]
[37, 16, 16, 6, 9, 27, 3, 27, 9, 17, 37, 49, 19, 25, 27, 0, 17, 4, 44, 20, 44, 42, 44, 40, 5, 36, 43, 26, 34, 7, 10, 50, 31, 46, 43, 7, 19, 16, 23, 10, 0, 17, 48, 3, 2, 16, 22, 50, 17, 47, 26, 28, 26, 21, 38, 41, 29, 1, 26, 27, 3, 46, 30, 34, 19, 37, 16, 0]
[22, 14, 3, 15, 5, 42, 31, 27, 26, 11, 23, 27, 46, 5, 0, 17, 0, 6, 19, 14, 46, 2, 0, 16, 35, 3, 17, 0, 18, 50, 24, 35, 1, 23, 30, 30, 5, 2, 50, 17, 41, 33, 50, 27, 15, 11, 44, 30, 17, 13, 26, 36, 13, 26, 5, 13, 40, 12, 17, 14, 18, 1, 8, 26, 3, 41, 16, 27]
[20, 35, 46, 20, 18, 50, 23, 9, 39, 27, 22, 37, 17, 26, 36, 4, 6, 0, 5, 44, 10, 26, 45, 50, 46, 45, 40, 24, 43, 45, 5, 28, 46, 20, 9, 46, 0, 25, 17, 27, 25, 1, 19, 27, 3, 26, 0, 39, 5, 5, 50, 21, 13, 45, 8, 27, 23, 0, 36, 24, 28, 0, 1, 11, 36, 33, 29, 38]
[33, 2, 42, 7, 1, 13, 46, 18, 36, 14, 27, 46, 6, 10, 43, 44, 19, 5, 0, 27, 48, 22, 45, 3, 6, 46, 13, 3, 9, 13, 8, 34, 32, 27, 1, 11, 0, 21, 33, 35, 2, 20, 26, 20, 18, 47, 10, 21, 44, 19, 15, 32, 14, 12, 17, 19, 24, 6, 8, 44, 9, 5, 7, 20, 1, 33, 23, 5]
[45, 17, 24, 49, 28, 26, 3, 1, 25, 17, 28, 31, 7, 23, 39, 20, 14, 44, 27, 0, 41, 20, 9, 48, 21, 50, 11, 20, 45, 18, 17, 31, 0, 10, 50, 43, 49, 22, 38, 44, 10, 49, 18, 0, 19, 10, 10, 18, 37, 1, 33, 6, 49, 23, 24, 46, 37, 17, 43, 35, 11, 7, 20, 9, 35, 3, 18, 17]
[24, 3, 44, 43, 17, 48, 38, 44, 39, 5, 19, 14, 26, 18, 11, 44, 46, 10, 48, 41, 0, 44, 35, 36, 22, 44, 12, 31, 3, 48, 42, 39, 15, 48, 29, 34, 20, 5, 27, 23, 30, 37, 0, 0, 24, 7, 38, 6, 8, 49, 46, 50, 2, 47, 20, 25, 26, 12, 40, 44, 28, 29, 28, 19, 30, 42, 7, 47]
[8, 32, 22, 33, 25, 31, 39, 30, 39, 48, 35, 7, 4, 48, 50, 42, 2, 26, 22, 20, 44, 0, 49, 13, 8, 41, 29, 30, 2, 29, 5, 39, 40, 18, 13, 17, 2, 22, 34, 20, 24, 46, 39, 10, 50, 27, 10, 2, 12, 27, 27, 48, 8, 25, 6, 45, 45, 3, 33, 31, 36, 46, 7, 10, 11, 37, 45, 28]
[20, 32, 48, 5, 45, 13, 12, 7, 23, 36, 6, 13, 9, 37, 44, 44, 0, 45, 45, 9, 35, 49, 0, 36, 21, 28, 33, 47, 22, 0, 31, 2, 14, 41, 48, 35, 9, 27, 16, 24, 47, 37, 9, 7, 27, 0, 45, 37, 35, 37, 21, 36, 19, 26, 10, 32, 18, 19, 7, 1, 10, 4, 4, 38, 10, 16, 49, 35]
[4, 6, 46, 22, 5, 14, 18, 26, 30, 11, 20, 5, 12, 5, 8, 40, 16, 50, 3, 48, 36, 13, 36, 0, 10, 7, 14, 37, 29, 39, 6, 43, 19, 30, 27, 2, 10, 44, 19, 29, 19, 27, 32, 26, 21, 17, 46, 23, 37, 19, 31, 35, 41, 23, 3, 20, 17, 17, 14, 37, 45, 50, 5, 14, 3, 6, 13, 36]
[23, 45, 45, 27, 23, 30, 49, 12, 26, 25, 15, 44, 46, 37, 0, 5, 35, 46, 6, 21, 22, 8, 21, 10, 0, 12, 26, 43, 41, 36, 11, 2, 27, 9, 0, 46, 45, 13, 6, 28, 14, 42, 27, 10, 12, 19, 10, 11, 26, 7, 39, 40, 34, 19, 24, 19, 35, 44, 17, 1, 37, 41, 27, 43, 45, 30, 2, 34]
[47, 12, 28, 37, 42, 43, 42, 25, 10, 30, 5, 27, 45, 19, 35, 36, 3, 45, 46, 50, 44, 41, 28, 7, 12, 0, 39, 8, 12, 14, 44, 23, 17, 19, 38, 21, 8, 26, 15, 31, 37, 15, 11, 39, 21, 25, 13, 14, 47, 26, 28, 24, 38, 31, 47, 6, 16, 20, 17, 15, 15, 45, 5, 28, 20, 0, 33, 10]
[39, 31, 8, 17, 45, 31, 2, 29, 44, 6, 1, 43, 17, 32, 14, 43, 17, 40, 13, 11, 12, 29, 33, 14, 26, 39, 0, 50, 24, 33, 44, 48, 27, 30, 23, 17, 48, 1, 34, 29, 30, 26, 13, 21, 4, 3, 41, 47, 40, 11, 17, 33, 33, 2, 26, 12, 40, 22, 18, 20, 45, 11, 45, 38, 43, 27, 50, 44]
[23, 49, 5, 3, 41, 50, 20, 23, 23, 17, 38, 33, 8, 24, 13, 26, 0, 24, 3, 20, 31, 30, 47, 37, 43, 8, 50, 0, 26, 24, 8, 17, 50, 50, 45, 12, 33, 39, 20, 36, 27, 21, 21, 10, 5, 12, 5, 9, 2, 9, 34, 6, 9, 35, 47, 8, 41, 15, 46, 6, 0, 49, 33, 13, 41, 19, 36, 12]
[38, 38, 37, 32, 16, 16, 18, 32, 17, 34, 0, 23, 20, 38, 16, 34, 18, 43, 9, 45, 3, 2, 22, 29, 41, 12, 24, 26, 0, 41, 40, 33, 32, 37, 3, 15, 50, 21, 15, 1, 47, 17, 22, 18, 13, 45, 49, 45, 8, 30, 28, 23, 19, 23, 30, 42, 32, 43, 1, 4, 8, 36, 38, 35, 41, 38, 45, 41]
[11, 12, 14, 27, 39, 36, 17, 21, 4, 36, 49, 28, 14, 20, 50, 7, 50, 45, 13, 18, 48, 29, 0, 39, 36, 14, 33, 24, 41, 0, 0, 30, 5, 21, 30, 7, 8, 3, 29, 6, 45, 19, 21, 22, 32, 6, 9, 49, 31, 39, 5, 5, 45, 39, 5, 41, 26, 3, 46, 22, 48, 49, 3, 19, 41, 45, 19, 1]
[22, 45, 39, 49, 44, 7, 48, 12, 26, 29, 20, 29, 42, 37, 4, 10, 24, 5, 8, 17, 42, 5, 31, 6, 11, 44, 44, 8, 40, 0, 0, 32, 12, 27, 38, 10, 24, 13, 36, 43, 34, 10, 30, 0, 50, 25, 20, 16, 30, 26, 49, 0, 38, 43, 50, 35, 50, 14, 28, 37, 28, 38, 20, 39, 9, 43, 39, 14]
[43, 1, 31, 49, 48, 3, 9, 12, 8, 48, 15, 4, 32, 22, 33, 50, 35, 28, 34, 31, 39, 39, 2, 43, 2, 23, 48, 17, 33, 30, 32, 0, 21, 0, 35, 0, 36, 5, 46, 42, 18, 6, 37, 44, 24, 23, 2, 49, 15, 7, 9, 7, 8, 33, 44, 30, 5, 39, 45, 41, 16, 49, 37, 28, 7, 18, 50, 31]
[0, 18, 8, 27, 2, 26, 13, 42, 47, 30, 43, 19, 38, 8, 21, 31, 1, 46, 32, 0, 15, 40, 14, 19, 27, 17, 27, 50, 32, 5, 12, 21, 0, 21, 6, 32, 49, 8, 2, 20, 42, 7, 42, 29, 46, 24, 29, 18, 3, 24, 2, 49, 2, 4, 6, 11, 35, 31, 25, 23, 43, 42, 48, 24, 24, 2, 34, 25]
[11, 45, 21, 36, 28, 34, 31, 8, 20, 20, 43, 11, 1, 4, 15, 46, 23, 20, 27, 10, 48, 18, 41, 30, 9, 19, 30, 50, 37, 21, 27, 0, 21, 0, 44, 36, 46, 32, 10, 36, 19, 22, 19, 32, 49, 14, 19, 17, 45, 8, 6, 7, 3, 22, 41, 1, 30, 29, 47, 15, 5, 50, 7, 49, 26, 40, 40, 32]
[35, 27, 6, 36, 50, 29, 36, 41, 2, 4, 27, 33, 42, 20, 6, 43, 30, 9, 1, 50, 29, 13, 48, 27, 0, 38, 23, 45, 3, 30, 38, 35, 6, 44, 0, 20, 32, 4, 0, 12, 9, 43, 7, 25, 15, 36, 20, 8, 36, 28, 27, 23, 28, 34, 19, 50, 31, 41, 21, 37, 27, 46, 47, 23, 0, 8, 36, 11]
[18, 33, 42, 31, 14, 21, 21, 2, 26, 3, 0, 28, 34, 20, 34, 7, 30, 46, 11, 43, 34, 17, 35, 2, 46, 21, 17, 12, 15, 7, 10, 0, 32, 36, 20, 0, 36, 49, 1, 4, 5, 34, 39, 39, 44, 4, 28, 49, 27, 50, 50, 2, 46, 26, 46, 41, 37, 15, 11, 25, 4, 33, 22, 10, 46, 19, 17, 1]
[16, 20, 10, 9, 10, 40, 24, 10, 22, 48, 12, 46, 6, 39, 26, 19, 5, 0, 0, 49, 20, 2, 9, 10, 45, 8, 48, 33, 50, 8, 24, 36, 49, 46, 32, 36, 0, 14, 41, 9, 15, 45, 41, 25, 1, 50, 12, 9, 33, 41, 34, 7, 24, 35, 22, 18, 23, 46, 44, 13, 36, 23, 49, 39, 46, 19, 46, 3]
[49, 10, 21, 7, 47, 41, 49, 5, 39, 42, 13, 38, 19, 20, 6, 16, 2, 25, 21, 22, 5, 22, 27, 44, 13, 26, 1, 39, 21, 3, 13, 5, 8, 32, 4, 49, 14, 0, 46, 5, 26, 5, 39, 19, 5, 38, 49, 34, 3, 48, 38, 43, 30, 34, 5, 48, 29, 50, 11, 42, 49, 32, 50, 16, 35, 20, 47, 31]
[21, 46, 17, 23, 6, 38, 28, 20, 31, 2, 32, 21, 50, 44, 11, 23, 50, 17, 33, 38, 27, 34, 16, 19, 6, 15, 34, 20, 15, 29, 36, 46, 2, 10, 0, 1, 41, 46, 0, 6, 41, 36, 45, 6, 22, 38, 15, 33, 32, 37, 42, 18, 38, 5, 1, 13, 30, 18, 35, 12, 9, 24, 34, 5, 9, 27, 37, 2]
[50, 45, 35, 14, 4, 36, 44, 25, 2, 14, 12, 2, 47, 24, 14, 10, 17, 27, 35, 44, 23, 20, 24, 29, 28, 31, 29, 36, 1, 6, 43, 42, 20, 36, 12, 4, 9, 5, 6, 0, 8, 40, 10, 48, 50, 43, 39, 40, 42, 28, 13, 49, 0, 15, 15, 10, 36, 12, 47, 37, 6, 27, 14, 16, 0, 2, 29, 36]
[3, 32, 46, 23, 13, 30, 37, 25, 5, 48, 8, 44, 39, 50, 27, 0, 41, 25, 2, 10, 30, 24, 47, 19, 14, 37, 30, 27, 47, 45, 34, 18, 42, 19, 9, 5, 15, 26, 41, 8, 0, 36, 11, 23, 43, 7, 20, 4, 50, 14, 7, 9, 18, 30, 18, 2, 22, 36, 37, 30, 24, 22, 4, 30, 45, 48, 21, 45]
[14, 0, 36, 15, 34, 1, 5, 9, 1, 21, 14, 18, 11, 35, 15, 17, 33, 1, 20, 49, 37, 46, 37, 27, 42, 15, 26, 21, 17, 19, 10, 6, 7, 22, 43, 34, 45, 5, 36, 40, 36, 0, 6, 12, 13, 42, 39, 40, 46, 6, 41, 49, 46, 21, 15, 2, 33, 15, 4, 29, 33, 38, 0, 32, 31, 19, 10, 10]
[43, 41, 7, 6, 4, 45, 1, 4, 21, 11, 47, 41, 32, 22, 3, 48, 50, 19, 26, 18, 0, 39, 9, 32, 27, 11, 13, 21, 22, 21, 30, 37, 42, 19, 7, 39, 41, 39, 45, 10, 11, 6, 0, 50, 36, 50, 22, 7, 21, 19, 50, 26, 12, 6, 37, 44, 3, 48, 18, 30, 18, 45, 3, 19, 32, 32, 3, 6]
[35, 10, 10, 31, 11, 39, 45, 28, 30, 8, 39, 2, 21, 26, 31, 3, 27, 27, 20, 0, 0, 10, 7, 26, 10, 39, 21, 10, 18, 22, 0, 44, 29, 32, 25, 39, 25, 19, 6, 48, 23, 12, 50, 0, 18, 38, 32, 44, 25, 48, 40, 34, 47, 18, 34, 14, 32, 47, 27, 33, 41, 9, 8, 38, 31, 48, 45, 0]
[15, 42, 31, 1, 18, 28, 14, 24, 11, 46, 43, 43, 10, 20, 45, 2, 15, 3, 18, 19, 24, 50, 27, 21, 12, 21, 4, 5, 13, 32, 50, 24, 46, 49, 15, 44, 1, 5, 22, 50, 43, 13, 36, 18, 0, 28, 13, 1, 8, 35, 19, 49, 30, 43, 4, 17, 16, 11, 17, 27, 3, 29, 16, 31, 15, 16, 44, 4]
[9, 22, 7, 48, 50, 7, 17, 18, 22, 28, 24, 24, 27, 43, 39, 16, 11, 26, 47, 10, 7, 27, 0, 17, 19, 25, 3, 12, 45, 6, 25, 23, 24, 14, 36, 4, 50, 38, 38, 43, 7, 42, 50, 38, 28, 0, 25, 38, 43, 47, 33, 8, 25, 38, 44, 2, 1, 11, 2, 10, 1, 49, 5, 37, 40, 20, 10, 31]
[1, 11, 13, 1, 31, 35, 29, 10, 16, 16, 35, 41, 25, 28, 40, 22, 44, 0, 10, 10, 38, 10, 45, 46, 10, 13, 41, 5, 49, 9, 20, 2, 29, 19, 20, 28, 12, 49, 15, 39, 20, 39, 22, 32, 13, 25, 0, 38, 18, 5, 18, 36, 20, 2, 23, 48, 31, 15, 11, 19, 49, 16, 8, 20, 19, 11, 7, 32]
[2, 5, 48, 42, 23, 47, 29, 46, 9, 45, 34, 12, 13, 4, 28, 50, 30, 39, 21, 18, 6, 2, 37, 23, 11, 14, 47, 9, 45, 49, 16, 49, 18, 17, 8, 49, 9, 34, 33, 40, 4, 40, 7, 44, 1, 38, 38, 0, 42, 17, 26, 45, 31, 26, 1, 20, 25, 42, 24, 33, 10, 42, 0, 34, 35, 29, 6, 16]
[5, 1, 47, 48, 14, 16, 46, 25, 47, 39, 32, 4, 9, 42, 19, 17, 17, 5, 44, 37, 8, 12, 35, 37, 26, 47, 40, 2, 8, 31, 30, 15, 3, 45, 36, 27, 33, 3, 32, 42, 50, 46, 21, 25, 8, 43, 18, 42, 0, 46, 27, 10, 11, 15, 21, 15, 32, 31, 43, 41, 13, 48, 7, 49, 38, 9, 26, 0]
[19, 3, 38, 31, 23, 27, 0, 19, 11, 48, 33, 11, 47, 37, 0, 47, 13, 5, 19, 1, 49, 27, 37, 19, 7, 26, 11, 9, 30, 39, 26, 7, 24, 8, 28, 50, 41, 48, 37, 28, 14, 6, 19, 48, 35, 47, 5, 17, 46, 0, 9, 35, 5, 39, 32, 25, 26, 37, 41, 11, 43, 16, 32, 29, 12, 5, 46, 6]
[24, 25, 37, 17, 6, 19, 23, 33, 43, 45, 43, 24, 48, 12, 24, 26, 26, 50, 15, 33, 46, 27, 21, 31, 39, 28, 17, 34, 28, 5, 49, 9, 2, 6, 27, 50, 34, 38, 42, 13, 7, 41, 50, 40, 19, 33, 18, 26, 27, 9, 0, 14, 10, 4, 46, 19, 6, 37, 5, 29, 46, 49, 39, 30, 10, 15, 42, 34]
[48, 7, 17, 26, 41, 13, 24, 30, 11, 41, 6, 34, 4, 20, 49, 28, 36, 21, 32, 6, 50, 48, 36, 35, 40, 24, 33, 6, 23, 5, 0, 7, 49, 7, 23, 2, 7, 43, 18, 49, 9, 49, 26, 34, 49, 8, 36, 45, 10, 35, 14, 0, 18, 35, 40, 19, 35, 29, 35, 50, 28, 11, 41, 4, 44, 5, 0, 2]
[41, 30, 34, 9, 12, 23, 34, 38, 46, 7, 34, 18, 20, 22, 22, 26, 13, 13, 14, 49, 2, 8, 19, 41, 34, 38, 33, 9, 19, 45, 38, 8, 2, 3, 28, 46, 24, 30, 38, 0, 18, 46, 12, 47, 30, 25, 20, 31, 11, 5, 10, 18, 0, 31, 44, 43, 49, 11, 12, 49, 1, 27, 25, 43, 5, 48, 46, 5]
[8, 23, 16, 27, 31, 46, 38, 43, 40, 27, 4, 8, 4, 32, 21, 21, 26, 45, 12, 23, 47, 25, 26, 23, 19, 31, 2, 35, 23, 39, 43, 33, 4, 22, 34, 26, 35, 34, 5, 15, 30, 21, 6, 18, 43, 38, 2, 26, 15, 39, 4, 35, 31, 0, 36, 25, 11, 15, 11, 47, 2, 14, 48, 21, 13, 36, 41, 30]
[45, 3, 22, 4, 29, 14, 47, 50, 35, 23, 6, 18, 5, 34, 18, 38, 5, 8, 17, 24, 20, 6, 10, 3, 24, 47, 26, 47, 30, 5, 50, 44, 6, 41, 19, 46, 22, 5, 1, 15, 18, 15, 37, 34, 4, 44, 23, 1, 21, 32, 46, 40, 44, 36, 0, 17, 0, 50, 29, 12, 48, 41, 16, 20, 23, 22, 9, 35]
[5, 11, 39, 0, 8, 37, 34, 37, 39, 50, 6, 10, 19, 46, 26, 41, 13, 27, 19, 46, 25, 45, 32, 20, 19, 6, 12, 8, 42, 41, 35, 30, 11, 1, 50, 41, 18, 48, 13, 10, 2, 2, 44, 14, 17, 2, 48, 20, 15, 25, 19, 19, 43, 25, 17, 0, 44, 40, 28, 12, 29, 12, 27, 15, 42, 21, 19, 40]
[9, 2, 20, 9, 46, 22, 34, 19, 44, 10, 30, 44, 4, 14, 24, 29, 40, 23, 24, 37, 26, 45, 18, 17, 35, 16, 40, 41, 32, 26, 50, 5, 35, 30, 31, 37, 23, 29, 30, 36, 22, 33, 3, 32, 16, 1, 31, 25, 32, 26, 6, 35, 49, 11, 0, 44, 0, 16, 38, 48, 10, 47, 24, 24, 19, 25, 35, 16]
[11, 19, 12, 15, 26, 37, 2, 30, 8, 14, 3, 20, 46, 39, 50, 1, 12, 0, 6, 17, 12, 3, 19, 17, 44, 20, 22, 15, 43, 3, 14, 39, 31, 29, 41, 15, 46, 50, 18, 12, 36, 15, 48, 47, 11, 11, 15, 42, 31, 37, 37, 29, 11, 15, 50, 40, 16, 0, 10, 49, 47, 22, 42, 17, 21, 47, 7, 28]
[49, 34, 12, 2, 19, 19, 32, 29, 38, 27, 50, 8, 7, 38, 20, 26, 17, 36, 8, 43, 40, 33, 7, 14, 17, 17, 18, 46, 1, 46, 28, 45, 25, 47, 21, 11, 44, 11, 35, 47, 37, 4, 18, 27, 17, 2, 11, 24, 43, 41, 5, 35, 12, 11, 29, 28, 38, 10, 0, 2, 10, 33, 32, 25, 0, 49, 44, 11]
[35, 34, 0, 18, 36, 28, 30, 40, 42, 28, 17, 29, 38, 37, 31, 27, 14, 24, 44, 35, 44, 31, 1, 37, 1, 15, 20, 6, 4, 22, 37, 41, 23, 15, 37, 25, 13, 42, 12, 37, 30, 29, 30, 33, 27, 10, 19, 33, 41, 11, 29, 50, 49, 47, 12, 12, 48, 49, 2, 0, 21, 14, 3, 40, 9, 39, 50, 40]
[34, 41, 23, 34, 8, 12, 40, 8, 11, 43, 43, 42, 48, 42, 42, 3, 18, 28, 9, 11, 28, 36, 10, 45, 37, 15, 45, 0, 8, 48, 28, 16, 43, 5, 27, 4, 36, 49, 9, 6, 24, 33, 18, 41, 3, 1, 49, 10, 13, 43, 46, 28, 1, 2, 48, 29, 10, 47, 10, 21, 0, 18, 36, 41, 28, 40, 37, 33]
[40, 49, 48, 43, 28, 31, 25, 20, 20, 41, 7, 14, 35, 14, 38, 46, 1, 0, 5, 7, 29, 46, 4, 50, 41, 45, 11, 49, 36, 49, 38, 49, 42, 50, 46, 33, 23, 32, 24, 27, 22, 38, 45, 9, 29, 49, 16, 42, 48, 16, 49, 11, 27, 14, 41, 12, 47, 22, 33, 14, 18, 0, 40, 41, 18, 5, 2, 26]
[23, 42, 11, 35, 43, 43, 3, 24, 12, 49, 46, 45, 34, 39, 13, 30, 8, 1, 7, 20, 28, 7, 4, 5, 27, 5, 45, 33, 38, 3, 20, 37, 48, 7, 47, 22, 49, 50, 34, 14, 4, 0, 3, 8, 16, 5, 8, 0, 7, 32, 39, 41, 25, 48, 16, 27, 24, 42, 32, 3, 36, 40, 0, 21, 29, 50, 32, 27]
[40, 42, 39, 39, 48, 8, 38, 27, 11, 27, 41, 0, 5, 47, 8, 34, 26, 11, 20, 9, 19, 10, 38, 14, 43, 28, 38, 13, 35, 19, 39, 28, 24, 49, 23, 10, 39, 16, 5, 16, 30, 32, 19, 38, 31, 37, 20, 34, 49, 29, 30, 4, 43, 21, 20, 15, 24, 17, 25, 40, 41, 41, 21, 0, 43, 46, 1, 15]
[18, 22, 16, 32, 46, 33, 43, 5, 21, 6, 7, 41, 38, 30, 28, 19, 3, 36, 1, 35, 30, 11, 10, 3, 45, 20, 43, 41, 41, 41, 9, 7, 24, 26, 0, 46, 46, 35, 9, 0, 45, 31, 32, 31, 15, 40, 19, 35, 38, 12, 10, 44, 5, 13, 23, 42, 19, 21, 0, 9, 28, 18, 29, 43, 0, 23, 49, 0]
[27, 5, 8, 14, 50, 44, 11, 42, 13, 1, 36, 12, 10, 37, 20, 37, 41, 33, 33, 3, 42, 37, 16, 6, 30, 0, 27, 19, 38, 45, 43, 18, 2, 40, 8, 19, 19, 20, 27, 2, 48, 19, 32, 48, 16, 20, 11, 29, 9, 5, 15, 5, 48, 36, 22, 21, 25, 47, 49, 39, 40, 5, 50, 46, 23, 0, 46, 38]
[46, 49, 16, 49, 41, 41, 39, 41, 25, 26, 20, 9, 16, 11, 19, 16, 16, 29, 23, 18, 7, 45, 49, 13, 2, 33, 50, 36, 45, 19, 39, 50, 34, 40, 36, 17, 46, 47, 37, 29, 21, 10, 3, 45, 44, 10, 7, 6, 26, 46, 42, 0, 46, 41, 9, 19, 35, 7, 44, 50, 37, 2, 32, 1, 49, 46, 0, 13]
[25, 34, 5, 27, 3, 43, 38, 2, 33, 31, 34, 40, 19, 9, 13, 0, 27, 38, 5, 17, 47, 28, 35, 36, 34, 10, 44, 12, 41, 1, 14, 31, 25, 32, 11, 1, 3, 31, 2, 36, 45, 10, 6, 0, 4, 31, 32, 16, 0, 6, 34, 2, 5, 30, 35, 40, 16, 28, 11, 40, 33, 26, 27, 15, 0, 38, 13, 0]
