N1,N2,...,Nx
[14, 12, 18, 29, 38, 41, 14, 41, 23, 11, 0, 24, 39, 37, 38, 11, 40, 1, 7, 22, 17, 44, 27, 7, 22, 31, 39, 32, 36, 26, 50, 40, 28, 9, 45, 46, 6, 49, 3, 20, 17, 33, 10, 2, 45, 12, 0, 40, 31, 24, 24, 11, 31, 33, 30, 33, 22, 42, 22, 35, 22, 31, 10, 44, 34, 22, 45, 50, 40, 25, 25, 35, 17, 1, 6, 29, 21, 15, 41, 25, 33, 29, 30, 20, 37, 4, 2, 1, 50, 37, 35, 1, 27, 44, 14, 25, 27, 21, 6, 3, 10, 2, 13, 39, 45, 42, 31, 14, 14, 10, 31, 49, 26, 21, 29, 42, 1, 19, 22, 3, 7, 33, 26, 28, 42, 39, 19, 25, 20, 22, 5, 30, 48, 2, 32, 27, 3, 12, 16, 17, 20, 0, 2, 46, 42, 2, 15, 19, 49, 22, 16, 34, 46, 16, 9, 11, 43, 39, 42, 21, 35, 33, 26, 34, 43, 47, 32, 5, 5, 34, 25, 9, 8, 12, 2, 48, 31, 33, 8, 14, 15, 43, 39, 10, 11, 12, 17, 11, 8, 43, 6, 25]
[2, 0, 24, 19, 4, 43, 44, 42, 13, 34, 24, 0, 27, 47, 22, 5, 41, 1, 48, 25, 4, 45, 18, 35, 26, 36, 3, 43, 22, 0, 3, 47, 28, 41, 27, 11, 16, 29, 5, 43, 38, 39, 43, 28, 40, 23, 48, 29, 29, 10, 32, 2, 46, 1, 44, 14, 12, 32, 9, 50, 42, 15, 35, 46, 17, 22, 0, 23, 10, 30, 31, 15, 42, 44, 24, 3, 31, 21, 41, 44, 28, 7, 38, 24, 41, 14, 23, 3, 50, 1, 50, 14, 3, 2, 10, 41, 9, 36, 18, 29, 16, 11, 4, 18, 11, 13, 26, 23, 37, 19, 27, 24, 32, 0, 22, 31, 10, 12, 15, 0, 40, 7, 17, 32, 40, 28, 13, 47, 30, 25, 15, 23, 2, 36, 7, 44, 37, 5, 18, 27, 22, 48, 46, 39, 20, 18, 37, 21, 20, 0, 13, 7, 1, 48, 36, 48, 44, 37, 8, 38, 37, 0, 45, 22, 30, 34, 7, 18, 45, 32, 13, 29, 14, 18, 45, 48, 29, 13, 36, 18, 9, 46, 48, 9, 32, 12, 18, 17, 32, 48, 49, 1]
[4, 40, 7, 15, 36, 9, 15, 40, 15, 44, 39, 27, 0, 29, 31, 2, 9, 10, 8, 28, 14, 18, 47, 20, 24, 48, 27, 50, 37, 24, 23, 17, 9, 21, 32, 31, 50, 34, 4, 21, 2, 24, 15, 43, 32, 49, 38, 18, 10, 1, 21, 10, 16, 20, 28, 47, 0, 30, 18, 39, 16, 2, 16, 44, 12, 27, 12, 4, 13, 7, 24, 29, 9, 9, 13, 50, 8, 49, 23, 33, 19, 24, 18, 41, 5, 22, 18, 20, 30, 40, 14, 17, 2, 25, 17, 32, 13, 25, 44, 34, 26, 13, 21, 28, 20, 34, 21, 41, 9, 39, 2, 14, 36, 17, 32, 4, 6, 9, 14, 35, 48, 6, 50, 45, 4, 18, 45, 40, 3, 15, 4, 39, 49, 2, 42, 3, 29, 17, 48, 23, 20, 30, 35, 5, 27, 8, 38, 16, 50, 36, 49, 2, 38, 9, 20, 12, 40, 2, 25, 11, 7, 12, 23, 12, 43, 27, 50, 10, 31, 42, 42, 41, 2, 4, 15, 12, 33, 25, 7, 37, 45, 31, 5, 48, 19, 31, 34, 34, 17, 8, 34, 47]
[50, 42, 23, 39, 11, 38, 49, 19, 42, 42, 37, 47, 29, 0, 0, 20, 11, 43, 12, 13, 46, 26, 31, 33, 42, 33, 39, 42, 5, 27, 11, 37, 11, 40, 30, 20, 27, 5, 47, 38, 18, 49, 3, 50, 10, 17, 26, 17, 50, 50, 26, 11, 30, 24, 50, 13, 23, 47, 7, 49, 30, 13, 3, 18, 28, 18, 49, 32, 9, 33, 26, 44, 23, 1, 18, 35, 46, 17, 36, 35, 34, 12, 8, 3, 7, 16, 3, 9, 22, 16, 44, 7, 0, 46, 42, 5, 45, 3, 49, 14, 47, 21, 31, 9, 43, 22, 10, 9, 26, 10, 9, 26, 48, 19, 20, 3, 6, 46, 18, 36, 0, 25, 45, 7, 23, 20, 21, 4, 17, 37, 9, 1, 3, 1, 24, 28, 39, 38, 17, 38, 23, 21, 18, 15, 38, 40, 21, 5, 23, 19, 0, 11, 37, 0, 37, 36, 39, 37, 15, 22, 23, 7, 14, 20, 40, 6, 41, 32, 47, 36, 4, 44, 36, 7, 12, 18, 33, 28, 50, 18, 5, 19, 33, 25, 9, 7, 2, 0, 46, 20, 19, 35]
[38, 7, 44, 43, 13, 45, 25, 34, 28, 23, 38, 22, 31, 0, 0, 46, 22, 2, 31, 32, 19, 43, 3, 42, 17, 40, 7, 2, 48, 27, 33, 31, 24, 17, 49, 42, 40, 46, 28, 36, 9, 49, 28, 46, 12, 39, 23, 24, 50, 31, 18, 23, 42, 49, 26, 4, 14, 49, 50, 20, 29, 1, 7, 32, 23, 21, 41, 13, 43, 43, 13, 25, 24, 14, 38, 32, 36, 30, 49, 3, 6, 22, 4, 12, 37, 35, 10, 41, 29, 14, 38, 4, 45, 19, 47, 40, 35, 23, 39, 15, 8, 16, 24, 36, 42, 7, 8, 24, 23, 5, 19, 14, 29, 25, 41, 38, 25, 49, 46, 48, 8, 43, 38, 46, 22, 43, 19, 32, 9, 5, 50, 38, 22, 18, 7, 21, 33, 3, 23, 42, 41, 31, 24, 41, 18, 41, 34, 45, 12, 45, 22, 41, 23, 50, 50, 47, 39, 28, 16, 5, 45, 38, 11, 42, 45, 16, 23, 44, 11, 50, 47, 7, 42, 36, 31, 49, 44, 4, 3, 1, 42, 50, 14, 21, 43, 19, 12, 5, 26, 21, 34, 4]
[29, 34, 33, 6, 15, 0, 20, 35, 18, 46, 11, 5, 2, 20, 46, 0, 7, 35, 25, 39, 45, 39, 49, 25, 22, 24, 41, 8, 2, 10, 32, 13, 22, 32, 35, 7, 48, 36, 10, 46, 19, 7, 48, 39, 38, 10, 18, 8, 17, 2, 20, 38, 37, 15, 5, 19, 2, 24, 35, 30, 15, 32, 2, 7, 9, 30, 15, 8, 39, 27, 35, 36, 10, 33, 44, 40, 24, 45, 0, 38, 22, 17, 50, 42, 24, 20, 50, 0, 40, 1, 41, 41, 0, 32, 29, 43, 39, 38, 24, 11, 44, 50, 34, 25, 25, 13, 31, 47, 0, 43, 13, 17, 4, 37, 46, 46, 24, 24, 15, 3, 46, 49, 14, 7, 28, 11, 24, 5, 8, 34, 26, 8, 44, 19, 5, 9, 36, 19, 2, 10, 1, 36, 3, 1, 10, 34, 38, 17, 45, 21, 2, 21, 15, 39, 35, 18, 37, 29, 39, 26, 42, 10, 21, 47, 27, 9, 20, 27, 34, 25, 1, 19, 50, 20, 29, 21, 21, 4, 21, 16, 7, 44, 1, 27, 31, 17, 27, 12, 17, 9, 35, 37]
[45, 16, 13, 13, 24, 49, 9, 1, 17, 6, 40, 41, 9, 11, 22, 7, 0, 36, 30, 16, 30, 27, 28, 26, 34, 30, 2, 7, 6, 19, 15, 22, 47, 12, 21, 28, 27, 16, 16, 30, 35, 39, 41, 8, 38, 21, 26, 38, 30, 23, 47, 25, 49, 42, 20, 29, 30, 4, 35, 25, 31, 47, 1, 35, 40, 42, 13, 18, 5, 14, 45, 19, 10, 20, 9, 4, 23, 43, 49, 5, 39, 21, 38, 11, 9, 11, 3, 20, 42, 18, 6, 0, 0, 28, 16, 19, 11, 50, 24, 0, 1, 22, 15, 44, 48, 40, 35, 7, 44, 48, 49, 5, 6, 28, 30, 28, 30, 33, 5, 19, 14, 41, 37, 28, 3, 49, 0, 26, 47, 45, 2, 43, 28, 7, 50, 16, 30, 38, 29, 44, 32, 44, 13, 4, 38, 3, 13, 7, 11, 26, 8, 23, 23, 37, 22, 40, 18, 49, 49, 36, 42, 6, 4, 41, 16, 42, 27, 47, 49, 49, 5, 3, 23, 10, 7, 46, 26, 12, 27, 20, 32, 39, 47, 2, 39, 10, 6, 18, 36, 33, 50, 28]
[15, 31, 2, 26, 29, 4, 3, 48, 10, 7, 1, 1, 10, 43, 2, 35, 36, 0, 38, 35, 46, 20, 43, 32, 30, 34, 17, 25, 0, 32, 9, 1, 7, 12, 36, 6, 33, 23, 0, 36, 44, 0, 30, 11, 34, 12, 28, 45, 28, 15, 12, 25, 46, 5, 26, 25, 14, 34, 31, 40, 6, 22, 29, 12, 10, 34, 18, 12, 17, 29, 37, 46, 3, 10, 11, 13, 1, 30, 28, 3, 29, 9, 0, 2, 27, 10, 8, 20, 21, 21, 34, 7, 39, 28, 38, 19, 20, 50, 36, 32, 19, 27, 11, 29, 23, 43, 19, 47, 8, 24, 31, 20, 0, 9, 8, 6, 32, 15, 36, 32, 9, 27, 1, 40, 38, 33, 33, 8, 33, 20, 27, 35, 4, 15, 44, 19, 42, 40, 15, 48, 21, 30, 25, 2, 2, 27, 28, 44, 20, 2, 16, 19, 50, 47, 0, 30, 36, 20, 11, 45, 37, 1, 11, 49, 0, 15, 33, 25, 26, 18, 12, 41, 5, 9, 46, 32, 47, 46, 35, 9, 14, 15, 44, 20, 10, 16, 49, 17, 27, 3, 24, 34]
[32, 28, 46, 50, 21, 33, 22, 34, 8, 40, 7, 48, 8, 12, 31, 25, 30, 38, 0, 20, 31, 0, 11, 32, 25, 23, 25, 49, 34, 48, 26, 23, 12, 15, 22, 31, 35, 17, 32, 45, 3, 13, 10, 44, 26, 19, 12, 44, 21, 45, 21, 11, 26, 36, 45, 11, 37, 8, 40, 34, 15, 4, 41, 12, 22, 8, 40, 37, 14, 38, 34, 20, 48, 25, 28, 48, 43, 44, 1, 15, 40, 23, 6, 6, 40, 28, 33, 25, 19, 32, 4, 25, 49, 44, 29, 45, 19, 14, 42, 28, 26, 50, 11, 45, 4, 40, 19, 38, 23, 20, 1, 12, 37, 12, 40, 6, 14, 50, 29, 10, 9, 0, 36, 11, 5, 46, 36, 8, 38, 34, 41, 8, 9, 8, 5, 29, 39, 45, 4, 29, 33, 12, 18, 12, 43, 37, 20, 35, 38, 47, 34, 20, 32, 22, 47, 19, 35, 27, 37, 26, 14, 34, 2, 18, 0, 48, 16, 43, 10, 50, 38, 33, 39, 35, 19, 27, 37, 34, 10, 9, 50, 39, 47, 35, 37, 36, 31, 30, 21, 25, 46, 42]
[15, 42, 18, 17, 49, 50, 31, 16, 27, 0, 22, 25, 28, 13, 32, 39, 16, 35, 20, 0, 43, 30, 44, 15, 26, 48, 31, 38, 21, 4, 21, 8, 12, 32, 50, 25, 44, 9, 11, 23, 35, 45, 35, 20, 32, 7, 19, 32, 9, 35, 21, 50, 31, 4, 15, 1, 48, 12, 8, 3, 8, 27, 25, 4, 15, 17, 45, 3, 6, 7, 5, 46, 22, 7, 23, 15, 2, 15, 11, 29, 46, 43, 23, 0, 13, 7, 50, 3, 17, 36, 35, 26, 41, 8, 27, 47, 46, 39, 18, 15, 28, 29, 6, 39, 0, 39, 29, 45, 22, 8, 22, 0, 32, 31, 3, 7, 36, 12, 15, 5, 43, 19, 24, 5, 44, 17, 28, 34, 42, 45, 38, 17, 7, 28, 47, 0, 1, 28, 12, 14, 7, 50, 5, 4, 39, 16, 11, 6, 33, 18, 20, 34, 41, 1, 13, 9, 32, 44, 21, 21, 2, 30, 39, 26, 34, 30, 15, 36, 42, 37, 43, 3, 42, 35, 3, 0, 1, 24, 22, 17, 39, 48, 23, 1, 23, 37, 2, 12, 23, 49, 44, 46]
[48, 32, 23, 15, 37, 6, 11, 21, 0, 47, 17, 4, 14, 46, 19, 45, 30, 46, 31, 43, 0, 31, 25, 35, 11, 15, 1, 29, 22, 30, 33, 50, 32, 5, 5, 6, 0, 9, 20, 14, 19, 39, 48, 28, 25, 35, 11, 3, 6, 32, 7, 34, 44, 6, 41, 22, 8, 29, 10, 13, 11, 5, 13, 31, 44, 9, 38, 20, 20, 19, 25, 49, 36, 2, 46, 32, 24, 46, 45, 40, 3, 31, 43, 5, 23, 12, 36, 31, 2, 10, 41, 21, 5, 25, 0, 25, 42, 4, 35, 50, 23, 50, 43, 41, 13, 18, 29, 2, 36, 42, 5, 30, 30, 41, 5, 0, 37, 11, 2, 22, 14, 1, 2, 27, 2, 20, 21, 20, 20, 10, 23, 31, 13, 46, 44, 3, 6, 48, 26, 19, 21, 7, 7, 18, 40, 41, 21, 3, 43, 37, 24, 20, 46, 22, 3, 24, 15, 44, 36, 41, 39, 46, 22, 31, 17, 2, 23, 19, 29, 40, 38, 46, 24, 41, 3, 28, 44, 28, 2, 18, 26, 9, 46, 36, 7, 36, 31, 23, 14, 11, 3, 25]
[49, 4, 11, 29, 34, 31, 17, 20, 36, 38, 44, 45, 18, 26, 43, 39, 27, 20, 0, 30, 31, 0, 19, 7, 19, 27, 24, 8, 41, 25, 18, 2, 39, 48, 3, 29, 14, 2, 46, 36, 15, 8, 27, 10, 32, 2, 32, 8, 13, 9, 0, 29, 39, 35, 22, 16, 5, 10, 17, 28, 50, 11, 40, 4, 16, 7, 31, 49, 41, 18, 18, 4, 2, 7, 7, 38, 22, 45, 5, 2, 28, 14, 45, 44, 18, 47, 48, 1, 24, 47, 2, 32, 13, 35, 25, 42, 11, 34, 38, 46, 41, 14, 1, 47, 42, 13, 43, 42, 25, 36, 9, 1, 36, 45, 11, 40, 5, 31, 44, 14, 28, 5, 34, 22, 44, 43, 11, 18, 39, 17, 47, 8, 28, 23, 46, 30, 15, 0, 10, 33, 14, 7, 7, 26, 27, 38, 31, 20, 7, 36, 0, 20, 2, 19, 19, 27, 9, 28, 37, 19, 0, 40, 31, 29, 31, 19, 49, 29, 17, 25, 6, 13, 13, 3, 8, 13, 24, 24, 5, 23, 4, 32, 27, 27, 16, 50, 11, 37, 30, 32, 46, 19]
[27, 10, 10, 40, 7, 9, 9, 5, 14, 16, 27, 18, 47, 31, 3, 49, 28, 43, 11, 44, 25, 19, 0, 22, 10, 23, 11, 3, 9, 35, 49, 27, 19, 7, 32, 7, 50, 25, 20, 36, 46, 47, 20, 31, 40, 31, 1, 22, 28, 21, 12, 32, 2, 17, 31, 48, 39, 35, 15, 46, 40, 49, 17, 6, 42, 31, 12, 47, 43, 4, 5, 40, 25, 2, 10, 40, 15, 32, 43, 47, 36, 26, 24, 39, 36, 11, 42, 48, 32, 36, 3, 38, 32, 37, 11, 40, 37, 4, 4, 19, 43, 10, 43, 0, 4, 2, 41, 14, 43, 4, 18, 32, 20, 23, 25, 12, 16, 17, 9, 38, 30, 3, 33, 6, 50, 31, 50, 49, 43, 5, 42, 34, 11, 30, 7, 11, 8, 7, 45, 0, 35, 7, 50, 46, 12, 33, 27, 4, 36, 35, 15, 11, 43, 42, 50, 31, 13, 26, 48, 23, 49, 36, 26, 45, 17, 11, 34, 25, 41, 41, 49, 8, 29, 7, 2, 36, 9, 21, 5, 6, 40, 1, 26, 36, 19, 43, 46, 6, 2, 13, 37, 25]
[35, 44, 16, 41, 16, 29, 18, 28, 45, 31, 7, 35, 20, 33, 42, 25, 26, 32, 32, 15, 35, 7, 22, 0, 26, 2, 44, 34, 44, 45, 41, 27, 16, 45, 24, 4, 14, 47, 14, 24, 28, 8, 2, 24, 8, 13, 3, 31, 43, 37, 32, 36, 41, 38, 16, 47, 36, 4, 43, 40, 13, 9, 35, 11, 24, 0, 38, 27, 10, 34, 12, 49, 20, 35, 48, 27, 42, 44, 23, 32, 24, 11, 6, 36, 26, 28, 1, 29, 33, 41, 6, 20, 38, 30, 18, 34, 14, 3, 34, 11, 4, 34, 21, 31, 49, 29, 16, 20, 42, 4, 3, 45, 27, 46, 6, 47, 37, 12, 17, 16, 29, 5, 22, 42, 10, 14, 9, 40, 49, 14, 46, 7, 28, 20, 10, 26, 18, 19, 29, 25, 41, 45, 5, 4, 14, 14, 28, 50, 26, 34, 48, 28, 4, 43, 12, 0, 9, 6, 46, 46, 22, 38, 29, 18, 30, 41, 0, 17, 7, 36, 38, 43, 48, 16, 5, 4, 47, 9, 48, 18, 29, 46, 19, 26, 4, 21, 31, 44, 37, 45, 42, 44]
