N1,N2,...,Nx
[3, 0, 0, 25, 6, 12, 12, 1, 2, 48, 0, 44, 11, 14, 27, 0, 47, 16, 23, 24, 20, 41, 14, 32, 2, 14, 42, 40, 14, 26, 8, 50, 47, 48, 5, 40, 18, 41, 17, 8, 20, 28, 31, 14, 50, 47, 41, 49, 33, 1, 48, 28, 26, 49, 27, 4, 49, 22, 45, 46, 22, 4, 37, 22, 21, 38, 35, 40, 38, 18, 39, 33, 26, 13, 24, 24, 40, 42, 7, 35, 16, 4, 48, 29, 17, 49, 45, 16, 15, 18, 19, 45, 26, 17, 30, 9, 0, 29, 47, 1, 30, 22, 6, 41, 23, 24, 11, 2, 26, 43, 4, 45, 24, 31, 7, 23, 42, 18, 33, 13, 49, 31, 42, 5, 27, 39, 7, 15, 34, 7, 41, 41, 36, 32, 7, 29, 27, 22, 37, 11, 18, 24, 25, 17, 40, 25, 27, 50, 9, 47, 24, 6, 47, 26, 0, 33, 46, 50, 37, 9, 50, 34, 12, 3, 22]
[23, 11, 12, 14, 26, 28, 39, 34, 2, 37, 44, 0, 40, 43, 40, 45, 18, 42, 11, 34, 30, 20, 23, 45, 31, 43, 30, 0, 24, 36, 7, 33, 29, 31, 32, 3, 35, 22, 35, 32, 38, 50, 13, 30, 2, 21, 39, 30, 37, 2, 7, 46, 34, 27, 42, 27, 36, 13, 28, 41, 2, 24, 14, 17, 39, 17, 14, 6, 19, 6, 15, 37, 30, 37, 1, 35, 21, 2, 26, 44, 38, 29, 8, 36, 21, 6, 9, 36, 44, 23, 0, 20, 14, 16, 38, 50, 8, 29, 3, 15, 41, 42, 0, 6, 23, 36, 27, 19, 14, 20, 6, 20, 18, 35, 21, 13, 8, 26, 34, 47, 50, 28, 19, 20, 46, 5, 33, 20, 10, 46, 4, 36, 48, 42, 33, 42, 20, 10, 45, 35, 21, 45, 7, 4, 49, 43, 30, 33, 4, 39, 36, 39, 48, 22, 3, 28, 38, 45, 17, 29, 1, 35, 26, 11, 48]
[17, 28, 13, 16, 17, 5, 2, 11, 34, 0, 11, 40, 0, 14, 10, 45, 32, 28, 24, 27, 36, 14, 10, 35, 9, 23, 5, 42, 50, 37, 1, 42, 35, 14, 4, 1, 25, 20, 26, 31, 12, 31, 45, 41, 13, 21, 30, 36, 44, 14, 11, 27, 1, 32, 34, 16, 46, 18, 45, 36, 29, 45, 15, 34, 25, 4, 7, 8, 4, 25, 47, 38, 1, 21, 40, 7, 19, 38, 38, 4, 4, 18, 25, 49, 29, 29, 7, 42, 5, 25, 1, 19, 20, 27, 28, 31, 40, 37, 30, 12, 8, 8, 3, 19, 47, 37, 47, 37, 44, 15, 4, 5, 21, 0, 14, 9, 20, 42, 30, 3, 27, 50, 12, 10, 46, 36, 3, 49, 17, 9, 46, 9, 49, 14, 46, 43, 47, 5, 16, 25, 7, 49, 2, 31, 50, 15, 42, 39, 3, 45, 24, 21, 38, 33, 0, 45, 42, 21, 48, 30, 13, 49, 24, 0, 14]
[40, 11, 28, 48, 14, 18, 20, 8, 44, 4, 14, 43, 14, 0, 16, 1, 28, 4, 10, 28, 1, 9, 10, 37, 39, 14, 33, 20, 14, 40, 37, 6, 39, 37, 21, 14, 26, 40, 42, 11, 14, 37, 2, 13, 30, 44, 48, 36, 47, 40, 4, 4, 24, 16, 23, 30, 11, 6, 8, 4, 24, 29, 44, 23, 24, 23, 1, 49, 9, 17, 18, 50, 33, 36, 46, 27, 17, 21, 35, 46, 48, 43, 21, 2, 6, 27, 48, 1, 40, 18, 4, 21, 15, 13, 29, 15, 25, 11, 29, 35, 16, 16, 26, 6, 23, 37, 5, 22, 25, 2, 27, 33, 3, 41, 46, 31, 19, 50, 47, 30, 48, 18, 3, 45, 4, 36, 5, 39, 17, 50, 14, 36, 40, 47, 15, 15, 50, 0, 19, 28, 33, 8, 17, 32, 12, 10, 17, 45, 13, 48, 4, 6, 35, 40, 35, 27, 41, 29, 15, 50, 43, 26, 29, 17, 33]
[30, 28, 23, 34, 41, 35, 22, 41, 41, 12, 27, 40, 10, 16, 0, 49, 28, 14, 26, 10, 17, 45, 10, 10, 25, 1, 50, 35, 47, 1, 43, 20, 21, 50, 40, 24, 32, 5, 6, 41, 27, 26, 17, 3, 33, 41, 0, 29, 29, 39, 44, 49, 27, 30, 50, 42, 23, 30, 3, 47, 44, 25, 4, 8, 15, 13, 32, 1, 31, 31, 23, 14, 15, 6, 46, 24, 49, 27, 7, 34, 39, 48, 42, 18, 32, 3, 41, 9, 6, 3, 45, 8, 13, 12, 41, 32, 0, 30, 19, 33, 3, 48, 44, 43, 47, 34, 12, 10, 28, 10, 19, 10, 34, 1, 50, 19, 25, 25, 6, 23, 18, 28, 1, 22, 46, 13, 30, 5, 25, 49, 28, 2, 35, 17, 12, 9, 8, 14, 31, 29, 28, 30, 8, 3, 10, 22, 15, 14, 32, 36, 0, 31, 22, 17, 6, 32, 33, 17, 31, 46, 3, 30, 38, 6, 48]
[12, 19, 22, 21, 38, 27, 44, 2, 38, 15, 0, 45, 45, 1, 49, 0, 8, 21, 47, 46, 47, 25, 22, 37, 26, 8, 22, 36, 35, 28, 42, 17, 24, 22, 4, 37, 8, 39, 37, 21, 20, 22, 45, 5, 1, 25, 11, 20, 41, 20, 27, 35, 10, 25, 40, 0, 41, 28, 16, 46, 7, 17, 30, 12, 24, 48, 11, 49, 5, 47, 49, 3, 5, 46, 23, 11, 19, 0, 42, 9, 17, 31, 11, 41, 11, 45, 50, 23, 25, 10, 24, 6, 34, 43, 27, 29, 31, 26, 17, 20, 31, 49, 19, 50, 34, 41, 40, 41, 41, 23, 4, 39, 21, 10, 19, 37, 18, 48, 16, 43, 14, 48, 39, 8, 8, 28, 18, 45, 32, 17, 8, 9, 35, 13, 30, 10, 32, 8, 32, 39, 14, 33, 15, 14, 12, 6, 39, 14, 18, 27, 6, 23, 38, 26, 37, 45, 34, 39, 40, 7, 27, 36, 15, 46, 15]
[10, 0, 24, 3, 0, 5, 5, 5, 37, 33, 47, 18, 32, 28, 28, 8, 0, 15, 35, 50, 27, 43, 25, 9, 44, 27, 33, 46, 44, 16, 15, 41, 10, 44, 43, 28, 0, 29, 25, 20, 20, 11, 10, 32, 18, 33, 17, 17, 47, 0, 49, 6, 3, 8, 3, 38, 45, 45, 44, 47, 14, 20, 28, 7, 46, 32, 7, 34, 30, 8, 12, 32, 29, 26, 27, 27, 39, 40, 17, 44, 28, 3, 38, 42, 3, 2, 35, 29, 18, 39, 11, 6, 23, 10, 7, 17, 2, 1, 19, 37, 48, 11, 17, 8, 13, 17, 42, 1, 36, 14, 10, 48, 13, 42, 27, 13, 11, 44, 8, 35, 48, 17, 0, 44, 26, 49, 35, 37, 17, 22, 22, 35, 1, 26, 21, 33, 19, 32, 20, 28, 24, 32, 4, 43, 35, 35, 27, 7, 22, 48, 44, 22, 39, 15, 14, 48, 16, 42, 34, 18, 4, 13, 47, 20, 32]
[43, 24, 5, 23, 48, 8, 39, 49, 45, 1, 16, 42, 28, 4, 14, 21, 15, 0, 33, 15, 21, 13, 41, 13, 13, 6, 48, 25, 44, 21, 29, 3, 41, 34, 33, 37, 44, 50, 3, 31, 6, 10, 36, 29, 25, 32, 37, 12, 32, 5, 11, 24, 44, 38, 5, 46, 7, 45, 33, 43, 40, 41, 0, 15, 0, 9, 29, 40, 36, 15, 8, 35, 0, 40, 22, 0, 15, 34, 39, 44, 21, 7, 37, 37, 41, 1, 4, 37, 50, 40, 28, 29, 13, 14, 11, 23, 10, 7, 36, 13, 47, 46, 31, 8, 17, 31, 1, 29, 16, 46, 37, 24, 18, 31, 12, 20, 18, 8, 3, 38, 39, 27, 45, 18, 34, 3, 5, 44, 22, 18, 37, 24, 18, 35, 26, 17, 40, 28, 27, 13, 40, 38, 32, 49, 10, 27, 48, 15, 0, 36, 7, 49, 5, 33, 3, 42, 43, 42, 33, 40, 47, 25, 15, 8, 38]
[19, 47, 14, 2, 39, 8, 11, 50, 31, 26, 23, 11, 24, 10, 26, 47, 35, 33, 0, 11, 25, 12, 48, 24, 21, 45, 39, 16, 43, 31, 1, 27, 11, 35, 49, 45, 47, 31, 18, 27, 18, 12, 0, 15, 15, 37, 18, 23, 49, 35, 36, 10, 21, 16, 11, 11, 20, 22, 32, 33, 16, 30, 30, 19, 14, 41, 45, 20, 23, 36, 21, 8, 21, 22, 3, 5, 13, 12, 9, 1, 49, 14, 33, 9, 36, 45, 31, 36, 35, 19, 46, 47, 7, 46, 22, 6, 22, 12, 47, 25, 19, 36, 4, 25, 17, 15, 32, 46, 9, 29, 38, 9, 16, 8, 37, 9, 16, 29, 49, 22, 17, 15, 36, 3, 20, 20, 39, 44, 27, 38, 47, 12, 15, 35, 19, 18, 36, 8, 25, 23, 19, 40, 22, 49, 49, 33, 31, 35, 34, 30, 16, 48, 41, 27, 8, 14, 50, 3, 50, 23, 50, 35, 48, 12, 26]
[13, 4, 27, 25, 20, 46, 32, 4, 8, 37, 24, 34, 27, 28, 10, 46, 50, 15, 11, 0, 16, 7, 3, 42, 39, 7, 29, 46, 21, 28, 19, 40, 2, 48, 26, 40, 13, 38, 25, 26, 0, 28, 36, 4, 40, 29, 36, 47, 47, 35, 29, 7, 31, 29, 10, 42, 45, 40, 23, 32, 50, 34, 32, 18, 39, 28, 27, 3, 14, 43, 50, 20, 40, 9, 14, 3, 12, 22, 33, 23, 14, 9, 33, 28, 35, 35, 41, 13, 44, 22, 16, 23, 29, 26, 35, 45, 33, 20, 45, 13, 22, 17, 31, 19, 19, 29, 1, 30, 14, 33, 36, 22, 22, 20, 19, 28, 23, 36, 2, 5, 1, 32, 2, 9, 40, 2, 11, 42, 34, 29, 6, 43, 14, 20, 37, 44, 1, 3, 13, 23, 25, 49, 15, 34, 6, 9, 24, 39, 31, 21, 24, 29, 42, 49, 15, 8, 32, 18, 8, 15, 40, 20, 5, 26, 32]
[33, 1, 49, 12, 35, 27, 44, 21, 20, 35, 20, 30, 36, 1, 17, 47, 27, 21, 25, 16, 0, 4, 15, 27, 31, 1, 5, 30, 6, 16, 16, 42, 10, 33, 45, 22, 26, 7, 41, 1, 29, 12, 12, 42, 0, 8, 42, 12, 47, 49, 50, 9, 32, 21, 31, 39, 5, 30, 21, 40, 3, 7, 48, 44, 1, 17, 11, 3, 25, 17, 36, 24, 7, 7, 9, 42, 42, 41, 43, 15, 19, 4, 34, 48, 41, 44, 37, 0, 7, 44, 5, 41, 12, 2, 18, 36, 35, 49, 25, 22, 20, 25, 39, 28, 14, 17, 16, 11, 27, 15, 48, 17, 47, 40, 6, 29, 22, 43, 5, 43, 35, 39, 8, 27, 35, 2, 38, 40, 6, 21, 36, 39, 11, 22, 30, 40, 47, 47, 30, 7, 3, 2, 48, 26, 35, 5, 3, 3, 10, 22, 14, 36, 16, 5, 19, 25, 42, 44, 41, 43, 25, 38, 39, 23, 10]
[32, 9, 40, 40, 5, 1, 33, 48, 48, 26, 41, 20, 14, 9, 45, 25, 43, 13, 12, 7, 4, 0, 7, 16, 0, 37, 34, 23, 34, 35, 27, 4, 30, 44, 17, 18, 22, 5, 42, 28, 22, 8, 28, 11, 10, 1, 21, 13, 12, 47, 13, 16, 35, 32, 50, 27, 32, 4, 37, 23, 14, 19, 31, 48, 2, 37, 20, 49, 34, 36, 12, 15, 33, 12, 17, 12, 40, 8, 7, 48, 0, 19, 10, 9, 42, 30, 43, 17, 26, 3, 49, 42, 36, 43, 43, 42, 50, 8, 21, 3, 34, 26, 39, 44, 34, 1, 24, 16, 46, 48, 41, 29, 3, 18, 47, 10, 12, 31, 17, 10, 42, 7, 8, 34, 37, 34, 21, 8, 39, 20, 25, 14, 48, 14, 34, 35, 27, 9, 33, 12, 24, 42, 24, 29, 23, 18, 30, 36, 36, 29, 7, 33, 39, 14, 24, 19, 16, 1, 36, 35, 19, 1, 35, 44, 26]
[4, 7, 14, 2, 13, 47, 6, 9, 43, 47, 14, 23, 10, 10, 10, 22, 25, 41, 48, 3, 15, 7, 0, 48, 50, 40, 0, 22, 29, 20, 23, 32, 18, 28, 14, 8, 46, 19, 4, 8, 25, 25, 26, 15, 6, 6, 27, 15, 10, 5, 26, 22, 32, 12, 21, 21, 31, 3, 24, 37, 21, 23, 10, 34, 22, 9, 23, 18, 9, 11, 5, 20, 36, 45, 23, 9, 12, 23, 46, 20, 42, 23, 39, 41, 7, 0, 2, 47, 34, 7, 35, 38, 33, 12, 4, 25, 0, 18, 40, 8, 34, 13, 17, 39, 18, 6, 49, 6, 23, 49, 44, 13, 30, 9, 32, 4, 30, 28, 15, 18, 22, 45, 23, 44, 9, 5, 14, 37, 32, 22, 30, 31, 15, 45, 3, 8, 42, 7, 27, 24, 9, 26, 4, 24, 23, 20, 23, 48, 11, 45, 45, 26, 28, 33, 26, 18, 36, 32, 1, 43, 22, 16, 26, 13, 31]
[47, 28, 30, 0, 0, 6, 49, 38, 8, 18, 32, 45, 35, 37, 10, 37, 9, 13, 24, 42, 27, 16, 48, 0, 8, 9, 29, 27, 46, 11, 19, 8, 4, 32, 3, 21, 3, 10, 2, 19, 21, 2, 24, 31, 13, 48, 45, 41, 11, 18, 11, 24, 46, 33, 23, 5, 34, 41, 28, 28, 50, 21, 32, 29, 23, 39, 5, 2, 49, 40, 23, 21, 1, 14, 33, 36, 17, 3, 48, 14, 31, 7, 42, 35, 31, 33, 32, 20, 25, 7, 20, 24, 40, 15, 44, 19, 5, 27, 24, 2, 26, 1, 11, 11, 13, 39, 7, 3, 12, 39, 4, 2, 36, 50, 1, 4, 6, 43, 11, 26, 48, 31, 25, 18, 20, 46, 18, 21, 42, 8, 26, 14, 22, 22, 4, 20, 5, 20, 42, 3, 38, 38, 24, 3, 10, 29, 24, 3, 11, 27, 50, 0, 46, 50, 37, 45, 9, 19, 19, 44, 9, 3, 23, 2, 28]
[19, 0, 0, 41, 11, 18, 18, 10, 7, 11, 2, 31, 9, 39, 25, 26, 44, 13, 21, 39, 31, 0, 50, 8, 0, 34, 50, 3, 23, 45, 5, 48, 42, 18, 47, 8, 24, 19, 26, 0, 46, 31, 9, 50, 28, 35, 36, 41, 32, 47, 17, 40, 13, 4, 48, 15, 13, 1, 41, 50, 18, 6, 20, 27, 39, 44, 6, 5, 3, 47, 22, 34, 36, 6, 36, 21, 30, 41, 35, 20, 38, 27, 3, 21, 38, 11, 26, 34, 23, 10, 7, 4, 11, 0, 44, 46, 11, 17, 27, 11, 27, 19, 48, 15, 12, 21, 37, 37, 49, 7, 5, 2, 9, 23, 8, 3, 2, 3, 3, 34, 18, 47, 13, 17, 29, 41, 25, 29, 28, 10, 48, 42, 12, 9, 43, 20, 24, 42, 12, 34, 24, 48, 49, 49, 23, 15, 25, 33, 15, 19, 26, 27, 11, 43, 27, 33, 42, 2, 46, 17, 13, 36, 34, 18, 46]
[31, 6, 9, 4, 45, 49, 49, 7, 41, 41, 14, 43, 23, 14, 1, 8, 27, 6, 45, 7, 1, 37, 40, 9, 34, 0, 29, 4, 50, 44, 15, 16, 24, 48, 7, 38, 22, 44, 10, 1, 29, 13, 35, 9, 45, 46, 28, 28, 17, 1, 2, 45, 47, 35, 12, 24, 19, 18, 1, 4, 46, 31, 3, 32, 18, 50, 8, 18, 37, 29, 15, 38, 26, 8, 10, 22, 39, 24, 33, 36, 6, 45, 37, 12, 32, 27, 11, 5, 28, 7, 15, 16, 35, 3, 7, 43, 1, 17, 49, 4, 37, 39, 49, 26, 36, 45, 32, 47, 43, 10, 20, 37, 8, 4, 24, 13, 28, 6, 43, 23, 6, 29, 23, 13, 20, 6, 38, 39, 22, 35, 16, 27, 50, 36, 49, 44, 38, 44, 39, 20, 13, 47, 2, 26, 48, 47, 16, 20, 25, 12, 24, 46, 9, 17, 24, 41, 41, 28, 35, 15, 16, 22, 15, 16, 39]
[15, 17, 3, 4, 9, 24, 17, 37, 0, 36, 42, 30, 5, 33, 50, 22, 33, 48, 39, 29, 5, 34, 0, 29, 50, 29, 0, 47, 48, 41, 41, 31, 29, 49, 45, 9, 44, 38, 38, 8, 1, 26, 49, 46, 11, 3, 6, 43, 44, 30, 40, 2, 30, 36, 2, 8, 37, 24, 28, 42, 12, 45, 3, 4, 29, 6, 41, 13, 31, 3, 6, 3, 22, 19, 36, 34, 8, 5, 2, 28, 38, 20, 12, 27, 0, 22, 43, 33, 22, 27, 43, 49, 2, 20, 46, 27, 3, 14, 0, 45, 39, 45, 3, 39, 48, 22, 17, 47, 31, 18, 35, 10, 34, 32, 13, 11, 13, 45, 43, 0, 43, 24, 40, 27, 26, 2, 37, 41, 41, 49, 26, 12, 8, 16, 38, 49, 39, 20, 21, 23, 48, 31, 50, 11, 24, 14, 1, 41, 14, 22, 43, 9, 30, 26, 16, 30, 32, 33, 20, 49, 36, 28, 30, 42, 36]
[40, 35, 21, 13, 10, 9, 27, 18, 33, 12, 40, 0, 42, 20, 35, 36, 46, 25, 16, 46, 30, 23, 22, 27, 3, 4, 47, 0, 28, 39, 44, 29, 23, 32, 5, 28, 2, 9, 29, 21, 42, 35, 38, 43, 8, 14, 21, 38, 37, 47, 8, 45, 27, 12, 27, 36, 33, 33, 34, 22, 8, 43, 44, 45, 32, 49, 42, 0, 4, 29, 16, 39, 3, 33, 28, 50, 8, 4, 39, 5, 27, 32, 13, 29, 10, 11, 20, 39, 10, 10, 1, 6, 31, 32, 27, 22, 23, 30, 33, 6, 24, 10, 1, 42, 38, 44, 15, 34, 17, 9, 37, 14, 8, 13, 4, 50, 40, 5, 24, 33, 7, 15, 31, 15, 26, 20, 29, 10, 22, 23, 9, 7, 25, 49, 33, 37, 22, 3, 1, 48, 2, 19, 42, 10, 1, 35, 8, 8, 43, 31, 45, 19, 37, 11, 18, 49, 40, 16, 44, 22, 50, 33, 22, 14, 13]
