N1,N2,...,Nx
[36, 31, 4, 17, 28, 4, 49, 29, 7, 2, 47, 34, 0, 40, 13, 49, 40, 16, 9, 19, 10, 40, 32, 29, 31, 31, 16, 48, 13, 12, 24, 15, 44, 10, 40, 33, 38, 10, 16, 24, 0, 26, 6, 19, 30, 11, 20, 26, 18, 37, 49, 31, 16, 27, 38, 0, 11, 29, 39, 40, 5, 24, 47, 15, 47, 18, 42, 9, 16, 40, 13, 25, 10, 19, 29, 37, 20, 29, 27, 3, 35, 26, 21, 24, 41, 12, 33, 4, 31, 4, 46, 9, 28, 37, 15, 9, 40, 48, 40, 4, 33, 3, 48, 22, 44, 9, 46, 42, 24, 14]
[2, 26, 22, 36, 5, 23, 30, 34, 5, 48, 40, 2, 40, 0, 12, 37, 3, 5, 28, 39, 33, 13, 28, 20, 34, 41, 25, 12, 18, 20, 10, 31, 25, 43, 37, 19, 3, 16, 41, 44, 46, 8, 8, 21, 15, 30, 7, 5, 15, 6, 5, 48, 37, 13, 47, 9, 34, 36, 44, 38, 27, 12, 31, 39, 48, 9, 29, 35, 25, 0, 33, 9, 38, 26, 8, 24, 5, 29, 28, 6, 31, 43, 42, 11, 39, 50, 17, 26, 28, 32, 8, 46, 3, 25, 6, 26, 35, 33, 46, 10, 9, 33, 6, 17, 49, 50, 39, 31, 18, 43]
[33, 44, 22, 8, 30, 50, 29, 37, 31, 41, 11, 27, 13, 12, 0, 9, 11, 4, 17, 38, 38, 20, 33, 18, 3, 6, 27, 37, 4, 44, 32, 6, 14, 38, 24, 31, 12, 19, 47, 13, 26, 50, 1, 29, 23, 19, 42, 49, 26, 6, 22, 26, 16, 18, 50, 13, 31, 21, 41, 0, 20, 16, 34, 45, 39, 39, 23, 15, 5, 33, 17, 18, 7, 34, 34, 34, 33, 44, 8, 35, 26, 28, 25, 16, 22, 45, 50, 50, 42, 7, 44, 2, 34, 48, 49, 13, 17, 30, 43, 3, 16, 21, 10, 40, 13, 25, 32, 6, 30, 21]
[28, 44, 40, 44, 41, 0, 33, 19, 18, 31, 48, 43, 49, 37, 9, 0, 0, 35, 29, 33, 28, 31, 17, 20, 44, 40, 49, 0, 43, 4, 25, 36, 7, 50, 33, 25, 39, 33, 35, 15, 33, 32, 28, 12, 13, 0, 16, 50, 27, 8, 15, 23, 9, 1, 4, 32, 39, 36, 11, 14, 22, 17, 45, 20, 18, 9, 37, 17, 48, 8, 42, 39, 34, 19, 1, 44, 20, 40, 18, 34, 47, 18, 16, 15, 33, 21, 30, 27, 40, 21, 38, 46, 7, 2, 45, 31, 46, 23, 20, 48, 34, 29, 7, 42, 45, 49, 6, 48, 35, 35]
[19, 12, 28, 46, 11, 18, 14, 2, 2, 11, 20, 8, 40, 3, 11, 0, 0, 39, 47, 13, 30, 15, 35, 36, 10, 4, 39, 44, 18, 17, 11, 28, 14, 39, 26, 4, 23, 38, 31, 33, 30, 48, 0, 31, 50, 47, 42, 12, 44, 8, 38, 6, 34, 6, 8, 19, 0, 5, 8, 16, 1, 15, 12, 9, 11, 26, 8, 7, 43, 24, 44, 41, 27, 16, 10, 25, 0, 43, 46, 43, 3, 31, 3, 47, 12, 7, 37, 1, 41, 12, 15, 20, 28, 4, 21, 26, 48, 30, 25, 44, 41, 32, 22, 49, 11, 37, 35, 14, 31, 39]
[24, 32, 16, 12, 32, 38, 0, 36, 28, 14, 45, 11, 16, 5, 4, 35, 39, 0, 36, 43, 21, 21, 41, 47, 29, 14, 37, 19, 25, 36, 14, 42, 10, 17, 11, 3, 40, 29, 39, 21, 31, 23, 40, 10, 48, 0, 42, 14, 16, 48, 45, 4, 1, 45, 5, 41, 8, 20, 46, 45, 27, 38, 0, 43, 5, 45, 41, 25, 17, 3, 24, 44, 50, 7, 34, 7, 16, 10, 32, 49, 33, 17, 42, 1, 4, 0, 48, 50, 24, 20, 19, 37, 30, 1, 39, 10, 36, 31, 24, 26, 21, 5, 27, 49, 23, 17, 1, 19, 10, 29]
[26, 43, 1, 38, 0, 20, 46, 45, 39, 35, 27, 40, 9, 28, 17, 29, 47, 36, 0, 40, 28, 5, 22, 38, 41, 44, 50, 24, 12, 37, 34, 32, 17, 28, 47, 7, 28, 28, 28, 37, 19, 50, 37, 37, 1, 46, 39, 26, 44, 32, 14, 34, 32, 32, 47, 42, 11, 35, 49, 13, 28, 5, 29, 35, 7, 11, 8, 30, 48, 9, 40, 22, 36, 14, 11, 17, 7, 28, 7, 38, 11, 29, 2, 25, 38, 10, 46, 21, 33, 35, 3, 36, 44, 9, 39, 44, 13, 14, 22, 17, 26, 42, 20, 6, 12, 28, 26, 47, 42, 46]
[12, 15, 26, 30, 46, 23, 21, 21, 19, 14, 19, 25, 19, 39, 38, 33, 13, 43, 40, 0, 25, 24, 8, 7, 8, 31, 28, 20, 20, 3, 15, 26, 16, 21, 40, 5, 21, 23, 44, 11, 43, 22, 14, 4, 9, 33, 44, 22, 7, 21, 14, 24, 26, 44, 46, 27, 44, 16, 46, 11, 3, 29, 31, 22, 9, 41, 38, 41, 12, 42, 31, 34, 7, 25, 19, 26, 21, 8, 45, 1, 37, 40, 32, 3, 10, 34, 15, 29, 0, 32, 12, 45, 37, 37, 44, 47, 14, 13, 32, 44, 36, 8, 46, 1, 36, 5, 43, 6, 14, 30]
[28, 47, 44, 6, 20, 9, 42, 1, 29, 33, 7, 46, 10, 33, 38, 28, 30, 21, 28, 25, 0, 5, 32, 43, 4, 20, 26, 2, 4, 46, 11, 20, 6, 39, 34, 39, 6, 23, 28, 3, 9, 34, 35, 19, 42, 38, 1, 33, 27, 28, 16, 42, 6, 45, 3, 29, 0, 41, 24, 50, 9, 43, 28, 4, 15, 39, 10, 10, 35, 3, 17, 50, 49, 36, 31, 30, 11, 48, 45, 12, 23, 28, 1, 18, 43, 37, 0, 48, 50, 42, 40, 13, 32, 27, 15, 6, 46, 15, 20, 12, 44, 30, 23, 41, 47, 48, 18, 4, 44, 42]
[12, 47, 24, 1, 2, 26, 10, 12, 37, 1, 15, 49, 40, 13, 20, 31, 15, 21, 5, 24, 5, 0, 17, 37, 27, 0, 36, 19, 47, 22, 24, 17, 11, 12, 7, 5, 15, 2, 17, 32, 27, 20, 45, 16, 13, 33, 38, 0, 31, 15, 33, 31, 7, 28, 45, 14, 26, 31, 49, 13, 42, 8, 20, 12, 0, 24, 7, 29, 1, 39, 42, 9, 5, 11, 44, 10, 33, 8, 20, 50, 26, 48, 47, 15, 29, 26, 43, 29, 18, 34, 46, 4, 0, 50, 6, 23, 20, 20, 14, 50, 40, 26, 7, 20, 3, 42, 15, 43, 35, 26]
[2, 22, 41, 29, 25, 0, 21, 10, 0, 15, 18, 39, 32, 28, 33, 17, 35, 41, 22, 8, 32, 17, 0, 26, 42, 36, 15, 1, 10, 32, 8, 44, 13, 21, 35, 21, 46, 19, 16, 34, 45, 43, 2, 20, 24, 37, 28, 15, 30, 10, 25, 29, 47, 43, 47, 26, 49, 29, 18, 1, 10, 35, 49, 0, 17, 6, 16, 46, 43, 41, 36, 43, 23, 14, 48, 22, 2, 45, 18, 3, 13, 41, 38, 15, 21, 34, 24, 36, 32, 21, 16, 45, 22, 23, 46, 34, 41, 30, 0, 48, 12, 25, 36, 42, 12, 22, 4, 13, 3, 18]
[24, 39, 23, 41, 41, 26, 41, 50, 34, 46, 12, 6, 29, 20, 18, 20, 36, 47, 38, 7, 43, 37, 26, 0, 47, 50, 19, 0, 48, 28, 13, 19, 5, 50, 38, 40, 9, 40, 15, 20, 25, 10, 14, 36, 6, 43, 20, 37, 44, 39, 10, 21, 48, 28, 17, 41, 38, 48, 8, 15, 47, 9, 8, 36, 44, 24, 45, 21, 10, 2, 19, 35, 22, 11, 21, 38, 9, 48, 34, 13, 9, 39, 12, 45, 3, 24, 6, 22, 8, 45, 24, 36, 29, 44, 5, 17, 27, 31, 43, 45, 50, 19, 39, 41, 30, 21, 14, 21, 41, 5]
[33, 43, 43, 27, 18, 9, 5, 26, 25, 4, 43, 20, 31, 34, 3, 44, 10, 29, 41, 8, 4, 27, 42, 47, 0, 2, 26, 45, 49, 30, 17, 39, 46, 33, 1, 40, 31, 40, 23, 16, 46, 21, 22, 9, 12, 1, 13, 19, 25, 38, 35, 20, 34, 37, 0, 33, 0, 47, 28, 8, 26, 17, 10, 45, 27, 28, 22, 18, 42, 8, 26, 40, 34, 32, 23, 37, 19, 35, 26, 37, 40, 28, 34, 29, 44, 46, 6, 41, 4, 49, 28, 12, 50, 20, 29, 3, 22, 3, 33, 50, 35, 6, 27, 31, 28, 34, 39, 39, 24, 26]
[1, 27, 43, 0, 40, 32, 4, 30, 1, 47, 15, 3, 31, 41, 6, 40, 4, 14, 44, 31, 20, 0, 36, 50, 2, 0, 35, 12, 20, 45, 32, 35, 43, 30, 46, 0, 41, 15, 25, 39, 46, 40, 39, 39, 29, 1, 33, 13, 35, 48, 6, 46, 16, 18, 25, 29, 24, 35, 15, 17, 48, 46, 20, 49, 20, 33, 47, 12, 47, 7, 36, 9, 31, 36, 44, 26, 13, 42, 21, 40, 8, 37, 24, 4, 25, 32, 7, 39, 0, 48, 0, 21, 21, 45, 28, 14, 7, 35, 2, 0, 49, 33, 49, 22, 9, 17, 16, 28, 37, 9]
[9, 14, 5, 44, 35, 23, 30, 36, 29, 12, 14, 39, 16, 25, 27, 49, 39, 37, 50, 28, 26, 36, 15, 19, 26, 35, 0, 11, 4, 6, 6, 47, 32, 36, 32, 11, 46, 43, 18, 20, 47, 36, 39, 26, 16, 15, 43, 14, 22, 31, 26, 9, 31, 21, 45, 37, 35, 2, 41, 46, 50, 26, 19, 10, 15, 4, 17, 42, 6, 46, 49, 16, 26, 30, 11, 48, 6, 5, 8, 16, 45, 28, 1, 49, 28, 16, 27, 10, 38, 13, 6, 44, 27, 35, 26, 29, 13, 49, 24, 42, 6, 1, 38, 32, 31, 39, 41, 43, 49, 39]
[13, 34, 4, 8, 27, 6, 7, 9, 21, 46, 0, 11, 48, 12, 37, 0, 44, 19, 24, 20, 2, 19, 1, 0, 45, 12, 11, 0, 31, 39, 0, 45, 36, 43, 31, 35, 40, 26, 0, 43, 46, 7, 47, 37, 1, 50, 15, 49, 41, 14, 16, 50, 4, 44, 13, 33, 49, 44, 48, 44, 46, 21, 8, 32, 1, 21, 19, 27, 39, 21, 39, 30, 25, 19, 30, 17, 6, 39, 13, 34, 22, 10, 12, 7, 0, 43, 44, 38, 11, 17, 45, 12, 18, 47, 10, 38, 10, 22, 37, 13, 4, 10, 31, 15, 20, 40, 40, 20, 35, 20]
[48, 31, 22, 23, 3, 1, 17, 32, 48, 45, 15, 19, 13, 18, 4, 43, 18, 25, 12, 20, 4, 47, 10, 48, 49, 20, 4, 31, 0, 24, 19, 10, 19, 45, 42, 10, 31, 25, 42, 27, 28, 28, 46, 49, 13, 42, 4, 48, 13, 47, 41, 46, 46, 43, 30, 39, 22, 24, 1, 25, 49, 40, 30, 25, 34, 28, 27, 48, 35, 37, 39, 44, 50, 16, 47, 40, 1, 40, 14, 37, 17, 16, 2, 35, 38, 12, 16, 16, 17, 18, 15, 17, 23, 30, 3, 4, 3, 38, 0, 43, 11, 44, 15, 11, 22, 10, 36, 40, 12, 50]
[41, 2, 8, 35, 0, 3, 25, 29, 49, 5, 33, 39, 12, 20, 44, 4, 17, 36, 37, 3, 46, 22, 32, 28, 30, 45, 6, 39, 24, 0, 40, 36, 7, 50, 18, 31, 49, 24, 41, 22, 27, 15, 49, 16, 45, 36, 41, 42, 2, 30, 31, 12, 26, 50, 34, 39, 38, 31, 22, 49, 13, 22, 33, 20, 40, 33, 15, 47, 42, 38, 16, 44, 13, 21, 8, 32, 29, 20, 17, 33, 20, 6, 39, 18, 16, 15, 10, 49, 44, 4, 48, 33, 1, 15, 43, 34, 31, 49, 33, 12, 34, 39, 1, 36, 10, 40, 42, 29, 36, 49]
[0, 24, 26, 48, 21, 24, 20, 46, 10, 21, 6, 0, 24, 10, 32, 25, 11, 14, 34, 15, 11, 24, 8, 13, 17, 32, 6, 0, 19, 40, 0, 11, 38, 42, 10, 7, 19, 44, 20, 49, 4, 13, 28, 2, 44, 15, 21, 19, 49, 43, 22, 50, 6, 49, 20, 31, 38, 50, 5, 13, 49, 20, 34, 28, 14, 29, 9, 9, 6, 10, 16, 18, 43, 49, 37, 4, 49, 22, 34, 10, 8, 12, 16, 20, 10, 26, 21, 43, 35, 26, 21, 24, 48, 8, 49, 36, 17, 0, 8, 0, 33, 42, 26, 4, 42, 34, 38, 12, 35, 9]
[35, 15, 15, 29, 42, 50, 24, 33, 12, 5, 6, 28, 15, 31, 6, 36, 28, 42, 32, 26, 20, 17, 44, 19, 39, 35, 47, 45, 10, 36, 11, 0, 38, 13, 9, 40, 6, 1, 49, 44, 7, 27, 23, 43, 38, 38, 2, 14, 8, 37, 16, 37, 31, 12, 44, 26, 48, 39, 2, 48, 30, 17, 34, 2, 31, 10, 4, 50, 17, 30, 35, 24, 6, 29, 50, 38, 30, 9, 10, 7, 39, 19, 31, 47, 32, 6, 10, 28, 44, 18, 47, 49, 46, 2, 2, 3, 7, 32, 23, 31, 0, 10, 41, 3, 1, 29, 39, 21, 45, 23]
[34, 38, 22, 44, 33, 3, 29, 0, 39, 11, 18, 43, 44, 25, 14, 7, 14, 10, 17, 16, 6, 11, 13, 5, 46, 43, 32, 36, 19, 7, 38, 38, 0, 24, 8, 48, 49, 26, 30, 29, 10, 50, 6, 45, 27, 29, 5, 49, 12, 34, 7, 27, 33, 14, 17, 12, 34, 25, 6, 42, 7, 7, 15, 41, 1, 11, 8, 10, 44, 28, 48, 10, 19, 46, 36, 23, 26, 18, 45, 21, 5, 21, 37, 19, 25, 1, 4, 25, 13, 44, 7, 40, 32, 35, 29, 41, 24, 40, 43, 23, 50, 7, 44, 15, 23, 45, 48, 43, 34, 30]
[22, 41, 26, 23, 11, 23, 44, 47, 7, 34, 12, 38, 10, 43, 38, 50, 39, 17, 28, 21, 39, 12, 21, 50, 33, 30, 36, 43, 45, 50, 42, 13, 24, 0, 40, 16, 15, 31, 26, 47, 23, 17, 31, 29, 7, 47, 27, 36, 5, 5, 25, 13, 17, 14, 26, 11, 46, 10, 18, 5, 3, 18, 31, 25, 36, 17, 10, 21, 47, 42, 23, 38, 32, 43, 46, 7, 24, 32, 47, 12, 50, 18, 8, 9, 21, 46, 9, 20, 11, 18, 39, 17, 17, 6, 37, 36, 2, 38, 4, 33, 50, 0, 41, 10, 27, 20, 10, 33, 28, 25]
[29, 48, 38, 19, 10, 38, 34, 2, 13, 25, 40, 47, 40, 37, 24, 33, 26, 11, 47, 40, 34, 7, 35, 38, 1, 46, 32, 31, 42, 18, 10, 9, 8, 40, 0, 21, 35, 18, 15, 48, 28, 34, 21, 15, 43, 44, 31, 44, 3, 48, 20, 36, 8, 5, 33, 18, 6, 50, 3, 47, 23, 35, 40, 33, 13, 17, 27, 18, 6, 22, 21, 32, 22, 27, 40, 39, 28, 50, 14, 42, 12, 4, 11, 21, 35, 39, 47, 6, 22, 49, 42, 30, 21, 17, 19, 18, 31, 38, 50, 37, 6, 12, 44, 50, 1, 2, 29, 18, 34, 13]
[5, 35, 39, 24, 47, 4, 10, 41, 28, 2, 0, 46, 33, 19, 31, 25, 4, 3, 7, 5, 39, 5, 21, 40, 40, 0, 11, 35, 10, 31, 7, 40, 48, 16, 21, 0, 16, 32, 37, 24, 46, 48, 34, 7, 10, 10, 9, 26, 24, 34, 48, 30, 28, 8, 12, 24, 6, 45, 23, 36, 44, 49, 37, 1, 11, 16, 13, 11, 14, 22, 0, 21, 10, 23, 20, 2, 9, 25, 41, 44, 27, 14, 38, 38, 34, 15, 17, 24, 42, 4, 15, 48, 28, 24, 22, 9, 5, 22, 27, 9, 38, 31, 46, 34, 37, 14, 3, 16, 6, 25]
[22, 2, 4, 27, 16, 22, 36, 3, 47, 36, 28, 8, 38, 3, 12, 39, 23, 40, 28, 21, 6, 15, 46, 9, 31, 41, 46, 40, 31, 49, 19, 6, 49, 15, 35, 16, 0, 24, 35, 18, 42, 5, 7, 15, 44, 49, 44, 7, 26, 37, 36, 44, 50, 4, 1, 43, 44, 49, 12, 43, 30, 0, 33, 48, 37, 44, 25, 23, 17, 42, 0, 36, 31, 0, 39, 2, 47, 40, 21, 42, 18, 2, 21, 38, 28, 11, 27, 46, 44, 42, 32, 2, 46, 22, 42, 34, 10, 1, 16, 35, 2, 15, 0, 18, 17, 24, 8, 32, 46, 17]
[13, 43, 36, 17, 29, 38, 39, 26, 14, 46, 31, 43, 10, 16, 19, 33, 38, 29, 28, 23, 23, 2, 19, 40, 40, 15, 43, 26, 25, 24, 44, 1, 26, 31, 18, 32, 24, 0, 37, 13, 10, 18, 14, 34, 6, 21, 8, 11, 4, 7, 24, 39, 25, 42, 20, 3, 34, 42, 22, 18, 33, 27, 18, 15, 18, 39, 37, 1, 31, 0, 0, 40, 45, 47, 9, 10, 34, 8, 19, 49, 33, 16, 47, 7, 49, 29, 3, 19, 44, 41, 15, 37, 33, 45, 13, 4, 36, 43, 12, 21, 23, 3, 28, 4, 47, 6, 0, 48, 46, 32]
[36, 3, 25, 33, 20, 39, 31, 13, 34, 12, 23, 29, 16, 41, 47, 35, 31, 39, 28, 44, 28, 17, 16, 15, 23, 25, 18, 0, 42, 41, 20, 49, 30, 26, 15, 37, 35, 37, 0, 42, 24, 28, 0, 27, 37, 5, 20, 24, 40, 46, 35, 0, 31, 4, 16, 9, 2, 8, 4, 34, 44, 0, 0, 34, 45, 39, 3, 39, 32, 46, 19, 32, 30, 22, 45, 45, 10, 32, 33, 38, 2, 25, 37, 42, 29, 33, 7, 20, 44, 21, 29, 27, 14, 17, 16, 8, 3, 13, 29, 17, 32, 46, 9, 17, 6, 22, 35, 40, 12, 50]
[16, 34, 18, 24, 46, 28, 4, 25, 12, 49, 10, 21, 24, 44, 13, 15, 33, 21, 37, 11, 3, 32, 34, 20, 16, 39, 20, 43, 27, 22, 49, 44, 29, 47, 48, 24, 18, 13, 42, 0, 23, 9, 29, 12, 50, 22, 39, 20, 39, 34, 30, 49, 7, 20, 8, 41, 47, 41, 28, 20, 1, 44, 43, 0, 24, 2, 38, 4, 0, 41, 34, 35, 11, 50, 1, 25, 48, 36, 7, 10, 30, 38, 39, 5, 42, 13, 36, 8, 17, 18, 37, 31, 39, 9, 26, 5, 4, 2, 16, 46, 5, 37, 46, 32, 8, 3, 50, 12, 23, 12]
[32, 6, 1, 30, 25, 6, 18, 35, 28, 26, 30, 38, 0, 46, 26, 33, 30, 31, 19, 43, 9, 27, 45, 25, 46, 46, 47, 46, 28, 27, 4, 7, 10, 23, 28, 46, 42, 10, 24, 23, 0, 39, 7, 10, 22, 23, 0, 48, 5, 25, 3, 33, 47, 2, 7, 14, 42, 40, 8, 15, 23, 40, 29, 28, 29, 47, 12, 30, 48, 42, 21, 36, 9, 13, 7, 17, 5, 48, 1, 48, 18, 0, 18, 40, 6, 16, 38, 15, 42, 7, 18, 32, 6, 3, 43, 3, 30, 1, 19, 2, 46, 15, 15, 9, 35, 49, 6, 48, 12, 37]
[30, 45, 13, 32, 47, 22, 29, 41, 21, 41, 1, 15, 26, 8, 50, 32, 48, 23, 50, 22, 34, 20, 43, 10, 21, 40, 36, 7, 28, 15, 13, 27, 50, 17, 34, 48, 5, 18, 28, 9, 39, 0, 2, 40, 34, 47, 11, 6, 8, 40, 19, 25, 34, 32, 22, 0, 12, 47, 28, 6, 19, 39, 12, 38, 25, 27, 22, 48, 8, 14, 20, 26, 18, 34, 14, 21, 30, 45, 18, 42, 26, 19, 23, 13, 16, 13, 18, 29, 18, 17, 19, 41, 3, 32, 3, 41, 48, 12, 29, 23, 13, 17, 13, 27, 19, 29, 48, 31, 12, 39]
