N1,N2,...,Nx
[34, 10, 47, 14, 1, 25, 48, 26, 36, 18, 0, 43, 42, 25, 34, 50, 28, 43, 26, 38, 47, 17, 39, 37, 19, 23, 1, 6, 19, 17, 8, 11, 27, 26, 40, 31, 34, 30, 49, 27, 45, 46, 27, 12, 24, 45, 1, 21, 50, 35, 37, 3, 49, 9, 32, 9, 30, 50, 1, 6, 11, 22, 4, 49, 37, 5, 30, 2, 48, 42, 10, 45, 28, 31, 33, 21, 5, 22, 8, 23, 32, 38, 44, 25, 10, 10, 5, 22, 50, 17, 30, 11, 37, 27, 11, 5, 41, 46, 48, 49, 17, 29, 40, 27, 43, 28, 29, 37, 40, 9, 22, 29, 21, 0, 19, 25, 29, 1, 27, 17, 8, 31, 45]
[8, 28, 35, 14, 25, 26, 25, 24, 17, 15, 43, 0, 43, 28, 17, 13, 15, 44, 48, 46, 19, 42, 37, 27, 40, 25, 12, 43, 38, 31, 35, 3, 33, 20, 28, 0, 2, 24, 13, 2, 30, 33, 39, 31, 36, 19, 21, 40, 33, 50, 24, 38, 6, 33, 1, 41, 39, 18, 6, 47, 9, 48, 13, 28, 34, 20, 18, 38, 2, 45, 50, 41, 42, 1, 37, 15, 13, 3, 2, 10, 24, 50, 3, 29, 28, 23, 35, 8, 2, 30, 50, 1, 37, 48, 2, 14, 48, 32, 10, 32, 47, 0, 20, 7, 0, 46, 50, 29, 35, 25, 13, 7, 40, 31, 21, 3, 8, 17, 11, 17, 1, 26, 46]
[14, 11, 34, 14, 14, 3, 17, 41, 36, 31, 42, 43, 0, 36, 3, 22, 33, 18, 44, 31, 37, 19, 17, 49, 15, 13, 42, 19, 14, 6, 20, 45, 16, 3, 41, 17, 38, 17, 46, 17, 32, 39, 8, 21, 6, 30, 33, 33, 48, 15, 48, 1, 20, 31, 0, 42, 39, 18, 28, 24, 14, 21, 31, 35, 17, 47, 6, 15, 11, 23, 0, 0, 3, 7, 13, 22, 46, 39, 10, 20, 6, 15, 31, 8, 21, 10, 31, 9, 26, 21, 21, 28, 1, 21, 10, 17, 50, 15, 26, 1, 38, 36, 15, 11, 4, 49, 49, 22, 6, 43, 26, 6, 0, 35, 20, 47, 18, 20, 2, 48, 13, 37, 17]
[16, 48, 41, 48, 39, 35, 48, 49, 44, 9, 25, 28, 36, 0, 3, 17, 14, 45, 12, 19, 16, 26, 40, 47, 29, 40, 38, 10, 22, 29, 2, 43, 43, 4, 37, 12, 8, 3, 1, 46, 12, 5, 8, 6, 8, 5, 36, 15, 41, 25, 20, 26, 19, 35, 13, 11, 47, 4, 10, 49, 36, 28, 37, 49, 41, 38, 9, 49, 37, 41, 1, 15, 32, 34, 36, 15, 19, 27, 24, 36, 44, 6, 33, 42, 13, 24, 8, 43, 19, 30, 30, 48, 50, 10, 50, 41, 38, 16, 50, 48, 31, 0, 43, 26, 2, 7, 44, 3, 16, 29, 6, 31, 27, 48, 11, 10, 20, 42, 23, 27, 4, 45, 5]
[0, 38, 23, 0, 47, 32, 48, 32, 39, 24, 34, 17, 3, 3, 0, 18, 19, 36, 35, 44, 45, 41, 17, 37, 18, 48, 0, 3, 9, 31, 9, 0, 9, 38, 49, 31, 18, 34, 19, 11, 22, 15, 9, 0, 10, 15, 4, 41, 46, 43, 24, 4, 36, 19, 31, 25, 15, 10, 9, 12, 37, 45, 42, 3, 32, 7, 31, 28, 25, 11, 44, 2, 0, 7, 49, 36, 26, 37, 13, 32, 35, 37, 41, 36, 32, 49, 42, 22, 6, 19, 25, 49, 49, 39, 36, 9, 22, 18, 26, 22, 30, 8, 29, 33, 38, 20, 22, 1, 7, 4, 36, 38, 49, 1, 34, 14, 10, 27, 32, 25, 50, 28, 29]
[21, 31, 25, 15, 1, 32, 30, 30, 28, 2, 50, 13, 22, 17, 18, 0, 8, 1, 8, 8, 0, 27, 19, 16, 4, 5, 50, 45, 0, 7, 16, 37, 13, 2, 3, 49, 44, 39, 43, 1, 40, 49, 35, 23, 17, 26, 25, 11, 2, 10, 6, 5, 4, 26, 19, 1, 24, 18, 13, 47, 19, 35, 27, 4, 48, 17, 15, 5, 8, 12, 46, 1, 17, 49, 5, 35, 3, 24, 50, 25, 36, 4, 33, 49, 7, 37, 42, 20, 39, 35, 21, 18, 12, 8, 10, 24, 46, 50, 38, 0, 22, 10, 5, 18, 11, 30, 47, 23, 20, 26, 33, 13, 43, 10, 3, 5, 10, 15, 32, 1, 32, 7, 4]
[10, 32, 6, 31, 15, 21, 16, 20, 46, 19, 28, 15, 33, 14, 19, 8, 0, 16, 12, 5, 43, 0, 13, 42, 36, 39, 30, 11, 17, 23, 40, 42, 43, 10, 22, 43, 19, 43, 47, 12, 5, 18, 34, 33, 2, 12, 14, 40, 3, 13, 7, 40, 31, 48, 35, 2, 40, 50, 1, 8, 3, 17, 30, 21, 42, 8, 3, 21, 18, 11, 8, 36, 38, 18, 35, 19, 23, 34, 8, 19, 48, 37, 9, 32, 31, 20, 10, 21, 46, 24, 19, 32, 38, 32, 20, 15, 8, 18, 35, 42, 24, 3, 36, 8, 7, 4, 23, 22, 42, 43, 29, 28, 16, 29, 10, 2, 5, 15, 21, 48, 6, 38, 3]
[23, 17, 7, 26, 1, 42, 38, 12, 27, 28, 43, 44, 18, 45, 36, 1, 16, 0, 44, 25, 20, 29, 22, 8, 36, 14, 31, 33, 1, 29, 20, 15, 11, 21, 20, 40, 12, 0, 19, 40, 39, 25, 4, 34, 37, 11, 4, 16, 29, 15, 28, 18, 41, 49, 23, 0, 20, 34, 22, 45, 26, 4, 41, 11, 6, 47, 8, 47, 42, 8, 13, 42, 34, 45, 0, 43, 36, 11, 33, 40, 5, 19, 15, 10, 50, 15, 20, 10, 32, 2, 5, 1, 22, 31, 12, 1, 20, 27, 12, 30, 41, 4, 24, 45, 38, 50, 1, 35, 26, 11, 45, 16, 10, 0, 33, 16, 39, 15, 41, 45, 44, 36, 40]
[35, 25, 50, 50, 3, 38, 16, 38, 48, 22, 26, 48, 44, 12, 35, 8, 12, 44, 0, 27, 2, 44, 29, 5, 26, 0, 47, 13, 44, 4, 28, 48, 13, 0, 13, 23, 28, 14, 2, 12, 45, 6, 43, 40, 16, 34, 9, 5, 10, 18, 37, 23, 31, 24, 5, 31, 42, 0, 49, 48, 9, 1, 16, 18, 27, 35, 17, 21, 0, 28, 47, 24, 40, 29, 30, 15, 1, 27, 38, 35, 25, 17, 42, 1, 12, 23, 3, 22, 40, 9, 19, 42, 0, 24, 33, 42, 31, 11, 6, 23, 33, 2, 14, 26, 4, 8, 18, 15, 23, 9, 27, 5, 11, 8, 16, 29, 20, 17, 35, 32, 46, 28, 35]
[27, 39, 20, 24, 5, 40, 31, 46, 18, 11, 38, 46, 31, 19, 44, 8, 5, 25, 27, 0, 11, 28, 29, 1, 42, 28, 25, 44, 7, 18, 27, 29, 23, 29, 10, 42, 13, 34, 49, 6, 37, 29, 30, 24, 46, 22, 5, 27, 7, 42, 42, 22, 44, 35, 40, 3, 0, 4, 12, 12, 44, 25, 19, 30, 15, 22, 18, 1, 35, 30, 23, 23, 42, 19, 32, 43, 25, 18, 39, 0, 32, 44, 21, 29, 48, 12, 48, 8, 0, 15, 3, 20, 17, 16, 21, 23, 31, 25, 50, 28, 32, 27, 36, 48, 14, 47, 41, 47, 30, 15, 31, 7, 6, 31, 36, 44, 44, 11, 31, 12, 38, 8, 10]
[45, 33, 18, 2, 32, 50, 3, 26, 12, 15, 47, 19, 37, 16, 45, 0, 43, 20, 2, 11, 0, 13, 33, 17, 0, 43, 23, 6, 5, 10, 3, 11, 7, 5, 36, 49, 16, 35, 47, 7, 18, 19, 19, 17, 12, 12, 5, 40, 28, 2, 22, 6, 28, 45, 45, 33, 44, 1, 50, 49, 46, 48, 21, 15, 45, 17, 27, 27, 19, 43, 21, 3, 17, 21, 41, 42, 13, 21, 12, 6, 38, 48, 10, 23, 20, 8, 6, 0, 25, 43, 34, 37, 20, 26, 2, 17, 28, 44, 47, 22, 33, 13, 35, 36, 10, 43, 5, 16, 46, 49, 4, 37, 5, 41, 39, 16, 42, 43, 41, 22, 46, 47, 36]
[23, 22, 23, 34, 9, 32, 30, 5, 36, 7, 17, 42, 19, 26, 41, 27, 0, 29, 44, 28, 13, 0, 12, 26, 28, 40, 16, 12, 10, 39, 46, 7, 6, 3, 30, 5, 47, 9, 31, 16, 32, 42, 43, 28, 10, 22, 40, 16, 38, 9, 21, 48, 34, 5, 31, 33, 4, 30, 13, 46, 10, 30, 8, 25, 50, 7, 13, 34, 17, 33, 5, 8, 39, 41, 50, 39, 5, 20, 46, 16, 43, 6, 0, 0, 19, 29, 39, 32, 26, 31, 9, 0, 13, 40, 13, 27, 2, 43, 30, 3, 34, 41, 1, 27, 34, 5, 4, 4, 2, 22, 19, 23, 25, 28, 18, 37, 13, 41, 11, 30, 50, 33, 28]
[14, 34, 45, 17, 40, 20, 31, 10, 45, 37, 39, 37, 17, 40, 17, 19, 13, 22, 29, 29, 33, 12, 0, 37, 43, 40, 0, 26, 24, 43, 32, 21, 2, 5, 19, 48, 37, 25, 38, 24, 11, 13, 27, 50, 29, 17, 37, 27, 6, 11, 3, 41, 43, 36, 5, 26, 21, 7, 49, 6, 2, 45, 22, 44, 23, 8, 47, 5, 50, 16, 12, 7, 35, 47, 23, 24, 12, 22, 22, 2, 14, 34, 15, 28, 49, 3, 45, 7, 19, 8, 19, 40, 8, 42, 1, 13, 35, 6, 38, 17, 17, 32, 44, 43, 16, 43, 28, 31, 3, 29, 26, 5, 16, 22, 42, 28, 37, 42, 25, 34, 6, 47, 36]
[32, 28, 18, 23, 44, 10, 10, 44, 19, 34, 37, 27, 49, 47, 37, 16, 42, 8, 5, 1, 17, 26, 37, 0, 17, 49, 6, 28, 29, 14, 19, 25, 15, 26, 33, 5, 49, 28, 39, 20, 49, 44, 16, 7, 9, 25, 12, 37, 42, 31, 19, 27, 28, 33, 8, 47, 44, 42, 42, 45, 42, 9, 37, 50, 3, 49, 37, 12, 22, 34, 14, 34, 42, 37, 0, 28, 2, 0, 38, 47, 2, 16, 14, 38, 33, 47, 35, 1, 18, 11, 15, 25, 25, 6, 2, 28, 17, 45, 25, 47, 21, 25, 45, 31, 35, 10, 8, 39, 12, 46, 45, 2, 11, 39, 42, 7, 14, 39, 40, 43, 31, 44, 38]
[40, 24, 28, 2, 25, 3, 32, 0, 18, 2, 19, 40, 15, 29, 18, 4, 36, 36, 26, 42, 0, 28, 43, 17, 0, 27, 15, 8, 21, 1, 11, 46, 42, 45, 0, 31, 26, 21, 8, 19, 13, 8, 28, 33, 0, 3, 11, 3, 27, 3, 3, 32, 49, 13, 48, 10, 6, 9, 27, 35, 26, 1, 17, 14, 48, 19, 20, 11, 37, 10, 5, 1, 40, 44, 31, 1, 11, 27, 1, 25, 15, 14, 18, 24, 34, 41, 29, 24, 19, 15, 50, 12, 16, 47, 41, 45, 20, 13, 39, 17, 13, 32, 29, 27, 3, 48, 38, 40, 18, 29, 38, 34, 24, 14, 44, 50, 33, 35, 36, 49, 7, 27, 15]
[5, 12, 29, 34, 7, 35, 12, 32, 6, 22, 23, 25, 13, 40, 48, 5, 39, 14, 0, 28, 43, 40, 40, 49, 27, 0, 40, 21, 49, 11, 45, 12, 49, 26, 6, 25, 2, 6, 15, 20, 47, 35, 4, 18, 16, 12, 20, 0, 50, 9, 7, 19, 2, 4, 23, 15, 11, 6, 47, 19, 3, 42, 19, 14, 24, 23, 6, 20, 5, 9, 22, 7, 0, 27, 27, 34, 18, 44, 34, 3, 38, 50, 6, 1, 30, 21, 5, 27, 37, 27, 33, 30, 14, 47, 18, 27, 10, 19, 46, 2, 39, 4, 19, 31, 17, 28, 12, 44, 26, 0, 7, 30, 2, 6, 1, 47, 28, 30, 19, 27, 43, 35, 46]
[0, 4, 38, 38, 32, 48, 24, 47, 38, 42, 1, 12, 42, 38, 0, 50, 30, 31, 47, 25, 23, 16, 0, 6, 15, 40, 0, 24, 11, 43, 18, 36, 0, 18, 45, 10, 34, 37, 41, 15, 3, 41, 33, 20, 46, 23, 35, 36, 41, 15, 23, 4, 30, 35, 30, 8, 38, 40, 33, 4, 40, 40, 23, 27, 25, 22, 25, 29, 43, 45, 29, 35, 41, 17, 1, 15, 1, 25, 44, 29, 32, 6, 31, 9, 31, 2, 7, 25, 43, 18, 18, 46, 28, 12, 16, 9, 49, 33, 23, 39, 22, 9, 46, 39, 8, 42, 20, 43, 6, 14, 50, 45, 31, 20, 16, 5, 16, 14, 18, 2, 7, 36, 45]
[4, 38, 21, 3, 7, 44, 40, 28, 41, 23, 6, 43, 19, 10, 3, 45, 11, 33, 13, 44, 6, 12, 26, 28, 8, 21, 24, 0, 39, 36, 34, 49, 35, 14, 32, 14, 9, 17, 19, 8, 3, 24, 48, 39, 4, 50, 2, 14, 32, 50, 14, 14, 22, 32, 35, 38, 24, 11, 3, 9, 34, 12, 46, 11, 32, 1, 40, 40, 13, 26, 25, 15, 14, 8, 43, 24, 5, 8, 9, 0, 32, 47, 14, 4, 8, 24, 16, 13, 18, 23, 40, 28, 1, 39, 0, 15, 36, 30, 48, 37, 37, 3, 30, 49, 38, 25, 13, 13, 27, 20, 17, 31, 25, 34, 36, 8, 12, 46, 31, 34, 8, 16, 7]
[45, 27, 28, 2, 48, 6, 10, 1, 22, 33, 19, 38, 14, 22, 9, 0, 17, 1, 44, 7, 5, 10, 24, 29, 21, 49, 11, 39, 0, 28, 47, 24, 36, 10, 36, 43, 49, 17, 9, 48, 43, 39, 41, 33, 33, 19, 12, 36, 43, 5, 5, 17, 22, 49, 26, 4, 27, 26, 15, 18, 6, 12, 31, 1, 4, 4, 15, 13, 16, 26, 10, 44, 29, 38, 33, 40, 38, 19, 41, 34, 16, 16, 44, 4, 41, 50, 9, 19, 50, 49, 45, 36, 9, 0, 12, 7, 12, 0, 31, 47, 19, 25, 9, 22, 32, 36, 13, 48, 39, 8, 45, 18, 48, 48, 20, 39, 32, 36, 45, 30, 41, 29, 37]
[6, 29, 28, 20, 31, 23, 16, 28, 19, 36, 17, 31, 6, 29, 31, 7, 23, 29, 4, 18, 10, 39, 43, 14, 1, 11, 43, 36, 28, 0, 41, 20, 15, 23, 23, 5, 46, 29, 15, 33, 24, 11, 9, 22, 15, 1, 30, 25, 19, 42, 21, 2, 43, 43, 9, 38, 10, 19, 48, 37, 29, 17, 32, 12, 0, 45, 40, 42, 4, 4, 10, 29, 22, 21, 21, 28, 16, 35, 5, 46, 26, 37, 6, 41, 44, 16, 9, 41, 43, 41, 25, 22, 7, 49, 46, 21, 45, 11, 45, 26, 11, 6, 5, 43, 38, 38, 47, 8, 37, 7, 32, 22, 20, 44, 25, 14, 44, 35, 0, 21, 4, 42, 18]
[48, 31, 11, 20, 42, 7, 24, 24, 40, 50, 8, 35, 20, 2, 9, 16, 40, 20, 28, 27, 3, 46, 32, 19, 11, 45, 18, 34, 47, 41, 0, 7, 23, 37, 38, 11, 35, 42, 32, 4, 35, 42, 50, 50, 40, 2, 31, 28, 29, 25, 28, 11, 1, 50, 39, 11, 29, 50, 2, 25, 39, 16, 11, 4, 47, 37, 9, 38, 0, 49, 16, 31, 48, 39, 34, 30, 17, 28, 45, 35, 33, 24, 43, 10, 8, 23, 20, 35, 16, 50, 49, 40, 11, 19, 40, 4, 9, 47, 33, 31, 35, 24, 43, 50, 35, 1, 47, 11, 26, 33, 4, 23, 48, 39, 48, 20, 44, 46, 42, 49, 47, 32, 28]
[3, 42, 25, 34, 14, 50, 22, 38, 14, 0, 11, 3, 45, 43, 0, 37, 42, 15, 48, 29, 11, 7, 21, 25, 46, 12, 36, 49, 24, 20, 7, 0, 21, 2, 47, 6, 12, 46, 38, 17, 39, 33, 49, 46, 27, 8, 33, 0, 16, 34, 15, 47, 36, 35, 10, 39, 19, 6, 6, 37, 50, 16, 21, 49, 6, 49, 37, 30, 3, 14, 40, 4, 35, 30, 46, 25, 43, 41, 19, 36, 39, 49, 40, 19, 4, 20, 38, 15, 5, 7, 11, 34, 40, 26, 13, 42, 15, 38, 4, 0, 20, 21, 23, 10, 2, 41, 7, 12, 13, 46, 45, 42, 42, 23, 30, 25, 32, 35, 4, 46, 26, 17, 26]
[13, 20, 27, 37, 17, 41, 43, 33, 14, 24, 27, 33, 16, 43, 9, 13, 43, 11, 13, 23, 7, 6, 2, 15, 42, 49, 0, 35, 36, 15, 23, 21, 0, 1, 8, 9, 41, 42, 30, 22, 15, 5, 33, 32, 35, 5, 45, 48, 4, 33, 4, 30, 34, 2, 8, 43, 11, 43, 41, 18, 43, 17, 8, 17, 40, 26, 28, 16, 22, 15, 50, 27, 40, 47, 39, 46, 44, 11, 1, 21, 44, 26, 41, 27, 2, 6, 4, 22, 10, 36, 25, 0, 33, 7, 43, 35, 10, 43, 8, 2, 2, 43, 20, 23, 48, 24, 27, 24, 45, 4, 5, 15, 33, 9, 4, 8, 32, 8, 24, 3, 3, 36, 7]
[21, 28, 5, 19, 22, 20, 16, 26, 46, 1, 26, 20, 3, 4, 38, 2, 10, 21, 0, 29, 5, 3, 5, 26, 45, 26, 18, 14, 10, 23, 37, 2, 1, 0, 17, 47, 29, 3, 48, 42, 4, 40, 28, 14, 13, 10, 28, 16, 27, 0, 23, 0, 14, 41, 18, 36, 41, 41, 46, 46, 4, 15, 37, 36, 46, 23, 40, 45, 30, 27, 48, 0, 27, 46, 40, 47, 36, 29, 19, 28, 23, 21, 38, 40, 43, 0, 1, 10, 29, 8, 10, 16, 38, 34, 25, 6, 0, 35, 41, 31, 43, 35, 22, 10, 12, 8, 18, 17, 9, 13, 21, 42, 3, 37, 30, 17, 16, 39, 33, 23, 36, 46, 0]
[8, 5, 35, 9, 38, 39, 28, 44, 31, 14, 40, 28, 41, 37, 49, 3, 22, 20, 13, 10, 36, 30, 19, 33, 0, 6, 45, 32, 36, 23, 38, 47, 8, 17, 0, 11, 16, 32, 19, 43, 10, 2, 1, 44, 5, 25, 34, 27, 6, 15, 29, 24, 16, 4, 42, 28, 9, 12, 36, 18, 4, 15, 40, 31, 14, 7, 29, 26, 50, 12, 4, 37, 49, 19, 41, 18, 13, 49, 25, 24, 21, 37, 23, 30, 0, 25, 22, 46, 23, 10, 22, 6, 40, 43, 30, 17, 32, 15, 42, 30, 14, 38, 44, 36, 38, 2, 49, 43, 29, 15, 1, 13, 28, 13, 36, 21, 29, 20, 41, 40, 29, 33, 45]
[17, 34, 49, 12, 20, 45, 24, 21, 23, 49, 31, 0, 17, 12, 31, 49, 43, 40, 23, 42, 49, 5, 48, 5, 31, 25, 10, 14, 43, 5, 11, 6, 9, 47, 11, 0, 48, 3, 35, 2, 4, 8, 40, 2, 46, 5, 16, 15, 8, 8, 8, 48, 47, 13, 38, 28, 14, 14, 39, 10, 42, 23, 34, 26, 38, 22, 46, 47, 4, 40, 8, 29, 19, 23, 12, 42, 20, 39, 43, 0, 41, 33, 16, 25, 22, 27, 36, 9, 50, 27, 12, 43, 26, 11, 43, 18, 12, 26, 10, 22, 29, 22, 27, 0, 2, 13, 3, 8, 28, 50, 30, 50, 26, 50, 22, 36, 10, 40, 20, 8, 12, 35, 3]
[46, 15, 8, 47, 9, 19, 46, 42, 13, 1, 34, 2, 38, 8, 18, 44, 19, 12, 28, 13, 16, 47, 37, 49, 26, 2, 34, 9, 49, 46, 35, 12, 41, 29, 16, 48, 0, 3, 21, 28, 21, 20, 8, 29, 22, 49, 19, 43, 23, 23, 48, 44, 0, 9, 1, 50, 35, 39, 9, 19, 15, 33, 0, 47, 4, 1, 12, 27, 38, 22, 8, 29, 18, 41, 36, 22, 43, 26, 39, 2, 1, 33, 6, 7, 1, 8, 38, 16, 11, 17, 3, 3, 10, 19, 46, 7, 15, 40, 34, 31, 44, 3, 11, 45, 40, 22, 1, 18, 36, 1, 9, 19, 37, 18, 8, 30, 41, 46, 37, 18, 29, 43, 32]
