N1,N2,...,Nx
[8, 24, 8, 15, 48, 17, 19, 50, 21, 16, 0, 35, 44, 45, 32, 9, 3, 35, 8, 14, 2, 22, 10, 48, 0, 37, 28, 16, 13, 45, 22, 11, 43, 21, 50, 36, 42, 5, 14, 13, 37, 20, 21, 22, 9, 27, 13, 25, 26, 42, 43, 43, 18, 14, 28, 41, 11, 38, 42, 19, 45, 7, 9, 35, 29, 21, 43, 44, 15, 18, 42, 25, 32, 11, 16, 43, 2, 42, 1, 43, 9, 44, 16, 27, 18, 40, 11, 16, 45, 27, 40, 39, 15, 8, 11, 9, 50, 6, 36, 40, 0, 20, 27, 19, 3, 9, 47, 8, 46, 36, 46, 30, 27, 20, 4, 23, 16, 33, 0, 49, 31, 41, 14, 1, 28, 18, 38, 17, 33, 48, 21, 21, 43, 33, 27, 6, 46, 36, 45, 45, 8, 35, 27, 37, 39, 29, 15, 40, 21, 46, 45, 36, 49, 32, 31, 18, 2, 30, 50, 31, 1, 10, 32, 22, 13, 23, 25, 0, 4, 45, 24, 16, 32, 45, 29, 13, 42, 42, 7, 21, 29, 4, 2, 31, 7, 18, 21, 14, 6]
[35, 2, 3, 27, 45, 29, 49, 27, 12, 29, 35, 0, 2, 2, 10, 2, 22, 22, 21, 32, 3, 26, 1, 13, 19, 0, 31, 25, 44, 22, 33, 47, 23, 34, 0, 25, 38, 42, 6, 16, 29, 17, 40, 10, 43, 18, 1, 43, 9, 38, 3, 32, 36, 47, 20, 15, 24, 11, 7, 45, 15, 17, 31, 1, 43, 23, 37, 48, 47, 16, 32, 15, 4, 45, 13, 42, 12, 26, 47, 33, 12, 9, 3, 1, 30, 17, 33, 16, 49, 47, 48, 14, 3, 17, 33, 20, 10, 11, 16, 35, 40, 0, 46, 21, 11, 34, 28, 25, 19, 13, 50, 30, 45, 46, 49, 11, 2, 3, 30, 42, 9, 48, 42, 42, 32, 10, 9, 17, 6, 37, 8, 46, 26, 41, 39, 47, 17, 11, 19, 43, 35, 6, 27, 30, 17, 29, 48, 33, 23, 40, 18, 49, 6, 38, 13, 8, 38, 41, 16, 36, 2, 12, 39, 22, 49, 0, 5, 37, 32, 17, 49, 17, 45, 45, 35, 42, 3, 11, 11, 14, 40, 5, 5, 30, 7, 14, 6, 9, 32]
[36, 37, 50, 20, 0, 33, 44, 25, 35, 35, 44, 2, 0, 0, 25, 34, 50, 21, 34, 39, 22, 50, 11, 36, 40, 33, 13, 50, 2, 41, 21, 23, 25, 12, 4, 37, 4, 32, 34, 40, 24, 10, 49, 29, 47, 15, 23, 29, 38, 29, 37, 1, 46, 12, 18, 27, 30, 13, 36, 41, 22, 38, 27, 49, 4, 32, 18, 49, 42, 25, 4, 4, 0, 49, 1, 23, 0, 14, 18, 11, 42, 6, 27, 44, 4, 31, 42, 39, 12, 30, 25, 4, 19, 7, 8, 9, 37, 46, 8, 12, 35, 17, 6, 47, 32, 20, 42, 23, 23, 35, 9, 50, 26, 5, 2, 12, 26, 21, 9, 16, 16, 38, 16, 32, 8, 38, 34, 43, 48, 16, 48, 29, 47, 28, 40, 48, 38, 38, 32, 42, 30, 14, 13, 42, 38, 12, 50, 48, 27, 39, 28, 7, 20, 18, 18, 21, 21, 13, 14, 15, 49, 22, 19, 25, 41, 36, 38, 1, 46, 26, 25, 36, 1, 39, 36, 37, 34, 49, 19, 40, 10, 49, 20, 22, 23, 38, 31, 35, 16]
[34, 3, 17, 17, 31, 37, 18, 35, 14, 13, 45, 2, 0, 0, 8, 1, 48, 7, 48, 47, 31, 13, 28, 14, 29, 13, 15, 36, 48, 43, 29, 14, 21, 47, 36, 35, 29, 37, 33, 16, 22, 34, 27, 27, 19, 31, 48, 42, 43, 28, 48, 38, 15, 5, 15, 25, 18, 42, 7, 3, 24, 50, 48, 24, 12, 50, 12, 29, 25, 23, 28, 13, 13, 40, 20, 4, 32, 47, 25, 29, 27, 14, 2, 33, 13, 2, 19, 45, 47, 8, 16, 2, 10, 20, 5, 50, 26, 49, 8, 9, 5, 49, 9, 47, 35, 48, 32, 13, 25, 50, 42, 24, 21, 7, 8, 48, 31, 8, 9, 30, 20, 19, 23, 49, 46, 40, 6, 23, 46, 25, 21, 29, 39, 9, 7, 25, 27, 37, 47, 40, 34, 9, 32, 28, 9, 20, 25, 46, 32, 5, 6, 42, 11, 9, 3, 48, 28, 46, 40, 31, 9, 25, 1, 13, 26, 30, 44, 46, 42, 49, 22, 21, 31, 13, 25, 38, 35, 32, 35, 41, 41, 47, 46, 48, 4, 14, 36, 42, 47]
[45, 17, 0, 3, 35, 32, 7, 12, 43, 25, 32, 10, 25, 8, 0, 22, 10, 10, 12, 35, 36, 42, 14, 9, 9, 42, 10, 14, 36, 19, 50, 6, 31, 0, 23, 11, 10, 5, 8, 8, 14, 48, 42, 2, 31, 39, 8, 36, 19, 32, 22, 50, 29, 3, 30, 29, 2, 39, 45, 23, 50, 46, 8, 25, 0, 44, 9, 16, 35, 11, 30, 24, 21, 7, 47, 21, 42, 50, 13, 45, 27, 3, 25, 22, 45, 2, 31, 38, 49, 17, 4, 32, 32, 28, 33, 4, 13, 48, 28, 4, 18, 50, 0, 41, 50, 9, 0, 29, 4, 1, 33, 19, 13, 41, 2, 19, 40, 18, 2, 4, 19, 50, 8, 49, 34, 24, 35, 45, 39, 24, 20, 21, 16, 2, 33, 42, 1, 7, 46, 38, 37, 18, 17, 12, 10, 15, 13, 39, 1, 21, 27, 17, 18, 4, 9, 15, 46, 3, 20, 13, 20, 20, 0, 42, 43, 21, 6, 5, 36, 30, 37, 45, 44, 9, 19, 22, 3, 43, 43, 37, 45, 34, 17, 50, 50, 43, 6, 22, 46]
[20, 26, 34, 1, 43, 40, 0, 16, 22, 11, 9, 2, 34, 1, 22, 0, 28, 14, 0, 14, 44, 39, 38, 12, 16, 2, 5, 0, 4, 44, 23, 40, 17, 42, 17, 44, 48, 39, 39, 19, 2, 26, 25, 26, 16, 48, 21, 43, 45, 49, 2, 3, 16, 5, 5, 45, 4, 45, 1, 47, 44, 14, 22, 6, 33, 40, 7, 0, 21, 12, 16, 48, 48, 23, 10, 49, 41, 21, 44, 22, 41, 6, 33, 45, 5, 40, 40, 49, 29, 13, 10, 19, 8, 23, 44, 19, 40, 6, 12, 10, 17, 34, 18, 32, 11, 39, 18, 41, 0, 38, 27, 28, 4, 44, 19, 36, 46, 42, 10, 23, 44, 47, 33, 39, 13, 45, 38, 10, 21, 8, 14, 49, 14, 0, 36, 40, 32, 15, 41, 49, 7, 20, 6, 28, 29, 11, 21, 25, 43, 28, 26, 24, 4, 39, 44, 45, 50, 26, 24, 49, 47, 10, 45, 32, 31, 45, 38, 41, 22, 11, 38, 14, 27, 50, 2, 28, 43, 45, 37, 24, 23, 48, 4, 13, 42, 30, 22, 20, 39]
[5, 17, 34, 5, 15, 30, 35, 37, 37, 15, 3, 22, 50, 48, 10, 28, 0, 31, 45, 23, 48, 26, 12, 49, 6, 9, 7, 48, 38, 29, 34, 1, 49, 0, 17, 40, 48, 27, 45, 6, 38, 38, 1, 32, 25, 5, 10, 50, 12, 47, 8, 50, 14, 8, 24, 13, 20, 29, 7, 28, 40, 34, 36, 35, 37, 11, 32, 34, 11, 6, 3, 12, 4, 49, 30, 49, 15, 11, 44, 6, 21, 14, 5, 45, 23, 49, 5, 17, 17, 13, 49, 33, 30, 48, 48, 14, 35, 3, 44, 26, 19, 45, 7, 32, 6, 24, 23, 39, 16, 29, 4, 28, 4, 10, 49, 46, 11, 46, 43, 15, 31, 7, 41, 19, 6, 43, 48, 38, 25, 33, 0, 2, 23, 5, 36, 21, 20, 1, 20, 18, 3, 4, 29, 24, 35, 17, 24, 18, 26, 27, 13, 7, 28, 30, 14, 40, 15, 36, 39, 36, 18, 45, 33, 8, 10, 30, 4, 31, 1, 6, 10, 37, 9, 43, 13, 30, 0, 9, 26, 10, 13, 46, 32, 11, 26, 10, 29, 44, 44]
[38, 50, 48, 26, 34, 19, 33, 1, 50, 32, 35, 22, 21, 7, 10, 14, 31, 0, 26, 27, 34, 7, 12, 33, 32, 3, 21, 25, 5, 31, 36, 1, 1, 31, 4, 23, 8, 37, 5, 35, 17, 17, 30, 15, 48, 23, 1, 4, 18, 39, 30, 25, 44, 29, 12, 39, 46, 36, 47, 49, 20, 6, 45, 10, 26, 11, 30, 32, 46, 1, 35, 21, 44, 23, 10, 22, 16, 42, 44, 17, 13, 13, 15, 35, 43, 20, 39, 45, 5, 43, 2, 32, 49, 7, 6, 3, 23, 47, 39, 4, 35, 50, 43, 32, 42, 23, 25, 50, 24, 12, 36, 37, 11, 50, 50, 1, 47, 34, 17, 0, 13, 44, 12, 7, 8, 35, 49, 7, 2, 50, 42, 37, 13, 32, 46, 40, 28, 35, 36, 6, 5, 21, 20, 16, 21, 14, 10, 17, 25, 21, 31, 14, 37, 4, 32, 9, 3, 33, 18, 3, 28, 12, 7, 3, 22, 17, 42, 47, 38, 50, 7, 39, 11, 0, 11, 23, 2, 40, 15, 27, 15, 48, 36, 10, 33, 15, 10, 35, 35]
[17, 39, 37, 30, 1, 27, 3, 50, 20, 49, 8, 21, 34, 48, 12, 0, 45, 26, 0, 37, 24, 47, 9, 32, 8, 50, 43, 43, 49, 50, 13, 49, 6, 25, 48, 36, 19, 32, 6, 22, 11, 37, 16, 40, 20, 14, 20, 13, 44, 3, 15, 31, 41, 5, 44, 30, 27, 15, 10, 17, 30, 28, 6, 28, 12, 47, 19, 12, 0, 20, 21, 50, 22, 12, 34, 31, 44, 27, 16, 32, 46, 45, 14, 19, 31, 27, 50, 9, 29, 39, 49, 0, 34, 3, 26, 22, 49, 45, 36, 47, 10, 33, 5, 36, 0, 14, 1, 40, 27, 28, 24, 32, 24, 22, 7, 45, 47, 50, 5, 39, 48, 5, 26, 46, 32, 50, 38, 26, 44, 18, 14, 5, 41, 0, 50, 46, 4, 4, 35, 3, 47, 32, 19, 3, 36, 17, 39, 46, 26, 8, 38, 1, 22, 46, 44, 2, 33, 6, 37, 13, 21, 45, 11, 19, 43, 16, 3, 34, 44, 44, 18, 24, 21, 20, 14, 40, 31, 6, 12, 27, 12, 48, 23, 18, 34, 13, 36, 48, 3]
[8, 14, 4, 2, 3, 46, 17, 29, 30, 40, 14, 32, 39, 47, 35, 14, 23, 27, 37, 0, 39, 49, 2, 41, 16, 30, 25, 40, 22, 10, 9, 32, 28, 40, 3, 24, 50, 43, 39, 34, 25, 37, 29, 46, 12, 23, 25, 23, 22, 28, 32, 10, 23, 29, 34, 37, 9, 31, 38, 35, 26, 31, 22, 4, 30, 15, 15, 32, 2, 14, 5, 4, 39, 35, 48, 15, 35, 42, 2, 17, 14, 12, 17, 24, 45, 47, 5, 28, 49, 6, 13, 0, 48, 50, 44, 45, 44, 38, 1, 12, 27, 27, 4, 47, 14, 12, 37, 24, 33, 49, 3, 7, 10, 43, 29, 24, 35, 19, 21, 36, 5, 46, 47, 30, 35, 14, 49, 48, 50, 16, 34, 18, 41, 8, 3, 34, 33, 9, 27, 30, 44, 25, 20, 13, 21, 14, 10, 35, 29, 31, 1, 25, 40, 48, 11, 17, 13, 26, 10, 42, 47, 3, 49, 31, 39, 41, 37, 3, 21, 50, 41, 3, 44, 47, 15, 32, 47, 11, 3, 2, 47, 19, 15, 17, 36, 44, 19, 38, 46]
[43, 40, 7, 47, 50, 40, 37, 33, 47, 49, 2, 3, 22, 31, 36, 44, 48, 34, 24, 39, 0, 37, 31, 14, 34, 13, 23, 32, 4, 4, 11, 4, 40, 17, 26, 38, 4, 20, 9, 0, 1, 34, 45, 13, 1, 9, 10, 34, 50, 30, 34, 8, 39, 2, 35, 26, 18, 20, 1, 6, 22, 17, 0, 28, 17, 14, 5, 8, 19, 23, 46, 34, 50, 16, 13, 19, 7, 7, 17, 13, 23, 33, 27, 37, 40, 1, 44, 8, 38, 10, 49, 25, 45, 7, 19, 30, 13, 35, 8, 8, 34, 27, 24, 38, 21, 37, 27, 15, 13, 4, 47, 18, 33, 15, 47, 44, 39, 20, 16, 26, 42, 43, 39, 24, 34, 5, 10, 22, 12, 28, 7, 2, 19, 22, 41, 7, 3, 37, 46, 10, 47, 13, 28, 3, 9, 29, 22, 2, 4, 46, 43, 31, 50, 41, 0, 39, 50, 48, 4, 32, 7, 44, 48, 10, 30, 45, 19, 16, 10, 1, 38, 48, 16, 9, 48, 17, 13, 40, 9, 49, 34, 40, 38, 4, 5, 24, 3, 23, 48]
[8, 12, 45, 19, 11, 40, 40, 27, 20, 10, 22, 26, 50, 13, 42, 39, 26, 7, 47, 49, 37, 0, 38, 47, 25, 14, 46, 26, 23, 48, 42, 21, 1, 35, 7, 33, 29, 46, 20, 41, 33, 16, 27, 15, 6, 1, 50, 39, 13, 47, 35, 12, 48, 38, 1, 44, 38, 45, 9, 31, 30, 6, 24, 14, 9, 46, 44, 34, 13, 39, 48, 5, 0, 15, 29, 35, 46, 1, 3, 39, 32, 46, 47, 28, 33, 43, 46, 7, 3, 6, 16, 45, 15, 18, 11, 13, 32, 3, 43, 41, 21, 25, 3, 47, 24, 25, 43, 47, 37, 7, 35, 30, 22, 40, 11, 1, 40, 17, 37, 43, 46, 20, 36, 43, 17, 15, 32, 26, 50, 15, 20, 24, 47, 1, 7, 45, 41, 2, 41, 45, 44, 25, 22, 41, 39, 17, 48, 23, 30, 43, 7, 9, 29, 20, 15, 48, 9, 36, 23, 10, 34, 49, 48, 4, 4, 15, 1, 7, 5, 3, 24, 43, 5, 50, 47, 10, 26, 6, 40, 33, 39, 48, 17, 15, 1, 0, 40, 12, 28]
[39, 1, 43, 8, 27, 5, 12, 13, 43, 22, 10, 1, 11, 28, 14, 38, 12, 12, 9, 2, 31, 38, 0, 24, 28, 15, 45, 30, 30, 32, 24, 4, 18, 22, 2, 37, 14, 50, 12, 31, 23, 7, 34, 37, 8, 49, 10, 40, 38, 9, 3, 20, 50, 33, 35, 27, 17, 46, 8, 30, 4, 24, 9, 2, 31, 7, 32, 12, 39, 49, 14, 37, 8, 0, 44, 1, 24, 4, 9, 6, 26, 35, 3, 5, 21, 18, 37, 16, 34, 17, 15, 37, 14, 32, 48, 25, 19, 0, 28, 3, 8, 7, 34, 41, 13, 32, 7, 25, 7, 30, 28, 7, 33, 44, 26, 4, 30, 44, 15, 35, 6, 16, 14, 48, 2, 22, 31, 22, 27, 43, 4, 11, 50, 21, 27, 23, 28, 23, 1, 18, 46, 48, 5, 11, 16, 42, 42, 35, 39, 30, 31, 7, 29, 23, 6, 15, 13, 37, 3, 43, 6, 38, 15, 1, 26, 23, 49, 48, 47, 17, 25, 44, 38, 13, 23, 30, 38, 16, 6, 46, 20, 11, 24, 21, 18, 46, 42, 16, 9]
[43, 8, 33, 37, 46, 10, 22, 12, 24, 24, 48, 13, 36, 14, 9, 12, 49, 33, 32, 41, 14, 47, 24, 0, 16, 20, 14, 12, 49, 23, 4, 41, 42, 26, 1, 39, 22, 15, 22, 9, 5, 47, 32, 13, 14, 47, 4, 8, 19, 6, 49, 44, 49, 5, 9, 7, 6, 16, 3, 2, 10, 1, 13, 34, 12, 0, 50, 18, 28, 2, 31, 4, 17, 12, 25, 41, 42, 37, 36, 24, 23, 2, 46, 36, 20, 0, 28, 10, 42, 33, 38, 23, 41, 24, 0, 18, 4, 41, 21, 44, 6, 2, 40, 19, 8, 33, 5, 43, 33, 49, 17, 16, 22, 50, 5, 35, 22, 6, 19, 46, 21, 40, 49, 17, 37, 0, 47, 16, 25, 43, 25, 21, 29, 36, 1, 48, 50, 29, 33, 24, 18, 14, 45, 30, 0, 28, 31, 2, 41, 44, 27, 36, 41, 8, 23, 31, 3, 35, 10, 1, 43, 41, 42, 23, 29, 27, 42, 2, 40, 3, 8, 25, 20, 45, 32, 22, 18, 44, 24, 35, 19, 10, 32, 42, 48, 1, 0, 12, 16]
