N1,N2,...,Nx
[36, 46, 7, 32, 48, 11, 41, 48, 29, 22, 0, 47, 48, 44, 1, 22, 36, 28, 22, 21, 25, 8, 21, 2, 41, 28, 24, 41, 49, 26, 11, 29, 1, 1, 22, 29, 28, 50, 21, 48, 35, 43, 22, 35, 8, 28, 12, 25, 49, 20, 23, 19, 49, 20, 29, 43, 31, 45, 0, 36, 43, 1, 0, 13, 21, 39, 21, 36, 13, 25, 35, 49, 15, 43, 28, 17, 43, 19, 23, 10, 12, 12, 32, 34, 24, 49, 17, 37, 32, 11, 48, 24, 29, 1, 38, 37, 38, 28, 8, 45, 7]
[37, 39, 22, 47, 48, 18, 16, 12, 27, 36, 47, 0, 40, 22, 6, 0, 28, 45, 43, 45, 42, 23, 39, 8, 18, 16, 8, 26, 9, 12, 10, 2, 8, 24, 12, 43, 35, 48, 5, 18, 26, 1, 20, 35, 21, 13, 16, 2, 13, 32, 48, 22, 50, 10, 31, 25, 47, 29, 38, 43, 21, 10, 46, 25, 25, 22, 7, 20, 7, 45, 49, 46, 13, 3, 26, 24, 10, 19, 5, 38, 40, 15, 47, 2, 14, 0, 19, 0, 43, 12, 9, 0, 0, 24, 29, 15, 12, 29, 36, 10, 13]
[13, 31, 18, 28, 42, 44, 46, 39, 35, 37, 48, 40, 0, 40, 3, 6, 31, 49, 27, 17, 35, 16, 47, 30, 5, 28, 12, 33, 4, 13, 28, 48, 10, 37, 11, 9, 32, 24, 17, 35, 19, 48, 9, 38, 25, 7, 15, 31, 10, 13, 19, 4, 49, 37, 17, 16, 18, 41, 50, 34, 9, 40, 37, 17, 33, 13, 30, 26, 49, 29, 27, 11, 48, 16, 25, 37, 42, 39, 43, 26, 41, 9, 31, 47, 49, 33, 16, 31, 9, 37, 20, 39, 29, 42, 17, 49, 46, 1, 9, 43, 38]
[22, 42, 40, 10, 2, 32, 10, 48, 16, 15, 44, 22, 40, 0, 9, 12, 49, 12, 30, 45, 19, 39, 22, 24, 39, 7, 38, 5, 13, 20, 29, 35, 41, 21, 17, 5, 33, 44, 15, 24, 14, 12, 17, 45, 37, 40, 11, 16, 37, 44, 26, 37, 34, 49, 12, 5, 20, 8, 37, 41, 48, 31, 25, 6, 18, 39, 21, 26, 12, 17, 48, 50, 20, 9, 44, 42, 20, 5, 23, 32, 47, 42, 23, 32, 48, 35, 28, 34, 28, 47, 38, 46, 46, 23, 34, 19, 2, 5, 39, 34, 28]
[1, 1, 27, 41, 42, 13, 42, 21, 18, 31, 1, 6, 3, 9, 0, 29, 13, 40, 49, 31, 40, 6, 26, 23, 32, 14, 1, 2, 3, 2, 33, 20, 20, 47, 44, 5, 31, 7, 43, 6, 1, 8, 39, 6, 31, 34, 31, 2, 2, 6, 45, 12, 17, 6, 43, 43, 27, 22, 39, 0, 13, 34, 22, 41, 49, 45, 46, 45, 45, 26, 14, 46, 2, 26, 50, 37, 18, 2, 10, 43, 39, 31, 28, 47, 18, 40, 7, 8, 49, 33, 49, 9, 7, 26, 41, 22, 36, 6, 41, 44, 23]
[8, 16, 36, 19, 23, 11, 30, 19, 0, 28, 22, 0, 6, 12, 29, 0, 36, 5, 9, 28, 26, 21, 37, 4, 7, 38, 9, 26, 0, 49, 22, 24, 29, 20, 8, 6, 0, 40, 30, 4, 4, 15, 29, 37, 17, 19, 40, 41, 38, 31, 6, 26, 38, 22, 40, 18, 16, 10, 34, 34, 48, 25, 10, 44, 20, 18, 13, 48, 16, 18, 42, 23, 37, 36, 17, 33, 16, 34, 39, 28, 9, 7, 4, 2, 38, 2, 11, 33, 26, 33, 50, 9, 1, 48, 16, 21, 22, 48, 21, 11, 43]
[8, 14, 39, 26, 9, 12, 14, 46, 0, 49, 36, 28, 31, 49, 13, 36, 0, 42, 16, 13, 32, 44, 28, 28, 33, 41, 40, 38, 3, 29, 13, 31, 27, 42, 26, 45, 39, 46, 39, 38, 44, 39, 1, 18, 33, 34, 2, 16, 31, 23, 45, 21, 30, 3, 24, 24, 26, 17, 1, 35, 41, 42, 14, 37, 14, 9, 7, 48, 35, 33, 25, 29, 44, 10, 1, 18, 39, 19, 13, 10, 35, 20, 7, 24, 30, 43, 2, 12, 10, 2, 18, 41, 22, 4, 4, 20, 5, 4, 49, 39, 44]
[18, 31, 26, 39, 37, 23, 50, 23, 11, 4, 28, 45, 49, 12, 40, 5, 42, 0, 12, 14, 24, 29, 18, 10, 9, 5, 5, 1, 23, 42, 32, 18, 25, 39, 49, 17, 35, 14, 45, 38, 28, 15, 10, 47, 41, 36, 22, 2, 22, 11, 42, 19, 1, 35, 3, 22, 48, 40, 30, 26, 37, 17, 28, 27, 18, 3, 46, 23, 17, 17, 45, 45, 38, 13, 33, 33, 0, 37, 47, 11, 8, 28, 25, 48, 30, 9, 20, 25, 46, 18, 22, 27, 12, 36, 31, 18, 33, 2, 33, 9, 10]
[12, 4, 38, 48, 7, 39, 45, 14, 34, 47, 22, 43, 27, 30, 49, 9, 16, 12, 0, 19, 24, 12, 37, 13, 29, 12, 20, 14, 19, 7, 23, 42, 18, 39, 15, 19, 35, 39, 25, 11, 0, 34, 38, 45, 19, 44, 24, 38, 7, 29, 33, 38, 31, 15, 38, 44, 13, 2, 47, 14, 23, 32, 20, 43, 39, 47, 37, 5, 32, 39, 30, 42, 50, 9, 25, 14, 7, 48, 43, 25, 38, 3, 23, 41, 34, 32, 48, 7, 16, 32, 9, 36, 29, 24, 49, 26, 10, 2, 39, 32, 13]
[41, 9, 37, 45, 43, 50, 33, 35, 18, 32, 21, 45, 17, 45, 31, 28, 13, 14, 19, 0, 21, 7, 35, 4, 7, 12, 17, 38, 9, 20, 9, 7, 16, 38, 5, 11, 29, 40, 1, 14, 43, 7, 26, 24, 25, 16, 17, 7, 18, 26, 42, 8, 32, 42, 35, 13, 25, 47, 40, 16, 12, 13, 19, 37, 22, 18, 13, 49, 24, 38, 49, 19, 23, 48, 2, 16, 41, 21, 31, 40, 24, 16, 19, 24, 9, 42, 18, 50, 18, 13, 44, 13, 27, 15, 49, 23, 47, 9, 43, 0, 12]
[24, 34, 1, 11, 2, 33, 2, 37, 36, 2, 25, 42, 35, 19, 40, 26, 32, 24, 24, 21, 0, 21, 47, 43, 15, 43, 47, 13, 1, 10, 34, 6, 17, 29, 11, 13, 21, 45, 25, 29, 40, 26, 32, 45, 17, 37, 16, 15, 40, 8, 44, 14, 1, 8, 14, 13, 4, 34, 50, 4, 31, 11, 4, 11, 10, 37, 6, 47, 28, 23, 12, 22, 9, 45, 15, 46, 16, 23, 2, 50, 13, 10, 20, 12, 27, 17, 26, 2, 0, 9, 3, 18, 50, 26, 39, 41, 35, 25, 28, 48, 17]
[11, 45, 17, 35, 32, 40, 37, 4, 39, 34, 8, 23, 16, 39, 6, 21, 44, 29, 12, 7, 21, 0, 32, 43, 29, 18, 26, 26, 49, 18, 25, 35, 34, 13, 48, 18, 15, 28, 12, 1, 40, 4, 17, 43, 2, 11, 37, 0, 2, 16, 31, 13, 49, 32, 36, 1, 36, 50, 18, 44, 44, 41, 4, 1, 37, 22, 0, 29, 16, 22, 36, 3, 7, 45, 26, 3, 8, 16, 18, 12, 5, 50, 36, 19, 36, 45, 33, 35, 37, 15, 13, 3, 4, 17, 49, 36, 31, 5, 13, 8, 45]
[5, 35, 29, 7, 35, 30, 16, 33, 32, 42, 21, 39, 47, 22, 26, 37, 28, 18, 37, 35, 47, 32, 0, 17, 36, 50, 24, 23, 4, 7, 15, 33, 8, 28, 48, 39, 49, 34, 19, 29, 1, 29, 30, 31, 6, 38, 4, 17, 6, 23, 37, 47, 45, 36, 35, 14, 8, 33, 17, 47, 5, 29, 4, 3, 9, 49, 49, 39, 35, 36, 25, 42, 32, 0, 30, 27, 7, 29, 12, 10, 22, 7, 0, 30, 36, 46, 13, 21, 25, 31, 35, 26, 43, 26, 47, 17, 17, 40, 39, 3, 25]
[6, 16, 32, 5, 29, 6, 22, 28, 26, 41, 2, 8, 30, 24, 23, 4, 28, 10, 13, 4, 43, 43, 17, 0, 1, 38, 7, 14, 7, 11, 9, 0, 31, 32, 41, 14, 30, 41, 11, 43, 14, 12, 39, 40, 9, 27, 30, 19, 25, 50, 2, 16, 8, 38, 31, 36, 9, 11, 30, 20, 16, 41, 40, 36, 12, 31, 30, 34, 16, 11, 2, 46, 23, 10, 7, 7, 2, 48, 19, 43, 33, 4, 16, 47, 2, 21, 10, 28, 40, 32, 10, 44, 24, 23, 44, 21, 12, 18, 34, 35, 12]
[31, 14, 19, 39, 20, 15, 17, 36, 7, 41, 41, 18, 5, 39, 32, 7, 33, 9, 29, 7, 15, 29, 36, 1, 0, 33, 25, 6, 13, 1, 50, 18, 32, 20, 49, 29, 16, 8, 32, 18, 24, 32, 29, 38, 20, 36, 1, 9, 2, 7, 37, 46, 45, 29, 12, 6, 15, 34, 47, 0, 21, 47, 26, 11, 20, 49, 23, 32, 15, 47, 6, 50, 48, 8, 35, 23, 28, 20, 9, 22, 26, 45, 7, 8, 13, 9, 37, 15, 3, 29, 38, 16, 50, 28, 32, 43, 20, 5, 33, 34, 33]
[1, 25, 37, 0, 40, 31, 14, 45, 35, 41, 28, 16, 28, 7, 14, 38, 41, 5, 12, 12, 43, 18, 50, 38, 33, 0, 6, 2, 30, 10, 46, 21, 28, 10, 6, 45, 0, 37, 12, 43, 8, 13, 16, 21, 44, 50, 4, 49, 9, 12, 10, 35, 13, 28, 10, 0, 2, 6, 5, 8, 24, 14, 15, 14, 22, 45, 15, 21, 14, 30, 36, 20, 26, 37, 21, 0, 6, 8, 24, 0, 16, 4, 22, 3, 27, 42, 41, 26, 23, 27, 16, 15, 40, 10, 35, 16, 46, 17, 2, 50, 8]
[38, 10, 42, 24, 17, 30, 4, 27, 47, 26, 24, 8, 12, 38, 1, 9, 40, 5, 20, 17, 47, 26, 24, 7, 25, 6, 0, 46, 2, 46, 7, 42, 22, 2, 47, 48, 10, 45, 40, 18, 19, 3, 18, 30, 38, 22, 20, 17, 49, 16, 1, 35, 42, 9, 26, 2, 24, 27, 37, 0, 41, 3, 10, 0, 30, 47, 18, 44, 7, 37, 43, 41, 12, 39, 31, 50, 35, 26, 20, 45, 35, 0, 33, 50, 50, 28, 23, 5, 13, 5, 12, 34, 42, 1, 14, 2, 36, 0, 36, 39, 16]
[12, 22, 50, 19, 42, 31, 0, 15, 25, 34, 41, 26, 33, 5, 2, 26, 38, 1, 14, 38, 13, 26, 23, 14, 6, 2, 46, 0, 8, 24, 17, 10, 40, 9, 22, 38, 5, 41, 17, 37, 13, 34, 5, 11, 4, 45, 32, 0, 29, 7, 45, 5, 34, 38, 37, 17, 34, 34, 43, 13, 10, 40, 31, 41, 27, 24, 1, 10, 11, 28, 17, 22, 46, 14, 25, 48, 0, 48, 5, 6, 31, 32, 41, 10, 6, 21, 44, 44, 38, 16, 40, 15, 10, 20, 3, 34, 41, 13, 31, 3, 0]
[20, 8, 42, 24, 31, 7, 26, 21, 11, 12, 49, 9, 4, 13, 3, 0, 3, 23, 19, 9, 1, 49, 4, 7, 13, 30, 2, 8, 0, 42, 28, 3, 13, 20, 33, 29, 3, 41, 38, 28, 35, 39, 15, 27, 8, 8, 23, 42, 26, 20, 16, 40, 0, 11, 6, 32, 48, 31, 27, 41, 25, 45, 41, 41, 8, 15, 48, 31, 0, 18, 25, 16, 30, 18, 30, 0, 25, 12, 15, 1, 29, 22, 42, 17, 0, 44, 45, 38, 34, 24, 19, 18, 41, 4, 49, 40, 29, 50, 31, 39, 38]
[48, 33, 44, 45, 7, 3, 20, 7, 41, 44, 26, 12, 13, 20, 2, 49, 29, 42, 7, 20, 10, 18, 7, 11, 1, 10, 46, 24, 42, 0, 26, 26, 42, 31, 19, 18, 8, 12, 41, 29, 4, 9, 34, 0, 14, 43, 44, 24, 33, 31, 7, 17, 36, 48, 12, 16, 43, 34, 4, 44, 34, 19, 18, 45, 10, 3, 4, 36, 29, 46, 15, 26, 23, 44, 39, 44, 4, 17, 40, 25, 23, 49, 26, 47, 43, 37, 26, 30, 24, 0, 2, 32, 26, 38, 44, 41, 45, 46, 37, 7, 26]
[26, 22, 3, 29, 48, 11, 46, 5, 17, 39, 11, 10, 28, 29, 33, 22, 13, 32, 23, 9, 34, 25, 15, 9, 50, 46, 7, 17, 28, 26, 0, 50, 28, 5, 28, 37, 37, 40, 36, 3, 6, 29, 43, 35, 49, 24, 1, 28, 9, 49, 30, 12, 44, 6, 4, 42, 32, 15, 40, 49, 31, 7, 49, 49, 15, 23, 44, 23, 1, 47, 7, 22, 41, 10, 12, 35, 47, 7, 41, 23, 22, 41, 42, 14, 6, 16, 48, 11, 49, 24, 23, 29, 8, 24, 11, 6, 45, 41, 3, 24, 27]
[32, 23, 27, 1, 18, 3, 35, 36, 35, 21, 29, 2, 48, 35, 20, 24, 31, 18, 42, 7, 6, 35, 33, 0, 18, 21, 42, 10, 3, 26, 50, 0, 26, 40, 9, 44, 6, 37, 41, 5, 31, 31, 14, 16, 25, 31, 33, 31, 12, 8, 17, 33, 13, 37, 41, 19, 31, 50, 30, 17, 4, 9, 12, 16, 18, 1, 41, 34, 25, 20, 16, 46, 14, 47, 7, 10, 4, 18, 25, 23, 2, 50, 25, 9, 4, 44, 49, 12, 31, 31, 41, 31, 22, 21, 32, 44, 1, 9, 13, 28, 18]
[15, 30, 42, 50, 8, 26, 28, 14, 2, 35, 1, 8, 10, 41, 20, 29, 27, 25, 18, 16, 17, 34, 8, 31, 32, 28, 22, 40, 13, 42, 28, 26, 0, 7, 41, 13, 17, 25, 26, 15, 24, 40, 38, 0, 18, 25, 28, 5, 4, 15, 3, 47, 38, 31, 46, 11, 41, 16, 8, 0, 13, 3, 37, 36, 26, 10, 14, 24, 26, 28, 31, 22, 27, 31, 10, 39, 5, 14, 23, 41, 22, 7, 43, 23, 14, 20, 17, 41, 33, 44, 6, 13, 12, 16, 7, 16, 11, 37, 11, 1, 37]
[23, 48, 17, 45, 37, 28, 36, 46, 7, 9, 1, 24, 37, 21, 47, 20, 42, 39, 39, 38, 29, 13, 28, 32, 20, 10, 2, 9, 20, 31, 5, 40, 7, 0, 27, 41, 49, 22, 35, 21, 14, 4, 17, 35, 22, 49, 5, 7, 23, 14, 6, 36, 46, 0, 1, 27, 46, 41, 42, 25, 28, 20, 27, 12, 21, 15, 20, 29, 42, 15, 1, 32, 26, 17, 49, 4, 42, 23, 27, 16, 38, 48, 14, 42, 47, 14, 7, 49, 41, 22, 19, 30, 40, 49, 4, 31, 50, 44, 50, 45, 33]
[21, 32, 28, 6, 25, 39, 41, 3, 38, 46, 22, 12, 11, 17, 44, 8, 26, 49, 15, 5, 11, 48, 48, 41, 49, 6, 47, 22, 33, 19, 28, 9, 41, 27, 0, 33, 37, 3, 37, 44, 12, 13, 7, 13, 46, 5, 34, 19, 18, 29, 25, 38, 16, 24, 23, 21, 40, 24, 33, 12, 30, 9, 24, 6, 31, 19, 0, 31, 21, 18, 50, 3, 8, 20, 36, 28, 6, 40, 5, 20, 20, 4, 24, 32, 10, 47, 24, 8, 15, 17, 13, 28, 21, 36, 30, 6, 29, 19, 26, 45, 14]
[21, 24, 24, 33, 12, 11, 44, 46, 32, 38, 29, 43, 9, 5, 5, 6, 45, 17, 19, 11, 13, 18, 39, 14, 29, 45, 48, 38, 29, 18, 37, 44, 13, 41, 33, 0, 42, 4, 11, 8, 44, 36, 22, 18, 46, 0, 49, 13, 8, 26, 24, 25, 16, 7, 16, 44, 22, 40, 10, 12, 27, 6, 30, 18, 43, 34, 26, 43, 47, 30, 10, 25, 1, 7, 16, 22, 24, 0, 42, 7, 29, 49, 2, 19, 11, 8, 42, 36, 5, 45, 40, 28, 16, 29, 16, 3, 46, 25, 48, 15, 49]
[4, 35, 39, 21, 8, 38, 13, 31, 19, 22, 28, 35, 32, 33, 31, 0, 39, 35, 35, 29, 21, 15, 49, 30, 16, 0, 10, 5, 3, 8, 37, 6, 17, 49, 37, 42, 0, 39, 26, 47, 35, 25, 14, 1, 23, 7, 34, 49, 8, 43, 10, 2, 45, 13, 45, 27, 26, 9, 26, 2, 3, 7, 7, 16, 36, 50, 8, 50, 11, 33, 35, 27, 26, 25, 31, 11, 14, 19, 13, 8, 6, 24, 1, 40, 50, 4, 38, 29, 23, 15, 14, 0, 11, 3, 44, 26, 29, 27, 48, 24, 9]
[50, 44, 38, 50, 17, 0, 26, 27, 45, 29, 50, 48, 24, 44, 7, 40, 46, 14, 39, 40, 45, 28, 34, 41, 8, 37, 45, 41, 41, 12, 40, 37, 25, 22, 3, 4, 39, 0, 1, 26, 40, 45, 41, 19, 39, 16, 32, 38, 27, 24, 30, 30, 16, 41, 4, 27, 16, 11, 17, 30, 47, 8, 31, 17, 6, 14, 37, 38, 30, 15, 44, 42, 39, 11, 37, 13, 32, 13, 36, 23, 1, 30, 44, 9, 19, 48, 35, 15, 20, 32, 49, 21, 20, 24, 50, 6, 32, 9, 46, 14, 20]
[11, 21, 36, 23, 41, 3, 48, 12, 16, 48, 21, 5, 17, 15, 43, 30, 39, 45, 25, 1, 25, 12, 19, 11, 32, 12, 40, 17, 38, 41, 36, 41, 26, 35, 37, 11, 26, 1, 0, 47, 25, 31, 1, 25, 24, 26, 4, 49, 22, 28, 12, 7, 50, 40, 12, 25, 1, 42, 17, 2, 50, 37, 50, 28, 26, 27, 45, 42, 20, 23, 4, 6, 16, 9, 24, 3, 3, 28, 22, 0, 26, 45, 38, 33, 42, 29, 30, 37, 31, 40, 13, 13, 31, 32, 43, 9, 41, 15, 5, 43, 30]
[23, 48, 40, 2, 49, 43, 16, 17, 14, 24, 48, 18, 35, 24, 6, 4, 38, 38, 11, 14, 29, 1, 29, 43, 18, 43, 18, 37, 28, 29, 3, 5, 15, 21, 44, 8, 47, 26, 47, 0, 43, 9, 38, 48, 49, 45, 42, 17, 2, 36, 40, 33, 29, 30, 9, 29, 8, 17, 14, 6, 41, 10, 26, 14, 27, 21, 40, 49, 7, 2, 26, 28, 33, 14, 16, 3, 22, 9, 43, 50, 39, 40, 1, 20, 44, 33, 15, 44, 10, 38, 2, 38, 35, 21, 46, 11, 17, 15, 30, 46, 47]
[8, 39, 45, 23, 48, 50, 26, 37, 37, 4, 35, 26, 19, 14, 1, 4, 44, 28, 0, 43, 40, 40, 1, 14, 24, 8, 19, 13, 35, 4, 6, 31, 24, 14, 12, 44, 35, 40, 25, 43, 0, 34, 26, 30, 38, 48, 6, 19, 4, 9, 3, 5, 22, 48, 35, 47, 6, 13, 16, 11, 37, 44, 22, 7, 21, 4, 47, 10, 49, 15, 41, 35, 33, 35, 35, 10, 8, 12, 39, 48, 48, 29, 13, 46, 2, 48, 34, 26, 35, 45, 42, 29, 44, 1, 25, 25, 39, 22, 30, 15, 38]
[36, 11, 34, 44, 12, 14, 39, 25, 9, 36, 43, 1, 48, 12, 8, 15, 39, 15, 34, 7, 26, 4, 29, 12, 32, 13, 3, 34, 39, 9, 29, 31, 40, 4, 13, 36, 25, 45, 31, 9, 34, 0, 27, 8, 18, 19, 5, 36, 32, 41, 11, 43, 15, 28, 48, 24, 42, 41, 47, 35, 48, 29, 7, 32, 25, 12, 18, 33, 5, 43, 36, 14, 31, 41, 2, 36, 3, 36, 9, 8, 10, 30, 47, 32, 26, 28, 4, 20, 9, 8, 47, 46, 44, 36, 38, 47, 28, 9, 38, 18, 7]
[23, 42, 22, 6, 34, 44, 0, 1, 2, 2, 22, 20, 9, 17, 39, 29, 1, 10, 38, 26, 32, 17, 30, 39, 29, 16, 18, 5, 15, 34, 43, 14, 38, 17, 7, 22, 14, 41, 1, 38, 26, 27, 0, 33, 7, 5, 45, 5, 12, 11, 10, 39, 15, 30, 38, 30, 39, 26, 19, 24, 34, 43, 12, 10, 9, 6, 7, 33, 33, 45, 24, 16, 12, 38, 42, 41, 27, 37, 4, 20, 9, 22, 26, 1, 6, 41, 14, 15, 40, 12, 2, 3, 37, 30, 8, 26, 35, 4, 26, 44, 37]
[34, 3, 49, 10, 12, 23, 25, 17, 28, 44, 35, 35, 38, 45, 6, 37, 18, 47, 45, 24, 45, 43, 31, 40, 38, 21, 30, 11, 27, 0, 35, 16, 0, 35, 13, 18, 1, 19, 25, 48, 30, 8, 33, 0, 36, 17, 50, 1, 14, 7, 9, 46, 13, 45, 40, 14, 42, 39, 21, 35, 46, 50, 10, 6, 19, 31, 24, 33, 23, 31, 50, 50, 41, 19, 7, 15, 11, 11, 44, 4, 32, 45, 45, 29, 26, 8, 8, 48, 22, 13, 41, 22, 45, 6, 40, 14, 42, 45, 27, 18, 30]
[10, 41, 45, 37, 40, 10, 34, 19, 18, 17, 8, 21, 25, 37, 31, 17, 33, 41, 19, 25, 17, 2, 6, 9, 20, 44, 38, 4, 8, 14, 49, 25, 18, 22, 46, 46, 23, 39, 24, 49, 38, 18, 7, 36, 0, 0, 6, 17, 4, 32, 25, 19, 4, 40, 22, 23, 11, 0, 22, 18, 12, 29, 30, 50, 44, 46, 20, 3, 37, 50, 45, 41, 46, 14, 11, 22, 12, 3, 46, 26, 25, 7, 29, 47, 6, 2, 43, 25, 0, 28, 34, 46, 21, 13, 28, 31, 43, 28, 5, 19, 46]
