N1,N2,...,Nx
[16, 34, 20, 10, 19, 4, 2, 21, 31, 1, 0, 42, 17, 20, 28, 13, 19, 7, 15, 42, 4, 24, 39, 16, 21, 26, 41, 16, 19, 20, 31, 43, 47, 7, 31, 41, 42, 15, 41, 4, 45, 18, 24, 34, 10, 22, 23, 3, 42, 19, 27, 22, 40, 3, 2, 42, 44, 12, 29, 24, 39, 22, 1, 45, 39, 46, 0, 44, 6, 48, 40, 0, 22, 11, 43, 10, 29, 38, 35, 23, 19, 6, 21, 35, 21, 8, 45, 12, 42, 32, 33, 44, 36, 34, 29, 26, 8, 16, 16, 45, 19, 34, 13, 21, 38, 25, 18, 40, 26, 33, 13, 19, 5, 17, 35, 32, 47, 33, 27, 36, 7, 37, 47, 12, 37, 2, 14, 48, 25, 1, 42, 10, 9, 28, 2, 34]
[25, 46, 4, 47, 18, 39, 22, 0, 1, 10, 42, 0, 46, 48, 9, 36, 36, 50, 16, 45, 4, 9, 27, 2, 20, 38, 27, 37, 17, 1, 49, 31, 3, 47, 49, 35, 44, 0, 38, 25, 0, 17, 4, 12, 20, 17, 14, 41, 26, 32, 2, 29, 38, 38, 49, 5, 46, 43, 15, 4, 28, 29, 43, 18, 27, 12, 42, 43, 28, 8, 11, 27, 18, 10, 6, 17, 0, 33, 34, 11, 5, 40, 49, 1, 43, 27, 19, 8, 40, 26, 10, 22, 9, 34, 3, 42, 0, 14, 41, 48, 42, 41, 2, 2, 40, 37, 50, 5, 18, 32, 14, 36, 49, 19, 25, 28, 9, 15, 25, 5, 16, 4, 43, 7, 14, 33, 3, 3, 47, 19, 15, 14, 8, 8, 27, 3]
[3, 43, 49, 25, 8, 38, 44, 45, 20, 3, 17, 46, 0, 17, 20, 26, 21, 34, 43, 35, 39, 4, 26, 31, 22, 46, 28, 49, 43, 13, 1, 21, 41, 32, 27, 14, 33, 36, 5, 16, 22, 43, 21, 10, 36, 20, 18, 36, 30, 17, 18, 18, 6, 30, 11, 28, 46, 30, 31, 38, 49, 31, 27, 34, 34, 29, 39, 40, 49, 40, 29, 44, 37, 31, 41, 19, 24, 14, 20, 49, 9, 11, 22, 47, 13, 5, 9, 11, 8, 36, 27, 41, 23, 28, 26, 16, 6, 18, 36, 38, 4, 39, 25, 42, 18, 47, 17, 5, 12, 48, 10, 30, 18, 33, 31, 24, 6, 26, 30, 19, 30, 23, 16, 12, 48, 33, 9, 19, 31, 11, 15, 42, 19, 36, 28, 15]
[28, 21, 48, 22, 37, 49, 29, 35, 6, 6, 20, 48, 17, 0, 47, 23, 10, 29, 10, 3, 49, 41, 33, 5, 49, 8, 38, 40, 40, 6, 3, 1, 2, 34, 20, 14, 32, 37, 3, 31, 39, 9, 18, 34, 13, 10, 14, 25, 4, 3, 13, 19, 31, 41, 20, 26, 3, 39, 6, 34, 32, 44, 41, 10, 1, 33, 37, 16, 25, 42, 11, 45, 15, 47, 44, 17, 35, 44, 26, 30, 28, 13, 19, 18, 25, 19, 13, 22, 48, 7, 28, 50, 50, 39, 43, 19, 34, 12, 4, 16, 11, 22, 28, 4, 32, 10, 6, 0, 3, 3, 45, 50, 37, 28, 28, 14, 12, 11, 5, 29, 33, 21, 32, 17, 29, 8, 48, 13, 43, 4, 40, 26, 15, 48, 2, 37]
[8, 5, 37, 0, 4, 14, 37, 17, 42, 4, 28, 9, 20, 47, 0, 4, 50, 16, 0, 29, 20, 10, 46, 0, 40, 17, 19, 23, 48, 43, 46, 20, 23, 12, 39, 30, 39, 18, 0, 40, 50, 22, 11, 37, 49, 11, 14, 30, 17, 15, 23, 23, 15, 8, 31, 3, 11, 38, 49, 33, 4, 14, 20, 23, 1, 21, 27, 29, 34, 11, 11, 19, 39, 12, 13, 34, 22, 29, 31, 26, 39, 19, 27, 6, 26, 0, 26, 48, 50, 18, 34, 10, 18, 36, 4, 12, 6, 32, 22, 15, 33, 30, 14, 28, 32, 38, 25, 41, 12, 42, 22, 48, 13, 49, 49, 2, 13, 35, 1, 40, 49, 8, 50, 29, 18, 15, 2, 29, 45, 14, 12, 3, 21, 11, 12, 48]
[26, 2, 27, 42, 14, 13, 11, 23, 35, 14, 13, 36, 26, 23, 4, 0, 34, 8, 42, 0, 5, 44, 7, 31, 13, 26, 31, 23, 41, 39, 37, 14, 3, 29, 28, 4, 22, 12, 34, 16, 41, 16, 35, 4, 47, 39, 9, 18, 38, 45, 42, 5, 46, 0, 13, 31, 10, 1, 24, 14, 22, 13, 16, 36, 50, 46, 14, 27, 34, 11, 47, 39, 43, 26, 45, 22, 7, 37, 37, 14, 7, 41, 19, 7, 34, 11, 31, 47, 20, 32, 19, 11, 35, 26, 4, 25, 42, 9, 14, 15, 30, 0, 13, 6, 31, 20, 13, 0, 41, 20, 7, 33, 47, 2, 11, 21, 34, 12, 35, 7, 46, 39, 37, 15, 48, 39, 24, 0, 30, 32, 40, 37, 7, 14, 0, 18]
[50, 5, 3, 21, 4, 19, 50, 43, 33, 39, 19, 36, 21, 10, 50, 34, 0, 25, 18, 8, 24, 11, 46, 10, 34, 23, 8, 12, 32, 46, 18, 27, 20, 38, 1, 2, 0, 31, 31, 6, 12, 30, 24, 9, 18, 27, 11, 24, 42, 31, 18, 45, 28, 36, 19, 48, 19, 3, 26, 18, 22, 15, 27, 49, 48, 47, 3, 0, 13, 1, 15, 17, 7, 2, 32, 42, 33, 22, 20, 31, 38, 41, 26, 3, 15, 28, 30, 49, 32, 36, 8, 35, 22, 22, 48, 0, 10, 6, 17, 1, 9, 34, 27, 44, 39, 46, 33, 33, 45, 14, 37, 43, 2, 5, 31, 35, 2, 45, 13, 30, 44, 27, 33, 13, 0, 44, 13, 16, 27, 6, 15, 48, 17, 5, 24, 49]
[8, 49, 31, 25, 19, 28, 5, 36, 43, 38, 7, 50, 34, 29, 16, 8, 25, 0, 14, 34, 24, 14, 8, 18, 10, 25, 16, 49, 47, 23, 16, 44, 16, 15, 22, 25, 49, 42, 22, 11, 39, 6, 3, 19, 15, 30, 36, 45, 14, 10, 14, 2, 4, 47, 11, 5, 7, 22, 37, 27, 31, 31, 35, 44, 2, 39, 29, 11, 50, 39, 46, 15, 26, 22, 12, 13, 35, 43, 12, 23, 44, 11, 36, 29, 11, 29, 36, 5, 37, 1, 26, 28, 28, 2, 4, 21, 26, 12, 3, 0, 41, 30, 30, 44, 5, 45, 38, 10, 33, 6, 30, 7, 28, 15, 47, 4, 42, 11, 19, 5, 42, 28, 30, 29, 45, 36, 6, 37, 2, 15, 4, 23, 28, 14, 17, 8]
[29, 12, 24, 29, 10, 14, 33, 0, 4, 0, 15, 16, 43, 10, 0, 42, 18, 14, 0, 4, 27, 23, 18, 47, 16, 26, 7, 39, 17, 42, 14, 28, 19, 43, 22, 30, 50, 15, 36, 17, 7, 17, 39, 50, 25, 44, 45, 27, 7, 19, 48, 42, 24, 14, 36, 48, 21, 21, 31, 46, 18, 2, 24, 11, 19, 7, 37, 21, 33, 11, 50, 46, 30, 15, 43, 1, 9, 29, 36, 29, 1, 44, 15, 11, 23, 24, 13, 24, 24, 6, 24, 7, 38, 48, 9, 9, 45, 41, 45, 11, 10, 30, 37, 4, 20, 34, 47, 32, 36, 42, 44, 4, 19, 17, 44, 18, 31, 41, 17, 21, 18, 11, 41, 28, 11, 2, 50, 6, 33, 4, 3, 32, 36, 14, 22, 19]
[6, 24, 47, 14, 4, 41, 6, 2, 37, 11, 42, 45, 35, 3, 29, 0, 8, 34, 4, 0, 31, 11, 48, 8, 2, 50, 27, 0, 10, 44, 27, 43, 44, 40, 20, 43, 35, 42, 47, 14, 12, 20, 8, 15, 7, 31, 12, 26, 48, 27, 25, 1, 1, 47, 47, 47, 47, 1, 0, 31, 16, 2, 16, 41, 23, 25, 24, 31, 21, 40, 42, 36, 6, 38, 41, 48, 15, 3, 49, 35, 38, 2, 24, 34, 49, 23, 38, 39, 2, 19, 49, 30, 33, 30, 11, 33, 41, 48, 39, 19, 30, 2, 46, 43, 15, 44, 6, 22, 19, 15, 7, 34, 41, 14, 7, 18, 16, 35, 14, 14, 14, 30, 1, 44, 46, 33, 35, 8, 16, 34, 24, 32, 21, 9, 35, 1]
[42, 5, 49, 2, 37, 14, 25, 29, 10, 47, 4, 4, 39, 49, 20, 5, 24, 24, 27, 31, 0, 29, 24, 16, 12, 0, 28, 37, 27, 0, 19, 22, 5, 6, 21, 33, 39, 25, 31, 21, 14, 44, 44, 6, 10, 8, 12, 28, 17, 15, 8, 30, 46, 43, 19, 2, 31, 27, 13, 10, 44, 18, 17, 50, 29, 5, 0, 24, 41, 29, 3, 50, 5, 45, 35, 7, 13, 46, 34, 39, 6, 29, 8, 14, 7, 43, 23, 46, 39, 41, 23, 4, 1, 12, 19, 36, 20, 45, 2, 30, 22, 31, 11, 14, 36, 3, 13, 0, 35, 4, 41, 42, 48, 9, 8, 37, 21, 2, 0, 49, 10, 19, 40, 20, 14, 28, 28, 36, 24, 3, 38, 10, 38, 5, 47, 12]
[42, 36, 36, 29, 19, 19, 36, 28, 4, 30, 24, 9, 4, 41, 10, 44, 11, 14, 23, 11, 29, 0, 17, 18, 9, 43, 20, 31, 11, 46, 35, 32, 43, 9, 35, 12, 34, 41, 30, 45, 22, 6, 7, 3, 50, 31, 40, 42, 23, 30, 10, 25, 8, 32, 17, 32, 29, 12, 42, 7, 21, 8, 36, 20, 49, 33, 8, 49, 46, 47, 11, 41, 36, 4, 48, 10, 42, 25, 2, 4, 17, 37, 1, 33, 38, 48, 10, 8, 40, 18, 30, 28, 10, 7, 19, 43, 44, 38, 11, 33, 13, 49, 13, 11, 2, 24, 39, 48, 11, 43, 50, 37, 36, 15, 32, 1, 34, 0, 45, 6, 28, 1, 39, 44, 42, 20, 30, 42, 45, 49, 12, 39, 46, 6, 37, 38]
[16, 16, 34, 27, 3, 8, 25, 33, 50, 7, 39, 27, 26, 33, 46, 7, 46, 8, 18, 48, 24, 17, 0, 2, 20, 0, 35, 46, 24, 17, 3, 42, 26, 8, 20, 0, 41, 43, 11, 40, 12, 9, 13, 34, 43, 38, 26, 20, 5, 32, 20, 6, 10, 40, 50, 11, 0, 0, 11, 12, 12, 33, 18, 28, 30, 33, 48, 28, 32, 19, 13, 27, 43, 49, 33, 4, 49, 8, 6, 30, 33, 27, 36, 20, 34, 17, 13, 43, 10, 7, 19, 28, 33, 9, 35, 41, 9, 42, 28, 13, 34, 36, 12, 14, 15, 38, 25, 28, 29, 1, 20, 16, 18, 5, 42, 45, 20, 34, 22, 20, 25, 21, 31, 43, 23, 14, 48, 29, 2, 6, 25, 39, 0, 39, 34, 25]
[19, 37, 31, 17, 3, 33, 17, 21, 10, 9, 16, 2, 31, 5, 0, 31, 10, 18, 47, 8, 16, 18, 2, 0, 32, 8, 22, 28, 13, 28, 22, 45, 50, 46, 25, 33, 30, 34, 37, 5, 21, 9, 6, 13, 0, 24, 2, 11, 12, 27, 41, 39, 8, 22, 26, 2, 10, 21, 15, 46, 22, 48, 45, 13, 36, 23, 2, 50, 44, 42, 11, 6, 46, 25, 15, 23, 21, 40, 15, 12, 40, 22, 11, 35, 3, 22, 9, 26, 13, 49, 3, 43, 28, 2, 14, 17, 24, 26, 35, 26, 3, 32, 22, 26, 25, 30, 0, 35, 2, 28, 27, 3, 6, 6, 4, 9, 8, 23, 38, 19, 27, 24, 50, 4, 50, 39, 17, 27, 1, 21, 39, 5, 8, 25, 46, 22]
[40, 16, 46, 18, 43, 8, 36, 24, 2, 38, 21, 20, 22, 49, 40, 13, 34, 10, 16, 2, 12, 9, 20, 32, 0, 18, 28, 12, 14, 7, 6, 30, 40, 3, 8, 23, 40, 36, 8, 41, 10, 0, 21, 12, 12, 50, 26, 46, 30, 14, 7, 12, 26, 27, 18, 1, 43, 21, 25, 34, 42, 39, 49, 50, 4, 11, 21, 32, 9, 26, 37, 40, 18, 2, 32, 27, 0, 2, 41, 33, 39, 45, 16, 16, 46, 45, 14, 18, 37, 29, 43, 18, 23, 2, 26, 46, 42, 5, 0, 22, 22, 37, 24, 0, 22, 16, 15, 22, 9, 1, 17, 7, 45, 47, 8, 30, 17, 36, 26, 5, 48, 9, 31, 44, 43, 21, 18, 29, 7, 27, 24, 3, 25, 8, 15, 36]
[40, 30, 8, 43, 49, 31, 14, 36, 33, 34, 26, 38, 46, 8, 17, 26, 23, 25, 26, 50, 0, 43, 0, 8, 18, 0, 46, 5, 45, 1, 20, 50, 15, 2, 18, 43, 25, 30, 29, 45, 20, 12, 13, 14, 42, 25, 19, 39, 9, 27, 34, 7, 44, 20, 19, 2, 38, 1, 36, 22, 10, 34, 27, 8, 39, 30, 18, 41, 11, 36, 23, 17, 17, 9, 36, 23, 30, 48, 39, 4, 40, 45, 8, 13, 35, 50, 15, 17, 28, 19, 17, 6, 36, 1, 13, 49, 28, 4, 30, 31, 18, 48, 49, 2, 15, 0, 10, 10, 4, 6, 46, 3, 24, 7, 28, 11, 10, 7, 11, 4, 28, 40, 36, 20, 29, 29, 45, 2, 2, 50, 0, 40, 4, 8, 49, 2]
[43, 19, 19, 6, 11, 32, 42, 19, 45, 3, 41, 27, 28, 38, 19, 31, 8, 16, 7, 27, 28, 20, 35, 22, 28, 46, 0, 16, 45, 30, 44, 48, 49, 27, 8, 42, 32, 23, 38, 4, 33, 29, 24, 43, 36, 34, 39, 45, 29, 38, 32, 44, 20, 27, 32, 2, 4, 28, 21, 34, 46, 31, 15, 25, 41, 35, 28, 23, 7, 30, 2, 38, 3, 4, 14, 36, 5, 20, 6, 10, 21, 14, 7, 16, 25, 46, 25, 31, 36, 46, 4, 44, 24, 47, 50, 22, 10, 4, 37, 9, 41, 31, 10, 35, 46, 33, 39, 21, 30, 31, 2, 3, 6, 12, 11, 17, 37, 4, 32, 35, 8, 40, 3, 13, 13, 5, 4, 43, 9, 42, 27, 43, 32, 9, 37, 34]
[41, 47, 18, 7, 20, 13, 44, 8, 23, 19, 16, 37, 49, 40, 23, 23, 12, 49, 39, 0, 37, 31, 46, 28, 12, 5, 16, 0, 42, 42, 7, 6, 4, 22, 21, 46, 34, 11, 20, 4, 39, 35, 32, 7, 32, 50, 10, 48, 18, 30, 25, 6, 30, 2, 49, 27, 6, 19, 13, 33, 12, 47, 6, 16, 34, 35, 31, 6, 24, 18, 36, 24, 8, 44, 4, 17, 45, 38, 6, 12, 28, 18, 41, 36, 14, 26, 6, 24, 39, 40, 50, 37, 14, 14, 41, 11, 34, 42, 40, 23, 44, 44, 28, 8, 16, 0, 6, 17, 40, 1, 29, 13, 8, 44, 19, 29, 48, 25, 38, 44, 27, 16, 33, 29, 20, 4, 42, 36, 8, 33, 38, 46, 38, 12, 45, 26]
[22, 38, 26, 30, 21, 35, 14, 18, 2, 12, 19, 17, 43, 40, 48, 41, 32, 47, 17, 10, 27, 11, 24, 13, 14, 45, 45, 42, 0, 45, 37, 15, 34, 33, 20, 25, 34, 5, 29, 11, 0, 25, 12, 35, 41, 48, 6, 29, 42, 3, 35, 40, 30, 0, 31, 30, 0, 25, 50, 34, 36, 16, 19, 10, 26, 50, 35, 18, 50, 14, 22, 1, 34, 40, 21, 6, 36, 0, 49, 12, 35, 30, 26, 27, 36, 39, 16, 16, 46, 19, 34, 49, 48, 48, 3, 19, 29, 21, 28, 14, 5, 4, 17, 29, 48, 39, 22, 27, 26, 18, 36, 45, 34, 3, 13, 34, 1, 21, 24, 28, 2, 23, 46, 47, 2, 32, 38, 48, 8, 22, 39, 11, 1, 45, 46, 40]
[34, 15, 33, 45, 29, 49, 34, 38, 17, 45, 20, 1, 13, 6, 43, 39, 46, 23, 42, 44, 0, 46, 17, 28, 7, 1, 30, 42, 45, 0, 25, 12, 49, 18, 17, 9, 20, 37, 46, 40, 19, 23, 29, 15, 15, 50, 47, 43, 2, 42, 4, 16, 13, 0, 45, 6, 17, 36, 27, 37, 5, 36, 46, 25, 24, 42, 32, 35, 15, 25, 14, 20, 46, 31, 22, 47, 11, 11, 32, 2, 4, 0, 26, 20, 39, 30, 36, 5, 34, 0, 40, 47, 45, 5, 4, 18, 38, 22, 3, 49, 29, 24, 0, 50, 5, 35, 50, 34, 17, 38, 2, 13, 25, 31, 44, 49, 13, 32, 12, 19, 34, 11, 46, 10, 28, 41, 7, 2, 40, 47, 50, 31, 9, 13, 34, 40]
[23, 50, 46, 36, 48, 39, 44, 15, 50, 25, 31, 49, 1, 3, 46, 37, 18, 16, 14, 27, 19, 35, 3, 22, 6, 20, 44, 7, 37, 25, 0, 12, 50, 20, 1, 11, 17, 41, 17, 29, 2, 47, 32, 42, 20, 40, 37, 4, 41, 41, 30, 39, 49, 6, 5, 5, 45, 8, 20, 44, 14, 37, 37, 25, 5, 8, 36, 44, 43, 46, 37, 33, 10, 0, 10, 32, 43, 33, 16, 1, 31, 13, 23, 26, 45, 34, 30, 22, 40, 10, 37, 16, 13, 48, 8, 12, 20, 7, 24, 1, 45, 21, 28, 24, 48, 23, 2, 25, 50, 17, 45, 32, 38, 32, 6, 50, 45, 23, 22, 0, 47, 11, 44, 34, 44, 3, 29, 13, 12, 6, 38, 22, 1, 18, 35, 30]
[39, 48, 50, 32, 13, 44, 16, 9, 10, 20, 43, 31, 21, 1, 20, 14, 27, 44, 28, 43, 22, 32, 42, 45, 30, 50, 48, 6, 15, 12, 12, 0, 19, 8, 47, 12, 17, 2, 46, 34, 34, 10, 1, 35, 17, 29, 33, 24, 9, 6, 47, 38, 48, 4, 31, 25, 21, 42, 21, 5, 10, 10, 25, 50, 33, 35, 12, 47, 38, 4, 8, 33, 38, 35, 7, 11, 11, 13, 33, 42, 39, 1, 13, 45, 33, 2, 43, 20, 42, 27, 37, 41, 6, 11, 22, 7, 11, 38, 45, 6, 32, 36, 10, 50, 0, 9, 7, 43, 6, 21, 28, 4, 47, 14, 22, 12, 18, 21, 45, 44, 45, 41, 42, 4, 33, 4, 18, 35, 12, 39, 3, 41, 41, 30, 39, 35]
[28, 34, 10, 8, 7, 5, 46, 40, 8, 19, 47, 3, 41, 2, 23, 3, 20, 16, 19, 44, 5, 43, 26, 50, 40, 15, 49, 4, 34, 49, 50, 19, 0, 49, 0, 28, 21, 42, 2, 12, 5, 2, 15, 24, 1, 5, 2, 28, 42, 2, 21, 13, 29, 28, 26, 39, 38, 40, 37, 46, 10, 20, 50, 34, 50, 34, 13, 38, 18, 1, 24, 43, 2, 12, 39, 8, 20, 16, 28, 0, 31, 50, 30, 39, 1, 17, 36, 18, 50, 34, 31, 5, 27, 38, 4, 5, 12, 12, 0, 36, 39, 1, 15, 40, 23, 14, 47, 21, 49, 43, 29, 49, 2, 11, 28, 2, 5, 19, 24, 34, 18, 49, 12, 34, 25, 7, 14, 29, 38, 9, 2, 26, 20, 12, 46, 5]
[34, 43, 8, 4, 44, 14, 30, 8, 30, 35, 7, 47, 32, 34, 12, 29, 38, 15, 43, 40, 6, 9, 8, 46, 3, 2, 27, 22, 33, 18, 20, 8, 49, 0, 30, 45, 34, 11, 40, 7, 7, 36, 32, 3, 36, 1, 20, 21, 37, 14, 35, 9, 41, 14, 50, 6, 31, 24, 43, 41, 41, 32, 50, 45, 35, 18, 19, 25, 31, 45, 33, 32, 40, 22, 39, 46, 49, 40, 18, 18, 21, 25, 3, 22, 44, 31, 3, 0, 12, 44, 1, 0, 15, 22, 22, 24, 30, 17, 8, 21, 46, 41, 37, 1, 22, 49, 14, 1, 21, 50, 5, 43, 13, 0, 39, 4, 5, 20, 25, 49, 48, 30, 26, 25, 4, 8, 41, 43, 3, 8, 29, 17, 21, 46, 46, 50]
