N1,N2,...,Nx
[29, 36, 24, 16, 39, 2, 44, 6, 46, 21, 0, 19, 31, 45, 27, 45, 12, 19, 5, 6, 17, 1, 21, 28, 25, 14, 36, 42, 5, 5, 41, 0, 2, 49, 47, 43, 14, 46, 42, 22, 6, 16, 18, 33, 5, 12, 17, 40, 35, 31, 44, 6, 12, 16, 16, 40, 32, 16, 8, 42, 24, 20, 2, 22, 38, 46, 18, 1, 14, 30, 32, 35, 43, 16, 29, 28, 30, 29, 30, 17, 6, 6, 47, 11, 14, 25, 40, 38, 28, 28, 6, 19, 44, 28, 27, 24, 6, 7, 39, 3, 12, 32, 29, 19, 16, 44, 8, 3, 28, 6, 47, 49, 44, 15, 14, 8, 25, 36, 32, 29, 29, 50, 25, 27, 2, 21]
[38, 3, 45, 44, 14, 43, 16, 22, 7, 25, 19, 0, 46, 13, 22, 49, 1, 34, 16, 29, 11, 45, 13, 41, 25, 16, 36, 18, 30, 33, 21, 33, 8, 34, 29, 5, 9, 6, 3, 32, 48, 3, 13, 24, 10, 46, 42, 14, 6, 25, 28, 4, 4, 45, 31, 10, 15, 50, 44, 10, 24, 9, 18, 36, 28, 8, 42, 27, 17, 43, 35, 29, 29, 7, 35, 44, 50, 15, 10, 6, 10, 9, 12, 28, 20, 1, 4, 38, 7, 47, 24, 46, 28, 32, 26, 9, 34, 1, 7, 37, 10, 41, 20, 37, 2, 36, 0, 8, 40, 6, 8, 22, 15, 30, 16, 22, 41, 15, 37, 25, 27, 1, 1, 11, 21, 12]
[34, 28, 40, 40, 12, 38, 44, 43, 0, 21, 31, 46, 0, 12, 31, 29, 11, 23, 26, 2, 10, 25, 11, 9, 36, 9, 9, 34, 20, 8, 46, 43, 49, 4, 14, 20, 37, 40, 46, 43, 19, 44, 21, 48, 1, 24, 3, 50, 4, 40, 15, 41, 27, 9, 14, 23, 27, 8, 41, 19, 15, 3, 30, 35, 48, 12, 4, 25, 19, 33, 10, 33, 16, 6, 2, 28, 38, 48, 13, 33, 19, 15, 36, 49, 29, 10, 50, 19, 38, 40, 6, 27, 38, 45, 43, 35, 39, 20, 49, 15, 12, 50, 39, 29, 33, 28, 33, 43, 25, 41, 49, 12, 7, 43, 25, 10, 15, 13, 45, 47, 44, 3, 33, 29, 27, 48]
[19, 29, 5, 28, 4, 35, 37, 25, 22, 41, 45, 13, 12, 0, 13, 47, 49, 20, 9, 5, 48, 35, 20, 18, 11, 34, 47, 25, 30, 29, 9, 19, 26, 31, 33, 6, 16, 6, 24, 26, 9, 37, 25, 18, 9, 43, 29, 46, 7, 4, 22, 25, 39, 4, 12, 3, 31, 7, 20, 36, 8, 4, 37, 31, 43, 50, 50, 44, 0, 5, 44, 21, 48, 45, 42, 35, 6, 27, 16, 1, 21, 31, 23, 24, 20, 46, 21, 27, 34, 8, 8, 22, 21, 3, 22, 7, 29, 12, 30, 15, 28, 16, 36, 7, 49, 50, 26, 47, 45, 11, 37, 2, 21, 36, 13, 40, 1, 27, 23, 17, 4, 44, 16, 1, 6, 29]
[18, 27, 40, 30, 3, 40, 11, 46, 12, 12, 27, 22, 31, 13, 0, 17, 17, 32, 49, 4, 38, 29, 8, 11, 25, 30, 26, 10, 46, 27, 24, 43, 22, 9, 10, 34, 17, 9, 29, 43, 42, 14, 31, 5, 37, 39, 16, 18, 45, 39, 43, 31, 19, 26, 11, 7, 45, 32, 43, 16, 34, 17, 38, 9, 16, 3, 39, 19, 38, 24, 45, 31, 39, 29, 38, 38, 18, 28, 23, 35, 19, 16, 2, 28, 11, 48, 42, 48, 32, 11, 12, 17, 25, 1, 10, 15, 1, 38, 9, 17, 23, 3, 4, 28, 34, 5, 32, 26, 34, 16, 2, 46, 42, 28, 37, 34, 12, 0, 28, 47, 4, 22, 5, 43, 27, 20]
[34, 40, 31, 12, 21, 11, 5, 25, 16, 36, 45, 49, 29, 47, 17, 0, 32, 39, 22, 9, 23, 28, 2, 4, 46, 3, 10, 45, 48, 47, 42, 20, 35, 13, 16, 24, 17, 41, 8, 39, 0, 30, 25, 33, 15, 31, 24, 34, 31, 1, 21, 46, 38, 26, 32, 29, 2, 3, 18, 36, 28, 18, 7, 14, 1, 39, 27, 42, 34, 23, 29, 38, 21, 50, 22, 39, 11, 26, 30, 3, 8, 15, 46, 23, 3, 20, 33, 23, 38, 1, 43, 30, 31, 8, 50, 28, 30, 42, 50, 40, 30, 48, 2, 27, 37, 4, 9, 33, 39, 39, 16, 23, 0, 49, 25, 36, 0, 5, 12, 9, 1, 30, 38, 15, 44, 2]
[19, 35, 14, 41, 0, 19, 47, 8, 13, 49, 12, 1, 11, 49, 17, 32, 0, 12, 45, 25, 23, 21, 44, 8, 5, 46, 13, 33, 15, 30, 50, 3, 16, 45, 50, 17, 21, 3, 3, 24, 47, 29, 26, 7, 45, 34, 47, 7, 33, 45, 45, 38, 32, 33, 24, 28, 8, 25, 22, 48, 13, 34, 25, 32, 35, 36, 6, 15, 5, 6, 15, 9, 37, 0, 9, 41, 23, 20, 37, 47, 35, 25, 4, 37, 35, 34, 17, 18, 13, 7, 33, 43, 31, 7, 22, 33, 12, 33, 34, 13, 34, 9, 16, 25, 41, 0, 11, 5, 36, 13, 7, 17, 18, 1, 1, 25, 41, 18, 4, 32, 23, 13, 32, 21, 39, 48]
[47, 1, 47, 24, 8, 46, 24, 32, 17, 42, 19, 34, 23, 20, 32, 39, 12, 0, 17, 39, 38, 42, 49, 0, 12, 14, 36, 37, 24, 31, 23, 6, 1, 1, 43, 12, 9, 38, 49, 16, 27, 11, 38, 4, 18, 35, 25, 38, 48, 4, 2, 1, 9, 34, 2, 32, 33, 31, 19, 15, 18, 42, 4, 38, 41, 29, 47, 23, 19, 47, 11, 42, 24, 35, 49, 34, 18, 23, 34, 1, 48, 44, 34, 3, 46, 3, 46, 16, 19, 44, 49, 31, 13, 0, 37, 3, 1, 8, 1, 22, 17, 28, 14, 40, 27, 44, 9, 34, 21, 48, 31, 2, 15, 46, 44, 27, 8, 9, 43, 11, 48, 49, 23, 44, 6, 43]
[16, 12, 10, 6, 17, 27, 2, 29, 32, 22, 5, 16, 26, 9, 49, 22, 45, 17, 0, 9, 36, 30, 11, 32, 38, 5, 13, 42, 10, 45, 8, 50, 43, 47, 36, 12, 25, 34, 7, 17, 11, 19, 35, 3, 42, 3, 15, 19, 40, 17, 23, 15, 12, 14, 28, 14, 3, 25, 29, 20, 9, 0, 32, 15, 17, 22, 5, 46, 17, 25, 45, 45, 0, 18, 9, 43, 39, 12, 29, 13, 13, 5, 9, 11, 36, 11, 32, 47, 10, 20, 0, 4, 26, 20, 5, 29, 28, 36, 27, 36, 2, 34, 15, 46, 45, 29, 23, 36, 37, 30, 30, 15, 12, 6, 3, 37, 43, 5, 42, 49, 27, 16, 47, 19, 22, 34]
[21, 20, 40, 37, 7, 33, 8, 16, 12, 37, 6, 29, 2, 5, 4, 9, 25, 39, 9, 0, 7, 32, 33, 7, 27, 30, 49, 31, 18, 34, 22, 2, 9, 11, 39, 3, 16, 19, 16, 18, 44, 4, 5, 1, 12, 11, 16, 22, 43, 26, 29, 10, 4, 29, 25, 31, 18, 33, 21, 7, 15, 14, 11, 10, 40, 32, 35, 38, 5, 10, 35, 14, 49, 47, 42, 40, 1, 34, 15, 46, 19, 7, 39, 22, 34, 49, 6, 34, 15, 19, 7, 24, 24, 8, 30, 4, 23, 26, 17, 29, 3, 8, 13, 35, 18, 34, 35, 28, 30, 36, 43, 31, 49, 26, 14, 31, 44, 0, 16, 28, 11, 32, 9, 37, 50, 13]
[35, 50, 9, 26, 50, 48, 28, 45, 0, 36, 17, 11, 10, 48, 38, 23, 23, 38, 36, 7, 0, 3, 33, 0, 11, 44, 13, 29, 47, 33, 43, 16, 25, 40, 49, 38, 28, 39, 49, 22, 31, 27, 30, 44, 34, 14, 23, 45, 39, 49, 34, 15, 48, 10, 35, 50, 41, 23, 21, 6, 3, 47, 18, 35, 1, 38, 4, 50, 21, 39, 37, 9, 17, 30, 6, 50, 3, 40, 27, 29, 33, 29, 44, 38, 8, 26, 34, 14, 2, 33, 25, 27, 25, 15, 32, 18, 5, 18, 42, 12, 34, 14, 42, 46, 44, 16, 39, 41, 38, 50, 26, 45, 35, 38, 30, 49, 32, 49, 17, 47, 33, 2, 3, 50, 43, 5]
[36, 13, 6, 7, 41, 19, 35, 50, 42, 42, 1, 45, 25, 35, 29, 28, 21, 42, 30, 32, 3, 0, 12, 31, 30, 35, 28, 14, 8, 44, 45, 34, 24, 37, 16, 3, 22, 35, 44, 1, 39, 37, 44, 14, 7, 16, 6, 22, 25, 30, 32, 2, 35, 17, 48, 29, 23, 32, 18, 22, 11, 24, 40, 13, 15, 14, 40, 30, 23, 5, 42, 12, 29, 49, 11, 36, 48, 5, 25, 42, 44, 33, 34, 29, 8, 25, 8, 15, 11, 49, 47, 32, 33, 49, 36, 7, 11, 2, 31, 40, 23, 24, 17, 13, 39, 42, 47, 44, 8, 14, 47, 36, 17, 13, 20, 48, 8, 32, 39, 15, 47, 38, 30, 26, 17, 48]
[28, 36, 7, 46, 43, 11, 42, 39, 26, 39, 21, 13, 11, 20, 8, 2, 44, 49, 11, 33, 33, 12, 0, 2, 7, 40, 25, 12, 12, 33, 19, 14, 25, 20, 44, 34, 35, 6, 37, 32, 7, 38, 5, 10, 40, 35, 30, 17, 16, 40, 13, 43, 28, 44, 36, 3, 50, 39, 35, 12, 15, 13, 27, 47, 21, 11, 46, 37, 10, 1, 39, 3, 15, 50, 19, 21, 39, 39, 19, 18, 24, 12, 37, 35, 43, 31, 32, 7, 9, 49, 8, 0, 18, 37, 47, 28, 42, 40, 14, 36, 2, 16, 50, 15, 13, 33, 9, 12, 12, 19, 11, 30, 46, 49, 47, 14, 28, 45, 28, 39, 6, 28, 11, 4, 30, 12]
[9, 3, 21, 47, 28, 30, 2, 33, 37, 42, 28, 41, 9, 18, 11, 4, 8, 0, 32, 7, 0, 31, 2, 0, 20, 12, 49, 33, 41, 23, 49, 0, 32, 19, 1, 33, 46, 49, 15, 33, 30, 2, 10, 20, 48, 17, 48, 20, 14, 12, 0, 45, 7, 36, 29, 33, 32, 19, 49, 37, 8, 4, 32, 13, 2, 28, 5, 10, 18, 36, 26, 9, 23, 0, 18, 12, 0, 40, 38, 21, 32, 34, 7, 49, 30, 18, 46, 26, 36, 44, 37, 41, 50, 31, 9, 48, 35, 44, 0, 36, 13, 32, 16, 42, 12, 22, 5, 17, 49, 41, 48, 10, 19, 46, 23, 50, 18, 31, 4, 23, 40, 28, 8, 18, 24, 45]
[30, 19, 49, 15, 15, 0, 46, 22, 40, 17, 25, 25, 36, 11, 25, 46, 5, 12, 38, 27, 11, 30, 7, 20, 0, 9, 28, 47, 8, 11, 5, 43, 37, 30, 24, 29, 28, 2, 36, 44, 16, 9, 19, 8, 5, 22, 18, 43, 32, 12, 41, 15, 20, 41, 23, 50, 23, 5, 40, 34, 37, 24, 13, 49, 22, 45, 19, 39, 50, 43, 43, 8, 20, 43, 5, 3, 34, 32, 11, 41, 25, 23, 11, 45, 41, 20, 38, 13, 37, 41, 30, 13, 22, 13, 16, 0, 41, 0, 28, 16, 9, 15, 5, 44, 30, 29, 43, 39, 27, 15, 19, 25, 50, 49, 11, 17, 1, 44, 25, 10, 21, 1, 22, 49, 47, 36]
[24, 2, 23, 34, 25, 23, 0, 27, 20, 23, 14, 16, 9, 34, 30, 3, 46, 14, 5, 30, 44, 35, 40, 12, 9, 0, 34, 20, 44, 17, 8, 2, 48, 35, 28, 46, 34, 8, 48, 48, 21, 26, 33, 43, 10, 25, 1, 30, 47, 28, 20, 26, 2, 2, 5, 35, 45, 9, 47, 5, 42, 3, 28, 5, 3, 17, 10, 24, 33, 7, 50, 18, 8, 23, 8, 46, 9, 35, 7, 1, 8, 6, 35, 49, 34, 31, 9, 26, 37, 34, 41, 39, 30, 36, 45, 22, 30, 8, 7, 4, 32, 45, 25, 2, 17, 2, 45, 41, 25, 17, 44, 13, 31, 12, 45, 40, 43, 10, 50, 50, 32, 6, 20, 30, 6, 8]
[13, 3, 32, 36, 6, 7, 27, 24, 1, 9, 36, 36, 9, 47, 26, 10, 13, 36, 13, 49, 13, 28, 25, 49, 28, 34, 0, 45, 38, 26, 30, 2, 0, 37, 5, 45, 30, 4, 13, 13, 23, 31, 29, 21, 27, 28, 28, 27, 43, 17, 28, 32, 35, 8, 8, 7, 6, 2, 13, 34, 22, 46, 21, 26, 5, 42, 30, 5, 24, 46, 21, 30, 2, 19, 33, 48, 14, 2, 14, 33, 17, 14, 8, 5, 31, 10, 8, 25, 40, 3, 50, 14, 40, 32, 33, 3, 50, 0, 8, 25, 26, 24, 9, 15, 7, 37, 23, 42, 47, 42, 42, 26, 19, 5, 44, 16, 37, 30, 15, 2, 20, 14, 47, 16, 48, 23]
[3, 43, 35, 39, 41, 37, 19, 41, 7, 19, 42, 18, 34, 25, 10, 45, 33, 37, 42, 31, 29, 14, 12, 33, 47, 20, 45, 0, 45, 14, 17, 15, 18, 1, 15, 24, 24, 8, 35, 42, 24, 27, 32, 25, 19, 10, 40, 33, 1, 2, 22, 26, 45, 13, 39, 40, 4, 50, 7, 13, 47, 0, 40, 34, 5, 25, 43, 6, 29, 28, 15, 12, 11, 18, 13, 23, 25, 35, 41, 18, 17, 34, 36, 45, 9, 36, 50, 21, 27, 31, 28, 13, 18, 13, 8, 28, 30, 7, 26, 0, 36, 33, 17, 31, 1, 2, 10, 48, 2, 43, 49, 20, 11, 6, 34, 34, 17, 48, 32, 33, 37, 47, 24, 39, 48, 27]
[20, 25, 21, 30, 13, 1, 49, 26, 50, 6, 5, 30, 20, 30, 46, 48, 15, 24, 10, 18, 47, 8, 12, 41, 8, 44, 38, 45, 0, 42, 33, 13, 27, 26, 2, 40, 42, 33, 27, 6, 41, 24, 44, 33, 13, 30, 0, 11, 47, 13, 45, 41, 36, 23, 4, 14, 28, 21, 1, 0, 49, 6, 46, 25, 34, 36, 6, 42, 24, 9, 44, 27, 12, 7, 30, 12, 16, 28, 21, 28, 36, 16, 21, 0, 46, 22, 37, 50, 34, 48, 35, 40, 1, 15, 32, 5, 10, 15, 10, 19, 31, 33, 14, 33, 8, 41, 4, 6, 38, 3, 12, 43, 18, 14, 46, 2, 36, 18, 38, 39, 11, 20, 37, 46, 48, 20]
[42, 24, 0, 16, 9, 42, 22, 37, 8, 33, 5, 33, 8, 29, 27, 47, 30, 31, 45, 34, 33, 44, 33, 23, 11, 17, 26, 14, 42, 0, 11, 40, 6, 46, 27, 9, 41, 17, 19, 0, 21, 45, 2, 2, 50, 3, 29, 27, 50, 0, 37, 25, 10, 30, 5, 2, 50, 1, 2, 25, 34, 11, 5, 7, 43, 37, 32, 44, 37, 2, 3, 3, 37, 4, 19, 35, 36, 13, 38, 12, 16, 36, 41, 44, 41, 31, 22, 44, 8, 34, 43, 16, 48, 31, 0, 23, 50, 18, 28, 17, 6, 13, 10, 28, 32, 30, 41, 36, 3, 28, 0, 46, 25, 13, 13, 37, 40, 17, 44, 47, 19, 47, 37, 30, 46, 15]
[35, 30, 48, 15, 7, 1, 6, 9, 26, 16, 41, 21, 46, 9, 24, 42, 50, 23, 8, 22, 43, 45, 19, 49, 5, 8, 30, 17, 33, 11, 0, 25, 47, 19, 26, 44, 9, 15, 24, 2, 9, 47, 49, 10, 49, 34, 2, 19, 11, 23, 27, 19, 10, 33, 18, 41, 5, 20, 50, 31, 18, 4, 26, 30, 2, 46, 37, 37, 8, 26, 35, 31, 8, 13, 6, 16, 39, 4, 0, 40, 45, 16, 16, 11, 14, 29, 28, 2, 45, 5, 39, 16, 13, 13, 10, 39, 34, 35, 25, 27, 21, 36, 32, 36, 18, 42, 50, 32, 7, 22, 50, 25, 43, 0, 0, 18, 11, 27, 44, 0, 13, 0, 6, 48, 24, 3]
[2, 32, 39, 25, 24, 34, 39, 42, 20, 15, 0, 33, 43, 19, 43, 20, 3, 6, 50, 2, 16, 34, 14, 0, 43, 2, 2, 15, 13, 40, 25, 0, 23, 31, 50, 30, 21, 14, 49, 30, 32, 41, 30, 3, 17, 24, 13, 44, 11, 3, 4, 40, 41, 4, 26, 48, 50, 19, 25, 27, 24, 36, 44, 32, 32, 28, 30, 46, 10, 19, 8, 44, 20, 47, 47, 14, 1, 39, 45, 37, 3, 40, 35, 7, 43, 36, 44, 47, 15, 18, 15, 38, 17, 0, 8, 1, 18, 40, 41, 7, 43, 34, 4, 7, 34, 41, 4, 30, 31, 31, 45, 41, 36, 10, 4, 14, 38, 7, 47, 29, 46, 35, 36, 19, 47, 21]
[8, 8, 30, 3, 47, 19, 49, 29, 19, 3, 2, 8, 49, 26, 22, 35, 16, 1, 43, 9, 25, 24, 25, 32, 37, 48, 0, 18, 27, 6, 47, 23, 0, 49, 36, 14, 23, 13, 36, 48, 2, 5, 15, 5, 26, 33, 37, 7, 43, 31, 10, 24, 21, 3, 28, 45, 21, 6, 44, 10, 48, 38, 31, 16, 23, 26, 19, 20, 21, 4, 0, 24, 25, 31, 23, 44, 3, 45, 50, 12, 9, 34, 39, 35, 40, 32, 30, 10, 39, 31, 38, 6, 44, 47, 16, 31, 38, 21, 48, 10, 37, 34, 11, 48, 13, 0, 13, 7, 3, 37, 1, 21, 32, 36, 45, 16, 10, 7, 2, 49, 41, 11, 17, 16, 3, 30]
[13, 47, 5, 22, 43, 48, 19, 7, 23, 23, 49, 34, 4, 31, 9, 13, 45, 1, 47, 11, 40, 37, 20, 19, 30, 35, 37, 1, 26, 46, 19, 31, 49, 0, 36, 45, 10, 1, 37, 28, 17, 43, 45, 5, 29, 37, 7, 44, 8, 23, 33, 20, 40, 27, 47, 24, 10, 30, 32, 37, 35, 17, 49, 44, 29, 29, 11, 12, 12, 47, 41, 5, 32, 47, 2, 30, 19, 0, 32, 40, 18, 39, 17, 44, 2, 9, 47, 50, 49, 43, 4, 0, 32, 7, 34, 37, 34, 6, 26, 1, 20, 10, 11, 42, 2, 8, 29, 14, 8, 7, 32, 7, 10, 36, 20, 14, 4, 1, 34, 1, 19, 18, 24, 31, 49, 45]
[50, 12, 6, 18, 26, 3, 16, 33, 34, 37, 47, 29, 14, 33, 10, 16, 50, 43, 36, 39, 49, 16, 44, 1, 24, 28, 5, 15, 2, 27, 26, 50, 36, 36, 0, 16, 5, 37, 11, 20, 50, 34, 2, 37, 30, 25, 20, 5, 46, 17, 41, 27, 36, 26, 6, 25, 40, 48, 46, 8, 4, 15, 19, 24, 34, 32, 36, 6, 8, 35, 33, 32, 40, 48, 37, 1, 44, 32, 5, 50, 36, 32, 26, 17, 33, 30, 9, 10, 4, 6, 4, 15, 34, 46, 11, 24, 41, 16, 7, 42, 44, 2, 43, 13, 29, 39, 6, 0, 28, 39, 22, 10, 32, 40, 7, 32, 9, 9, 39, 15, 7, 27, 22, 29, 49, 28]
[31, 9, 4, 26, 28, 12, 50, 12, 13, 2, 43, 5, 20, 6, 34, 24, 17, 12, 12, 3, 38, 3, 34, 33, 29, 46, 45, 24, 40, 9, 44, 30, 14, 45, 16, 0, 32, 44, 28, 34, 48, 41, 3, 30, 42, 50, 37, 41, 49, 1, 45, 32, 16, 47, 30, 17, 46, 20, 13, 21, 5, 25, 12, 13, 38, 40, 3, 27, 32, 47, 6, 38, 7, 2, 0, 10, 25, 33, 27, 41, 15, 8, 25, 17, 40, 19, 21, 3, 36, 48, 36, 2, 23, 36, 44, 11, 39, 8, 35, 0, 2, 32, 33, 5, 47, 17, 28, 27, 41, 38, 44, 46, 5, 18, 50, 30, 42, 20, 41, 15, 14, 6, 0, 15, 42, 36]
