N1,N2,...,Nx
[25, 26, 45, 39, 16, 0, 48, 14, 21, 49, 0, 9, 9, 19, 14, 43, 28, 8, 36, 47, 25, 2, 42, 42, 38, 33, 29, 3, 48, 7, 46, 30, 49, 25, 18, 45, 14, 26, 14, 49, 37, 28, 34, 38, 27, 11, 32, 45, 10, 23, 7, 15, 26, 14, 49, 17, 33, 32, 19, 47, 12, 33, 49, 44, 14, 40, 29, 31, 38, 7, 28, 39, 26, 9, 0, 34, 5, 35, 18, 18, 27, 48, 4, 35, 47, 20, 5, 32, 30, 37, 26, 10, 15, 36, 17, 13, 39, 47, 20, 3, 26, 11, 41, 17, 23, 22, 16, 24, 21, 49, 4, 25, 7, 42, 38, 23, 10, 42, 6, 14, 0, 8, 13, 43, 0, 4, 43, 47, 10, 16, 11, 14, 22, 24, 43, 30, 18, 27, 36, 7, 24, 47, 28, 7, 30, 28, 9, 35, 37, 13, 17, 22, 28, 28, 11, 3, 29, 26, 27, 45, 0, 34, 11, 31, 18, 1, 7, 30, 8, 44, 25, 42, 36, 6, 25, 42, 8, 10, 21, 13, 41, 21, 40, 8, 28]
[0, 32, 4, 2, 0, 4, 28, 20, 6, 2, 9, 0, 8, 27, 26, 37, 15, 42, 34, 8, 14, 40, 15, 44, 1, 14, 35, 3, 16, 50, 17, 25, 31, 20, 20, 38, 14, 4, 47, 7, 41, 13, 33, 48, 3, 35, 48, 50, 23, 4, 24, 13, 43, 38, 11, 11, 7, 5, 6, 5, 10, 26, 6, 19, 29, 32, 43, 46, 18, 16, 18, 45, 24, 24, 7, 24, 47, 26, 37, 25, 20, 8, 2, 6, 41, 27, 49, 34, 46, 42, 4, 27, 2, 41, 50, 30, 33, 39, 4, 31, 34, 18, 26, 40, 3, 16, 39, 30, 7, 27, 46, 30, 32, 42, 42, 0, 18, 13, 13, 34, 49, 23, 39, 12, 16, 23, 26, 3, 47, 39, 19, 33, 49, 0, 26, 13, 12, 14, 23, 6, 32, 41, 24, 34, 40, 18, 22, 0, 25, 8, 36, 39, 42, 12, 19, 21, 16, 33, 25, 9, 27, 0, 38, 7, 24, 44, 38, 18, 1, 8, 26, 45, 4, 31, 20, 37, 29, 36, 14, 21, 16, 5, 37, 6, 13]
[23, 4, 22, 46, 1, 6, 5, 32, 24, 14, 9, 8, 0, 5, 5, 42, 28, 30, 39, 27, 46, 35, 35, 32, 39, 18, 2, 31, 40, 0, 41, 23, 48, 15, 41, 38, 42, 49, 34, 24, 44, 7, 6, 37, 46, 30, 27, 16, 21, 40, 45, 43, 11, 50, 34, 40, 13, 36, 21, 39, 46, 40, 10, 39, 8, 21, 12, 4, 8, 19, 17, 5, 23, 40, 31, 12, 43, 32, 13, 34, 14, 0, 35, 47, 31, 45, 7, 31, 20, 18, 2, 25, 48, 25, 2, 27, 49, 27, 45, 2, 11, 11, 17, 11, 20, 17, 35, 19, 26, 0, 4, 49, 46, 27, 5, 35, 17, 7, 26, 33, 9, 35, 40, 21, 15, 13, 34, 4, 29, 46, 46, 1, 49, 6, 29, 21, 27, 25, 32, 50, 15, 27, 50, 8, 12, 19, 39, 38, 15, 38, 48, 13, 38, 13, 12, 28, 32, 23, 4, 18, 16, 40, 31, 15, 12, 8, 46, 15, 39, 13, 44, 20, 8, 38, 50, 39, 17, 2, 49, 22, 27, 33, 3, 34, 43]
[28, 31, 12, 25, 15, 38, 44, 23, 26, 9, 19, 27, 5, 0, 2, 26, 47, 9, 5, 10, 28, 10, 14, 6, 9, 37, 4, 10, 5, 29, 13, 16, 33, 16, 20, 11, 44, 49, 22, 17, 25, 5, 21, 31, 9, 47, 9, 24, 22, 27, 7, 19, 32, 30, 40, 47, 25, 30, 0, 44, 32, 28, 36, 20, 33, 5, 15, 39, 24, 7, 28, 39, 45, 41, 49, 3, 16, 14, 22, 25, 22, 34, 28, 5, 20, 48, 2, 34, 27, 42, 5, 16, 23, 15, 33, 22, 46, 47, 42, 42, 46, 31, 33, 23, 20, 8, 44, 23, 34, 8, 1, 29, 40, 48, 18, 5, 28, 31, 26, 43, 38, 50, 6, 49, 16, 30, 35, 23, 21, 1, 7, 20, 42, 17, 31, 40, 11, 46, 24, 30, 10, 13, 30, 15, 20, 46, 14, 5, 12, 26, 42, 35, 5, 10, 7, 14, 37, 48, 10, 9, 2, 12, 39, 49, 27, 24, 31, 22, 26, 12, 23, 33, 22, 32, 42, 45, 3, 44, 18, 36, 11, 25, 15, 34, 34]
[7, 7, 11, 15, 7, 33, 35, 44, 13, 34, 14, 26, 5, 2, 0, 18, 24, 50, 30, 0, 28, 39, 16, 10, 1, 46, 23, 49, 17, 32, 32, 14, 47, 21, 14, 47, 39, 9, 16, 40, 24, 9, 7, 5, 13, 9, 4, 37, 32, 2, 12, 4, 19, 3, 47, 30, 46, 13, 7, 42, 48, 43, 28, 6, 43, 32, 16, 23, 19, 27, 6, 27, 28, 22, 17, 48, 47, 23, 18, 29, 50, 28, 6, 32, 48, 41, 34, 14, 47, 12, 50, 13, 25, 14, 2, 16, 2, 29, 32, 44, 38, 12, 37, 40, 34, 42, 2, 42, 2, 48, 7, 18, 30, 11, 1, 40, 33, 33, 3, 12, 50, 17, 18, 36, 29, 38, 48, 31, 28, 27, 16, 5, 15, 18, 32, 16, 0, 29, 22, 36, 33, 43, 1, 38, 48, 36, 39, 17, 15, 18, 39, 4, 3, 19, 31, 34, 32, 32, 47, 13, 12, 49, 40, 17, 20, 21, 42, 2, 13, 0, 32, 11, 42, 3, 27, 18, 4, 31, 0, 50, 27, 34, 27, 36, 1]
[44, 0, 24, 12, 41, 20, 49, 41, 33, 38, 43, 37, 42, 26, 18, 0, 37, 16, 8, 50, 15, 44, 26, 42, 34, 43, 4, 36, 24, 43, 31, 2, 20, 39, 28, 37, 22, 10, 37, 35, 46, 31, 15, 42, 35, 13, 13, 24, 7, 22, 9, 30, 2, 46, 40, 24, 50, 30, 35, 2, 31, 23, 9, 20, 11, 32, 42, 44, 43, 22, 50, 17, 23, 2, 24, 16, 22, 2, 41, 25, 28, 30, 25, 18, 0, 1, 15, 36, 38, 14, 28, 37, 30, 25, 18, 31, 44, 35, 14, 11, 3, 35, 4, 20, 42, 7, 42, 26, 11, 10, 8, 50, 18, 39, 46, 34, 32, 50, 39, 2, 7, 50, 37, 25, 21, 23, 40, 31, 1, 6, 11, 27, 14, 21, 47, 31, 39, 22, 45, 48, 50, 41, 28, 4, 26, 26, 44, 43, 9, 43, 49, 39, 2, 34, 9, 22, 36, 49, 28, 36, 2, 29, 45, 9, 5, 24, 17, 11, 41, 2, 35, 42, 34, 20, 4, 35, 20, 0, 25, 2, 7, 43, 39, 40, 50]
[9, 31, 2, 8, 42, 10, 44, 8, 18, 21, 28, 15, 28, 47, 24, 37, 0, 26, 18, 0, 1, 3, 43, 25, 46, 18, 49, 27, 8, 13, 38, 18, 47, 49, 36, 13, 13, 5, 35, 21, 3, 29, 25, 27, 33, 38, 3, 40, 13, 24, 31, 16, 30, 12, 24, 35, 2, 19, 15, 26, 4, 14, 12, 46, 38, 38, 26, 17, 29, 36, 21, 12, 40, 11, 8, 15, 35, 46, 44, 4, 6, 44, 5, 44, 20, 18, 5, 22, 35, 18, 15, 21, 1, 10, 24, 26, 31, 9, 35, 28, 35, 34, 24, 24, 41, 23, 9, 24, 35, 36, 17, 50, 31, 28, 0, 23, 31, 40, 48, 34, 17, 44, 39, 37, 33, 25, 37, 46, 19, 21, 14, 29, 13, 6, 46, 32, 23, 15, 47, 24, 40, 43, 0, 27, 28, 23, 19, 10, 43, 18, 39, 9, 12, 6, 8, 50, 2, 1, 34, 33, 38, 28, 17, 6, 22, 2, 41, 17, 28, 0, 45, 6, 28, 14, 24, 41, 47, 47, 7, 23, 32, 28, 27, 11, 45]
[20, 11, 11, 34, 5, 28, 30, 16, 42, 4, 8, 42, 30, 9, 50, 16, 26, 0, 10, 16, 21, 2, 31, 44, 25, 18, 31, 2, 44, 41, 14, 36, 18, 36, 33, 17, 9, 8, 1, 22, 33, 14, 47, 14, 41, 1, 18, 13, 19, 32, 2, 12, 7, 44, 49, 30, 48, 22, 11, 34, 0, 9, 18, 3, 0, 26, 40, 9, 23, 38, 21, 15, 1, 44, 15, 20, 28, 1, 1, 24, 39, 30, 23, 45, 23, 36, 34, 21, 48, 49, 29, 34, 37, 23, 37, 25, 37, 20, 48, 26, 30, 35, 45, 48, 45, 25, 28, 3, 24, 30, 16, 2, 48, 41, 12, 14, 42, 5, 39, 2, 41, 6, 13, 41, 47, 20, 28, 40, 24, 24, 35, 48, 20, 14, 43, 46, 44, 14, 12, 12, 34, 36, 21, 43, 6, 42, 46, 4, 40, 40, 2, 9, 30, 16, 9, 9, 43, 24, 23, 43, 27, 19, 44, 47, 47, 12, 27, 29, 6, 10, 18, 42, 20, 40, 25, 11, 43, 20, 12, 40, 1, 8, 23, 29, 12]
[47, 42, 15, 40, 15, 1, 11, 15, 20, 16, 36, 34, 39, 5, 30, 8, 18, 10, 0, 5, 38, 18, 47, 27, 9, 38, 17, 5, 27, 32, 12, 44, 10, 42, 14, 17, 49, 25, 23, 45, 39, 33, 37, 19, 34, 34, 11, 33, 48, 32, 26, 31, 43, 2, 42, 27, 0, 10, 23, 9, 42, 1, 8, 29, 19, 15, 11, 22, 22, 9, 17, 47, 22, 7, 37, 40, 8, 26, 28, 5, 34, 15, 25, 27, 29, 43, 39, 27, 31, 45, 49, 24, 22, 3, 43, 27, 4, 37, 6, 19, 45, 45, 10, 13, 9, 3, 40, 32, 50, 0, 5, 32, 1, 38, 33, 50, 5, 36, 29, 27, 30, 39, 13, 26, 45, 21, 48, 29, 26, 35, 39, 41, 22, 16, 9, 22, 47, 28, 22, 15, 5, 34, 46, 49, 46, 10, 47, 23, 25, 7, 33, 3, 19, 18, 0, 5, 34, 20, 34, 50, 20, 1, 22, 41, 27, 17, 50, 38, 1, 4, 8, 15, 23, 28, 11, 25, 23, 27, 5, 3, 9, 47, 7, 41, 37]
[20, 8, 26, 8, 1, 18, 26, 0, 43, 10, 47, 8, 27, 10, 0, 50, 0, 16, 5, 0, 8, 7, 18, 21, 32, 41, 35, 36, 46, 2, 2, 32, 46, 11, 19, 7, 41, 35, 19, 32, 46, 10, 44, 28, 23, 2, 28, 40, 50, 23, 17, 7, 12, 33, 23, 19, 17, 35, 18, 50, 21, 47, 25, 50, 25, 9, 39, 7, 14, 27, 23, 5, 1, 6, 26, 13, 47, 7, 38, 30, 3, 12, 50, 39, 20, 19, 13, 41, 7, 50, 50, 21, 3, 23, 38, 9, 19, 29, 16, 9, 44, 22, 4, 50, 1, 36, 33, 5, 37, 37, 28, 43, 49, 30, 22, 38, 37, 40, 3, 18, 22, 46, 4, 36, 14, 25, 26, 21, 48, 39, 31, 0, 10, 4, 7, 48, 8, 45, 7, 4, 41, 2, 2, 36, 2, 12, 22, 4, 29, 34, 13, 15, 6, 14, 4, 10, 17, 40, 13, 1, 26, 30, 47, 18, 27, 25, 5, 13, 22, 18, 11, 34, 35, 8, 7, 42, 7, 21, 9, 2, 13, 16, 39, 43, 12]
[4, 15, 17, 2, 15, 6, 3, 25, 41, 50, 25, 14, 46, 28, 28, 15, 1, 21, 38, 8, 0, 32, 47, 36, 37, 28, 37, 17, 13, 33, 46, 14, 37, 4, 36, 34, 9, 6, 14, 22, 3, 37, 16, 27, 26, 43, 24, 41, 26, 20, 19, 30, 17, 14, 30, 25, 4, 11, 18, 39, 37, 26, 19, 41, 33, 27, 32, 18, 22, 24, 38, 7, 16, 50, 4, 43, 29, 16, 45, 33, 3, 41, 47, 15, 33, 12, 50, 4, 0, 41, 11, 1, 45, 24, 49, 32, 8, 1, 9, 1, 9, 1, 18, 7, 46, 21, 13, 31, 30, 2, 32, 0, 8, 22, 0, 36, 32, 19, 18, 47, 48, 21, 17, 29, 11, 25, 32, 15, 43, 3, 7, 2, 27, 15, 6, 4, 29, 28, 50, 28, 30, 17, 34, 1, 47, 2, 27, 49, 22, 21, 16, 38, 45, 39, 43, 27, 48, 46, 35, 21, 8, 35, 7, 37, 37, 30, 12, 23, 41, 23, 17, 40, 28, 3, 36, 29, 16, 10, 37, 50, 19, 7, 5, 20, 33]
[11, 35, 48, 43, 12, 50, 26, 43, 37, 33, 2, 40, 35, 10, 39, 44, 3, 2, 18, 7, 32, 0, 4, 8, 2, 46, 31, 39, 40, 12, 35, 39, 40, 35, 37, 9, 18, 33, 30, 7, 10, 39, 29, 44, 18, 22, 44, 16, 35, 22, 15, 35, 40, 43, 31, 27, 10, 1, 39, 18, 16, 40, 20, 46, 48, 45, 3, 12, 40, 12, 15, 50, 35, 7, 5, 42, 1, 46, 27, 23, 32, 39, 13, 3, 0, 48, 28, 44, 1, 31, 16, 0, 20, 10, 38, 45, 26, 41, 15, 36, 21, 44, 28, 35, 24, 49, 21, 24, 15, 41, 1, 44, 26, 7, 36, 19, 35, 23, 4, 23, 36, 20, 17, 49, 32, 15, 6, 43, 18, 37, 4, 7, 43, 36, 36, 16, 9, 4, 14, 35, 20, 44, 22, 11, 35, 42, 7, 18, 45, 17, 33, 5, 35, 36, 24, 14, 3, 12, 35, 45, 1, 16, 38, 8, 12, 8, 33, 25, 37, 20, 2, 11, 4, 10, 39, 37, 34, 20, 13, 11, 36, 6, 22, 38, 31]
[4, 23, 34, 46, 4, 36, 24, 42, 26, 27, 42, 15, 35, 14, 16, 26, 43, 31, 47, 18, 47, 4, 0, 12, 19, 5, 17, 16, 11, 19, 16, 40, 31, 15, 1, 26, 2, 1, 40, 47, 39, 7, 8, 40, 15, 2, 10, 3, 12, 37, 41, 2, 4, 3, 36, 21, 40, 3, 13, 35, 37, 6, 27, 10, 7, 21, 38, 17, 7, 39, 17, 21, 26, 42, 12, 18, 44, 17, 21, 19, 30, 4, 17, 32, 30, 38, 50, 17, 23, 39, 5, 27, 39, 46, 50, 28, 36, 11, 35, 25, 47, 23, 32, 17, 18, 14, 14, 6, 25, 19, 39, 48, 13, 41, 48, 11, 29, 48, 32, 40, 30, 11, 6, 16, 40, 43, 6, 43, 50, 18, 1, 25, 47, 35, 33, 5, 8, 9, 44, 19, 26, 9, 27, 16, 10, 43, 40, 30, 10, 46, 13, 41, 10, 42, 20, 36, 12, 24, 49, 36, 25, 7, 20, 17, 41, 4, 29, 46, 31, 5, 5, 33, 12, 3, 39, 11, 35, 32, 40, 45, 46, 29, 7, 4, 25]
[20, 0, 26, 11, 33, 31, 12, 30, 27, 22, 42, 44, 32, 6, 10, 42, 25, 44, 27, 21, 36, 8, 12, 0, 3, 10, 15, 42, 47, 32, 25, 49, 35, 35, 47, 3, 3, 3, 11, 31, 7, 16, 12, 44, 31, 9, 29, 36, 46, 28, 33, 38, 28, 7, 4, 38, 9, 35, 47, 10, 7, 49, 36, 30, 7, 32, 42, 9, 20, 6, 1, 22, 27, 37, 5, 46, 13, 15, 43, 15, 7, 24, 17, 43, 20, 13, 47, 39, 37, 39, 4, 27, 8, 9, 39, 6, 29, 15, 40, 31, 24, 42, 41, 10, 25, 5, 29, 6, 2, 47, 30, 8, 8, 7, 27, 11, 31, 33, 22, 2, 7, 39, 9, 25, 38, 7, 0, 34, 43, 48, 33, 40, 26, 33, 18, 33, 28, 46, 17, 9, 43, 18, 50, 34, 50, 20, 19, 7, 3, 15, 49, 7, 27, 6, 6, 6, 37, 23, 42, 33, 34, 0, 4, 41, 4, 36, 43, 2, 45, 49, 24, 11, 11, 29, 36, 1, 44, 46, 20, 37, 23, 38, 41, 32, 6]
[45, 43, 50, 14, 3, 22, 32, 28, 15, 30, 38, 1, 39, 9, 1, 34, 46, 25, 9, 32, 37, 2, 19, 3, 0, 27, 13, 37, 12, 19, 2, 23, 9, 14, 39, 35, 15, 42, 50, 2, 36, 19, 6, 6, 17, 28, 11, 48, 2, 44, 2, 0, 42, 37, 4, 22, 19, 16, 12, 12, 22, 9, 10, 37, 22, 42, 34, 5, 10, 15, 15, 27, 28, 19, 31, 22, 8, 44, 8, 28, 19, 4, 20, 21, 31, 4, 1, 19, 33, 24, 26, 18, 4, 8, 27, 40, 50, 31, 26, 32, 12, 1, 20, 38, 45, 50, 24, 27, 35, 49, 46, 23, 12, 22, 9, 35, 29, 7, 15, 0, 12, 4, 6, 48, 26, 8, 25, 48, 34, 32, 12, 43, 38, 3, 27, 24, 46, 19, 33, 25, 5, 28, 7, 21, 24, 8, 41, 31, 25, 40, 26, 13, 18, 0, 6, 17, 37, 44, 27, 36, 41, 50, 47, 29, 44, 32, 30, 14, 37, 26, 10, 41, 18, 42, 38, 49, 46, 40, 46, 26, 3, 31, 36, 49, 1]
