N1,N2,...,Nx
[43, 9, 35, 9, 35, 22, 20, 22, 16, 10, 0, 11, 41, 21, 1, 20, 26, 24, 10, 17, 24, 15, 26, 19, 18, 22, 37, 42, 27, 11, 44, 47, 47, 2, 43, 37, 42, 21, 12, 15, 14, 47, 46, 31, 32, 33, 31, 4, 33, 11, 26, 41, 7, 46, 40, 11, 13, 23, 43, 12, 7, 19, 12, 33, 16, 41, 27, 41, 24, 39, 9, 8, 50, 10, 34, 5, 5, 50, 46, 29, 38, 10, 29, 6, 1, 22, 33, 14, 7, 20, 49, 22, 48, 4, 30, 45, 37, 14, 3, 37, 46, 13, 11, 46, 10, 5, 15, 13, 31, 15, 36, 43, 1, 4, 7, 46, 4, 43, 31, 5, 39, 48, 47, 29, 17, 12, 9, 22, 27, 34, 37, 8, 30, 28, 47, 44, 20, 36, 39, 1, 37, 6, 21, 0, 16, 2, 34, 20, 3, 23, 49, 27, 49, 19, 43, 13, 2, 18, 46, 33, 26, 45, 39, 46, 40, 22, 19, 21, 47, 5, 50, 27, 38, 49, 20, 24, 15, 45, 35, 4, 27, 45, 5, 5, 41, 43, 7, 15, 26, 27, 24]
[29, 42, 4, 47, 21, 4, 39, 12, 36, 26, 11, 0, 33, 23, 8, 44, 18, 3, 44, 47, 33, 28, 41, 35, 22, 31, 4, 32, 47, 13, 2, 49, 40, 7, 46, 41, 50, 41, 46, 3, 20, 12, 26, 18, 26, 48, 2, 0, 7, 23, 20, 7, 49, 19, 30, 3, 49, 35, 41, 5, 27, 48, 26, 12, 23, 9, 5, 4, 4, 13, 31, 30, 20, 2, 5, 12, 36, 9, 3, 49, 4, 17, 2, 7, 37, 50, 18, 50, 45, 4, 19, 16, 0, 17, 2, 44, 4, 24, 36, 10, 35, 9, 44, 40, 24, 29, 14, 27, 40, 10, 25, 42, 8, 28, 28, 27, 1, 15, 4, 34, 29, 33, 37, 49, 10, 30, 44, 16, 16, 46, 28, 20, 14, 31, 23, 14, 7, 42, 7, 26, 27, 13, 28, 8, 43, 45, 8, 28, 10, 30, 43, 27, 48, 2, 34, 18, 39, 17, 40, 20, 40, 5, 32, 3, 6, 38, 20, 8, 20, 38, 38, 7, 36, 13, 29, 27, 21, 3, 41, 2, 47, 37, 23, 42, 23, 23, 23, 39, 28, 22, 50]
[13, 13, 32, 13, 13, 25, 26, 5, 40, 22, 41, 33, 0, 6, 45, 34, 30, 22, 1, 0, 23, 18, 4, 50, 47, 27, 20, 30, 3, 0, 33, 39, 7, 15, 11, 21, 19, 22, 33, 42, 41, 21, 3, 41, 15, 8, 44, 36, 10, 36, 25, 12, 36, 38, 32, 40, 12, 45, 23, 22, 41, 4, 29, 33, 41, 49, 44, 20, 31, 27, 49, 36, 45, 27, 41, 12, 38, 48, 49, 50, 5, 32, 19, 2, 28, 8, 29, 18, 34, 49, 38, 40, 7, 36, 41, 18, 3, 35, 28, 30, 27, 36, 4, 39, 17, 44, 35, 16, 3, 7, 35, 6, 4, 0, 2, 28, 49, 9, 24, 9, 9, 15, 30, 42, 32, 4, 20, 16, 3, 26, 19, 27, 3, 36, 25, 26, 29, 20, 29, 28, 46, 46, 9, 29, 20, 5, 50, 40, 8, 33, 0, 2, 13, 0, 27, 28, 4, 23, 47, 42, 21, 10, 14, 0, 38, 46, 21, 40, 50, 42, 20, 8, 29, 30, 4, 47, 35, 0, 28, 29, 21, 31, 22, 48, 24, 32, 2, 46, 9, 36, 12]
[22, 28, 11, 37, 37, 33, 14, 26, 28, 50, 21, 23, 6, 0, 35, 2, 33, 49, 20, 29, 21, 11, 21, 50, 49, 10, 47, 15, 21, 6, 27, 13, 2, 19, 30, 15, 11, 33, 22, 12, 44, 10, 24, 34, 32, 30, 48, 40, 26, 39, 25, 9, 18, 46, 11, 20, 2, 18, 31, 4, 29, 43, 42, 9, 6, 33, 33, 43, 39, 21, 42, 31, 49, 2, 47, 4, 28, 23, 22, 18, 44, 42, 21, 21, 41, 4, 12, 40, 11, 35, 20, 38, 25, 39, 50, 47, 36, 48, 2, 21, 30, 29, 26, 43, 17, 20, 10, 34, 22, 47, 33, 38, 24, 39, 49, 7, 42, 17, 3, 24, 44, 3, 35, 33, 19, 2, 30, 23, 6, 31, 2, 40, 33, 17, 30, 28, 1, 19, 37, 18, 18, 10, 42, 49, 15, 14, 24, 38, 1, 48, 10, 11, 7, 50, 33, 9, 22, 27, 38, 1, 25, 26, 12, 32, 49, 18, 41, 45, 45, 14, 33, 21, 4, 40, 45, 47, 4, 0, 49, 34, 13, 6, 36, 22, 8, 40, 42, 35, 41, 14, 11]
[15, 21, 46, 31, 4, 35, 15, 12, 20, 23, 1, 8, 45, 35, 0, 20, 10, 34, 18, 27, 16, 20, 24, 45, 3, 3, 38, 46, 12, 40, 15, 26, 29, 24, 28, 24, 19, 14, 33, 36, 40, 28, 16, 45, 8, 41, 16, 24, 26, 23, 23, 0, 7, 0, 32, 27, 2, 45, 10, 19, 19, 42, 32, 5, 39, 5, 7, 6, 32, 34, 16, 17, 0, 5, 42, 18, 33, 20, 46, 3, 42, 36, 10, 9, 23, 17, 35, 8, 49, 20, 28, 36, 43, 17, 1, 16, 31, 32, 22, 24, 34, 9, 13, 38, 30, 27, 14, 34, 33, 28, 10, 26, 12, 5, 2, 11, 20, 15, 19, 19, 23, 9, 5, 16, 6, 12, 17, 42, 20, 34, 32, 0, 9, 37, 5, 25, 7, 42, 26, 20, 30, 32, 11, 40, 37, 18, 47, 41, 36, 11, 32, 34, 11, 45, 8, 48, 39, 37, 8, 16, 36, 24, 6, 16, 26, 25, 4, 35, 26, 9, 47, 26, 14, 24, 15, 21, 34, 23, 2, 3, 22, 8, 26, 1, 40, 1, 48, 39, 15, 21, 44]
[24, 11, 40, 4, 48, 35, 23, 1, 16, 22, 20, 44, 34, 2, 20, 0, 47, 26, 49, 2, 6, 26, 21, 8, 35, 49, 35, 47, 41, 43, 45, 34, 28, 50, 30, 39, 35, 7, 9, 5, 38, 6, 35, 49, 14, 34, 2, 31, 42, 15, 24, 46, 15, 10, 35, 1, 8, 44, 1, 22, 39, 21, 16, 7, 21, 33, 42, 2, 38, 2, 20, 40, 22, 34, 43, 39, 31, 32, 43, 8, 50, 29, 29, 33, 31, 0, 47, 14, 41, 15, 14, 28, 48, 15, 0, 45, 33, 38, 48, 6, 4, 47, 7, 30, 28, 28, 46, 13, 38, 16, 2, 12, 17, 2, 0, 22, 4, 2, 30, 42, 32, 45, 40, 50, 14, 6, 30, 41, 38, 14, 43, 44, 44, 39, 5, 47, 46, 9, 33, 22, 38, 8, 5, 21, 15, 48, 2, 0, 49, 16, 3, 49, 40, 44, 27, 32, 18, 27, 38, 44, 20, 4, 34, 48, 19, 48, 38, 48, 11, 26, 15, 46, 43, 34, 15, 4, 36, 44, 45, 7, 45, 42, 44, 29, 38, 12, 28, 28, 24, 12, 24]
[1, 2, 5, 46, 24, 24, 13, 3, 23, 38, 26, 18, 30, 33, 10, 47, 0, 24, 39, 44, 20, 7, 21, 50, 19, 8, 27, 28, 19, 16, 25, 3, 8, 1, 16, 1, 38, 38, 34, 45, 18, 25, 7, 11, 42, 15, 43, 37, 47, 42, 43, 35, 5, 7, 30, 32, 34, 5, 43, 15, 35, 25, 41, 44, 50, 17, 4, 25, 42, 16, 14, 4, 10, 23, 8, 12, 9, 20, 2, 13, 22, 9, 9, 9, 26, 32, 32, 38, 10, 36, 15, 16, 7, 49, 6, 18, 47, 19, 7, 27, 8, 33, 23, 21, 14, 24, 30, 25, 31, 9, 11, 31, 38, 2, 17, 20, 35, 41, 35, 36, 16, 33, 47, 42, 33, 42, 23, 0, 21, 0, 42, 1, 48, 5, 38, 27, 33, 40, 5, 37, 14, 29, 48, 18, 22, 38, 7, 28, 42, 40, 26, 11, 29, 26, 21, 4, 1, 8, 33, 3, 37, 20, 27, 32, 44, 22, 43, 4, 43, 46, 27, 29, 10, 47, 26, 33, 30, 8, 41, 15, 49, 30, 39, 23, 3, 19, 14, 28, 34, 37, 46]
[11, 0, 22, 30, 19, 12, 44, 23, 46, 1, 24, 3, 22, 49, 34, 26, 24, 0, 37, 1, 41, 35, 4, 33, 47, 25, 9, 12, 16, 14, 44, 47, 43, 20, 2, 24, 8, 45, 44, 34, 1, 21, 40, 46, 22, 45, 28, 0, 39, 6, 45, 46, 27, 50, 3, 22, 10, 45, 4, 3, 10, 50, 31, 8, 18, 4, 17, 45, 26, 3, 2, 38, 49, 3, 39, 12, 0, 28, 29, 10, 23, 7, 40, 21, 39, 45, 25, 44, 38, 15, 20, 20, 0, 29, 45, 21, 7, 28, 4, 25, 26, 16, 20, 21, 23, 17, 47, 31, 36, 27, 44, 31, 18, 20, 11, 35, 43, 32, 12, 29, 49, 18, 20, 39, 28, 2, 32, 6, 17, 13, 41, 7, 5, 47, 12, 34, 26, 30, 35, 8, 6, 25, 5, 42, 18, 15, 27, 19, 43, 23, 19, 14, 43, 50, 48, 26, 6, 10, 43, 9, 5, 40, 37, 29, 11, 37, 14, 4, 50, 36, 27, 31, 45, 14, 17, 23, 4, 27, 4, 29, 9, 10, 19, 14, 15, 37, 13, 7, 21, 10, 40]
[33, 34, 9, 28, 11, 4, 39, 5, 36, 34, 10, 44, 1, 20, 18, 49, 39, 37, 0, 35, 31, 3, 27, 0, 13, 43, 20, 43, 37, 24, 15, 24, 2, 28, 7, 9, 23, 48, 46, 10, 47, 39, 26, 38, 21, 19, 36, 0, 50, 44, 30, 32, 25, 9, 16, 28, 48, 19, 21, 32, 25, 43, 13, 14, 13, 4, 24, 43, 33, 38, 1, 13, 19, 36, 11, 17, 50, 49, 2, 35, 26, 28, 1, 18, 48, 38, 17, 35, 19, 38, 5, 3, 24, 36, 6, 28, 32, 38, 33, 4, 38, 10, 49, 44, 49, 19, 33, 41, 7, 18, 29, 42, 22, 44, 33, 18, 38, 7, 23, 7, 43, 6, 47, 46, 24, 3, 7, 41, 14, 47, 6, 46, 26, 40, 22, 24, 28, 13, 14, 45, 2, 24, 50, 50, 44, 42, 20, 20, 49, 22, 42, 16, 33, 7, 20, 36, 9, 0, 30, 44, 8, 46, 4, 49, 26, 48, 17, 29, 45, 36, 10, 49, 39, 7, 22, 35, 9, 34, 48, 45, 8, 20, 29, 0, 27, 42, 42, 47, 27, 47, 31]
[30, 45, 43, 11, 40, 48, 13, 13, 3, 30, 17, 47, 0, 29, 27, 2, 44, 1, 35, 0, 25, 26, 43, 32, 43, 9, 7, 39, 31, 38, 3, 0, 49, 30, 46, 44, 43, 20, 4, 26, 21, 14, 5, 3, 27, 26, 35, 25, 18, 33, 13, 10, 24, 15, 18, 43, 5, 33, 29, 32, 38, 15, 50, 39, 47, 45, 17, 23, 10, 32, 12, 21, 6, 36, 20, 43, 15, 12, 13, 38, 2, 15, 36, 22, 14, 50, 22, 48, 0, 40, 5, 13, 46, 35, 39, 4, 6, 35, 7, 11, 39, 45, 31, 6, 31, 1, 8, 38, 38, 12, 44, 4, 12, 0, 0, 7, 48, 44, 31, 1, 46, 43, 38, 45, 27, 20, 34, 31, 3, 41, 3, 48, 24, 15, 2, 6, 41, 5, 40, 32, 23, 20, 14, 19, 2, 25, 42, 0, 37, 31, 18, 43, 8, 39, 35, 22, 24, 38, 35, 46, 16, 14, 12, 37, 7, 14, 19, 30, 10, 34, 33, 34, 37, 14, 33, 9, 15, 38, 43, 11, 35, 31, 2, 32, 7, 9, 14, 37, 27, 9, 38]
[35, 6, 40, 20, 33, 13, 12, 30, 35, 9, 24, 33, 23, 21, 16, 6, 20, 41, 31, 25, 0, 23, 26, 23, 13, 22, 1, 28, 9, 17, 32, 9, 17, 5, 50, 8, 43, 22, 50, 33, 11, 6, 4, 47, 4, 8, 18, 0, 12, 23, 31, 40, 29, 37, 50, 39, 2, 8, 30, 9, 24, 24, 14, 28, 30, 31, 21, 42, 23, 39, 33, 33, 22, 34, 44, 34, 2, 31, 3, 48, 18, 1, 22, 8, 22, 43, 25, 2, 45, 19, 6, 11, 22, 19, 4, 16, 17, 2, 20, 8, 49, 24, 40, 0, 10, 25, 27, 40, 30, 16, 49, 5, 7, 4, 17, 48, 14, 13, 6, 34, 32, 21, 24, 49, 1, 2, 25, 2, 45, 5, 0, 9, 7, 23, 41, 16, 7, 28, 35, 23, 48, 19, 3, 45, 5, 33, 26, 18, 12, 36, 37, 16, 8, 14, 13, 4, 3, 26, 38, 31, 6, 40, 17, 15, 6, 35, 1, 50, 37, 21, 50, 12, 2, 5, 1, 27, 2, 31, 7, 18, 29, 39, 34, 11, 10, 35, 20, 12, 46, 11, 1]
[25, 38, 43, 42, 8, 13, 8, 48, 23, 37, 15, 28, 18, 11, 20, 26, 7, 35, 3, 26, 23, 0, 2, 15, 32, 23, 33, 6, 24, 50, 9, 33, 16, 3, 0, 43, 28, 35, 28, 27, 4, 17, 49, 28, 10, 17, 45, 45, 19, 22, 27, 6, 3, 50, 9, 20, 8, 18, 21, 12, 25, 0, 17, 19, 18, 20, 13, 30, 20, 48, 16, 26, 14, 49, 20, 0, 41, 5, 45, 44, 16, 34, 28, 10, 34, 10, 36, 33, 17, 41, 14, 34, 25, 45, 45, 22, 45, 46, 4, 6, 36, 4, 24, 30, 42, 33, 42, 33, 40, 37, 45, 10, 6, 33, 4, 6, 12, 37, 29, 15, 7, 42, 47, 11, 25, 34, 43, 20, 28, 35, 50, 19, 30, 23, 35, 39, 31, 0, 30, 22, 48, 49, 16, 48, 43, 18, 31, 37, 43, 45, 17, 11, 32, 43, 16, 21, 8, 45, 28, 20, 5, 47, 19, 7, 25, 20, 43, 8, 29, 17, 47, 10, 41, 22, 46, 45, 40, 18, 25, 21, 30, 30, 43, 5, 21, 33, 0, 45, 43, 17, 42]
[20, 8, 42, 22, 37, 18, 38, 13, 22, 3, 26, 41, 4, 21, 24, 21, 21, 4, 27, 43, 26, 2, 0, 4, 47, 42, 25, 27, 34, 40, 13, 1, 3, 17, 32, 38, 20, 42, 11, 13, 8, 24, 6, 15, 8, 20, 16, 48, 19, 3, 11, 40, 5, 23, 28, 18, 14, 10, 35, 48, 20, 18, 14, 33, 44, 29, 47, 43, 29, 19, 25, 4, 46, 29, 14, 23, 37, 23, 44, 40, 10, 40, 40, 40, 10, 32, 37, 20, 32, 9, 19, 7, 37, 30, 7, 42, 15, 19, 0, 7, 0, 32, 19, 43, 13, 26, 17, 30, 28, 26, 40, 21, 4, 24, 48, 42, 15, 7, 19, 47, 12, 11, 4, 48, 19, 23, 27, 19, 46, 6, 46, 30, 10, 22, 28, 28, 41, 31, 8, 16, 43, 18, 31, 28, 32, 29, 17, 41, 5, 12, 31, 36, 6, 8, 20, 34, 41, 6, 38, 1, 0, 44, 34, 27, 10, 23, 43, 27, 44, 33, 39, 20, 17, 42, 15, 47, 16, 33, 29, 8, 28, 38, 23, 41, 43, 30, 6, 50, 41, 9, 38]
[14, 22, 0, 22, 48, 9, 32, 42, 24, 4, 19, 35, 50, 50, 45, 8, 50, 33, 0, 32, 23, 15, 4, 0, 28, 1, 28, 10, 49, 0, 1, 0, 8, 44, 4, 9, 45, 9, 29, 25, 37, 37, 25, 4, 27, 37, 4, 41, 25, 9, 23, 8, 32, 17, 49, 36, 0, 17, 7, 44, 38, 0, 36, 19, 46, 10, 48, 48, 21, 33, 11, 6, 34, 24, 14, 22, 2, 29, 44, 15, 1, 33, 29, 50, 31, 9, 34, 31, 34, 36, 47, 36, 30, 6, 27, 13, 15, 49, 20, 26, 19, 25, 44, 15, 21, 39, 24, 20, 21, 35, 16, 47, 6, 27, 36, 31, 7, 14, 27, 4, 12, 1, 4, 50, 36, 24, 22, 27, 6, 3, 29, 30, 25, 50, 26, 50, 9, 21, 38, 2, 45, 25, 40, 44, 12, 47, 28, 42, 22, 25, 49, 9, 17, 17, 45, 29, 21, 22, 32, 11, 3, 20, 42, 30, 11, 24, 4, 14, 24, 35, 47, 40, 9, 36, 48, 39, 11, 28, 7, 39, 7, 30, 42, 18, 5, 8, 6, 45, 23, 48, 16]
