N1,N2,...,Nx
[42, 27, 4, 36, 1, 34, 24, 26, 12, 19, 0, 43, 37, 50, 26, 5, 27, 44, 26, 3, 28, 28, 49, 10, 36, 24, 40, 4, 29, 14, 7, 7, 22, 3, 8, 11, 2, 17, 29, 50, 28, 1, 21, 4, 28, 14, 9, 19, 37, 0, 46, 19, 18, 39, 22, 36, 23, 24, 23, 34, 42, 30, 42, 8, 36, 37, 2, 21, 37, 25, 0, 5, 21, 28, 1, 41, 29, 15, 11, 39, 10, 40, 42, 27, 31, 7, 39, 43, 36, 28, 25, 1, 20, 4, 9, 48, 48, 33, 2, 48, 28, 40, 20, 15, 10, 32, 28, 43, 27, 1, 47, 8, 15, 37, 19, 25, 23, 10, 38, 16, 47]
[33, 41, 25, 3, 22, 42, 34, 40, 33, 50, 43, 0, 8, 11, 18, 4, 1, 41, 9, 8, 14, 26, 39, 8, 22, 22, 19, 6, 41, 11, 45, 11, 7, 43, 46, 38, 18, 22, 28, 0, 20, 3, 27, 5, 2, 29, 33, 19, 32, 27, 44, 26, 23, 15, 50, 38, 1, 27, 10, 39, 20, 24, 11, 18, 30, 22, 37, 24, 22, 27, 6, 32, 30, 49, 4, 3, 49, 10, 19, 38, 15, 45, 20, 31, 39, 27, 50, 21, 44, 37, 48, 18, 11, 26, 0, 26, 27, 31, 14, 30, 1, 38, 44, 8, 4, 47, 28, 42, 19, 15, 16, 22, 49, 31, 4, 44, 19, 45, 3, 32, 22]
[11, 48, 38, 19, 17, 3, 20, 14, 5, 14, 37, 8, 0, 21, 5, 26, 6, 12, 29, 14, 20, 15, 13, 14, 37, 38, 0, 12, 40, 49, 21, 34, 25, 13, 25, 10, 7, 39, 35, 41, 44, 44, 22, 31, 17, 35, 6, 45, 42, 39, 22, 35, 46, 25, 30, 42, 32, 48, 29, 5, 17, 6, 47, 47, 3, 26, 11, 36, 49, 9, 50, 5, 35, 24, 47, 29, 26, 34, 2, 29, 9, 45, 42, 19, 42, 20, 33, 20, 27, 40, 32, 38, 2, 21, 21, 36, 5, 2, 27, 18, 6, 14, 47, 13, 23, 34, 30, 44, 26, 25, 45, 36, 10, 19, 26, 20, 15, 2, 6, 4, 3]
[33, 10, 45, 3, 3, 28, 26, 41, 11, 40, 50, 11, 21, 0, 49, 50, 23, 17, 7, 28, 33, 1, 26, 43, 36, 49, 34, 30, 26, 39, 33, 19, 10, 11, 38, 44, 11, 47, 7, 0, 25, 18, 15, 44, 12, 24, 11, 23, 4, 15, 25, 8, 34, 41, 0, 11, 23, 36, 36, 32, 0, 27, 43, 32, 8, 23, 24, 27, 0, 20, 24, 29, 3, 32, 10, 23, 43, 23, 9, 44, 16, 17, 33, 38, 22, 30, 32, 14, 4, 15, 41, 46, 9, 1, 38, 44, 7, 1, 30, 24, 2, 7, 0, 21, 24, 37, 37, 17, 49, 39, 43, 1, 42, 0, 14, 37, 31, 49, 10, 34, 3]
[12, 16, 37, 9, 50, 9, 29, 33, 46, 29, 26, 18, 5, 49, 0, 8, 20, 34, 19, 40, 45, 13, 26, 50, 29, 44, 7, 41, 45, 19, 41, 25, 30, 5, 49, 32, 33, 14, 30, 11, 33, 8, 48, 20, 41, 3, 11, 6, 22, 26, 30, 22, 16, 47, 19, 31, 20, 9, 8, 34, 31, 31, 41, 1, 20, 7, 16, 47, 43, 16, 6, 16, 2, 23, 46, 31, 12, 9, 24, 23, 32, 31, 33, 13, 49, 44, 19, 11, 5, 34, 5, 45, 29, 32, 40, 16, 14, 17, 2, 27, 9, 18, 35, 49, 43, 38, 0, 39, 29, 33, 30, 15, 4, 18, 37, 31, 23, 19, 22, 44, 13]
[13, 48, 12, 44, 40, 37, 13, 19, 27, 29, 5, 4, 26, 50, 8, 0, 23, 47, 16, 9, 4, 20, 2, 3, 43, 23, 30, 18, 44, 8, 15, 35, 5, 19, 22, 11, 40, 6, 20, 15, 8, 19, 10, 40, 15, 37, 43, 27, 39, 6, 16, 45, 29, 18, 4, 4, 28, 25, 26, 50, 26, 9, 26, 9, 29, 20, 19, 46, 33, 33, 40, 16, 15, 17, 7, 15, 19, 40, 26, 36, 8, 39, 21, 25, 11, 35, 7, 19, 47, 25, 0, 37, 35, 37, 34, 46, 33, 30, 1, 6, 22, 45, 40, 41, 24, 7, 25, 20, 20, 33, 49, 24, 24, 17, 48, 31, 17, 46, 49, 6, 3]
[45, 23, 0, 28, 33, 29, 40, 24, 12, 36, 27, 1, 6, 23, 20, 23, 0, 46, 40, 19, 19, 36, 8, 3, 30, 49, 14, 14, 11, 39, 4, 9, 44, 42, 45, 44, 46, 24, 17, 22, 29, 3, 13, 33, 41, 34, 50, 49, 0, 42, 8, 38, 28, 47, 0, 33, 26, 7, 29, 23, 40, 25, 0, 19, 24, 23, 2, 45, 37, 30, 8, 10, 44, 5, 4, 17, 3, 5, 35, 34, 28, 3, 40, 7, 4, 9, 1, 14, 21, 32, 10, 4, 38, 47, 31, 18, 40, 38, 19, 40, 11, 6, 6, 37, 30, 45, 48, 44, 10, 48, 50, 36, 24, 34, 36, 9, 33, 9, 46, 49, 18]
[13, 13, 22, 22, 7, 43, 14, 24, 38, 40, 44, 41, 12, 17, 34, 47, 46, 0, 27, 14, 2, 19, 35, 34, 7, 15, 36, 12, 46, 2, 49, 50, 31, 18, 30, 42, 46, 0, 1, 7, 39, 22, 11, 29, 49, 48, 50, 40, 35, 13, 50, 26, 27, 40, 46, 39, 45, 47, 38, 47, 4, 28, 24, 11, 30, 48, 17, 45, 35, 3, 30, 50, 2, 10, 8, 7, 7, 41, 44, 45, 35, 18, 36, 5, 9, 0, 27, 11, 48, 1, 47, 20, 20, 17, 32, 27, 28, 16, 44, 22, 31, 38, 25, 1, 13, 49, 17, 33, 34, 36, 7, 37, 47, 11, 30, 17, 2, 20, 35, 17, 43]
[8, 18, 33, 26, 41, 47, 5, 7, 44, 36, 26, 9, 29, 7, 19, 16, 40, 27, 0, 10, 13, 14, 20, 19, 9, 2, 0, 12, 46, 18, 32, 41, 42, 30, 3, 31, 47, 42, 14, 20, 22, 43, 21, 49, 22, 17, 12, 40, 49, 35, 17, 30, 19, 5, 48, 11, 40, 32, 20, 24, 1, 29, 18, 23, 32, 49, 31, 20, 7, 23, 12, 25, 36, 3, 25, 28, 1, 7, 48, 37, 41, 41, 13, 22, 2, 13, 0, 9, 16, 11, 48, 49, 8, 36, 48, 48, 48, 2, 10, 19, 45, 42, 18, 25, 32, 9, 23, 48, 20, 0, 33, 22, 15, 28, 24, 23, 14, 12, 28, 38, 19]
[31, 26, 31, 48, 23, 10, 46, 8, 34, 28, 3, 8, 14, 28, 40, 9, 19, 14, 10, 0, 32, 2, 15, 21, 17, 34, 1, 48, 14, 26, 28, 29, 39, 44, 11, 46, 12, 39, 20, 14, 30, 45, 36, 15, 36, 40, 37, 47, 21, 41, 6, 36, 2, 38, 1, 41, 17, 6, 34, 17, 6, 0, 35, 46, 19, 17, 30, 10, 28, 43, 15, 47, 6, 31, 45, 40, 29, 26, 16, 7, 17, 35, 42, 0, 12, 14, 18, 17, 28, 0, 27, 47, 44, 45, 10, 16, 20, 32, 21, 17, 11, 4, 14, 33, 43, 33, 43, 9, 46, 29, 48, 42, 34, 36, 12, 15, 21, 11, 35, 10, 24]
[5, 35, 20, 34, 16, 24, 41, 22, 10, 26, 28, 14, 20, 33, 45, 4, 19, 2, 13, 32, 0, 14, 21, 44, 4, 22, 22, 10, 42, 11, 46, 22, 12, 36, 27, 43, 22, 20, 37, 4, 22, 28, 18, 20, 8, 39, 3, 14, 45, 34, 8, 13, 43, 50, 24, 47, 14, 40, 12, 35, 37, 22, 21, 49, 13, 39, 29, 16, 31, 6, 32, 44, 0, 49, 13, 7, 23, 47, 15, 38, 11, 15, 19, 29, 19, 12, 26, 10, 0, 7, 48, 28, 12, 32, 3, 11, 2, 27, 27, 50, 27, 36, 10, 39, 4, 26, 41, 17, 21, 23, 0, 28, 42, 50, 40, 44, 38, 11, 42, 19, 8]
[18, 2, 19, 45, 0, 42, 21, 13, 2, 6, 28, 26, 15, 1, 13, 20, 36, 19, 14, 2, 14, 0, 10, 1, 11, 23, 47, 28, 18, 16, 21, 11, 7, 34, 5, 35, 23, 40, 47, 17, 2, 19, 22, 19, 15, 22, 15, 6, 14, 43, 2, 20, 47, 49, 42, 27, 5, 14, 28, 49, 9, 39, 19, 19, 1, 2, 17, 3, 25, 10, 44, 37, 25, 3, 2, 3, 6, 3, 16, 47, 50, 10, 33, 46, 42, 25, 37, 5, 36, 10, 39, 21, 11, 32, 33, 35, 31, 3, 3, 35, 36, 44, 12, 40, 36, 38, 15, 21, 20, 31, 8, 31, 30, 29, 40, 46, 41, 34, 19, 29, 48]
[1, 16, 10, 13, 50, 50, 43, 15, 31, 47, 49, 39, 13, 26, 26, 2, 8, 35, 20, 15, 21, 10, 0, 30, 10, 45, 44, 20, 41, 36, 26, 48, 34, 45, 42, 2, 41, 46, 14, 36, 14, 40, 38, 37, 49, 33, 0, 41, 7, 0, 47, 25, 33, 10, 33, 47, 13, 11, 45, 42, 38, 46, 43, 28, 44, 15, 23, 15, 25, 20, 18, 43, 15, 32, 49, 13, 40, 39, 36, 31, 3, 14, 17, 17, 14, 12, 14, 23, 10, 1, 26, 3, 17, 24, 18, 3, 0, 21, 3, 29, 26, 1, 16, 49, 33, 28, 28, 39, 50, 14, 15, 11, 49, 8, 48, 39, 22, 38, 16, 27, 40]
[14, 11, 34, 7, 34, 5, 33, 14, 45, 44, 10, 8, 14, 43, 50, 3, 3, 34, 19, 21, 44, 1, 30, 0, 2, 25, 7, 34, 50, 1, 42, 29, 1, 12, 6, 28, 14, 0, 48, 14, 18, 2, 43, 46, 26, 48, 33, 36, 35, 13, 27, 28, 43, 44, 36, 13, 21, 37, 43, 3, 28, 20, 18, 37, 19, 49, 5, 38, 22, 22, 39, 17, 43, 30, 33, 41, 13, 33, 18, 11, 21, 36, 16, 34, 42, 38, 47, 23, 9, 7, 37, 7, 1, 41, 41, 18, 50, 15, 9, 30, 21, 0, 12, 40, 26, 44, 31, 35, 5, 45, 24, 4, 15, 34, 31, 43, 27, 13, 8, 10, 38]
[31, 0, 37, 48, 44, 20, 16, 23, 49, 48, 36, 22, 37, 36, 29, 43, 30, 7, 9, 17, 4, 11, 10, 2, 0, 22, 1, 43, 16, 21, 18, 35, 8, 42, 10, 35, 20, 2, 42, 6, 33, 15, 12, 6, 50, 22, 13, 3, 0, 30, 22, 19, 34, 36, 30, 38, 34, 20, 48, 25, 36, 6, 6, 19, 18, 34, 30, 8, 30, 18, 21, 37, 0, 7, 4, 20, 41, 18, 31, 4, 38, 29, 36, 45, 35, 42, 39, 6, 49, 40, 34, 42, 35, 5, 41, 29, 18, 47, 43, 48, 10, 30, 41, 35, 36, 49, 42, 28, 45, 8, 34, 11, 10, 36, 36, 48, 7, 26, 20, 29, 49]
[23, 18, 13, 24, 19, 11, 39, 16, 21, 27, 24, 22, 38, 49, 44, 23, 49, 15, 2, 34, 22, 23, 45, 25, 22, 0, 35, 49, 21, 23, 4, 37, 22, 4, 6, 47, 5, 34, 49, 28, 13, 11, 25, 18, 18, 50, 18, 11, 44, 40, 18, 41, 3, 3, 29, 24, 13, 39, 5, 46, 47, 17, 48, 13, 32, 29, 26, 42, 39, 33, 47, 14, 37, 15, 6, 16, 44, 25, 39, 30, 41, 17, 15, 0, 38, 0, 8, 19, 46, 8, 25, 42, 11, 31, 38, 31, 6, 38, 49, 38, 2, 14, 5, 24, 29, 11, 50, 23, 35, 3, 50, 27, 44, 41, 45, 17, 24, 32, 10, 44, 37]
[24, 40, 24, 15, 42, 30, 12, 37, 31, 42, 40, 19, 0, 34, 7, 30, 14, 36, 0, 1, 22, 47, 44, 7, 1, 35, 0, 36, 25, 15, 27, 33, 12, 0, 0, 24, 23, 22, 38, 33, 48, 6, 10, 1, 34, 26, 12, 28, 27, 27, 13, 48, 32, 43, 31, 30, 38, 6, 16, 14, 3, 45, 2, 50, 3, 4, 33, 43, 28, 21, 42, 13, 12, 11, 33, 17, 17, 2, 44, 0, 0, 22, 46, 40, 33, 40, 47, 34, 49, 5, 34, 40, 11, 50, 34, 22, 4, 30, 43, 4, 49, 28, 39, 25, 4, 19, 46, 40, 38, 1, 23, 35, 33, 22, 8, 10, 46, 3, 38, 3, 32]
[35, 23, 38, 31, 7, 41, 16, 42, 37, 40, 4, 6, 12, 30, 41, 18, 14, 12, 12, 48, 10, 28, 20, 34, 43, 49, 36, 0, 10, 27, 12, 24, 18, 36, 16, 20, 43, 6, 29, 6, 5, 28, 17, 10, 3, 2, 46, 30, 43, 41, 7, 1, 50, 17, 34, 13, 48, 14, 15, 4, 29, 33, 23, 2, 48, 6, 24, 35, 9, 35, 27, 5, 28, 47, 9, 6, 17, 12, 22, 16, 27, 5, 32, 44, 13, 4, 29, 13, 15, 2, 10, 21, 40, 47, 22, 48, 40, 12, 32, 28, 4, 14, 42, 26, 10, 42, 5, 37, 8, 45, 17, 29, 16, 43, 21, 38, 27, 47, 30, 3, 49]
[9, 22, 30, 50, 4, 23, 21, 11, 17, 15, 29, 41, 40, 26, 45, 44, 11, 46, 46, 14, 42, 18, 41, 50, 16, 21, 25, 10, 0, 34, 7, 47, 27, 17, 20, 5, 37, 39, 9, 3, 40, 48, 8, 36, 15, 14, 27, 14, 36, 28, 45, 50, 23, 16, 50, 36, 9, 42, 9, 9, 15, 32, 22, 22, 11, 23, 24, 31, 31, 22, 17, 48, 26, 25, 46, 15, 24, 14, 16, 4, 39, 3, 6, 40, 13, 39, 12, 10, 9, 3, 36, 32, 1, 18, 13, 21, 30, 8, 15, 12, 33, 7, 48, 8, 40, 36, 35, 50, 7, 24, 23, 27, 6, 31, 35, 43, 38, 19, 14, 33, 46]
[23, 21, 14, 26, 40, 38, 22, 44, 32, 17, 14, 11, 49, 39, 19, 8, 39, 2, 18, 26, 11, 16, 36, 1, 21, 23, 15, 27, 34, 0, 16, 23, 26, 1, 42, 45, 25, 36, 23, 33, 34, 39, 7, 44, 16, 30, 35, 43, 42, 43, 39, 4, 3, 28, 18, 16, 30, 45, 24, 14, 50, 39, 33, 36, 16, 13, 39, 46, 22, 17, 12, 10, 22, 25, 23, 30, 4, 6, 17, 2, 44, 33, 49, 5, 36, 5, 34, 25, 36, 37, 12, 28, 12, 21, 13, 34, 44, 7, 19, 17, 35, 3, 10, 27, 17, 3, 9, 27, 33, 29, 45, 38, 11, 2, 10, 11, 11, 25, 13, 41, 47]
[23, 27, 3, 27, 32, 20, 42, 36, 47, 33, 7, 45, 21, 33, 41, 15, 4, 49, 32, 28, 46, 21, 26, 42, 18, 4, 27, 12, 7, 16, 0, 11, 40, 27, 2, 2, 19, 32, 11, 2, 43, 7, 9, 14, 4, 33, 4, 41, 24, 16, 47, 22, 27, 43, 37, 13, 28, 21, 17, 27, 19, 42, 22, 48, 44, 48, 8, 10, 32, 7, 44, 33, 30, 3, 2, 50, 9, 6, 41, 38, 41, 43, 15, 38, 50, 44, 11, 20, 0, 37, 4, 47, 46, 10, 22, 24, 28, 34, 22, 29, 28, 16, 23, 28, 24, 5, 21, 21, 50, 50, 0, 36, 22, 9, 28, 34, 39, 37, 9, 11, 50]
[29, 0, 33, 30, 3, 36, 49, 24, 41, 47, 7, 11, 34, 19, 25, 35, 9, 50, 41, 29, 22, 11, 48, 29, 35, 37, 33, 24, 47, 23, 11, 0, 19, 1, 5, 25, 48, 30, 28, 21, 3, 50, 7, 5, 3, 40, 45, 12, 2, 17, 37, 2, 15, 50, 34, 24, 8, 10, 50, 26, 34, 21, 45, 42, 27, 34, 37, 37, 33, 22, 46, 19, 47, 35, 49, 13, 3, 13, 2, 34, 21, 4, 17, 10, 47, 8, 23, 24, 40, 23, 26, 19, 31, 33, 41, 19, 37, 46, 34, 25, 40, 20, 45, 19, 10, 1, 49, 26, 44, 0, 0, 44, 32, 24, 48, 29, 19, 49, 18, 27, 3]
[43, 2, 33, 13, 13, 11, 33, 17, 11, 21, 22, 7, 25, 10, 30, 5, 44, 31, 42, 39, 12, 7, 34, 1, 8, 22, 12, 18, 27, 26, 40, 19, 0, 39, 45, 35, 14, 49, 26, 42, 29, 21, 29, 44, 41, 31, 1, 3, 39, 41, 27, 35, 15, 31, 7, 30, 29, 30, 13, 32, 12, 20, 17, 5, 23, 47, 22, 13, 12, 28, 42, 34, 31, 5, 36, 43, 16, 48, 24, 5, 48, 47, 13, 42, 5, 13, 33, 37, 20, 33, 37, 18, 22, 41, 21, 45, 20, 18, 18, 17, 33, 13, 21, 33, 22, 43, 49, 3, 26, 2, 3, 6, 25, 2, 37, 39, 37, 44, 14, 41, 38]
[25, 34, 30, 15, 3, 36, 21, 49, 13, 50, 3, 43, 13, 11, 5, 19, 42, 18, 30, 44, 36, 34, 45, 12, 42, 4, 0, 36, 17, 1, 27, 1, 39, 0, 16, 39, 17, 26, 42, 50, 39, 17, 49, 18, 20, 17, 12, 22, 48, 32, 13, 23, 9, 31, 26, 48, 0, 10, 0, 21, 50, 33, 12, 31, 0, 17, 1, 39, 47, 28, 19, 21, 35, 3, 19, 23, 26, 25, 30, 29, 25, 24, 19, 5, 7, 28, 5, 0, 47, 26, 42, 12, 30, 6, 37, 2, 13, 25, 19, 25, 17, 0, 37, 22, 29, 43, 0, 12, 0, 47, 41, 47, 5, 26, 48, 19, 46, 2, 16, 36, 33]
[28, 42, 15, 41, 31, 4, 47, 10, 39, 17, 8, 46, 25, 38, 49, 22, 45, 30, 3, 11, 27, 5, 42, 6, 10, 6, 0, 16, 20, 42, 2, 5, 45, 16, 0, 12, 48, 1, 49, 43, 28, 40, 18, 34, 50, 42, 36, 50, 49, 31, 24, 21, 4, 37, 50, 48, 28, 25, 36, 33, 12, 13, 41, 30, 42, 21, 41, 42, 4, 32, 15, 34, 26, 28, 31, 14, 4, 28, 29, 39, 14, 0, 35, 31, 42, 5, 21, 41, 35, 24, 5, 25, 26, 8, 34, 1, 46, 2, 29, 30, 22, 17, 31, 41, 42, 0, 10, 10, 29, 46, 40, 23, 39, 43, 34, 23, 42, 23, 27, 50, 1]
[25, 50, 30, 30, 9, 42, 25, 47, 7, 12, 11, 38, 10, 44, 32, 11, 44, 42, 31, 46, 43, 35, 2, 28, 35, 47, 24, 20, 5, 45, 2, 25, 35, 39, 12, 0, 22, 44, 21, 31, 30, 24, 23, 6, 36, 26, 42, 2, 0, 11, 42, 27, 37, 24, 10, 19, 24, 28, 25, 2, 31, 47, 29, 27, 36, 2, 47, 41, 18, 2, 40, 34, 18, 21, 21, 2, 18, 46, 31, 20, 30, 36, 16, 9, 43, 15, 36, 12, 35, 7, 26, 38, 6, 2, 27, 47, 3, 0, 18, 9, 5, 10, 30, 22, 12, 43, 1, 22, 18, 46, 20, 42, 1, 47, 34, 47, 50, 42, 42, 21, 4]
[12, 8, 39, 31, 7, 38, 45, 23, 27, 37, 2, 18, 7, 11, 33, 40, 46, 46, 47, 12, 22, 23, 41, 14, 20, 5, 23, 43, 37, 25, 19, 48, 14, 17, 48, 22, 0, 33, 32, 42, 7, 46, 4, 4, 6, 3, 22, 50, 22, 16, 0, 26, 0, 40, 41, 50, 8, 24, 15, 24, 31, 5, 41, 5, 10, 27, 46, 10, 11, 6, 11, 12, 31, 43, 14, 10, 34, 31, 26, 46, 41, 38, 40, 27, 36, 5, 16, 47, 41, 40, 24, 1, 3, 11, 36, 15, 27, 49, 19, 7, 11, 7, 48, 28, 16, 28, 49, 12, 3, 11, 7, 30, 44, 49, 1, 6, 38, 20, 34, 44, 35]
[33, 44, 32, 33, 26, 10, 9, 39, 17, 3, 17, 22, 39, 47, 14, 6, 24, 0, 42, 39, 20, 40, 46, 0, 2, 34, 22, 6, 39, 36, 32, 30, 49, 26, 1, 44, 33, 0, 19, 40, 12, 49, 3, 18, 9, 40, 18, 31, 35, 27, 44, 16, 1, 49, 41, 5, 44, 24, 11, 1, 36, 49, 44, 7, 25, 5, 40, 27, 19, 33, 48, 48, 2, 39, 34, 9, 44, 21, 32, 33, 0, 45, 3, 2, 39, 33, 28, 8, 11, 15, 14, 49, 43, 48, 36, 44, 37, 29, 29, 25, 47, 49, 15, 9, 35, 8, 19, 11, 8, 17, 19, 46, 8, 26, 2, 6, 5, 4, 40, 0, 42]
