N1,N2,...,Nx
[40, 20, 42, 43, 37, 50, 31, 32, 13, 1, 0, 24, 6, 42, 4, 21, 49, 8, 35, 14, 20, 17, 50, 31, 38, 44, 38, 26, 11, 45, 22, 49, 49, 23, 50, 23, 2, 17, 21, 47, 43, 46, 0, 6, 20, 38, 19, 2, 37, 21, 29, 20, 6, 10, 28, 28, 50, 32, 23, 50, 16, 8, 33, 3, 7, 9, 3, 8, 46, 35, 22, 6, 21, 47, 47, 32, 23, 7, 14, 25, 16, 37, 18, 18, 36, 19, 35, 45, 35, 27, 36, 37, 35, 8, 14, 9, 3, 28, 0, 23, 42, 42, 4, 24, 12, 4]
[38, 23, 14, 23, 28, 20, 25, 3, 26, 50, 24, 0, 33, 37, 24, 19, 44, 37, 38, 41, 18, 19, 4, 7, 26, 4, 23, 39, 46, 46, 27, 18, 30, 4, 21, 3, 16, 33, 14, 31, 22, 21, 17, 0, 49, 2, 0, 42, 34, 31, 6, 5, 14, 22, 41, 14, 37, 33, 4, 36, 43, 45, 0, 24, 6, 50, 48, 7, 44, 0, 18, 33, 32, 47, 25, 7, 9, 28, 30, 38, 18, 19, 44, 40, 11, 36, 26, 2, 24, 14, 10, 27, 13, 3, 12, 6, 6, 18, 16, 21, 46, 24, 34, 36, 46, 30]
[7, 9, 4, 16, 35, 20, 30, 31, 7, 21, 6, 33, 0, 44, 44, 13, 40, 41, 38, 17, 17, 4, 35, 0, 9, 17, 29, 47, 7, 49, 6, 37, 38, 7, 33, 3, 11, 38, 12, 36, 13, 19, 31, 41, 33, 21, 34, 17, 0, 6, 10, 9, 30, 32, 11, 43, 42, 16, 27, 36, 12, 34, 7, 11, 12, 18, 4, 13, 24, 16, 11, 27, 12, 3, 35, 26, 48, 34, 6, 10, 12, 33, 49, 42, 44, 7, 20, 31, 48, 29, 14, 17, 35, 37, 6, 44, 19, 23, 10, 26, 6, 43, 27, 38, 28, 0]
[25, 24, 30, 0, 1, 19, 43, 23, 28, 42, 42, 37, 44, 0, 47, 29, 38, 42, 5, 30, 35, 23, 13, 31, 25, 28, 10, 5, 9, 23, 29, 20, 10, 8, 32, 6, 20, 30, 30, 13, 4, 13, 50, 10, 8, 42, 22, 42, 29, 33, 40, 26, 27, 31, 10, 33, 48, 8, 29, 40, 11, 12, 8, 24, 0, 39, 48, 34, 50, 19, 26, 3, 48, 36, 4, 4, 37, 44, 10, 37, 4, 33, 15, 6, 8, 35, 41, 8, 13, 45, 41, 24, 17, 21, 3, 27, 48, 0, 23, 2, 6, 40, 41, 13, 38, 29]
[25, 2, 16, 10, 47, 41, 38, 33, 44, 14, 4, 24, 44, 47, 0, 36, 14, 12, 39, 1, 41, 9, 10, 29, 17, 49, 21, 24, 28, 31, 42, 13, 32, 28, 41, 6, 31, 7, 16, 30, 11, 20, 7, 42, 16, 10, 28, 43, 1, 39, 13, 39, 7, 27, 19, 6, 40, 13, 30, 14, 0, 48, 30, 47, 13, 11, 18, 16, 24, 7, 42, 43, 10, 16, 21, 5, 12, 42, 12, 18, 9, 14, 0, 7, 22, 19, 36, 30, 20, 11, 10, 47, 7, 15, 38, 49, 19, 14, 2, 32, 9, 30, 13, 6, 20, 37]
[7, 4, 30, 33, 2, 29, 44, 21, 29, 15, 21, 19, 13, 29, 36, 0, 13, 4, 28, 42, 37, 39, 34, 3, 49, 36, 13, 47, 31, 7, 21, 21, 34, 43, 11, 39, 0, 38, 21, 47, 13, 33, 43, 47, 23, 12, 24, 33, 9, 45, 10, 22, 49, 16, 4, 27, 36, 14, 29, 39, 12, 24, 39, 21, 2, 50, 49, 31, 35, 16, 28, 2, 26, 18, 8, 13, 34, 39, 16, 31, 35, 10, 32, 2, 28, 24, 8, 10, 6, 34, 21, 18, 37, 38, 16, 44, 22, 35, 33, 33, 40, 32, 38, 3, 30, 43]
[33, 27, 11, 34, 10, 41, 1, 33, 25, 1, 49, 44, 40, 38, 14, 13, 0, 18, 15, 21, 14, 41, 0, 13, 33, 15, 8, 11, 24, 23, 12, 32, 36, 50, 5, 8, 29, 9, 14, 28, 7, 11, 30, 32, 18, 45, 0, 11, 33, 4, 35, 12, 47, 34, 38, 48, 40, 20, 26, 16, 6, 25, 26, 8, 9, 45, 32, 37, 40, 17, 26, 48, 5, 17, 15, 44, 32, 27, 7, 2, 37, 27, 15, 3, 26, 5, 21, 41, 33, 10, 18, 23, 29, 27, 14, 31, 15, 10, 43, 32, 25, 13, 0, 35, 45, 5]
[45, 14, 48, 16, 36, 0, 30, 38, 16, 46, 8, 37, 41, 42, 12, 4, 18, 0, 45, 47, 44, 19, 27, 3, 26, 35, 42, 44, 7, 8, 15, 30, 48, 34, 14, 14, 39, 13, 34, 17, 38, 46, 5, 5, 34, 7, 28, 23, 50, 8, 6, 31, 6, 26, 37, 18, 1, 43, 37, 2, 49, 24, 25, 17, 8, 46, 42, 17, 14, 43, 44, 44, 46, 4, 19, 12, 38, 20, 11, 34, 6, 5, 15, 14, 41, 3, 48, 19, 44, 31, 33, 36, 27, 28, 16, 21, 0, 41, 50, 49, 50, 10, 6, 12, 19, 43]
[43, 21, 3, 21, 23, 6, 1, 4, 15, 10, 35, 38, 38, 5, 39, 28, 15, 45, 0, 23, 3, 9, 27, 49, 15, 7, 2, 2, 42, 13, 30, 30, 33, 35, 44, 48, 29, 14, 16, 35, 33, 23, 8, 14, 7, 6, 35, 2, 17, 23, 4, 30, 4, 23, 23, 5, 31, 21, 4, 27, 43, 1, 30, 18, 26, 25, 7, 19, 15, 27, 16, 20, 39, 31, 48, 20, 25, 46, 44, 0, 43, 37, 17, 22, 10, 7, 30, 22, 10, 11, 3, 12, 35, 47, 45, 28, 22, 45, 32, 49, 4, 1, 11, 41, 0, 36]
[37, 32, 13, 13, 23, 26, 38, 9, 37, 48, 14, 41, 17, 30, 1, 42, 21, 47, 23, 0, 8, 8, 46, 46, 21, 50, 35, 34, 16, 27, 29, 35, 45, 49, 37, 38, 5, 17, 25, 40, 41, 48, 21, 13, 5, 50, 31, 34, 44, 17, 21, 44, 23, 12, 27, 22, 19, 20, 40, 23, 47, 8, 43, 30, 43, 35, 9, 42, 32, 1, 41, 24, 40, 11, 22, 18, 35, 36, 9, 18, 47, 22, 25, 0, 24, 16, 17, 7, 8, 25, 0, 30, 22, 4, 14, 30, 24, 26, 42, 0, 44, 4, 30, 47, 50, 1]
[5, 23, 44, 30, 11, 31, 22, 14, 39, 28, 20, 18, 17, 35, 41, 37, 14, 44, 3, 8, 0, 50, 32, 33, 7, 49, 3, 4, 41, 6, 18, 27, 12, 2, 30, 24, 4, 28, 19, 1, 7, 20, 22, 41, 11, 42, 50, 6, 46, 16, 37, 17, 37, 10, 20, 8, 39, 36, 7, 12, 17, 8, 0, 43, 50, 2, 45, 38, 41, 8, 2, 1, 32, 5, 18, 43, 8, 26, 42, 4, 8, 22, 1, 1, 50, 21, 11, 37, 44, 42, 12, 26, 38, 12, 13, 3, 38, 42, 12, 8, 12, 10, 49, 1, 31, 3]
[24, 19, 22, 48, 0, 38, 0, 20, 6, 8, 17, 19, 4, 23, 9, 39, 41, 19, 9, 8, 50, 0, 19, 40, 22, 48, 20, 30, 41, 38, 0, 18, 25, 15, 44, 17, 39, 9, 47, 16, 45, 49, 8, 4, 2, 47, 5, 14, 29, 45, 16, 16, 18, 41, 45, 4, 6, 37, 34, 5, 35, 31, 22, 27, 18, 28, 18, 33, 15, 50, 12, 49, 8, 45, 3, 16, 15, 5, 29, 23, 43, 46, 39, 10, 13, 5, 28, 45, 26, 32, 50, 15, 36, 39, 22, 17, 24, 29, 48, 26, 22, 36, 1, 14, 26, 35]
[39, 40, 47, 1, 28, 34, 16, 48, 11, 48, 50, 4, 35, 13, 10, 34, 0, 27, 27, 46, 32, 19, 0, 7, 31, 30, 32, 37, 15, 50, 47, 21, 0, 8, 16, 41, 35, 3, 1, 14, 8, 24, 12, 10, 10, 29, 38, 11, 26, 37, 49, 24, 44, 46, 19, 22, 4, 27, 6, 44, 47, 19, 39, 23, 34, 0, 35, 14, 43, 35, 12, 29, 34, 31, 40, 20, 32, 48, 25, 27, 11, 45, 30, 1, 32, 23, 48, 22, 36, 15, 31, 40, 38, 29, 8, 31, 11, 34, 47, 7, 32, 49, 23, 34, 36, 16]
[22, 42, 19, 42, 50, 14, 21, 13, 27, 26, 31, 7, 0, 31, 29, 3, 13, 3, 49, 46, 33, 40, 7, 0, 14, 24, 20, 40, 9, 0, 33, 6, 48, 34, 19, 47, 26, 15, 10, 43, 35, 41, 11, 6, 39, 44, 33, 18, 13, 34, 49, 5, 8, 38, 25, 46, 13, 12, 46, 37, 0, 39, 46, 46, 29, 32, 15, 24, 13, 44, 35, 21, 2, 2, 44, 46, 27, 22, 5, 10, 44, 29, 43, 36, 4, 32, 16, 7, 42, 4, 8, 25, 10, 24, 42, 35, 41, 30, 15, 0, 32, 49, 26, 38, 42, 22]
[30, 22, 38, 10, 44, 43, 38, 22, 28, 0, 38, 26, 9, 25, 17, 49, 33, 26, 15, 21, 7, 22, 31, 14, 0, 19, 41, 38, 2, 33, 33, 31, 22, 40, 28, 28, 48, 9, 49, 14, 44, 22, 4, 6, 49, 44, 41, 41, 1, 9, 49, 8, 7, 13, 46, 33, 3, 8, 10, 35, 10, 32, 22, 48, 16, 43, 36, 8, 4, 0, 26, 25, 36, 37, 38, 42, 29, 28, 0, 24, 13, 7, 10, 12, 12, 42, 25, 41, 1, 31, 27, 11, 36, 25, 35, 38, 15, 27, 26, 35, 10, 17, 12, 36, 27, 1]
[14, 50, 24, 24, 1, 31, 14, 38, 15, 22, 44, 4, 17, 28, 49, 36, 15, 35, 7, 50, 49, 48, 30, 24, 19, 0, 41, 21, 16, 45, 23, 7, 26, 29, 5, 14, 7, 25, 29, 18, 38, 28, 22, 22, 47, 19, 10, 8, 9, 7, 23, 36, 13, 30, 7, 17, 27, 20, 31, 38, 11, 19, 13, 16, 31, 12, 30, 20, 16, 5, 0, 34, 0, 23, 0, 7, 27, 21, 2, 29, 12, 28, 16, 12, 50, 37, 40, 47, 3, 21, 43, 3, 11, 1, 7, 5, 29, 6, 23, 50, 34, 8, 38, 37, 36, 26]
[5, 28, 24, 33, 21, 34, 17, 5, 10, 7, 38, 23, 29, 10, 21, 13, 8, 42, 2, 35, 3, 20, 32, 20, 41, 41, 0, 46, 46, 47, 30, 6, 12, 27, 39, 34, 2, 31, 31, 17, 37, 5, 10, 28, 1, 28, 37, 9, 40, 34, 49, 32, 42, 23, 38, 46, 37, 29, 14, 49, 13, 49, 45, 35, 37, 49, 48, 10, 9, 6, 30, 16, 22, 27, 44, 34, 1, 37, 16, 29, 50, 22, 20, 24, 7, 9, 8, 9, 4, 46, 33, 28, 8, 46, 23, 48, 7, 37, 37, 4, 2, 15, 15, 24, 23, 30]
[31, 46, 40, 38, 22, 45, 18, 42, 15, 40, 26, 39, 47, 5, 24, 47, 11, 44, 2, 34, 4, 30, 37, 40, 38, 21, 46, 0, 24, 4, 21, 48, 21, 50, 27, 30, 11, 17, 33, 17, 13, 25, 0, 45, 22, 3, 17, 49, 50, 43, 1, 28, 33, 48, 3, 10, 26, 1, 0, 30, 18, 3, 31, 12, 36, 33, 50, 15, 10, 0, 28, 22, 10, 14, 42, 23, 13, 20, 17, 14, 30, 2, 13, 46, 14, 13, 38, 32, 29, 25, 41, 40, 41, 19, 24, 31, 21, 1, 11, 35, 47, 30, 29, 42, 29, 31]
[25, 14, 16, 9, 49, 27, 20, 38, 44, 5, 11, 46, 7, 9, 28, 31, 24, 7, 42, 16, 41, 41, 15, 9, 2, 16, 46, 24, 0, 33, 14, 40, 25, 41, 31, 19, 27, 43, 41, 49, 12, 40, 41, 41, 5, 9, 18, 14, 43, 37, 5, 50, 14, 0, 47, 31, 32, 35, 6, 26, 26, 16, 39, 4, 11, 17, 22, 34, 5, 11, 21, 50, 9, 49, 18, 37, 32, 16, 33, 25, 15, 49, 8, 0, 12, 21, 5, 43, 22, 24, 33, 29, 25, 13, 5, 31, 41, 3, 35, 14, 23, 27, 35, 38, 6, 13]
[21, 25, 44, 29, 36, 6, 49, 3, 18, 12, 45, 46, 49, 23, 31, 7, 23, 8, 13, 27, 6, 38, 50, 0, 33, 45, 47, 4, 33, 0, 47, 24, 16, 12, 3, 42, 42, 25, 30, 47, 17, 4, 9, 11, 11, 33, 20, 2, 7, 16, 26, 18, 16, 27, 20, 19, 12, 6, 50, 37, 50, 5, 10, 13, 22, 8, 31, 44, 24, 6, 24, 11, 16, 8, 1, 35, 16, 20, 26, 6, 30, 13, 6, 37, 50, 33, 32, 45, 30, 35, 0, 7, 45, 24, 17, 11, 31, 32, 32, 43, 11, 16, 33, 33, 40, 33]
[43, 0, 23, 20, 30, 23, 3, 33, 42, 26, 22, 27, 6, 29, 42, 21, 12, 15, 30, 29, 18, 0, 47, 33, 33, 23, 30, 21, 14, 47, 0, 43, 30, 33, 0, 24, 0, 14, 4, 3, 31, 0, 32, 3, 38, 0, 42, 22, 25, 8, 4, 3, 1, 15, 9, 37, 43, 50, 35, 3, 0, 22, 12, 50, 31, 36, 34, 8, 13, 15, 3, 2, 25, 21, 50, 46, 27, 46, 24, 2, 0, 35, 11, 12, 43, 15, 47, 17, 31, 39, 30, 24, 15, 46, 48, 35, 36, 42, 34, 7, 19, 1, 40, 33, 39, 2]
[6, 21, 4, 0, 11, 24, 40, 3, 25, 37, 49, 18, 37, 20, 13, 21, 32, 30, 30, 35, 27, 18, 21, 6, 31, 7, 6, 48, 40, 24, 43, 0, 16, 37, 36, 38, 19, 31, 27, 39, 11, 26, 41, 32, 28, 9, 41, 3, 50, 29, 27, 12, 3, 35, 6, 27, 45, 25, 7, 42, 34, 12, 33, 1, 28, 42, 23, 22, 14, 9, 10, 27, 0, 28, 36, 44, 27, 14, 17, 10, 27, 2, 6, 23, 40, 47, 22, 0, 3, 37, 8, 6, 14, 49, 30, 17, 41, 4, 20, 37, 39, 28, 26, 5, 44, 18]
[38, 35, 13, 35, 3, 0, 44, 1, 37, 6, 49, 30, 38, 10, 32, 34, 36, 48, 33, 45, 12, 25, 0, 48, 22, 26, 12, 21, 25, 16, 30, 16, 0, 26, 36, 23, 50, 14, 0, 12, 33, 23, 0, 47, 13, 6, 11, 5, 37, 33, 19, 41, 15, 40, 21, 14, 26, 13, 19, 23, 48, 15, 3, 49, 26, 39, 48, 46, 5, 46, 8, 27, 36, 37, 46, 40, 21, 19, 35, 0, 33, 30, 34, 31, 2, 31, 15, 31, 15, 48, 42, 4, 2, 0, 21, 39, 26, 28, 46, 49, 38, 31, 33, 35, 43, 14]
[18, 6, 33, 31, 49, 10, 36, 25, 0, 18, 23, 4, 7, 8, 28, 43, 50, 34, 35, 49, 2, 15, 8, 34, 40, 29, 27, 50, 41, 12, 33, 37, 26, 0, 19, 21, 48, 42, 23, 35, 9, 4, 42, 22, 33, 7, 45, 8, 24, 38, 49, 20, 48, 16, 14, 4, 26, 49, 16, 10, 38, 15, 8, 25, 13, 28, 12, 12, 42, 36, 49, 27, 14, 19, 30, 37, 32, 0, 18, 42, 42, 15, 22, 39, 21, 42, 8, 19, 19, 18, 12, 45, 11, 18, 41, 41, 21, 15, 24, 9, 28, 28, 40, 48, 30, 18]
[37, 15, 21, 34, 37, 30, 32, 20, 25, 20, 50, 21, 33, 32, 41, 11, 5, 14, 44, 37, 30, 44, 16, 19, 28, 5, 39, 27, 31, 3, 0, 36, 36, 19, 0, 39, 15, 48, 15, 30, 15, 35, 4, 4, 37, 44, 31, 41, 17, 47, 37, 18, 49, 34, 18, 3, 0, 16, 22, 4, 50, 6, 2, 30, 23, 0, 48, 6, 36, 28, 29, 31, 3, 6, 19, 23, 42, 31, 8, 45, 14, 2, 33, 19, 42, 16, 24, 17, 23, 18, 5, 34, 5, 17, 49, 28, 35, 15, 24, 9, 16, 30, 18, 45, 33, 37]
[30, 34, 8, 30, 34, 50, 20, 19, 18, 50, 23, 3, 3, 6, 6, 39, 8, 14, 48, 38, 24, 17, 41, 47, 28, 14, 34, 30, 19, 42, 24, 38, 23, 21, 39, 0, 33, 17, 47, 45, 46, 42, 27, 31, 3, 31, 5, 27, 5, 18, 20, 35, 29, 3, 6, 30, 34, 20, 39, 11, 32, 2, 35, 31, 15, 2, 15, 50, 41, 19, 4, 44, 16, 19, 34, 14, 1, 10, 3, 5, 29, 7, 50, 11, 33, 7, 35, 28, 3, 29, 9, 49, 40, 29, 26, 34, 31, 3, 35, 16, 9, 9, 2, 5, 32, 21]
[50, 24, 43, 47, 22, 11, 14, 49, 30, 23, 2, 16, 11, 20, 31, 0, 29, 39, 29, 5, 4, 39, 35, 26, 48, 7, 2, 11, 27, 42, 0, 19, 50, 48, 15, 33, 0, 40, 35, 44, 25, 19, 2, 33, 17, 16, 10, 23, 11, 2, 15, 23, 4, 24, 18, 11, 40, 8, 13, 7, 49, 23, 19, 14, 2, 14, 40, 13, 36, 18, 11, 36, 22, 5, 29, 4, 36, 33, 16, 24, 45, 34, 25, 21, 28, 47, 29, 12, 43, 37, 33, 13, 34, 4, 20, 19, 0, 14, 31, 45, 44, 13, 34, 34, 5, 38]
[41, 13, 21, 1, 14, 27, 17, 27, 47, 21, 17, 33, 38, 30, 7, 38, 9, 13, 14, 17, 28, 9, 3, 15, 9, 25, 31, 17, 43, 25, 14, 31, 14, 42, 48, 17, 40, 0, 11, 42, 45, 4, 1, 18, 44, 20, 45, 12, 23, 6, 4, 50, 9, 13, 40, 40, 44, 26, 13, 7, 25, 8, 27, 10, 31, 31, 26, 21, 29, 39, 13, 0, 41, 38, 3, 0, 31, 17, 39, 1, 48, 50, 27, 26, 24, 47, 35, 9, 17, 13, 22, 9, 3, 4, 3, 25, 50, 30, 28, 24, 1, 29, 28, 47, 14, 42]
[34, 49, 24, 39, 38, 5, 22, 8, 34, 32, 21, 14, 12, 30, 16, 21, 14, 34, 16, 25, 19, 47, 1, 10, 49, 29, 31, 33, 41, 30, 4, 27, 0, 23, 15, 47, 35, 11, 0, 37, 36, 36, 1, 41, 34, 4, 7, 45, 6, 14, 4, 24, 40, 11, 14, 31, 29, 0, 22, 14, 35, 33, 14, 33, 33, 22, 28, 38, 13, 11, 18, 29, 38, 13, 13, 13, 13, 29, 9, 28, 21, 35, 34, 40, 15, 2, 40, 48, 24, 30, 37, 7, 31, 26, 7, 2, 27, 25, 5, 16, 4, 19, 32, 24, 13, 40]
[5, 49, 17, 45, 31, 5, 10, 40, 43, 37, 47, 31, 36, 13, 30, 47, 28, 17, 35, 40, 1, 16, 14, 43, 14, 18, 17, 17, 49, 47, 3, 39, 12, 35, 30, 45, 44, 42, 37, 0, 44, 24, 49, 14, 2, 27, 17, 20, 41, 26, 14, 37, 29, 3, 5, 19, 14, 47, 19, 4, 40, 7, 1, 5, 47, 23, 45, 49, 43, 28, 5, 16, 18, 32, 33, 33, 20, 41, 36, 48, 7, 33, 1, 24, 40, 11, 47, 15, 39, 36, 24, 15, 1, 3, 13, 31, 13, 13, 19, 48, 4, 14, 22, 33, 42, 43]
[13, 28, 26, 10, 48, 41, 27, 20, 3, 40, 43, 22, 13, 4, 11, 13, 7, 38, 33, 41, 7, 45, 8, 35, 44, 38, 37, 13, 12, 17, 31, 11, 33, 9, 15, 46, 25, 45, 36, 44, 0, 31, 22, 17, 30, 8, 5, 10, 37, 35, 44, 24, 10, 43, 15, 47, 46, 20, 21, 3, 21, 47, 27, 35, 9, 38, 42, 45, 20, 47, 10, 41, 15, 25, 27, 42, 39, 7, 44, 5, 11, 3, 45, 14, 27, 42, 35, 19, 14, 27, 26, 10, 14, 43, 20, 12, 37, 6, 46, 35, 0, 15, 44, 28, 37, 12]
[44, 3, 3, 31, 27, 29, 22, 25, 50, 30, 46, 21, 19, 13, 20, 33, 11, 46, 23, 48, 20, 49, 24, 41, 22, 28, 5, 25, 40, 4, 0, 26, 23, 4, 35, 42, 19, 4, 36, 24, 31, 0, 42, 45, 34, 34, 46, 28, 47, 37, 14, 6, 2, 43, 6, 26, 10, 47, 49, 50, 42, 0, 44, 2, 15, 8, 23, 16, 11, 36, 37, 2, 43, 48, 25, 5, 35, 35, 23, 18, 34, 23, 45, 24, 40, 28, 45, 10, 6, 21, 33, 28, 35, 29, 27, 41, 47, 34, 4, 49, 40, 14, 13, 27, 24, 30]
[13, 46, 29, 0, 30, 38, 4, 27, 40, 36, 0, 17, 31, 50, 7, 43, 30, 5, 8, 21, 22, 8, 12, 11, 4, 22, 10, 0, 41, 9, 32, 41, 0, 42, 4, 27, 2, 1, 1, 49, 22, 42, 0, 19, 48, 32, 41, 22, 21, 22, 30, 18, 10, 1, 34, 35, 42, 50, 36, 7, 19, 19, 12, 13, 32, 50, 4, 13, 50, 5, 7, 45, 45, 32, 17, 44, 39, 27, 44, 36, 32, 5, 18, 45, 45, 32, 50, 37, 24, 36, 2, 29, 21, 26, 26, 40, 29, 29, 34, 38, 45, 37, 27, 14, 3, 18]
