N1,N2,...,Nx
[37, 14, 35, 26, 39, 18, 17, 7, 42, 45, 0, 38, 45, 32, 16, 45, 39, 15, 43, 20, 9, 49, 19, 6, 10, 16, 27, 22, 12, 37, 24, 10, 35, 35, 8, 9, 0, 13, 31, 36, 45, 41, 2, 19, 24, 20, 17, 1, 20, 31, 45, 7, 27, 8, 42, 50, 13, 26, 2, 31, 1, 38, 6, 40, 46, 45, 36, 48, 4, 49, 31, 8, 19, 19, 7]
[13, 0, 20, 38, 25, 37, 38, 36, 27, 44, 38, 0, 4, 22, 44, 48, 46, 20, 29, 14, 26, 23, 27, 34, 49, 40, 5, 38, 37, 41, 17, 33, 26, 0, 21, 48, 32, 32, 2, 38, 50, 5, 24, 12, 47, 25, 5, 18, 45, 45, 27, 37, 31, 36, 14, 28, 2, 37, 30, 24, 2, 7, 10, 3, 7, 46, 47, 27, 33, 17, 39, 42, 0, 3, 36]
[24, 20, 26, 36, 37, 3, 43, 3, 9, 49, 45, 4, 0, 15, 38, 32, 21, 38, 47, 16, 23, 17, 4, 41, 15, 19, 41, 45, 45, 39, 17, 9, 40, 24, 30, 45, 15, 9, 3, 10, 34, 13, 42, 4, 12, 24, 4, 30, 18, 20, 44, 48, 49, 20, 30, 11, 20, 39, 30, 32, 21, 18, 23, 31, 18, 31, 38, 14, 41, 22, 46, 7, 8, 48, 30]
[18, 38, 22, 30, 22, 1, 43, 20, 38, 29, 32, 22, 15, 0, 41, 38, 1, 6, 4, 38, 32, 38, 33, 40, 32, 19, 5, 37, 35, 6, 48, 11, 27, 4, 23, 48, 2, 26, 24, 13, 39, 44, 11, 26, 14, 46, 11, 0, 33, 17, 34, 8, 18, 10, 17, 32, 11, 18, 50, 37, 8, 5, 23, 25, 39, 21, 27, 26, 15, 4, 6, 49, 33, 15, 34]
[0, 38, 29, 14, 40, 14, 45, 8, 14, 42, 16, 44, 38, 41, 0, 19, 3, 35, 43, 5, 22, 17, 21, 24, 43, 34, 50, 49, 21, 31, 2, 6, 41, 16, 35, 6, 32, 43, 30, 0, 19, 23, 10, 41, 33, 39, 7, 23, 44, 3, 27, 31, 39, 13, 30, 2, 23, 6, 18, 43, 50, 25, 43, 23, 35, 47, 9, 31, 49, 32, 1, 40, 2, 18, 31]
[8, 43, 10, 21, 37, 19, 8, 3, 24, 31, 45, 48, 32, 38, 19, 0, 15, 15, 8, 20, 49, 50, 25, 7, 48, 10, 42, 44, 23, 13, 2, 42, 33, 41, 31, 4, 44, 15, 43, 0, 8, 49, 39, 18, 27, 36, 44, 39, 35, 10, 6, 22, 23, 10, 9, 40, 29, 31, 5, 9, 49, 27, 8, 16, 5, 48, 21, 6, 3, 23, 38, 25, 22, 37, 9]
[19, 27, 32, 23, 11, 37, 34, 28, 17, 2, 39, 46, 21, 1, 3, 15, 0, 31, 22, 12, 41, 39, 29, 1, 43, 38, 0, 15, 26, 27, 20, 43, 35, 14, 28, 2, 35, 3, 1, 48, 7, 9, 42, 50, 17, 26, 26, 7, 23, 33, 20, 41, 14, 7, 32, 14, 12, 29, 9, 33, 28, 22, 10, 9, 36, 23, 41, 33, 43, 42, 11, 20, 21, 7, 1]
[32, 50, 6, 38, 5, 46, 15, 34, 42, 16, 15, 20, 38, 6, 35, 15, 31, 0, 6, 46, 10, 5, 4, 14, 47, 0, 28, 0, 44, 12, 13, 42, 4, 12, 43, 2, 48, 50, 7, 32, 47, 13, 7, 49, 5, 25, 3, 43, 25, 6, 29, 19, 17, 49, 29, 36, 33, 38, 46, 29, 19, 21, 10, 22, 1, 50, 34, 26, 38, 41, 17, 50, 38, 0, 1]
[22, 15, 46, 20, 21, 37, 50, 2, 11, 2, 43, 29, 47, 4, 43, 8, 22, 6, 0, 28, 18, 26, 7, 21, 18, 20, 47, 17, 17, 46, 35, 44, 24, 35, 45, 17, 45, 27, 44, 40, 50, 47, 27, 9, 11, 24, 41, 48, 31, 0, 43, 7, 7, 38, 38, 31, 18, 8, 12, 25, 43, 41, 21, 30, 8, 30, 18, 3, 6, 17, 6, 19, 48, 49, 42]
[10, 42, 0, 2, 14, 1, 46, 41, 32, 36, 20, 14, 16, 38, 5, 20, 12, 46, 28, 0, 27, 11, 30, 10, 41, 14, 24, 29, 28, 47, 20, 3, 33, 7, 15, 7, 14, 39, 42, 36, 36, 43, 45, 9, 29, 16, 0, 11, 30, 46, 23, 40, 23, 46, 42, 15, 30, 34, 8, 18, 3, 18, 35, 42, 13, 3, 45, 15, 20, 45, 35, 17, 0, 33, 9]
[30, 30, 47, 15, 5, 45, 24, 42, 23, 27, 9, 26, 23, 32, 22, 49, 41, 10, 18, 27, 0, 46, 24, 32, 49, 7, 19, 23, 45, 25, 7, 33, 35, 3, 21, 10, 16, 23, 37, 34, 7, 16, 17, 11, 36, 22, 44, 1, 9, 16, 49, 6, 4, 44, 46, 12, 21, 22, 20, 49, 44, 2, 49, 25, 16, 32, 0, 10, 44, 4, 0, 38, 30, 17, 27]
[3, 38, 39, 32, 50, 12, 30, 7, 30, 29, 49, 23, 17, 38, 17, 50, 39, 5, 26, 11, 46, 0, 19, 31, 39, 29, 17, 26, 33, 45, 49, 48, 47, 40, 29, 42, 38, 26, 38, 7, 27, 16, 13, 32, 26, 26, 40, 30, 5, 10, 11, 4, 45, 9, 0, 49, 46, 46, 4, 48, 32, 45, 44, 22, 31, 16, 16, 9, 36, 15, 18, 36, 7, 1, 30]
[42, 24, 36, 5, 24, 4, 4, 30, 45, 9, 19, 27, 4, 33, 21, 25, 29, 4, 7, 30, 24, 19, 0, 50, 13, 43, 17, 39, 4, 24, 5, 8, 37, 20, 28, 25, 21, 27, 36, 26, 20, 23, 40, 37, 42, 13, 32, 50, 43, 18, 42, 43, 4, 41, 44, 7, 47, 28, 2, 19, 24, 13, 6, 13, 26, 8, 9, 46, 26, 5, 39, 32, 19, 40, 50]
[20, 32, 20, 9, 9, 49, 27, 41, 35, 10, 6, 34, 41, 40, 24, 7, 1, 14, 21, 10, 32, 31, 50, 0, 25, 19, 19, 23, 8, 8, 29, 19, 26, 41, 49, 11, 46, 43, 22, 47, 33, 8, 29, 40, 44, 47, 35, 11, 29, 9, 42, 48, 31, 4, 7, 45, 37, 17, 45, 31, 40, 50, 41, 11, 9, 46, 9, 9, 25, 40, 41, 1, 39, 41, 2]
[9, 34, 12, 50, 15, 20, 35, 34, 23, 22, 10, 49, 15, 32, 43, 48, 43, 47, 18, 41, 49, 39, 13, 25, 0, 16, 48, 14, 29, 41, 42, 36, 15, 24, 33, 29, 24, 38, 10, 50, 44, 31, 40, 44, 50, 40, 24, 50, 26, 31, 7, 19, 31, 15, 19, 41, 30, 11, 43, 29, 45, 44, 16, 45, 0, 36, 2, 46, 27, 12, 18, 21, 15, 45, 19]
[32, 27, 29, 36, 8, 10, 4, 38, 36, 44, 16, 40, 19, 19, 34, 10, 38, 0, 20, 14, 7, 29, 43, 19, 16, 0, 17, 16, 3, 24, 13, 33, 49, 50, 36, 41, 18, 15, 24, 16, 10, 12, 40, 33, 31, 12, 36, 1, 36, 1, 6, 37, 30, 6, 26, 9, 7, 0, 22, 15, 44, 30, 3, 28, 36, 24, 8, 8, 17, 2, 9, 44, 1, 36, 2]
[40, 19, 44, 26, 35, 17, 2, 23, 15, 29, 27, 5, 41, 5, 50, 42, 0, 28, 47, 24, 19, 17, 17, 19, 48, 17, 0, 19, 43, 23, 11, 26, 19, 13, 41, 1, 19, 18, 15, 27, 29, 16, 4, 48, 48, 38, 15, 31, 38, 5, 11, 47, 13, 32, 15, 2, 1, 8, 40, 7, 47, 50, 48, 46, 47, 9, 45, 24, 8, 45, 2, 48, 48, 7, 2]
[45, 1, 18, 21, 4, 12, 21, 17, 0, 41, 22, 38, 45, 37, 49, 44, 15, 0, 17, 29, 23, 26, 39, 23, 14, 16, 19, 0, 33, 45, 6, 22, 41, 12, 17, 4, 24, 24, 32, 19, 0, 0, 20, 13, 14, 34, 23, 45, 3, 37, 42, 46, 10, 17, 22, 34, 3, 1, 46, 0, 8, 0, 32, 2, 25, 27, 22, 20, 20, 16, 7, 14, 14, 48, 3]
[16, 41, 1, 36, 7, 7, 45, 41, 31, 42, 12, 37, 45, 35, 21, 23, 26, 44, 17, 28, 45, 33, 4, 8, 29, 3, 43, 33, 0, 10, 17, 17, 2, 0, 6, 47, 48, 4, 0, 32, 37, 20, 26, 13, 37, 44, 42, 43, 40, 10, 13, 39, 19, 4, 22, 4, 16, 12, 33, 20, 24, 22, 3, 12, 14, 49, 24, 5, 4, 0, 2, 50, 24, 5, 4]
[13, 18, 36, 49, 27, 14, 16, 42, 33, 34, 37, 41, 39, 6, 31, 13, 27, 12, 46, 47, 25, 45, 24, 8, 41, 24, 23, 45, 10, 0, 23, 28, 20, 41, 23, 31, 1, 22, 36, 19, 9, 4, 13, 1, 19, 37, 20, 17, 30, 40, 0, 40, 50, 4, 35, 9, 13, 14, 40, 44, 27, 15, 6, 12, 45, 11, 46, 38, 46, 32, 2, 16, 13, 38, 30]
[8, 4, 34, 7, 50, 35, 13, 44, 7, 26, 24, 17, 17, 48, 2, 2, 20, 13, 35, 20, 7, 49, 5, 29, 42, 13, 11, 6, 17, 23, 0, 14, 24, 28, 49, 18, 36, 38, 47, 1, 40, 9, 34, 25, 7, 3, 12, 22, 16, 12, 24, 45, 30, 29, 40, 22, 34, 22, 48, 0, 9, 26, 44, 10, 34, 21, 25, 39, 5, 23, 24, 37, 14, 3, 5]
[49, 45, 17, 12, 45, 47, 41, 44, 10, 6, 10, 33, 9, 11, 6, 42, 43, 42, 44, 3, 33, 48, 8, 19, 36, 33, 26, 22, 17, 28, 14, 0, 36, 3, 40, 2, 45, 48, 37, 26, 13, 13, 14, 14, 3, 21, 39, 11, 38, 39, 3, 3, 29, 24, 19, 3, 45, 13, 9, 27, 21, 5, 48, 31, 5, 33, 13, 8, 47, 21, 5, 23, 43, 47, 47]
[2, 20, 40, 24, 13, 25, 25, 2, 18, 42, 35, 26, 40, 27, 41, 33, 35, 4, 24, 33, 35, 47, 37, 26, 15, 49, 19, 41, 2, 20, 24, 36, 0, 0, 32, 49, 33, 29, 43, 4, 11, 48, 28, 11, 39, 15, 28, 8, 7, 7, 2, 39, 42, 50, 21, 7, 30, 26, 34, 9, 40, 10, 23, 30, 19, 19, 24, 0, 3, 30, 30, 5, 17, 10, 42]
[10, 30, 28, 19, 5, 25, 49, 16, 36, 39, 35, 0, 24, 4, 16, 41, 14, 12, 35, 7, 3, 40, 20, 41, 24, 50, 13, 12, 0, 41, 28, 3, 0, 0, 42, 46, 7, 35, 41, 37, 31, 46, 7, 43, 38, 26, 39, 12, 33, 6, 1, 42, 20, 13, 36, 34, 4, 44, 29, 3, 35, 4, 6, 49, 26, 7, 19, 40, 28, 7, 45, 26, 5, 9, 37]
[15, 26, 15, 43, 5, 6, 47, 24, 20, 33, 8, 21, 30, 23, 35, 31, 28, 43, 45, 15, 21, 29, 28, 49, 33, 36, 41, 17, 6, 23, 49, 40, 32, 42, 0, 39, 36, 30, 18, 40, 47, 17, 46, 41, 16, 29, 24, 31, 39, 40, 13, 35, 39, 42, 45, 10, 28, 5, 3, 14, 14, 15, 43, 7, 26, 1, 45, 29, 3, 41, 49, 5, 47, 31, 45]
[33, 50, 9, 8, 13, 15, 11, 38, 5, 49, 9, 48, 45, 48, 6, 4, 2, 2, 17, 7, 10, 42, 25, 11, 29, 41, 1, 4, 47, 31, 18, 2, 49, 46, 39, 0, 29, 42, 13, 25, 15, 49, 12, 12, 16, 21, 23, 10, 27, 12, 42, 31, 32, 32, 45, 48, 21, 35, 6, 6, 7, 42, 16, 2, 30, 47, 45, 14, 14, 34, 20, 46, 23, 29, 18]
[44, 23, 6, 8, 49, 45, 50, 38, 27, 30, 0, 32, 15, 2, 32, 44, 35, 48, 45, 14, 16, 38, 21, 46, 24, 18, 19, 24, 48, 1, 36, 45, 33, 7, 36, 29, 0, 4, 7, 8, 7, 28, 13, 32, 23, 35, 39, 33, 37, 17, 4, 10, 50, 49, 40, 38, 34, 30, 38, 45, 2, 23, 29, 40, 10, 14, 3, 17, 23, 7, 19, 18, 46, 42, 42]
[28, 8, 12, 13, 44, 26, 0, 6, 9, 8, 13, 32, 9, 26, 43, 15, 3, 50, 27, 39, 23, 26, 27, 43, 38, 15, 18, 24, 4, 22, 38, 48, 29, 35, 30, 42, 4, 0, 26, 38, 3, 7, 46, 4, 30, 15, 21, 9, 1, 38, 38, 11, 14, 25, 22, 5, 44, 4, 5, 24, 31, 10, 23, 45, 21, 39, 4, 22, 30, 19, 16, 3, 21, 29, 39]
[37, 38, 29, 26, 27, 32, 42, 33, 48, 0, 31, 2, 3, 24, 30, 43, 1, 7, 44, 42, 37, 38, 36, 22, 10, 24, 15, 32, 0, 36, 47, 37, 43, 41, 18, 13, 7, 26, 0, 18, 18, 36, 45, 15, 31, 28, 7, 32, 22, 7, 15, 13, 22, 48, 25, 32, 36, 5, 20, 38, 40, 31, 45, 43, 49, 48, 12, 31, 42, 43, 21, 15, 6, 34, 7]
[45, 16, 45, 33, 50, 43, 4, 11, 11, 47, 36, 38, 10, 13, 0, 0, 48, 32, 40, 36, 34, 7, 26, 47, 50, 16, 27, 19, 32, 19, 1, 26, 4, 37, 40, 25, 8, 38, 18, 0, 32, 16, 9, 14, 16, 48, 28, 48, 11, 31, 40, 39, 0, 0, 4, 35, 43, 7, 0, 38, 7, 47, 45, 21, 46, 47, 18, 17, 38, 48, 24, 23, 42, 27, 6]
[47, 14, 30, 10, 40, 31, 9, 12, 3, 1, 45, 50, 34, 39, 19, 8, 7, 47, 50, 36, 7, 27, 20, 33, 44, 10, 29, 0, 37, 9, 40, 13, 11, 31, 47, 15, 7, 3, 18, 32, 0, 38, 1, 40, 47, 8, 13, 22, 7, 11, 36, 40, 6, 46, 4, 34, 8, 13, 50, 27, 21, 5, 23, 13, 29, 20, 48, 16, 33, 45, 2, 35, 44, 43, 11]
[8, 42, 47, 3, 9, 32, 19, 25, 16, 39, 41, 5, 13, 44, 23, 49, 9, 13, 47, 43, 16, 16, 23, 8, 31, 12, 16, 0, 20, 4, 9, 13, 48, 46, 17, 49, 28, 7, 36, 16, 38, 0, 14, 28, 15, 5, 33, 20, 8, 30, 12, 19, 12, 28, 29, 40, 41, 12, 36, 3, 16, 46, 42, 42, 23, 16, 29, 42, 1, 42, 29, 35, 29, 23, 31]
[0, 17, 3, 4, 21, 35, 25, 6, 5, 29, 2, 24, 42, 11, 10, 39, 42, 7, 27, 45, 17, 13, 40, 29, 40, 40, 4, 20, 26, 13, 34, 14, 28, 7, 46, 12, 13, 46, 45, 9, 1, 14, 0, 43, 49, 10, 48, 39, 15, 31, 11, 46, 30, 25, 23, 37, 10, 42, 44, 45, 2, 10, 46, 24, 43, 22, 36, 6, 25, 16, 7, 30, 5, 13, 9]
[34, 46, 44, 9, 11, 26, 3, 5, 45, 41, 19, 12, 4, 26, 41, 18, 50, 49, 9, 9, 11, 32, 37, 40, 44, 33, 48, 13, 13, 1, 25, 14, 11, 43, 41, 12, 32, 4, 15, 14, 40, 28, 43, 0, 7, 33, 29, 29, 34, 29, 5, 37, 2, 29, 34, 45, 6, 0, 3, 27, 21, 42, 6, 45, 6, 26, 34, 1, 0, 36, 6, 1, 31, 26, 30]
[16, 45, 32, 5, 30, 37, 39, 16, 6, 6, 24, 47, 12, 14, 33, 27, 17, 5, 11, 29, 36, 26, 42, 44, 50, 31, 48, 14, 37, 19, 7, 3, 39, 38, 16, 16, 23, 30, 31, 16, 47, 15, 49, 7, 0, 11, 31, 37, 31, 15, 5, 18, 15, 12, 34, 22, 33, 11, 25, 17, 27, 4, 9, 35, 4, 5, 41, 49, 44, 49, 47, 2, 38, 14, 22]
[30, 1, 41, 3, 1, 1, 21, 3, 48, 4, 20, 25, 24, 46, 39, 36, 26, 25, 24, 16, 22, 26, 13, 47, 40, 12, 38, 34, 44, 37, 3, 21, 15, 26, 29, 21, 35, 15, 28, 48, 8, 5, 10, 33, 11, 0, 8, 15, 39, 25, 5, 24, 45, 45, 43, 0, 9, 18, 21, 29, 50, 32, 21, 32, 24, 9, 38, 44, 47, 26, 19, 26, 50, 23, 7]
[24, 37, 28, 19, 2, 18, 12, 15, 12, 13, 17, 5, 4, 11, 7, 44, 26, 3, 41, 0, 44, 40, 32, 35, 24, 36, 15, 23, 42, 20, 12, 39, 28, 39, 24, 23, 39, 21, 7, 28, 13, 33, 48, 29, 31, 8, 0, 41, 8, 48, 1, 34, 14, 2, 26, 31, 41, 18, 15, 38, 38, 33, 6, 49, 8, 6, 21, 40, 39, 42, 13, 38, 8, 38, 22]
[7, 41, 1, 4, 25, 23, 31, 2, 15, 15, 1, 18, 30, 0, 23, 39, 7, 43, 48, 11, 1, 30, 50, 11, 50, 1, 31, 45, 43, 17, 22, 11, 8, 12, 31, 10, 33, 9, 32, 48, 22, 20, 39, 29, 37, 15, 41, 0, 8, 42, 41, 28, 37, 13, 34, 30, 44, 31, 17, 32, 30, 14, 14, 41, 21, 35, 50, 21, 37, 43, 3, 34, 38, 35, 4]
[16, 19, 7, 29, 8, 33, 4, 13, 19, 38, 20, 45, 18, 33, 44, 35, 23, 25, 31, 30, 9, 5, 43, 29, 26, 36, 38, 3, 40, 30, 16, 38, 7, 33, 39, 27, 37, 1, 22, 11, 7, 8, 15, 34, 31, 39, 8, 8, 0, 46, 13, 46, 7, 37, 24, 46, 27, 42, 34, 25, 24, 28, 10, 32, 50, 15, 15, 17, 30, 14, 32, 36, 47, 36, 6]
[12, 9, 23, 20, 33, 4, 11, 4, 42, 17, 31, 45, 20, 17, 3, 10, 33, 6, 0, 46, 16, 10, 18, 9, 31, 1, 5, 37, 10, 40, 12, 39, 7, 6, 40, 12, 17, 38, 7, 31, 11, 30, 31, 29, 15, 25, 48, 42, 46, 0, 34, 4, 47, 3, 21, 9, 43, 8, 5, 29, 6, 39, 3, 12, 23, 3, 9, 23, 6, 10, 5, 38, 26, 11, 43]
[4, 25, 46, 45, 12, 38, 42, 35, 40, 28, 45, 27, 44, 34, 27, 6, 20, 29, 43, 23, 49, 11, 42, 42, 7, 6, 11, 42, 13, 0, 24, 3, 2, 1, 13, 42, 4, 38, 15, 40, 36, 12, 11, 5, 5, 5, 1, 41, 13, 34, 0, 21, 0, 22, 47, 16, 7, 40, 32, 36, 44, 38, 9, 42, 10, 2, 29, 12, 39, 13, 25, 39, 21, 0, 35]
[14, 26, 2, 10, 31, 38, 46, 11, 24, 14, 7, 37, 48, 8, 31, 22, 41, 19, 7, 40, 6, 4, 43, 48, 19, 37, 47, 46, 39, 40, 45, 3, 39, 42, 35, 31, 10, 11, 13, 39, 40, 19, 46, 37, 18, 24, 34, 28, 46, 4, 21, 0, 36, 35, 34, 38, 35, 4, 35, 23, 48, 43, 47, 2, 35, 16, 29, 22, 50, 8, 13, 24, 36, 33, 42]
[40, 33, 12, 18, 40, 7, 18, 22, 12, 11, 27, 31, 49, 18, 39, 23, 14, 17, 7, 23, 4, 45, 4, 31, 31, 30, 13, 10, 19, 50, 30, 29, 42, 20, 39, 32, 50, 14, 22, 0, 6, 12, 30, 2, 15, 45, 14, 37, 7, 47, 0, 36, 0, 15, 25, 43, 31, 14, 19, 36, 39, 2, 1, 5, 42, 35, 38, 10, 12, 8, 40, 48, 44, 30, 41]
[5, 44, 15, 0, 13, 16, 38, 35, 24, 49, 8, 36, 20, 10, 13, 10, 7, 49, 38, 46, 44, 9, 41, 4, 15, 6, 32, 17, 4, 4, 29, 24, 50, 13, 42, 32, 49, 25, 48, 0, 46, 28, 25, 29, 12, 45, 2, 13, 37, 3, 22, 35, 15, 0, 17, 29, 45, 38, 50, 29, 41, 36, 46, 49, 50, 34, 42, 20, 2, 21, 40, 35, 20, 0, 45]
[38, 1, 18, 46, 40, 15, 5, 31, 44, 38, 42, 14, 30, 17, 30, 9, 32, 29, 38, 42, 46, 0, 44, 7, 19, 26, 15, 22, 22, 35, 40, 19, 21, 36, 45, 45, 40, 22, 25, 4, 4, 29, 23, 34, 34, 43, 26, 34, 24, 21, 47, 34, 25, 17, 0, 24, 48, 7, 4, 2, 31, 35, 25, 37, 20, 35, 37, 25, 48, 40, 38, 6, 18, 37, 6]
[14, 14, 10, 21, 29, 36, 32, 34, 21, 47, 50, 28, 11, 32, 2, 40, 14, 36, 31, 15, 12, 49, 7, 45, 41, 9, 2, 34, 4, 9, 22, 3, 7, 34, 10, 48, 38, 5, 32, 35, 34, 40, 37, 45, 22, 0, 31, 30, 46, 9, 16, 38, 43, 29, 24, 0, 14, 18, 2, 19, 1, 20, 50, 22, 25, 44, 27, 8, 7, 2, 21, 18, 12, 32, 50]
[0, 43, 43, 18, 17, 39, 7, 13, 35, 34, 13, 2, 20, 11, 23, 29, 12, 33, 18, 30, 21, 46, 47, 37, 30, 7, 1, 3, 16, 13, 34, 45, 30, 4, 28, 21, 34, 44, 36, 43, 8, 41, 10, 6, 33, 9, 41, 44, 27, 43, 7, 35, 31, 45, 48, 14, 0, 31, 31, 49, 42, 7, 29, 46, 20, 30, 14, 7, 18, 46, 41, 27, 40, 39, 1]
[4, 5, 29, 36, 28, 22, 21, 15, 44, 22, 26, 37, 39, 18, 6, 31, 29, 38, 8, 34, 22, 46, 28, 17, 11, 0, 8, 1, 12, 14, 22, 13, 26, 44, 5, 35, 30, 4, 5, 7, 13, 12, 42, 0, 11, 18, 18, 31, 42, 8, 40, 4, 14, 38, 7, 18, 31, 0, 50, 32, 22, 34, 28, 43, 14, 21, 37, 21, 37, 30, 9, 39, 14, 2, 41]
[49, 7, 38, 18, 50, 21, 43, 31, 28, 29, 2, 30, 30, 50, 18, 5, 9, 46, 12, 8, 20, 4, 2, 45, 43, 22, 40, 46, 33, 40, 48, 9, 34, 29, 3, 6, 38, 5, 20, 0, 50, 36, 44, 3, 25, 21, 15, 17, 34, 5, 32, 35, 19, 50, 4, 2, 31, 50, 0, 14, 29, 32, 9, 9, 50, 31, 26, 6, 4, 9, 38, 16, 42, 30, 34]
[34, 6, 20, 9, 20, 4, 47, 24, 16, 47, 31, 24, 32, 37, 43, 9, 33, 29, 25, 18, 49, 48, 19, 31, 29, 15, 7, 0, 20, 44, 0, 27, 9, 3, 14, 6, 45, 24, 38, 38, 27, 3, 45, 27, 17, 29, 38, 32, 25, 29, 36, 23, 36, 29, 2, 19, 49, 32, 14, 0, 28, 46, 5, 32, 22, 32, 50, 30, 30, 38, 46, 17, 1, 30, 15]
[17, 47, 24, 28, 49, 13, 29, 28, 19, 14, 1, 2, 21, 8, 50, 49, 28, 19, 43, 3, 44, 32, 24, 40, 45, 44, 47, 8, 24, 27, 9, 21, 40, 35, 14, 7, 2, 31, 40, 7, 21, 16, 2, 21, 27, 50, 38, 30, 24, 6, 44, 48, 39, 41, 31, 1, 42, 22, 29, 28, 0, 16, 25, 34, 31, 34, 40, 28, 30, 10, 2, 25, 48, 26, 11]
