N1,N2,...,Nx
[25, 25, 11, 50, 3, 14, 25, 2, 20, 19, 0, 37, 18, 49, 17, 16, 3, 37, 6, 23, 49, 34, 2, 5, 45, 16, 37, 28, 49, 27, 45, 25, 24, 22, 4, 37, 33, 3, 48, 34, 18, 34, 10, 37, 4, 3, 17, 49, 16, 19, 31, 33, 26, 31, 11, 5, 15, 11, 26, 10, 16, 20, 0, 8, 20, 5, 43, 28, 35, 35, 13, 36, 27, 2, 0, 49, 30, 46, 48, 11, 29, 42, 50, 3, 45, 6, 9, 26, 34, 22, 48, 36, 39, 2, 49, 43, 47, 17, 14, 32, 9, 45, 22, 6, 29, 19, 8, 39, 50, 0, 34, 35, 19, 23, 1, 50, 3, 32, 21, 47, 20, 27, 45, 22, 33, 9, 13, 38, 45, 21, 48, 44, 17, 37, 32, 47, 30, 40, 15, 23, 19, 26, 33, 21, 31, 25, 6, 39, 2, 49, 13, 13, 20, 23, 25, 1, 44, 25, 7, 40, 17, 50, 14, 7, 4, 29, 18, 1, 12, 41, 35, 10, 32, 11, 45, 34, 30, 47, 33, 23, 33, 3, 37, 11, 31, 40, 42, 5, 3, 12, 17, 42, 17]
[43, 15, 29, 15, 12, 25, 6, 10, 43, 46, 37, 0, 9, 23, 37, 34, 1, 18, 3, 3, 27, 30, 9, 28, 5, 2, 3, 40, 9, 26, 18, 20, 49, 32, 29, 35, 8, 17, 4, 34, 32, 5, 21, 22, 40, 7, 38, 42, 24, 41, 1, 32, 15, 26, 30, 31, 32, 26, 5, 30, 30, 22, 25, 38, 21, 31, 16, 45, 3, 13, 44, 21, 1, 29, 35, 30, 8, 10, 23, 44, 33, 48, 1, 47, 23, 36, 22, 26, 13, 12, 20, 5, 31, 46, 13, 49, 14, 45, 43, 25, 39, 20, 11, 42, 25, 29, 44, 36, 44, 7, 34, 49, 46, 50, 35, 9, 43, 14, 24, 25, 41, 31, 48, 40, 42, 8, 32, 18, 15, 40, 48, 0, 11, 25, 45, 8, 18, 40, 11, 10, 36, 1, 36, 15, 36, 50, 1, 46, 48, 44, 41, 32, 36, 28, 33, 29, 8, 41, 21, 42, 46, 9, 21, 31, 15, 48, 21, 1, 13, 23, 34, 7, 10, 3, 22, 8, 0, 44, 14, 8, 41, 11, 33, 41, 24, 43, 33, 4, 11, 33, 19, 28, 2]
[42, 26, 27, 26, 2, 38, 45, 28, 25, 43, 18, 9, 0, 6, 21, 40, 36, 17, 35, 35, 41, 25, 4, 19, 40, 17, 43, 30, 34, 44, 47, 3, 49, 48, 22, 6, 37, 10, 27, 16, 12, 46, 30, 19, 33, 42, 2, 15, 40, 34, 48, 28, 43, 2, 19, 34, 33, 50, 3, 41, 48, 29, 37, 22, 45, 2, 44, 47, 10, 25, 18, 40, 42, 12, 19, 0, 25, 13, 41, 19, 45, 42, 16, 6, 40, 50, 10, 47, 20, 16, 45, 0, 30, 23, 22, 47, 33, 1, 12, 29, 4, 4, 8, 19, 15, 8, 25, 37, 14, 28, 33, 39, 26, 3, 6, 50, 35, 36, 14, 9, 19, 14, 29, 34, 33, 13, 36, 17, 46, 34, 34, 3, 33, 3, 0, 18, 20, 33, 45, 19, 48, 2, 49, 39, 12, 7, 0, 9, 17, 15, 4, 40, 9, 48, 14, 7, 39, 8, 36, 7, 8, 17, 15, 47, 41, 28, 17, 8, 5, 35, 44, 40, 31, 39, 34, 32, 0, 30, 28, 11, 26, 43, 2, 16, 5, 11, 47, 8, 29, 7, 8, 34, 31]
[10, 37, 37, 7, 45, 27, 32, 17, 14, 9, 49, 23, 6, 0, 30, 4, 30, 0, 40, 11, 11, 18, 46, 45, 38, 3, 34, 10, 6, 23, 44, 27, 2, 24, 15, 37, 14, 43, 50, 45, 10, 35, 13, 47, 31, 22, 23, 25, 24, 25, 10, 44, 43, 28, 39, 26, 4, 3, 21, 2, 33, 5, 1, 40, 1, 25, 49, 16, 43, 14, 31, 17, 27, 20, 17, 37, 37, 39, 50, 16, 10, 3, 29, 21, 31, 2, 50, 3, 44, 10, 11, 14, 49, 26, 3, 3, 34, 5, 21, 41, 19, 7, 14, 9, 17, 42, 14, 19, 16, 45, 14, 32, 45, 33, 40, 41, 2, 10, 13, 42, 35, 16, 40, 28, 32, 21, 37, 16, 36, 19, 46, 8, 39, 12, 33, 50, 16, 34, 3, 44, 32, 48, 49, 24, 46, 13, 0, 12, 10, 50, 9, 32, 29, 12, 38, 16, 26, 8, 6, 31, 24, 5, 36, 17, 23, 18, 25, 9, 21, 36, 27, 40, 27, 10, 26, 2, 2, 0, 34, 48, 2, 35, 22, 22, 27, 33, 1, 6, 48, 20, 45, 12, 49]
[26, 0, 12, 1, 37, 49, 23, 17, 0, 49, 17, 37, 21, 30, 0, 43, 1, 0, 29, 22, 19, 30, 34, 11, 17, 0, 36, 11, 35, 28, 33, 42, 31, 42, 24, 48, 5, 23, 34, 11, 45, 21, 28, 48, 24, 12, 48, 42, 42, 49, 49, 28, 48, 42, 18, 9, 9, 17, 15, 21, 17, 40, 24, 35, 28, 8, 46, 12, 33, 32, 17, 18, 7, 12, 9, 40, 44, 14, 25, 45, 2, 0, 14, 41, 50, 31, 11, 26, 46, 11, 10, 50, 8, 6, 43, 14, 27, 30, 19, 41, 7, 11, 10, 44, 18, 13, 9, 10, 26, 29, 38, 48, 34, 37, 13, 35, 11, 45, 7, 27, 34, 43, 40, 17, 47, 26, 33, 20, 27, 42, 4, 31, 41, 31, 33, 0, 4, 48, 27, 13, 26, 41, 16, 28, 25, 46, 33, 23, 8, 10, 2, 17, 17, 35, 19, 0, 45, 7, 7, 11, 39, 23, 4, 0, 21, 18, 12, 38, 18, 29, 48, 37, 48, 29, 38, 42, 49, 1, 11, 31, 33, 8, 35, 39, 22, 44, 2, 9, 12, 37, 39, 40, 49]
[34, 15, 11, 46, 6, 40, 1, 42, 11, 15, 16, 34, 40, 4, 43, 0, 24, 28, 23, 43, 17, 23, 32, 8, 45, 6, 9, 37, 36, 40, 36, 17, 40, 0, 19, 18, 44, 31, 38, 40, 40, 32, 20, 18, 12, 46, 50, 36, 6, 43, 36, 18, 46, 22, 26, 25, 50, 5, 2, 45, 37, 10, 37, 25, 12, 35, 48, 18, 29, 18, 29, 25, 27, 23, 10, 26, 48, 0, 31, 26, 40, 38, 3, 30, 23, 0, 30, 11, 20, 8, 39, 26, 35, 22, 29, 44, 13, 50, 3, 21, 10, 41, 7, 49, 19, 44, 25, 11, 1, 48, 6, 40, 2, 44, 29, 23, 3, 20, 26, 17, 5, 36, 49, 15, 32, 50, 43, 29, 49, 47, 23, 38, 5, 29, 35, 45, 40, 0, 47, 45, 10, 18, 7, 33, 2, 12, 40, 30, 40, 17, 43, 12, 50, 47, 0, 17, 17, 41, 11, 39, 11, 27, 5, 11, 17, 45, 11, 4, 27, 28, 30, 29, 32, 19, 6, 41, 11, 23, 2, 39, 6, 46, 39, 4, 49, 3, 8, 8, 32, 18, 8, 28, 15]
[34, 21, 0, 34, 24, 42, 34, 7, 14, 50, 3, 1, 36, 30, 1, 24, 0, 11, 27, 18, 17, 44, 19, 48, 7, 38, 2, 29, 50, 23, 10, 28, 7, 15, 34, 4, 36, 4, 26, 30, 44, 30, 40, 15, 27, 9, 24, 15, 47, 21, 36, 31, 14, 6, 12, 14, 44, 38, 42, 40, 20, 37, 19, 11, 26, 16, 10, 13, 5, 17, 12, 46, 15, 34, 35, 27, 8, 22, 44, 8, 38, 28, 9, 16, 26, 6, 18, 50, 11, 18, 17, 23, 48, 15, 36, 16, 6, 32, 36, 42, 18, 33, 6, 42, 39, 43, 4, 50, 41, 1, 45, 7, 45, 37, 44, 16, 5, 40, 19, 10, 26, 31, 8, 38, 17, 26, 21, 20, 20, 23, 21, 20, 22, 0, 45, 33, 32, 20, 11, 36, 27, 8, 29, 46, 2, 13, 12, 27, 29, 18, 50, 49, 35, 11, 27, 38, 24, 36, 11, 27, 13, 42, 36, 50, 31, 13, 22, 8, 27, 10, 19, 29, 36, 28, 17, 5, 39, 16, 22, 29, 46, 1, 5, 3, 40, 34, 40, 7, 34, 21, 24, 19, 41]
[43, 38, 42, 50, 1, 11, 35, 13, 20, 16, 37, 18, 17, 0, 0, 28, 11, 0, 47, 50, 28, 8, 25, 29, 16, 30, 29, 10, 6, 16, 36, 8, 2, 22, 48, 24, 14, 23, 10, 18, 14, 36, 41, 49, 36, 40, 33, 29, 33, 2, 25, 3, 36, 22, 2, 28, 48, 22, 12, 24, 29, 47, 32, 3, 2, 30, 5, 22, 20, 23, 25, 48, 12, 14, 15, 24, 30, 48, 30, 38, 5, 0, 13, 33, 34, 4, 47, 50, 9, 27, 27, 32, 1, 0, 50, 39, 30, 48, 46, 16, 4, 38, 37, 7, 16, 49, 3, 40, 23, 42, 5, 27, 8, 42, 44, 1, 18, 15, 5, 29, 50, 39, 8, 17, 44, 33, 41, 16, 23, 39, 32, 18, 28, 3, 4, 7, 0, 33, 44, 42, 28, 18, 44, 46, 30, 43, 20, 25, 39, 5, 44, 24, 43, 36, 5, 36, 14, 19, 32, 50, 35, 41, 38, 50, 18, 2, 48, 18, 33, 48, 18, 20, 18, 11, 15, 47, 3, 22, 25, 8, 20, 13, 6, 13, 30, 38, 33, 45, 6, 24, 7, 37, 9]
[48, 43, 12, 26, 5, 0, 25, 1, 31, 16, 6, 3, 35, 40, 29, 23, 27, 47, 0, 27, 22, 47, 10, 43, 22, 34, 12, 45, 28, 27, 35, 3, 30, 21, 38, 17, 10, 42, 28, 34, 5, 11, 43, 23, 11, 19, 22, 41, 39, 19, 4, 15, 17, 26, 3, 25, 27, 50, 18, 23, 48, 29, 10, 23, 3, 13, 22, 34, 23, 50, 8, 26, 9, 7, 28, 25, 5, 47, 23, 14, 1, 29, 10, 47, 21, 37, 7, 4, 40, 48, 46, 6, 30, 11, 23, 21, 3, 38, 18, 4, 12, 35, 5, 36, 17, 26, 33, 17, 17, 37, 44, 31, 22, 0, 50, 30, 42, 17, 30, 34, 11, 30, 41, 35, 17, 7, 5, 20, 19, 48, 22, 10, 17, 12, 41, 32, 5, 18, 25, 42, 16, 32, 3, 1, 7, 50, 45, 15, 27, 27, 18, 21, 27, 0, 13, 36, 40, 40, 38, 0, 24, 14, 18, 49, 44, 7, 36, 36, 45, 16, 29, 17, 46, 14, 3, 3, 44, 43, 7, 47, 33, 6, 10, 2, 28, 33, 4, 18, 39, 35, 7, 44, 1]
[47, 35, 48, 9, 17, 35, 41, 20, 9, 46, 23, 3, 35, 11, 22, 43, 18, 50, 27, 0, 4, 1, 35, 41, 47, 50, 33, 28, 24, 43, 15, 27, 38, 2, 36, 9, 33, 28, 29, 41, 26, 43, 39, 45, 14, 30, 30, 31, 26, 48, 42, 18, 48, 50, 49, 33, 36, 18, 37, 43, 22, 15, 19, 28, 17, 4, 42, 22, 29, 41, 20, 25, 38, 44, 48, 27, 10, 25, 13, 23, 29, 42, 33, 17, 8, 16, 29, 30, 24, 5, 40, 20, 24, 17, 10, 48, 26, 6, 10, 7, 1, 15, 1, 18, 41, 32, 24, 46, 22, 41, 41, 46, 30, 18, 33, 14, 23, 28, 45, 44, 27, 8, 38, 18, 11, 28, 25, 37, 33, 48, 34, 8, 9, 50, 26, 32, 15, 48, 28, 9, 3, 2, 33, 0, 7, 32, 0, 25, 33, 42, 12, 43, 7, 43, 40, 21, 2, 4, 22, 10, 18, 31, 30, 19, 43, 24, 45, 23, 32, 6, 14, 39, 37, 0, 34, 42, 36, 42, 22, 46, 12, 33, 14, 0, 12, 23, 26, 10, 8, 33, 3, 36, 4]
[2, 14, 20, 33, 27, 15, 33, 45, 5, 15, 49, 27, 41, 11, 19, 17, 17, 28, 22, 4, 0, 37, 22, 41, 37, 1, 40, 16, 39, 34, 9, 12, 9, 35, 42, 26, 35, 34, 35, 15, 22, 46, 1, 37, 47, 43, 42, 25, 7, 28, 49, 5, 45, 3, 29, 4, 26, 37, 7, 50, 13, 24, 35, 14, 18, 49, 41, 33, 40, 42, 20, 16, 14, 36, 11, 24, 31, 19, 21, 41, 35, 25, 14, 16, 32, 34, 50, 34, 34, 41, 3, 12, 29, 49, 2, 27, 23, 13, 20, 14, 10, 11, 43, 4, 33, 2, 35, 21, 20, 11, 48, 6, 47, 40, 32, 20, 27, 21, 20, 13, 39, 38, 22, 26, 33, 45, 35, 27, 32, 22, 43, 25, 9, 40, 11, 40, 2, 8, 6, 13, 6, 33, 14, 13, 27, 16, 43, 16, 22, 21, 6, 18, 26, 13, 4, 32, 45, 20, 28, 6, 40, 16, 30, 0, 4, 25, 3, 41, 2, 46, 48, 40, 29, 15, 38, 4, 40, 30, 43, 33, 6, 24, 37, 10, 32, 40, 49, 29, 2, 13, 7, 37, 17]
[38, 45, 9, 23, 15, 2, 16, 17, 7, 31, 34, 30, 25, 18, 30, 23, 44, 8, 47, 1, 37, 0, 37, 10, 9, 24, 36, 26, 39, 25, 25, 36, 26, 19, 23, 26, 22, 31, 49, 35, 25, 14, 48, 47, 25, 24, 43, 7, 32, 23, 17, 37, 3, 36, 43, 6, 34, 5, 41, 15, 22, 42, 44, 18, 46, 7, 43, 2, 2, 42, 36, 8, 34, 26, 18, 31, 41, 16, 3, 15, 15, 33, 50, 37, 16, 39, 34, 15, 19, 48, 7, 5, 18, 27, 12, 34, 33, 14, 1, 5, 35, 38, 10, 37, 32, 31, 42, 8, 50, 0, 0, 23, 45, 12, 36, 36, 11, 14, 15, 25, 23, 11, 42, 0, 19, 39, 27, 21, 29, 41, 44, 20, 37, 34, 48, 37, 48, 12, 36, 6, 12, 4, 24, 18, 28, 23, 13, 26, 48, 26, 48, 1, 3, 30, 26, 23, 13, 10, 8, 21, 12, 50, 10, 34, 7, 16, 31, 11, 20, 10, 49, 10, 4, 15, 22, 10, 49, 48, 21, 45, 34, 14, 26, 42, 44, 15, 10, 38, 0, 50, 28, 36, 21]
[26, 30, 25, 39, 25, 0, 47, 27, 3, 27, 2, 9, 4, 46, 34, 32, 19, 25, 10, 35, 22, 37, 0, 0, 24, 50, 1, 15, 43, 13, 46, 27, 4, 48, 8, 27, 17, 39, 30, 47, 7, 3, 37, 48, 34, 14, 43, 48, 30, 21, 22, 5, 7, 42, 30, 43, 40, 3, 28, 19, 47, 40, 34, 50, 12, 48, 39, 15, 43, 25, 50, 1, 31, 36, 30, 12, 42, 32, 17, 34, 34, 39, 27, 6, 32, 26, 48, 44, 17, 49, 24, 26, 13, 23, 4, 1, 19, 7, 19, 22, 8, 23, 47, 29, 16, 18, 50, 10, 40, 24, 23, 26, 12, 30, 7, 3, 13, 26, 38, 50, 45, 1, 36, 9, 35, 9, 29, 33, 21, 48, 5, 43, 18, 3, 42, 24, 44, 7, 34, 0, 31, 45, 32, 16, 17, 26, 44, 1, 33, 6, 38, 15, 44, 35, 2, 28, 23, 21, 9, 24, 15, 28, 39, 6, 30, 13, 7, 35, 13, 2, 27, 15, 4, 19, 21, 16, 36, 33, 11, 31, 48, 27, 50, 33, 16, 7, 28, 18, 34, 5, 41, 43, 8]
[34, 8, 35, 7, 6, 40, 21, 45, 36, 0, 5, 28, 19, 45, 11, 8, 48, 29, 43, 41, 41, 10, 0, 0, 9, 33, 20, 12, 32, 28, 31, 23, 44, 32, 15, 8, 41, 4, 33, 4, 8, 35, 1, 42, 32, 5, 32, 48, 50, 5, 6, 48, 19, 8, 20, 14, 47, 50, 4, 4, 42, 8, 32, 39, 5, 8, 39, 34, 48, 36, 48, 14, 21, 16, 2, 6, 29, 13, 43, 21, 19, 29, 17, 48, 11, 42, 16, 4, 33, 2, 6, 13, 10, 2, 22, 4, 41, 41, 42, 36, 48, 20, 9, 22, 21, 0, 20, 10, 3, 6, 16, 26, 17, 1, 23, 25, 33, 13, 37, 16, 44, 43, 37, 18, 32, 12, 43, 30, 34, 42, 3, 49, 24, 16, 40, 28, 8, 40, 49, 6, 44, 0, 28, 32, 16, 35, 22, 16, 35, 0, 19, 29, 40, 18, 17, 13, 39, 6, 14, 49, 30, 47, 31, 38, 28, 22, 16, 48, 37, 34, 39, 42, 0, 46, 29, 4, 19, 18, 17, 4, 43, 38, 4, 46, 0, 37, 6, 7, 47, 35, 49, 43, 13]
