N1,N2,...,Nx
[0, 11, 18, 0, 18, 41, 17, 47, 19, 48, 42, 41, 47, 0, 41, 47, 46, 47, 3, 42, 17, 35, 15, 21, 27, 36, 2, 48, 1, 6, 46, 0, 7, 27, 19, 40, 2, 42, 2, 10, 41, 2, 5, 45, 39, 40, 15, 20, 23, 34, 37, 41, 2, 10, 23, 40, 2, 35, 34, 2, 11, 7, 8, 44, 22, 4, 44, 34, 32, 47, 16, 8, 14, 41, 41, 28, 23, 18, 7, 38, 41, 13, 31, 14, 9, 1]
[4, 37, 27, 4, 32, 48, 48, 19, 33, 2, 16, 35, 50, 41, 0, 30, 7, 13, 5, 32, 50, 31, 35, 47, 20, 15, 27, 32, 8, 29, 4, 2, 20, 27, 17, 4, 11, 32, 34, 2, 26, 32, 31, 42, 45, 25, 45, 39, 47, 3, 17, 42, 15, 37, 18, 32, 26, 49, 38, 21, 22, 22, 37, 49, 2, 45, 35, 3, 3, 12, 35, 43, 32, 49, 0, 3, 21, 9, 9, 42, 47, 18, 9, 26, 40, 28]
[5, 37, 16, 45, 32, 28, 36, 12, 35, 41, 37, 42, 40, 47, 30, 0, 45, 21, 28, 33, 8, 14, 6, 30, 9, 43, 34, 48, 21, 22, 24, 50, 25, 39, 31, 37, 9, 19, 19, 43, 31, 5, 38, 26, 10, 9, 1, 13, 29, 1, 14, 43, 40, 11, 32, 39, 43, 47, 12, 39, 14, 20, 43, 33, 43, 15, 33, 48, 48, 21, 44, 12, 18, 44, 43, 39, 45, 37, 9, 35, 47, 13, 5, 20, 11, 28]
[31, 16, 34, 7, 33, 24, 19, 29, 1, 4, 41, 17, 3, 46, 7, 45, 0, 3, 23, 21, 26, 22, 31, 11, 31, 46, 6, 17, 11, 35, 30, 50, 42, 20, 24, 21, 0, 42, 32, 46, 23, 39, 48, 14, 3, 31, 45, 30, 19, 10, 8, 13, 22, 16, 12, 25, 29, 18, 15, 35, 13, 14, 42, 11, 22, 42, 40, 29, 15, 24, 50, 43, 50, 33, 25, 12, 35, 34, 14, 38, 33, 6, 24, 23, 44, 35]
[45, 47, 4, 37, 35, 0, 37, 45, 41, 22, 37, 38, 29, 47, 13, 21, 3, 0, 22, 47, 44, 30, 22, 22, 12, 40, 1, 48, 15, 21, 2, 17, 10, 9, 15, 17, 9, 47, 41, 1, 10, 41, 19, 16, 50, 26, 34, 27, 42, 30, 3, 46, 10, 50, 26, 47, 3, 37, 16, 31, 15, 1, 14, 41, 44, 50, 11, 41, 19, 47, 47, 44, 32, 10, 40, 18, 9, 47, 44, 16, 45, 8, 14, 8, 38, 9]
[4, 22, 5, 17, 24, 26, 28, 41, 22, 0, 4, 6, 49, 3, 5, 28, 23, 22, 0, 34, 30, 41, 7, 4, 45, 30, 41, 26, 13, 6, 37, 36, 15, 34, 2, 35, 0, 50, 39, 15, 24, 15, 29, 12, 26, 7, 34, 11, 49, 40, 33, 27, 14, 14, 45, 5, 49, 48, 20, 28, 1, 3, 4, 19, 19, 27, 38, 39, 50, 4, 46, 39, 32, 45, 25, 40, 13, 6, 12, 46, 45, 45, 18, 31, 11, 5]
[18, 1, 48, 21, 33, 1, 9, 2, 19, 48, 16, 41, 47, 42, 32, 33, 21, 47, 34, 0, 0, 10, 25, 5, 25, 14, 45, 33, 42, 34, 38, 3, 31, 9, 19, 40, 25, 34, 27, 38, 3, 22, 49, 22, 7, 11, 43, 41, 31, 5, 32, 8, 24, 46, 43, 13, 18, 20, 0, 29, 3, 26, 28, 41, 27, 23, 29, 25, 27, 13, 17, 44, 0, 31, 46, 26, 28, 15, 12, 48, 40, 10, 21, 2, 28, 6]
[34, 8, 17, 26, 2, 32, 37, 5, 46, 6, 50, 22, 44, 17, 50, 8, 26, 44, 30, 0, 0, 35, 38, 8, 42, 40, 2, 17, 28, 14, 33, 6, 23, 28, 34, 50, 34, 38, 23, 38, 44, 6, 30, 37, 29, 17, 43, 15, 18, 33, 47, 37, 14, 23, 24, 26, 43, 39, 13, 36, 0, 15, 19, 16, 12, 0, 41, 6, 19, 31, 36, 6, 47, 50, 48, 6, 31, 21, 1, 0, 3, 42, 41, 44, 9, 50]
[42, 43, 20, 19, 18, 10, 38, 25, 43, 30, 38, 9, 39, 35, 31, 14, 22, 30, 41, 10, 35, 0, 29, 14, 38, 37, 11, 47, 4, 18, 23, 29, 48, 21, 31, 24, 50, 48, 24, 37, 15, 36, 50, 42, 42, 1, 17, 11, 22, 45, 2, 9, 27, 27, 6, 36, 15, 31, 33, 29, 10, 46, 39, 0, 35, 46, 40, 20, 40, 3, 8, 0, 31, 33, 11, 48, 23, 33, 14, 2, 11, 32, 31, 50, 41, 25]
[45, 31, 23, 4, 30, 24, 6, 13, 1, 28, 1, 50, 15, 15, 35, 6, 31, 22, 7, 25, 38, 29, 0, 13, 47, 38, 45, 45, 3, 2, 40, 46, 9, 1, 17, 1, 42, 49, 24, 42, 35, 7, 21, 11, 47, 13, 50, 15, 50, 3, 30, 49, 23, 46, 17, 1, 27, 31, 38, 13, 19, 35, 23, 9, 41, 37, 9, 40, 18, 10, 15, 29, 48, 41, 44, 27, 7, 32, 43, 21, 43, 48, 43, 15, 40, 31]
[46, 11, 11, 11, 38, 23, 25, 22, 37, 4, 31, 29, 30, 21, 47, 30, 11, 22, 4, 5, 8, 14, 13, 0, 33, 11, 25, 37, 4, 49, 2, 37, 7, 6, 7, 44, 15, 10, 48, 16, 31, 3, 12, 0, 21, 35, 27, 32, 20, 46, 40, 49, 31, 49, 46, 5, 11, 11, 5, 22, 49, 50, 27, 32, 28, 18, 36, 43, 1, 19, 36, 7, 27, 20, 18, 48, 16, 14, 44, 32, 10, 28, 16, 36, 20, 35]
[19, 24, 43, 43, 48, 25, 30, 10, 43, 49, 17, 40, 44, 27, 20, 9, 31, 12, 45, 25, 42, 38, 47, 33, 0, 23, 18, 47, 45, 50, 21, 4, 29, 24, 35, 45, 33, 23, 24, 47, 29, 13, 15, 38, 4, 47, 14, 26, 47, 47, 29, 12, 29, 40, 32, 32, 14, 50, 7, 7, 46, 12, 29, 5, 48, 7, 28, 0, 2, 43, 46, 8, 24, 5, 9, 47, 37, 12, 30, 6, 2, 7, 9, 23, 26, 44]
[22, 42, 24, 8, 11, 48, 15, 11, 39, 0, 23, 4, 50, 36, 15, 43, 46, 40, 30, 14, 40, 37, 38, 11, 23, 0, 33, 45, 24, 10, 28, 35, 42, 3, 36, 1, 34, 11, 37, 29, 28, 4, 36, 20, 15, 3, 4, 11, 23, 35, 48, 5, 5, 15, 17, 42, 46, 50, 29, 46, 49, 8, 11, 40, 6, 14, 30, 39, 2, 47, 18, 3, 28, 19, 0, 19, 16, 31, 16, 26, 9, 38, 1, 43, 44, 34]
[1, 30, 23, 31, 5, 46, 4, 30, 50, 39, 19, 11, 6, 2, 27, 34, 6, 1, 41, 45, 2, 11, 45, 25, 18, 33, 0, 33, 36, 6, 1, 35, 7, 46, 23, 0, 50, 50, 31, 41, 13, 20, 45, 33, 36, 5, 21, 16, 24, 43, 10, 30, 12, 50, 35, 2, 8, 36, 6, 36, 3, 21, 24, 45, 19, 14, 17, 1, 50, 2, 5, 21, 28, 21, 43, 42, 30, 5, 6, 5, 5, 16, 21, 27, 46, 35]
[39, 3, 42, 36, 8, 41, 49, 15, 16, 29, 39, 49, 46, 48, 32, 48, 17, 48, 26, 33, 17, 47, 45, 37, 47, 45, 33, 0, 34, 31, 39, 22, 15, 8, 2, 25, 8, 22, 15, 29, 49, 41, 16, 6, 43, 25, 43, 5, 7, 20, 21, 0, 8, 35, 43, 25, 5, 2, 24, 12, 12, 13, 42, 29, 49, 7, 26, 3, 23, 27, 34, 16, 40, 6, 17, 10, 38, 27, 29, 43, 16, 39, 27, 28, 26, 24]
[50, 28, 2, 35, 35, 21, 18, 10, 11, 16, 12, 44, 5, 1, 8, 21, 11, 15, 13, 42, 28, 4, 3, 4, 45, 24, 36, 34, 0, 19, 29, 40, 3, 8, 8, 43, 43, 20, 25, 17, 19, 29, 49, 48, 22, 30, 16, 5, 17, 8, 19, 31, 44, 35, 34, 19, 28, 19, 47, 36, 24, 15, 5, 35, 38, 39, 20, 3, 25, 36, 14, 31, 45, 20, 23, 18, 19, 24, 26, 12, 2, 15, 45, 44, 46, 30]
[50, 42, 24, 18, 48, 40, 22, 46, 1, 38, 4, 3, 30, 6, 29, 22, 35, 21, 6, 34, 14, 18, 2, 49, 50, 10, 6, 31, 19, 0, 39, 26, 42, 3, 49, 1, 20, 32, 43, 33, 20, 48, 8, 2, 23, 20, 33, 46, 18, 20, 40, 43, 34, 7, 25, 21, 47, 2, 4, 0, 46, 9, 25, 5, 1, 22, 23, 35, 39, 32, 33, 19, 50, 26, 31, 44, 43, 44, 19, 30, 0, 38, 18, 21, 38, 17]
[21, 50, 1, 10, 14, 25, 40, 40, 48, 48, 37, 8, 39, 46, 4, 24, 30, 2, 37, 38, 33, 23, 40, 2, 21, 28, 1, 39, 29, 39, 0, 6, 29, 4, 20, 0, 17, 26, 8, 35, 32, 1, 48, 28, 22, 27, 7, 38, 49, 16, 45, 14, 43, 30, 23, 7, 33, 2, 7, 48, 28, 25, 10, 45, 25, 15, 11, 48, 17, 42, 23, 41, 24, 42, 42, 25, 6, 23, 22, 49, 3, 46, 0, 33, 19, 33]
[50, 48, 23, 11, 17, 18, 37, 19, 47, 22, 10, 49, 27, 0, 2, 50, 50, 17, 36, 3, 6, 29, 46, 37, 4, 35, 35, 22, 40, 26, 6, 0, 21, 3, 29, 48, 31, 4, 20, 18, 28, 24, 2, 23, 37, 10, 10, 49, 17, 46, 6, 23, 23, 34, 14, 19, 28, 5, 0, 44, 44, 41, 19, 46, 31, 31, 7, 21, 41, 29, 25, 48, 44, 16, 14, 30, 13, 34, 8, 28, 12, 33, 21, 34, 10, 8]
[36, 30, 39, 22, 49, 25, 36, 31, 17, 6, 6, 40, 21, 7, 20, 25, 42, 10, 15, 31, 23, 48, 9, 7, 29, 42, 7, 15, 3, 42, 29, 21, 0, 1, 11, 24, 19, 46, 3, 16, 36, 33, 25, 26, 17, 36, 33, 6, 8, 35, 8, 2, 18, 46, 1, 42, 29, 3, 12, 24, 21, 10, 13, 11, 8, 15, 13, 3, 12, 12, 5, 8, 50, 9, 48, 16, 26, 44, 5, 15, 5, 6, 0, 42, 31, 12]
[2, 11, 43, 48, 16, 43, 29, 30, 26, 4, 47, 21, 11, 27, 27, 39, 20, 9, 34, 9, 28, 21, 1, 6, 24, 3, 46, 8, 8, 3, 4, 3, 1, 0, 43, 43, 47, 6, 46, 47, 9, 23, 26, 27, 42, 10, 16, 25, 25, 21, 11, 11, 3, 13, 36, 6, 33, 27, 29, 21, 44, 44, 45, 24, 43, 17, 33, 28, 36, 7, 40, 50, 18, 15, 50, 38, 24, 6, 36, 46, 9, 13, 31, 30, 34, 9]
[50, 45, 0, 30, 0, 37, 24, 17, 27, 30, 39, 15, 11, 19, 17, 31, 24, 15, 2, 19, 34, 31, 17, 7, 35, 36, 23, 2, 8, 49, 20, 29, 11, 43, 0, 11, 14, 39, 31, 50, 33, 30, 20, 20, 47, 28, 44, 44, 4, 32, 4, 45, 45, 42, 43, 37, 38, 11, 42, 35, 17, 48, 0, 20, 34, 3, 40, 18, 32, 3, 4, 32, 22, 19, 26, 13, 32, 28, 30, 29, 11, 34, 28, 5, 40, 29]
[42, 50, 14, 18, 8, 43, 36, 45, 12, 17, 5, 40, 45, 40, 4, 37, 21, 17, 35, 40, 50, 24, 1, 44, 45, 1, 0, 25, 43, 1, 0, 48, 24, 43, 11, 0, 23, 46, 48, 16, 34, 5, 47, 50, 19, 12, 28, 37, 41, 34, 43, 0, 12, 45, 16, 3, 42, 36, 11, 20, 39, 11, 16, 26, 50, 36, 15, 39, 23, 45, 46, 28, 18, 25, 32, 22, 25, 35, 50, 20, 0, 34, 23, 4, 39, 5]
[50, 0, 31, 8, 39, 13, 43, 25, 45, 43, 46, 44, 33, 2, 11, 9, 0, 9, 0, 25, 34, 50, 42, 15, 33, 34, 50, 8, 43, 20, 17, 31, 19, 47, 14, 23, 0, 31, 37, 17, 6, 18, 2, 19, 31, 23, 13, 5, 33, 13, 49, 7, 47, 49, 2, 6, 31, 4, 16, 35, 47, 45, 10, 27, 7, 46, 23, 20, 24, 30, 28, 44, 39, 38, 17, 5, 40, 47, 15, 10, 18, 38, 45, 11, 44, 39]
[0, 32, 35, 18, 10, 45, 24, 22, 41, 39, 49, 7, 42, 42, 32, 19, 42, 47, 50, 34, 38, 48, 49, 10, 23, 11, 50, 22, 20, 32, 26, 4, 46, 6, 39, 46, 31, 0, 5, 28, 2, 0, 25, 45, 26, 29, 17, 46, 34, 9, 48, 48, 40, 38, 24, 12, 32, 27, 27, 31, 38, 20, 22, 44, 0, 29, 30, 11, 23, 20, 2, 18, 21, 1, 10, 14, 37, 32, 35, 2, 25, 11, 42, 20, 6, 5]
[12, 18, 20, 35, 35, 5, 3, 41, 25, 48, 30, 7, 43, 2, 34, 19, 32, 41, 39, 27, 23, 24, 24, 48, 24, 37, 31, 15, 25, 43, 8, 20, 3, 46, 31, 48, 37, 5, 0, 24, 24, 42, 4, 47, 45, 44, 17, 20, 39, 39, 50, 36, 15, 44, 43, 35, 10, 14, 48, 20, 23, 45, 41, 41, 25, 43, 40, 44, 6, 44, 36, 49, 35, 6, 19, 9, 45, 12, 32, 6, 41, 43, 33, 37, 49, 11]
[17, 30, 18, 19, 48, 45, 34, 13, 21, 46, 19, 6, 10, 10, 2, 43, 46, 1, 15, 38, 38, 37, 42, 16, 47, 29, 41, 29, 17, 33, 35, 18, 16, 47, 50, 16, 17, 28, 24, 0, 7, 24, 31, 16, 39, 44, 11, 44, 9, 44, 30, 4, 25, 47, 20, 39, 16, 45, 49, 38, 47, 38, 45, 1, 1, 9, 40, 0, 48, 9, 32, 22, 43, 21, 27, 25, 44, 19, 24, 28, 47, 33, 9, 43, 32, 31]
[50, 10, 0, 8, 48, 46, 40, 30, 14, 34, 8, 14, 18, 41, 26, 31, 23, 10, 24, 3, 44, 15, 35, 31, 29, 28, 13, 49, 19, 20, 32, 28, 36, 9, 33, 34, 6, 2, 24, 7, 0, 8, 28, 12, 30, 5, 3, 25, 31, 7, 6, 15, 18, 22, 9, 31, 24, 15, 11, 27, 15, 34, 14, 49, 34, 24, 28, 31, 27, 46, 43, 15, 9, 40, 36, 13, 47, 23, 13, 20, 48, 19, 2, 12, 33, 45]
[37, 15, 50, 0, 11, 41, 35, 13, 3, 38, 46, 0, 39, 2, 32, 5, 39, 41, 15, 22, 6, 36, 7, 3, 13, 4, 20, 41, 29, 48, 1, 24, 33, 23, 30, 5, 18, 0, 42, 24, 8, 0, 25, 25, 47, 23, 15, 1, 44, 11, 29, 40, 25, 39, 16, 46, 20, 14, 16, 37, 5, 5, 4, 11, 4, 8, 0, 12, 42, 31, 1, 39, 9, 34, 48, 40, 5, 11, 24, 39, 25, 9, 41, 50, 5, 41]
[30, 27, 35, 31, 2, 36, 46, 3, 6, 29, 21, 47, 6, 5, 31, 38, 48, 19, 29, 49, 30, 50, 21, 12, 15, 36, 45, 16, 49, 8, 48, 2, 25, 26, 20, 47, 2, 25, 4, 31, 28, 25, 0, 31, 35, 4, 23, 35, 5, 49, 23, 22, 4, 47, 10, 7, 38, 43, 43, 35, 19, 37, 26, 1, 27, 48, 29, 42, 17, 33, 48, 22, 22, 22, 42, 23, 16, 31, 17, 2, 38, 48, 0, 32, 9, 38]
[3, 32, 21, 27, 27, 30, 50, 5, 46, 5, 8, 12, 24, 45, 42, 26, 14, 16, 12, 22, 37, 42, 11, 0, 38, 20, 33, 6, 48, 2, 28, 23, 26, 27, 20, 50, 19, 45, 47, 16, 12, 25, 31, 0, 15, 10, 46, 1, 22, 38, 24, 35, 28, 3, 36, 9, 29, 22, 32, 37, 35, 31, 31, 42, 31, 46, 12, 43, 26, 40, 21, 9, 20, 17, 48, 41, 20, 3, 35, 5, 9, 25, 20, 8, 44, 27]
[49, 48, 28, 5, 4, 37, 12, 49, 22, 28, 11, 28, 40, 39, 45, 10, 3, 50, 26, 7, 29, 42, 47, 21, 4, 15, 36, 43, 22, 23, 22, 37, 17, 42, 47, 19, 31, 26, 45, 39, 30, 47, 35, 15, 0, 31, 8, 32, 33, 25, 44, 47, 1, 50, 39, 23, 14, 25, 45, 20, 26, 48, 28, 30, 15, 38, 45, 27, 18, 32, 39, 32, 30, 50, 13, 29, 30, 24, 37, 21, 18, 15, 37, 34, 50, 20]
[37, 45, 46, 5, 42, 43, 28, 1, 0, 32, 47, 26, 25, 40, 25, 9, 31, 26, 7, 11, 17, 1, 13, 35, 47, 3, 5, 25, 30, 20, 27, 10, 36, 10, 28, 12, 23, 29, 44, 44, 5, 23, 4, 10, 31, 0, 47, 31, 13, 10, 13, 15, 10, 9, 8, 16, 30, 50, 45, 4, 14, 13, 13, 48, 19, 34, 29, 22, 45, 38, 36, 47, 1, 35, 37, 31, 4, 9, 31, 6, 20, 40, 3, 34, 44, 40]
[9, 47, 41, 4, 17, 4, 48, 5, 29, 49, 21, 14, 41, 15, 45, 1, 45, 34, 34, 43, 43, 17, 50, 27, 14, 4, 21, 43, 16, 33, 7, 10, 33, 16, 44, 28, 13, 17, 17, 11, 3, 15, 23, 46, 8, 47, 0, 8, 8, 47, 34, 20, 46, 15, 30, 48, 24, 10, 49, 30, 41, 13, 30, 17, 40, 11, 33, 47, 0, 21, 32, 13, 7, 16, 15, 50, 47, 44, 41, 34, 49, 30, 36, 29, 23, 20]
[32, 33, 39, 48, 48, 41, 1, 8, 17, 20, 12, 21, 47, 20, 39, 13, 30, 27, 11, 41, 15, 11, 15, 32, 26, 11, 16, 5, 5, 46, 38, 49, 6, 25, 44, 37, 5, 46, 20, 44, 25, 1, 35, 1, 32, 31, 8, 0, 42, 48, 26, 22, 10, 20, 1, 26, 39, 9, 1, 17, 39, 2, 50, 6, 4, 27, 47, 23, 41, 10, 46, 29, 31, 40, 48, 4, 5, 26, 2, 5, 3, 17, 15, 8, 24, 22]
[32, 12, 15, 47, 15, 24, 26, 1, 22, 42, 50, 15, 36, 23, 47, 29, 19, 42, 49, 31, 18, 22, 50, 20, 47, 23, 24, 7, 17, 18, 49, 17, 8, 25, 4, 41, 33, 34, 39, 9, 31, 44, 5, 22, 33, 13, 8, 42, 0, 2, 18, 17, 37, 48, 2, 39, 23, 26, 16, 4, 11, 32, 32, 36, 27, 5, 34, 41, 37, 35, 47, 44, 21, 38, 6, 30, 4, 33, 44, 9, 14, 9, 9, 2, 21, 12]
[27, 36, 20, 0, 44, 14, 43, 11, 16, 6, 0, 37, 42, 34, 3, 1, 10, 30, 40, 5, 33, 45, 3, 46, 47, 35, 43, 20, 8, 20, 16, 46, 35, 21, 32, 34, 13, 9, 39, 44, 7, 11, 49, 38, 25, 10, 47, 48, 2, 0, 9, 45, 42, 5, 38, 34, 14, 27, 13, 6, 11, 43, 10, 4, 1, 10, 2, 9, 35, 50, 31, 14, 35, 44, 19, 50, 34, 12, 47, 44, 48, 33, 1, 11, 0, 25]
[20, 43, 0, 28, 36, 44, 0, 21, 30, 2, 13, 29, 22, 37, 17, 14, 8, 3, 33, 32, 47, 2, 30, 40, 29, 48, 10, 21, 19, 40, 45, 6, 8, 11, 4, 43, 49, 48, 50, 30, 6, 29, 23, 24, 44, 13, 34, 26, 18, 9, 0, 40, 19, 46, 20, 35, 25, 37, 26, 25, 7, 28, 21, 29, 38, 10, 37, 8, 9, 39, 49, 14, 5, 5, 7, 43, 43, 15, 25, 42, 22, 0, 33, 44, 42, 6]
[13, 35, 33, 21, 2, 26, 33, 18, 0, 3, 13, 37, 46, 41, 42, 43, 13, 46, 27, 8, 37, 9, 49, 49, 12, 5, 30, 0, 31, 43, 14, 23, 2, 11, 45, 0, 7, 48, 36, 4, 15, 40, 22, 35, 47, 15, 20, 22, 17, 45, 40, 0, 22, 28, 33, 27, 47, 26, 41, 42, 41, 23, 42, 45, 27, 33, 48, 11, 33, 15, 6, 42, 10, 36, 39, 26, 47, 16, 45, 48, 5, 48, 0, 30, 20, 42]
[24, 39, 32, 36, 19, 18, 6, 7, 42, 49, 49, 11, 50, 2, 15, 40, 22, 10, 14, 24, 14, 27, 23, 31, 29, 5, 12, 8, 44, 34, 43, 23, 18, 3, 45, 12, 47, 40, 15, 25, 18, 25, 4, 28, 1, 10, 46, 10, 37, 42, 19, 22, 0, 23, 19, 38, 39, 26, 41, 25, 25, 36, 16, 48, 5, 23, 26, 39, 5, 21, 43, 41, 2, 21, 48, 20, 49, 25, 32, 20, 46, 36, 33, 2, 35, 30]
