N1,N2,...,Nx
[5, 37, 19, 28, 10, 32, 20, 9, 38, 47, 4, 46, 22, 14, 11, 11, 28, 17, 0, 30, 16, 21, 33, 48, 47, 12, 11, 7, 12, 14, 16, 35, 17, 10, 3, 34, 34, 0, 49, 45, 25, 14, 20, 1, 27, 2, 8, 48, 12]
[45, 36, 12, 21, 42, 43, 5, 36, 14, 18, 23, 50, 13, 16, 31, 1, 7, 45, 30, 0, 31, 8, 45, 32, 12, 13, 15, 35, 29, 26, 35, 31, 36, 47, 45, 39, 44, 8, 0, 14, 44, 15, 18, 35, 3, 22, 45, 30, 34]
[9, 40, 31, 11, 38, 5, 15, 28, 43, 26, 0, 10, 47, 10, 15, 39, 47, 50, 16, 31, 0, 20, 30, 17, 22, 46, 49, 29, 21, 34, 46, 7, 35, 7, 38, 36, 49, 11, 27, 15, 46, 39, 45, 9, 50, 24, 14, 19, 0]
[20, 40, 9, 2, 39, 35, 42, 26, 34, 6, 18, 47, 34, 33, 10, 31, 43, 45, 21, 8, 20, 0, 24, 22, 43, 21, 18, 5, 5, 13, 11, 47, 45, 32, 2, 13, 18, 20, 29, 49, 16, 9, 49, 6, 17, 49, 5, 22, 31]
[6, 48, 33, 22, 35, 27, 16, 50, 33, 0, 18, 22, 29, 50, 49, 18, 50, 42, 33, 45, 30, 24, 0, 29, 2, 26, 29, 41, 46, 38, 1, 20, 1, 23, 23, 11, 31, 28, 38, 47, 12, 4, 36, 22, 26, 20, 6, 26, 24]
[42, 25, 31, 8, 46, 22, 23, 14, 25, 26, 34, 44, 12, 22, 2, 48, 10, 25, 48, 32, 17, 22, 29, 0, 47, 20, 7, 7, 28, 10, 40, 46, 10, 5, 37, 34, 5, 47, 46, 6, 13, 44, 37, 34, 21, 39, 45, 41, 38]
[41, 36, 40, 46, 46, 39, 33, 45, 20, 22, 39, 0, 3, 19, 13, 14, 20, 26, 47, 12, 22, 43, 2, 47, 0, 16, 18, 1, 18, 2, 19, 24, 12, 26, 0, 44, 38, 39, 31, 38, 21, 2, 21, 21, 31, 19, 37, 10, 41]
[3, 12, 39, 13, 36, 1, 34, 1, 1, 31, 37, 30, 16, 3, 16, 10, 34, 43, 12, 13, 46, 21, 26, 20, 16, 0, 49, 24, 50, 41, 27, 10, 22, 11, 28, 35, 43, 8, 23, 36, 1, 11, 17, 31, 3, 40, 42, 27, 17]
[33, 4, 33, 2, 27, 43, 30, 33, 8, 6, 4, 8, 10, 23, 50, 39, 30, 9, 11, 15, 49, 18, 29, 7, 18, 49, 0, 18, 34, 9, 36, 41, 13, 5, 22, 43, 1, 24, 14, 22, 5, 26, 39, 48, 7, 38, 41, 27, 40]
[24, 49, 25, 35, 29, 24, 11, 32, 31, 38, 46, 9, 23, 48, 27, 35, 1, 47, 7, 35, 29, 5, 41, 7, 1, 24, 18, 0, 41, 44, 35, 27, 9, 6, 36, 10, 33, 3, 20, 43, 35, 17, 23, 48, 43, 25, 34, 9, 21]
[44, 43, 23, 23, 15, 30, 19, 3, 26, 8, 16, 46, 38, 9, 20, 8, 4, 41, 12, 29, 21, 5, 46, 28, 18, 50, 34, 41, 0, 16, 24, 10, 15, 15, 24, 45, 49, 27, 23, 6, 38, 0, 12, 21, 36, 3, 20, 28, 20]
[18, 4, 38, 25, 47, 29, 9, 10, 43, 22, 27, 27, 30, 39, 45, 16, 32, 7, 14, 26, 34, 13, 38, 10, 2, 41, 9, 44, 16, 0, 0, 8, 47, 46, 31, 13, 13, 42, 0, 41, 1, 21, 36, 45, 42, 21, 20, 39, 48]
[31, 15, 23, 23, 0, 18, 43, 23, 0, 33, 4, 1, 15, 9, 37, 18, 2, 47, 16, 35, 46, 11, 1, 40, 19, 27, 36, 35, 24, 0, 0, 6, 25, 15, 2, 21, 18, 41, 46, 2, 42, 49, 40, 20, 35, 17, 41, 3, 46]
[23, 27, 25, 39, 34, 18, 12, 29, 0, 22, 25, 33, 31, 19, 38, 20, 48, 17, 35, 31, 7, 47, 20, 46, 24, 10, 41, 27, 10, 8, 6, 0, 10, 14, 5, 27, 1, 39, 33, 14, 21, 27, 36, 13, 1, 25, 13, 23, 44]
[21, 0, 48, 20, 13, 14, 36, 22, 33, 16, 40, 34, 38, 1, 13, 15, 24, 3, 17, 36, 35, 45, 1, 10, 12, 22, 13, 9, 15, 47, 25, 10, 0, 28, 20, 44, 22, 35, 40, 1, 3, 13, 17, 17, 31, 21, 6, 10, 43]
[16, 32, 45, 25, 39, 27, 45, 22, 50, 38, 42, 32, 8, 47, 40, 13, 15, 13, 10, 47, 7, 32, 23, 5, 26, 11, 5, 6, 15, 46, 15, 14, 28, 0, 25, 27, 29, 27, 31, 18, 10, 28, 9, 13, 49, 46, 15, 48, 12]
[32, 28, 50, 16, 18, 22, 42, 46, 24, 16, 11, 26, 50, 13, 9, 22, 10, 2, 3, 45, 38, 2, 23, 37, 0, 28, 22, 36, 24, 31, 2, 5, 20, 25, 0, 24, 23, 37, 19, 46, 27, 31, 20, 13, 2, 48, 1, 20, 49]
[30, 16, 36, 13, 3, 19, 39, 33, 37, 36, 0, 41, 15, 34, 35, 4, 46, 5, 34, 39, 36, 13, 11, 34, 44, 35, 43, 10, 45, 13, 21, 27, 44, 27, 24, 0, 50, 25, 19, 46, 15, 45, 44, 48, 9, 32, 12, 43, 46]
[5, 22, 34, 43, 25, 48, 39, 9, 42, 2, 24, 4, 21, 9, 46, 21, 40, 43, 34, 44, 49, 18, 31, 5, 38, 43, 1, 33, 49, 13, 18, 1, 22, 29, 23, 50, 0, 48, 49, 19, 11, 48, 13, 29, 8, 0, 21, 33, 16]
[15, 33, 37, 50, 16, 37, 23, 45, 38, 41, 35, 10, 9, 22, 8, 16, 14, 46, 0, 8, 11, 20, 28, 47, 39, 8, 24, 3, 27, 42, 41, 39, 35, 27, 37, 25, 48, 0, 37, 7, 4, 29, 43, 17, 33, 21, 13, 29, 50]
[35, 46, 5, 43, 29, 39, 47, 43, 5, 16, 12, 30, 17, 26, 39, 41, 39, 3, 49, 0, 27, 29, 38, 46, 31, 23, 14, 20, 23, 0, 46, 33, 40, 31, 19, 19, 49, 37, 0, 30, 13, 16, 10, 25, 48, 40, 44, 48, 11]
[48, 30, 22, 7, 18, 12, 36, 9, 7, 34, 3, 31, 17, 46, 4, 45, 2, 8, 45, 14, 15, 49, 47, 6, 38, 36, 22, 43, 6, 41, 2, 14, 1, 18, 46, 46, 19, 7, 30, 0, 22, 40, 8, 17, 36, 4, 3, 18, 43]
[35, 34, 9, 1, 41, 20, 14, 35, 38, 46, 41, 25, 23, 10, 6, 48, 22, 41, 25, 44, 46, 16, 12, 13, 21, 1, 5, 35, 38, 1, 42, 21, 3, 10, 27, 15, 11, 4, 13, 22, 0, 22, 30, 43, 49, 27, 17, 46, 46]
[42, 41, 27, 22, 45, 47, 14, 39, 45, 32, 42, 14, 46, 37, 6, 36, 11, 39, 14, 15, 39, 9, 4, 44, 2, 11, 26, 17, 0, 21, 49, 27, 13, 28, 31, 45, 48, 29, 16, 40, 22, 0, 40, 33, 19, 14, 0, 12, 18]
[34, 49, 31, 27, 36, 11, 40, 28, 43, 23, 46, 26, 26, 12, 50, 49, 14, 29, 20, 18, 45, 49, 36, 37, 21, 17, 39, 23, 12, 36, 40, 36, 17, 9, 20, 44, 13, 43, 10, 8, 30, 40, 0, 16, 12, 48, 30, 34, 15]
[11, 17, 49, 13, 39, 3, 22, 41, 20, 11, 44, 43, 18, 6, 7, 11, 42, 8, 1, 35, 9, 6, 22, 34, 21, 31, 48, 48, 21, 45, 20, 13, 17, 13, 13, 48, 29, 17, 25, 17, 43, 33, 16, 0, 11, 33, 13, 38, 43]
[1, 40, 44, 31, 46, 16, 10, 48, 34, 34, 1, 23, 42, 0, 9, 16, 35, 33, 27, 3, 50, 17, 26, 21, 31, 3, 7, 43, 36, 42, 35, 1, 31, 49, 2, 9, 8, 33, 48, 36, 49, 19, 12, 11, 0, 19, 35, 15, 10]
[20, 14, 18, 40, 26, 6, 47, 28, 16, 20, 2, 41, 12, 29, 48, 3, 3, 4, 2, 22, 24, 49, 20, 39, 19, 40, 38, 25, 3, 21, 17, 25, 21, 46, 48, 32, 0, 21, 40, 4, 27, 14, 48, 33, 19, 0, 42, 23, 23]
[49, 19, 18, 21, 41, 20, 38, 6, 7, 43, 37, 48, 23, 4, 6, 4, 29, 33, 8, 45, 14, 5, 6, 45, 37, 42, 41, 34, 20, 20, 41, 13, 6, 15, 1, 12, 21, 13, 44, 3, 17, 0, 30, 13, 35, 42, 0, 47, 7]
[19, 35, 42, 32, 25, 37, 0, 20, 40, 2, 27, 11, 5, 7, 5, 25, 24, 18, 48, 30, 19, 22, 26, 41, 10, 27, 27, 9, 28, 39, 3, 23, 10, 48, 20, 43, 33, 29, 48, 18, 46, 12, 34, 38, 15, 23, 47, 0, 21]
[13, 43, 48, 12, 9, 36, 20, 47, 0, 34, 37, 0, 50, 50, 14, 16, 26, 20, 12, 34, 0, 31, 24, 38, 41, 17, 40, 21, 20, 48, 46, 44, 43, 12, 49, 46, 16, 50, 11, 43, 46, 18, 15, 43, 10, 23, 7, 21, 0]
