N1,N2,...,Nx
[24, 32, 25, 3, 9, 13, 11, 6, 26, 19, 0, 24, 4, 39, 44, 22, 29, 35, 37, 46, 46, 25, 0, 6, 14, 33, 44, 0, 14, 24, 33, 38, 11, 0, 49, 44, 43, 40, 11, 43, 13, 42, 22, 28, 33, 34, 11, 28, 7, 36, 35, 45, 6, 27, 38, 3, 19, 7, 1, 26, 38, 20, 9, 38, 20, 24, 22, 42, 31, 48, 25, 28, 19, 28, 15, 19, 11, 46, 38, 5, 10, 10, 5, 22]
[10, 44, 36, 46, 2, 27, 39, 18, 4, 0, 24, 0, 38, 12, 4, 30, 3, 39, 39, 49, 21, 24, 39, 0, 40, 43, 37, 15, 41, 7, 39, 18, 2, 25, 1, 42, 10, 17, 43, 37, 28, 36, 48, 9, 20, 40, 7, 36, 11, 3, 18, 38, 2, 34, 11, 46, 35, 47, 5, 11, 16, 28, 18, 40, 43, 8, 1, 38, 20, 36, 12, 10, 28, 5, 12, 13, 44, 1, 21, 44, 49, 24, 9, 36]
[24, 34, 27, 4, 44, 5, 12, 50, 21, 33, 4, 38, 0, 16, 38, 40, 45, 9, 1, 12, 38, 44, 0, 47, 33, 32, 15, 12, 0, 49, 43, 46, 16, 19, 33, 32, 43, 30, 49, 28, 37, 35, 38, 32, 48, 9, 20, 13, 17, 27, 22, 31, 29, 34, 28, 36, 37, 28, 19, 50, 19, 21, 49, 10, 5, 33, 2, 2, 16, 1, 12, 5, 11, 32, 9, 14, 15, 48, 38, 9, 2, 32, 49, 10]
[6, 22, 0, 26, 47, 39, 0, 18, 12, 17, 39, 12, 16, 0, 33, 29, 24, 9, 15, 23, 7, 2, 38, 6, 17, 5, 11, 9, 43, 18, 27, 13, 20, 28, 6, 1, 2, 26, 13, 15, 40, 45, 48, 50, 45, 46, 49, 11, 18, 5, 34, 18, 21, 15, 34, 33, 3, 40, 13, 1, 38, 1, 7, 29, 38, 30, 47, 21, 11, 37, 42, 20, 21, 38, 33, 11, 8, 38, 21, 45, 48, 19, 7, 23]
[33, 50, 50, 48, 13, 34, 29, 3, 0, 32, 44, 4, 38, 33, 0, 6, 42, 46, 41, 26, 23, 33, 8, 27, 7, 11, 20, 42, 14, 10, 46, 38, 12, 39, 3, 39, 49, 49, 49, 3, 5, 23, 36, 10, 37, 44, 26, 46, 26, 31, 40, 16, 29, 9, 15, 8, 15, 37, 28, 24, 14, 42, 36, 18, 13, 34, 38, 20, 49, 40, 33, 25, 2, 38, 40, 26, 43, 46, 29, 24, 23, 44, 38, 32]
[3, 17, 45, 5, 15, 28, 19, 28, 45, 19, 22, 30, 40, 29, 6, 0, 19, 13, 34, 29, 32, 34, 30, 26, 27, 33, 16, 15, 37, 4, 1, 6, 46, 3, 31, 18, 32, 4, 27, 1, 17, 11, 40, 25, 48, 8, 44, 34, 48, 29, 32, 36, 16, 7, 48, 8, 18, 14, 22, 33, 28, 15, 35, 33, 40, 15, 18, 31, 23, 16, 44, 3, 2, 17, 10, 29, 13, 8, 40, 35, 39, 42, 11, 49]
[29, 19, 17, 18, 15, 1, 7, 31, 0, 21, 29, 3, 45, 24, 42, 19, 0, 38, 14, 20, 19, 22, 17, 44, 17, 44, 11, 38, 31, 46, 19, 13, 18, 48, 14, 26, 28, 33, 33, 29, 29, 26, 48, 20, 22, 24, 12, 0, 38, 11, 44, 7, 23, 21, 14, 44, 22, 32, 49, 19, 30, 20, 20, 30, 13, 36, 0, 10, 32, 38, 41, 14, 45, 23, 43, 41, 10, 18, 38, 1, 2, 27, 36, 48]
[48, 10, 8, 7, 31, 27, 15, 26, 35, 24, 35, 39, 9, 9, 46, 13, 38, 0, 18, 22, 44, 3, 25, 41, 36, 47, 23, 42, 12, 27, 30, 43, 50, 22, 22, 38, 41, 39, 13, 28, 4, 15, 48, 25, 26, 10, 47, 9, 35, 6, 25, 36, 41, 6, 13, 10, 12, 3, 10, 43, 26, 23, 41, 14, 20, 22, 0, 20, 12, 28, 45, 20, 16, 23, 43, 21, 34, 35, 8, 8, 6, 11, 15, 41]
[50, 4, 1, 45, 8, 11, 49, 21, 30, 43, 37, 39, 1, 15, 41, 34, 14, 18, 0, 21, 27, 2, 33, 42, 16, 27, 47, 4, 49, 37, 3, 23, 48, 18, 13, 48, 16, 26, 1, 43, 16, 26, 42, 5, 13, 8, 29, 47, 16, 17, 28, 0, 6, 38, 34, 12, 23, 35, 23, 9, 26, 9, 49, 34, 6, 21, 29, 35, 26, 31, 42, 7, 38, 50, 12, 8, 24, 44, 3, 17, 16, 46, 3, 47]
[35, 48, 0, 21, 13, 4, 28, 28, 32, 33, 46, 49, 12, 23, 26, 29, 20, 22, 21, 0, 26, 15, 16, 14, 16, 35, 3, 42, 46, 26, 30, 42, 3, 25, 23, 36, 9, 46, 3, 38, 2, 30, 22, 16, 7, 14, 4, 46, 35, 13, 4, 5, 9, 33, 40, 20, 34, 46, 44, 41, 17, 14, 27, 7, 43, 33, 41, 29, 44, 6, 25, 15, 33, 11, 14, 34, 22, 23, 20, 1, 24, 6, 30, 2]
[6, 2, 15, 10, 15, 14, 1, 35, 0, 27, 46, 21, 38, 7, 23, 32, 19, 44, 27, 26, 0, 48, 42, 8, 44, 26, 44, 26, 8, 13, 7, 38, 29, 4, 10, 30, 36, 9, 25, 23, 45, 2, 18, 45, 35, 24, 42, 7, 28, 35, 10, 3, 1, 8, 34, 14, 22, 21, 18, 28, 4, 40, 13, 41, 13, 39, 10, 40, 42, 27, 13, 10, 1, 8, 15, 40, 21, 25, 40, 12, 1, 15, 47, 29]
[19, 21, 1, 20, 23, 9, 50, 42, 9, 49, 25, 24, 44, 2, 33, 34, 22, 3, 2, 15, 48, 0, 34, 50, 4, 44, 12, 15, 24, 34, 5, 35, 30, 16, 36, 19, 33, 1, 50, 42, 30, 36, 2, 41, 8, 38, 31, 13, 17, 13, 0, 8, 16, 48, 8, 9, 42, 3, 10, 9, 17, 10, 41, 13, 39, 33, 45, 43, 1, 1, 5, 6, 1, 36, 50, 48, 43, 35, 15, 18, 39, 22, 7, 44]
[22, 14, 28, 33, 29, 38, 39, 27, 8, 49, 0, 39, 0, 38, 8, 30, 17, 25, 33, 16, 42, 34, 0, 12, 29, 16, 48, 22, 46, 20, 0, 2, 39, 0, 27, 34, 41, 14, 25, 8, 37, 29, 21, 23, 14, 4, 35, 33, 3, 29, 36, 34, 42, 0, 31, 3, 11, 40, 39, 24, 31, 18, 6, 35, 5, 28, 36, 24, 11, 31, 2, 43, 41, 4, 3, 27, 31, 20, 15, 36, 39, 28, 44, 48]
[5, 33, 10, 1, 9, 14, 25, 10, 13, 7, 6, 0, 47, 6, 27, 26, 44, 41, 42, 14, 8, 50, 12, 0, 32, 47, 2, 33, 14, 45, 32, 29, 18, 40, 34, 8, 3, 39, 32, 46, 24, 49, 18, 2, 17, 23, 24, 31, 19, 17, 12, 46, 42, 29, 0, 12, 39, 3, 22, 2, 45, 13, 13, 24, 35, 49, 15, 11, 16, 25, 45, 9, 24, 22, 10, 18, 6, 28, 35, 36, 23, 12, 23, 32]
[0, 40, 27, 14, 49, 30, 34, 29, 19, 45, 14, 40, 33, 17, 7, 27, 17, 36, 16, 16, 44, 4, 29, 32, 0, 30, 9, 33, 6, 8, 39, 12, 27, 27, 33, 36, 4, 49, 44, 8, 39, 43, 15, 36, 49, 45, 28, 50, 46, 1, 9, 43, 45, 41, 34, 16, 37, 19, 14, 35, 24, 9, 37, 14, 24, 15, 29, 30, 18, 21, 7, 40, 50, 25, 42, 22, 5, 29, 15, 39, 19, 1, 42, 42]
[13, 35, 24, 14, 49, 37, 35, 20, 11, 6, 33, 43, 32, 5, 11, 33, 44, 47, 27, 35, 26, 44, 16, 47, 30, 0, 19, 30, 30, 29, 42, 44, 36, 46, 48, 17, 33, 18, 6, 13, 9, 44, 15, 22, 9, 16, 41, 41, 4, 44, 9, 42, 0, 37, 13, 25, 18, 1, 23, 23, 5, 48, 1, 18, 33, 17, 6, 36, 32, 17, 19, 11, 17, 46, 36, 26, 49, 38, 23, 36, 0, 46, 3, 5]
[46, 15, 36, 18, 13, 18, 31, 40, 17, 36, 44, 37, 15, 11, 20, 16, 11, 23, 47, 3, 44, 12, 48, 2, 9, 19, 0, 46, 46, 35, 14, 16, 15, 11, 28, 20, 5, 41, 20, 28, 48, 44, 17, 44, 7, 25, 15, 41, 44, 36, 5, 26, 45, 49, 15, 24, 10, 34, 44, 19, 15, 24, 7, 37, 13, 17, 35, 32, 29, 38, 1, 3, 2, 2, 34, 27, 37, 15, 25, 3, 39, 5, 50, 13]
[44, 41, 0, 17, 36, 6, 45, 30, 46, 15, 0, 15, 12, 9, 42, 15, 38, 42, 4, 42, 26, 15, 22, 33, 33, 30, 46, 0, 19, 5, 41, 49, 7, 34, 48, 47, 47, 31, 10, 8, 18, 2, 24, 15, 5, 41, 3, 45, 2, 50, 19, 28, 36, 45, 11, 33, 23, 39, 9, 29, 37, 8, 35, 21, 25, 38, 40, 12, 19, 39, 24, 43, 29, 37, 26, 13, 6, 41, 40, 4, 39, 48, 23, 0]
[50, 30, 23, 25, 7, 21, 16, 38, 18, 2, 14, 41, 0, 43, 14, 37, 31, 12, 49, 46, 8, 24, 46, 14, 6, 30, 46, 19, 0, 41, 49, 7, 40, 18, 10, 26, 4, 8, 1, 42, 37, 24, 46, 14, 17, 46, 18, 49, 20, 11, 31, 1, 42, 14, 18, 47, 0, 17, 25, 39, 21, 4, 11, 3, 18, 16, 34, 25, 18, 34, 42, 23, 37, 8, 2, 44, 24, 38, 46, 45, 47, 41, 34, 6]
[48, 9, 6, 42, 23, 25, 35, 10, 3, 1, 24, 7, 49, 18, 10, 4, 46, 27, 37, 26, 13, 34, 20, 45, 8, 29, 35, 5, 41, 0, 36, 13, 50, 4, 17, 2, 43, 16, 1, 10, 14, 6, 1, 10, 41, 50, 20, 11, 27, 18, 25, 34, 18, 43, 2, 40, 50, 24, 7, 14, 4, 44, 9, 4, 6, 18, 40, 11, 37, 30, 16, 30, 47, 24, 37, 12, 36, 38, 11, 21, 10, 0, 39, 26]
[2, 34, 23, 46, 26, 26, 26, 43, 13, 28, 33, 39, 43, 27, 46, 1, 19, 30, 3, 30, 7, 5, 0, 32, 39, 42, 14, 41, 49, 36, 0, 43, 32, 23, 44, 32, 3, 11, 15, 37, 22, 8, 36, 7, 2, 31, 5, 29, 7, 33, 12, 41, 25, 16, 16, 36, 21, 23, 7, 43, 14, 15, 6, 9, 14, 32, 21, 1, 9, 36, 32, 5, 9, 24, 15, 20, 49, 23, 15, 27, 41, 14, 19, 30]
[44, 35, 27, 6, 35, 30, 29, 10, 20, 14, 38, 18, 46, 13, 38, 6, 13, 43, 23, 42, 38, 35, 2, 29, 12, 44, 16, 49, 7, 13, 43, 0, 6, 7, 21, 13, 29, 15, 49, 46, 41, 8, 31, 46, 21, 23, 19, 7, 49, 45, 26, 48, 41, 0, 6, 30, 47, 29, 13, 23, 46, 38, 10, 25, 2, 43, 27, 10, 28, 3, 40, 6, 26, 6, 48, 39, 1, 4, 32, 5, 18, 41, 14, 20]
[9, 42, 36, 3, 31, 14, 7, 6, 40, 46, 11, 2, 16, 20, 12, 46, 18, 50, 48, 3, 29, 30, 39, 18, 27, 36, 15, 7, 40, 50, 32, 6, 0, 40, 6, 18, 44, 45, 43, 48, 13, 35, 3, 47, 23, 38, 29, 29, 13, 5, 9, 13, 24, 43, 37, 44, 29, 46, 10, 8, 28, 39, 25, 26, 40, 33, 46, 4, 48, 50, 45, 10, 10, 4, 33, 33, 5, 45, 45, 50, 17, 22, 33, 34]
[47, 48, 2, 5, 14, 43, 5, 45, 1, 28, 0, 25, 19, 28, 39, 3, 48, 22, 18, 25, 4, 16, 0, 40, 27, 46, 11, 34, 18, 4, 23, 7, 40, 0, 19, 15, 15, 0, 49, 3, 49, 6, 19, 35, 35, 34, 40, 7, 6, 47, 38, 11, 27, 47, 46, 41, 9, 16, 23, 18, 5, 49, 26, 38, 33, 48, 16, 22, 37, 25, 41, 10, 32, 21, 29, 23, 0, 28, 49, 6, 48, 14, 35, 39]
[14, 46, 45, 37, 1, 32, 23, 27, 35, 28, 49, 1, 33, 6, 3, 31, 14, 22, 13, 23, 10, 36, 27, 34, 33, 48, 28, 48, 10, 17, 44, 21, 6, 19, 0, 39, 22, 42, 3, 38, 7, 11, 4, 31, 30, 6, 33, 49, 35, 41, 29, 21, 45, 21, 35, 1, 46, 23, 0, 21, 5, 36, 38, 16, 29, 44, 38, 37, 46, 41, 29, 31, 10, 3, 3, 39, 7, 49, 19, 19, 45, 24, 27, 46]
[1, 14, 46, 3, 28, 5, 6, 29, 29, 2, 44, 42, 32, 1, 39, 18, 26, 38, 48, 36, 30, 19, 34, 8, 36, 17, 20, 47, 26, 2, 32, 13, 18, 15, 39, 0, 4, 25, 17, 9, 29, 5, 2, 20, 50, 46, 34, 38, 1, 24, 28, 40, 39, 10, 46, 50, 24, 16, 23, 38, 34, 14, 4, 47, 41, 37, 0, 26, 35, 48, 9, 40, 7, 21, 17, 14, 36, 30, 11, 3, 17, 37, 23, 0]
[33, 24, 25, 50, 22, 23, 39, 43, 49, 46, 43, 10, 43, 2, 49, 32, 28, 41, 16, 9, 36, 33, 41, 3, 4, 33, 5, 47, 4, 43, 3, 29, 44, 15, 22, 4, 0, 31, 33, 32, 31, 50, 9, 1, 4, 4, 19, 30, 19, 5, 39, 28, 35, 47, 35, 29, 37, 39, 7, 10, 29, 9, 18, 3, 13, 16, 8, 31, 48, 16, 33, 34, 2, 5, 43, 17, 3, 44, 3, 12, 17, 3, 0, 41]
[15, 18, 16, 5, 35, 27, 43, 34, 26, 49, 40, 17, 30, 26, 49, 4, 33, 39, 26, 46, 9, 1, 14, 39, 49, 18, 41, 31, 8, 16, 11, 15, 45, 0, 42, 25, 31, 0, 31, 41, 12, 48, 38, 35, 19, 24, 10, 24, 42, 26, 31, 24, 45, 45, 1, 48, 34, 41, 30, 3, 9, 41, 21, 45, 32, 44, 24, 13, 24, 50, 39, 36, 18, 28, 44, 8, 48, 43, 34, 7, 20, 8, 48, 39]
[39, 4, 48, 19, 1, 39, 36, 5, 12, 32, 11, 43, 49, 13, 49, 27, 33, 13, 1, 3, 25, 50, 25, 32, 44, 6, 20, 10, 1, 1, 15, 49, 43, 49, 3, 17, 33, 31, 0, 39, 10, 25, 35, 33, 8, 9, 33, 46, 29, 28, 2, 13, 34, 23, 15, 24, 44, 33, 14, 24, 19, 6, 42, 49, 39, 4, 5, 23, 31, 14, 36, 46, 23, 33, 48, 42, 49, 29, 20, 32, 7, 10, 16, 49]
[8, 40, 47, 33, 20, 22, 5, 22, 2, 15, 43, 37, 28, 15, 3, 1, 29, 28, 43, 38, 23, 42, 8, 46, 8, 13, 28, 8, 42, 10, 37, 46, 48, 3, 38, 9, 32, 41, 39, 0, 6, 44, 0, 1, 39, 34, 2, 8, 33, 46, 41, 15, 10, 46, 41, 21, 4, 34, 28, 45, 43, 26, 20, 7, 34, 29, 25, 33, 25, 2, 38, 20, 34, 38, 34, 18, 36, 3, 24, 18, 43, 27, 28, 49]
[28, 18, 1, 11, 18, 27, 25, 30, 21, 39, 13, 28, 37, 40, 5, 17, 29, 4, 16, 2, 45, 30, 37, 24, 39, 9, 48, 18, 37, 14, 22, 41, 13, 49, 7, 29, 31, 12, 10, 6, 0, 4, 23, 47, 29, 28, 37, 31, 41, 40, 27, 38, 48, 30, 35, 13, 7, 17, 12, 36, 6, 12, 3, 50, 33, 44, 45, 1, 33, 31, 45, 50, 18, 21, 3, 32, 3, 27, 2, 25, 20, 25, 47, 3]
[35, 1, 25, 23, 48, 10, 3, 43, 43, 24, 42, 36, 35, 45, 23, 11, 26, 15, 26, 30, 2, 36, 29, 49, 43, 44, 44, 2, 24, 6, 8, 8, 35, 6, 11, 5, 50, 48, 25, 44, 4, 0, 39, 10, 40, 13, 20, 42, 17, 9, 11, 35, 47, 17, 37, 50, 40, 45, 12, 31, 36, 9, 5, 12, 12, 9, 24, 42, 40, 23, 23, 11, 49, 43, 36, 24, 28, 45, 20, 50, 24, 40, 16, 5]
[3, 3, 20, 2, 3, 19, 25, 19, 22, 13, 22, 48, 38, 48, 36, 40, 48, 48, 42, 22, 18, 2, 21, 18, 15, 15, 17, 24, 46, 1, 36, 31, 3, 19, 4, 2, 9, 38, 35, 0, 23, 39, 0, 37, 29, 30, 42, 38, 35, 39, 23, 8, 24, 42, 15, 8, 13, 49, 31, 6, 20, 17, 46, 41, 29, 48, 36, 22, 49, 30, 43, 2, 18, 45, 3, 18, 16, 7, 19, 6, 29, 25, 29, 3]
[36, 39, 19, 24, 43, 3, 37, 0, 3, 8, 28, 9, 32, 50, 10, 25, 20, 25, 5, 16, 45, 41, 23, 2, 36, 22, 44, 15, 14, 10, 7, 46, 47, 35, 31, 20, 1, 35, 33, 1, 47, 10, 37, 0, 6, 35, 48, 9, 18, 43, 26, 47, 2, 32, 32, 44, 36, 21, 20, 44, 16, 34, 1, 32, 5, 34, 2, 17, 45, 9, 40, 19, 14, 5, 25, 49, 38, 46, 40, 30, 6, 27, 48, 21]
[9, 39, 45, 43, 32, 7, 34, 41, 29, 24, 33, 20, 48, 45, 37, 48, 22, 26, 13, 7, 35, 8, 14, 17, 49, 9, 7, 5, 17, 41, 2, 21, 23, 35, 30, 50, 4, 19, 8, 39, 29, 40, 29, 6, 0, 10, 44, 3, 39, 2, 44, 5, 32, 16, 11, 6, 12, 22, 49, 40, 39, 19, 18, 43, 26, 47, 34, 28, 9, 7, 20, 4, 26, 17, 20, 15, 35, 42, 20, 41, 20, 40, 29, 4]
[10, 4, 28, 25, 31, 40, 33, 38, 42, 37, 34, 40, 9, 46, 44, 8, 24, 10, 8, 14, 24, 38, 4, 23, 45, 16, 25, 41, 46, 50, 31, 23, 38, 34, 6, 46, 4, 24, 9, 34, 28, 13, 30, 35, 10, 0, 31, 9, 9, 39, 35, 45, 33, 30, 18, 42, 47, 1, 9, 10, 16, 31, 20, 10, 14, 40, 34, 19, 49, 16, 49, 19, 30, 8, 40, 36, 14, 25, 29, 33, 22, 22, 29, 6]
[2, 5, 15, 37, 42, 44, 37, 40, 6, 3, 11, 7, 20, 49, 26, 44, 12, 47, 29, 4, 42, 31, 35, 24, 28, 41, 15, 3, 18, 20, 5, 19, 29, 40, 33, 34, 19, 10, 33, 2, 37, 20, 42, 48, 44, 31, 0, 12, 10, 14, 30, 13, 19, 15, 40, 44, 43, 46, 23, 4, 26, 42, 20, 45, 16, 41, 22, 47, 26, 13, 3, 29, 14, 11, 32, 45, 2, 4, 25, 22, 36, 4, 5, 32]
[14, 17, 17, 17, 40, 50, 16, 41, 36, 50, 28, 36, 13, 11, 46, 34, 0, 9, 47, 46, 7, 13, 33, 31, 50, 41, 41, 45, 49, 11, 29, 7, 29, 7, 49, 38, 30, 24, 46, 8, 31, 42, 38, 9, 3, 9, 12, 0, 38, 1, 10, 42, 31, 24, 20, 44, 34, 34, 19, 26, 25, 46, 18, 9, 37, 35, 19, 7, 11, 8, 30, 26, 40, 13, 35, 0, 47, 42, 47, 48, 19, 36, 32, 6]
[27, 41, 39, 16, 13, 48, 35, 42, 40, 15, 7, 11, 17, 18, 26, 48, 38, 35, 16, 35, 28, 17, 3, 19, 46, 4, 44, 2, 20, 27, 7, 49, 13, 6, 35, 1, 19, 42, 29, 33, 41, 17, 35, 18, 39, 9, 10, 38, 0, 44, 6, 20, 15, 48, 27, 30, 34, 22, 14, 50, 5, 23, 25, 36, 18, 5, 23, 48, 7, 9, 29, 37, 49, 17, 42, 25, 48, 5, 35, 13, 28, 42, 44, 20]
[45, 33, 1, 30, 16, 50, 23, 23, 50, 44, 36, 3, 27, 5, 31, 29, 11, 6, 17, 13, 35, 13, 29, 17, 1, 44, 36, 50, 11, 18, 33, 45, 5, 47, 41, 24, 5, 26, 28, 46, 40, 9, 39, 43, 2, 39, 14, 1, 44, 0, 30, 38, 5, 9, 7, 32, 31, 3, 38, 49, 21, 36, 19, 0, 35, 14, 35, 30, 18, 17, 28, 26, 49, 18, 10, 30, 27, 2, 48, 49, 31, 3, 40, 20]
[31, 8, 0, 1, 34, 3, 47, 3, 43, 32, 35, 18, 22, 34, 40, 32, 44, 25, 28, 4, 10, 0, 36, 12, 9, 9, 5, 19, 31, 25, 12, 26, 9, 38, 29, 28, 39, 31, 2, 41, 27, 11, 23, 26, 44, 35, 30, 10, 6, 30, 0, 31, 7, 33, 15, 33, 38, 14, 36, 30, 23, 32, 36, 23, 40, 28, 19, 36, 26, 32, 17, 20, 18, 31, 28, 31, 32, 41, 39, 1, 22, 37, 33, 14]
[0, 35, 27, 0, 32, 29, 25, 25, 45, 20, 45, 38, 31, 18, 16, 36, 7, 36, 0, 5, 3, 8, 34, 46, 43, 42, 26, 28, 1, 34, 41, 48, 13, 11, 21, 40, 28, 24, 13, 15, 38, 35, 8, 47, 5, 45, 13, 42, 20, 38, 31, 0, 42, 36, 46, 45, 2, 47, 30, 12, 12, 48, 3, 9, 23, 30, 39, 29, 4, 7, 17, 50, 5, 4, 39, 10, 26, 36, 34, 36, 8, 38, 31, 31]
[13, 15, 35, 48, 45, 15, 33, 30, 14, 45, 6, 2, 29, 21, 29, 16, 23, 41, 6, 9, 1, 16, 42, 42, 45, 0, 45, 36, 42, 18, 25, 41, 24, 27, 45, 39, 35, 45, 34, 10, 48, 47, 24, 2, 32, 33, 19, 31, 15, 5, 7, 42, 0, 33, 26, 11, 29, 28, 1, 47, 8, 4, 2, 29, 39, 46, 46, 27, 50, 10, 46, 40, 2, 48, 30, 37, 12, 32, 17, 24, 15, 7, 25, 33]
[18, 34, 29, 41, 28, 32, 30, 28, 38, 33, 27, 34, 34, 15, 9, 7, 21, 6, 38, 33, 8, 48, 0, 29, 41, 37, 49, 45, 14, 43, 16, 0, 43, 47, 21, 10, 47, 45, 23, 46, 30, 17, 42, 32, 16, 30, 15, 24, 48, 9, 33, 36, 33, 0, 28, 22, 30, 43, 43, 15, 42, 48, 42, 5, 41, 7, 15, 6, 35, 2, 24, 40, 22, 20, 6, 25, 39, 2, 10, 19, 23, 14, 25, 50]
[41, 42, 19, 21, 33, 2, 12, 36, 38, 33, 38, 11, 28, 34, 15, 48, 14, 13, 34, 40, 34, 8, 31, 0, 34, 13, 15, 11, 18, 2, 16, 6, 37, 46, 35, 46, 35, 1, 15, 41, 35, 37, 15, 32, 11, 18, 40, 20, 27, 7, 15, 46, 26, 28, 0, 16, 26, 23, 41, 19, 20, 19, 21, 5, 1, 6, 30, 50, 4, 48, 10, 11, 12, 31, 39, 50, 2, 18, 11, 48, 24, 21, 40, 6]
