N1,N2,...,Nx
[23, 17, 12, 31, 48, 8, 1, 16, 0, 10, 32, 46, 39, 32, 44, 20, 12, 2, 45, 45, 37, 12, 39, 0, 8, 28, 9, 30, 21, 31, 24, 37, 8, 12, 31, 17, 26, 3, 28, 16, 8, 45, 43, 17, 47, 23, 40, 40, 47, 28, 8, 33, 26, 40, 44, 41, 36, 49, 18, 13, 24, 40, 45, 24, 10, 9, 11, 48, 22, 9, 27, 35, 47, 27]
[25, 47, 0, 15, 30, 9, 6, 13, 1, 15, 35, 49, 45, 25, 37, 33, 15, 30, 6, 21, 32, 6, 19, 8, 0, 42, 23, 47, 1, 29, 36, 45, 44, 4, 23, 20, 31, 15, 26, 25, 17, 18, 24, 30, 44, 47, 41, 35, 8, 21, 27, 39, 46, 12, 18, 7, 4, 14, 29, 3, 27, 30, 7, 25, 14, 2, 17, 10, 24, 15, 50, 1, 50, 43]
[12, 20, 27, 11, 18, 12, 26, 3, 2, 23, 45, 34, 7, 27, 34, 23, 49, 15, 47, 0, 29, 25, 6, 28, 42, 0, 36, 40, 15, 25, 31, 5, 0, 35, 41, 8, 2, 45, 21, 35, 22, 38, 11, 50, 9, 47, 19, 2, 10, 21, 1, 49, 37, 45, 28, 49, 23, 4, 23, 19, 37, 31, 26, 42, 7, 19, 13, 20, 24, 31, 27, 8, 15, 3]
[2, 25, 29, 48, 9, 38, 9, 14, 7, 36, 14, 50, 37, 49, 32, 7, 33, 27, 45, 1, 42, 18, 31, 9, 23, 36, 0, 25, 11, 10, 31, 2, 26, 13, 6, 5, 2, 21, 22, 6, 8, 2, 23, 9, 38, 21, 12, 14, 4, 49, 24, 44, 13, 25, 12, 16, 33, 15, 30, 45, 41, 8, 10, 47, 5, 14, 42, 12, 19, 28, 43, 27, 26, 31]
[44, 20, 42, 14, 35, 16, 50, 21, 29, 7, 25, 2, 20, 39, 19, 46, 42, 7, 43, 22, 36, 24, 42, 30, 47, 40, 25, 0, 34, 33, 25, 19, 14, 25, 25, 34, 19, 20, 26, 4, 19, 10, 21, 41, 50, 24, 2, 30, 14, 1, 33, 8, 5, 2, 37, 19, 39, 36, 36, 35, 41, 16, 36, 5, 24, 48, 36, 14, 15, 8, 5, 47, 41, 23]
[42, 20, 47, 7, 0, 32, 34, 35, 15, 18, 45, 32, 43, 3, 5, 40, 29, 12, 39, 43, 2, 24, 40, 21, 1, 15, 11, 34, 0, 43, 22, 21, 37, 11, 3, 8, 42, 26, 7, 23, 1, 4, 41, 27, 41, 24, 43, 9, 20, 16, 18, 41, 26, 31, 27, 33, 15, 3, 35, 47, 35, 17, 33, 19, 39, 11, 43, 37, 22, 37, 37, 40, 18, 44]
[9, 7, 33, 42, 47, 41, 20, 29, 46, 7, 46, 0, 49, 42, 20, 30, 2, 40, 19, 20, 31, 44, 26, 31, 29, 25, 10, 33, 43, 0, 50, 40, 7, 3, 47, 19, 6, 28, 10, 23, 10, 42, 4, 32, 9, 46, 17, 2, 14, 22, 35, 42, 23, 2, 7, 10, 37, 25, 45, 0, 44, 2, 49, 37, 44, 20, 1, 24, 11, 17, 30, 14, 43, 49]
[25, 44, 44, 5, 2, 16, 34, 10, 41, 14, 16, 23, 33, 43, 14, 16, 29, 27, 35, 42, 46, 3, 5, 24, 36, 31, 31, 25, 22, 50, 0, 2, 27, 27, 45, 3, 1, 21, 39, 40, 24, 22, 12, 29, 5, 21, 48, 31, 1, 37, 31, 2, 34, 40, 48, 49, 35, 36, 34, 40, 11, 38, 37, 44, 39, 44, 7, 48, 42, 29, 14, 2, 2, 23]
[21, 46, 41, 38, 50, 15, 18, 36, 43, 16, 5, 1, 37, 16, 36, 1, 23, 18, 39, 33, 6, 20, 49, 37, 45, 5, 2, 19, 21, 40, 2, 0, 47, 5, 1, 37, 36, 29, 42, 17, 33, 26, 0, 31, 44, 9, 23, 41, 40, 47, 7, 45, 21, 13, 34, 13, 16, 21, 4, 5, 50, 18, 11, 1, 22, 36, 23, 50, 23, 13, 10, 47, 16, 3]
[24, 46, 38, 24, 9, 38, 10, 13, 34, 37, 7, 4, 35, 23, 11, 34, 34, 0, 20, 33, 23, 34, 8, 8, 44, 0, 26, 14, 37, 7, 27, 47, 0, 0, 49, 30, 14, 24, 0, 3, 40, 20, 38, 32, 6, 5, 25, 9, 29, 30, 43, 21, 22, 6, 15, 34, 34, 43, 0, 45, 38, 40, 37, 10, 49, 49, 49, 43, 26, 15, 43, 24, 26, 5]
[2, 23, 31, 28, 44, 34, 17, 19, 20, 37, 20, 26, 20, 27, 50, 33, 30, 12, 26, 24, 34, 40, 8, 12, 4, 35, 13, 25, 11, 3, 27, 5, 0, 0, 17, 16, 10, 20, 16, 47, 40, 4, 5, 43, 21, 3, 3, 33, 10, 28, 46, 46, 25, 47, 32, 12, 38, 37, 43, 9, 9, 4, 30, 49, 9, 28, 1, 19, 49, 13, 36, 7, 4, 14]
[36, 0, 49, 4, 7, 11, 23, 13, 19, 25, 33, 28, 38, 8, 5, 49, 22, 45, 4, 0, 49, 48, 43, 31, 23, 41, 6, 25, 3, 47, 45, 1, 49, 17, 0, 50, 50, 40, 10, 31, 13, 38, 34, 48, 21, 50, 41, 28, 47, 31, 1, 0, 43, 9, 3, 8, 28, 19, 21, 38, 25, 13, 8, 0, 24, 45, 47, 6, 20, 3, 50, 25, 42, 7]
[29, 34, 6, 43, 13, 42, 46, 28, 28, 7, 37, 2, 6, 43, 45, 17, 24, 10, 50, 20, 45, 48, 16, 17, 20, 8, 5, 34, 8, 19, 3, 37, 30, 16, 50, 0, 18, 36, 1, 7, 45, 15, 29, 0, 12, 22, 34, 49, 25, 8, 20, 30, 46, 50, 42, 0, 11, 3, 4, 28, 1, 17, 22, 48, 49, 48, 18, 41, 14, 22, 39, 0, 10, 27]
[33, 35, 0, 29, 5, 11, 18, 8, 50, 4, 36, 0, 15, 43, 47, 17, 27, 10, 8, 10, 46, 11, 1, 26, 31, 2, 2, 19, 42, 6, 1, 36, 14, 10, 50, 18, 0, 35, 27, 36, 19, 29, 48, 16, 5, 26, 14, 27, 24, 44, 17, 38, 38, 11, 36, 16, 10, 21, 43, 15, 21, 41, 3, 41, 14, 40, 10, 41, 15, 5, 23, 12, 25, 23]
[18, 18, 23, 43, 44, 40, 42, 44, 0, 14, 37, 0, 37, 44, 22, 5, 28, 32, 7, 14, 26, 34, 24, 3, 15, 45, 21, 20, 26, 28, 21, 29, 24, 20, 40, 36, 35, 0, 26, 10, 17, 27, 33, 15, 7, 29, 23, 5, 46, 19, 2, 33, 44, 31, 46, 49, 37, 49, 34, 25, 34, 48, 41, 38, 34, 38, 10, 9, 42, 31, 39, 36, 24, 46]
[38, 16, 42, 2, 21, 21, 42, 20, 45, 13, 27, 40, 20, 34, 50, 25, 20, 40, 36, 9, 37, 6, 23, 28, 26, 21, 22, 26, 7, 10, 39, 42, 0, 16, 10, 1, 27, 26, 0, 27, 38, 4, 2, 48, 22, 17, 14, 38, 17, 45, 47, 25, 7, 31, 26, 33, 37, 44, 35, 20, 45, 13, 42, 13, 3, 36, 23, 49, 1, 4, 35, 25, 13, 47]
[42, 19, 48, 33, 38, 21, 18, 2, 6, 35, 21, 32, 18, 24, 5, 13, 4, 22, 31, 33, 2, 30, 12, 16, 25, 35, 6, 4, 23, 23, 40, 17, 3, 47, 31, 7, 36, 10, 27, 0, 49, 32, 37, 32, 10, 26, 17, 39, 7, 19, 35, 20, 49, 37, 10, 29, 12, 36, 35, 26, 39, 38, 3, 16, 30, 12, 45, 4, 2, 45, 20, 7, 44, 23]
[31, 34, 29, 34, 26, 19, 35, 35, 6, 27, 21, 22, 3, 29, 37, 14, 36, 50, 2, 3, 14, 0, 40, 8, 17, 22, 8, 19, 1, 10, 24, 33, 40, 40, 13, 45, 19, 17, 38, 49, 0, 28, 24, 49, 47, 25, 45, 33, 7, 22, 31, 14, 29, 22, 29, 26, 27, 41, 31, 2, 44, 33, 4, 18, 50, 26, 33, 7, 11, 46, 11, 29, 17, 17]
[28, 44, 10, 39, 5, 18, 23, 23, 37, 3, 41, 33, 8, 9, 20, 14, 4, 42, 15, 49, 16, 31, 22, 45, 18, 38, 2, 10, 4, 42, 22, 26, 20, 4, 38, 15, 29, 27, 4, 32, 28, 0, 3, 25, 35, 40, 32, 1, 47, 29, 16, 31, 38, 4, 42, 6, 28, 31, 41, 35, 35, 48, 44, 25, 14, 10, 3, 42, 24, 20, 25, 26, 49, 19]
[44, 44, 33, 32, 39, 3, 15, 7, 47, 18, 42, 10, 28, 23, 32, 31, 23, 29, 38, 35, 32, 39, 37, 43, 24, 11, 23, 21, 41, 4, 12, 0, 38, 5, 34, 29, 48, 33, 2, 37, 24, 3, 0, 26, 37, 50, 12, 48, 35, 22, 0, 20, 24, 38, 19, 11, 43, 13, 7, 30, 44, 4, 3, 31, 3, 1, 33, 25, 38, 26, 15, 9, 8, 36]
[5, 8, 33, 36, 23, 14, 46, 3, 43, 12, 1, 31, 20, 41, 17, 2, 7, 19, 30, 37, 41, 1, 23, 17, 30, 50, 9, 41, 27, 32, 29, 31, 32, 43, 48, 0, 16, 15, 48, 32, 49, 25, 26, 0, 3, 31, 16, 48, 30, 17, 15, 30, 33, 12, 25, 28, 46, 0, 7, 38, 40, 12, 18, 1, 18, 3, 20, 5, 5, 21, 43, 40, 19, 36]
[28, 33, 16, 21, 11, 38, 14, 9, 5, 21, 16, 25, 8, 36, 42, 0, 10, 10, 4, 6, 47, 24, 49, 47, 44, 9, 38, 50, 41, 9, 5, 44, 6, 21, 21, 12, 5, 7, 22, 10, 47, 35, 37, 3, 0, 48, 41, 16, 42, 30, 8, 31, 24, 43, 33, 26, 49, 10, 45, 49, 30, 22, 37, 30, 34, 19, 1, 0, 43, 30, 3, 34, 21, 44]
[37, 28, 9, 8, 0, 18, 5, 21, 41, 4, 33, 38, 33, 34, 2, 49, 32, 20, 31, 13, 36, 3, 1, 23, 47, 47, 21, 24, 24, 46, 21, 9, 5, 3, 50, 22, 26, 29, 17, 26, 25, 40, 50, 31, 48, 0, 31, 7, 38, 3, 7, 49, 23, 39, 35, 27, 29, 48, 21, 42, 12, 6, 38, 45, 27, 7, 39, 28, 37, 2, 46, 43, 42, 33]
[37, 43, 22, 46, 14, 23, 32, 48, 37, 6, 36, 42, 32, 29, 23, 25, 34, 13, 38, 27, 18, 14, 17, 40, 41, 19, 12, 2, 43, 17, 48, 23, 25, 3, 41, 34, 14, 23, 14, 17, 45, 32, 12, 16, 41, 31, 0, 20, 48, 9, 40, 39, 24, 11, 20, 21, 14, 27, 19, 7, 5, 21, 44, 9, 26, 26, 29, 19, 3, 13, 32, 0, 23, 29]
[48, 44, 14, 12, 15, 40, 49, 38, 17, 40, 24, 1, 19, 45, 40, 23, 29, 14, 25, 15, 34, 47, 45, 40, 35, 2, 14, 30, 9, 2, 31, 41, 9, 33, 28, 49, 27, 5, 38, 39, 33, 1, 48, 48, 16, 7, 20, 0, 6, 34, 1, 49, 35, 50, 44, 14, 29, 42, 48, 22, 47, 49, 20, 21, 50, 13, 8, 37, 41, 38, 20, 46, 19, 5]
[23, 44, 46, 38, 17, 27, 50, 29, 26, 36, 18, 24, 32, 45, 28, 21, 21, 2, 17, 3, 39, 44, 20, 47, 8, 10, 4, 14, 20, 14, 1, 40, 29, 10, 47, 25, 24, 46, 17, 7, 7, 47, 35, 30, 42, 38, 48, 6, 0, 12, 12, 41, 40, 27, 18, 38, 16, 48, 45, 2, 14, 0, 19, 18, 40, 7, 44, 6, 27, 24, 44, 17, 34, 24]
[17, 14, 45, 43, 27, 35, 28, 25, 43, 31, 21, 22, 27, 24, 41, 28, 1, 18, 45, 12, 15, 5, 17, 28, 21, 21, 49, 1, 16, 22, 37, 47, 30, 28, 31, 8, 44, 19, 45, 19, 22, 29, 22, 17, 30, 3, 9, 34, 12, 0, 20, 6, 5, 50, 20, 49, 29, 28, 19, 30, 46, 42, 3, 48, 6, 41, 22, 3, 24, 41, 47, 47, 26, 26]
[39, 11, 8, 22, 6, 38, 14, 33, 28, 15, 32, 19, 48, 28, 8, 26, 29, 11, 48, 26, 8, 20, 43, 8, 27, 1, 24, 33, 18, 35, 31, 7, 43, 46, 1, 20, 17, 2, 47, 35, 31, 16, 0, 15, 8, 7, 40, 1, 12, 20, 0, 10, 36, 17, 3, 45, 0, 35, 4, 5, 45, 39, 48, 17, 35, 33, 0, 11, 2, 50, 17, 0, 6, 25]
[2, 29, 11, 12, 14, 15, 43, 25, 0, 48, 12, 16, 21, 24, 50, 33, 28, 32, 44, 17, 47, 35, 20, 33, 39, 49, 44, 8, 41, 42, 2, 45, 21, 46, 0, 30, 38, 33, 25, 20, 14, 31, 20, 30, 31, 49, 39, 49, 41, 6, 10, 0, 46, 13, 39, 6, 5, 48, 26, 20, 44, 29, 38, 44, 3, 41, 3, 35, 36, 15, 25, 30, 26, 16]
[42, 39, 6, 35, 32, 21, 35, 21, 4, 9, 10, 28, 23, 32, 6, 10, 31, 0, 11, 22, 29, 10, 9, 26, 46, 37, 13, 5, 26, 23, 34, 21, 22, 25, 43, 46, 38, 44, 7, 49, 29, 38, 24, 33, 24, 23, 24, 35, 40, 5, 36, 46, 0, 30, 15, 3, 16, 43, 49, 42, 48, 1, 1, 16, 40, 24, 25, 39, 43, 31, 21, 4, 48, 24]
[45, 35, 48, 20, 0, 38, 48, 20, 3, 10, 32, 32, 0, 45, 27, 37, 43, 26, 42, 27, 22, 36, 7, 40, 12, 45, 25, 2, 31, 2, 40, 13, 6, 47, 9, 50, 11, 31, 31, 37, 22, 4, 38, 12, 43, 39, 11, 50, 27, 50, 17, 13, 30, 0, 46, 22, 37, 49, 0, 33, 9, 42, 19, 12, 46, 28, 45, 43, 9, 30, 12, 48, 6, 28]
[2, 19, 17, 39, 20, 50, 24, 41, 2, 44, 26, 11, 10, 14, 44, 46, 20, 36, 29, 35, 49, 50, 46, 44, 18, 28, 12, 37, 27, 7, 48, 34, 15, 32, 3, 42, 36, 46, 26, 10, 29, 42, 19, 25, 33, 35, 20, 44, 18, 20, 3, 39, 15, 46, 0, 11, 7, 4, 47, 10, 37, 1, 14, 7, 41, 36, 2, 13, 20, 18, 39, 31, 5, 45]
[30, 18, 50, 21, 20, 50, 45, 42, 30, 34, 23, 22, 28, 28, 25, 9, 1, 38, 6, 4, 38, 0, 23, 41, 7, 49, 16, 19, 33, 10, 49, 13, 34, 12, 8, 0, 16, 49, 33, 29, 26, 6, 11, 28, 26, 27, 21, 14, 38, 49, 45, 6, 3, 22, 11, 0, 33, 49, 6, 2, 15, 7, 19, 10, 31, 14, 10, 2, 13, 11, 1, 19, 31, 39]
[13, 23, 41, 20, 48, 2, 48, 50, 41, 47, 23, 8, 9, 43, 43, 19, 31, 39, 13, 8, 1, 1, 4, 36, 4, 23, 33, 39, 15, 37, 35, 16, 34, 38, 28, 11, 10, 37, 37, 12, 27, 28, 43, 46, 49, 29, 14, 29, 16, 29, 0, 5, 16, 37, 7, 33, 0, 43, 12, 17, 3, 35, 3, 24, 20, 13, 15, 38, 43, 16, 30, 30, 41, 1]
[20, 19, 44, 5, 21, 15, 14, 10, 0, 34, 37, 29, 4, 1, 38, 7, 14, 13, 22, 20, 40, 32, 7, 49, 14, 4, 15, 36, 3, 25, 36, 21, 43, 37, 19, 3, 21, 49, 44, 36, 41, 31, 13, 0, 10, 48, 27, 42, 48, 28, 35, 48, 43, 49, 4, 49, 43, 0, 43, 50, 2, 16, 11, 30, 41, 42, 50, 46, 40, 22, 49, 3, 4, 9]
[46, 39, 23, 14, 16, 44, 20, 16, 37, 32, 18, 44, 8, 49, 15, 3, 10, 18, 15, 4, 42, 4, 45, 18, 29, 23, 30, 36, 35, 45, 34, 4, 0, 43, 21, 4, 43, 34, 35, 35, 31, 41, 7, 7, 45, 21, 19, 48, 45, 19, 4, 26, 49, 0, 47, 6, 12, 43, 0, 27, 15, 19, 6, 3, 0, 30, 25, 20, 44, 25, 19, 50, 41, 6]
[39, 50, 23, 39, 6, 43, 37, 25, 41, 34, 43, 37, 43, 50, 39, 20, 34, 41, 14, 28, 37, 26, 0, 13, 3, 19, 45, 35, 47, 0, 40, 5, 45, 9, 38, 28, 15, 25, 20, 26, 2, 35, 30, 38, 49, 42, 7, 22, 2, 30, 5, 20, 42, 33, 10, 2, 17, 50, 27, 0, 44, 15, 19, 3, 48, 48, 43, 26, 37, 34, 15, 36, 16, 41]
[17, 11, 36, 31, 15, 45, 50, 15, 21, 13, 22, 43, 3, 30, 0, 3, 14, 20, 35, 2, 12, 23, 17, 24, 27, 37, 41, 41, 35, 44, 11, 50, 38, 9, 25, 1, 21, 34, 45, 39, 44, 35, 44, 40, 30, 12, 5, 47, 14, 46, 45, 44, 48, 9, 37, 15, 3, 2, 15, 44, 0, 21, 24, 1, 3, 3, 17, 32, 15, 4, 35, 22, 20, 36]
[11, 45, 16, 38, 18, 13, 5, 13, 10, 22, 40, 11, 24, 34, 31, 44, 27, 30, 10, 45, 18, 28, 10, 40, 30, 31, 8, 16, 17, 2, 38, 18, 40, 4, 13, 17, 41, 48, 13, 38, 33, 48, 4, 12, 22, 6, 21, 49, 0, 42, 39, 29, 1, 42, 1, 7, 35, 16, 19, 15, 21, 0, 26, 4, 46, 46, 30, 6, 49, 23, 29, 40, 17, 44]
