N1,N2,...,Nx
[44, 27, 12, 47, 34, 20, 35, 36, 13, 42, 50, 0, 41, 10, 23, 33, 0, 43, 44, 48, 41, 36, 49, 9, 41, 47, 14, 12, 43, 36, 0, 35, 40, 24, 16, 33, 1, 45, 41, 44, 36, 34, 39, 32, 16, 18, 26, 4, 23, 40, 44, 42, 3, 42, 34]
[35, 48, 6, 40, 48, 34, 7, 1, 30, 9, 0, 41, 0, 13, 27, 30, 17, 20, 27, 26, 29, 47, 19, 4, 31, 12, 16, 35, 42, 21, 15, 4, 4, 1, 48, 3, 13, 46, 28, 6, 10, 33, 25, 11, 44, 32, 25, 35, 44, 22, 9, 41, 44, 34, 32]
[18, 19, 31, 28, 48, 3, 44, 42, 19, 43, 7, 10, 13, 0, 32, 21, 6, 50, 39, 24, 4, 11, 47, 31, 14, 21, 9, 0, 4, 32, 12, 36, 22, 39, 34, 42, 12, 34, 25, 26, 2, 19, 41, 15, 32, 32, 24, 14, 33, 7, 45, 39, 10, 32, 5]
[37, 15, 25, 17, 37, 27, 16, 15, 41, 10, 46, 23, 27, 32, 0, 31, 45, 12, 40, 29, 14, 49, 40, 20, 16, 29, 36, 41, 4, 39, 29, 19, 37, 24, 32, 24, 15, 49, 39, 26, 6, 36, 24, 32, 41, 27, 12, 24, 23, 44, 45, 8, 0, 43, 36]
[20, 44, 36, 23, 22, 28, 45, 3, 48, 32, 39, 33, 30, 21, 31, 0, 13, 6, 32, 7, 15, 39, 24, 25, 18, 36, 35, 27, 43, 49, 13, 38, 42, 6, 26, 41, 25, 48, 0, 2, 36, 11, 32, 44, 1, 32, 36, 3, 40, 32, 17, 9, 21, 3, 4]
[23, 29, 50, 40, 41, 34, 29, 47, 31, 7, 27, 0, 17, 6, 45, 13, 0, 15, 40, 27, 25, 2, 44, 12, 38, 27, 41, 41, 25, 23, 27, 0, 40, 40, 45, 47, 25, 5, 50, 7, 28, 21, 6, 22, 36, 28, 37, 25, 36, 1, 46, 5, 3, 38, 14]
[21, 24, 16, 5, 15, 22, 7, 5, 2, 2, 1, 43, 20, 50, 12, 6, 15, 0, 4, 13, 18, 31, 31, 30, 33, 5, 35, 48, 31, 11, 1, 38, 50, 28, 41, 10, 44, 29, 47, 29, 22, 21, 14, 46, 43, 43, 42, 26, 7, 50, 21, 31, 21, 26, 5]
[50, 4, 21, 6, 39, 36, 32, 24, 14, 28, 43, 44, 27, 39, 40, 32, 40, 4, 0, 32, 44, 38, 3, 5, 22, 7, 28, 34, 27, 28, 41, 9, 8, 14, 30, 6, 7, 50, 9, 3, 26, 27, 44, 41, 15, 27, 12, 33, 35, 3, 3, 19, 24, 15, 31]
[43, 47, 31, 7, 31, 18, 40, 11, 44, 13, 34, 48, 26, 24, 29, 7, 27, 13, 32, 0, 20, 1, 42, 41, 25, 44, 20, 47, 16, 35, 14, 30, 16, 34, 42, 0, 29, 4, 33, 35, 40, 14, 48, 18, 39, 21, 46, 47, 31, 1, 0, 19, 24, 0, 30]
[2, 22, 25, 31, 11, 11, 7, 3, 29, 46, 14, 41, 29, 4, 14, 15, 25, 18, 44, 20, 0, 22, 24, 24, 17, 43, 35, 44, 10, 47, 30, 31, 21, 35, 50, 18, 17, 48, 11, 31, 37, 37, 30, 14, 1, 34, 40, 36, 40, 45, 21, 39, 21, 49, 43]
[18, 32, 25, 44, 42, 5, 26, 45, 9, 29, 0, 36, 47, 11, 49, 39, 2, 31, 38, 1, 22, 0, 40, 11, 50, 49, 4, 35, 33, 42, 19, 3, 7, 47, 21, 49, 22, 4, 38, 20, 3, 35, 39, 38, 6, 27, 12, 19, 35, 26, 38, 46, 6, 22, 26]
[16, 41, 50, 40, 9, 36, 30, 27, 42, 11, 23, 49, 19, 47, 40, 24, 44, 31, 3, 42, 24, 40, 0, 34, 18, 40, 37, 42, 29, 4, 4, 21, 43, 43, 19, 21, 39, 50, 28, 43, 39, 16, 26, 14, 41, 3, 7, 26, 7, 16, 7, 35, 32, 28, 30]
[42, 8, 14, 43, 13, 27, 35, 45, 7, 30, 28, 9, 4, 31, 20, 25, 12, 30, 5, 41, 24, 11, 34, 0, 3, 50, 15, 34, 36, 36, 9, 32, 14, 17, 49, 27, 13, 1, 0, 35, 19, 18, 47, 31, 26, 2, 14, 31, 30, 31, 40, 15, 0, 45, 47]
[28, 12, 40, 28, 50, 28, 50, 16, 8, 19, 30, 41, 31, 14, 16, 18, 38, 33, 22, 25, 17, 50, 18, 3, 0, 22, 48, 27, 20, 16, 38, 30, 41, 12, 49, 2, 23, 19, 0, 6, 36, 36, 7, 48, 27, 26, 18, 39, 21, 45, 39, 6, 18, 12, 15]
[6, 26, 30, 18, 1, 16, 10, 42, 4, 47, 50, 47, 12, 21, 29, 36, 27, 5, 7, 44, 43, 49, 40, 50, 22, 0, 34, 49, 2, 16, 42, 46, 5, 32, 48, 33, 44, 26, 30, 22, 49, 34, 19, 12, 2, 41, 33, 1, 45, 46, 43, 14, 29, 2, 26]
[35, 25, 10, 10, 7, 26, 48, 49, 14, 38, 37, 14, 16, 9, 36, 35, 41, 35, 28, 20, 35, 4, 37, 15, 48, 34, 0, 23, 20, 43, 17, 7, 37, 44, 40, 10, 39, 2, 0, 27, 45, 27, 10, 31, 27, 30, 28, 5, 34, 10, 24, 25, 12, 42, 28]
[0, 46, 5, 7, 50, 45, 48, 27, 46, 11, 38, 12, 35, 0, 41, 27, 41, 48, 34, 47, 44, 35, 42, 34, 27, 49, 23, 0, 49, 13, 5, 6, 31, 45, 15, 40, 3, 6, 24, 7, 42, 19, 14, 21, 27, 28, 16, 19, 26, 29, 7, 29, 50, 31, 3]
[29, 12, 24, 47, 48, 34, 17, 13, 0, 21, 3, 43, 42, 4, 4, 43, 25, 31, 27, 16, 10, 33, 29, 36, 20, 2, 20, 49, 0, 41, 18, 18, 45, 12, 0, 25, 2, 11, 1, 2, 43, 19, 6, 41, 48, 6, 30, 13, 28, 43, 24, 40, 11, 26, 6]
[7, 4, 6, 19, 13, 21, 22, 50, 16, 21, 31, 36, 21, 32, 39, 49, 23, 11, 28, 35, 47, 42, 4, 36, 16, 16, 43, 13, 41, 0, 44, 33, 46, 34, 1, 9, 42, 47, 49, 45, 29, 14, 4, 2, 5, 11, 27, 25, 9, 0, 24, 17, 11, 9, 25]
[49, 13, 42, 6, 25, 23, 45, 7, 9, 24, 29, 0, 15, 12, 29, 13, 27, 1, 41, 14, 30, 19, 4, 9, 38, 42, 17, 5, 18, 44, 0, 30, 25, 38, 42, 27, 39, 23, 38, 13, 10, 33, 43, 7, 27, 41, 24, 48, 18, 18, 41, 18, 45, 39, 42]
[36, 36, 10, 17, 36, 7, 49, 25, 41, 15, 26, 35, 4, 36, 19, 38, 0, 38, 9, 30, 31, 3, 21, 32, 30, 46, 7, 6, 18, 33, 30, 0, 26, 35, 6, 2, 28, 9, 10, 1, 23, 12, 34, 13, 38, 43, 26, 18, 27, 50, 2, 10, 4, 6, 22]
[30, 27, 22, 36, 49, 50, 33, 9, 20, 2, 27, 40, 4, 22, 37, 42, 40, 50, 8, 16, 21, 7, 43, 14, 41, 5, 37, 31, 45, 46, 25, 26, 0, 46, 11, 49, 37, 32, 7, 14, 42, 8, 14, 21, 15, 9, 16, 0, 36, 43, 7, 19, 28, 21, 11]
[48, 1, 22, 30, 50, 19, 17, 18, 9, 42, 34, 24, 1, 39, 24, 6, 40, 28, 14, 34, 35, 47, 43, 17, 12, 32, 44, 45, 12, 34, 38, 35, 46, 0, 22, 49, 36, 39, 6, 6, 29, 33, 14, 8, 44, 16, 47, 23, 8, 10, 40, 30, 2, 20, 5]
[27, 45, 18, 19, 33, 18, 42, 25, 6, 36, 0, 16, 48, 34, 32, 26, 45, 41, 30, 42, 50, 21, 19, 49, 49, 48, 40, 15, 0, 1, 42, 6, 11, 22, 0, 31, 32, 2, 12, 12, 2, 36, 50, 49, 36, 15, 23, 48, 41, 44, 15, 10, 48, 19, 41]
[24, 45, 50, 6, 39, 0, 23, 33, 48, 36, 39, 33, 3, 42, 24, 41, 47, 10, 6, 0, 18, 49, 21, 27, 2, 33, 10, 40, 25, 9, 27, 2, 49, 49, 31, 0, 29, 17, 15, 6, 28, 33, 48, 9, 42, 1, 23, 43, 11, 48, 11, 13, 48, 11, 39]
[33, 40, 5, 45, 37, 19, 48, 49, 39, 13, 25, 1, 13, 12, 15, 25, 25, 44, 7, 29, 17, 22, 39, 13, 23, 44, 39, 3, 2, 42, 39, 28, 37, 36, 32, 29, 0, 45, 23, 5, 37, 29, 30, 45, 41, 48, 41, 16, 21, 2, 21, 39, 30, 8, 22]
[25, 32, 41, 11, 45, 45, 25, 30, 13, 31, 33, 45, 46, 34, 49, 48, 5, 29, 50, 4, 48, 4, 50, 1, 19, 26, 2, 6, 11, 47, 23, 9, 32, 39, 2, 17, 45, 0, 0, 42, 3, 37, 27, 21, 32, 21, 10, 15, 42, 34, 27, 21, 15, 38, 32]
[48, 1, 50, 36, 20, 47, 21, 24, 2, 7, 29, 41, 28, 25, 39, 0, 50, 47, 9, 33, 11, 38, 28, 0, 0, 30, 0, 24, 1, 49, 38, 10, 7, 6, 12, 15, 23, 0, 0, 35, 10, 22, 47, 5, 1, 22, 47, 38, 34, 2, 20, 9, 12, 41, 0]
[38, 32, 17, 43, 0, 43, 6, 1, 2, 23, 28, 44, 6, 26, 26, 2, 7, 29, 3, 35, 31, 20, 43, 35, 6, 22, 27, 7, 2, 45, 13, 1, 14, 6, 12, 6, 5, 42, 35, 0, 9, 17, 0, 21, 31, 18, 48, 12, 19, 28, 34, 47, 49, 7, 37]
[34, 1, 31, 40, 27, 12, 2, 23, 39, 38, 37, 36, 10, 2, 6, 36, 28, 22, 26, 40, 37, 3, 39, 19, 36, 49, 45, 42, 43, 29, 10, 23, 42, 29, 2, 28, 37, 3, 10, 9, 0, 37, 14, 28, 22, 32, 32, 23, 26, 35, 24, 5, 41, 7, 19]
[35, 44, 36, 18, 19, 33, 20, 35, 4, 24, 37, 34, 33, 19, 36, 11, 21, 21, 27, 14, 37, 35, 16, 18, 36, 34, 27, 19, 19, 14, 33, 12, 8, 33, 36, 33, 29, 37, 22, 17, 37, 0, 45, 34, 35, 34, 19, 0, 12, 47, 7, 24, 43, 3, 24]
[1, 16, 50, 23, 0, 18, 13, 2, 50, 29, 10, 39, 25, 41, 24, 32, 6, 14, 44, 48, 30, 39, 26, 47, 7, 19, 10, 14, 6, 4, 43, 34, 14, 14, 50, 48, 30, 27, 47, 0, 14, 45, 0, 10, 28, 8, 44, 39, 2, 2, 17, 41, 22, 50, 3]
[49, 50, 15, 32, 49, 39, 31, 8, 3, 7, 27, 32, 11, 15, 32, 44, 22, 46, 41, 18, 14, 38, 14, 31, 48, 12, 31, 21, 41, 2, 7, 13, 21, 8, 49, 9, 45, 21, 5, 21, 28, 34, 10, 0, 50, 48, 11, 46, 13, 27, 21, 39, 46, 45, 38]
[15, 42, 26, 7, 37, 35, 36, 13, 44, 29, 30, 16, 44, 32, 41, 1, 36, 43, 15, 39, 1, 6, 41, 26, 27, 2, 27, 27, 48, 5, 27, 38, 15, 44, 36, 42, 41, 32, 1, 31, 22, 35, 28, 50, 0, 27, 20, 33, 6, 11, 45, 46, 28, 23, 6]
[38, 18, 18, 49, 43, 50, 25, 9, 6, 15, 40, 18, 32, 32, 27, 32, 28, 43, 27, 21, 34, 27, 3, 2, 26, 41, 30, 28, 6, 11, 41, 43, 9, 16, 15, 1, 48, 21, 22, 18, 32, 34, 8, 48, 27, 0, 6, 36, 15, 44, 26, 26, 15, 12, 22]
[29, 48, 28, 37, 17, 0, 13, 27, 20, 21, 28, 26, 25, 24, 12, 36, 37, 42, 12, 46, 40, 12, 7, 14, 18, 33, 28, 16, 30, 27, 24, 26, 16, 47, 23, 23, 41, 10, 47, 48, 32, 19, 44, 11, 20, 6, 0, 29, 29, 33, 14, 38, 50, 38, 29]
[22, 39, 27, 34, 27, 14, 35, 19, 18, 25, 50, 4, 35, 14, 24, 3, 25, 26, 33, 47, 36, 19, 26, 31, 39, 1, 5, 19, 13, 25, 48, 18, 0, 23, 48, 43, 16, 15, 38, 12, 23, 0, 39, 46, 33, 36, 29, 0, 17, 42, 31, 31, 24, 12, 33]
[8, 41, 33, 5, 42, 37, 3, 36, 47, 22, 31, 23, 44, 33, 23, 40, 36, 7, 35, 31, 40, 35, 7, 30, 21, 45, 34, 26, 28, 9, 18, 27, 36, 8, 41, 11, 21, 42, 34, 19, 26, 12, 2, 13, 6, 15, 29, 17, 0, 5, 40, 44, 12, 32, 6]
[13, 45, 34, 12, 14, 41, 27, 29, 42, 24, 42, 40, 22, 7, 44, 32, 1, 50, 3, 1, 45, 26, 16, 31, 45, 46, 10, 29, 43, 0, 18, 50, 43, 10, 44, 48, 2, 34, 2, 28, 35, 47, 2, 27, 11, 44, 33, 42, 5, 0, 1, 28, 19, 26, 15]
[9, 9, 15, 16, 50, 33, 29, 37, 21, 45, 41, 44, 9, 45, 45, 17, 46, 21, 3, 0, 21, 38, 7, 40, 39, 43, 24, 7, 24, 24, 41, 2, 7, 40, 15, 11, 21, 27, 20, 34, 24, 7, 17, 21, 45, 26, 14, 31, 40, 1, 0, 20, 2, 23, 6]
[37, 24, 45, 13, 12, 42, 7, 12, 42, 20, 50, 42, 41, 39, 8, 9, 5, 31, 19, 19, 39, 46, 35, 15, 6, 14, 25, 29, 40, 17, 18, 10, 19, 30, 10, 13, 39, 21, 9, 47, 5, 24, 41, 39, 46, 26, 38, 31, 44, 28, 20, 0, 10, 41, 1]
[44, 13, 1, 38, 38, 10, 19, 48, 45, 12, 9, 3, 44, 10, 0, 21, 3, 21, 24, 24, 21, 6, 32, 0, 18, 29, 12, 50, 11, 11, 45, 4, 28, 2, 48, 48, 30, 15, 12, 49, 41, 43, 22, 46, 28, 15, 50, 24, 12, 19, 2, 10, 0, 3, 13]
[40, 25, 24, 36, 4, 36, 7, 3, 39, 34, 44, 42, 34, 32, 43, 3, 38, 26, 15, 0, 49, 22, 28, 45, 12, 2, 42, 31, 26, 9, 39, 6, 21, 20, 19, 11, 8, 38, 41, 7, 7, 3, 50, 45, 23, 12, 38, 12, 32, 26, 23, 41, 3, 0, 40]
[48, 9, 45, 10, 26, 18, 13, 32, 12, 37, 25, 34, 32, 5, 36, 4, 14, 5, 31, 30, 43, 26, 30, 47, 15, 26, 28, 3, 6, 25, 42, 22, 11, 5, 41, 39, 22, 32, 0, 37, 19, 24, 3, 38, 6, 22, 29, 33, 6, 15, 6, 1, 13, 40, 0]
