N1,N2,...,Nx
[14, 25, 43, 43, 49, 38, 29, 19, 24, 47, 0, 26, 4, 9, 20, 27, 45, 23, 10, 3, 14, 22, 31, 12, 7, 28, 32, 25, 41, 16, 45, 1, 21, 23, 20, 5, 0, 7, 50, 32, 1, 31, 21, 44, 41, 5, 49, 5, 4, 25, 36, 45, 35, 19, 11, 29, 36, 25, 45, 43, 39, 17, 39, 35, 1, 46, 25, 41, 28, 46, 19, 30, 27, 0, 9, 11, 17, 35, 7, 13, 37, 44, 28, 5, 32, 24, 46, 12, 16, 2, 9, 26, 21]
[47, 47, 44, 32, 43, 23, 48, 27, 11, 4, 26, 0, 5, 34, 32, 5, 17, 29, 5, 6, 25, 16, 34, 20, 22, 42, 16, 0, 41, 0, 47, 22, 30, 33, 2, 24, 48, 3, 8, 49, 29, 10, 16, 16, 36, 27, 50, 31, 23, 15, 1, 37, 21, 39, 38, 1, 46, 17, 18, 16, 22, 29, 33, 6, 10, 35, 42, 21, 42, 3, 24, 48, 45, 35, 31, 22, 40, 29, 17, 32, 16, 28, 3, 30, 14, 50, 49, 40, 47, 31, 31, 32, 3]
[21, 5, 39, 37, 34, 29, 3, 2, 22, 15, 4, 5, 0, 50, 48, 47, 10, 9, 42, 23, 0, 34, 14, 27, 25, 40, 1, 40, 13, 18, 40, 43, 25, 38, 30, 21, 10, 38, 0, 31, 12, 27, 28, 18, 17, 50, 47, 20, 2, 12, 48, 27, 16, 22, 16, 39, 14, 37, 32, 44, 16, 39, 3, 41, 43, 32, 1, 50, 24, 47, 32, 24, 39, 6, 33, 15, 3, 12, 6, 41, 24, 6, 8, 28, 27, 40, 24, 23, 16, 22, 49, 1, 7]
[32, 11, 21, 33, 20, 47, 0, 6, 23, 0, 9, 34, 50, 0, 3, 43, 32, 16, 0, 25, 16, 29, 31, 40, 48, 5, 16, 9, 21, 21, 24, 33, 11, 31, 10, 19, 43, 35, 4, 13, 12, 2, 3, 46, 18, 17, 14, 13, 44, 40, 17, 40, 4, 30, 20, 38, 29, 25, 24, 14, 8, 7, 47, 37, 16, 26, 27, 14, 3, 22, 43, 15, 50, 35, 24, 19, 47, 0, 39, 29, 41, 4, 6, 24, 7, 8, 10, 40, 16, 0, 0, 33, 12]
[32, 20, 11, 13, 5, 13, 45, 25, 13, 48, 20, 32, 48, 3, 0, 16, 36, 22, 12, 30, 7, 26, 40, 40, 37, 3, 49, 8, 16, 0, 31, 1, 3, 5, 29, 1, 19, 43, 18, 6, 43, 7, 28, 26, 16, 28, 39, 11, 16, 7, 46, 47, 3, 28, 40, 1, 34, 37, 39, 6, 1, 6, 35, 32, 19, 34, 11, 14, 9, 2, 4, 26, 38, 15, 11, 14, 42, 24, 4, 47, 36, 11, 50, 36, 48, 3, 20, 2, 6, 37, 30, 26, 34]
[4, 23, 25, 36, 6, 50, 13, 49, 25, 1, 27, 5, 47, 43, 16, 0, 3, 6, 20, 30, 15, 36, 50, 20, 3, 0, 33, 15, 28, 11, 12, 4, 5, 47, 0, 20, 24, 14, 28, 23, 18, 47, 46, 21, 5, 32, 29, 16, 26, 21, 22, 32, 4, 30, 25, 44, 49, 45, 11, 36, 44, 21, 36, 23, 31, 41, 9, 10, 46, 5, 46, 5, 3, 49, 48, 1, 0, 42, 30, 47, 27, 46, 11, 21, 27, 44, 46, 37, 47, 29, 39, 15, 15]
[22, 21, 36, 37, 12, 7, 50, 38, 21, 42, 45, 17, 10, 32, 36, 3, 0, 39, 10, 9, 21, 49, 37, 35, 22, 6, 46, 22, 18, 37, 5, 1, 4, 5, 36, 37, 16, 5, 13, 12, 35, 14, 13, 43, 30, 24, 7, 19, 27, 11, 25, 7, 40, 47, 18, 24, 22, 41, 5, 50, 26, 24, 42, 45, 37, 29, 32, 3, 48, 15, 37, 18, 42, 45, 8, 26, 21, 35, 44, 12, 42, 23, 21, 20, 0, 9, 46, 5, 40, 43, 37, 47, 30]
[44, 31, 36, 33, 5, 28, 0, 8, 50, 20, 23, 29, 9, 16, 22, 6, 39, 0, 11, 35, 16, 39, 10, 17, 20, 43, 12, 42, 48, 37, 0, 16, 8, 2, 44, 44, 7, 0, 49, 41, 31, 9, 9, 28, 13, 40, 42, 32, 37, 31, 22, 20, 39, 10, 34, 35, 8, 21, 2, 9, 12, 8, 25, 4, 50, 31, 45, 41, 20, 0, 26, 34, 18, 22, 15, 42, 28, 50, 6, 27, 12, 24, 49, 9, 26, 21, 0, 0, 8, 3, 18, 48, 20]
[46, 13, 9, 42, 9, 46, 30, 24, 27, 9, 10, 5, 42, 0, 12, 20, 10, 11, 0, 10, 29, 13, 33, 19, 29, 48, 5, 38, 16, 11, 30, 36, 42, 22, 25, 0, 35, 23, 47, 39, 6, 0, 2, 33, 39, 21, 19, 15, 20, 34, 11, 3, 45, 4, 49, 45, 33, 4, 48, 49, 28, 37, 7, 41, 13, 29, 41, 47, 12, 25, 42, 20, 29, 15, 50, 48, 28, 15, 20, 35, 38, 18, 10, 6, 6, 2, 24, 50, 7, 3, 5, 43, 49]
[37, 7, 5, 2, 48, 25, 31, 12, 18, 7, 3, 6, 23, 25, 30, 30, 9, 35, 10, 0, 45, 36, 40, 20, 39, 15, 14, 47, 37, 25, 43, 44, 32, 26, 34, 23, 1, 42, 38, 45, 16, 39, 15, 17, 6, 48, 8, 30, 26, 3, 5, 13, 5, 40, 24, 45, 48, 49, 27, 35, 13, 25, 6, 34, 7, 46, 40, 33, 7, 21, 21, 2, 11, 14, 40, 46, 33, 50, 10, 12, 16, 29, 20, 18, 22, 30, 44, 1, 36, 2, 44, 27, 18]
[29, 14, 32, 5, 42, 31, 50, 10, 15, 46, 14, 25, 0, 16, 7, 15, 21, 16, 29, 45, 0, 47, 13, 25, 49, 37, 15, 32, 30, 26, 27, 40, 39, 8, 20, 37, 11, 35, 45, 29, 50, 25, 25, 47, 35, 0, 22, 39, 23, 34, 32, 22, 22, 15, 4, 47, 33, 14, 4, 41, 2, 3, 7, 29, 5, 26, 47, 20, 3, 17, 43, 48, 37, 32, 30, 38, 30, 37, 35, 19, 24, 17, 24, 26, 12, 3, 23, 0, 16, 37, 43, 47, 23]
[45, 25, 39, 7, 4, 26, 8, 18, 4, 39, 22, 16, 34, 29, 26, 36, 49, 39, 13, 36, 47, 0, 9, 27, 32, 8, 25, 39, 21, 43, 23, 21, 12, 45, 37, 3, 3, 24, 36, 44, 34, 45, 28, 43, 4, 22, 20, 15, 32, 39, 17, 50, 39, 7, 35, 11, 31, 35, 3, 45, 47, 15, 9, 22, 32, 12, 30, 23, 8, 15, 36, 35, 36, 21, 43, 19, 24, 10, 32, 20, 15, 47, 2, 26, 0, 37, 10, 40, 38, 33, 27, 20, 40]
[1, 5, 33, 9, 35, 25, 14, 13, 2, 20, 31, 34, 14, 31, 40, 50, 37, 10, 33, 40, 13, 9, 0, 44, 12, 1, 2, 5, 5, 38, 43, 20, 33, 16, 29, 15, 2, 11, 21, 49, 5, 14, 28, 34, 3, 24, 46, 14, 46, 34, 39, 28, 49, 38, 47, 41, 12, 12, 3, 48, 7, 50, 10, 40, 38, 17, 46, 21, 9, 48, 48, 48, 18, 6, 25, 45, 10, 4, 7, 36, 42, 19, 27, 24, 47, 26, 37, 14, 18, 50, 31, 18, 19]
[0, 38, 36, 3, 4, 21, 10, 43, 33, 39, 12, 20, 27, 40, 40, 20, 35, 17, 19, 20, 25, 27, 44, 0, 26, 45, 50, 38, 34, 44, 47, 7, 18, 45, 29, 37, 15, 38, 32, 25, 8, 13, 21, 6, 31, 14, 38, 6, 36, 3, 24, 24, 16, 31, 9, 47, 39, 31, 36, 50, 30, 49, 46, 7, 49, 36, 34, 46, 1, 4, 29, 41, 31, 48, 17, 26, 12, 34, 6, 7, 1, 30, 9, 11, 38, 29, 16, 28, 27, 49, 7, 29, 39]
[40, 5, 12, 2, 7, 15, 48, 22, 11, 15, 7, 22, 25, 48, 37, 3, 22, 20, 29, 39, 49, 32, 12, 26, 0, 36, 14, 10, 27, 48, 3, 26, 45, 16, 16, 28, 38, 36, 25, 46, 43, 41, 16, 0, 14, 32, 46, 39, 28, 39, 46, 38, 49, 23, 40, 7, 34, 43, 1, 29, 33, 32, 34, 26, 27, 7, 32, 27, 1, 5, 43, 23, 35, 48, 1, 28, 3, 40, 26, 48, 26, 12, 39, 0, 2, 39, 25, 24, 47, 49, 11, 5, 14]
[40, 0, 8, 47, 10, 35, 27, 29, 30, 0, 28, 42, 40, 5, 3, 0, 6, 43, 48, 15, 37, 8, 1, 45, 36, 0, 10, 47, 9, 2, 22, 9, 50, 18, 46, 13, 16, 24, 2, 1, 28, 31, 20, 5, 10, 13, 15, 22, 31, 15, 26, 1, 6, 4, 44, 36, 42, 35, 26, 0, 11, 49, 38, 19, 50, 39, 11, 43, 14, 46, 26, 17, 24, 27, 29, 0, 8, 34, 45, 40, 49, 34, 32, 16, 31, 27, 30, 30, 33, 39, 12, 1, 44]
[37, 43, 27, 50, 41, 40, 4, 45, 18, 27, 32, 16, 1, 16, 49, 33, 46, 12, 5, 14, 15, 25, 2, 50, 14, 10, 0, 16, 42, 5, 48, 4, 8, 38, 5, 35, 4, 29, 32, 1, 29, 23, 26, 20, 41, 37, 25, 6, 29, 15, 10, 43, 6, 21, 18, 14, 11, 32, 15, 47, 34, 49, 45, 32, 12, 23, 45, 29, 19, 45, 47, 30, 8, 39, 45, 41, 17, 36, 5, 23, 1, 18, 39, 49, 11, 1, 48, 8, 6, 14, 4, 29, 1]
[0, 11, 43, 18, 32, 40, 38, 33, 26, 12, 25, 0, 40, 9, 8, 15, 22, 42, 38, 47, 32, 39, 5, 38, 10, 47, 16, 0, 7, 35, 28, 24, 9, 35, 4, 8, 28, 23, 10, 2, 21, 4, 34, 49, 12, 21, 43, 15, 12, 38, 29, 47, 40, 32, 35, 47, 3, 33, 5, 18, 35, 42, 6, 27, 14, 4, 49, 12, 46, 20, 12, 0, 18, 28, 1, 26, 21, 47, 0, 17, 21, 2, 0, 48, 23, 11, 48, 1, 4, 8, 5, 7, 37]
[1, 45, 9, 3, 0, 1, 1, 34, 39, 47, 41, 41, 13, 21, 16, 28, 18, 48, 16, 37, 30, 21, 5, 34, 27, 9, 42, 7, 0, 31, 35, 6, 16, 33, 6, 39, 28, 31, 39, 22, 38, 17, 21, 26, 7, 24, 39, 36, 19, 15, 50, 14, 49, 14, 36, 18, 13, 37, 50, 20, 16, 33, 49, 9, 12, 32, 28, 22, 8, 1, 2, 34, 1, 43, 21, 25, 2, 32, 25, 17, 16, 19, 9, 5, 48, 39, 0, 9, 19, 12, 18, 40, 46]
[19, 40, 39, 29, 18, 43, 29, 45, 12, 32, 16, 0, 18, 21, 0, 11, 37, 37, 11, 25, 26, 43, 38, 44, 48, 2, 5, 35, 31, 0, 42, 29, 25, 27, 15, 26, 34, 39, 47, 6, 42, 17, 26, 2, 40, 22, 1, 31, 1, 22, 45, 28, 21, 22, 34, 2, 43, 9, 14, 35, 22, 43, 46, 24, 31, 23, 46, 9, 49, 23, 1, 33, 30, 24, 34, 29, 35, 17, 39, 19, 47, 40, 11, 25, 39, 31, 35, 29, 6, 24, 35, 32, 37]
[45, 32, 18, 11, 10, 6, 24, 8, 5, 11, 45, 47, 40, 24, 31, 12, 5, 0, 30, 43, 27, 23, 43, 47, 3, 22, 48, 28, 35, 42, 0, 21, 15, 27, 42, 24, 8, 16, 48, 48, 47, 43, 35, 8, 38, 40, 13, 33, 41, 36, 32, 3, 32, 13, 31, 30, 3, 2, 5, 10, 27, 25, 13, 37, 19, 20, 8, 27, 16, 31, 7, 14, 24, 26, 4, 46, 41, 21, 10, 35, 23, 38, 19, 11, 8, 21, 44, 24, 23, 10, 7, 4, 29]
[13, 32, 41, 3, 14, 36, 35, 20, 22, 20, 1, 22, 43, 33, 1, 4, 1, 16, 36, 44, 40, 21, 20, 7, 26, 9, 4, 24, 6, 29, 21, 0, 45, 20, 44, 21, 39, 33, 2, 49, 21, 28, 0, 48, 30, 30, 39, 46, 12, 41, 33, 5, 41, 19, 33, 7, 10, 21, 20, 43, 3, 16, 29, 15, 8, 48, 8, 21, 31, 9, 42, 11, 21, 15, 23, 16, 10, 17, 48, 29, 21, 43, 36, 27, 24, 49, 33, 23, 48, 48, 44, 2, 31]
[48, 44, 41, 9, 41, 28, 28, 28, 42, 20, 21, 30, 25, 11, 3, 5, 4, 8, 42, 32, 39, 12, 33, 18, 45, 50, 8, 9, 16, 25, 15, 45, 0, 38, 8, 27, 27, 14, 2, 9, 42, 34, 12, 48, 25, 30, 41, 31, 48, 37, 28, 21, 2, 6, 2, 42, 47, 37, 49, 46, 42, 23, 19, 2, 46, 22, 38, 18, 46, 6, 8, 13, 43, 24, 31, 34, 45, 26, 30, 21, 8, 33, 26, 11, 40, 9, 27, 1, 50, 49, 20, 1, 45]
[4, 20, 22, 50, 6, 45, 27, 35, 44, 46, 23, 33, 38, 31, 5, 47, 5, 2, 22, 26, 8, 45, 16, 45, 16, 18, 38, 35, 33, 27, 27, 20, 38, 0, 31, 20, 41, 8, 16, 48, 26, 22, 37, 38, 20, 12, 47, 38, 35, 46, 4, 32, 17, 37, 32, 4, 24, 47, 2, 8, 25, 8, 46, 9, 16, 44, 31, 40, 46, 34, 33, 30, 8, 16, 17, 30, 17, 12, 42, 30, 39, 20, 2, 16, 3, 29, 17, 42, 11, 0, 7, 29, 6]
[34, 4, 20, 19, 25, 50, 6, 14, 17, 27, 20, 2, 30, 10, 29, 0, 36, 44, 25, 34, 20, 37, 29, 29, 16, 46, 5, 4, 6, 15, 42, 44, 8, 31, 0, 2, 45, 4, 21, 23, 16, 24, 30, 41, 0, 9, 12, 27, 12, 31, 5, 6, 23, 43, 18, 33, 44, 12, 22, 29, 33, 42, 0, 12, 3, 18, 42, 11, 25, 43, 41, 12, 20, 6, 33, 33, 10, 9, 10, 18, 12, 23, 50, 18, 16, 1, 22, 3, 46, 7, 15, 42, 42]
[36, 20, 33, 16, 10, 46, 36, 14, 3, 43, 5, 24, 21, 19, 1, 20, 37, 44, 0, 23, 37, 3, 15, 37, 28, 13, 35, 8, 39, 26, 24, 21, 27, 20, 2, 0, 45, 12, 23, 4, 19, 36, 48, 48, 28, 36, 22, 30, 23, 31, 43, 4, 1, 24, 46, 18, 39, 18, 19, 45, 18, 26, 0, 23, 21, 26, 40, 24, 24, 14, 38, 3, 20, 34, 39, 33, 7, 9, 36, 19, 14, 40, 11, 19, 21, 23, 23, 14, 23, 20, 7, 19, 18]
[43, 8, 10, 10, 47, 50, 16, 0, 46, 19, 0, 48, 10, 43, 19, 24, 16, 7, 35, 1, 11, 3, 2, 15, 38, 16, 4, 28, 28, 34, 8, 39, 27, 41, 45, 45, 0, 48, 33, 18, 49, 45, 45, 42, 15, 22, 34, 18, 38, 19, 3, 42, 7, 5, 45, 35, 49, 40, 45, 4, 13, 36, 37, 45, 35, 36, 22, 48, 44, 48, 22, 21, 37, 45, 1, 14, 0, 5, 19, 46, 43, 1, 27, 22, 38, 21, 2, 14, 11, 30, 24, 18, 17]
[15, 12, 19, 36, 7, 38, 14, 29, 13, 16, 7, 3, 38, 35, 43, 14, 5, 0, 23, 42, 35, 24, 11, 38, 36, 24, 29, 23, 31, 39, 16, 33, 14, 8, 4, 12, 48, 0, 9, 16, 34, 24, 36, 34, 47, 4, 8, 30, 46, 9, 29, 17, 22, 24, 42, 31, 33, 8, 46, 17, 34, 44, 50, 11, 19, 35, 16, 50, 48, 17, 26, 32, 21, 18, 49, 46, 48, 17, 23, 20, 15, 19, 1, 44, 43, 0, 29, 7, 5, 11, 10, 48, 13]
[0, 22, 49, 12, 13, 24, 17, 20, 32, 1, 50, 8, 0, 4, 18, 28, 13, 49, 47, 38, 45, 36, 21, 32, 25, 2, 32, 10, 39, 47, 48, 2, 2, 16, 21, 23, 33, 9, 0, 21, 27, 26, 29, 15, 36, 23, 20, 29, 30, 25, 44, 1, 5, 43, 7, 45, 12, 14, 45, 1, 41, 8, 16, 29, 12, 30, 34, 20, 50, 5, 41, 20, 18, 45, 44, 7, 7, 30, 3, 35, 47, 43, 47, 17, 4, 0, 5, 4, 24, 12, 38, 38, 47]
[1, 35, 38, 29, 10, 27, 17, 12, 27, 10, 32, 49, 31, 13, 6, 23, 12, 41, 39, 45, 29, 44, 49, 25, 46, 1, 1, 2, 22, 6, 48, 49, 9, 48, 23, 4, 18, 16, 21, 0, 45, 40, 30, 1, 31, 8, 18, 6, 47, 16, 39, 6, 24, 24, 50, 50, 49, 21, 41, 47, 21, 13, 17, 21, 10, 5, 21, 19, 34, 10, 25, 50, 16, 31, 30, 40, 12, 49, 17, 3, 46, 20, 26, 25, 33, 31, 50, 1, 3, 20, 40, 27, 21]
[28, 20, 16, 30, 42, 31, 8, 22, 50, 26, 1, 29, 12, 12, 43, 18, 35, 31, 6, 16, 50, 34, 5, 8, 43, 28, 29, 21, 38, 42, 47, 21, 42, 26, 16, 19, 49, 34, 27, 45, 0, 10, 11, 15, 47, 48, 19, 26, 22, 24, 27, 37, 38, 43, 38, 41, 3, 48, 36, 32, 38, 44, 5, 49, 27, 2, 20, 47, 15, 21, 45, 20, 9, 19, 33, 27, 43, 32, 23, 44, 15, 49, 39, 34, 31, 14, 47, 39, 38, 34, 12, 22, 31]
[3, 30, 45, 4, 2, 0, 29, 35, 43, 42, 31, 10, 27, 2, 7, 47, 14, 9, 0, 39, 25, 45, 14, 13, 41, 31, 23, 4, 17, 17, 43, 28, 34, 22, 24, 36, 45, 24, 26, 40, 10, 0, 26, 7, 32, 13, 23, 6, 26, 34, 12, 4, 9, 49, 47, 46, 16, 15, 49, 17, 48, 11, 30, 34, 1, 34, 9, 46, 34, 0, 27, 42, 48, 24, 6, 42, 41, 27, 42, 22, 15, 34, 43, 38, 1, 2, 49, 33, 45, 22, 17, 40, 2]
[34, 20, 37, 12, 25, 3, 46, 1, 23, 8, 21, 16, 28, 3, 28, 46, 13, 9, 2, 15, 25, 28, 28, 21, 16, 20, 26, 34, 21, 26, 35, 0, 12, 37, 30, 48, 45, 36, 29, 30, 11, 26, 0, 25, 27, 41, 47, 46, 12, 48, 39, 41, 35, 36, 17, 35, 28, 28, 13, 35, 2, 20, 11, 36, 16, 26, 15, 21, 0, 13, 11, 50, 32, 49, 21, 44, 27, 33, 35, 1, 50, 31, 46, 37, 41, 15, 24, 5, 33, 38, 1, 2, 48]
[6, 36, 26, 3, 9, 8, 37, 45, 21, 19, 44, 16, 18, 46, 26, 21, 43, 28, 33, 17, 47, 43, 34, 6, 0, 5, 20, 49, 26, 2, 8, 48, 48, 38, 41, 48, 42, 34, 15, 1, 15, 7, 25, 0, 10, 17, 30, 46, 24, 1, 45, 23, 19, 3, 0, 34, 41, 25, 22, 20, 26, 43, 29, 27, 41, 22, 15, 35, 9, 24, 29, 40, 4, 35, 39, 21, 15, 28, 40, 20, 30, 36, 4, 1, 3, 2, 42, 33, 9, 49, 38, 45, 4]
[39, 0, 10, 0, 0, 38, 50, 9, 47, 0, 41, 36, 17, 18, 16, 5, 30, 13, 39, 6, 35, 4, 3, 31, 14, 10, 41, 12, 7, 40, 38, 30, 25, 20, 0, 28, 15, 47, 36, 31, 47, 32, 27, 10, 0, 46, 28, 43, 49, 31, 10, 47, 9, 6, 41, 9, 10, 7, 25, 46, 12, 18, 0, 6, 22, 38, 13, 49, 49, 47, 32, 4, 43, 16, 4, 48, 12, 50, 33, 8, 11, 37, 49, 10, 23, 14, 50, 35, 33, 14, 24, 17, 26]
[4, 26, 35, 28, 40, 34, 15, 3, 44, 14, 5, 27, 50, 17, 28, 32, 24, 40, 21, 48, 0, 22, 24, 14, 32, 13, 37, 21, 24, 22, 40, 30, 30, 12, 9, 36, 22, 4, 23, 8, 48, 13, 41, 17, 46, 0, 29, 12, 38, 19, 14, 49, 12, 12, 47, 43, 29, 5, 32, 26, 21, 16, 28, 1, 12, 5, 11, 41, 10, 10, 6, 15, 3, 34, 3, 21, 21, 9, 13, 37, 21, 5, 2, 30, 31, 47, 29, 4, 33, 11, 26, 5, 13]
[23, 11, 25, 36, 15, 4, 45, 32, 48, 29, 49, 50, 47, 14, 39, 29, 7, 42, 19, 8, 22, 20, 46, 38, 46, 15, 25, 43, 39, 1, 13, 39, 41, 47, 12, 22, 34, 8, 20, 18, 19, 23, 47, 30, 28, 29, 0, 36, 31, 21, 47, 21, 8, 35, 16, 34, 6, 15, 8, 42, 43, 29, 33, 15, 22, 19, 22, 41, 36, 21, 49, 8, 9, 25, 12, 9, 19, 12, 46, 35, 9, 42, 19, 25, 14, 2, 0, 48, 15, 19, 35, 0, 19]
[14, 16, 48, 12, 37, 17, 43, 41, 38, 25, 5, 31, 20, 13, 11, 16, 19, 32, 15, 30, 39, 15, 14, 6, 39, 22, 6, 15, 36, 31, 33, 46, 31, 38, 27, 30, 18, 30, 29, 6, 26, 6, 46, 46, 43, 12, 36, 0, 19, 26, 42, 41, 36, 4, 41, 10, 47, 16, 45, 43, 31, 16, 30, 26, 1, 6, 41, 45, 1, 32, 35, 17, 0, 14, 48, 3, 15, 18, 47, 11, 38, 31, 27, 48, 5, 14, 49, 26, 19, 48, 47, 22, 19]
[29, 17, 11, 48, 22, 22, 33, 30, 21, 2, 4, 23, 2, 44, 16, 26, 27, 37, 20, 26, 23, 32, 46, 36, 28, 31, 29, 12, 19, 1, 41, 12, 48, 35, 12, 23, 38, 46, 30, 47, 22, 26, 12, 24, 49, 38, 31, 19, 0, 15, 43, 11, 24, 27, 41, 40, 34, 20, 50, 26, 24, 49, 21, 45, 36, 0, 39, 3, 47, 40, 40, 44, 16, 28, 9, 46, 7, 23, 18, 4, 50, 20, 13, 5, 16, 10, 48, 30, 20, 50, 10, 39, 20]
