N1,N2,...,Nx
[22, 31, 41, 27, 32, 17, 27, 43, 44, 3, 21, 42, 15, 9, 37, 4, 50, 1, 21, 42, 38, 9, 18, 0, 48, 23, 28, 25, 32, 16, 47, 33, 3, 4, 28, 41, 22, 20, 8, 18, 7, 24, 44, 47, 12, 41, 14, 16, 42, 26, 21, 26, 22, 19, 34, 41, 6, 17, 34, 11, 12, 47, 21, 17, 4, 21, 28, 49, 40, 12, 12, 18, 40, 37, 45, 6, 44, 37, 41, 36, 34, 19, 14, 27, 21, 39, 38, 50, 37, 27, 16, 43, 39, 1, 43, 50, 49, 42, 43, 50, 24, 38, 11, 49, 2, 10, 10, 48, 41, 27, 4, 1, 44, 26, 17, 27, 29, 26, 28, 19, 13, 39, 13, 19, 13, 46, 34, 37, 19]
[41, 12, 30, 7, 12, 45, 14, 21, 6, 6, 21, 11, 34, 48, 45, 50, 32, 9, 48, 43, 13, 35, 20, 48, 0, 11, 39, 48, 35, 0, 33, 19, 10, 40, 14, 28, 35, 34, 46, 35, 32, 22, 16, 31, 36, 40, 30, 24, 21, 18, 20, 13, 50, 27, 30, 28, 36, 26, 18, 22, 27, 39, 21, 18, 12, 38, 8, 7, 12, 32, 0, 26, 46, 30, 31, 17, 20, 32, 8, 37, 28, 45, 43, 32, 50, 15, 29, 28, 1, 47, 34, 11, 25, 33, 33, 47, 28, 22, 36, 43, 44, 28, 1, 11, 11, 26, 14, 14, 7, 17, 20, 43, 30, 1, 19, 2, 28, 44, 12, 10, 26, 47, 47, 36, 4, 50, 47, 48, 29]
[28, 48, 13, 42, 24, 8, 24, 0, 20, 8, 20, 32, 30, 4, 26, 19, 7, 32, 2, 43, 11, 3, 40, 23, 11, 0, 41, 12, 24, 38, 33, 21, 44, 43, 42, 32, 11, 17, 43, 36, 39, 15, 8, 36, 9, 6, 13, 14, 31, 15, 18, 43, 1, 33, 32, 18, 34, 5, 42, 28, 28, 36, 49, 26, 50, 1, 25, 13, 11, 44, 41, 0, 22, 49, 15, 6, 50, 43, 28, 25, 36, 18, 1, 23, 15, 49, 31, 37, 6, 9, 43, 50, 30, 37, 22, 24, 39, 3, 5, 5, 50, 20, 39, 50, 8, 47, 36, 49, 1, 32, 31, 36, 23, 35, 50, 29, 30, 9, 4, 45, 21, 18, 25, 31, 15, 38, 27, 36, 35]
[0, 38, 45, 15, 23, 28, 48, 50, 49, 8, 46, 9, 16, 24, 6, 39, 30, 13, 29, 4, 32, 13, 39, 28, 39, 41, 0, 49, 16, 40, 28, 23, 18, 0, 23, 25, 49, 2, 28, 16, 11, 44, 8, 7, 10, 0, 44, 30, 12, 27, 19, 6, 19, 26, 19, 39, 37, 2, 30, 12, 26, 10, 31, 29, 25, 34, 7, 8, 24, 1, 23, 33, 3, 11, 38, 22, 36, 41, 31, 25, 21, 34, 50, 15, 41, 46, 39, 48, 0, 4, 31, 38, 17, 11, 25, 22, 18, 36, 16, 35, 10, 22, 37, 17, 35, 49, 42, 26, 16, 50, 17, 41, 23, 18, 20, 32, 37, 34, 30, 12, 26, 4, 40, 10, 8, 39, 8, 4, 49]
[25, 31, 4, 9, 19, 39, 4, 50, 10, 4, 11, 47, 49, 46, 49, 22, 36, 46, 33, 30, 40, 28, 24, 25, 48, 12, 49, 0, 38, 46, 15, 37, 7, 2, 17, 43, 31, 1, 46, 4, 19, 15, 1, 35, 13, 19, 33, 12, 25, 21, 19, 36, 9, 39, 18, 39, 11, 17, 0, 33, 23, 10, 27, 11, 2, 3, 37, 38, 1, 48, 49, 29, 10, 45, 40, 48, 15, 3, 12, 1, 23, 7, 44, 50, 29, 36, 10, 37, 42, 37, 17, 33, 16, 42, 29, 12, 48, 36, 30, 20, 50, 1, 43, 11, 23, 41, 37, 38, 7, 9, 4, 11, 18, 45, 6, 47, 27, 50, 0, 13, 46, 15, 14, 20, 16, 6, 34, 41, 16]
[18, 48, 46, 9, 24, 10, 4, 16, 45, 34, 17, 34, 43, 28, 29, 28, 46, 49, 32, 37, 42, 6, 13, 32, 35, 24, 16, 38, 0, 34, 49, 6, 21, 18, 47, 5, 9, 26, 42, 50, 2, 40, 9, 30, 11, 21, 1, 6, 39, 45, 0, 29, 36, 34, 50, 20, 8, 50, 11, 33, 0, 25, 41, 25, 10, 0, 12, 17, 17, 14, 12, 25, 28, 40, 19, 3, 10, 2, 18, 17, 1, 49, 45, 42, 18, 18, 13, 31, 23, 1, 37, 23, 24, 5, 27, 15, 0, 25, 6, 26, 15, 46, 2, 12, 33, 3, 36, 48, 37, 29, 25, 15, 20, 5, 8, 2, 23, 2, 36, 50, 24, 39, 42, 27, 12, 37, 42, 28, 24]
[14, 34, 1, 0, 37, 15, 8, 23, 29, 35, 9, 17, 9, 0, 49, 10, 20, 2, 11, 42, 9, 48, 5, 16, 0, 38, 40, 46, 34, 0, 46, 0, 34, 47, 2, 21, 13, 33, 50, 44, 5, 31, 10, 8, 15, 39, 35, 12, 49, 40, 35, 9, 1, 30, 40, 14, 31, 20, 47, 42, 16, 42, 36, 41, 6, 0, 47, 2, 4, 12, 10, 2, 5, 40, 0, 5, 45, 41, 31, 27, 21, 18, 32, 37, 12, 19, 5, 2, 11, 34, 9, 40, 38, 31, 46, 0, 5, 32, 10, 23, 14, 20, 39, 25, 0, 11, 5, 0, 48, 14, 8, 40, 37, 2, 45, 43, 22, 47, 44, 48, 3, 22, 15, 48, 40, 8, 44, 0, 16]
[23, 47, 43, 5, 7, 31, 16, 29, 45, 21, 42, 38, 4, 35, 41, 26, 21, 16, 29, 7, 39, 42, 50, 47, 33, 33, 28, 15, 49, 46, 0, 1, 28, 28, 15, 21, 34, 30, 49, 50, 17, 48, 36, 42, 34, 7, 43, 47, 32, 8, 1, 33, 27, 45, 26, 39, 22, 48, 22, 0, 20, 50, 40, 23, 17, 9, 32, 32, 48, 11, 43, 0, 24, 14, 42, 17, 6, 8, 49, 42, 49, 46, 0, 47, 33, 39, 21, 2, 6, 28, 19, 12, 49, 4, 26, 18, 16, 16, 41, 1, 6, 24, 37, 47, 38, 9, 4, 7, 11, 28, 28, 30, 14, 8, 41, 23, 41, 4, 8, 47, 43, 26, 48, 18, 38, 12, 25, 8, 24]
[49, 1, 0, 27, 13, 16, 34, 24, 19, 13, 15, 47, 41, 29, 31, 24, 6, 1, 42, 38, 19, 42, 18, 33, 19, 21, 23, 37, 6, 0, 1, 0, 44, 17, 17, 48, 39, 27, 7, 27, 15, 14, 38, 31, 50, 18, 44, 20, 40, 31, 11, 43, 28, 27, 4, 11, 50, 45, 21, 3, 3, 32, 38, 11, 31, 11, 44, 24, 29, 1, 30, 20, 4, 31, 4, 41, 0, 20, 11, 46, 10, 45, 23, 17, 39, 8, 36, 0, 45, 49, 22, 39, 27, 6, 25, 8, 45, 22, 27, 42, 7, 34, 48, 16, 18, 47, 21, 44, 31, 43, 40, 24, 10, 43, 4, 13, 18, 28, 44, 28, 43, 5, 16, 42, 9, 29, 14, 24, 20]
[35, 47, 17, 6, 49, 45, 10, 46, 47, 6, 44, 1, 41, 25, 2, 6, 4, 40, 35, 5, 25, 2, 21, 3, 10, 44, 18, 7, 21, 34, 28, 44, 0, 27, 30, 46, 15, 29, 2, 44, 7, 16, 17, 36, 46, 47, 33, 9, 45, 46, 37, 6, 29, 23, 5, 34, 3, 0, 31, 20, 3, 38, 47, 5, 14, 13, 29, 12, 5, 29, 38, 44, 17, 5, 47, 43, 6, 41, 6, 34, 41, 49, 0, 38, 40, 17, 43, 40, 17, 50, 11, 35, 26, 21, 4, 18, 35, 46, 24, 39, 35, 3, 44, 17, 45, 0, 9, 35, 16, 40, 26, 34, 17, 36, 39, 9, 46, 8, 41, 9, 40, 11, 23, 14, 45, 44, 40, 27, 34]
[32, 40, 44, 45, 4, 23, 37, 26, 50, 14, 12, 34, 49, 3, 20, 23, 1, 7, 28, 29, 43, 35, 8, 4, 40, 43, 0, 2, 18, 47, 28, 17, 27, 0, 11, 26, 37, 26, 10, 38, 29, 36, 49, 16, 39, 45, 17, 16, 2, 25, 12, 31, 26, 38, 7, 30, 21, 3, 11, 36, 33, 41, 14, 42, 47, 38, 14, 10, 37, 29, 18, 16, 38, 17, 42, 37, 21, 3, 7, 30, 46, 36, 44, 10, 27, 3, 3, 41, 4, 25, 37, 48, 8, 6, 28, 17, 4, 43, 4, 1, 36, 7, 35, 34, 18, 35, 37, 38, 24, 28, 47, 3, 26, 0, 10, 3, 21, 37, 14, 6, 44, 37, 43, 26, 42, 10, 16, 40, 22]
[18, 50, 27, 13, 32, 9, 19, 20, 5, 35, 5, 10, 12, 34, 42, 47, 30, 28, 40, 28, 6, 11, 46, 28, 14, 42, 23, 17, 47, 2, 15, 17, 30, 11, 0, 29, 46, 6, 17, 2, 25, 21, 0, 10, 48, 44, 43, 19, 46, 19, 42, 44, 33, 31, 19, 5, 21, 0, 27, 17, 30, 47, 29, 3, 23, 32, 11, 36, 0, 48, 6, 46, 12, 44, 50, 8, 38, 7, 14, 12, 6, 26, 28, 21, 49, 49, 22, 35, 47, 5, 2, 16, 4, 11, 33, 46, 6, 27, 49, 43, 9, 38, 36, 4, 21, 27, 34, 22, 27, 0, 10, 39, 41, 50, 41, 40, 38, 42, 34, 1, 38, 28, 45, 28, 34, 33, 11, 38, 35]
[18, 17, 6, 45, 25, 14, 39, 17, 15, 40, 40, 45, 36, 21, 20, 15, 17, 8, 39, 2, 34, 9, 48, 41, 28, 32, 25, 43, 5, 21, 21, 48, 46, 26, 29, 0, 23, 3, 42, 28, 33, 21, 20, 4, 23, 11, 25, 33, 50, 3, 3, 26, 13, 39, 31, 49, 44, 45, 36, 30, 44, 25, 1, 33, 25, 44, 26, 2, 27, 18, 13, 49, 23, 25, 10, 12, 42, 18, 33, 46, 18, 23, 16, 18, 27, 40, 41, 11, 25, 47, 6, 40, 34, 15, 13, 11, 13, 9, 45, 6, 25, 44, 14, 36, 46, 39, 24, 48, 4, 15, 34, 17, 4, 11, 22, 48, 26, 47, 21, 40, 30, 15, 20, 15, 21, 26, 10, 40, 48]
