N1,N2,...,Nx
[39, 0, 38, 30, 9, 30, 40, 10, 39, 31, 0, 12, 5, 44, 46, 34, 40, 26, 3, 15, 4, 43, 12, 16, 6, 10, 49, 27, 43, 32, 44, 13, 6, 39, 0, 8, 50, 0, 18, 24, 22, 43, 47, 26, 29, 42, 35, 37, 4, 5, 27, 11, 21, 32, 10, 9, 7, 34, 27, 32, 41, 17, 1, 4, 32, 21, 13, 28, 36, 4, 34, 31, 38, 3, 47, 40, 18, 3, 50, 24, 10, 46, 30, 38, 28, 2, 26, 43, 25, 29, 37, 50, 41, 7, 48, 5, 7, 9, 49, 7, 42, 34, 24, 9, 12, 7, 8, 30, 47, 49, 27, 27, 30, 19, 47, 23, 18, 21, 25, 0, 44, 40, 35, 23, 0, 25, 45, 28, 46, 15, 11, 35, 15, 44, 47, 45, 7, 12, 13, 1, 33, 47, 47, 38, 42, 12, 34, 19, 34, 39, 41, 29, 24, 0, 17]
[32, 24, 21, 32, 20, 41, 13, 42, 18, 12, 12, 0, 18, 48, 47, 38, 22, 48, 1, 12, 4, 39, 48, 50, 2, 44, 4, 1, 6, 1, 10, 33, 7, 23, 22, 11, 4, 32, 26, 17, 28, 50, 25, 37, 18, 35, 9, 38, 47, 5, 15, 18, 42, 12, 14, 16, 0, 32, 30, 9, 36, 41, 16, 7, 17, 44, 3, 42, 41, 17, 27, 39, 5, 48, 43, 31, 2, 5, 47, 4, 23, 1, 6, 8, 21, 17, 37, 17, 7, 36, 9, 33, 28, 46, 48, 2, 5, 44, 27, 0, 28, 27, 13, 47, 4, 48, 4, 11, 22, 31, 13, 2, 27, 9, 1, 33, 22, 25, 38, 31, 1, 42, 6, 34, 34, 27, 30, 46, 1, 25, 43, 19, 10, 17, 50, 47, 3, 20, 21, 29, 15, 15, 37, 18, 14, 38, 18, 27, 2, 43, 46, 28, 11, 27, 31]
[26, 8, 2, 25, 19, 47, 9, 36, 4, 46, 5, 18, 0, 16, 21, 3, 43, 7, 41, 13, 29, 14, 26, 30, 47, 20, 30, 36, 30, 9, 0, 14, 3, 9, 32, 50, 13, 45, 41, 45, 2, 40, 7, 45, 44, 7, 32, 32, 1, 45, 17, 31, 27, 44, 14, 7, 5, 15, 18, 1, 6, 50, 23, 6, 15, 6, 16, 28, 17, 22, 21, 50, 32, 5, 3, 3, 30, 47, 4, 18, 34, 22, 34, 38, 7, 15, 18, 41, 23, 6, 21, 46, 3, 32, 22, 1, 46, 39, 24, 0, 30, 50, 19, 24, 6, 32, 50, 43, 20, 20, 35, 30, 37, 19, 20, 48, 21, 15, 9, 20, 14, 13, 38, 27, 42, 2, 47, 32, 4, 6, 11, 27, 32, 27, 12, 32, 23, 1, 17, 27, 47, 46, 23, 36, 10, 26, 50, 37, 29, 44, 1, 23, 32, 48, 8]
[3, 8, 36, 30, 36, 15, 46, 28, 49, 3, 44, 48, 16, 0, 10, 9, 14, 15, 10, 33, 9, 10, 35, 13, 26, 13, 4, 49, 33, 3, 34, 49, 30, 30, 36, 39, 0, 5, 5, 5, 31, 17, 37, 4, 37, 1, 16, 14, 43, 15, 31, 25, 39, 23, 10, 22, 7, 7, 14, 34, 27, 30, 8, 42, 27, 43, 43, 36, 49, 44, 38, 20, 41, 6, 49, 33, 40, 21, 32, 17, 44, 49, 48, 47, 38, 31, 49, 44, 12, 16, 23, 43, 3, 19, 33, 10, 27, 17, 11, 41, 38, 21, 13, 34, 14, 39, 18, 31, 28, 30, 7, 16, 27, 30, 27, 21, 36, 12, 25, 17, 1, 26, 7, 16, 26, 27, 42, 7, 13, 19, 0, 6, 48, 16, 46, 28, 16, 12, 21, 7, 19, 36, 30, 15, 14, 49, 8, 38, 29, 44, 37, 16, 22, 42, 25]
[8, 3, 19, 3, 9, 33, 34, 6, 41, 33, 46, 47, 21, 10, 0, 22, 20, 11, 29, 41, 20, 20, 19, 19, 24, 18, 43, 15, 12, 36, 26, 9, 7, 21, 40, 42, 49, 0, 49, 35, 21, 50, 39, 30, 16, 34, 47, 16, 34, 42, 44, 41, 40, 18, 26, 41, 3, 44, 49, 6, 44, 14, 48, 8, 48, 30, 9, 43, 21, 25, 8, 0, 33, 40, 48, 1, 10, 11, 43, 1, 24, 16, 4, 43, 19, 31, 4, 38, 37, 14, 31, 12, 33, 33, 9, 26, 21, 31, 12, 8, 46, 6, 49, 29, 49, 45, 46, 23, 21, 7, 2, 15, 43, 50, 40, 42, 34, 17, 46, 1, 15, 18, 45, 17, 17, 48, 16, 39, 50, 41, 13, 6, 47, 10, 21, 13, 11, 37, 37, 50, 17, 19, 32, 35, 7, 9, 36, 26, 47, 12, 33, 32, 39, 0, 47]
[0, 33, 43, 37, 30, 28, 1, 13, 35, 39, 34, 38, 3, 9, 22, 0, 11, 38, 17, 50, 15, 41, 19, 28, 47, 48, 28, 23, 31, 15, 34, 22, 32, 32, 22, 35, 2, 50, 4, 18, 4, 22, 4, 29, 34, 29, 23, 15, 8, 28, 41, 29, 32, 0, 26, 1, 38, 48, 11, 36, 4, 9, 30, 42, 23, 20, 41, 31, 2, 45, 7, 6, 28, 42, 44, 2, 5, 28, 25, 27, 19, 47, 17, 2, 42, 17, 36, 46, 29, 35, 35, 21, 24, 37, 31, 21, 28, 15, 30, 15, 35, 14, 4, 10, 3, 30, 40, 16, 48, 40, 15, 19, 41, 20, 42, 26, 50, 24, 33, 0, 25, 23, 1, 39, 2, 38, 1, 29, 1, 14, 26, 18, 9, 26, 6, 17, 19, 37, 2, 23, 29, 3, 50, 2, 32, 29, 40, 45, 39, 34, 28, 22, 24, 5, 8]
[38, 21, 17, 49, 11, 47, 22, 5, 28, 5, 40, 22, 43, 14, 20, 11, 0, 34, 47, 20, 16, 41, 38, 31, 49, 28, 31, 37, 23, 29, 40, 38, 30, 21, 4, 7, 38, 13, 43, 47, 31, 25, 36, 27, 6, 49, 5, 20, 43, 7, 28, 23, 31, 27, 26, 37, 28, 48, 40, 46, 26, 12, 11, 42, 49, 42, 11, 7, 13, 42, 32, 24, 18, 4, 7, 7, 25, 2, 32, 13, 29, 10, 12, 15, 34, 49, 22, 37, 41, 32, 21, 43, 48, 28, 8, 16, 22, 11, 27, 25, 2, 46, 39, 26, 22, 50, 28, 24, 40, 11, 39, 22, 48, 49, 34, 48, 16, 26, 7, 25, 42, 26, 38, 0, 14, 19, 41, 50, 10, 46, 17, 33, 40, 14, 1, 35, 7, 0, 43, 9, 15, 6, 22, 32, 3, 1, 4, 50, 6, 7, 2, 46, 18, 7, 39]
[3, 13, 46, 41, 3, 33, 22, 40, 40, 23, 26, 48, 7, 15, 11, 38, 34, 0, 26, 39, 14, 33, 40, 28, 50, 12, 27, 35, 12, 3, 45, 46, 13, 7, 36, 39, 30, 26, 30, 48, 21, 24, 41, 50, 28, 47, 4, 16, 39, 17, 7, 40, 6, 4, 27, 13, 49, 2, 22, 26, 1, 32, 46, 25, 32, 50, 6, 30, 8, 39, 32, 7, 17, 27, 10, 39, 46, 13, 46, 17, 47, 42, 25, 26, 47, 3, 1, 25, 14, 18, 5, 48, 37, 1, 13, 33, 44, 33, 36, 37, 35, 44, 32, 29, 7, 44, 15, 19, 2, 44, 4, 44, 13, 17, 26, 28, 1, 18, 12, 10, 20, 46, 39, 21, 39, 36, 38, 11, 8, 24, 40, 22, 40, 47, 22, 43, 8, 37, 17, 16, 7, 41, 13, 26, 29, 40, 23, 46, 31, 21, 11, 42, 38, 25, 35]
[3, 7, 11, 11, 12, 11, 5, 44, 1, 48, 3, 1, 41, 10, 29, 17, 47, 26, 0, 14, 4, 15, 49, 17, 32, 27, 15, 37, 20, 7, 41, 10, 36, 27, 35, 28, 10, 15, 23, 9, 29, 4, 41, 45, 39, 32, 48, 43, 4, 33, 30, 31, 44, 16, 43, 16, 24, 14, 9, 36, 12, 12, 36, 35, 0, 2, 14, 0, 47, 14, 47, 19, 9, 6, 5, 16, 12, 1, 0, 39, 22, 31, 38, 14, 40, 4, 39, 5, 1, 47, 8, 31, 15, 3, 4, 9, 30, 15, 19, 16, 33, 5, 50, 46, 49, 36, 47, 45, 16, 19, 18, 12, 24, 15, 38, 43, 13, 4, 19, 41, 20, 16, 37, 14, 46, 42, 26, 33, 2, 37, 29, 14, 7, 37, 38, 12, 19, 2, 0, 47, 25, 0, 21, 31, 11, 16, 48, 43, 36, 24, 3, 15, 39, 38, 26]
[50, 17, 3, 13, 35, 7, 30, 44, 12, 46, 15, 12, 13, 33, 41, 50, 20, 39, 14, 0, 45, 48, 39, 22, 25, 10, 6, 28, 3, 5, 19, 12, 37, 3, 13, 29, 39, 13, 26, 38, 35, 48, 2, 39, 29, 28, 13, 38, 11, 41, 41, 6, 43, 0, 15, 8, 36, 49, 32, 46, 22, 41, 32, 44, 32, 35, 10, 40, 20, 38, 33, 18, 13, 11, 43, 34, 18, 8, 35, 46, 28, 44, 9, 20, 14, 3, 42, 0, 45, 48, 48, 17, 0, 36, 41, 40, 21, 20, 37, 2, 11, 44, 21, 2, 27, 33, 27, 47, 7, 38, 40, 46, 31, 20, 2, 46, 40, 5, 16, 41, 49, 11, 34, 12, 6, 20, 18, 45, 29, 25, 19, 5, 13, 30, 36, 47, 0, 47, 5, 23, 28, 47, 48, 46, 46, 29, 15, 13, 23, 46, 32, 25, 30, 37, 46]
[43, 25, 23, 34, 17, 7, 35, 20, 11, 46, 4, 4, 29, 9, 20, 15, 16, 14, 4, 45, 0, 1, 12, 50, 33, 9, 3, 11, 37, 49, 33, 6, 7, 27, 33, 12, 43, 50, 30, 30, 24, 48, 5, 21, 25, 50, 20, 9, 7, 44, 31, 27, 36, 43, 22, 30, 22, 41, 50, 2, 16, 39, 26, 9, 34, 32, 32, 22, 20, 22, 1, 0, 34, 8, 4, 12, 39, 15, 23, 14, 6, 12, 30, 0, 20, 2, 20, 48, 31, 26, 13, 15, 7, 2, 7, 3, 50, 15, 0, 50, 34, 24, 28, 17, 41, 2, 11, 2, 5, 16, 6, 26, 23, 10, 20, 27, 14, 37, 41, 45, 36, 14, 5, 20, 43, 17, 8, 5, 19, 25, 20, 47, 20, 46, 12, 45, 35, 22, 43, 12, 16, 31, 7, 46, 6, 20, 45, 31, 9, 33, 2, 41, 16, 37, 47]
[24, 23, 0, 41, 26, 20, 26, 4, 39, 16, 43, 39, 14, 10, 20, 41, 41, 33, 15, 48, 1, 0, 17, 14, 39, 12, 11, 41, 8, 0, 35, 23, 17, 4, 4, 0, 27, 21, 36, 34, 40, 7, 26, 43, 47, 4, 45, 45, 0, 4, 26, 24, 46, 31, 42, 30, 42, 27, 30, 21, 19, 32, 49, 8, 27, 36, 22, 0, 4, 46, 19, 25, 17, 7, 26, 23, 17, 31, 17, 34, 2, 1, 11, 36, 25, 45, 28, 4, 39, 9, 23, 43, 23, 45, 27, 21, 5, 30, 36, 25, 45, 14, 3, 37, 50, 28, 12, 12, 18, 37, 37, 39, 48, 27, 6, 45, 46, 22, 40, 2, 5, 12, 46, 32, 27, 48, 28, 42, 33, 20, 12, 19, 45, 19, 40, 32, 14, 19, 30, 27, 44, 42, 26, 23, 24, 6, 48, 33, 40, 32, 21, 46, 22, 28, 23]
[13, 11, 46, 36, 16, 37, 4, 26, 7, 25, 12, 48, 26, 35, 19, 19, 38, 40, 49, 39, 12, 17, 0, 2, 11, 26, 45, 24, 0, 26, 49, 33, 24, 27, 45, 31, 28, 3, 2, 10, 23, 47, 15, 36, 19, 35, 34, 4, 37, 27, 16, 11, 1, 5, 29, 30, 10, 21, 4, 24, 18, 24, 3, 48, 44, 23, 3, 16, 2, 14, 9, 1, 39, 24, 22, 10, 49, 40, 17, 41, 4, 34, 3, 38, 46, 9, 49, 27, 7, 5, 27, 15, 49, 1, 18, 26, 37, 14, 8, 47, 50, 7, 24, 29, 26, 36, 35, 39, 22, 12, 33, 50, 47, 43, 10, 42, 42, 6, 12, 25, 33, 45, 6, 18, 8, 16, 36, 49, 49, 18, 20, 14, 47, 35, 16, 38, 2, 46, 12, 20, 5, 47, 48, 39, 27, 33, 49, 33, 31, 44, 5, 47, 24, 42, 13]
[16, 1, 42, 7, 46, 4, 33, 26, 40, 32, 16, 50, 30, 13, 19, 28, 31, 28, 17, 22, 50, 14, 2, 0, 43, 12, 32, 45, 47, 6, 44, 10, 41, 32, 13, 39, 27, 32, 40, 26, 13, 8, 16, 32, 47, 27, 46, 19, 44, 34, 48, 0, 14, 38, 2, 39, 31, 30, 16, 36, 42, 36, 39, 13, 50, 41, 29, 42, 0, 45, 26, 6, 20, 33, 16, 20, 11, 1, 32, 19, 36, 49, 11, 23, 46, 7, 6, 47, 10, 9, 13, 47, 2, 27, 7, 48, 16, 19, 28, 35, 26, 16, 47, 1, 28, 22, 25, 50, 30, 25, 48, 27, 25, 20, 30, 14, 38, 44, 43, 39, 30, 47, 46, 33, 30, 18, 16, 41, 14, 24, 48, 3, 34, 39, 6, 47, 45, 47, 24, 41, 45, 43, 7, 31, 12, 38, 40, 30, 27, 46, 28, 20, 8, 24, 14]
[18, 31, 32, 50, 4, 23, 6, 22, 3, 18, 6, 2, 47, 26, 24, 47, 49, 50, 32, 25, 33, 39, 11, 43, 0, 32, 34, 48, 21, 46, 5, 28, 35, 11, 44, 34, 1, 7, 44, 40, 39, 19, 35, 17, 25, 27, 19, 15, 14, 4, 40, 15, 26, 3, 12, 5, 12, 46, 31, 36, 27, 41, 5, 24, 25, 49, 18, 38, 17, 41, 19, 38, 9, 41, 5, 39, 31, 26, 41, 44, 44, 36, 41, 29, 22, 29, 39, 44, 11, 50, 48, 25, 43, 15, 24, 4, 50, 46, 18, 19, 42, 19, 30, 25, 50, 31, 12, 48, 15, 34, 11, 34, 13, 43, 29, 9, 39, 36, 46, 37, 2, 44, 6, 43, 18, 45, 35, 0, 49, 4, 24, 16, 15, 7, 20, 32, 13, 6, 3, 43, 43, 30, 26, 28, 15, 5, 50, 11, 20, 35, 19, 31, 45, 0, 1]
[30, 12, 30, 16, 42, 24, 0, 35, 21, 14, 10, 44, 20, 13, 18, 48, 28, 12, 27, 10, 9, 12, 26, 12, 32, 0, 33, 26, 21, 35, 34, 20, 38, 50, 21, 7, 41, 46, 17, 35, 48, 10, 50, 22, 0, 38, 25, 11, 9, 25, 49, 33, 49, 9, 23, 0, 30, 14, 29, 10, 49, 46, 25, 10, 22, 27, 38, 43, 3, 24, 8, 35, 26, 17, 13, 26, 2, 46, 43, 11, 4, 4, 7, 25, 49, 16, 46, 6, 1, 19, 20, 26, 19, 12, 9, 36, 46, 13, 8, 31, 40, 49, 40, 21, 44, 35, 6, 40, 8, 45, 47, 5, 29, 18, 41, 48, 16, 1, 27, 9, 13, 29, 49, 6, 39, 31, 22, 35, 32, 30, 10, 25, 0, 26, 26, 41, 36, 28, 1, 13, 20, 19, 41, 46, 23, 43, 48, 33, 21, 0, 43, 43, 19, 16, 49]
[50, 0, 0, 38, 47, 46, 17, 16, 10, 44, 49, 4, 30, 4, 43, 28, 31, 27, 15, 6, 3, 11, 45, 32, 34, 33, 0, 18, 15, 19, 48, 35, 2, 32, 22, 37, 36, 7, 21, 7, 14, 1, 48, 14, 7, 45, 38, 38, 50, 9, 43, 0, 13, 42, 32, 24, 20, 34, 34, 15, 14, 18, 32, 11, 36, 44, 15, 20, 2, 5, 37, 4, 20, 10, 20, 28, 4, 0, 34, 8, 26, 17, 0, 30, 28, 42, 7, 7, 13, 50, 19, 10, 37, 32, 43, 46, 15, 12, 14, 37, 20, 22, 15, 43, 29, 22, 46, 49, 25, 8, 20, 44, 1, 30, 2, 37, 26, 14, 0, 36, 33, 23, 33, 16, 9, 12, 40, 48, 38, 33, 27, 12, 28, 39, 23, 44, 20, 40, 26, 35, 0, 8, 40, 37, 0, 0, 7, 37, 45, 28, 2, 48, 17, 3, 32]
[14, 49, 24, 2, 38, 33, 37, 17, 44, 16, 27, 1, 36, 49, 15, 23, 37, 35, 37, 28, 11, 41, 24, 45, 48, 26, 18, 0, 11, 42, 50, 47, 5, 33, 7, 18, 5, 33, 37, 6, 35, 39, 13, 2, 7, 7, 17, 43, 37, 50, 46, 7, 28, 25, 9, 49, 27, 13, 39, 15, 38, 0, 16, 7, 42, 37, 47, 3, 14, 14, 10, 20, 5, 41, 41, 21, 10, 48, 39, 8, 31, 11, 3, 23, 16, 47, 36, 29, 3, 5, 2, 3, 19, 4, 25, 44, 10, 24, 13, 39, 32, 21, 38, 42, 47, 45, 16, 32, 7, 17, 47, 44, 20, 50, 29, 4, 24, 15, 8, 45, 42, 41, 10, 7, 3, 34, 6, 10, 45, 45, 18, 38, 22, 14, 36, 6, 6, 28, 27, 6, 26, 45, 48, 29, 49, 8, 34, 1, 35, 43, 17, 11, 50, 10, 39]
[18, 30, 46, 27, 20, 29, 29, 48, 26, 46, 43, 6, 30, 33, 12, 31, 23, 12, 20, 3, 37, 8, 0, 47, 21, 21, 15, 11, 0, 45, 34, 24, 12, 32, 8, 23, 3, 5, 38, 39, 3, 21, 9, 31, 37, 9, 41, 24, 14, 4, 10, 27, 48, 30, 19, 17, 13, 36, 23, 40, 47, 9, 12, 31, 31, 23, 9, 28, 16, 22, 34, 42, 8, 44, 26, 45, 21, 47, 15, 39, 33, 40, 40, 7, 9, 41, 12, 33, 18, 12, 29, 37, 25, 11, 31, 6, 33, 1, 44, 20, 28, 48, 24, 2, 43, 44, 8, 22, 41, 24, 9, 50, 23, 34, 14, 37, 37, 23, 40, 39, 21, 1, 10, 11, 3, 7, 1, 42, 50, 21, 35, 21, 47, 45, 37, 23, 32, 40, 8, 49, 16, 13, 5, 20, 21, 5, 50, 50, 49, 33, 3, 39, 28, 35, 40]
