N1,N2,...,Nx
[44, 46, 40, 23, 22, 44, 50, 35, 50, 0, 0, 22, 14, 41, 15, 21, 13, 0, 17, 3, 35, 20, 6, 44, 12, 2, 23, 38, 38, 27, 42, 26, 13, 3, 31, 32, 32, 35, 36, 47, 18, 2, 12, 27, 11, 1, 32, 34, 20, 47, 42, 30, 45, 5, 41, 49, 4, 4, 10, 44, 6, 49, 33, 31, 29, 23, 47, 0, 20, 32, 30, 14, 10, 6, 6, 47, 24, 23, 0, 30, 6, 28, 44, 42, 31, 24, 14, 46, 6, 12, 3, 32, 12, 49, 32, 47, 13, 50, 30, 34, 38, 31, 31, 46, 39, 27, 34, 20, 25, 44, 4, 42, 33, 12, 31, 40, 7, 23, 22, 10, 25, 30, 14, 42, 12, 46, 6, 33, 48, 9, 28, 14, 43, 19, 37, 12, 28, 15, 47, 23, 48, 32, 9, 33, 31, 22, 15, 48, 32, 42, 20, 36, 18, 1, 15, 20, 39, 7, 18, 12, 39, 42, 44, 30, 9, 21, 11, 9, 27, 31, 7, 2, 34, 42, 44, 35]
[25, 7, 34, 9, 20, 41, 6, 18, 34, 23, 22, 0, 6, 50, 31, 37, 26, 35, 1, 14, 2, 45, 31, 39, 24, 32, 48, 14, 46, 27, 4, 6, 8, 37, 17, 20, 14, 6, 43, 42, 35, 17, 44, 7, 34, 42, 20, 31, 12, 2, 17, 24, 34, 29, 10, 33, 28, 12, 40, 3, 17, 1, 47, 27, 26, 1, 45, 45, 21, 37, 17, 50, 1, 29, 38, 31, 20, 12, 40, 19, 17, 7, 32, 48, 19, 14, 33, 24, 25, 9, 9, 39, 2, 25, 36, 23, 5, 44, 34, 47, 19, 8, 0, 1, 2, 6, 24, 24, 24, 6, 30, 21, 24, 23, 30, 19, 23, 5, 13, 15, 47, 12, 44, 30, 6, 44, 37, 30, 17, 33, 17, 24, 37, 47, 17, 7, 24, 15, 29, 41, 26, 46, 35, 4, 35, 37, 23, 13, 13, 7, 37, 47, 26, 49, 44, 27, 18, 17, 1, 28, 50, 36, 16, 22, 50, 17, 9, 34, 6, 38, 45, 24, 18, 36, 8, 20]
[19, 40, 22, 41, 38, 30, 14, 1, 24, 4, 14, 6, 0, 27, 8, 35, 30, 38, 31, 18, 26, 10, 19, 29, 0, 4, 39, 48, 28, 30, 28, 31, 25, 13, 23, 34, 21, 31, 23, 12, 5, 27, 38, 13, 43, 1, 14, 15, 30, 28, 34, 33, 43, 23, 17, 50, 35, 35, 11, 40, 24, 10, 49, 25, 35, 5, 38, 39, 13, 17, 43, 32, 21, 18, 12, 43, 20, 15, 24, 39, 36, 49, 31, 23, 32, 28, 29, 35, 8, 5, 41, 49, 42, 38, 36, 12, 40, 7, 3, 7, 50, 41, 36, 28, 1, 1, 33, 24, 34, 12, 37, 31, 40, 38, 46, 19, 45, 16, 35, 14, 33, 4, 2, 10, 11, 29, 29, 22, 27, 20, 0, 2, 21, 44, 0, 32, 46, 27, 25, 50, 10, 46, 40, 17, 42, 45, 2, 45, 18, 13, 34, 23, 18, 21, 36, 22, 21, 20, 46, 48, 19, 35, 3, 26, 36, 39, 34, 31, 40, 2, 7, 34, 11, 12, 40, 32]
[36, 23, 14, 48, 45, 42, 42, 21, 18, 17, 41, 50, 27, 0, 23, 48, 38, 37, 8, 13, 10, 5, 48, 45, 33, 17, 41, 26, 42, 46, 21, 1, 42, 0, 10, 45, 25, 50, 6, 36, 43, 15, 10, 46, 26, 22, 38, 22, 15, 12, 45, 17, 20, 47, 6, 20, 8, 32, 20, 37, 43, 1, 41, 49, 6, 28, 45, 42, 11, 40, 3, 2, 23, 24, 9, 29, 34, 23, 30, 44, 22, 34, 39, 13, 7, 47, 44, 38, 45, 17, 3, 43, 10, 5, 3, 6, 32, 16, 6, 9, 30, 26, 41, 40, 32, 9, 38, 43, 43, 33, 30, 43, 35, 37, 21, 13, 13, 8, 0, 37, 40, 12, 23, 15, 28, 13, 4, 27, 1, 36, 1, 22, 6, 11, 17, 41, 49, 3, 25, 11, 3, 19, 30, 35, 19, 42, 35, 24, 8, 34, 47, 42, 24, 37, 3, 26, 36, 10, 44, 48, 9, 23, 11, 21, 11, 47, 47, 48, 48, 31, 12, 35, 13, 3, 33, 44]
[27, 35, 21, 5, 24, 49, 43, 28, 0, 37, 15, 31, 8, 23, 0, 4, 18, 2, 44, 3, 27, 2, 14, 47, 2, 45, 10, 2, 24, 39, 7, 7, 32, 34, 2, 27, 19, 20, 1, 23, 21, 37, 18, 35, 21, 14, 40, 25, 15, 39, 13, 14, 38, 39, 18, 36, 15, 2, 6, 14, 50, 6, 48, 48, 45, 14, 44, 17, 22, 16, 27, 7, 7, 34, 42, 16, 37, 5, 34, 7, 10, 6, 1, 27, 31, 0, 13, 31, 6, 5, 13, 27, 8, 1, 9, 50, 50, 29, 22, 48, 35, 46, 3, 34, 12, 44, 29, 14, 30, 26, 25, 24, 35, 17, 13, 20, 46, 34, 47, 48, 31, 41, 32, 37, 23, 25, 39, 30, 13, 2, 17, 12, 50, 10, 47, 23, 20, 37, 10, 37, 5, 2, 31, 36, 35, 1, 43, 3, 0, 38, 46, 0, 23, 31, 14, 37, 48, 18, 7, 38, 9, 42, 9, 37, 36, 36, 13, 10, 28, 19, 21, 41, 38, 44, 30, 0]
[43, 42, 14, 47, 3, 46, 44, 44, 23, 48, 21, 37, 35, 48, 4, 0, 12, 22, 17, 43, 44, 18, 6, 42, 14, 21, 7, 50, 43, 23, 36, 25, 30, 14, 36, 8, 13, 39, 22, 38, 26, 25, 31, 14, 36, 0, 47, 45, 28, 1, 10, 50, 0, 25, 15, 26, 41, 43, 37, 38, 25, 0, 24, 2, 17, 35, 33, 27, 49, 20, 8, 45, 22, 35, 41, 5, 3, 45, 25, 20, 3, 49, 41, 47, 20, 0, 2, 25, 0, 28, 40, 40, 32, 34, 10, 29, 31, 43, 19, 26, 42, 32, 28, 47, 47, 30, 49, 38, 35, 37, 9, 21, 11, 2, 21, 49, 42, 22, 18, 24, 1, 50, 7, 26, 18, 30, 44, 35, 29, 16, 17, 15, 50, 11, 37, 46, 36, 7, 22, 17, 11, 47, 5, 15, 48, 23, 8, 47, 31, 15, 4, 26, 43, 24, 39, 23, 34, 45, 43, 21, 18, 15, 43, 21, 44, 7, 48, 42, 47, 28, 24, 38, 8, 27, 9, 18]
[31, 49, 15, 48, 31, 31, 45, 19, 47, 20, 13, 26, 30, 38, 18, 12, 0, 36, 15, 30, 27, 18, 17, 44, 16, 43, 27, 46, 47, 44, 33, 40, 12, 29, 33, 1, 17, 18, 6, 42, 6, 4, 26, 34, 43, 32, 32, 4, 21, 15, 3, 43, 47, 30, 27, 29, 10, 45, 17, 34, 45, 29, 23, 16, 4, 38, 23, 11, 5, 30, 23, 37, 33, 1, 46, 13, 43, 14, 39, 43, 14, 12, 46, 10, 33, 26, 10, 6, 34, 33, 43, 41, 47, 0, 29, 50, 47, 26, 27, 26, 33, 12, 33, 44, 28, 29, 6, 28, 49, 19, 28, 37, 12, 42, 36, 27, 43, 36, 3, 8, 37, 15, 3, 43, 14, 6, 39, 21, 24, 6, 31, 31, 40, 2, 44, 20, 22, 26, 16, 33, 40, 33, 36, 40, 8, 4, 7, 28, 29, 2, 9, 2, 25, 42, 5, 0, 44, 43, 35, 30, 49, 0, 12, 27, 17, 22, 24, 8, 31, 46, 40, 26, 43, 27, 11, 23]
[31, 49, 4, 46, 32, 8, 20, 49, 2, 19, 0, 35, 38, 37, 2, 22, 36, 0, 23, 48, 41, 33, 35, 49, 9, 21, 23, 23, 22, 21, 9, 36, 18, 30, 22, 44, 9, 20, 6, 24, 20, 38, 20, 38, 48, 49, 16, 4, 5, 28, 50, 2, 29, 40, 12, 12, 45, 9, 21, 15, 11, 32, 26, 33, 40, 48, 2, 18, 35, 50, 25, 4, 43, 46, 16, 1, 6, 32, 46, 21, 4, 22, 48, 25, 37, 31, 49, 14, 21, 21, 8, 2, 45, 27, 39, 15, 44, 10, 19, 24, 47, 23, 20, 20, 28, 8, 35, 25, 31, 17, 0, 46, 8, 16, 18, 24, 8, 30, 29, 24, 14, 17, 11, 29, 13, 15, 49, 32, 15, 50, 20, 38, 44, 19, 25, 28, 29, 13, 24, 32, 32, 23, 0, 32, 10, 20, 42, 39, 22, 23, 37, 43, 0, 10, 22, 7, 42, 33, 37, 18, 17, 22, 16, 33, 32, 49, 20, 11, 36, 0, 34, 3, 33, 24, 38, 14]
[21, 13, 35, 22, 46, 11, 12, 24, 2, 9, 17, 1, 31, 8, 44, 17, 15, 23, 0, 44, 19, 41, 28, 49, 6, 46, 2, 15, 41, 35, 16, 1, 22, 9, 18, 4, 19, 5, 50, 16, 38, 47, 38, 39, 41, 19, 5, 36, 15, 34, 23, 32, 37, 49, 14, 32, 43, 20, 48, 5, 22, 22, 45, 45, 46, 21, 50, 37, 29, 38, 33, 29, 32, 31, 38, 5, 39, 40, 19, 45, 5, 34, 7, 34, 15, 15, 46, 28, 33, 42, 4, 46, 33, 18, 20, 21, 19, 19, 22, 33, 40, 20, 6, 14, 38, 43, 15, 14, 9, 27, 14, 38, 43, 8, 26, 10, 28, 40, 43, 5, 10, 3, 42, 38, 24, 16, 25, 24, 36, 31, 36, 23, 9, 6, 13, 19, 16, 29, 39, 39, 18, 43, 26, 30, 36, 41, 9, 4, 21, 48, 15, 34, 36, 27, 29, 24, 32, 16, 30, 37, 29, 46, 41, 34, 47, 7, 19, 39, 28, 1, 0, 5, 48, 49, 0, 8]
[45, 27, 40, 47, 20, 11, 27, 15, 24, 28, 3, 14, 18, 13, 3, 43, 30, 48, 44, 0, 39, 39, 40, 5, 35, 34, 11, 7, 31, 3, 34, 1, 44, 37, 23, 40, 26, 3, 48, 5, 34, 23, 39, 28, 19, 19, 33, 15, 50, 25, 37, 32, 14, 17, 39, 37, 27, 35, 44, 43, 42, 29, 4, 45, 28, 6, 49, 44, 48, 30, 25, 0, 35, 26, 45, 5, 12, 17, 18, 29, 5, 35, 31, 18, 6, 6, 50, 32, 9, 40, 8, 23, 27, 19, 34, 23, 28, 16, 6, 14, 49, 1, 23, 4, 0, 33, 46, 24, 41, 4, 2, 34, 13, 15, 1, 2, 10, 13, 21, 33, 8, 46, 28, 8, 44, 29, 1, 50, 24, 4, 3, 27, 27, 40, 22, 21, 8, 0, 22, 36, 31, 11, 4, 36, 37, 38, 25, 38, 1, 40, 49, 28, 45, 22, 13, 12, 43, 16, 1, 28, 0, 16, 35, 4, 41, 48, 36, 25, 47, 26, 50, 5, 26, 4, 37, 12]
[48, 27, 19, 45, 9, 2, 49, 46, 34, 41, 35, 2, 26, 10, 27, 44, 27, 41, 19, 39, 0, 17, 3, 2, 7, 1, 20, 43, 11, 9, 24, 20, 43, 34, 20, 1, 21, 47, 48, 46, 3, 41, 48, 44, 39, 10, 28, 26, 36, 15, 38, 13, 4, 30, 50, 10, 36, 32, 39, 17, 34, 42, 13, 10, 10, 16, 38, 47, 45, 46, 37, 36, 38, 2, 14, 7, 46, 44, 27, 45, 49, 31, 41, 16, 22, 24, 4, 12, 1, 43, 15, 13, 43, 30, 12, 14, 31, 35, 40, 33, 42, 9, 45, 39, 12, 39, 21, 50, 30, 48, 37, 20, 25, 46, 45, 19, 34, 49, 33, 35, 26, 46, 38, 22, 2, 2, 29, 37, 22, 5, 19, 48, 2, 41, 41, 37, 10, 10, 13, 43, 23, 34, 11, 20, 41, 37, 18, 5, 45, 16, 3, 31, 22, 29, 31, 6, 0, 42, 18, 2, 12, 7, 15, 36, 29, 9, 50, 41, 17, 18, 43, 31, 15, 47, 26, 9]
[25, 16, 36, 23, 45, 40, 18, 30, 48, 21, 20, 45, 10, 5, 2, 18, 18, 33, 41, 39, 17, 0, 34, 23, 3, 20, 35, 2, 46, 30, 22, 9, 34, 17, 24, 16, 33, 13, 6, 33, 0, 4, 12, 4, 4, 14, 17, 10, 3, 18, 19, 11, 35, 46, 9, 12, 50, 9, 10, 44, 13, 32, 22, 31, 40, 41, 49, 17, 47, 10, 48, 40, 28, 14, 37, 14, 0, 28, 12, 42, 14, 26, 28, 22, 50, 50, 42, 40, 39, 9, 40, 7, 24, 49, 0, 34, 35, 50, 18, 13, 46, 4, 40, 21, 49, 45, 43, 1, 40, 13, 9, 14, 5, 21, 30, 14, 28, 21, 29, 12, 5, 21, 8, 4, 50, 48, 31, 23, 9, 47, 36, 26, 50, 37, 30, 50, 43, 39, 34, 37, 39, 39, 9, 41, 14, 23, 12, 43, 44, 45, 18, 1, 30, 28, 30, 41, 49, 41, 8, 41, 48, 50, 2, 38, 48, 21, 36, 20, 39, 0, 41, 16, 9, 48, 22, 13]
[16, 21, 4, 40, 34, 32, 28, 44, 32, 49, 6, 31, 19, 48, 14, 6, 17, 35, 28, 40, 3, 34, 0, 48, 29, 6, 50, 40, 8, 0, 27, 43, 28, 18, 20, 45, 40, 45, 20, 46, 33, 34, 7, 34, 33, 36, 19, 4, 33, 20, 48, 26, 29, 25, 5, 43, 20, 7, 31, 45, 31, 41, 49, 31, 35, 0, 23, 13, 8, 0, 34, 25, 15, 18, 35, 47, 12, 42, 43, 36, 21, 27, 48, 34, 25, 11, 40, 21, 7, 46, 7, 45, 28, 20, 0, 16, 0, 35, 46, 19, 12, 4, 30, 31, 47, 35, 26, 19, 35, 1, 9, 18, 12, 34, 41, 49, 15, 31, 6, 45, 16, 21, 28, 29, 34, 46, 46, 7, 32, 20, 23, 0, 49, 15, 33, 34, 45, 33, 29, 37, 29, 44, 40, 9, 18, 10, 1, 35, 20, 41, 50, 0, 41, 18, 34, 42, 13, 29, 47, 7, 47, 23, 13, 7, 18, 32, 14, 42, 8, 21, 32, 45, 13, 28, 43, 47]
[34, 47, 12, 9, 15, 49, 33, 16, 38, 20, 44, 39, 29, 45, 47, 42, 44, 49, 49, 5, 2, 23, 48, 0, 5, 29, 9, 8, 47, 29, 41, 12, 46, 32, 44, 5, 40, 11, 34, 19, 49, 45, 7, 46, 26, 26, 2, 14, 0, 3, 49, 11, 23, 21, 39, 26, 39, 18, 28, 26, 36, 21, 3, 30, 40, 38, 4, 42, 43, 8, 12, 33, 8, 12, 25, 13, 6, 7, 44, 3, 29, 48, 45, 45, 33, 16, 22, 33, 17, 8, 32, 22, 31, 11, 36, 36, 13, 5, 14, 33, 29, 48, 10, 41, 2, 13, 42, 49, 11, 45, 25, 48, 10, 43, 21, 18, 19, 28, 38, 25, 44, 42, 31, 48, 28, 22, 27, 0, 16, 30, 20, 8, 24, 26, 41, 48, 25, 12, 23, 7, 35, 14, 18, 28, 49, 3, 49, 44, 31, 8, 49, 1, 33, 10, 8, 17, 21, 10, 45, 36, 24, 9, 1, 21, 32, 13, 28, 44, 21, 2, 23, 20, 45, 20, 22, 22]
[22, 42, 14, 25, 21, 1, 37, 8, 33, 47, 12, 24, 0, 33, 2, 14, 16, 9, 6, 35, 7, 3, 29, 5, 0, 15, 43, 35, 47, 0, 2, 4, 18, 12, 50, 42, 38, 21, 28, 25, 43, 8, 35, 35, 19, 31, 12, 11, 7, 28, 44, 40, 37, 4, 33, 6, 13, 4, 21, 22, 20, 20, 37, 48, 2, 45, 50, 40, 32, 48, 15, 21, 23, 1, 27, 34, 47, 0, 30, 20, 22, 21, 20, 0, 46, 28, 13, 10, 45, 43, 35, 42, 0, 8, 29, 1, 25, 40, 30, 5, 34, 25, 4, 35, 1, 33, 27, 29, 40, 17, 4, 22, 16, 35, 41, 18, 47, 40, 14, 21, 40, 13, 46, 18, 6, 50, 50, 22, 25, 36, 48, 32, 32, 28, 48, 0, 48, 9, 12, 19, 7, 21, 37, 34, 7, 5, 38, 37, 2, 45, 40, 0, 2, 33, 41, 49, 23, 1, 23, 3, 12, 39, 25, 49, 47, 39, 26, 42, 14, 23, 9, 5, 15, 33, 33, 47]
[29, 13, 41, 7, 11, 8, 39, 22, 37, 40, 2, 32, 4, 17, 45, 21, 43, 21, 46, 34, 1, 20, 6, 29, 15, 0, 2, 45, 17, 13, 29, 22, 42, 50, 38, 22, 1, 28, 35, 14, 5, 20, 29, 41, 43, 5, 14, 14, 3, 37, 42, 28, 34, 8, 5, 5, 10, 7, 17, 12, 41, 34, 38, 6, 19, 42, 4, 18, 37, 9, 50, 14, 39, 8, 16, 40, 1, 45, 4, 11, 19, 50, 25, 50, 5, 34, 8, 20, 38, 14, 3, 41, 22, 50, 47, 21, 43, 2, 32, 21, 21, 14, 23, 24, 47, 26, 48, 24, 19, 29, 30, 21, 44, 40, 26, 46, 2, 39, 25, 29, 14, 3, 24, 49, 16, 29, 35, 31, 1, 45, 2, 20, 26, 45, 47, 23, 42, 17, 6, 42, 27, 6, 35, 15, 42, 41, 29, 6, 46, 18, 38, 33, 5, 24, 48, 26, 40, 10, 42, 50, 39, 0, 13, 1, 24, 8, 23, 13, 12, 25, 25, 49, 49, 49, 50, 20]
