N1,N2,...,Nx
[2, 18, 40, 39, 5, 45, 34, 21, 6, 19, 0, 16, 31, 49, 33, 29, 0, 8, 47, 8, 42, 21, 32, 33, 14, 49, 9, 11, 22, 26, 5, 10, 41, 50, 7, 36, 7, 50, 26, 10, 16, 32, 20, 45, 47, 30, 8, 15, 35, 15, 46, 41, 41, 36, 17, 33, 24, 46, 40, 38, 38, 43, 3, 27, 30, 3, 33, 7, 30, 13, 50, 19, 14, 44, 45, 28, 33, 17, 49, 11, 16, 10, 36, 42, 22, 50, 6, 10, 1, 47, 50, 5, 50, 22, 45, 34, 33, 23, 0, 30, 27, 9, 6, 6, 2, 39, 9, 18, 48, 17, 26, 11, 22, 18, 50, 10, 20, 42, 27, 44, 40, 26, 7, 46, 19, 16, 50, 12, 37, 29, 16, 24, 38, 38, 21, 27, 3, 18, 6, 17, 18, 38, 10, 7, 40, 2, 24, 19, 14]
[13, 31, 28, 8, 6, 41, 2, 42, 44, 9, 16, 0, 18, 1, 44, 39, 23, 12, 3, 17, 18, 9, 27, 41, 45, 11, 24, 37, 38, 20, 32, 26, 32, 28, 25, 32, 16, 5, 49, 32, 0, 10, 8, 30, 31, 39, 18, 43, 3, 31, 48, 1, 9, 25, 18, 17, 15, 32, 3, 38, 31, 44, 21, 33, 0, 45, 5, 15, 28, 36, 39, 28, 44, 2, 4, 22, 16, 21, 1, 36, 32, 26, 50, 33, 29, 25, 34, 13, 43, 39, 45, 35, 26, 23, 6, 4, 2, 36, 37, 29, 33, 17, 47, 44, 0, 30, 43, 18, 34, 39, 39, 12, 50, 15, 30, 5, 42, 30, 47, 19, 27, 36, 5, 41, 39, 30, 48, 50, 39, 6, 41, 34, 2, 19, 31, 7, 14, 32, 1, 22, 31, 9, 29, 32, 7, 8, 17, 27, 29]
[13, 35, 39, 19, 14, 30, 6, 13, 38, 0, 31, 18, 0, 20, 41, 47, 6, 43, 42, 22, 40, 11, 11, 23, 14, 27, 37, 36, 46, 10, 3, 40, 34, 36, 26, 21, 36, 41, 45, 0, 3, 25, 20, 17, 45, 25, 6, 35, 40, 0, 27, 36, 13, 29, 5, 11, 19, 35, 46, 7, 16, 17, 49, 44, 50, 4, 4, 24, 22, 3, 45, 30, 49, 7, 21, 3, 33, 14, 13, 9, 23, 11, 30, 15, 35, 26, 10, 10, 20, 29, 43, 41, 21, 26, 49, 43, 50, 41, 10, 23, 38, 12, 46, 44, 40, 45, 50, 2, 3, 33, 49, 37, 14, 17, 29, 38, 43, 0, 19, 45, 34, 32, 9, 15, 49, 18, 21, 22, 15, 46, 13, 38, 25, 4, 14, 41, 32, 20, 25, 28, 47, 12, 24, 36, 11, 15, 43, 0, 4]
[1, 7, 19, 0, 9, 46, 50, 0, 32, 33, 49, 1, 20, 0, 14, 26, 13, 20, 15, 19, 29, 43, 39, 3, 29, 1, 33, 16, 49, 8, 45, 4, 36, 45, 49, 24, 31, 28, 0, 7, 20, 24, 37, 19, 32, 18, 24, 15, 23, 28, 27, 45, 21, 23, 36, 13, 29, 5, 37, 49, 14, 37, 25, 41, 40, 49, 5, 28, 5, 3, 19, 48, 18, 28, 12, 38, 31, 16, 23, 45, 27, 38, 14, 50, 34, 11, 15, 29, 32, 29, 47, 17, 49, 42, 37, 49, 41, 35, 31, 42, 44, 21, 17, 6, 24, 0, 11, 34, 21, 1, 12, 13, 7, 8, 26, 32, 12, 36, 29, 46, 1, 24, 40, 31, 30, 43, 5, 30, 27, 13, 29, 48, 35, 43, 50, 3, 14, 3, 13, 27, 49, 14, 2, 16, 10, 36, 1, 22, 0]
[36, 32, 43, 48, 17, 45, 10, 35, 19, 10, 33, 44, 41, 14, 0, 3, 32, 37, 49, 15, 44, 44, 44, 13, 7, 24, 34, 9, 40, 20, 14, 30, 1, 3, 33, 20, 4, 28, 43, 1, 46, 25, 45, 25, 30, 19, 41, 36, 49, 48, 41, 47, 32, 48, 38, 20, 24, 0, 37, 44, 26, 40, 39, 26, 0, 38, 15, 23, 4, 44, 5, 48, 15, 38, 19, 17, 18, 9, 46, 42, 44, 4, 11, 4, 21, 13, 17, 7, 0, 9, 18, 47, 31, 33, 40, 34, 47, 36, 33, 20, 50, 0, 37, 47, 9, 33, 24, 33, 2, 41, 50, 26, 28, 12, 43, 2, 6, 43, 24, 17, 3, 12, 6, 20, 36, 8, 49, 2, 50, 8, 41, 4, 8, 42, 23, 3, 8, 37, 49, 39, 36, 42, 21, 26, 39, 3, 26, 46, 18]
[41, 24, 34, 8, 22, 5, 37, 44, 17, 35, 29, 39, 47, 26, 3, 0, 6, 43, 36, 40, 27, 42, 43, 28, 9, 17, 0, 44, 27, 41, 48, 47, 28, 28, 28, 41, 22, 47, 23, 3, 19, 25, 12, 23, 12, 46, 39, 7, 16, 32, 7, 0, 26, 13, 14, 17, 35, 44, 8, 23, 11, 4, 6, 6, 3, 47, 36, 19, 22, 31, 30, 33, 45, 25, 22, 14, 8, 7, 2, 40, 28, 19, 8, 0, 6, 49, 32, 36, 47, 21, 40, 39, 15, 32, 2, 18, 37, 26, 3, 23, 37, 34, 22, 10, 15, 50, 19, 22, 45, 43, 23, 18, 0, 28, 50, 4, 22, 43, 30, 8, 18, 2, 25, 48, 37, 34, 9, 43, 13, 9, 16, 41, 12, 5, 6, 15, 48, 33, 4, 50, 28, 4, 28, 32, 10, 50, 43, 8, 32]
[15, 31, 14, 16, 9, 47, 34, 37, 29, 15, 0, 23, 6, 13, 32, 6, 0, 19, 35, 20, 32, 43, 46, 16, 31, 37, 33, 2, 47, 50, 28, 39, 48, 9, 31, 16, 19, 31, 10, 6, 4, 14, 22, 11, 8, 28, 48, 29, 1, 18, 43, 8, 46, 5, 26, 45, 33, 3, 4, 13, 36, 43, 16, 33, 18, 41, 41, 20, 44, 36, 46, 38, 13, 50, 18, 15, 44, 30, 15, 3, 33, 16, 26, 0, 16, 24, 25, 6, 37, 27, 5, 46, 9, 49, 20, 9, 26, 4, 47, 27, 5, 13, 45, 27, 44, 48, 10, 6, 1, 35, 46, 48, 48, 5, 20, 14, 43, 16, 31, 22, 3, 0, 0, 0, 36, 37, 33, 47, 50, 17, 30, 32, 8, 45, 30, 7, 0, 25, 36, 31, 40, 40, 9, 18, 49, 37, 42, 39, 46]
[23, 22, 47, 20, 9, 38, 42, 5, 24, 11, 8, 12, 43, 20, 37, 43, 19, 0, 11, 10, 44, 20, 11, 5, 33, 6, 0, 25, 3, 17, 36, 8, 7, 43, 18, 27, 18, 31, 19, 33, 38, 30, 20, 8, 24, 20, 7, 32, 47, 33, 41, 20, 32, 35, 48, 32, 7, 25, 34, 27, 1, 29, 18, 37, 50, 22, 18, 9, 17, 33, 4, 33, 23, 28, 12, 18, 2, 31, 26, 3, 45, 28, 36, 27, 38, 25, 10, 2, 15, 0, 21, 38, 44, 30, 48, 41, 12, 16, 33, 25, 3, 26, 32, 45, 5, 32, 47, 6, 46, 25, 47, 12, 4, 1, 34, 0, 36, 23, 20, 18, 7, 30, 5, 38, 15, 10, 43, 39, 24, 47, 35, 33, 28, 21, 7, 4, 19, 2, 18, 4, 47, 29, 3, 9, 23, 29, 31, 17, 19]
[44, 26, 42, 27, 50, 39, 19, 19, 4, 15, 47, 3, 42, 15, 49, 36, 35, 11, 0, 39, 13, 15, 13, 23, 12, 39, 12, 27, 38, 22, 37, 24, 8, 32, 39, 18, 26, 20, 19, 23, 9, 21, 29, 21, 45, 4, 48, 19, 0, 45, 48, 23, 35, 3, 31, 1, 8, 13, 31, 50, 13, 19, 46, 7, 2, 34, 13, 34, 6, 11, 12, 27, 39, 18, 43, 31, 43, 42, 15, 20, 3, 2, 20, 33, 32, 40, 7, 28, 9, 8, 31, 25, 2, 10, 42, 40, 6, 28, 37, 31, 35, 9, 26, 10, 3, 17, 42, 10, 7, 17, 9, 14, 44, 39, 43, 27, 14, 6, 32, 2, 36, 49, 7, 8, 18, 19, 4, 16, 8, 10, 3, 22, 39, 13, 28, 18, 7, 21, 48, 7, 38, 32, 43, 26, 18, 39, 20, 27, 17]
[17, 20, 25, 7, 8, 49, 5, 41, 7, 37, 8, 17, 22, 19, 15, 40, 20, 10, 39, 0, 14, 26, 47, 23, 2, 40, 40, 18, 33, 44, 28, 11, 22, 44, 23, 8, 47, 16, 30, 44, 45, 35, 45, 31, 25, 32, 11, 49, 41, 6, 9, 4, 10, 40, 1, 5, 5, 22, 18, 7, 41, 42, 50, 41, 6, 41, 29, 50, 31, 4, 13, 9, 50, 10, 45, 36, 40, 12, 40, 6, 47, 15, 22, 7, 17, 32, 12, 0, 15, 32, 25, 23, 3, 33, 8, 6, 45, 31, 1, 32, 34, 6, 21, 1, 50, 17, 26, 9, 32, 2, 13, 40, 40, 31, 8, 42, 46, 2, 8, 34, 39, 2, 22, 29, 21, 3, 37, 11, 4, 21, 28, 38, 5, 46, 19, 11, 46, 9, 39, 32, 20, 11, 17, 24, 2, 30, 40, 36, 16]
[20, 35, 13, 15, 30, 33, 47, 23, 46, 43, 42, 18, 40, 29, 44, 27, 32, 44, 13, 14, 0, 13, 42, 7, 31, 41, 37, 0, 2, 21, 34, 8, 25, 46, 4, 39, 1, 46, 11, 44, 1, 40, 37, 11, 7, 39, 16, 36, 35, 1, 15, 38, 20, 24, 35, 2, 7, 44, 25, 44, 32, 28, 7, 36, 2, 14, 16, 36, 11, 46, 3, 38, 5, 19, 16, 37, 50, 16, 37, 18, 16, 27, 13, 23, 15, 35, 6, 19, 33, 10, 14, 7, 21, 3, 24, 43, 2, 11, 49, 5, 39, 40, 31, 38, 22, 41, 26, 9, 48, 31, 41, 18, 6, 9, 36, 25, 38, 44, 9, 21, 48, 10, 9, 44, 49, 16, 7, 32, 13, 26, 27, 20, 38, 41, 50, 34, 13, 32, 38, 18, 37, 48, 33, 24, 21, 24, 9, 8, 8]
[5, 39, 14, 41, 22, 21, 38, 22, 13, 0, 21, 9, 11, 43, 44, 42, 43, 20, 15, 26, 13, 0, 19, 31, 35, 47, 21, 29, 17, 33, 19, 18, 45, 36, 0, 9, 31, 11, 1, 1, 22, 2, 11, 26, 42, 37, 6, 30, 10, 29, 28, 46, 38, 15, 40, 21, 38, 37, 32, 40, 35, 47, 31, 46, 9, 19, 24, 41, 8, 19, 21, 12, 6, 20, 14, 3, 4, 44, 49, 33, 49, 20, 15, 37, 7, 50, 49, 22, 42, 20, 40, 42, 32, 13, 0, 35, 12, 14, 49, 28, 14, 33, 49, 34, 7, 23, 32, 1, 49, 10, 39, 16, 26, 9, 46, 30, 41, 50, 43, 15, 48, 29, 31, 40, 35, 46, 44, 11, 39, 11, 8, 41, 39, 18, 46, 13, 31, 5, 9, 39, 23, 46, 44, 13, 4, 26, 28, 48, 9]
[31, 26, 5, 15, 0, 26, 24, 4, 38, 6, 32, 27, 11, 39, 44, 43, 46, 11, 13, 47, 42, 19, 0, 14, 14, 29, 43, 41, 7, 50, 11, 23, 46, 32, 25, 25, 39, 28, 6, 35, 3, 8, 26, 16, 18, 41, 8, 36, 50, 49, 37, 46, 9, 16, 16, 50, 49, 10, 8, 33, 17, 21, 4, 26, 28, 14, 15, 6, 39, 6, 21, 49, 22, 41, 46, 34, 34, 19, 39, 14, 24, 25, 31, 22, 5, 44, 44, 38, 22, 42, 48, 44, 9, 38, 10, 37, 45, 31, 29, 4, 33, 15, 29, 44, 16, 38, 0, 18, 22, 27, 23, 10, 1, 37, 23, 37, 49, 19, 9, 7, 45, 34, 3, 47, 10, 27, 17, 43, 50, 7, 18, 3, 35, 41, 16, 37, 37, 14, 5, 45, 16, 0, 41, 44, 9, 33, 47, 6, 0]
[46, 28, 6, 7, 49, 47, 40, 33, 48, 19, 33, 41, 23, 3, 13, 28, 16, 5, 23, 23, 7, 31, 14, 0, 21, 42, 18, 30, 16, 10, 38, 19, 25, 3, 14, 14, 13, 26, 10, 42, 4, 37, 39, 37, 34, 0, 17, 48, 43, 13, 0, 43, 42, 47, 35, 16, 43, 12, 36, 0, 38, 5, 32, 35, 1, 48, 2, 12, 36, 18, 19, 50, 16, 9, 14, 13, 2, 16, 3, 4, 48, 33, 2, 46, 47, 49, 33, 45, 24, 20, 5, 23, 10, 41, 46, 23, 39, 24, 34, 17, 47, 3, 11, 11, 46, 6, 30, 13, 27, 34, 40, 17, 26, 33, 31, 17, 47, 6, 5, 36, 44, 3, 46, 10, 14, 4, 17, 30, 28, 4, 27, 8, 45, 33, 29, 25, 13, 48, 49, 2, 5, 7, 49, 32, 15, 11, 19, 38, 9]
[27, 13, 32, 9, 39, 0, 41, 37, 4, 13, 14, 45, 14, 29, 7, 9, 31, 33, 12, 2, 31, 35, 14, 21, 0, 49, 27, 22, 5, 28, 48, 17, 33, 16, 36, 29, 31, 39, 25, 23, 9, 6, 48, 45, 2, 26, 32, 35, 45, 4, 8, 30, 46, 29, 28, 29, 46, 43, 23, 48, 30, 18, 2, 7, 29, 9, 19, 24, 22, 12, 45, 37, 11, 25, 36, 49, 9, 38, 3, 2, 38, 25, 19, 44, 39, 15, 33, 30, 25, 25, 9, 11, 31, 47, 29, 27, 41, 3, 40, 42, 30, 14, 5, 20, 3, 17, 8, 11, 22, 24, 14, 50, 25, 34, 5, 22, 37, 33, 28, 6, 2, 4, 33, 2, 7, 8, 48, 29, 8, 7, 42, 37, 49, 5, 44, 12, 4, 49, 14, 4, 13, 36, 41, 25, 49, 21, 1, 7, 9]
[15, 27, 30, 13, 22, 1, 6, 31, 46, 7, 49, 11, 27, 1, 24, 17, 37, 6, 39, 40, 41, 47, 29, 42, 49, 0, 10, 9, 40, 49, 45, 23, 40, 47, 2, 32, 43, 28, 23, 34, 35, 19, 36, 39, 15, 6, 7, 8, 1, 39, 35, 38, 0, 45, 50, 26, 8, 32, 43, 14, 48, 1, 40, 26, 21, 42, 29, 6, 0, 35, 40, 49, 25, 14, 19, 36, 14, 10, 22, 15, 29, 4, 6, 40, 3, 19, 33, 29, 15, 37, 12, 31, 3, 9, 35, 18, 42, 33, 22, 50, 14, 9, 34, 37, 38, 44, 9, 38, 5, 43, 49, 16, 14, 0, 29, 1, 49, 47, 26, 6, 30, 22, 0, 20, 39, 26, 41, 25, 12, 22, 48, 46, 12, 33, 47, 29, 18, 17, 30, 18, 13, 26, 17, 31, 29, 30, 29, 2, 17]
[12, 16, 44, 3, 35, 43, 40, 30, 47, 38, 9, 24, 37, 33, 34, 0, 33, 0, 12, 40, 37, 21, 43, 18, 27, 10, 0, 39, 5, 8, 10, 27, 29, 33, 24, 49, 23, 33, 50, 0, 31, 12, 46, 14, 3, 7, 20, 24, 34, 45, 48, 38, 31, 4, 24, 34, 34, 47, 21, 22, 15, 44, 11, 1, 3, 50, 22, 13, 49, 45, 8, 27, 11, 9, 13, 46, 45, 42, 35, 46, 24, 20, 21, 41, 29, 26, 31, 9, 14, 13, 2, 22, 43, 2, 40, 9, 24, 35, 22, 30, 27, 22, 41, 28, 17, 3, 5, 46, 11, 19, 12, 23, 33, 12, 38, 35, 34, 37, 44, 16, 28, 9, 44, 0, 1, 48, 48, 35, 22, 5, 40, 19, 9, 48, 13, 4, 26, 31, 14, 7, 42, 50, 1, 46, 15, 50, 47, 20, 48]
[39, 49, 4, 42, 36, 49, 16, 27, 28, 44, 11, 37, 36, 16, 9, 44, 2, 25, 27, 18, 0, 29, 41, 30, 22, 9, 39, 0, 10, 11, 41, 13, 1, 5, 21, 24, 2, 33, 48, 33, 34, 26, 40, 43, 9, 25, 4, 32, 43, 21, 8, 42, 8, 23, 26, 32, 30, 38, 31, 14, 50, 5, 25, 12, 49, 14, 11, 39, 23, 11, 26, 40, 0, 37, 43, 0, 33, 47, 47, 40, 28, 22, 24, 30, 35, 32, 30, 7, 39, 11, 23, 14, 45, 48, 36, 11, 20, 36, 43, 17, 40, 4, 17, 27, 4, 32, 42, 8, 27, 41, 41, 12, 2, 45, 23, 13, 25, 44, 27, 43, 47, 44, 36, 11, 22, 36, 6, 5, 15, 50, 34, 21, 23, 50, 49, 48, 22, 37, 41, 8, 40, 28, 25, 38, 2, 18, 32, 1, 6]
[27, 26, 39, 25, 33, 4, 10, 33, 24, 17, 22, 38, 46, 49, 40, 27, 47, 3, 38, 33, 2, 17, 7, 16, 5, 40, 5, 10, 0, 21, 5, 50, 45, 8, 12, 32, 5, 40, 21, 20, 31, 39, 28, 10, 31, 1, 28, 22, 21, 31, 34, 9, 31, 47, 4, 38, 47, 24, 30, 7, 43, 27, 2, 20, 36, 11, 28, 11, 20, 40, 43, 44, 28, 11, 30, 44, 35, 11, 10, 11, 1, 44, 4, 32, 11, 28, 14, 37, 50, 12, 42, 30, 31, 25, 1, 38, 23, 8, 26, 7, 30, 1, 8, 10, 28, 36, 45, 11, 5, 43, 48, 11, 34, 46, 11, 25, 43, 31, 6, 9, 34, 32, 2, 17, 35, 30, 46, 0, 36, 29, 14, 38, 43, 45, 6, 36, 44, 42, 26, 30, 6, 16, 9, 48, 15, 8, 9, 45, 35]
[21, 17, 15, 19, 48, 42, 28, 23, 0, 15, 26, 20, 10, 8, 20, 41, 50, 17, 22, 44, 21, 33, 50, 10, 28, 49, 8, 11, 21, 0, 45, 47, 20, 10, 45, 37, 29, 7, 0, 20, 39, 39, 35, 39, 47, 15, 47, 4, 1, 41, 3, 10, 14, 36, 31, 21, 46, 34, 1, 40, 30, 33, 3, 24, 44, 40, 4, 27, 39, 21, 43, 34, 29, 26, 33, 32, 7, 14, 26, 5, 9, 28, 10, 16, 8, 48, 18, 11, 34, 47, 45, 43, 27, 20, 10, 38, 19, 23, 26, 5, 1, 23, 4, 14, 0, 45, 32, 29, 33, 37, 14, 25, 37, 42, 4, 26, 21, 10, 4, 21, 23, 15, 47, 21, 4, 34, 18, 20, 6, 38, 25, 40, 11, 50, 39, 37, 4, 8, 31, 36, 6, 46, 28, 41, 23, 45, 38, 15, 9]
[14, 22, 11, 6, 6, 13, 12, 29, 24, 9, 5, 32, 3, 45, 14, 48, 28, 36, 37, 28, 34, 19, 11, 38, 48, 45, 10, 41, 5, 45, 0, 33, 8, 30, 27, 18, 35, 45, 24, 48, 33, 22, 32, 41, 24, 49, 50, 24, 47, 41, 6, 17, 45, 28, 42, 17, 21, 38, 20, 46, 9, 11, 14, 3, 2, 41, 1, 2, 32, 50, 20, 45, 20, 19, 8, 9, 29, 4, 35, 44, 31, 2, 9, 32, 6, 40, 25, 29, 35, 6, 34, 6, 1, 2, 2, 20, 15, 30, 37, 3, 5, 35, 39, 23, 34, 32, 4, 3, 21, 37, 42, 30, 44, 4, 16, 1, 50, 49, 22, 45, 0, 23, 45, 36, 8, 40, 49, 20, 29, 38, 32, 22, 7, 47, 8, 50, 3, 17, 42, 21, 36, 13, 23, 34, 8, 22, 7, 30, 23]
