N1,N2,...,Nx
[0, 27, 3, 16, 31, 12, 4, 31, 0, 20, 0, 14, 49, 6, 37, 9, 39, 5, 46, 47, 5, 26, 31, 20, 48, 8, 47, 46, 33, 14, 24, 41, 4, 33, 8, 10, 35, 10, 15, 4, 7, 34, 23, 7, 43, 34, 14, 33, 1, 12, 41, 0, 42, 27, 24, 31, 17, 30, 10, 11, 41, 20, 13, 44, 28, 19, 11, 47, 48, 36, 30, 11, 23, 34, 43, 33, 19, 49, 27, 0, 40, 21, 32, 9, 23, 0, 16, 22, 4, 11, 29, 5, 26, 24, 3, 41, 21, 16, 25, 8, 33, 1, 14, 46, 47, 26, 39, 46, 40, 3, 45, 38, 15, 18, 21, 43, 35]
[36, 5, 18, 13, 38, 22, 30, 34, 19, 21, 14, 0, 3, 49, 27, 31, 21, 37, 29, 38, 33, 5, 30, 26, 8, 34, 41, 15, 18, 21, 39, 43, 26, 2, 29, 22, 18, 15, 16, 30, 7, 47, 14, 17, 28, 18, 3, 8, 16, 22, 10, 32, 21, 23, 14, 7, 1, 10, 47, 9, 17, 9, 31, 19, 48, 41, 17, 12, 39, 32, 38, 30, 4, 1, 25, 47, 33, 13, 41, 34, 40, 20, 25, 38, 16, 16, 32, 28, 48, 19, 42, 31, 21, 26, 50, 20, 29, 33, 49, 8, 38, 33, 38, 33, 25, 23, 9, 18, 11, 30, 7, 26, 49, 41, 24, 47, 40]
[25, 21, 7, 41, 8, 16, 46, 21, 40, 23, 49, 3, 0, 45, 29, 46, 44, 8, 21, 40, 26, 48, 6, 22, 50, 50, 45, 28, 43, 50, 17, 17, 9, 25, 32, 44, 1, 36, 22, 35, 6, 13, 21, 4, 49, 19, 35, 5, 42, 49, 44, 43, 38, 10, 24, 0, 1, 26, 10, 48, 49, 15, 13, 1, 38, 20, 25, 17, 30, 40, 2, 27, 47, 47, 50, 10, 11, 48, 38, 3, 27, 39, 10, 21, 24, 31, 25, 33, 26, 34, 33, 47, 15, 48, 31, 50, 6, 20, 42, 35, 7, 24, 49, 10, 9, 2, 40, 21, 9, 38, 13, 46, 37, 7, 48, 2, 13]
[23, 19, 20, 40, 38, 44, 10, 45, 36, 49, 6, 49, 45, 0, 13, 49, 28, 0, 5, 23, 0, 22, 0, 39, 16, 49, 11, 29, 33, 28, 50, 6, 19, 10, 25, 30, 6, 34, 11, 25, 27, 9, 46, 12, 4, 38, 28, 33, 29, 24, 24, 2, 39, 10, 43, 31, 42, 22, 18, 38, 47, 46, 23, 30, 14, 35, 37, 50, 24, 41, 0, 12, 2, 4, 14, 36, 17, 18, 50, 28, 39, 32, 7, 28, 3, 24, 46, 26, 49, 8, 35, 30, 43, 32, 29, 12, 36, 12, 43, 41, 19, 17, 29, 22, 34, 8, 37, 22, 47, 15, 19, 44, 6, 19, 4, 17, 8]
[26, 27, 9, 12, 12, 5, 27, 18, 49, 42, 37, 27, 29, 13, 0, 37, 32, 38, 15, 45, 24, 1, 26, 0, 40, 3, 31, 6, 10, 33, 25, 47, 48, 35, 42, 26, 32, 19, 15, 43, 41, 14, 14, 46, 46, 43, 39, 13, 0, 33, 6, 21, 43, 7, 23, 3, 42, 9, 40, 24, 49, 41, 28, 28, 4, 31, 3, 49, 22, 29, 26, 48, 7, 43, 43, 21, 14, 50, 48, 42, 34, 17, 37, 31, 42, 44, 21, 47, 23, 18, 8, 33, 42, 12, 18, 31, 25, 45, 28, 5, 24, 39, 50, 35, 47, 14, 49, 26, 4, 6, 7, 6, 15, 0, 0, 10, 19]
[10, 2, 17, 7, 16, 9, 25, 28, 14, 45, 9, 31, 46, 49, 37, 0, 46, 20, 21, 4, 29, 32, 14, 8, 1, 43, 39, 11, 5, 8, 29, 10, 40, 49, 49, 50, 50, 25, 13, 18, 11, 28, 24, 19, 26, 24, 26, 5, 49, 16, 15, 25, 34, 25, 33, 45, 3, 13, 36, 10, 25, 13, 33, 48, 21, 19, 22, 4, 17, 17, 10, 20, 9, 17, 18, 3, 32, 46, 34, 26, 35, 26, 23, 33, 11, 35, 38, 41, 35, 5, 13, 12, 43, 8, 42, 42, 31, 14, 34, 5, 39, 46, 50, 14, 26, 3, 27, 18, 3, 49, 31, 22, 8, 15, 29, 31, 5]
[11, 33, 7, 29, 22, 16, 44, 14, 25, 26, 39, 21, 44, 28, 32, 46, 0, 31, 5, 32, 36, 27, 49, 35, 31, 4, 45, 4, 7, 47, 16, 9, 7, 28, 22, 2, 0, 43, 36, 39, 21, 17, 19, 17, 40, 44, 31, 33, 41, 44, 44, 40, 19, 5, 4, 31, 31, 39, 45, 33, 25, 3, 3, 26, 15, 39, 11, 17, 40, 33, 24, 18, 25, 49, 9, 42, 14, 29, 17, 34, 22, 36, 28, 16, 15, 50, 14, 5, 44, 13, 16, 5, 5, 24, 17, 46, 37, 50, 37, 14, 25, 29, 26, 35, 47, 37, 50, 30, 12, 28, 28, 24, 42, 32, 14, 39, 20]
[29, 18, 27, 23, 5, 30, 6, 40, 44, 22, 5, 37, 8, 0, 38, 20, 31, 0, 25, 15, 46, 31, 39, 7, 17, 38, 40, 21, 33, 25, 40, 11, 50, 38, 46, 28, 18, 5, 23, 46, 28, 23, 12, 43, 50, 37, 31, 14, 30, 0, 39, 9, 41, 2, 41, 35, 7, 48, 10, 29, 39, 15, 40, 42, 15, 4, 33, 33, 41, 3, 18, 18, 22, 47, 43, 5, 40, 27, 43, 41, 32, 27, 1, 40, 12, 35, 1, 0, 49, 12, 16, 50, 37, 16, 22, 46, 47, 42, 11, 4, 23, 33, 24, 11, 22, 21, 3, 25, 46, 48, 3, 38, 49, 44, 20, 15, 43]
[38, 19, 12, 8, 41, 25, 6, 2, 25, 35, 46, 29, 21, 5, 15, 21, 5, 25, 0, 38, 11, 39, 9, 31, 31, 10, 49, 25, 4, 31, 47, 12, 37, 9, 23, 38, 32, 20, 17, 42, 48, 16, 36, 37, 42, 11, 22, 45, 33, 38, 40, 41, 34, 19, 48, 32, 24, 10, 38, 17, 22, 35, 47, 10, 24, 8, 40, 27, 9, 44, 25, 4, 21, 35, 9, 35, 6, 40, 35, 22, 28, 46, 47, 11, 15, 4, 9, 39, 49, 39, 32, 7, 49, 27, 18, 35, 36, 46, 32, 47, 38, 32, 31, 18, 24, 48, 0, 38, 15, 23, 28, 17, 23, 7, 18, 18, 42]
[18, 36, 31, 37, 49, 3, 2, 16, 28, 35, 47, 38, 40, 23, 45, 4, 32, 15, 38, 0, 46, 18, 32, 23, 35, 22, 7, 41, 16, 32, 38, 42, 46, 27, 46, 44, 29, 16, 23, 16, 26, 21, 41, 10, 31, 14, 7, 28, 44, 9, 8, 29, 2, 5, 30, 34, 2, 44, 31, 36, 30, 35, 26, 5, 9, 23, 24, 32, 46, 33, 11, 44, 0, 38, 44, 34, 10, 30, 49, 38, 21, 21, 9, 6, 8, 15, 40, 41, 37, 32, 43, 21, 29, 14, 3, 47, 33, 36, 2, 1, 7, 37, 13, 28, 14, 48, 45, 27, 1, 14, 28, 16, 2, 22, 26, 5, 23]
[41, 50, 50, 41, 34, 22, 30, 2, 49, 11, 5, 33, 26, 0, 24, 29, 36, 46, 11, 46, 0, 40, 20, 38, 35, 24, 50, 15, 40, 5, 39, 37, 21, 30, 46, 7, 24, 45, 21, 31, 6, 26, 30, 20, 30, 4, 27, 20, 17, 9, 9, 38, 26, 5, 44, 21, 2, 6, 5, 30, 41, 18, 9, 41, 16, 33, 28, 28, 19, 46, 22, 30, 36, 27, 31, 30, 10, 23, 26, 33, 25, 28, 31, 7, 24, 12, 3, 6, 27, 29, 29, 25, 5, 33, 21, 9, 26, 24, 26, 12, 27, 6, 36, 8, 30, 43, 16, 0, 10, 31, 46, 34, 41, 43, 19, 0, 5]
[46, 32, 43, 39, 34, 47, 11, 4, 37, 33, 26, 5, 48, 22, 1, 32, 27, 31, 39, 18, 40, 0, 12, 37, 33, 13, 30, 27, 9, 46, 6, 12, 20, 21, 12, 27, 21, 24, 18, 10, 5, 43, 16, 37, 41, 1, 46, 7, 18, 31, 2, 30, 50, 1, 28, 22, 48, 44, 18, 4, 22, 5, 17, 47, 16, 14, 32, 22, 29, 25, 39, 48, 35, 29, 15, 50, 20, 14, 7, 48, 8, 26, 50, 4, 48, 23, 31, 18, 7, 15, 44, 24, 12, 49, 45, 46, 17, 37, 5, 50, 31, 16, 13, 29, 45, 28, 12, 12, 13, 12, 33, 17, 17, 0, 10, 12, 30]
[38, 19, 2, 16, 6, 3, 3, 25, 34, 26, 31, 30, 6, 0, 26, 14, 49, 39, 9, 32, 20, 12, 0, 20, 32, 45, 43, 8, 3, 17, 14, 38, 17, 38, 19, 20, 4, 45, 39, 9, 45, 12, 31, 3, 37, 32, 26, 6, 43, 29, 47, 33, 25, 15, 45, 15, 4, 9, 41, 27, 50, 4, 31, 15, 27, 5, 28, 26, 24, 32, 6, 7, 48, 25, 48, 32, 12, 24, 10, 36, 37, 12, 16, 23, 16, 1, 44, 38, 16, 29, 48, 22, 38, 49, 25, 31, 24, 13, 40, 26, 14, 25, 3, 0, 30, 19, 0, 15, 2, 34, 49, 15, 21, 3, 38, 21, 0]
[44, 19, 38, 30, 9, 20, 7, 40, 6, 11, 20, 26, 22, 39, 0, 8, 35, 7, 31, 23, 38, 37, 20, 0, 11, 43, 39, 17, 9, 9, 30, 39, 9, 32, 4, 11, 19, 36, 29, 11, 23, 7, 47, 33, 9, 36, 47, 28, 0, 30, 46, 0, 10, 34, 42, 2, 28, 41, 23, 35, 39, 15, 3, 50, 3, 0, 34, 40, 28, 39, 23, 30, 28, 18, 32, 8, 29, 37, 28, 45, 49, 14, 1, 2, 15, 23, 27, 23, 13, 41, 30, 32, 21, 28, 18, 23, 7, 39, 20, 31, 42, 3, 50, 13, 26, 0, 36, 36, 27, 27, 43, 46, 48, 47, 13, 30, 42]
[7, 2, 18, 0, 15, 32, 18, 40, 23, 14, 48, 8, 50, 16, 40, 1, 31, 17, 31, 35, 35, 33, 32, 11, 0, 5, 28, 39, 15, 33, 39, 34, 4, 11, 19, 48, 4, 16, 23, 27, 50, 49, 16, 32, 17, 14, 19, 34, 16, 43, 10, 3, 41, 25, 22, 36, 39, 46, 21, 26, 6, 26, 1, 15, 9, 2, 30, 0, 25, 23, 25, 47, 41, 7, 30, 0, 38, 32, 15, 23, 24, 11, 7, 29, 39, 50, 34, 16, 33, 16, 0, 28, 8, 39, 16, 34, 34, 21, 46, 50, 41, 18, 33, 1, 9, 27, 5, 30, 32, 27, 39, 30, 6, 28, 10, 14, 18]
[11, 38, 26, 23, 30, 1, 35, 4, 24, 29, 8, 34, 50, 49, 3, 43, 4, 38, 10, 22, 24, 13, 45, 43, 5, 0, 27, 17, 23, 33, 36, 8, 46, 34, 25, 46, 31, 31, 31, 6, 2, 31, 18, 26, 16, 50, 27, 44, 48, 22, 11, 12, 11, 38, 37, 17, 32, 33, 27, 17, 24, 4, 22, 48, 3, 43, 35, 19, 21, 49, 25, 7, 4, 26, 1, 24, 24, 22, 17, 1, 14, 50, 12, 4, 43, 3, 40, 46, 34, 3, 1, 44, 35, 32, 23, 1, 26, 2, 47, 43, 11, 14, 5, 20, 7, 41, 25, 40, 10, 38, 10, 44, 22, 12, 31, 47, 41]
[6, 12, 0, 17, 4, 23, 25, 11, 1, 9, 47, 41, 45, 11, 31, 39, 45, 40, 49, 7, 50, 30, 43, 39, 28, 27, 0, 7, 14, 31, 1, 11, 0, 45, 29, 27, 1, 10, 17, 48, 29, 37, 46, 48, 20, 27, 9, 41, 2, 45, 4, 31, 7, 34, 5, 25, 14, 22, 45, 8, 0, 41, 14, 35, 4, 10, 13, 21, 18, 32, 48, 5, 33, 28, 37, 5, 0, 20, 19, 18, 5, 22, 24, 26, 31, 20, 28, 21, 31, 24, 0, 30, 24, 15, 46, 29, 44, 23, 46, 33, 7, 13, 28, 32, 43, 48, 44, 29, 15, 47, 9, 22, 22, 13, 30, 13, 23]
[0, 12, 14, 8, 5, 39, 42, 42, 37, 13, 46, 15, 28, 29, 6, 11, 4, 21, 25, 41, 15, 27, 8, 17, 39, 17, 7, 0, 31, 43, 34, 29, 48, 12, 36, 0, 24, 50, 31, 0, 29, 23, 41, 19, 46, 47, 49, 6, 10, 10, 22, 0, 9, 39, 9, 7, 47, 3, 36, 42, 44, 49, 9, 30, 47, 49, 19, 21, 7, 36, 20, 5, 2, 2, 23, 7, 14, 40, 49, 13, 48, 45, 8, 35, 20, 43, 19, 48, 22, 11, 27, 11, 28, 15, 18, 33, 42, 21, 6, 15, 40, 19, 37, 12, 44, 48, 36, 36, 38, 27, 39, 32, 38, 35, 40, 40, 33]
[22, 27, 24, 44, 10, 11, 19, 36, 1, 47, 33, 18, 43, 33, 10, 5, 7, 33, 4, 16, 40, 9, 3, 9, 15, 23, 14, 31, 0, 47, 13, 43, 33, 32, 34, 37, 37, 19, 41, 47, 5, 42, 18, 31, 20, 17, 14, 31, 15, 21, 18, 50, 20, 46, 16, 42, 35, 36, 48, 8, 33, 26, 24, 42, 28, 14, 37, 31, 6, 28, 35, 17, 15, 0, 36, 20, 24, 43, 41, 14, 45, 11, 24, 47, 48, 12, 11, 10, 5, 42, 0, 12, 31, 34, 46, 3, 33, 11, 2, 35, 35, 28, 33, 28, 48, 40, 7, 32, 13, 12, 40, 6, 29, 48, 3, 21, 27]
[22, 45, 17, 41, 34, 32, 19, 28, 0, 29, 14, 21, 50, 28, 33, 8, 47, 25, 31, 32, 5, 46, 17, 9, 33, 33, 31, 43, 47, 0, 33, 23, 33, 11, 34, 26, 35, 7, 43, 29, 0, 30, 17, 2, 9, 26, 30, 50, 7, 12, 35, 44, 37, 11, 2, 9, 9, 19, 24, 21, 26, 37, 2, 48, 16, 24, 2, 25, 2, 39, 28, 49, 1, 11, 39, 35, 27, 27, 6, 24, 2, 34, 30, 48, 49, 14, 9, 30, 35, 37, 33, 24, 46, 31, 11, 41, 30, 42, 19, 22, 37, 1, 47, 29, 7, 3, 32, 20, 31, 2, 15, 43, 15, 35, 16, 43, 38]
[24, 32, 28, 24, 31, 31, 38, 23, 45, 48, 24, 39, 17, 50, 25, 29, 16, 40, 47, 38, 39, 6, 14, 30, 39, 36, 1, 34, 13, 33, 0, 28, 31, 18, 11, 49, 42, 37, 1, 45, 9, 32, 14, 3, 4, 12, 27, 27, 12, 16, 21, 38, 42, 13, 25, 4, 6, 41, 21, 33, 42, 0, 44, 15, 29, 10, 17, 28, 20, 2, 20, 31, 10, 40, 16, 39, 42, 1, 18, 2, 13, 14, 29, 6, 38, 28, 48, 27, 38, 41, 8, 34, 39, 45, 37, 5, 20, 39, 7, 22, 13, 38, 42, 8, 29, 36, 30, 28, 46, 23, 22, 8, 45, 18, 45, 47, 37]
[47, 22, 35, 17, 11, 12, 0, 5, 43, 22, 41, 43, 17, 6, 47, 10, 9, 11, 12, 42, 37, 12, 38, 39, 34, 8, 11, 29, 43, 23, 28, 0, 17, 18, 30, 12, 0, 36, 5, 24, 22, 44, 1, 3, 29, 21, 0, 44, 29, 48, 26, 48, 29, 13, 27, 17, 45, 33, 25, 36, 48, 45, 21, 50, 36, 46, 18, 44, 33, 35, 19, 11, 35, 49, 10, 25, 31, 44, 33, 8, 37, 5, 2, 21, 47, 1, 33, 32, 40, 48, 5, 39, 7, 19, 46, 15, 21, 3, 37, 1, 17, 23, 13, 15, 49, 25, 44, 14, 7, 1, 48, 49, 14, 40, 13, 36, 12]
[22, 48, 1, 23, 8, 14, 47, 29, 40, 31, 4, 26, 9, 19, 48, 40, 7, 50, 37, 46, 21, 20, 17, 9, 4, 46, 0, 48, 33, 33, 31, 17, 0, 5, 23, 27, 30, 5, 27, 12, 48, 22, 29, 27, 6, 17, 15, 4, 30, 22, 22, 15, 28, 49, 2, 10, 13, 21, 48, 35, 28, 39, 18, 8, 33, 12, 50, 32, 0, 31, 3, 26, 23, 8, 39, 50, 28, 1, 25, 28, 1, 30, 49, 8, 40, 26, 9, 42, 12, 32, 24, 50, 23, 8, 35, 8, 43, 37, 39, 30, 29, 30, 19, 29, 14, 13, 7, 44, 1, 12, 17, 32, 15, 34, 40, 28, 42]
[6, 24, 11, 2, 12, 50, 29, 5, 29, 42, 33, 2, 25, 10, 35, 49, 28, 38, 9, 27, 30, 21, 38, 32, 11, 34, 45, 12, 32, 11, 18, 18, 5, 0, 6, 18, 21, 7, 39, 17, 16, 3, 28, 33, 26, 47, 33, 1, 23, 29, 26, 39, 41, 40, 1, 1, 11, 16, 5, 32, 49, 34, 24, 3, 21, 36, 6, 21, 28, 1, 5, 38, 42, 38, 46, 28, 38, 36, 12, 15, 43, 28, 41, 32, 8, 31, 15, 18, 6, 47, 29, 47, 11, 44, 0, 44, 21, 43, 32, 27, 9, 46, 33, 8, 11, 42, 27, 26, 41, 16, 44, 41, 22, 23, 37, 34, 24]
[49, 17, 47, 24, 38, 43, 39, 21, 38, 40, 8, 29, 32, 25, 42, 49, 22, 46, 23, 46, 46, 12, 19, 4, 19, 25, 29, 36, 34, 34, 11, 30, 23, 6, 0, 49, 28, 16, 33, 19, 7, 41, 33, 21, 33, 9, 19, 2, 3, 9, 20, 21, 36, 44, 32, 18, 36, 38, 33, 10, 5, 4, 42, 25, 24, 43, 25, 14, 35, 46, 40, 6, 15, 23, 31, 43, 37, 19, 7, 16, 23, 9, 50, 6, 50, 47, 29, 50, 2, 8, 43, 4, 20, 48, 16, 44, 1, 43, 33, 1, 33, 46, 43, 7, 47, 5, 36, 47, 26, 5, 9, 47, 42, 34, 24, 0, 22]
[9, 31, 10, 42, 7, 1, 24, 41, 20, 20, 10, 22, 44, 30, 26, 50, 2, 28, 38, 44, 7, 27, 20, 11, 48, 46, 27, 0, 37, 26, 49, 12, 27, 18, 49, 0, 34, 44, 21, 48, 47, 4, 28, 26, 9, 48, 20, 28, 34, 17, 30, 0, 32, 49, 39, 44, 9, 14, 29, 22, 3, 22, 5, 47, 28, 29, 8, 19, 4, 9, 48, 33, 17, 15, 48, 16, 49, 47, 35, 9, 18, 16, 4, 49, 6, 8, 35, 12, 26, 39, 36, 26, 5, 24, 27, 20, 7, 3, 25, 14, 46, 33, 8, 10, 3, 33, 43, 14, 44, 13, 1, 49, 23, 32, 34, 6, 46]
[31, 29, 45, 21, 44, 2, 25, 39, 39, 14, 35, 18, 1, 6, 32, 50, 0, 18, 32, 29, 24, 21, 4, 19, 4, 31, 1, 24, 37, 35, 42, 0, 30, 21, 28, 34, 0, 46, 35, 33, 9, 17, 49, 29, 46, 4, 5, 29, 16, 34, 2, 48, 49, 21, 1, 11, 8, 35, 27, 21, 42, 16, 22, 1, 37, 25, 40, 35, 15, 39, 7, 34, 33, 13, 33, 9, 31, 45, 2, 40, 50, 4, 36, 30, 7, 35, 41, 10, 24, 3, 17, 36, 3, 50, 4, 21, 47, 7, 46, 5, 43, 24, 32, 49, 24, 40, 25, 23, 30, 12, 44, 49, 42, 3, 9, 50, 21]
[39, 12, 31, 46, 10, 16, 19, 14, 50, 32, 10, 15, 36, 34, 19, 25, 43, 5, 20, 16, 45, 24, 45, 36, 16, 31, 10, 50, 19, 7, 37, 36, 5, 7, 16, 44, 46, 0, 7, 45, 19, 12, 16, 50, 40, 10, 24, 14, 16, 36, 48, 22, 46, 10, 48, 32, 16, 8, 18, 5, 4, 48, 9, 49, 22, 34, 28, 27, 47, 24, 3, 40, 37, 26, 21, 20, 22, 2, 45, 46, 40, 10, 22, 38, 5, 17, 5, 44, 48, 30, 14, 15, 15, 8, 19, 4, 29, 11, 28, 49, 9, 6, 22, 9, 25, 40, 12, 46, 22, 10, 37, 29, 9, 3, 47, 32, 9]
[2, 26, 46, 34, 48, 14, 49, 42, 22, 14, 15, 16, 22, 11, 15, 13, 36, 23, 17, 23, 21, 18, 39, 29, 23, 31, 17, 31, 41, 43, 1, 5, 27, 39, 33, 21, 35, 7, 0, 17, 45, 31, 31, 47, 25, 26, 8, 41, 34, 28, 23, 35, 11, 1, 36, 7, 18, 4, 2, 33, 1, 18, 33, 21, 22, 27, 44, 21, 4, 44, 33, 32, 32, 15, 0, 42, 14, 6, 21, 18, 1, 46, 36, 20, 27, 42, 48, 17, 22, 36, 28, 44, 32, 17, 13, 23, 14, 19, 10, 0, 18, 22, 23, 39, 5, 34, 2, 21, 12, 38, 10, 36, 0, 27, 49, 22, 35]
