N1,N2,...,Nx
[17, 7, 38, 21, 47, 21, 49, 12, 11, 41, 0, 47, 44, 24, 40, 34, 50, 31, 44, 20, 41, 18, 17, 14, 46, 22, 15, 6, 15, 39, 19, 34, 28, 16, 37, 7, 18, 3, 20, 5, 30, 46, 30, 46, 30, 2, 3, 28, 40, 39, 29, 11, 29, 44, 32, 34, 19, 40, 11, 21, 43, 21, 16, 9, 26, 12, 43, 31, 25, 35, 43, 47, 44, 3, 8, 14, 48, 36, 45, 40, 40, 14, 41, 24, 17, 40, 29, 43, 23, 8, 5, 6, 18, 5, 16, 6, 14, 17, 7, 13, 39, 7, 17, 47, 32, 37, 15, 50, 49, 18, 26, 37, 41, 17, 38, 14, 6, 13, 48, 42, 18, 39, 35, 18, 3, 41, 36, 28, 17, 39, 28, 6, 17, 13, 6, 41, 24, 38, 17, 26, 0, 12, 18, 19, 17, 49, 49, 45, 25, 42, 22, 49, 17, 10, 46, 5, 2, 12, 9, 19, 31, 42, 33, 36, 23, 14, 49, 24, 40, 29, 41]
[29, 30, 1, 45, 27, 49, 9, 39, 3, 30, 47, 0, 43, 35, 33, 25, 5, 2, 7, 3, 22, 35, 49, 24, 7, 37, 35, 42, 20, 8, 45, 43, 9, 13, 48, 7, 43, 35, 43, 0, 28, 24, 32, 35, 18, 18, 34, 14, 48, 14, 19, 11, 46, 49, 16, 3, 10, 16, 48, 23, 8, 1, 36, 38, 10, 32, 19, 50, 3, 45, 27, 42, 43, 3, 1, 7, 45, 45, 19, 23, 8, 48, 45, 43, 39, 11, 6, 4, 28, 47, 46, 41, 2, 48, 48, 12, 33, 5, 18, 19, 41, 22, 22, 2, 45, 8, 43, 13, 20, 4, 9, 21, 20, 13, 12, 15, 44, 17, 12, 44, 43, 41, 6, 36, 24, 9, 32, 2, 26, 1, 23, 3, 7, 9, 44, 22, 26, 29, 15, 24, 19, 7, 50, 41, 48, 46, 32, 48, 26, 32, 26, 23, 35, 40, 5, 13, 10, 39, 1, 23, 16, 15, 20, 41, 6, 42, 16, 15, 37, 41, 28]
[43, 34, 20, 13, 19, 21, 38, 46, 25, 46, 44, 43, 0, 35, 49, 7, 35, 4, 23, 2, 7, 42, 20, 31, 12, 6, 31, 18, 21, 30, 18, 25, 15, 31, 49, 12, 3, 36, 36, 9, 41, 45, 11, 32, 42, 42, 14, 49, 10, 14, 3, 35, 38, 50, 26, 30, 21, 47, 49, 37, 40, 5, 50, 41, 36, 5, 4, 36, 4, 38, 27, 15, 16, 42, 50, 45, 7, 18, 44, 39, 48, 32, 10, 10, 44, 12, 2, 13, 0, 20, 11, 20, 35, 8, 36, 16, 15, 31, 35, 17, 29, 25, 19, 26, 2, 6, 16, 32, 50, 13, 46, 47, 23, 30, 33, 28, 31, 43, 35, 3, 30, 19, 15, 24, 30, 28, 36, 23, 44, 1, 10, 4, 25, 18, 36, 11, 5, 38, 18, 5, 10, 42, 13, 33, 5, 40, 11, 31, 36, 19, 3, 14, 13, 50, 10, 33, 5, 21, 31, 15, 21, 49, 5, 30, 7, 12, 13, 3, 14, 27, 35]
[36, 22, 49, 18, 44, 50, 18, 5, 34, 7, 24, 35, 35, 0, 39, 43, 25, 17, 22, 12, 1, 37, 4, 29, 35, 4, 27, 39, 3, 30, 39, 21, 7, 11, 48, 47, 26, 43, 49, 31, 16, 38, 36, 0, 35, 14, 50, 17, 2, 38, 16, 0, 24, 14, 35, 20, 49, 12, 10, 13, 21, 0, 23, 50, 44, 2, 11, 21, 3, 13, 49, 48, 40, 22, 44, 25, 48, 7, 12, 44, 49, 26, 50, 30, 4, 18, 45, 15, 28, 0, 42, 30, 33, 33, 21, 31, 11, 13, 25, 29, 33, 50, 17, 7, 6, 1, 9, 27, 10, 39, 42, 47, 32, 10, 3, 22, 13, 14, 50, 0, 45, 28, 39, 47, 13, 45, 43, 10, 38, 28, 43, 22, 35, 22, 30, 19, 6, 34, 23, 24, 12, 0, 48, 37, 16, 29, 29, 13, 22, 32, 26, 9, 32, 26, 17, 25, 14, 8, 31, 20, 49, 26, 15, 29, 42, 17, 11, 7, 4, 0, 33]
[29, 37, 7, 43, 8, 50, 44, 36, 41, 0, 40, 33, 49, 39, 0, 23, 5, 18, 8, 7, 4, 28, 47, 4, 11, 44, 45, 16, 37, 49, 44, 33, 23, 18, 5, 30, 3, 40, 12, 35, 37, 6, 13, 37, 1, 1, 44, 43, 24, 11, 1, 18, 26, 25, 8, 21, 3, 25, 35, 4, 35, 29, 48, 7, 24, 22, 15, 40, 1, 21, 12, 49, 46, 13, 3, 38, 39, 11, 26, 14, 28, 50, 45, 0, 48, 28, 18, 23, 49, 29, 27, 5, 49, 10, 24, 14, 33, 50, 11, 31, 9, 32, 31, 19, 47, 22, 21, 35, 6, 0, 24, 26, 1, 33, 3, 21, 25, 25, 5, 37, 31, 7, 1, 31, 10, 47, 50, 22, 23, 42, 33, 31, 30, 45, 26, 22, 28, 37, 49, 27, 5, 40, 7, 40, 28, 12, 32, 8, 26, 27, 48, 7, 44, 2, 45, 36, 48, 15, 26, 49, 35, 20, 24, 23, 28, 40, 45, 44, 39, 23, 18]
[23, 18, 16, 32, 6, 6, 34, 47, 0, 4, 34, 25, 7, 43, 23, 0, 44, 19, 0, 28, 38, 8, 25, 8, 6, 18, 44, 31, 41, 20, 3, 11, 16, 40, 9, 3, 3, 38, 5, 35, 37, 12, 45, 1, 32, 40, 38, 47, 39, 47, 40, 15, 37, 23, 21, 15, 19, 15, 43, 12, 24, 35, 35, 50, 49, 3, 7, 37, 41, 13, 31, 16, 7, 15, 4, 21, 32, 9, 40, 9, 2, 20, 21, 41, 16, 40, 16, 17, 37, 31, 4, 10, 34, 13, 26, 48, 12, 47, 22, 5, 42, 19, 49, 9, 1, 3, 21, 18, 48, 3, 7, 14, 14, 29, 11, 46, 34, 28, 37, 11, 35, 1, 12, 41, 32, 23, 3, 32, 24, 44, 15, 6, 19, 12, 38, 45, 38, 22, 9, 5, 29, 20, 0, 49, 46, 14, 7, 4, 14, 19, 36, 1, 47, 10, 30, 27, 25, 10, 28, 9, 29, 48, 30, 31, 45, 16, 45, 1, 37, 47, 27]
[33, 44, 24, 24, 20, 25, 18, 12, 49, 34, 50, 5, 35, 25, 5, 44, 0, 0, 50, 48, 3, 44, 4, 10, 15, 12, 8, 4, 20, 15, 13, 40, 41, 4, 41, 24, 35, 41, 32, 34, 47, 29, 33, 39, 12, 16, 44, 35, 43, 48, 46, 22, 36, 49, 0, 1, 37, 30, 12, 47, 18, 46, 30, 26, 5, 8, 46, 9, 13, 0, 45, 25, 0, 28, 39, 36, 29, 50, 27, 24, 30, 48, 28, 32, 14, 29, 37, 49, 38, 29, 49, 31, 48, 37, 47, 18, 0, 46, 13, 42, 28, 37, 10, 22, 31, 38, 23, 21, 24, 15, 48, 41, 48, 5, 46, 1, 50, 47, 47, 20, 4, 11, 46, 48, 21, 16, 33, 20, 44, 29, 11, 29, 4, 25, 19, 12, 13, 28, 27, 27, 47, 39, 4, 9, 12, 30, 31, 41, 36, 35, 33, 45, 16, 30, 50, 4, 47, 22, 21, 13, 36, 33, 31, 3, 38, 35, 8, 50, 27, 31, 39]
[50, 31, 12, 2, 47, 13, 44, 37, 35, 25, 31, 2, 4, 17, 18, 19, 0, 0, 13, 17, 43, 15, 30, 16, 11, 43, 19, 38, 19, 31, 34, 32, 21, 15, 6, 2, 16, 26, 33, 17, 37, 11, 38, 37, 35, 50, 25, 48, 1, 45, 39, 48, 42, 13, 2, 21, 44, 41, 33, 4, 16, 50, 31, 10, 29, 5, 23, 29, 0, 13, 41, 45, 43, 7, 45, 49, 34, 42, 14, 1, 2, 49, 3, 22, 47, 34, 50, 50, 10, 22, 27, 22, 4, 27, 16, 5, 12, 29, 41, 33, 41, 7, 24, 32, 40, 31, 18, 50, 11, 13, 0, 14, 45, 25, 10, 7, 36, 44, 25, 22, 38, 40, 40, 48, 0, 22, 16, 13, 21, 12, 0, 7, 10, 26, 41, 47, 21, 37, 14, 20, 12, 46, 37, 14, 19, 11, 33, 30, 33, 30, 14, 21, 17, 46, 1, 0, 46, 20, 46, 39, 20, 26, 21, 0, 10, 48, 29, 43, 49, 14, 8]
[21, 34, 27, 49, 31, 37, 11, 41, 45, 4, 44, 7, 23, 22, 8, 0, 50, 13, 0, 44, 19, 42, 44, 20, 16, 42, 29, 39, 13, 4, 5, 6, 11, 19, 25, 29, 24, 47, 48, 23, 27, 43, 47, 17, 4, 8, 8, 42, 46, 27, 8, 15, 33, 48, 21, 45, 1, 11, 26, 6, 45, 13, 2, 7, 3, 36, 43, 41, 32, 18, 29, 1, 13, 26, 7, 38, 49, 18, 38, 7, 46, 40, 6, 23, 31, 40, 7, 21, 36, 7, 6, 45, 43, 2, 50, 28, 0, 34, 14, 4, 12, 10, 29, 2, 3, 8, 3, 45, 41, 13, 0, 26, 6, 23, 47, 25, 20, 25, 48, 46, 34, 27, 49, 15, 3, 36, 5, 21, 2, 3, 16, 46, 1, 6, 11, 46, 33, 37, 26, 45, 40, 10, 0, 49, 38, 25, 5, 50, 31, 19, 49, 39, 6, 12, 18, 34, 16, 16, 33, 46, 4, 2, 43, 1, 45, 8, 6, 25, 35, 36, 45]
[19, 8, 30, 7, 4, 14, 2, 17, 8, 50, 20, 3, 2, 12, 7, 28, 48, 17, 44, 0, 16, 27, 8, 46, 50, 24, 45, 45, 30, 43, 8, 49, 30, 5, 11, 49, 1, 4, 8, 37, 7, 42, 0, 24, 19, 4, 49, 28, 16, 8, 50, 2, 22, 20, 1, 23, 27, 43, 50, 12, 40, 11, 17, 41, 22, 32, 3, 50, 23, 43, 1, 28, 12, 28, 17, 4, 36, 15, 37, 26, 42, 0, 4, 2, 48, 22, 28, 34, 5, 4, 6, 44, 19, 36, 6, 38, 22, 31, 13, 18, 13, 50, 16, 34, 6, 36, 11, 17, 8, 39, 9, 33, 12, 9, 20, 8, 34, 25, 32, 8, 46, 41, 13, 35, 29, 46, 43, 44, 46, 36, 22, 23, 34, 10, 42, 15, 7, 16, 25, 29, 45, 47, 26, 2, 27, 45, 21, 36, 29, 47, 8, 42, 32, 5, 33, 34, 38, 2, 35, 45, 38, 21, 10, 48, 20, 50, 22, 44, 42, 29, 25]
[20, 29, 39, 49, 6, 29, 0, 4, 26, 42, 41, 22, 7, 1, 4, 38, 3, 43, 19, 16, 0, 18, 48, 1, 16, 15, 8, 8, 48, 39, 38, 34, 34, 28, 15, 4, 29, 27, 48, 26, 38, 21, 32, 29, 18, 26, 14, 6, 0, 12, 18, 10, 31, 41, 48, 47, 43, 32, 49, 12, 22, 41, 45, 6, 27, 4, 18, 35, 29, 31, 35, 17, 39, 25, 8, 46, 21, 42, 13, 41, 42, 12, 2, 45, 43, 45, 10, 24, 37, 7, 37, 20, 29, 37, 25, 37, 9, 38, 32, 26, 4, 3, 1, 40, 9, 44, 47, 37, 34, 2, 43, 26, 11, 0, 50, 9, 36, 46, 11, 31, 7, 10, 20, 24, 12, 33, 7, 18, 23, 8, 39, 32, 15, 29, 47, 43, 19, 9, 37, 15, 37, 15, 39, 19, 46, 27, 19, 16, 21, 2, 50, 39, 2, 47, 34, 14, 31, 5, 21, 41, 50, 46, 44, 41, 1, 30, 33, 2, 28, 31, 38]
[29, 0, 5, 38, 6, 17, 34, 42, 44, 39, 18, 35, 42, 37, 28, 8, 44, 15, 42, 27, 18, 0, 26, 7, 46, 40, 22, 30, 10, 21, 32, 48, 48, 13, 29, 32, 35, 13, 21, 31, 24, 28, 12, 8, 32, 16, 33, 29, 27, 19, 11, 12, 27, 22, 42, 39, 4, 49, 7, 39, 0, 32, 22, 43, 41, 47, 23, 2, 44, 13, 48, 12, 8, 31, 39, 29, 23, 7, 11, 30, 8, 29, 12, 41, 48, 47, 26, 3, 38, 38, 0, 16, 38, 4, 20, 21, 24, 32, 44, 41, 5, 5, 43, 25, 21, 34, 20, 32, 12, 27, 5, 16, 28, 18, 5, 10, 45, 28, 37, 25, 18, 49, 13, 38, 5, 18, 50, 35, 17, 36, 3, 31, 10, 23, 25, 34, 29, 42, 36, 48, 37, 16, 40, 23, 6, 16, 22, 5, 9, 36, 38, 31, 43, 1, 0, 18, 39, 11, 28, 2, 19, 41, 40, 47, 1, 12, 15, 29, 50, 9, 19]
[31, 30, 8, 29, 37, 20, 10, 20, 17, 21, 17, 49, 20, 4, 47, 25, 4, 30, 44, 8, 48, 26, 0, 26, 6, 39, 13, 20, 48, 47, 32, 36, 18, 25, 45, 22, 18, 2, 22, 44, 10, 30, 18, 37, 33, 33, 33, 0, 6, 12, 41, 21, 9, 44, 18, 5, 38, 33, 12, 45, 11, 15, 15, 20, 44, 40, 40, 6, 2, 20, 35, 24, 33, 30, 48, 2, 14, 29, 31, 30, 33, 9, 29, 19, 25, 15, 47, 20, 29, 0, 6, 10, 19, 22, 15, 29, 16, 44, 15, 5, 42, 34, 45, 28, 22, 25, 43, 50, 20, 19, 12, 30, 47, 47, 16, 7, 35, 19, 31, 5, 14, 20, 41, 47, 29, 48, 36, 17, 9, 24, 0, 0, 44, 2, 48, 29, 12, 30, 12, 20, 23, 15, 18, 6, 8, 12, 28, 18, 12, 49, 22, 43, 2, 12, 49, 48, 0, 49, 27, 13, 17, 8, 22, 27, 11, 37, 39, 14, 7, 16, 39]
[2, 5, 49, 18, 37, 10, 23, 40, 11, 43, 14, 24, 31, 29, 4, 8, 10, 16, 20, 46, 1, 7, 26, 0, 16, 9, 28, 33, 27, 38, 41, 21, 31, 8, 22, 42, 10, 24, 39, 16, 42, 12, 22, 15, 14, 12, 20, 46, 9, 11, 16, 15, 6, 34, 31, 26, 27, 47, 15, 12, 36, 24, 24, 7, 33, 33, 33, 48, 20, 37, 9, 42, 33, 33, 43, 7, 2, 8, 6, 3, 35, 3, 22, 28, 42, 50, 19, 6, 10, 39, 42, 25, 4, 15, 35, 33, 22, 4, 20, 24, 34, 34, 19, 12, 26, 8, 1, 0, 36, 18, 43, 49, 16, 40, 44, 5, 44, 25, 24, 13, 14, 4, 41, 40, 21, 15, 46, 37, 18, 34, 8, 6, 46, 30, 39, 7, 33, 46, 6, 28, 19, 50, 25, 1, 18, 34, 1, 7, 26, 5, 36, 40, 19, 30, 16, 27, 35, 35, 25, 24, 34, 33, 31, 37, 20, 0, 5, 35, 38, 35, 31]
[39, 40, 49, 29, 50, 47, 41, 47, 24, 34, 46, 7, 12, 35, 11, 6, 15, 11, 16, 50, 16, 46, 6, 16, 0, 22, 40, 47, 25, 2, 38, 37, 0, 20, 25, 25, 14, 29, 45, 0, 12, 24, 6, 30, 37, 21, 29, 24, 45, 8, 41, 37, 8, 24, 18, 49, 32, 26, 17, 15, 23, 1, 37, 9, 2, 16, 5, 10, 5, 30, 6, 26, 33, 1, 29, 9, 40, 45, 22, 47, 9, 39, 4, 9, 12, 0, 1, 40, 31, 10, 50, 15, 8, 41, 12, 11, 0, 37, 27, 30, 19, 14, 34, 38, 16, 5, 37, 15, 47, 0, 44, 3, 11, 0, 42, 6, 42, 30, 44, 9, 0, 32, 12, 22, 6, 34, 45, 24, 43, 20, 45, 9, 17, 39, 30, 2, 4, 39, 29, 12, 41, 44, 24, 41, 27, 10, 37, 33, 31, 15, 11, 33, 23, 39, 11, 47, 39, 46, 29, 10, 10, 42, 25, 47, 18, 6, 14, 12, 32, 35, 9]
[16, 15, 1, 28, 45, 11, 27, 30, 5, 23, 22, 37, 6, 4, 44, 18, 12, 43, 42, 24, 15, 40, 39, 9, 22, 0, 22, 45, 42, 34, 26, 1, 43, 33, 9, 47, 10, 36, 17, 27, 37, 5, 22, 33, 10, 2, 7, 47, 38, 42, 32, 39, 49, 10, 30, 21, 25, 17, 19, 24, 16, 48, 11, 1, 47, 30, 44, 3, 2, 35, 31, 34, 3, 11, 23, 0, 7, 48, 42, 0, 28, 32, 27, 23, 45, 23, 17, 40, 34, 28, 27, 11, 35, 46, 28, 12, 21, 38, 17, 7, 23, 44, 17, 21, 2, 34, 41, 20, 3, 33, 45, 0, 0, 49, 47, 36, 18, 33, 0, 3, 14, 35, 6, 35, 27, 22, 1, 2, 0, 15, 9, 46, 7, 15, 13, 14, 40, 15, 45, 31, 21, 50, 30, 50, 32, 32, 42, 25, 14, 50, 9, 18, 50, 39, 28, 10, 42, 19, 10, 45, 26, 30, 35, 46, 6, 34, 17, 38, 48, 48, 21]
[33, 5, 45, 11, 47, 40, 41, 5, 10, 35, 15, 35, 31, 27, 45, 44, 8, 19, 29, 45, 8, 22, 13, 28, 40, 22, 0, 37, 5, 34, 43, 22, 36, 20, 28, 37, 13, 13, 44, 21, 41, 18, 24, 10, 29, 34, 37, 43, 6, 42, 16, 28, 7, 15, 45, 33, 33, 23, 10, 34, 0, 45, 2, 42, 34, 19, 1, 50, 31, 48, 2, 2, 24, 31, 0, 31, 48, 39, 31, 33, 34, 0, 26, 3, 47, 5, 5, 21, 12, 24, 11, 44, 35, 26, 32, 16, 39, 32, 31, 0, 10, 45, 2, 24, 12, 35, 49, 36, 30, 35, 49, 20, 28, 8, 17, 40, 12, 50, 8, 20, 37, 23, 29, 38, 18, 10, 29, 24, 5, 15, 37, 12, 23, 41, 18, 14, 40, 8, 35, 20, 48, 41, 9, 25, 35, 11, 39, 50, 23, 11, 32, 49, 7, 10, 49, 40, 43, 5, 41, 39, 6, 6, 28, 27, 43, 21, 46, 31, 33, 25, 26]
