N1,N2,...,Nx
[43, 50, 32, 16, 12, 8, 7, 36, 12, 15, 0, 4, 49, 15, 42, 9, 47, 5, 2, 8, 20, 1, 20, 4, 6, 40, 23, 19, 19, 28, 9, 39, 9, 50, 18, 14, 21, 37, 10, 32, 29, 11, 28, 37, 40, 32, 8, 27, 11, 24, 43, 36, 49, 28, 7, 26, 26, 33, 45, 47, 17, 31, 15, 8, 21, 15, 26, 41, 48, 49, 26, 3, 0, 26, 32, 5, 3, 2, 18, 40, 43, 0, 31, 48, 20, 46, 27, 23, 0, 48, 16, 47, 38, 41, 38, 39, 22, 11, 8, 22, 41, 17, 14, 32, 10, 39, 0, 19, 10, 25, 26, 28, 0, 30, 11, 16, 30, 2, 37, 28]
[19, 20, 33, 20, 1, 41, 9, 10, 41, 38, 4, 0, 29, 8, 31, 3, 15, 10, 35, 45, 40, 44, 13, 5, 4, 37, 15, 41, 32, 49, 47, 22, 28, 40, 40, 22, 31, 46, 32, 21, 17, 21, 2, 50, 12, 13, 32, 22, 48, 18, 46, 15, 24, 37, 0, 13, 44, 46, 38, 15, 9, 43, 49, 9, 10, 30, 31, 3, 41, 23, 49, 45, 11, 38, 38, 25, 18, 46, 7, 2, 13, 5, 30, 19, 24, 19, 30, 10, 33, 20, 36, 4, 2, 23, 27, 29, 21, 6, 10, 8, 47, 11, 28, 15, 25, 15, 3, 22, 3, 0, 36, 41, 20, 36, 31, 44, 30, 19, 5, 4]
[27, 27, 2, 47, 49, 44, 48, 8, 25, 1, 49, 29, 0, 20, 13, 4, 6, 14, 20, 34, 9, 1, 48, 11, 23, 38, 49, 15, 32, 34, 16, 36, 2, 16, 33, 13, 4, 47, 11, 8, 37, 47, 32, 7, 8, 23, 1, 6, 35, 39, 9, 38, 32, 4, 48, 8, 11, 13, 8, 34, 26, 1, 9, 10, 34, 8, 32, 19, 45, 27, 24, 17, 40, 8, 27, 1, 31, 4, 42, 30, 3, 39, 46, 49, 12, 5, 40, 3, 0, 42, 21, 21, 42, 27, 20, 29, 39, 10, 31, 33, 38, 19, 48, 36, 46, 8, 35, 27, 30, 34, 45, 10, 26, 28, 34, 6, 44, 20, 4, 45]
[40, 25, 11, 34, 47, 4, 36, 5, 44, 32, 15, 8, 20, 0, 41, 12, 47, 40, 34, 0, 42, 1, 23, 44, 26, 39, 30, 4, 14, 45, 45, 40, 16, 1, 27, 18, 46, 17, 16, 49, 9, 27, 31, 15, 0, 11, 38, 26, 6, 17, 21, 16, 47, 1, 15, 41, 49, 18, 24, 38, 47, 25, 0, 1, 3, 10, 32, 18, 32, 34, 3, 37, 38, 6, 42, 10, 50, 2, 44, 37, 10, 50, 42, 49, 42, 44, 24, 1, 3, 9, 35, 21, 36, 40, 14, 31, 23, 2, 17, 16, 10, 49, 30, 5, 43, 30, 15, 43, 1, 39, 24, 46, 18, 50, 46, 7, 32, 9, 43, 38]
[15, 8, 40, 1, 4, 29, 50, 10, 6, 18, 42, 31, 13, 41, 0, 39, 50, 22, 15, 35, 27, 47, 20, 25, 50, 47, 20, 18, 26, 19, 2, 31, 31, 33, 35, 41, 8, 16, 33, 22, 37, 44, 13, 5, 15, 6, 22, 46, 5, 49, 4, 10, 16, 32, 9, 10, 7, 9, 10, 30, 10, 36, 13, 35, 41, 37, 13, 11, 0, 20, 8, 49, 1, 2, 17, 8, 45, 12, 14, 38, 48, 10, 18, 26, 41, 9, 47, 8, 17, 49, 0, 45, 42, 6, 38, 28, 37, 34, 22, 27, 11, 6, 37, 4, 44, 23, 48, 35, 16, 31, 20, 32, 43, 31, 14, 27, 1, 24, 10, 37]
[30, 19, 21, 12, 0, 41, 14, 34, 23, 38, 9, 3, 4, 12, 39, 0, 13, 15, 14, 13, 14, 15, 44, 44, 20, 36, 46, 34, 18, 24, 5, 10, 31, 49, 16, 27, 31, 26, 9, 5, 10, 42, 24, 2, 25, 23, 46, 17, 28, 42, 13, 17, 1, 33, 41, 2, 21, 45, 19, 20, 49, 14, 19, 38, 6, 22, 36, 49, 10, 2, 23, 25, 38, 12, 40, 46, 9, 22, 16, 33, 37, 43, 11, 41, 41, 13, 29, 1, 28, 48, 3, 41, 29, 6, 45, 39, 39, 24, 21, 7, 24, 45, 36, 15, 32, 7, 43, 16, 18, 35, 25, 32, 44, 3, 30, 41, 23, 48, 33, 4]
[29, 37, 23, 45, 32, 18, 0, 16, 38, 8, 47, 15, 6, 47, 50, 13, 0, 35, 42, 13, 7, 21, 33, 48, 35, 27, 24, 4, 4, 50, 17, 28, 23, 45, 32, 11, 17, 29, 6, 35, 11, 50, 20, 11, 36, 19, 8, 42, 46, 7, 41, 50, 22, 41, 35, 6, 20, 4, 40, 21, 21, 36, 7, 23, 36, 8, 24, 41, 49, 13, 13, 19, 31, 28, 9, 46, 16, 42, 37, 36, 35, 3, 36, 11, 40, 46, 37, 19, 43, 46, 36, 42, 17, 8, 34, 29, 50, 4, 9, 17, 49, 16, 42, 9, 47, 21, 30, 38, 25, 40, 33, 44, 4, 29, 0, 42, 33, 48, 35, 22]
[10, 7, 10, 25, 0, 4, 37, 43, 42, 8, 5, 10, 14, 40, 22, 15, 35, 0, 6, 2, 32, 21, 50, 34, 43, 24, 39, 21, 2, 7, 39, 25, 7, 37, 38, 43, 39, 7, 16, 31, 32, 22, 41, 5, 24, 8, 19, 13, 14, 6, 32, 38, 21, 12, 17, 40, 13, 36, 23, 31, 50, 22, 47, 6, 47, 34, 43, 44, 24, 5, 21, 33, 3, 14, 40, 18, 18, 1, 34, 34, 5, 48, 1, 23, 0, 12, 35, 13, 46, 41, 49, 26, 2, 11, 21, 1, 23, 16, 18, 37, 2, 26, 49, 19, 14, 48, 7, 14, 32, 29, 46, 3, 27, 25, 43, 14, 50, 5, 46, 11]
[29, 27, 1, 20, 6, 34, 0, 22, 42, 33, 2, 35, 20, 34, 15, 14, 42, 6, 0, 38, 50, 25, 19, 32, 22, 40, 39, 47, 46, 43, 19, 1, 36, 37, 1, 22, 8, 38, 12, 30, 36, 37, 42, 29, 11, 7, 9, 21, 29, 20, 9, 36, 6, 7, 31, 44, 40, 6, 34, 23, 7, 40, 40, 1, 49, 22, 42, 44, 43, 42, 14, 37, 2, 43, 44, 31, 40, 28, 0, 31, 23, 34, 30, 44, 30, 16, 20, 31, 24, 4, 4, 21, 45, 40, 41, 13, 30, 3, 3, 32, 1, 37, 48, 45, 36, 21, 45, 33, 45, 21, 49, 8, 34, 9, 6, 49, 34, 27, 14, 36]
[29, 32, 23, 2, 48, 0, 31, 17, 16, 45, 8, 45, 34, 0, 35, 13, 13, 2, 38, 0, 43, 14, 30, 46, 48, 12, 32, 27, 32, 18, 16, 38, 30, 1, 50, 14, 30, 3, 40, 40, 46, 16, 45, 49, 40, 19, 39, 6, 31, 43, 25, 21, 16, 24, 15, 0, 17, 39, 2, 6, 23, 41, 49, 46, 11, 38, 45, 24, 6, 4, 27, 33, 9, 8, 48, 28, 3, 37, 11, 2, 1, 42, 31, 4, 11, 17, 8, 50, 11, 45, 14, 12, 25, 29, 15, 29, 37, 43, 0, 27, 30, 49, 19, 35, 21, 26, 12, 31, 7, 29, 42, 22, 45, 33, 44, 33, 0, 46, 7, 38]
[2, 29, 44, 16, 27, 34, 38, 0, 46, 0, 20, 40, 9, 42, 27, 14, 7, 32, 50, 43, 0, 40, 35, 35, 29, 2, 12, 1, 34, 27, 8, 20, 46, 2, 29, 18, 34, 30, 37, 31, 26, 10, 4, 17, 13, 12, 48, 32, 19, 35, 19, 34, 22, 27, 21, 33, 8, 35, 23, 4, 37, 12, 20, 3, 24, 18, 33, 49, 46, 32, 36, 11, 1, 19, 16, 33, 10, 31, 2, 18, 31, 27, 48, 35, 0, 29, 26, 9, 47, 8, 47, 6, 8, 26, 13, 27, 24, 47, 9, 20, 47, 29, 47, 19, 28, 24, 12, 37, 11, 46, 24, 7, 17, 42, 13, 34, 31, 25, 50, 37]
[29, 15, 0, 26, 44, 38, 38, 45, 50, 27, 1, 44, 1, 1, 47, 15, 21, 21, 25, 14, 40, 0, 23, 1, 20, 40, 17, 31, 24, 39, 36, 43, 35, 31, 39, 13, 8, 40, 33, 37, 30, 46, 44, 23, 37, 23, 37, 4, 35, 36, 48, 7, 9, 8, 7, 46, 42, 10, 46, 17, 9, 50, 34, 4, 30, 39, 45, 7, 17, 31, 42, 7, 33, 33, 50, 18, 27, 2, 17, 0, 2, 41, 21, 31, 24, 0, 5, 24, 32, 7, 47, 30, 46, 20, 8, 9, 13, 19, 29, 1, 38, 35, 27, 5, 0, 14, 47, 24, 4, 11, 30, 9, 28, 4, 13, 6, 44, 45, 31, 40]
[31, 38, 6, 10, 31, 22, 31, 37, 41, 19, 20, 13, 48, 23, 20, 44, 33, 50, 19, 30, 35, 23, 0, 39, 18, 24, 39, 26, 4, 7, 23, 36, 16, 15, 17, 41, 14, 9, 7, 4, 39, 12, 37, 2, 10, 49, 4, 28, 19, 19, 23, 14, 9, 44, 45, 15, 7, 27, 35, 22, 19, 47, 3, 17, 34, 14, 14, 35, 14, 18, 2, 48, 37, 6, 13, 18, 22, 50, 34, 28, 48, 21, 47, 49, 17, 37, 41, 8, 35, 23, 23, 0, 1, 46, 35, 45, 1, 32, 11, 8, 40, 35, 42, 10, 41, 9, 19, 47, 36, 29, 6, 40, 45, 2, 49, 38, 16, 32, 45, 31]
[3, 47, 27, 34, 39, 43, 14, 50, 50, 14, 4, 5, 11, 44, 25, 44, 48, 34, 32, 46, 35, 1, 39, 0, 13, 1, 50, 43, 18, 31, 42, 47, 19, 47, 16, 42, 5, 1, 14, 10, 35, 13, 12, 21, 36, 48, 44, 15, 8, 21, 18, 11, 33, 32, 12, 6, 18, 36, 21, 2, 28, 34, 48, 21, 5, 27, 20, 3, 15, 32, 49, 17, 41, 37, 36, 21, 42, 48, 26, 47, 49, 50, 34, 37, 45, 45, 10, 32, 10, 16, 30, 22, 48, 45, 0, 46, 8, 31, 28, 47, 21, 11, 12, 18, 42, 14, 5, 1, 0, 26, 50, 38, 35, 23, 18, 0, 37, 30, 33, 48]
[5, 48, 13, 22, 26, 23, 12, 29, 21, 5, 6, 4, 23, 26, 50, 20, 35, 43, 22, 48, 29, 20, 18, 13, 0, 49, 41, 19, 45, 34, 36, 26, 20, 42, 6, 11, 39, 25, 17, 28, 48, 2, 50, 26, 16, 26, 46, 44, 40, 29, 21, 4, 27, 43, 46, 33, 31, 37, 31, 39, 3, 19, 13, 23, 45, 32, 5, 9, 26, 33, 42, 18, 8, 4, 2, 3, 28, 27, 10, 41, 11, 9, 17, 35, 9, 26, 19, 32, 49, 25, 7, 43, 21, 36, 17, 45, 33, 17, 16, 45, 9, 31, 6, 25, 14, 37, 48, 34, 6, 2, 5, 35, 40, 31, 27, 28, 40, 15, 8, 0]
[5, 15, 17, 49, 5, 38, 29, 48, 48, 49, 40, 37, 38, 39, 47, 36, 27, 24, 40, 12, 2, 40, 24, 1, 49, 0, 2, 2, 31, 50, 7, 19, 6, 44, 49, 17, 22, 41, 50, 40, 14, 36, 23, 27, 39, 23, 40, 20, 32, 6, 30, 36, 41, 14, 12, 37, 29, 49, 25, 7, 16, 17, 20, 14, 2, 6, 3, 37, 31, 36, 7, 24, 24, 42, 10, 42, 6, 34, 15, 5, 33, 33, 2, 47, 2, 2, 12, 1, 29, 29, 8, 35, 4, 2, 27, 19, 8, 10, 39, 24, 44, 44, 10, 46, 12, 18, 19, 9, 5, 10, 1, 14, 42, 6, 8, 24, 11, 3, 22, 41]
[47, 6, 44, 9, 46, 45, 15, 13, 41, 13, 23, 15, 49, 30, 20, 46, 24, 39, 39, 32, 12, 17, 39, 50, 41, 2, 0, 27, 22, 23, 8, 34, 46, 31, 14, 22, 13, 25, 13, 41, 3, 32, 2, 24, 26, 0, 17, 49, 1, 29, 46, 31, 39, 42, 17, 30, 34, 2, 41, 33, 50, 3, 9, 16, 35, 18, 6, 33, 39, 42, 22, 6, 14, 46, 39, 33, 7, 40, 41, 30, 36, 25, 16, 12, 31, 6, 2, 15, 2, 16, 48, 32, 47, 40, 43, 44, 15, 29, 31, 0, 16, 37, 21, 13, 2, 6, 36, 13, 11, 0, 16, 28, 45, 31, 34, 24, 2, 28, 49, 7]
[28, 2, 17, 42, 18, 32, 4, 32, 20, 28, 19, 41, 15, 4, 18, 34, 4, 21, 47, 27, 1, 31, 26, 43, 19, 2, 27, 0, 11, 26, 2, 15, 20, 50, 12, 1, 4, 9, 37, 38, 47, 19, 30, 21, 34, 4, 42, 27, 37, 17, 35, 23, 42, 33, 7, 31, 36, 41, 24, 37, 27, 18, 44, 14, 50, 29, 11, 43, 38, 7, 6, 45, 9, 41, 28, 45, 13, 31, 37, 3, 6, 11, 39, 33, 24, 50, 2, 1, 41, 41, 35, 49, 6, 41, 24, 39, 13, 1, 26, 32, 21, 44, 39, 33, 43, 0, 6, 42, 34, 44, 35, 9, 37, 17, 22, 0, 12, 23, 38, 25]
[26, 17, 24, 44, 14, 9, 2, 41, 28, 46, 19, 32, 32, 14, 26, 18, 4, 2, 46, 32, 34, 24, 4, 18, 45, 31, 22, 11, 0, 1, 40, 20, 10, 10, 19, 6, 23, 32, 27, 30, 37, 14, 42, 5, 41, 25, 27, 43, 22, 34, 45, 25, 5, 4, 42, 15, 14, 6, 44, 42, 1, 1, 46, 32, 47, 33, 18, 40, 13, 19, 6, 10, 30, 45, 38, 7, 35, 5, 18, 2, 24, 4, 41, 5, 30, 42, 47, 45, 38, 47, 39, 28, 43, 44, 21, 25, 39, 9, 50, 18, 9, 0, 40, 32, 10, 16, 9, 30, 7, 6, 45, 46, 44, 12, 31, 4, 6, 37, 40, 31]
[8, 4, 18, 50, 25, 47, 5, 38, 13, 1, 28, 49, 34, 45, 19, 24, 50, 7, 43, 18, 27, 39, 7, 31, 34, 50, 23, 26, 1, 0, 16, 7, 8, 43, 8, 18, 0, 0, 21, 12, 6, 15, 41, 48, 32, 35, 16, 23, 9, 23, 50, 0, 23, 21, 49, 33, 9, 1, 10, 26, 21, 2, 41, 25, 11, 30, 10, 31, 48, 21, 23, 50, 22, 35, 19, 39, 7, 3, 17, 10, 30, 39, 45, 40, 8, 11, 19, 17, 7, 13, 45, 20, 38, 39, 45, 23, 14, 19, 32, 11, 40, 4, 8, 32, 20, 8, 46, 27, 23, 29, 0, 11, 45, 10, 19, 7, 27, 23, 17, 33]
[49, 9, 44, 26, 27, 50, 4, 16, 11, 10, 9, 47, 16, 45, 2, 5, 17, 39, 19, 16, 8, 36, 23, 42, 36, 7, 8, 2, 40, 16, 0, 0, 18, 39, 8, 45, 32, 24, 43, 29, 34, 0, 0, 22, 43, 10, 35, 8, 45, 28, 3, 21, 29, 21, 10, 1, 50, 6, 1, 44, 45, 36, 26, 14, 3, 29, 0, 36, 7, 15, 24, 4, 25, 26, 6, 14, 14, 33, 29, 34, 32, 14, 48, 33, 8, 49, 29, 49, 27, 44, 0, 5, 41, 7, 49, 21, 12, 12, 13, 30, 3, 28, 29, 14, 15, 26, 28, 14, 46, 19, 49, 12, 23, 50, 31, 35, 12, 9, 23, 40]
[10, 23, 32, 22, 48, 47, 37, 26, 19, 12, 39, 22, 36, 40, 31, 10, 28, 25, 1, 38, 20, 43, 36, 47, 26, 19, 34, 15, 20, 7, 0, 0, 18, 9, 34, 44, 43, 35, 2, 22, 21, 21, 37, 16, 7, 4, 38, 5, 32, 16, 30, 17, 39, 1, 16, 6, 27, 27, 48, 6, 22, 1, 42, 32, 33, 25, 26, 0, 29, 14, 15, 3, 26, 34, 43, 32, 9, 36, 45, 35, 0, 17, 36, 40, 15, 15, 46, 37, 47, 45, 23, 20, 21, 13, 20, 38, 26, 1, 14, 34, 9, 20, 47, 50, 39, 35, 48, 49, 24, 29, 25, 8, 44, 3, 13, 34, 10, 8, 7, 2]
[12, 19, 22, 35, 48, 42, 31, 20, 28, 38, 9, 28, 2, 16, 31, 31, 23, 7, 36, 30, 46, 35, 16, 19, 20, 6, 46, 20, 10, 8, 18, 18, 0, 16, 45, 31, 2, 20, 26, 33, 18, 26, 34, 22, 36, 23, 42, 42, 30, 27, 42, 35, 46, 36, 43, 41, 43, 0, 18, 43, 28, 50, 30, 42, 37, 1, 19, 46, 50, 3, 35, 33, 14, 15, 0, 21, 36, 43, 47, 41, 38, 41, 45, 42, 31, 29, 42, 28, 29, 34, 35, 40, 47, 46, 26, 45, 22, 5, 7, 37, 23, 38, 30, 24, 22, 15, 5, 48, 9, 42, 44, 45, 0, 28, 38, 2, 6, 30, 2, 13]
[17, 25, 48, 1, 19, 15, 42, 23, 22, 26, 50, 40, 16, 1, 33, 49, 45, 37, 37, 1, 2, 31, 15, 47, 42, 44, 31, 50, 10, 43, 39, 9, 16, 0, 0, 31, 48, 24, 48, 2, 14, 16, 27, 0, 43, 18, 45, 14, 30, 49, 50, 27, 40, 10, 20, 11, 18, 18, 17, 14, 43, 9, 37, 3, 21, 6, 47, 42, 31, 46, 11, 2, 34, 28, 24, 14, 36, 36, 9, 36, 11, 27, 34, 33, 46, 10, 2, 45, 3, 16, 25, 26, 12, 30, 6, 37, 40, 38, 12, 3, 12, 2, 12, 19, 36, 33, 37, 43, 6, 6, 36, 11, 35, 17, 37, 49, 14, 16, 32, 15]
[26, 24, 15, 7, 44, 32, 48, 22, 24, 22, 18, 40, 33, 27, 35, 16, 32, 38, 1, 50, 29, 39, 17, 16, 6, 49, 14, 12, 19, 8, 8, 34, 45, 0, 0, 6, 13, 45, 2, 31, 31, 23, 5, 42, 23, 17, 37, 12, 40, 38, 47, 28, 46, 24, 9, 22, 37, 18, 38, 29, 14, 17, 41, 2, 42, 41, 34, 27, 0, 16, 35, 19, 42, 1, 1, 24, 35, 44, 0, 34, 16, 44, 17, 49, 5, 34, 15, 26, 42, 12, 41, 33, 18, 45, 13, 17, 35, 28, 9, 40, 3, 10, 9, 0, 33, 12, 24, 3, 45, 35, 25, 33, 50, 15, 26, 43, 14, 34, 1, 44]
[40, 14, 3, 6, 7, 21, 25, 26, 34, 12, 14, 22, 13, 18, 41, 27, 11, 43, 22, 14, 18, 13, 41, 42, 11, 17, 22, 1, 6, 18, 45, 44, 31, 31, 6, 0, 11, 28, 20, 16, 25, 21, 35, 44, 32, 12, 16, 26, 14, 8, 24, 7, 34, 30, 10, 19, 3, 35, 5, 30, 32, 38, 22, 4, 36, 43, 16, 4, 44, 37, 26, 50, 46, 3, 3, 4, 40, 3, 49, 38, 13, 39, 29, 27, 47, 37, 33, 41, 50, 0, 46, 33, 12, 30, 45, 9, 48, 28, 22, 46, 7, 31, 26, 28, 9, 17, 8, 35, 31, 20, 30, 14, 6, 15, 44, 46, 36, 37, 40, 13]
[10, 49, 39, 24, 1, 0, 17, 17, 9, 43, 21, 31, 4, 46, 8, 31, 17, 39, 8, 30, 34, 8, 14, 5, 39, 22, 13, 4, 23, 0, 32, 43, 2, 48, 13, 11, 0, 26, 22, 10, 20, 2, 3, 39, 49, 2, 17, 40, 4, 31, 29, 50, 7, 31, 29, 38, 32, 49, 45, 49, 12, 27, 27, 32, 8, 34, 30, 42, 16, 12, 1, 0, 48, 31, 5, 26, 49, 50, 27, 48, 22, 36, 26, 9, 30, 12, 44, 36, 29, 12, 26, 30, 25, 11, 12, 27, 50, 46, 31, 22, 6, 46, 31, 24, 40, 8, 37, 7, 27, 46, 32, 8, 23, 17, 34, 26, 12, 6, 44, 31]
[24, 3, 45, 4, 6, 6, 20, 25, 47, 46, 37, 46, 47, 17, 16, 26, 29, 7, 38, 3, 30, 40, 9, 1, 25, 41, 25, 9, 32, 0, 24, 35, 20, 24, 45, 28, 26, 0, 14, 25, 21, 0, 6, 11, 29, 41, 29, 46, 13, 5, 29, 34, 4, 22, 4, 27, 18, 0, 12, 11, 10, 31, 16, 14, 37, 42, 10, 13, 0, 14, 19, 27, 46, 29, 19, 20, 13, 2, 2, 35, 17, 22, 37, 4, 7, 21, 44, 25, 4, 18, 0, 12, 2, 4, 37, 25, 20, 6, 30, 47, 22, 7, 43, 37, 15, 12, 16, 49, 10, 5, 49, 17, 10, 8, 14, 29, 10, 42, 15, 35]
