N1,N2,...,Nx
[31, 31, 21, 35, 29, 18, 33, 5, 1, 4, 23, 9, 24, 7, 14, 20, 45, 39, 44, 33, 50, 31, 6, 0, 49, 1, 50, 12, 4, 42, 10, 34, 15, 2, 6, 9, 1, 1, 14, 34, 7, 6, 9, 26, 32, 29, 31, 48, 43, 15, 4, 33, 2, 32, 12, 13, 19, 39, 19, 2, 42, 48, 35, 22, 39, 50, 41, 1, 50, 30, 37, 12, 8, 49, 37, 13, 23, 43, 27, 8, 7, 47, 8, 33, 48, 47, 36, 38, 7, 30, 39, 27, 28, 27, 16, 33, 38]
[38, 33, 13, 24, 50, 26, 18, 24, 49, 15, 43, 6, 39, 18, 24, 38, 37, 41, 11, 21, 0, 48, 49, 49, 0, 49, 28, 24, 44, 15, 7, 18, 32, 37, 43, 44, 24, 0, 45, 27, 32, 30, 33, 48, 10, 41, 16, 5, 26, 33, 17, 28, 18, 13, 30, 45, 42, 11, 26, 24, 24, 34, 2, 43, 38, 7, 36, 39, 40, 25, 8, 29, 12, 46, 34, 3, 25, 37, 39, 13, 34, 11, 44, 8, 6, 49, 33, 20, 32, 24, 6, 37, 36, 21, 24, 40, 30]
[12, 46, 0, 11, 7, 8, 38, 19, 23, 25, 3, 6, 8, 45, 23, 11, 39, 20, 8, 36, 45, 12, 33, 1, 49, 0, 28, 17, 28, 30, 49, 21, 49, 24, 32, 23, 48, 43, 18, 39, 4, 17, 22, 8, 14, 31, 19, 8, 21, 48, 50, 50, 24, 50, 19, 8, 48, 19, 6, 39, 0, 38, 16, 2, 33, 20, 17, 49, 14, 2, 43, 15, 36, 45, 12, 20, 10, 16, 44, 41, 37, 35, 36, 1, 8, 9, 50, 19, 9, 15, 3, 34, 44, 5, 18, 33, 32]
[20, 21, 24, 11, 39, 31, 26, 33, 23, 39, 40, 2, 33, 30, 29, 14, 12, 9, 20, 48, 42, 15, 31, 50, 28, 28, 0, 36, 22, 21, 18, 12, 29, 27, 37, 36, 48, 44, 34, 32, 17, 35, 32, 48, 47, 46, 3, 40, 45, 33, 16, 15, 11, 39, 8, 37, 35, 4, 46, 33, 8, 20, 10, 40, 30, 24, 17, 28, 41, 5, 32, 33, 24, 32, 16, 24, 19, 41, 42, 39, 11, 37, 15, 17, 20, 5, 43, 30, 41, 39, 31, 29, 2, 43, 14, 5, 10]
[3, 20, 4, 3, 1, 45, 8, 17, 14, 10, 21, 45, 15, 8, 7, 32, 7, 50, 8, 26, 16, 19, 48, 12, 24, 17, 36, 0, 21, 21, 34, 28, 48, 21, 12, 0, 41, 24, 30, 50, 11, 7, 33, 35, 30, 2, 8, 36, 45, 32, 47, 3, 28, 22, 23, 7, 19, 47, 34, 33, 37, 12, 4, 19, 43, 45, 39, 48, 3, 4, 5, 27, 37, 41, 22, 21, 7, 32, 22, 1, 6, 41, 28, 8, 45, 18, 8, 36, 30, 21, 11, 33, 42, 17, 10, 1, 43]
[30, 7, 15, 13, 29, 7, 15, 16, 24, 37, 1, 10, 44, 41, 19, 34, 35, 13, 18, 15, 2, 50, 15, 4, 44, 28, 22, 21, 0, 26, 29, 14, 28, 12, 38, 35, 47, 49, 44, 29, 4, 19, 4, 1, 39, 24, 21, 19, 20, 38, 35, 34, 0, 10, 28, 12, 17, 13, 45, 13, 43, 16, 35, 22, 5, 46, 28, 31, 30, 44, 11, 34, 27, 5, 20, 10, 42, 37, 34, 43, 5, 34, 33, 0, 39, 7, 24, 23, 26, 33, 37, 15, 13, 27, 15, 3, 25]
[36, 46, 4, 17, 0, 15, 22, 43, 2, 0, 23, 48, 6, 45, 12, 34, 36, 28, 31, 24, 19, 43, 18, 42, 15, 30, 21, 21, 26, 0, 21, 38, 38, 32, 13, 7, 47, 44, 36, 17, 22, 11, 12, 9, 48, 18, 44, 39, 45, 25, 2, 3, 33, 44, 13, 33, 3, 3, 3, 41, 8, 26, 12, 35, 3, 23, 2, 45, 15, 39, 10, 5, 45, 27, 27, 21, 13, 49, 22, 0, 14, 33, 21, 8, 48, 45, 20, 24, 15, 3, 44, 22, 9, 15, 19, 22, 45]
[12, 8, 47, 19, 17, 12, 24, 13, 48, 10, 0, 13, 46, 0, 48, 34, 33, 44, 10, 4, 42, 10, 38, 10, 7, 49, 18, 34, 29, 21, 0, 36, 30, 28, 3, 14, 46, 15, 50, 40, 49, 49, 27, 36, 40, 43, 23, 30, 39, 19, 41, 47, 13, 50, 27, 29, 40, 39, 34, 1, 6, 15, 13, 30, 25, 2, 28, 31, 18, 17, 1, 12, 14, 30, 2, 0, 25, 45, 7, 20, 2, 40, 41, 43, 13, 34, 8, 10, 31, 21, 44, 34, 5, 29, 13, 9, 2]
[15, 9, 11, 39, 47, 25, 19, 45, 46, 35, 3, 31, 26, 27, 34, 19, 50, 35, 19, 33, 11, 8, 9, 34, 18, 21, 12, 28, 14, 38, 36, 0, 35, 3, 20, 30, 35, 26, 37, 23, 47, 20, 25, 14, 1, 15, 11, 22, 15, 11, 37, 9, 42, 12, 16, 25, 43, 24, 48, 41, 15, 42, 42, 32, 13, 2, 44, 42, 10, 23, 42, 43, 11, 37, 38, 48, 27, 50, 19, 45, 31, 6, 12, 1, 46, 47, 46, 39, 22, 48, 10, 46, 25, 41, 3, 22, 5]
[24, 36, 5, 38, 34, 6, 21, 32, 30, 36, 5, 31, 50, 22, 35, 4, 7, 50, 7, 41, 4, 37, 12, 15, 32, 49, 29, 48, 28, 38, 30, 35, 0, 10, 18, 24, 5, 5, 6, 15, 21, 24, 29, 41, 29, 29, 6, 20, 25, 26, 22, 20, 2, 13, 43, 42, 17, 36, 10, 18, 50, 14, 4, 27, 42, 5, 24, 24, 5, 28, 1, 44, 36, 39, 13, 24, 39, 23, 33, 37, 47, 32, 38, 27, 12, 44, 31, 50, 32, 28, 41, 29, 14, 8, 2, 16, 40]
[2, 2, 21, 3, 3, 15, 45, 30, 12, 33, 38, 9, 23, 14, 32, 11, 38, 22, 44, 39, 16, 49, 36, 2, 37, 24, 27, 21, 12, 32, 28, 3, 10, 0, 30, 0, 16, 28, 28, 14, 35, 17, 50, 9, 41, 20, 34, 25, 1, 45, 44, 30, 4, 14, 35, 7, 24, 50, 31, 17, 21, 21, 33, 18, 47, 15, 12, 31, 43, 25, 13, 48, 7, 5, 45, 44, 24, 20, 47, 29, 46, 15, 4, 36, 4, 30, 35, 26, 35, 1, 30, 4, 39, 27, 25, 24, 47]
[15, 21, 25, 13, 1, 15, 15, 21, 0, 8, 31, 50, 34, 41, 37, 23, 36, 47, 14, 43, 13, 42, 44, 6, 43, 32, 37, 12, 38, 13, 3, 20, 18, 30, 0, 22, 23, 11, 45, 46, 23, 38, 20, 33, 14, 18, 40, 14, 32, 1, 17, 22, 12, 33, 34, 21, 22, 2, 50, 23, 49, 40, 2, 5, 10, 31, 33, 3, 4, 3, 32, 20, 21, 18, 28, 24, 32, 48, 37, 48, 21, 15, 13, 16, 15, 40, 50, 43, 44, 17, 5, 3, 4, 3, 20, 0, 13]
[14, 26, 33, 43, 4, 11, 20, 42, 2, 23, 5, 25, 6, 5, 23, 37, 34, 24, 35, 33, 37, 9, 29, 9, 44, 23, 36, 0, 35, 7, 14, 30, 24, 0, 22, 0, 27, 8, 32, 2, 37, 6, 4, 9, 42, 1, 8, 28, 37, 35, 17, 26, 38, 14, 24, 43, 38, 9, 40, 14, 22, 19, 43, 22, 22, 39, 24, 37, 27, 32, 5, 36, 45, 21, 43, 11, 14, 19, 23, 8, 47, 23, 12, 46, 8, 30, 24, 48, 45, 26, 22, 49, 15, 45, 30, 40, 10]
[50, 37, 18, 13, 49, 37, 44, 36, 16, 0, 22, 42, 29, 49, 13, 10, 49, 31, 30, 36, 38, 5, 9, 1, 24, 48, 48, 41, 47, 47, 46, 35, 5, 16, 23, 27, 0, 16, 4, 37, 27, 5, 38, 6, 24, 43, 44, 36, 43, 23, 13, 50, 45, 4, 1, 22, 14, 20, 43, 20, 40, 27, 43, 24, 49, 45, 43, 17, 42, 0, 17, 6, 19, 38, 31, 43, 15, 13, 47, 16, 19, 10, 36, 17, 22, 30, 30, 37, 5, 26, 25, 41, 9, 48, 26, 7, 19]
[39, 39, 38, 8, 39, 24, 6, 23, 31, 39, 32, 38, 48, 7, 5, 15, 22, 49, 42, 50, 6, 2, 20, 1, 0, 43, 44, 24, 49, 44, 15, 26, 5, 28, 11, 8, 16, 0, 43, 45, 25, 43, 27, 28, 48, 28, 32, 33, 21, 2, 28, 41, 16, 26, 15, 3, 36, 3, 14, 12, 16, 8, 6, 29, 47, 21, 1, 9, 27, 41, 21, 32, 24, 21, 30, 13, 13, 17, 19, 5, 47, 38, 34, 21, 36, 36, 46, 1, 20, 40, 39, 12, 32, 31, 1, 3, 47]
[18, 28, 27, 6, 5, 44, 17, 12, 29, 6, 12, 47, 44, 4, 28, 30, 11, 5, 8, 13, 12, 50, 0, 14, 45, 18, 34, 30, 44, 36, 50, 37, 6, 28, 45, 32, 4, 43, 0, 16, 29, 26, 17, 30, 8, 11, 49, 4, 47, 0, 21, 40, 7, 48, 3, 4, 0, 13, 43, 1, 43, 49, 40, 38, 31, 37, 36, 12, 14, 0, 8, 7, 21, 31, 50, 19, 50, 39, 41, 23, 35, 4, 16, 43, 23, 28, 19, 43, 47, 10, 7, 40, 41, 29, 26, 9, 26]
[31, 35, 33, 47, 12, 19, 10, 4, 43, 20, 48, 40, 0, 13, 14, 19, 25, 17, 11, 29, 12, 31, 46, 34, 27, 39, 32, 50, 29, 17, 40, 23, 15, 14, 46, 2, 37, 45, 16, 0, 0, 20, 15, 31, 40, 37, 33, 20, 18, 7, 44, 44, 14, 22, 8, 22, 37, 36, 9, 15, 27, 5, 6, 36, 8, 47, 15, 2, 11, 32, 13, 7, 49, 22, 30, 28, 50, 45, 47, 14, 38, 49, 34, 2, 40, 40, 26, 22, 24, 5, 0, 1, 15, 7, 37, 39, 25]
[5, 4, 40, 40, 47, 49, 35, 44, 23, 38, 30, 21, 11, 8, 9, 6, 37, 3, 38, 15, 45, 39, 47, 7, 32, 4, 17, 11, 4, 22, 49, 47, 21, 35, 23, 37, 27, 25, 29, 0, 0, 27, 1, 44, 20, 9, 27, 31, 41, 0, 5, 36, 2, 4, 18, 3, 10, 9, 4, 40, 4, 8, 46, 18, 16, 48, 1, 19, 18, 25, 28, 18, 43, 12, 21, 0, 32, 24, 33, 12, 45, 28, 13, 8, 17, 33, 24, 36, 26, 38, 2, 24, 28, 42, 5, 5, 2]
[14, 34, 42, 18, 16, 2, 44, 11, 25, 3, 40, 22, 30, 39, 45, 36, 17, 17, 39, 24, 9, 30, 27, 6, 30, 17, 35, 7, 19, 11, 49, 20, 24, 17, 38, 6, 5, 43, 26, 20, 27, 0, 25, 18, 43, 31, 39, 34, 33, 30, 33, 44, 28, 47, 13, 2, 38, 38, 33, 8, 8, 35, 25, 27, 46, 8, 20, 22, 42, 33, 14, 33, 36, 16, 3, 41, 25, 48, 35, 46, 33, 23, 23, 35, 3, 1, 9, 39, 4, 13, 19, 29, 39, 6, 42, 47, 9]
[30, 43, 13, 35, 11, 28, 46, 3, 43, 12, 49, 41, 27, 31, 41, 7, 43, 9, 20, 23, 46, 13, 16, 9, 33, 22, 32, 33, 4, 12, 27, 25, 29, 50, 20, 4, 38, 27, 17, 15, 1, 25, 0, 33, 48, 32, 22, 15, 43, 6, 0, 2, 39, 10, 27, 21, 4, 45, 2, 1, 50, 32, 11, 47, 16, 31, 34, 26, 0, 38, 10, 23, 7, 32, 29, 3, 20, 38, 26, 45, 37, 7, 25, 49, 8, 26, 21, 38, 45, 49, 14, 21, 7, 10, 15, 6, 10]
[24, 30, 6, 12, 33, 1, 34, 26, 41, 43, 29, 1, 36, 6, 36, 45, 37, 9, 36, 12, 24, 26, 17, 26, 48, 8, 48, 35, 1, 9, 36, 14, 41, 9, 33, 9, 6, 28, 30, 31, 44, 18, 33, 0, 44, 36, 0, 20, 3, 15, 19, 4, 10, 30, 13, 6, 45, 4, 49, 29, 12, 16, 22, 6, 39, 36, 3, 15, 44, 48, 46, 18, 46, 17, 43, 6, 39, 0, 4, 48, 24, 41, 40, 43, 6, 17, 7, 10, 16, 16, 21, 20, 48, 45, 34, 35, 6]
[45, 35, 20, 31, 1, 22, 42, 48, 15, 19, 6, 15, 1, 40, 36, 9, 11, 27, 44, 15, 13, 2, 33, 32, 10, 14, 47, 30, 39, 48, 40, 1, 29, 41, 14, 42, 24, 48, 8, 40, 20, 43, 48, 44, 0, 32, 15, 3, 42, 25, 29, 36, 29, 34, 32, 50, 28, 2, 34, 7, 22, 6, 12, 16, 22, 17, 2, 0, 18, 31, 45, 16, 18, 18, 18, 34, 25, 40, 6, 49, 48, 49, 8, 31, 28, 44, 12, 6, 30, 34, 12, 45, 23, 2, 35, 3, 26]
[2, 33, 16, 44, 10, 40, 49, 43, 1, 15, 26, 28, 17, 5, 15, 0, 16, 6, 2, 18, 15, 29, 11, 29, 41, 31, 46, 2, 24, 18, 43, 15, 29, 20, 18, 1, 43, 28, 11, 37, 9, 31, 32, 36, 32, 0, 16, 47, 16, 45, 45, 32, 8, 33, 4, 40, 30, 19, 5, 7, 26, 20, 47, 3, 15, 49, 15, 28, 13, 19, 29, 22, 2, 16, 6, 39, 30, 30, 43, 18, 23, 20, 44, 10, 33, 13, 22, 22, 50, 43, 0, 15, 29, 42, 8, 30, 1]
[50, 36, 33, 13, 4, 31, 40, 50, 50, 24, 20, 3, 16, 27, 29, 45, 37, 13, 34, 26, 39, 5, 47, 31, 16, 19, 3, 8, 21, 44, 23, 11, 6, 34, 40, 8, 44, 32, 49, 33, 27, 39, 22, 0, 15, 16, 0, 37, 4, 41, 43, 24, 14, 17, 33, 25, 36, 12, 5, 42, 2, 46, 19, 5, 20, 3, 25, 45, 13, 6, 33, 36, 27, 6, 17, 16, 46, 17, 25, 2, 33, 35, 7, 37, 17, 23, 0, 23, 29, 7, 1, 49, 2, 14, 23, 15, 49]
