N1,N2,...,Nx
[30, 39, 18, 45, 17, 33, 14, 21, 44, 21, 0, 37, 34, 10, 33, 40, 18, 20, 35, 32, 20, 31, 12, 26, 49, 11, 13, 9, 15, 50, 4, 3, 8, 15, 41, 22, 20, 33, 24, 31, 16, 4, 27, 8, 31, 21, 6, 37, 11, 10, 30, 9, 30, 47, 18, 50, 44, 18, 12, 35, 31, 19, 18, 11, 6, 24, 14, 27, 8, 12, 43, 30, 44, 32, 13, 19, 16, 49, 13, 25, 4, 50, 4, 18, 34, 13, 44, 47, 0, 9, 36, 14, 25, 40, 7, 47, 35, 22, 35, 26, 32, 11, 32, 14, 30, 25, 30, 21, 16, 50, 20, 20, 12, 40, 39, 48, 42, 35, 6, 34, 3, 40, 25, 31, 6, 34, 43, 5, 21, 31, 4, 49, 7, 28, 11, 26, 35, 38, 31, 44, 23, 3, 8, 45, 26, 47, 15, 16, 13, 21, 11, 23, 9, 43, 16, 50, 45, 34, 40, 46, 21, 45, 1, 6, 17, 25, 14, 6, 22, 50, 3, 24, 4, 35, 32, 19, 46, 13, 50, 50, 24, 20, 31, 41]
[0, 2, 21, 11, 38, 10, 5, 41, 38, 11, 37, 0, 38, 22, 40, 33, 19, 30, 49, 26, 36, 42, 11, 40, 32, 49, 2, 2, 47, 36, 22, 21, 7, 19, 32, 48, 11, 45, 11, 15, 24, 11, 45, 38, 2, 17, 15, 42, 23, 4, 7, 0, 41, 12, 48, 2, 47, 14, 12, 4, 45, 13, 28, 49, 6, 35, 40, 1, 5, 39, 9, 12, 29, 29, 17, 35, 10, 9, 1, 8, 8, 18, 45, 42, 34, 3, 20, 8, 30, 48, 5, 21, 32, 3, 42, 44, 46, 2, 3, 42, 0, 42, 38, 41, 11, 9, 3, 13, 26, 10, 33, 22, 45, 9, 30, 31, 3, 45, 22, 30, 0, 37, 39, 42, 45, 13, 5, 21, 21, 21, 49, 34, 28, 32, 32, 12, 12, 39, 32, 36, 47, 5, 34, 27, 33, 30, 9, 49, 39, 2, 30, 0, 5, 3, 49, 24, 28, 10, 5, 11, 25, 1, 31, 31, 31, 26, 25, 17, 12, 18, 47, 15, 9, 11, 35, 25, 24, 46, 37, 6, 9, 27, 46, 43]
[28, 32, 42, 46, 40, 30, 23, 18, 21, 15, 34, 38, 0, 49, 24, 6, 30, 35, 41, 33, 2, 2, 42, 27, 15, 10, 46, 21, 35, 38, 31, 28, 42, 11, 17, 19, 6, 23, 31, 37, 22, 22, 5, 46, 1, 13, 18, 15, 2, 46, 8, 18, 29, 32, 39, 34, 1, 26, 22, 10, 35, 31, 46, 31, 23, 7, 18, 32, 38, 42, 24, 0, 34, 43, 48, 13, 21, 36, 36, 30, 35, 19, 43, 41, 26, 29, 13, 28, 15, 42, 23, 45, 36, 24, 33, 33, 3, 38, 42, 22, 0, 37, 43, 1, 30, 48, 47, 22, 47, 9, 2, 20, 37, 29, 12, 37, 11, 46, 37, 20, 48, 25, 1, 29, 26, 26, 46, 11, 8, 4, 25, 30, 32, 8, 29, 40, 23, 10, 37, 46, 36, 28, 49, 49, 46, 24, 3, 42, 0, 24, 16, 38, 50, 33, 38, 40, 48, 32, 0, 26, 12, 49, 33, 25, 22, 24, 9, 22, 13, 37, 45, 3, 37, 18, 13, 22, 5, 27, 23, 32, 6, 15, 1, 15]
[40, 25, 28, 47, 21, 30, 36, 7, 9, 16, 10, 22, 49, 0, 12, 7, 37, 38, 3, 27, 10, 26, 19, 31, 29, 41, 10, 12, 3, 29, 2, 0, 13, 22, 3, 25, 23, 21, 43, 17, 22, 3, 18, 50, 37, 8, 34, 33, 18, 22, 12, 47, 19, 25, 8, 8, 12, 31, 27, 42, 21, 34, 32, 1, 26, 6, 1, 4, 12, 23, 34, 35, 35, 50, 41, 30, 43, 15, 27, 4, 39, 50, 31, 23, 45, 17, 8, 33, 48, 43, 4, 49, 17, 25, 50, 27, 35, 37, 27, 35, 4, 35, 43, 3, 21, 16, 22, 1, 33, 34, 39, 31, 18, 21, 34, 41, 3, 18, 8, 31, 2, 17, 3, 3, 3, 43, 50, 29, 25, 24, 10, 27, 16, 35, 36, 6, 31, 31, 19, 21, 41, 44, 2, 38, 30, 33, 4, 3, 45, 13, 48, 41, 47, 14, 38, 41, 38, 8, 34, 49, 30, 40, 36, 44, 9, 30, 35, 18, 35, 12, 17, 4, 33, 9, 43, 47, 15, 31, 29, 40, 1, 15, 41, 14]
[50, 41, 34, 3, 48, 49, 26, 33, 16, 44, 33, 40, 24, 12, 0, 21, 22, 21, 49, 47, 26, 31, 17, 6, 46, 27, 38, 17, 46, 36, 48, 3, 24, 41, 6, 29, 9, 39, 30, 4, 15, 22, 22, 42, 0, 35, 23, 39, 30, 32, 3, 2, 3, 1, 24, 15, 34, 26, 25, 28, 6, 7, 0, 0, 43, 6, 34, 30, 25, 7, 18, 40, 34, 3, 0, 9, 46, 21, 27, 19, 39, 26, 1, 42, 4, 2, 31, 0, 12, 11, 28, 45, 23, 29, 5, 32, 20, 44, 24, 24, 16, 1, 23, 6, 23, 32, 5, 9, 33, 15, 32, 21, 40, 3, 1, 7, 42, 38, 29, 19, 27, 23, 12, 1, 40, 47, 45, 15, 36, 41, 27, 35, 37, 35, 11, 7, 4, 37, 45, 42, 30, 21, 8, 46, 48, 47, 33, 34, 38, 49, 30, 8, 16, 23, 50, 29, 32, 6, 1, 22, 46, 35, 21, 2, 26, 19, 19, 12, 13, 21, 48, 4, 7, 39, 13, 16, 2, 50, 4, 29, 46, 28, 46, 18]
[42, 22, 8, 47, 19, 33, 46, 29, 15, 15, 40, 33, 6, 7, 21, 0, 2, 26, 44, 8, 29, 29, 8, 18, 27, 15, 33, 46, 41, 22, 12, 41, 21, 10, 18, 37, 2, 42, 10, 50, 40, 7, 47, 26, 10, 2, 5, 22, 48, 11, 50, 40, 47, 13, 25, 12, 36, 6, 46, 13, 32, 0, 9, 45, 25, 34, 36, 14, 39, 43, 7, 39, 21, 15, 30, 38, 46, 12, 4, 4, 19, 0, 15, 26, 31, 49, 33, 18, 50, 20, 6, 37, 37, 30, 36, 13, 5, 17, 5, 39, 23, 7, 21, 50, 49, 28, 46, 49, 21, 33, 38, 39, 28, 27, 4, 24, 11, 9, 27, 11, 39, 20, 21, 0, 38, 16, 35, 2, 24, 11, 4, 37, 32, 46, 2, 2, 43, 20, 16, 14, 6, 38, 40, 39, 39, 49, 0, 28, 25, 28, 16, 14, 8, 42, 41, 17, 30, 39, 42, 1, 11, 12, 18, 48, 18, 2, 35, 8, 35, 3, 34, 22, 19, 44, 11, 32, 0, 39, 48, 45, 3, 5, 16, 14]
[40, 5, 26, 12, 44, 0, 29, 29, 10, 19, 18, 19, 30, 37, 22, 2, 0, 8, 39, 21, 46, 31, 40, 26, 12, 8, 45, 9, 11, 9, 4, 50, 14, 21, 6, 24, 13, 4, 27, 21, 24, 37, 16, 46, 37, 6, 10, 11, 40, 37, 7, 24, 38, 35, 13, 10, 23, 44, 9, 15, 17, 22, 8, 14, 11, 41, 7, 23, 6, 31, 9, 48, 29, 28, 18, 5, 28, 9, 27, 6, 16, 11, 39, 44, 32, 39, 17, 34, 12, 4, 7, 23, 37, 34, 19, 26, 25, 40, 12, 5, 18, 8, 48, 37, 40, 17, 30, 21, 7, 41, 40, 12, 22, 22, 38, 40, 37, 42, 22, 45, 6, 16, 18, 30, 40, 6, 9, 13, 12, 17, 44, 7, 32, 31, 36, 49, 38, 3, 5, 47, 15, 4, 31, 43, 35, 50, 41, 16, 1, 18, 10, 24, 26, 4, 18, 35, 31, 48, 10, 49, 17, 33, 3, 11, 11, 29, 20, 37, 43, 27, 41, 7, 17, 16, 28, 22, 38, 35, 10, 46, 40, 50, 10, 16]
[13, 42, 39, 25, 23, 19, 20, 12, 16, 8, 20, 30, 35, 38, 21, 26, 8, 0, 49, 46, 12, 17, 44, 24, 19, 6, 4, 50, 44, 32, 37, 12, 45, 40, 49, 47, 38, 16, 33, 15, 33, 47, 7, 21, 32, 0, 36, 17, 49, 39, 10, 22, 22, 7, 31, 46, 49, 47, 3, 38, 3, 13, 2, 27, 23, 27, 21, 38, 48, 42, 37, 19, 2, 32, 27, 23, 22, 1, 32, 33, 42, 41, 42, 10, 11, 42, 23, 23, 44, 33, 12, 41, 12, 11, 7, 33, 3, 19, 47, 0, 46, 25, 33, 5, 3, 33, 38, 12, 41, 13, 32, 46, 30, 48, 21, 17, 8, 50, 7, 32, 19, 43, 1, 19, 49, 45, 19, 17, 34, 2, 18, 46, 41, 41, 6, 0, 44, 50, 3, 21, 34, 18, 37, 2, 1, 31, 11, 16, 3, 38, 22, 32, 31, 9, 44, 3, 50, 15, 31, 8, 4, 17, 14, 24, 2, 32, 23, 0, 2, 5, 35, 43, 31, 7, 12, 25, 39, 23, 23, 38, 44, 43, 32, 39]
[30, 14, 30, 35, 4, 23, 22, 50, 27, 12, 35, 49, 41, 3, 49, 44, 39, 49, 0, 45, 37, 30, 36, 31, 16, 45, 0, 39, 22, 26, 19, 24, 40, 27, 27, 25, 43, 32, 31, 33, 45, 17, 36, 12, 33, 26, 10, 11, 37, 3, 30, 36, 6, 8, 26, 45, 13, 24, 14, 25, 21, 14, 2, 26, 50, 5, 44, 21, 24, 7, 13, 3, 23, 47, 4, 34, 46, 1, 5, 36, 30, 50, 12, 26, 11, 11, 15, 16, 37, 40, 45, 43, 21, 28, 42, 38, 15, 32, 6, 33, 47, 2, 15, 8, 23, 21, 19, 19, 34, 17, 21, 6, 6, 50, 15, 16, 27, 29, 27, 20, 26, 48, 10, 12, 35, 44, 50, 29, 6, 2, 12, 9, 45, 5, 38, 10, 21, 28, 45, 42, 29, 30, 11, 24, 27, 10, 40, 30, 8, 13, 47, 23, 50, 11, 35, 36, 10, 45, 46, 5, 30, 28, 26, 39, 30, 4, 10, 35, 38, 16, 42, 16, 30, 28, 13, 38, 30, 30, 39, 22, 49, 7, 41, 39]
[6, 29, 50, 10, 12, 8, 26, 11, 20, 34, 32, 26, 33, 27, 47, 8, 21, 46, 45, 0, 12, 2, 44, 40, 30, 1, 5, 50, 33, 48, 26, 31, 6, 15, 26, 6, 46, 41, 12, 18, 35, 46, 10, 18, 30, 16, 41, 1, 26, 11, 42, 23, 33, 31, 8, 32, 9, 40, 7, 1, 38, 7, 47, 0, 16, 2, 50, 20, 30, 31, 20, 45, 48, 32, 45, 41, 9, 28, 40, 43, 24, 2, 39, 30, 38, 49, 46, 15, 12, 31, 32, 46, 2, 2, 42, 4, 37, 24, 30, 22, 1, 46, 37, 24, 11, 48, 31, 12, 43, 12, 48, 45, 10, 13, 15, 33, 16, 20, 13, 15, 18, 20, 0, 17, 29, 33, 6, 23, 7, 44, 43, 45, 49, 17, 31, 9, 6, 25, 49, 22, 27, 36, 34, 8, 35, 34, 21, 20, 30, 7, 34, 6, 44, 11, 25, 46, 3, 12, 44, 22, 25, 38, 29, 23, 32, 4, 44, 16, 25, 5, 4, 2, 14, 18, 35, 39, 7, 38, 23, 28, 45, 11, 6, 29]
[16, 44, 36, 12, 23, 29, 13, 6, 30, 24, 20, 36, 2, 10, 26, 29, 46, 12, 37, 12, 0, 31, 24, 32, 34, 3, 1, 14, 46, 24, 28, 5, 35, 0, 50, 2, 45, 12, 13, 5, 3, 38, 34, 27, 41, 30, 15, 22, 48, 23, 3, 4, 35, 36, 37, 26, 13, 25, 3, 31, 5, 29, 11, 28, 45, 1, 45, 45, 27, 40, 3, 31, 5, 38, 38, 19, 2, 4, 48, 3, 13, 46, 37, 21, 11, 30, 20, 5, 47, 14, 44, 22, 38, 6, 2, 29, 40, 21, 17, 39, 2, 1, 19, 33, 34, 34, 14, 33, 13, 41, 35, 37, 44, 34, 29, 31, 19, 35, 25, 8, 5, 50, 15, 3, 41, 49, 13, 1, 40, 43, 48, 43, 20, 40, 17, 25, 22, 31, 44, 50, 38, 18, 5, 19, 48, 46, 6, 10, 8, 47, 10, 0, 12, 7, 39, 9, 48, 32, 11, 41, 13, 33, 30, 14, 38, 2, 46, 7, 37, 13, 0, 28, 26, 27, 35, 37, 2, 26, 42, 15, 33, 39, 12, 13]
[41, 31, 14, 18, 32, 17, 13, 24, 29, 32, 31, 42, 2, 26, 31, 29, 31, 17, 30, 2, 31, 0, 1, 49, 30, 40, 46, 37, 34, 19, 39, 43, 36, 6, 5, 49, 39, 48, 8, 0, 36, 29, 10, 31, 16, 15, 16, 7, 9, 9, 9, 13, 12, 43, 30, 22, 23, 38, 31, 40, 38, 34, 34, 14, 2, 8, 40, 21, 46, 5, 49, 29, 22, 9, 20, 8, 4, 34, 44, 40, 18, 8, 10, 1, 8, 11, 36, 26, 18, 6, 43, 29, 32, 47, 34, 14, 28, 23, 22, 23, 29, 31, 31, 0, 7, 44, 6, 32, 45, 28, 38, 36, 47, 32, 25, 29, 38, 33, 21, 38, 0, 18, 13, 28, 16, 34, 38, 9, 7, 29, 26, 20, 7, 18, 39, 16, 34, 43, 29, 22, 25, 0, 20, 36, 15, 32, 35, 12, 43, 50, 40, 12, 24, 49, 43, 48, 50, 7, 2, 43, 17, 30, 38, 41, 36, 31, 19, 29, 33, 9, 31, 11, 24, 0, 41, 49, 34, 13, 48, 1, 28, 1, 19, 19]
[14, 43, 6, 16, 16, 31, 46, 25, 37, 31, 12, 11, 42, 19, 17, 8, 40, 44, 36, 44, 24, 1, 0, 9, 25, 24, 41, 20, 25, 19, 21, 10, 38, 22, 24, 36, 48, 23, 28, 49, 6, 43, 38, 44, 7, 45, 5, 15, 24, 23, 31, 23, 45, 32, 8, 18, 29, 30, 3, 45, 37, 4, 5, 38, 31, 10, 2, 15, 30, 37, 19, 45, 25, 18, 5, 10, 34, 16, 48, 49, 23, 30, 49, 11, 23, 27, 14, 13, 41, 37, 43, 34, 31, 45, 46, 42, 7, 7, 33, 17, 20, 42, 35, 39, 16, 8, 42, 24, 30, 18, 41, 12, 27, 0, 14, 41, 3, 14, 4, 50, 34, 46, 36, 42, 20, 32, 50, 0, 19, 22, 17, 20, 25, 18, 23, 2, 0, 29, 42, 9, 9, 4, 49, 36, 4, 31, 33, 18, 43, 40, 5, 32, 20, 35, 35, 48, 35, 13, 38, 38, 0, 0, 27, 22, 5, 30, 21, 24, 17, 31, 49, 28, 20, 22, 40, 12, 21, 8, 22, 29, 33, 8, 23, 41]
[10, 24, 21, 13, 39, 2, 45, 20, 35, 44, 26, 40, 27, 31, 6, 18, 26, 24, 31, 40, 32, 49, 9, 0, 45, 15, 23, 4, 21, 37, 19, 13, 10, 38, 25, 31, 23, 39, 28, 47, 24, 39, 24, 39, 38, 17, 25, 25, 12, 44, 16, 48, 23, 8, 5, 5, 3, 35, 17, 10, 8, 29, 37, 4, 16, 11, 36, 39, 42, 11, 5, 4, 9, 48, 7, 21, 3, 49, 11, 39, 6, 45, 16, 17, 22, 37, 20, 10, 4, 36, 2, 34, 13, 16, 7, 45, 18, 29, 1, 44, 2, 33, 27, 7, 24, 7, 9, 18, 8, 12, 33, 16, 3, 4, 29, 11, 39, 8, 46, 44, 38, 18, 19, 2, 41, 8, 31, 11, 34, 43, 28, 44, 24, 44, 25, 23, 44, 38, 18, 19, 43, 12, 13, 23, 13, 34, 7, 13, 42, 50, 13, 16, 42, 36, 2, 16, 4, 17, 40, 41, 20, 19, 17, 37, 40, 0, 42, 19, 8, 46, 22, 43, 29, 37, 26, 25, 22, 42, 10, 14, 49, 6, 43, 7]
[2, 47, 8, 3, 8, 33, 32, 27, 19, 38, 49, 32, 15, 29, 46, 27, 12, 19, 16, 30, 34, 30, 25, 45, 0, 21, 1, 4, 23, 20, 17, 3, 38, 50, 35, 23, 25, 19, 23, 22, 24, 31, 31, 1, 23, 15, 3, 21, 29, 3, 11, 14, 5, 26, 24, 4, 35, 46, 44, 40, 7, 5, 6, 10, 49, 6, 15, 28, 40, 37, 40, 35, 4, 1, 17, 29, 18, 39, 41, 31, 2, 21, 8, 0, 32, 15, 8, 20, 32, 28, 29, 20, 32, 0, 16, 11, 36, 36, 16, 41, 2, 46, 44, 47, 21, 33, 15, 21, 14, 35, 37, 14, 23, 23, 3, 2, 9, 13, 47, 34, 19, 34, 48, 0, 49, 30, 46, 22, 8, 36, 27, 10, 3, 36, 36, 1, 31, 8, 27, 31, 39, 16, 4, 5, 6, 47, 44, 2, 39, 4, 32, 38, 49, 4, 4, 27, 47, 46, 34, 36, 23, 40, 30, 21, 27, 46, 37, 7, 27, 37, 35, 22, 27, 35, 8, 18, 49, 42, 5, 23, 49, 20, 40, 38]
