N1,N2,...,Nx
[14, 11, 8, 1, 39, 1, 26, 46, 45, 24, 50, 42, 26, 0, 42, 14, 6, 47, 31, 39, 37, 10, 18, 1, 7, 19, 26, 11, 41, 1, 6, 48, 44, 1, 40, 35, 33, 48, 49, 8, 20, 32, 36, 32, 34, 30, 34, 6, 2, 44, 24, 9, 17, 49, 20, 47, 32, 28, 49, 33, 24, 42, 18, 2, 21, 47, 14, 27, 29, 18, 33, 27, 6, 41, 26, 29, 7, 37, 44, 33, 18, 8, 37, 48, 12, 18, 13, 34, 24, 2, 46, 44, 45, 33, 36, 20, 47, 4, 9, 9, 43, 15, 17, 43, 37, 45, 26, 32, 49, 35, 9, 32, 27, 9, 14, 39, 10, 40, 48, 28, 21, 35, 7, 42, 2, 11, 39, 49, 49, 17, 42, 34, 14, 25, 5, 37, 38, 17, 8, 8, 16, 38]
[19, 36, 28, 34, 35, 29, 37, 43, 39, 11, 15, 46, 42, 42, 0, 33, 25, 47, 29, 20, 3, 37, 23, 44, 23, 23, 47, 29, 42, 6, 9, 45, 18, 19, 43, 24, 24, 47, 44, 37, 17, 43, 50, 17, 12, 11, 2, 34, 24, 12, 32, 43, 40, 11, 17, 7, 4, 28, 26, 0, 10, 17, 15, 42, 50, 22, 38, 28, 34, 30, 40, 5, 11, 36, 28, 50, 36, 27, 9, 46, 29, 48, 31, 44, 45, 18, 45, 0, 47, 42, 11, 37, 13, 27, 35, 18, 36, 15, 2, 0, 23, 11, 12, 28, 43, 36, 23, 48, 29, 22, 48, 39, 21, 12, 33, 28, 33, 17, 23, 49, 39, 10, 0, 20, 4, 36, 7, 18, 2, 47, 42, 33, 25, 17, 12, 7, 2, 7, 41, 16, 32, 6]
[31, 36, 25, 12, 19, 14, 33, 31, 20, 38, 1, 31, 32, 14, 33, 0, 36, 2, 38, 6, 7, 31, 35, 7, 42, 38, 26, 48, 8, 18, 14, 13, 39, 10, 3, 32, 7, 8, 30, 36, 46, 30, 29, 23, 19, 18, 3, 8, 15, 37, 14, 4, 3, 28, 50, 4, 20, 39, 50, 23, 49, 24, 16, 15, 20, 1, 45, 14, 39, 24, 14, 17, 10, 33, 46, 49, 44, 47, 32, 10, 26, 31, 44, 13, 43, 15, 16, 40, 25, 21, 24, 45, 12, 19, 46, 11, 49, 2, 31, 42, 28, 4, 45, 27, 50, 17, 22, 7, 19, 45, 48, 46, 41, 15, 38, 26, 22, 12, 17, 16, 5, 3, 13, 23, 43, 25, 28, 12, 4, 35, 27, 32, 50, 45, 2, 3, 47, 29, 28, 15, 41, 18]
[43, 13, 38, 32, 27, 28, 21, 41, 38, 45, 17, 7, 47, 6, 25, 36, 0, 33, 25, 15, 42, 36, 32, 23, 0, 42, 43, 39, 8, 47, 34, 46, 37, 25, 50, 38, 42, 46, 13, 23, 11, 14, 13, 5, 35, 48, 21, 0, 3, 38, 40, 48, 38, 50, 7, 3, 46, 11, 0, 41, 35, 3, 6, 2, 10, 4, 38, 9, 13, 42, 17, 45, 50, 12, 40, 29, 18, 31, 2, 8, 47, 22, 37, 10, 19, 48, 30, 34, 30, 30, 38, 11, 26, 2, 17, 10, 48, 24, 5, 44, 49, 7, 17, 9, 42, 40, 50, 22, 35, 12, 28, 6, 31, 19, 19, 10, 13, 24, 25, 17, 49, 50, 38, 8, 23, 33, 33, 42, 23, 37, 36, 35, 5, 7, 28, 38, 48, 16, 10, 40, 48, 1]
[46, 50, 15, 31, 47, 26, 29, 6, 10, 5, 12, 12, 47, 47, 47, 2, 33, 0, 12, 0, 39, 27, 38, 43, 14, 0, 12, 36, 49, 18, 47, 48, 21, 6, 14, 6, 27, 12, 23, 37, 24, 39, 26, 15, 32, 30, 0, 12, 19, 44, 9, 50, 2, 38, 13, 8, 33, 12, 36, 50, 2, 8, 37, 7, 10, 44, 47, 28, 38, 1, 22, 15, 25, 19, 12, 42, 20, 34, 10, 45, 38, 34, 6, 46, 48, 19, 26, 19, 26, 47, 12, 35, 43, 29, 44, 26, 49, 11, 6, 4, 26, 14, 11, 22, 8, 39, 37, 9, 14, 45, 11, 30, 18, 0, 16, 23, 9, 42, 17, 49, 23, 1, 10, 40, 22, 9, 45, 48, 13, 42, 37, 39, 11, 21, 5, 8, 7, 43, 31, 29, 39, 2]
[46, 34, 12, 15, 13, 20, 11, 24, 32, 15, 31, 30, 43, 31, 29, 38, 25, 12, 0, 6, 7, 43, 10, 13, 26, 0, 7, 22, 15, 38, 10, 45, 37, 25, 39, 12, 32, 46, 48, 43, 26, 7, 12, 23, 9, 6, 4, 37, 25, 17, 5, 12, 1, 27, 43, 3, 24, 50, 34, 39, 20, 33, 14, 21, 45, 5, 41, 47, 33, 19, 16, 4, 45, 4, 24, 10, 13, 32, 46, 18, 0, 8, 28, 26, 0, 42, 23, 2, 5, 38, 11, 4, 46, 11, 39, 9, 40, 31, 15, 7, 12, 0, 50, 20, 19, 7, 24, 49, 38, 36, 2, 6, 38, 8, 44, 49, 3, 46, 36, 38, 46, 47, 0, 28, 27, 6, 2, 31, 49, 27, 38, 27, 2, 19, 15, 10, 28, 16, 39, 40, 41, 12]
[8, 7, 34, 4, 47, 42, 41, 33, 10, 23, 13, 5, 18, 39, 20, 6, 15, 0, 6, 0, 4, 45, 17, 22, 38, 7, 33, 12, 23, 11, 9, 21, 10, 49, 43, 1, 17, 40, 12, 43, 21, 23, 1, 34, 11, 8, 9, 36, 0, 6, 33, 13, 25, 19, 5, 40, 37, 3, 46, 38, 41, 29, 26, 34, 11, 22, 5, 2, 3, 35, 7, 3, 45, 20, 35, 36, 17, 17, 15, 29, 44, 13, 4, 16, 45, 49, 13, 42, 21, 42, 44, 4, 16, 5, 42, 33, 49, 30, 6, 21, 10, 1, 11, 17, 29, 11, 40, 0, 42, 4, 39, 6, 45, 36, 36, 0, 13, 2, 21, 3, 39, 12, 50, 34, 13, 16, 41, 18, 16, 37, 28, 15, 30, 22, 5, 47, 38, 33, 29, 49, 36, 31]
[46, 27, 46, 42, 43, 38, 45, 0, 36, 39, 5, 14, 18, 37, 3, 7, 42, 39, 7, 4, 0, 1, 36, 24, 24, 17, 29, 49, 1, 12, 14, 35, 23, 0, 28, 38, 26, 46, 42, 11, 32, 48, 0, 49, 5, 18, 40, 26, 4, 45, 14, 20, 24, 0, 28, 5, 24, 29, 37, 37, 6, 15, 42, 36, 6, 37, 17, 40, 18, 30, 25, 6, 40, 31, 46, 24, 47, 28, 46, 39, 10, 16, 32, 17, 27, 40, 4, 38, 39, 43, 26, 40, 38, 42, 16, 10, 0, 25, 27, 3, 32, 13, 34, 31, 45, 4, 40, 13, 22, 16, 31, 31, 0, 23, 45, 49, 22, 36, 11, 32, 38, 2, 11, 26, 24, 29, 12, 16, 39, 50, 18, 42, 40, 47, 20, 3, 34, 44, 46, 1, 15, 19]
[36, 27, 35, 36, 37, 12, 20, 1, 30, 31, 25, 18, 35, 10, 37, 31, 36, 27, 43, 45, 1, 0, 44, 10, 49, 40, 39, 13, 47, 29, 45, 38, 23, 24, 37, 33, 47, 8, 34, 48, 19, 42, 47, 6, 2, 34, 4, 50, 26, 36, 45, 16, 24, 38, 14, 17, 22, 6, 20, 26, 20, 38, 37, 38, 47, 48, 41, 18, 26, 26, 4, 25, 30, 32, 43, 4, 41, 10, 12, 37, 3, 22, 28, 36, 16, 39, 44, 37, 7, 44, 27, 8, 0, 3, 22, 47, 5, 0, 0, 31, 26, 46, 4, 16, 49, 8, 21, 29, 15, 7, 5, 8, 16, 26, 11, 4, 26, 50, 49, 34, 27, 25, 15, 2, 29, 50, 50, 16, 6, 20, 14, 0, 18, 7, 38, 16, 21, 39, 40, 48, 22, 13]
[22, 46, 15, 48, 2, 7, 15, 30, 1, 28, 2, 18, 13, 18, 23, 35, 32, 38, 10, 17, 36, 44, 0, 18, 47, 27, 11, 41, 0, 22, 39, 32, 33, 10, 38, 47, 32, 38, 24, 20, 5, 14, 36, 39, 11, 41, 13, 9, 10, 45, 10, 26, 47, 16, 1, 26, 28, 34, 21, 4, 37, 42, 23, 20, 19, 34, 26, 0, 22, 37, 5, 4, 6, 10, 37, 30, 20, 25, 33, 37, 2, 36, 17, 31, 17, 17, 33, 3, 3, 39, 36, 28, 10, 28, 26, 13, 14, 8, 0, 3, 40, 43, 48, 44, 26, 38, 25, 3, 10, 2, 37, 27, 20, 50, 31, 8, 28, 40, 2, 17, 18, 9, 37, 31, 37, 48, 29, 12, 42, 32, 34, 2, 17, 18, 39, 23, 46, 28, 34, 11, 46, 8]
[34, 19, 20, 9, 8, 31, 30, 50, 6, 40, 35, 20, 27, 1, 44, 7, 23, 43, 13, 22, 24, 10, 18, 0, 13, 5, 30, 35, 40, 14, 18, 7, 39, 5, 24, 27, 31, 1, 27, 27, 47, 44, 40, 38, 3, 17, 45, 9, 24, 18, 20, 3, 47, 0, 9, 12, 17, 9, 11, 50, 17, 45, 2, 10, 17, 9, 28, 9, 48, 34, 11, 39, 35, 46, 21, 1, 37, 30, 19, 37, 47, 18, 29, 45, 44, 23, 42, 9, 2, 11, 41, 20, 42, 27, 49, 26, 27, 16, 37, 31, 13, 14, 28, 20, 11, 49, 8, 12, 38, 35, 33, 38, 26, 11, 34, 5, 10, 29, 30, 26, 2, 40, 38, 47, 50, 11, 3, 46, 5, 47, 10, 13, 6, 38, 29, 40, 38, 31, 4, 48, 9, 8]
[3, 25, 5, 49, 14, 12, 1, 26, 37, 22, 29, 50, 18, 7, 23, 42, 0, 14, 26, 38, 24, 49, 47, 13, 0, 28, 5, 21, 13, 40, 39, 38, 23, 3, 7, 28, 0, 42, 18, 27, 49, 36, 34, 10, 43, 33, 18, 12, 32, 34, 8, 48, 31, 44, 28, 15, 8, 38, 7, 27, 15, 19, 46, 1, 26, 42, 14, 31, 23, 46, 23, 25, 17, 41, 10, 28, 44, 46, 0, 6, 19, 37, 25, 43, 50, 11, 43, 26, 7, 19, 24, 35, 31, 26, 37, 40, 14, 38, 28, 2, 11, 24, 10, 7, 19, 22, 26, 33, 3, 10, 23, 29, 26, 38, 32, 19, 8, 16, 22, 41, 23, 25, 27, 43, 18, 34, 22, 12, 28, 39, 39, 34, 38, 32, 23, 25, 7, 28, 2, 41, 24, 27]
[37, 39, 17, 16, 35, 10, 19, 6, 3, 38, 0, 6, 19, 19, 23, 38, 42, 0, 0, 7, 17, 40, 27, 5, 28, 0, 16, 34, 20, 17, 50, 36, 31, 42, 14, 41, 20, 50, 19, 33, 11, 39, 40, 41, 46, 23, 48, 5, 2, 16, 8, 45, 11, 33, 22, 1, 20, 12, 49, 40, 41, 3, 21, 39, 19, 2, 50, 4, 15, 47, 28, 23, 4, 18, 0, 1, 43, 49, 31, 28, 48, 8, 20, 32, 40, 41, 37, 23, 25, 1, 18, 2, 34, 21, 22, 35, 32, 10, 21, 34, 46, 19, 13, 41, 37, 13, 2, 30, 6, 30, 43, 48, 25, 14, 12, 5, 0, 47, 6, 45, 9, 28, 25, 25, 23, 7, 36, 18, 47, 9, 2, 18, 33, 12, 31, 24, 47, 4, 40, 7, 27, 47]
[50, 36, 32, 20, 33, 18, 47, 15, 18, 9, 38, 18, 23, 26, 47, 26, 43, 12, 7, 33, 29, 39, 11, 30, 5, 16, 0, 25, 10, 26, 32, 5, 34, 24, 12, 25, 21, 17, 26, 24, 37, 32, 38, 11, 21, 30, 20, 46, 16, 50, 20, 13, 9, 39, 25, 10, 30, 8, 10, 30, 4, 26, 5, 14, 42, 40, 45, 24, 7, 34, 29, 33, 36, 19, 14, 46, 8, 39, 12, 24, 2, 49, 2, 32, 12, 18, 7, 13, 23, 3, 40, 33, 50, 17, 12, 23, 45, 11, 44, 35, 47, 4, 34, 5, 1, 19, 5, 48, 23, 16, 10, 31, 28, 19, 25, 21, 9, 3, 35, 21, 37, 45, 25, 1, 1, 27, 28, 50, 47, 37, 23, 44, 10, 12, 35, 23, 29, 3, 48, 42, 24, 22]
[5, 43, 33, 34, 49, 16, 29, 29, 43, 50, 6, 17, 40, 11, 29, 48, 39, 36, 22, 12, 49, 13, 41, 35, 21, 34, 25, 0, 24, 40, 20, 8, 41, 28, 19, 44, 22, 34, 13, 13, 3, 6, 42, 6, 27, 19, 15, 16, 10, 49, 33, 21, 17, 26, 24, 31, 27, 2, 38, 15, 17, 1, 43, 45, 2, 12, 24, 4, 49, 32, 4, 27, 39, 32, 22, 49, 39, 6, 19, 37, 37, 26, 35, 1, 11, 29, 0, 18, 15, 49, 10, 17, 1, 37, 37, 23, 27, 4, 9, 43, 32, 1, 29, 0, 45, 32, 5, 42, 38, 18, 35, 29, 43, 8, 28, 11, 9, 13, 0, 32, 12, 33, 24, 5, 45, 33, 6, 35, 4, 14, 10, 24, 9, 10, 32, 10, 18, 18, 4, 12, 2, 4]
[35, 37, 27, 10, 21, 49, 33, 15, 13, 5, 43, 36, 27, 41, 42, 8, 8, 49, 15, 23, 1, 47, 0, 40, 13, 20, 10, 24, 0, 41, 1, 0, 9, 29, 41, 43, 49, 27, 31, 40, 39, 24, 9, 6, 20, 28, 8, 34, 5, 25, 48, 3, 37, 45, 18, 28, 36, 35, 11, 20, 16, 4, 5, 11, 7, 34, 26, 41, 25, 34, 28, 2, 0, 3, 25, 45, 24, 4, 41, 13, 6, 0, 3, 6, 47, 10, 27, 4, 17, 22, 28, 36, 39, 48, 1, 18, 15, 16, 23, 50, 14, 0, 48, 38, 36, 29, 28, 46, 45, 15, 38, 16, 41, 9, 37, 47, 44, 40, 39, 49, 16, 8, 15, 34, 34, 36, 21, 17, 50, 11, 36, 23, 10, 15, 31, 37, 6, 35, 26, 13, 1, 10]
[45, 1, 34, 34, 22, 50, 12, 2, 13, 21, 43, 34, 20, 1, 6, 18, 47, 18, 38, 11, 12, 29, 22, 14, 40, 17, 26, 40, 41, 0, 25, 10, 2, 5, 20, 23, 16, 25, 26, 21, 17, 25, 40, 49, 8, 14, 13, 48, 33, 23, 50, 34, 37, 11, 32, 21, 47, 15, 23, 17, 18, 12, 2, 40, 41, 12, 3, 30, 48, 37, 46, 29, 35, 41, 24, 47, 32, 1, 36, 22, 5, 3, 0, 33, 48, 17, 43, 35, 21, 36, 40, 38, 46, 11, 48, 8, 25, 1, 32, 43, 13, 4, 12, 9, 39, 34, 10, 41, 32, 29, 26, 44, 15, 41, 15, 4, 34, 11, 39, 23, 36, 49, 27, 1, 12, 50, 45, 46, 0, 37, 6, 46, 43, 6, 18, 2, 36, 1, 29, 34, 30, 18]
[18, 9, 11, 25, 26, 43, 23, 26, 38, 49, 10, 13, 6, 6, 9, 14, 34, 47, 10, 9, 14, 45, 39, 18, 39, 50, 32, 20, 1, 25, 0, 18, 24, 46, 35, 36, 42, 33, 31, 5, 28, 28, 21, 6, 24, 47, 26, 16, 15, 27, 50, 0, 25, 46, 49, 25, 49, 11, 11, 41, 35, 36, 39, 36, 3, 22, 10, 31, 43, 36, 10, 0, 47, 7, 5, 20, 26, 2, 31, 46, 31, 45, 10, 20, 20, 30, 16, 9, 3, 27, 12, 46, 43, 11, 18, 15, 16, 35, 36, 46, 24, 3, 29, 6, 37, 4, 36, 18, 25, 17, 25, 43, 15, 50, 50, 22, 37, 47, 17, 22, 22, 15, 50, 7, 25, 6, 11, 15, 18, 39, 20, 46, 35, 31, 39, 33, 7, 7, 2, 42, 0, 6]
[35, 40, 11, 48, 50, 20, 29, 4, 5, 31, 14, 33, 38, 48, 45, 13, 46, 48, 45, 21, 35, 38, 32, 7, 38, 36, 5, 8, 0, 10, 18, 0, 34, 42, 49, 7, 11, 24, 49, 23, 40, 30, 5, 2, 36, 22, 23, 6, 49, 48, 9, 0, 4, 50, 14, 15, 5, 42, 4, 12, 6, 37, 4, 14, 32, 45, 10, 0, 10, 24, 19, 20, 29, 12, 34, 32, 49, 19, 18, 17, 16, 39, 43, 13, 9, 14, 41, 33, 30, 23, 24, 49, 16, 17, 38, 15, 43, 42, 37, 21, 42, 43, 0, 5, 17, 22, 30, 18, 23, 11, 9, 18, 1, 50, 44, 47, 0, 9, 12, 18, 4, 31, 10, 20, 33, 45, 23, 18, 45, 6, 19, 22, 45, 13, 50, 22, 13, 17, 0, 50, 50, 18]
