N1,N2,...,Nx
[27, 6, 21, 50, 22, 43, 38, 3, 8, 3, 35, 14, 10, 14, 5, 39, 37, 42, 2, 45, 27, 22, 34, 7, 45, 18, 24, 50, 42, 30, 19, 39, 4, 21, 44, 37, 5, 10, 39, 5, 40, 28, 39, 31, 15, 36, 25, 16, 0, 23, 10, 36, 43, 35, 40, 48, 21, 39, 13]
[46, 0, 28, 17, 4, 16, 23, 39, 37, 43, 42, 23, 50, 19, 50, 10, 16, 27, 13, 45, 20, 15, 43, 22, 17, 13, 13, 42, 41, 45, 3, 3, 44, 29, 37, 37, 40, 17, 44, 5, 32, 9, 23, 6, 28, 39, 15, 31, 23, 0, 37, 22, 33, 23, 38, 12, 23, 36, 18]
[36, 24, 40, 13, 30, 49, 22, 12, 3, 34, 6, 15, 26, 27, 2, 37, 39, 25, 35, 32, 41, 2, 31, 27, 44, 32, 14, 0, 23, 8, 18, 15, 34, 2, 24, 29, 15, 50, 32, 14, 41, 36, 0, 5, 9, 35, 25, 19, 10, 37, 0, 3, 7, 34, 44, 11, 9, 43, 49]
[31, 43, 17, 36, 43, 27, 34, 31, 37, 42, 25, 35, 23, 27, 48, 36, 21, 23, 42, 17, 27, 23, 31, 5, 8, 21, 21, 11, 3, 22, 21, 2, 32, 28, 9, 37, 43, 3, 33, 12, 19, 41, 5, 44, 10, 24, 23, 2, 36, 22, 3, 0, 37, 8, 26, 19, 24, 24, 9]
[2, 42, 18, 33, 23, 34, 21, 12, 15, 48, 45, 49, 18, 4, 14, 31, 38, 37, 24, 4, 30, 39, 6, 33, 20, 18, 14, 39, 35, 42, 11, 38, 43, 28, 38, 10, 36, 1, 26, 47, 24, 26, 0, 47, 48, 5, 17, 15, 43, 33, 7, 37, 0, 39, 34, 23, 35, 42, 45]
[45, 2, 32, 14, 34, 49, 50, 37, 24, 35, 13, 4, 19, 45, 7, 6, 44, 28, 30, 45, 1, 31, 38, 0, 12, 38, 26, 13, 10, 8, 7, 0, 48, 11, 24, 26, 21, 12, 15, 50, 50, 47, 14, 44, 41, 46, 29, 17, 35, 23, 34, 8, 39, 0, 49, 43, 0, 21, 50]
[40, 19, 20, 30, 30, 37, 46, 45, 3, 14, 44, 8, 37, 45, 49, 22, 50, 28, 12, 35, 50, 9, 20, 41, 37, 9, 47, 35, 30, 27, 9, 0, 8, 44, 22, 16, 27, 1, 40, 3, 19, 14, 41, 46, 19, 3, 14, 21, 40, 38, 44, 26, 34, 49, 0, 30, 17, 50, 49]
[41, 29, 11, 20, 14, 36, 37, 32, 25, 42, 45, 22, 26, 16, 12, 8, 49, 26, 39, 46, 20, 3, 37, 29, 37, 14, 49, 42, 14, 23, 23, 17, 13, 39, 5, 4, 12, 41, 40, 28, 33, 3, 30, 36, 39, 13, 27, 2, 48, 12, 11, 19, 23, 43, 30, 0, 44, 12, 2]
[27, 7, 3, 0, 27, 17, 41, 24, 26, 42, 23, 2, 33, 0, 45, 17, 40, 30, 1, 23, 44, 22, 37, 31, 6, 48, 21, 22, 49, 29, 18, 4, 13, 3, 34, 43, 35, 20, 49, 45, 33, 21, 23, 2, 38, 1, 22, 38, 21, 23, 9, 24, 35, 0, 17, 44, 0, 18, 2]
[21, 18, 13, 15, 48, 21, 46, 34, 8, 28, 6, 6, 21, 24, 22, 47, 30, 28, 26, 9, 39, 36, 44, 24, 12, 34, 23, 20, 38, 41, 20, 22, 44, 0, 46, 3, 36, 42, 0, 48, 2, 24, 24, 31, 28, 2, 15, 29, 39, 36, 43, 24, 42, 21, 50, 12, 18, 0, 42]
[9, 0, 49, 9, 46, 6, 34, 45, 3, 47, 48, 33, 32, 44, 22, 14, 19, 7, 39, 0, 19, 38, 47, 9, 42, 12, 32, 24, 3, 29, 26, 50, 14, 35, 17, 34, 1, 16, 43, 31, 11, 37, 19, 38, 46, 21, 10, 28, 13, 18, 49, 9, 45, 50, 49, 2, 2, 42, 0]
