N1,N2,...,Nx
[7, 30, 45, 42, 6, 21, 18, 38, 3, 19, 0, 8, 34, 40, 8, 29, 31, 15, 1, 43, 45, 26, 43, 2, 26, 49, 43, 32, 17, 43, 9, 2, 35, 3, 14, 23, 7, 6, 16, 30, 44, 1, 6, 22, 7, 34, 17, 24, 12, 20, 4, 34, 4, 29, 19, 22, 14, 38, 21, 39, 2, 28, 31, 12, 32, 7, 27, 38, 6, 50, 21, 33, 41, 32, 44, 20, 0, 21, 37, 6, 0, 32, 28, 31, 21, 12, 20, 2, 18, 32, 16, 41, 30, 37, 5, 10, 40, 33, 50, 35, 6, 48, 36, 0, 47, 21, 25, 6, 44, 6, 15, 4, 37, 11, 18, 45, 41, 28, 2, 27, 37, 36, 26, 12]
[41, 20, 37, 10, 25, 11, 8, 23, 39, 46, 8, 0, 22, 4, 20, 18, 24, 41, 10, 26, 14, 19, 32, 8, 38, 19, 26, 23, 12, 47, 28, 20, 8, 49, 29, 15, 26, 31, 14, 12, 17, 25, 8, 20, 16, 12, 50, 21, 13, 24, 38, 43, 28, 27, 5, 40, 22, 21, 16, 28, 49, 16, 17, 48, 36, 6, 43, 30, 50, 37, 25, 24, 11, 12, 17, 13, 42, 26, 1, 6, 18, 19, 24, 23, 3, 43, 19, 18, 48, 27, 48, 47, 28, 36, 26, 14, 41, 48, 5, 43, 17, 15, 36, 18, 17, 26, 49, 13, 38, 30, 47, 15, 23, 33, 48, 7, 28, 18, 34, 9, 18, 7, 26, 8]
[48, 40, 20, 11, 48, 10, 13, 41, 26, 23, 34, 22, 0, 36, 43, 42, 35, 23, 32, 9, 18, 5, 16, 46, 39, 9, 20, 11, 24, 28, 48, 31, 22, 44, 19, 15, 22, 3, 6, 5, 7, 34, 20, 1, 31, 20, 32, 25, 45, 16, 44, 17, 35, 10, 45, 23, 12, 31, 25, 8, 26, 4, 37, 32, 33, 22, 35, 24, 46, 48, 10, 24, 46, 10, 9, 1, 40, 13, 43, 47, 43, 1, 8, 10, 14, 27, 44, 44, 0, 44, 18, 15, 20, 39, 47, 18, 12, 7, 6, 39, 27, 38, 37, 24, 1, 48, 37, 33, 2, 11, 37, 3, 22, 45, 38, 43, 27, 43, 16, 41, 31, 16, 42, 43]
[45, 5, 27, 26, 33, 49, 46, 30, 32, 0, 40, 4, 36, 0, 26, 12, 10, 33, 1, 8, 9, 43, 0, 30, 2, 29, 35, 12, 37, 40, 13, 23, 35, 33, 33, 46, 34, 28, 38, 28, 1, 18, 37, 36, 38, 6, 13, 10, 36, 36, 43, 10, 2, 1, 39, 6, 41, 41, 39, 25, 44, 0, 49, 34, 48, 8, 6, 19, 48, 40, 20, 38, 12, 25, 48, 38, 27, 24, 44, 26, 17, 10, 44, 1, 30, 28, 41, 11, 5, 50, 18, 46, 25, 6, 42, 15, 18, 42, 14, 26, 49, 24, 0, 40, 40, 44, 26, 35, 49, 6, 31, 16, 48, 25, 42, 44, 15, 13, 17, 22, 8, 24, 3, 18]
[34, 15, 15, 11, 32, 43, 35, 29, 0, 50, 8, 20, 43, 26, 0, 6, 9, 30, 27, 14, 38, 13, 33, 34, 47, 4, 8, 3, 2, 21, 21, 39, 7, 17, 26, 40, 41, 38, 24, 47, 49, 46, 50, 12, 18, 26, 17, 32, 10, 4, 34, 3, 46, 45, 20, 10, 38, 10, 3, 39, 40, 44, 26, 26, 32, 34, 44, 7, 0, 42, 6, 15, 18, 10, 46, 45, 28, 41, 35, 14, 42, 29, 30, 4, 29, 0, 11, 29, 41, 29, 2, 22, 30, 12, 21, 27, 26, 10, 1, 38, 40, 0, 29, 28, 24, 26, 41, 11, 43, 39, 8, 19, 45, 23, 30, 36, 22, 34, 43, 47, 49, 10, 35, 33]
[33, 15, 41, 32, 13, 6, 50, 46, 48, 13, 29, 18, 42, 12, 6, 0, 42, 42, 20, 50, 5, 6, 14, 5, 47, 27, 32, 12, 4, 50, 19, 43, 43, 0, 27, 7, 18, 37, 16, 41, 37, 45, 46, 13, 27, 30, 41, 37, 0, 3, 49, 4, 25, 3, 44, 43, 12, 29, 0, 8, 47, 17, 44, 6, 50, 38, 44, 16, 3, 27, 47, 17, 14, 6, 49, 43, 17, 31, 7, 31, 37, 40, 47, 20, 27, 28, 43, 46, 36, 16, 29, 26, 15, 32, 32, 14, 23, 15, 7, 39, 12, 29, 45, 46, 22, 50, 22, 15, 37, 13, 35, 44, 25, 18, 38, 25, 30, 43, 14, 4, 2, 16, 43, 11]
[6, 23, 11, 42, 18, 46, 28, 4, 34, 49, 31, 24, 35, 10, 9, 42, 0, 24, 40, 16, 41, 44, 38, 29, 37, 33, 44, 21, 21, 24, 41, 46, 33, 18, 30, 1, 29, 35, 7, 42, 10, 50, 35, 4, 33, 7, 11, 3, 35, 25, 8, 36, 19, 19, 46, 21, 49, 40, 18, 34, 15, 50, 15, 41, 24, 30, 10, 23, 45, 44, 13, 11, 47, 44, 41, 38, 1, 33, 31, 5, 22, 19, 11, 6, 32, 41, 1, 13, 37, 45, 20, 21, 4, 41, 3, 6, 7, 17, 25, 25, 4, 50, 29, 49, 26, 43, 38, 26, 33, 6, 30, 10, 31, 1, 18, 32, 21, 36, 38, 43, 3, 12, 8, 9]
[17, 9, 39, 36, 12, 17, 24, 10, 14, 46, 15, 41, 23, 33, 30, 42, 24, 0, 17, 38, 23, 6, 24, 47, 28, 43, 49, 0, 48, 12, 21, 37, 5, 7, 14, 15, 7, 27, 17, 50, 28, 44, 9, 19, 34, 49, 47, 24, 29, 18, 16, 22, 0, 43, 41, 41, 26, 46, 20, 33, 23, 18, 23, 47, 24, 29, 22, 14, 43, 30, 15, 33, 15, 8, 3, 47, 50, 23, 34, 24, 1, 45, 2, 46, 0, 1, 15, 11, 2, 22, 27, 33, 40, 4, 26, 41, 6, 34, 47, 3, 10, 6, 45, 45, 40, 11, 48, 19, 29, 16, 39, 21, 33, 46, 31, 3, 0, 25, 33, 50, 35, 44, 22, 44]
[9, 17, 43, 31, 20, 22, 27, 48, 13, 38, 1, 10, 32, 1, 27, 20, 40, 17, 0, 43, 10, 32, 17, 29, 17, 1, 37, 8, 22, 30, 21, 35, 13, 28, 24, 6, 8, 41, 23, 44, 40, 35, 35, 38, 10, 27, 25, 6, 19, 27, 34, 29, 28, 34, 24, 38, 29, 23, 37, 4, 44, 33, 24, 23, 42, 9, 16, 44, 8, 7, 49, 34, 27, 38, 14, 40, 14, 11, 44, 38, 41, 8, 48, 49, 44, 44, 31, 16, 17, 37, 17, 31, 34, 17, 33, 4, 40, 25, 24, 24, 19, 46, 1, 2, 27, 18, 9, 28, 31, 2, 47, 30, 5, 14, 35, 34, 5, 37, 17, 40, 12, 4, 25, 28]
[49, 50, 32, 20, 29, 16, 49, 28, 50, 45, 43, 26, 9, 8, 14, 50, 16, 38, 43, 0, 24, 11, 31, 31, 4, 43, 39, 29, 49, 50, 19, 43, 19, 49, 36, 46, 36, 28, 24, 38, 24, 16, 46, 35, 10, 46, 21, 18, 38, 1, 42, 39, 6, 41, 40, 43, 1, 42, 48, 19, 39, 24, 30, 7, 19, 14, 22, 11, 37, 19, 12, 23, 28, 11, 30, 40, 9, 37, 38, 17, 34, 10, 9, 10, 3, 13, 29, 25, 4, 49, 26, 20, 34, 6, 45, 19, 26, 9, 49, 11, 23, 42, 47, 22, 16, 16, 26, 32, 26, 34, 31, 21, 9, 16, 37, 8, 41, 6, 35, 47, 36, 6, 24, 41]
[13, 44, 21, 45, 13, 0, 14, 29, 27, 30, 45, 14, 18, 9, 38, 5, 41, 23, 10, 24, 0, 45, 46, 34, 19, 30, 46, 37, 14, 48, 34, 21, 24, 45, 49, 41, 3, 40, 45, 15, 22, 48, 33, 50, 23, 4, 26, 45, 26, 40, 19, 37, 44, 4, 46, 39, 3, 37, 23, 49, 10, 41, 50, 26, 44, 50, 42, 44, 19, 50, 31, 29, 37, 15, 32, 47, 42, 7, 39, 20, 40, 14, 16, 20, 10, 3, 44, 6, 49, 9, 34, 5, 50, 35, 50, 6, 35, 5, 42, 15, 20, 20, 0, 33, 39, 31, 20, 15, 8, 9, 17, 23, 10, 3, 33, 9, 49, 34, 39, 0, 7, 29, 33, 45]
[27, 1, 3, 33, 48, 7, 26, 5, 49, 27, 26, 19, 5, 43, 13, 6, 44, 6, 32, 11, 45, 0, 9, 35, 11, 6, 24, 45, 5, 50, 29, 23, 35, 12, 12, 32, 11, 22, 46, 15, 38, 40, 0, 49, 1, 6, 28, 46, 36, 9, 48, 18, 13, 40, 17, 20, 46, 37, 32, 32, 36, 11, 34, 35, 48, 34, 38, 34, 36, 34, 24, 29, 37, 4, 0, 15, 46, 8, 50, 26, 3, 33, 4, 2, 21, 37, 23, 16, 17, 47, 38, 5, 35, 26, 16, 37, 47, 4, 19, 24, 12, 41, 18, 4, 26, 46, 1, 45, 14, 5, 47, 31, 4, 11, 25, 35, 43, 45, 46, 1, 29, 21, 35, 8]
[23, 45, 22, 29, 11, 20, 3, 3, 42, 14, 43, 32, 16, 0, 33, 14, 38, 24, 17, 31, 46, 9, 0, 19, 19, 29, 30, 32, 46, 10, 14, 44, 39, 33, 34, 32, 35, 24, 8, 14, 46, 45, 42, 7, 41, 45, 45, 44, 20, 23, 47, 34, 12, 17, 22, 3, 15, 28, 34, 36, 4, 28, 27, 42, 6, 47, 10, 40, 22, 19, 27, 5, 7, 24, 18, 46, 16, 2, 26, 40, 35, 32, 9, 43, 27, 44, 33, 23, 10, 17, 14, 4, 28, 10, 0, 46, 13, 2, 6, 41, 25, 24, 7, 38, 8, 23, 42, 16, 28, 33, 41, 44, 31, 4, 8, 9, 26, 45, 6, 41, 42, 17, 48, 12]
[18, 0, 35, 16, 19, 38, 9, 4, 49, 29, 2, 8, 46, 30, 34, 5, 29, 47, 29, 31, 34, 35, 19, 0, 44, 32, 30, 14, 22, 10, 0, 1, 48, 4, 21, 20, 11, 15, 13, 6, 24, 9, 48, 34, 46, 44, 29, 7, 19, 24, 13, 32, 10, 17, 8, 49, 2, 11, 34, 32, 29, 6, 6, 18, 32, 1, 30, 24, 42, 34, 5, 7, 43, 41, 49, 37, 50, 28, 48, 30, 43, 5, 4, 15, 11, 16, 23, 0, 20, 36, 34, 12, 24, 31, 29, 14, 49, 6, 3, 2, 2, 3, 29, 46, 30, 47, 29, 47, 28, 6, 45, 38, 38, 43, 46, 18, 38, 1, 35, 23, 38, 27, 31, 19]
[21, 6, 34, 44, 4, 20, 34, 43, 5, 7, 26, 38, 39, 2, 47, 47, 37, 28, 17, 4, 19, 11, 19, 44, 0, 50, 0, 2, 15, 41, 36, 29, 11, 34, 44, 5, 29, 1, 17, 6, 22, 7, 23, 15, 25, 15, 22, 45, 22, 27, 16, 31, 17, 45, 12, 22, 25, 28, 22, 13, 26, 28, 29, 43, 10, 17, 17, 3, 33, 23, 16, 0, 50, 13, 0, 26, 9, 15, 23, 43, 50, 45, 22, 32, 31, 23, 49, 49, 34, 35, 19, 47, 50, 50, 17, 29, 24, 40, 13, 44, 49, 18, 16, 6, 36, 5, 26, 40, 48, 4, 18, 6, 34, 24, 49, 28, 10, 12, 1, 17, 11, 17, 14, 49]
[6, 4, 15, 0, 40, 45, 4, 15, 4, 1, 49, 19, 9, 29, 4, 27, 33, 43, 1, 43, 30, 6, 29, 32, 50, 0, 20, 12, 31, 19, 25, 44, 45, 40, 35, 28, 11, 16, 0, 5, 37, 3, 32, 22, 33, 45, 43, 49, 32, 46, 14, 17, 35, 30, 18, 32, 20, 18, 3, 50, 6, 32, 24, 31, 15, 22, 17, 21, 19, 3, 49, 48, 0, 31, 23, 32, 35, 32, 5, 12, 24, 45, 24, 27, 21, 41, 48, 10, 16, 11, 1, 38, 36, 42, 32, 41, 28, 28, 8, 41, 26, 23, 9, 2, 15, 44, 0, 26, 23, 25, 49, 33, 42, 24, 7, 22, 8, 36, 2, 3, 36, 31, 29, 10]
[3, 27, 33, 35, 9, 42, 9, 0, 6, 8, 43, 26, 20, 35, 8, 32, 44, 49, 37, 39, 46, 24, 30, 30, 0, 20, 0, 11, 0, 38, 11, 5, 40, 45, 46, 26, 18, 25, 20, 44, 46, 25, 23, 19, 41, 29, 35, 4, 24, 44, 41, 24, 34, 12, 3, 16, 16, 41, 36, 6, 3, 14, 8, 14, 1, 42, 30, 6, 2, 34, 50, 2, 43, 26, 19, 16, 37, 33, 11, 14, 36, 6, 21, 14, 34, 17, 26, 2, 30, 0, 18, 23, 16, 35, 2, 37, 5, 36, 39, 39, 38, 44, 22, 25, 33, 9, 14, 34, 40, 38, 8, 30, 0, 0, 15, 27, 42, 30, 3, 2, 5, 36, 50, 50]
[37, 6, 5, 30, 11, 38, 2, 31, 45, 34, 32, 23, 11, 12, 3, 12, 21, 0, 8, 29, 37, 45, 32, 14, 2, 12, 11, 0, 34, 48, 44, 44, 13, 17, 5, 12, 47, 33, 28, 36, 11, 18, 38, 46, 18, 15, 17, 36, 48, 39, 34, 5, 50, 18, 11, 5, 12, 41, 6, 44, 34, 5, 1, 36, 17, 4, 24, 30, 16, 12, 40, 33, 30, 26, 30, 34, 10, 12, 14, 20, 0, 38, 34, 16, 18, 39, 45, 5, 19, 23, 36, 47, 25, 26, 2, 48, 11, 24, 25, 12, 21, 12, 50, 19, 6, 40, 39, 15, 2, 8, 7, 32, 41, 20, 23, 0, 6, 9, 6, 4, 36, 44, 44, 30]
[34, 18, 19, 6, 41, 47, 47, 0, 26, 36, 17, 12, 24, 37, 2, 4, 21, 48, 22, 49, 14, 5, 46, 22, 15, 31, 0, 34, 0, 49, 26, 7, 26, 28, 50, 38, 16, 29, 11, 26, 32, 26, 43, 7, 32, 14, 49, 26, 33, 44, 44, 32, 32, 48, 15, 38, 20, 2, 15, 24, 1, 49, 23, 31, 35, 33, 34, 39, 38, 18, 6, 45, 45, 16, 12, 47, 5, 10, 22, 5, 17, 43, 45, 30, 42, 40, 9, 15, 32, 43, 49, 8, 6, 17, 1, 15, 31, 15, 19, 23, 37, 5, 24, 43, 11, 36, 9, 10, 22, 22, 17, 12, 32, 7, 5, 43, 23, 17, 6, 12, 2, 2, 27, 21]
[17, 29, 2, 45, 45, 41, 48, 49, 20, 8, 43, 47, 28, 40, 21, 50, 24, 12, 30, 50, 48, 50, 10, 10, 41, 19, 38, 48, 49, 0, 23, 25, 39, 37, 12, 22, 7, 2, 44, 16, 32, 39, 46, 2, 11, 33, 50, 39, 37, 5, 50, 11, 18, 39, 5, 48, 46, 9, 12, 27, 11, 18, 6, 6, 13, 11, 29, 3, 43, 38, 13, 41, 34, 40, 33, 10, 47, 31, 29, 4, 0, 0, 36, 17, 17, 11, 41, 5, 2, 5, 33, 35, 37, 19, 5, 17, 12, 38, 25, 23, 36, 21, 33, 0, 32, 21, 41, 13, 6, 31, 33, 43, 10, 10, 40, 9, 42, 29, 9, 45, 33, 9, 30, 30]
[25, 8, 8, 15, 45, 21, 45, 13, 1, 9, 9, 28, 48, 13, 21, 19, 41, 21, 21, 19, 34, 29, 14, 0, 36, 25, 11, 44, 26, 23, 0, 36, 28, 45, 41, 14, 49, 42, 10, 45, 0, 28, 40, 29, 16, 14, 14, 26, 15, 18, 29, 12, 37, 24, 50, 11, 2, 49, 5, 16, 29, 2, 40, 8, 28, 41, 50, 24, 12, 7, 1, 19, 20, 47, 10, 41, 24, 17, 30, 17, 20, 43, 42, 12, 15, 0, 31, 48, 24, 37, 17, 41, 19, 31, 33, 25, 32, 43, 19, 3, 42, 21, 11, 36, 26, 10, 3, 22, 23, 10, 9, 11, 36, 22, 13, 11, 8, 6, 3, 29, 33, 41, 39, 35]
[39, 7, 21, 23, 14, 47, 23, 25, 42, 25, 2, 20, 31, 23, 39, 43, 46, 37, 35, 43, 21, 23, 44, 1, 29, 44, 5, 44, 7, 25, 36, 0, 5, 11, 17, 12, 34, 13, 38, 1, 40, 12, 24, 44, 48, 15, 31, 19, 20, 9, 2, 43, 50, 40, 1, 16, 29, 12, 34, 47, 14, 1, 20, 33, 10, 46, 46, 18, 32, 16, 23, 24, 21, 30, 49, 16, 21, 21, 16, 18, 39, 17, 19, 50, 37, 50, 3, 46, 1, 17, 23, 23, 1, 37, 23, 13, 24, 15, 34, 13, 3, 47, 22, 26, 15, 18, 14, 7, 50, 34, 18, 50, 24, 24, 3, 6, 7, 27, 2, 50, 23, 48, 43, 1]
[33, 14, 34, 16, 8, 47, 40, 15, 1, 42, 35, 8, 22, 35, 7, 43, 33, 5, 13, 19, 24, 35, 39, 48, 11, 45, 40, 13, 26, 39, 28, 5, 0, 2, 40, 15, 5, 27, 30, 25, 11, 12, 0, 6, 37, 44, 20, 6, 24, 4, 16, 18, 38, 28, 45, 5, 46, 12, 35, 49, 47, 23, 49, 41, 30, 1, 34, 11, 35, 10, 7, 43, 10, 15, 27, 32, 17, 48, 33, 15, 17, 14, 41, 44, 14, 4, 15, 21, 19, 50, 28, 45, 48, 42, 4, 7, 47, 6, 21, 9, 33, 6, 36, 16, 39, 5, 46, 45, 18, 23, 19, 11, 47, 17, 1, 23, 27, 34, 5, 0, 29, 50, 39, 47]
[32, 0, 31, 25, 50, 45, 45, 24, 45, 50, 3, 49, 44, 33, 17, 0, 18, 7, 28, 49, 45, 12, 33, 4, 34, 40, 45, 17, 28, 37, 45, 11, 2, 0, 38, 39, 21, 48, 31, 12, 24, 26, 10, 39, 41, 50, 18, 20, 20, 49, 47, 30, 5, 46, 39, 37, 4, 4, 11, 40, 40, 48, 48, 5, 37, 0, 41, 28, 15, 39, 50, 31, 24, 16, 17, 40, 17, 17, 45, 3, 39, 31, 21, 48, 24, 10, 29, 6, 5, 23, 46, 23, 46, 10, 2, 1, 45, 40, 7, 29, 24, 31, 16, 31, 20, 46, 6, 47, 45, 4, 5, 10, 20, 23, 19, 48, 0, 32, 6, 6, 4, 25, 22, 11]
[34, 30, 29, 21, 20, 23, 2, 36, 16, 10, 14, 29, 19, 33, 26, 27, 30, 14, 24, 36, 49, 12, 34, 21, 44, 35, 46, 5, 50, 12, 41, 17, 40, 38, 0, 12, 24, 25, 31, 30, 37, 8, 28, 3, 27, 22, 14, 21, 30, 20, 7, 4, 16, 10, 16, 25, 45, 14, 26, 39, 33, 31, 15, 17, 36, 12, 32, 12, 49, 10, 45, 19, 3, 24, 2, 11, 31, 37, 18, 0, 21, 2, 4, 30, 24, 37, 13, 26, 46, 41, 6, 34, 43, 50, 33, 7, 42, 10, 46, 7, 22, 16, 14, 2, 40, 48, 35, 17, 47, 50, 45, 15, 46, 20, 14, 46, 47, 17, 48, 5, 26, 22, 32, 15]
[4, 23, 35, 46, 18, 21, 32, 37, 33, 33, 23, 15, 15, 46, 40, 7, 1, 15, 6, 46, 41, 32, 32, 20, 5, 28, 26, 12, 38, 22, 14, 12, 15, 39, 12, 0, 8, 13, 26, 12, 28, 0, 4, 32, 5, 9, 19, 34, 14, 10, 11, 33, 33, 41, 0, 6, 41, 16, 27, 17, 32, 48, 18, 8, 1, 14, 8, 1, 19, 9, 33, 6, 17, 30, 1, 38, 30, 11, 23, 21, 19, 23, 43, 17, 23, 7, 36, 30, 38, 12, 4, 24, 21, 16, 44, 25, 11, 8, 25, 12, 45, 17, 12, 2, 34, 45, 14, 0, 7, 20, 21, 0, 44, 11, 4, 43, 31, 8, 23, 35, 28, 21, 12, 11]
[35, 24, 3, 39, 39, 14, 6, 41, 30, 48, 7, 26, 22, 34, 41, 18, 29, 7, 8, 36, 3, 11, 35, 11, 29, 11, 18, 47, 16, 7, 49, 34, 5, 21, 24, 8, 0, 29, 9, 16, 35, 37, 38, 20, 43, 13, 16, 10, 18, 44, 12, 27, 20, 44, 23, 15, 44, 35, 3, 35, 50, 14, 31, 12, 12, 1, 4, 36, 48, 18, 11, 6, 31, 15, 15, 19, 16, 2, 25, 21, 24, 20, 43, 31, 18, 47, 8, 37, 21, 11, 44, 37, 18, 19, 17, 30, 24, 18, 1, 27, 32, 14, 36, 42, 50, 46, 1, 26, 50, 25, 16, 5, 10, 3, 1, 34, 21, 39, 41, 13, 39, 13, 22, 12]
