N1,N2,...,Nx
[30, 25, 45, 3, 1, 28, 26, 17, 37, 26, 0, 1, 38, 41, 27, 11, 9, 10, 48, 46, 17, 15, 0, 49, 2, 13, 50, 30, 24, 30, 42, 45, 38, 46, 9, 32, 30, 40, 1, 38, 5, 17, 23, 2, 9, 4, 12, 22, 15, 37, 22, 43, 47, 34, 15, 47, 44, 23, 4, 6, 42, 16, 13, 41, 3, 40, 19, 33, 23, 13, 24, 50, 11, 21, 48, 1, 10, 32, 12, 4, 33, 22, 3, 8, 36, 2, 2, 19, 35, 11, 47, 49, 27, 13, 6, 17, 38, 26, 49, 39, 10, 34, 27, 40, 45, 30, 25, 29, 26, 16, 25, 4, 37, 29, 33, 29, 10, 7, 37, 38, 7, 38, 49, 34, 27, 28, 27, 46, 49, 31, 30, 34, 44, 40, 28, 46, 19]
[13, 26, 1, 0, 42, 5, 44, 27, 7, 1, 1, 0, 1, 25, 1, 27, 25, 11, 39, 34, 15, 4, 38, 7, 49, 1, 25, 21, 14, 38, 9, 11, 20, 49, 15, 3, 33, 40, 40, 14, 3, 1, 2, 30, 44, 18, 6, 33, 15, 47, 31, 48, 25, 47, 2, 42, 15, 29, 16, 1, 42, 24, 18, 1, 37, 30, 45, 0, 43, 42, 0, 38, 16, 47, 19, 19, 6, 13, 4, 16, 24, 11, 42, 0, 0, 20, 45, 17, 23, 47, 35, 46, 41, 8, 43, 36, 32, 27, 42, 19, 18, 45, 9, 6, 11, 5, 33, 5, 23, 45, 30, 18, 23, 25, 30, 50, 31, 24, 45, 19, 22, 23, 41, 17, 48, 15, 50, 6, 23, 19, 5, 32, 21, 46, 29, 14, 43]
[36, 1, 5, 50, 34, 4, 5, 40, 41, 32, 38, 1, 0, 29, 13, 18, 15, 6, 50, 14, 42, 29, 32, 32, 12, 16, 50, 12, 14, 5, 33, 42, 19, 8, 35, 44, 31, 29, 30, 3, 50, 24, 27, 46, 14, 28, 9, 19, 37, 8, 42, 10, 12, 2, 14, 30, 14, 44, 28, 25, 2, 46, 33, 20, 2, 37, 43, 3, 11, 37, 3, 6, 27, 33, 12, 22, 34, 50, 42, 21, 47, 32, 46, 0, 11, 24, 10, 47, 19, 4, 34, 37, 16, 7, 35, 36, 16, 37, 47, 15, 47, 28, 43, 44, 24, 27, 37, 30, 38, 28, 22, 16, 16, 24, 40, 24, 19, 7, 17, 50, 25, 24, 20, 26, 13, 18, 18, 36, 49, 39, 8, 15, 4, 14, 46, 38, 36]
[43, 17, 46, 47, 19, 8, 14, 24, 17, 42, 41, 25, 29, 0, 3, 3, 48, 24, 14, 32, 44, 35, 47, 10, 7, 15, 4, 23, 14, 12, 30, 31, 1, 26, 2, 22, 25, 3, 10, 0, 49, 29, 36, 38, 37, 28, 20, 13, 7, 4, 7, 34, 41, 22, 31, 8, 13, 29, 45, 38, 0, 47, 22, 22, 36, 29, 38, 19, 11, 41, 18, 4, 7, 47, 16, 5, 9, 44, 15, 24, 13, 2, 32, 23, 4, 19, 34, 11, 43, 10, 44, 46, 5, 5, 36, 20, 4, 29, 37, 35, 40, 40, 34, 27, 0, 43, 25, 22, 31, 21, 4, 46, 43, 3, 11, 24, 28, 23, 36, 37, 47, 6, 3, 47, 30, 48, 26, 50, 22, 42, 8, 22, 25, 43, 11, 5, 49]
[38, 14, 6, 2, 48, 7, 28, 14, 45, 17, 27, 1, 13, 3, 0, 5, 1, 16, 13, 1, 23, 41, 48, 10, 39, 29, 24, 35, 44, 19, 48, 30, 10, 18, 15, 18, 46, 39, 20, 25, 23, 45, 41, 49, 12, 4, 0, 32, 13, 7, 26, 5, 35, 6, 10, 34, 4, 31, 37, 45, 12, 2, 4, 26, 49, 32, 16, 45, 18, 8, 3, 33, 4, 16, 21, 42, 23, 5, 38, 33, 30, 4, 33, 0, 8, 9, 15, 33, 12, 14, 8, 22, 26, 25, 3, 27, 46, 42, 33, 38, 15, 7, 39, 45, 2, 24, 33, 26, 15, 28, 28, 16, 8, 36, 6, 24, 24, 4, 23, 25, 18, 50, 43, 0, 24, 8, 26, 43, 10, 5, 44, 50, 19, 12, 11, 43, 5]
[35, 32, 21, 48, 49, 9, 48, 41, 11, 2, 11, 27, 18, 3, 5, 0, 28, 11, 5, 8, 23, 6, 48, 47, 6, 22, 6, 19, 2, 41, 11, 26, 23, 2, 34, 29, 12, 18, 28, 18, 6, 21, 4, 16, 1, 27, 41, 28, 31, 14, 44, 9, 24, 47, 17, 5, 6, 26, 14, 18, 47, 37, 43, 37, 11, 2, 14, 21, 2, 25, 25, 14, 50, 27, 34, 1, 16, 31, 8, 3, 21, 22, 13, 35, 4, 8, 29, 1, 25, 7, 35, 24, 25, 30, 35, 11, 40, 1, 22, 14, 48, 21, 38, 11, 40, 48, 24, 25, 40, 7, 39, 30, 19, 13, 29, 3, 28, 20, 0, 16, 45, 6, 5, 49, 44, 5, 43, 34, 36, 22, 42, 1, 44, 36, 32, 23, 13]
[3, 37, 27, 17, 30, 1, 20, 1, 22, 38, 9, 25, 15, 48, 1, 28, 0, 39, 12, 43, 13, 30, 44, 46, 13, 41, 4, 33, 43, 47, 17, 36, 13, 42, 15, 42, 25, 5, 45, 25, 13, 37, 42, 9, 20, 41, 44, 0, 42, 20, 6, 22, 37, 33, 22, 41, 27, 1, 8, 14, 42, 11, 8, 22, 20, 40, 2, 47, 6, 6, 45, 25, 4, 7, 48, 35, 39, 44, 21, 9, 20, 14, 13, 40, 44, 18, 9, 6, 27, 47, 31, 17, 44, 9, 5, 50, 43, 1, 17, 31, 25, 8, 29, 21, 18, 33, 36, 0, 41, 3, 3, 48, 16, 6, 32, 36, 39, 41, 4, 22, 31, 27, 29, 40, 36, 34, 50, 8, 22, 1, 31, 12, 30, 27, 27, 32, 1]
[35, 26, 2, 26, 36, 49, 9, 35, 17, 19, 10, 11, 6, 24, 16, 11, 39, 0, 45, 19, 39, 19, 9, 2, 4, 1, 34, 6, 0, 33, 16, 21, 3, 39, 46, 43, 40, 48, 2, 13, 27, 12, 18, 23, 40, 35, 31, 45, 7, 21, 0, 14, 11, 17, 15, 9, 21, 28, 8, 26, 37, 27, 4, 14, 35, 47, 42, 6, 25, 42, 3, 25, 37, 28, 48, 8, 48, 38, 12, 20, 34, 49, 31, 30, 36, 39, 9, 14, 25, 37, 40, 40, 22, 28, 38, 32, 3, 12, 23, 44, 45, 30, 22, 42, 19, 5, 10, 30, 30, 31, 3, 19, 32, 10, 16, 46, 30, 37, 24, 36, 8, 37, 3, 23, 29, 4, 13, 35, 41, 11, 18, 38, 41, 1, 26, 37, 47]
[9, 18, 16, 47, 50, 4, 21, 43, 17, 48, 48, 39, 50, 14, 13, 5, 12, 45, 0, 30, 8, 36, 9, 29, 34, 12, 24, 30, 37, 6, 7, 3, 7, 2, 42, 36, 5, 9, 29, 36, 11, 28, 20, 5, 14, 3, 8, 4, 9, 13, 4, 25, 1, 31, 22, 5, 49, 8, 39, 31, 8, 28, 47, 49, 13, 48, 5, 42, 12, 43, 10, 22, 14, 30, 28, 35, 50, 4, 10, 24, 41, 18, 12, 35, 12, 33, 33, 17, 12, 48, 23, 2, 28, 3, 1, 5, 37, 40, 48, 2, 49, 49, 6, 24, 50, 44, 1, 44, 12, 30, 49, 4, 18, 14, 24, 11, 38, 33, 47, 49, 17, 27, 24, 43, 4, 13, 42, 26, 28, 24, 6, 7, 44, 44, 34, 25, 49]
[37, 11, 14, 16, 23, 31, 27, 29, 39, 44, 46, 34, 14, 32, 1, 8, 43, 19, 30, 0, 47, 49, 9, 24, 9, 11, 24, 29, 46, 2, 30, 37, 6, 18, 43, 13, 46, 49, 10, 27, 39, 38, 37, 44, 48, 15, 14, 17, 19, 9, 0, 45, 1, 34, 15, 1, 4, 41, 11, 3, 27, 40, 48, 41, 44, 16, 8, 33, 24, 33, 5, 0, 39, 3, 49, 34, 11, 16, 40, 11, 10, 16, 12, 5, 9, 1, 5, 47, 15, 39, 43, 47, 48, 12, 26, 10, 50, 3, 32, 13, 29, 39, 28, 41, 50, 10, 49, 23, 30, 24, 17, 8, 25, 41, 42, 5, 43, 28, 24, 35, 35, 0, 21, 41, 29, 1, 11, 5, 3, 24, 36, 48, 34, 36, 28, 14, 39]
[8, 24, 49, 20, 44, 49, 21, 43, 47, 25, 17, 15, 42, 44, 23, 23, 13, 39, 8, 47, 0, 46, 48, 18, 19, 45, 18, 28, 19, 30, 47, 31, 37, 5, 36, 5, 11, 17, 20, 44, 19, 32, 22, 19, 12, 15, 35, 27, 30, 39, 32, 17, 2, 41, 3, 32, 17, 38, 5, 4, 22, 49, 1, 20, 20, 21, 43, 49, 25, 38, 27, 21, 28, 27, 12, 49, 22, 0, 11, 47, 25, 20, 24, 20, 14, 19, 19, 13, 18, 45, 30, 28, 40, 47, 22, 14, 44, 31, 5, 20, 30, 22, 20, 32, 12, 4, 34, 44, 27, 6, 36, 46, 4, 25, 2, 22, 10, 1, 25, 25, 23, 2, 29, 1, 11, 15, 30, 4, 23, 8, 19, 25, 47, 26, 35, 29, 23]
[26, 24, 35, 20, 42, 4, 4, 49, 32, 19, 15, 4, 29, 35, 41, 6, 30, 19, 36, 49, 46, 0, 6, 26, 37, 41, 36, 47, 13, 30, 2, 6, 13, 9, 30, 21, 36, 31, 2, 27, 38, 50, 21, 2, 26, 25, 30, 50, 36, 26, 30, 23, 17, 26, 45, 6, 13, 37, 19, 11, 25, 4, 26, 9, 32, 16, 21, 28, 16, 6, 39, 13, 44, 0, 13, 10, 9, 3, 28, 16, 45, 21, 14, 48, 46, 21, 3, 26, 0, 48, 1, 10, 36, 10, 13, 22, 26, 6, 5, 32, 8, 24, 27, 50, 22, 3, 26, 21, 31, 50, 28, 2, 39, 49, 24, 46, 48, 20, 4, 48, 8, 45, 6, 21, 44, 46, 39, 39, 47, 40, 44, 48, 10, 7, 1, 23, 44]
[4, 24, 48, 48, 29, 37, 30, 40, 43, 50, 0, 38, 32, 47, 48, 48, 44, 9, 9, 9, 48, 6, 0, 14, 9, 0, 2, 50, 13, 5, 16, 24, 36, 10, 39, 5, 3, 49, 32, 44, 33, 37, 38, 13, 42, 38, 1, 47, 20, 21, 24, 33, 9, 1, 29, 36, 18, 1, 27, 7, 21, 2, 40, 30, 22, 50, 4, 50, 45, 43, 36, 28, 27, 30, 25, 5, 12, 36, 29, 47, 37, 10, 40, 15, 19, 42, 39, 13, 28, 8, 0, 38, 38, 36, 36, 9, 21, 48, 31, 15, 44, 10, 43, 6, 6, 16, 23, 32, 20, 12, 42, 6, 21, 2, 47, 45, 21, 22, 39, 20, 0, 48, 13, 12, 44, 2, 46, 7, 33, 16, 49, 4, 45, 41, 30, 41, 41]
[13, 46, 1, 0, 50, 45, 12, 23, 8, 0, 49, 7, 32, 10, 10, 47, 46, 2, 29, 24, 18, 26, 14, 0, 15, 31, 31, 31, 38, 37, 20, 15, 6, 33, 43, 21, 7, 14, 6, 47, 1, 28, 15, 19, 23, 23, 0, 43, 33, 1, 41, 12, 8, 50, 4, 47, 40, 13, 36, 50, 21, 3, 37, 8, 20, 23, 35, 46, 12, 6, 49, 22, 37, 28, 43, 10, 7, 48, 7, 26, 36, 12, 41, 3, 30, 23, 16, 48, 35, 20, 23, 7, 0, 36, 11, 26, 31, 48, 34, 37, 21, 10, 33, 33, 42, 46, 47, 1, 18, 18, 28, 31, 19, 33, 38, 7, 50, 7, 9, 31, 44, 39, 14, 8, 33, 23, 31, 44, 26, 46, 14, 24, 15, 1, 34, 33, 3]
[21, 32, 40, 20, 18, 21, 33, 42, 50, 20, 2, 49, 12, 7, 39, 6, 13, 4, 34, 9, 19, 37, 9, 15, 0, 27, 50, 17, 30, 40, 45, 1, 19, 44, 48, 21, 44, 32, 50, 20, 31, 30, 49, 37, 15, 3, 43, 0, 20, 1, 49, 50, 0, 44, 47, 50, 45, 9, 7, 11, 1, 30, 32, 12, 7, 4, 48, 28, 49, 14, 48, 23, 16, 0, 17, 29, 40, 26, 16, 31, 41, 9, 20, 37, 23, 2, 18, 18, 25, 17, 4, 13, 31, 3, 24, 27, 9, 33, 3, 41, 10, 50, 16, 0, 35, 11, 25, 34, 36, 18, 4, 38, 23, 8, 23, 25, 33, 13, 3, 36, 4, 12, 37, 47, 11, 28, 5, 27, 35, 32, 15, 21, 38, 18, 48, 32, 43]
[14, 47, 31, 2, 45, 50, 8, 19, 10, 20, 13, 1, 16, 15, 29, 22, 41, 1, 12, 11, 45, 41, 0, 31, 27, 0, 8, 46, 25, 30, 23, 4, 23, 14, 6, 4, 10, 14, 39, 20, 42, 47, 13, 39, 19, 8, 4, 43, 17, 21, 26, 27, 25, 22, 23, 26, 22, 9, 17, 17, 11, 25, 24, 34, 1, 2, 22, 31, 8, 15, 30, 48, 26, 34, 14, 2, 0, 33, 38, 6, 36, 17, 40, 27, 0, 50, 21, 27, 26, 10, 12, 28, 45, 11, 26, 8, 5, 2, 15, 30, 10, 11, 1, 12, 38, 28, 35, 33, 47, 7, 25, 11, 19, 12, 7, 40, 46, 31, 30, 32, 14, 19, 32, 37, 27, 29, 49, 2, 17, 14, 29, 18, 24, 47, 20, 8, 37]
[14, 31, 26, 40, 27, 32, 24, 41, 14, 27, 50, 25, 50, 4, 24, 6, 4, 34, 24, 24, 18, 36, 2, 31, 50, 8, 0, 45, 4, 15, 15, 10, 17, 9, 33, 24, 3, 38, 9, 26, 40, 42, 21, 36, 29, 25, 0, 50, 40, 44, 12, 7, 49, 27, 26, 19, 17, 24, 32, 15, 41, 16, 34, 7, 30, 27, 39, 2, 1, 21, 2, 27, 1, 18, 50, 24, 5, 44, 7, 26, 40, 42, 28, 30, 9, 45, 39, 19, 30, 8, 23, 23, 31, 34, 36, 19, 42, 1, 38, 15, 43, 32, 39, 13, 16, 7, 29, 46, 36, 38, 4, 12, 24, 44, 10, 2, 6, 30, 31, 48, 48, 1, 36, 18, 8, 38, 5, 39, 29, 36, 20, 44, 36, 9, 8, 46, 45]
[39, 40, 39, 1, 42, 34, 33, 22, 31, 26, 30, 21, 12, 23, 35, 19, 33, 6, 30, 29, 28, 47, 50, 31, 17, 46, 45, 0, 12, 37, 6, 38, 44, 21, 29, 2, 37, 16, 41, 42, 7, 46, 21, 44, 40, 22, 34, 30, 0, 44, 13, 15, 50, 40, 14, 26, 23, 35, 42, 9, 31, 48, 16, 25, 46, 25, 43, 16, 40, 46, 43, 34, 2, 23, 29, 11, 44, 40, 26, 6, 6, 13, 23, 49, 0, 16, 7, 38, 45, 16, 40, 21, 15, 36, 2, 24, 4, 20, 50, 8, 50, 6, 37, 1, 0, 7, 4, 14, 2, 0, 1, 32, 1, 34, 37, 31, 50, 46, 27, 6, 19, 44, 48, 12, 47, 3, 19, 17, 21, 46, 17, 32, 13, 22, 10, 7, 38]
[10, 9, 25, 24, 0, 6, 17, 43, 17, 46, 24, 14, 14, 14, 44, 2, 43, 0, 37, 46, 19, 13, 13, 38, 30, 25, 4, 12, 0, 32, 33, 43, 34, 1, 29, 7, 0, 30, 9, 2, 10, 27, 39, 2, 42, 23, 15, 1, 34, 11, 49, 40, 15, 15, 5, 18, 3, 40, 4, 20, 23, 37, 30, 6, 33, 13, 32, 41, 9, 43, 36, 13, 30, 32, 48, 45, 29, 25, 0, 25, 9, 9, 2, 15, 23, 49, 5, 38, 18, 50, 16, 18, 16, 10, 42, 0, 32, 50, 3, 45, 23, 20, 33, 25, 39, 6, 39, 39, 15, 3, 43, 25, 6, 49, 5, 28, 47, 9, 23, 4, 18, 45, 34, 27, 30, 9, 38, 50, 33, 27, 16, 7, 21, 0, 12, 12, 41]
[34, 31, 33, 45, 28, 37, 48, 13, 14, 11, 30, 38, 5, 12, 19, 41, 47, 33, 6, 2, 30, 30, 5, 37, 40, 30, 15, 37, 32, 0, 37, 35, 40, 43, 39, 48, 0, 14, 6, 23, 29, 2, 18, 11, 19, 41, 46, 26, 12, 10, 33, 40, 44, 34, 42, 4, 44, 23, 39, 50, 25, 14, 19, 37, 7, 41, 2, 10, 34, 19, 11, 43, 4, 14, 22, 11, 15, 36, 24, 13, 0, 32, 28, 6, 28, 10, 32, 10, 23, 5, 2, 22, 3, 39, 21, 15, 6, 34, 33, 46, 8, 30, 35, 32, 46, 40, 23, 44, 26, 10, 49, 16, 1, 41, 49, 0, 5, 3, 7, 4, 23, 37, 40, 21, 10, 30, 2, 26, 44, 29, 41, 45, 48, 6, 43, 34, 42]
[16, 31, 31, 28, 27, 5, 19, 30, 33, 2, 42, 9, 33, 30, 48, 11, 17, 16, 7, 30, 47, 2, 16, 20, 45, 23, 15, 6, 33, 37, 0, 38, 9, 1, 45, 19, 16, 35, 47, 17, 35, 48, 33, 48, 36, 50, 31, 33, 2, 0, 37, 36, 24, 24, 16, 45, 9, 35, 31, 42, 0, 36, 8, 43, 5, 42, 16, 41, 37, 30, 29, 34, 24, 38, 45, 41, 44, 7, 13, 30, 40, 43, 21, 22, 39, 4, 31, 14, 23, 20, 38, 47, 11, 26, 43, 5, 20, 2, 12, 46, 24, 36, 49, 26, 41, 37, 6, 37, 41, 29, 6, 39, 14, 12, 27, 26, 17, 6, 13, 43, 45, 21, 9, 2, 43, 12, 11, 45, 12, 3, 29, 50, 18, 3, 15, 39, 38]
[50, 37, 12, 50, 19, 16, 21, 30, 33, 13, 45, 11, 42, 31, 30, 26, 36, 21, 3, 37, 31, 6, 24, 15, 1, 4, 10, 38, 43, 35, 38, 0, 24, 10, 16, 47, 39, 46, 10, 42, 22, 23, 6, 32, 35, 29, 17, 14, 27, 10, 34, 26, 21, 4, 9, 48, 11, 46, 32, 27, 49, 25, 24, 41, 13, 18, 22, 42, 30, 34, 15, 39, 2, 0, 43, 6, 22, 4, 47, 17, 19, 35, 5, 34, 40, 23, 22, 26, 28, 10, 34, 37, 27, 20, 36, 45, 17, 19, 39, 41, 2, 6, 13, 11, 28, 27, 33, 38, 31, 12, 30, 10, 16, 11, 29, 46, 17, 19, 13, 9, 6, 33, 47, 32, 26, 44, 9, 21, 1, 42, 8, 20, 15, 21, 50, 27, 10]
[44, 11, 20, 30, 5, 44, 50, 48, 35, 21, 38, 20, 19, 1, 10, 23, 13, 3, 7, 6, 37, 13, 36, 6, 19, 23, 17, 44, 34, 40, 9, 24, 0, 27, 28, 17, 3, 48, 18, 50, 13, 21, 15, 15, 43, 46, 46, 4, 22, 48, 31, 25, 48, 40, 17, 24, 16, 13, 32, 17, 26, 33, 28, 46, 44, 46, 46, 38, 2, 43, 12, 27, 14, 39, 16, 13, 34, 39, 0, 47, 43, 44, 16, 4, 46, 45, 37, 18, 2, 3, 44, 0, 19, 35, 4, 38, 35, 39, 29, 25, 34, 46, 24, 37, 41, 35, 26, 38, 46, 7, 20, 38, 8, 16, 44, 14, 39, 11, 6, 40, 41, 13, 10, 43, 36, 8, 2, 48, 25, 20, 20, 16, 49, 5, 11, 32, 15]
