N1,N2,...,Nx
[37, 18, 1, 48, 18, 23, 4, 41, 30, 12, 0, 16, 28, 7, 15, 50, 47, 26, 12, 41, 17, 34, 4, 35, 15, 11, 24, 40, 37, 2, 21, 14, 21, 26, 33, 10, 8, 14, 25, 43, 45, 21, 3, 42, 43, 9, 8, 0, 39, 39, 40, 41, 42, 38, 36, 30, 17, 44, 29, 17, 0, 49, 16, 9, 49, 22, 39, 5, 50, 47, 18, 7, 7, 27, 11, 46, 0, 36, 37, 7, 44, 26]
[3, 6, 44, 0, 46, 0, 13, 17, 15, 50, 16, 0, 8, 8, 20, 50, 16, 40, 48, 19, 11, 3, 12, 40, 48, 22, 47, 8, 46, 19, 44, 26, 50, 42, 23, 44, 25, 26, 36, 39, 44, 40, 47, 39, 3, 20, 14, 30, 17, 8, 35, 33, 32, 0, 5, 35, 17, 17, 41, 22, 44, 30, 27, 23, 43, 1, 38, 41, 22, 10, 9, 41, 19, 26, 21, 30, 50, 13, 22, 11, 9, 5]
[46, 48, 17, 4, 49, 41, 1, 4, 2, 3, 28, 8, 0, 8, 50, 6, 42, 24, 38, 29, 34, 21, 39, 20, 17, 37, 44, 11, 36, 34, 12, 19, 13, 44, 33, 44, 22, 49, 45, 4, 40, 9, 27, 0, 44, 1, 44, 30, 19, 4, 45, 15, 6, 38, 15, 14, 47, 35, 6, 29, 19, 30, 49, 38, 41, 11, 1, 46, 49, 37, 10, 10, 47, 23, 43, 17, 1, 23, 32, 25, 13, 37]
[0, 41, 37, 10, 41, 7, 11, 3, 44, 20, 7, 8, 8, 0, 1, 33, 26, 1, 48, 25, 18, 10, 15, 24, 32, 23, 34, 15, 42, 2, 45, 50, 9, 9, 19, 49, 17, 22, 23, 5, 4, 6, 47, 0, 8, 42, 48, 13, 0, 48, 13, 45, 12, 28, 49, 28, 21, 12, 47, 39, 37, 19, 7, 7, 6, 19, 10, 49, 10, 39, 35, 48, 8, 29, 34, 1, 37, 18, 49, 23, 41, 22]
[16, 49, 37, 36, 28, 17, 0, 11, 11, 27, 15, 20, 50, 1, 0, 38, 50, 19, 31, 38, 7, 1, 45, 50, 46, 16, 14, 38, 17, 9, 21, 44, 35, 32, 38, 3, 28, 38, 41, 8, 19, 45, 18, 16, 46, 10, 34, 0, 33, 50, 44, 22, 48, 38, 11, 47, 14, 11, 28, 38, 46, 24, 49, 33, 20, 18, 18, 22, 47, 0, 35, 21, 32, 20, 38, 49, 17, 5, 45, 46, 35, 14]
[39, 14, 36, 48, 36, 11, 36, 8, 46, 10, 50, 50, 6, 33, 38, 0, 30, 17, 48, 44, 48, 28, 44, 37, 17, 9, 14, 28, 47, 24, 36, 4, 4, 31, 40, 21, 11, 42, 13, 49, 21, 5, 41, 11, 17, 18, 8, 1, 50, 24, 34, 18, 18, 49, 50, 31, 2, 38, 17, 48, 22, 10, 32, 14, 11, 50, 17, 31, 30, 12, 26, 34, 2, 35, 9, 4, 39, 21, 38, 33, 25, 35]
[32, 6, 3, 10, 50, 42, 39, 28, 16, 29, 47, 16, 42, 26, 50, 30, 0, 8, 42, 35, 18, 41, 38, 43, 33, 7, 15, 21, 0, 35, 4, 36, 49, 26, 43, 17, 46, 44, 42, 0, 37, 41, 26, 6, 27, 23, 19, 18, 31, 21, 45, 4, 37, 39, 41, 47, 29, 29, 44, 33, 13, 0, 6, 45, 16, 30, 31, 12, 6, 30, 27, 41, 40, 41, 9, 43, 41, 11, 7, 23, 6, 9]
[31, 10, 36, 26, 27, 20, 33, 29, 30, 33, 26, 40, 24, 1, 19, 17, 8, 0, 41, 31, 32, 44, 28, 11, 8, 19, 6, 3, 8, 13, 23, 2, 22, 50, 13, 32, 3, 17, 20, 25, 17, 17, 32, 37, 1, 7, 49, 49, 15, 17, 10, 33, 0, 1, 32, 43, 24, 4, 19, 47, 40, 25, 32, 25, 47, 15, 22, 8, 39, 24, 43, 41, 45, 41, 27, 4, 9, 17, 30, 43, 48, 18]
[31, 8, 2, 7, 0, 23, 29, 6, 9, 23, 12, 48, 38, 48, 31, 48, 42, 41, 0, 44, 50, 44, 16, 29, 3, 2, 32, 7, 15, 26, 33, 1, 8, 15, 15, 16, 32, 6, 17, 35, 44, 19, 15, 43, 35, 42, 25, 19, 9, 41, 20, 36, 15, 26, 13, 48, 27, 22, 15, 6, 40, 15, 43, 25, 45, 32, 47, 7, 23, 9, 13, 26, 47, 42, 15, 15, 17, 28, 17, 24, 4, 4]
[16, 45, 31, 8, 1, 16, 20, 0, 29, 24, 41, 19, 29, 25, 38, 44, 35, 31, 44, 0, 12, 23, 40, 16, 35, 43, 15, 31, 40, 26, 4, 9, 50, 36, 42, 44, 24, 32, 39, 47, 41, 7, 4, 20, 21, 28, 44, 32, 0, 16, 25, 41, 29, 22, 6, 34, 7, 42, 3, 21, 41, 13, 28, 7, 48, 30, 14, 25, 24, 12, 1, 16, 13, 48, 24, 30, 19, 10, 43, 26, 11, 10]
[13, 13, 37, 34, 35, 49, 35, 3, 33, 2, 17, 11, 34, 18, 7, 48, 18, 32, 50, 12, 0, 25, 22, 21, 47, 42, 39, 38, 12, 17, 1, 6, 9, 15, 33, 4, 47, 13, 45, 26, 32, 25, 3, 37, 27, 20, 47, 26, 24, 33, 23, 30, 7, 16, 14, 47, 13, 44, 26, 4, 23, 50, 29, 49, 1, 26, 48, 6, 5, 45, 30, 49, 5, 9, 40, 14, 7, 23, 49, 37, 0, 36]
[8, 0, 14, 40, 9, 15, 48, 9, 14, 27, 34, 3, 21, 10, 1, 28, 41, 44, 44, 23, 25, 0, 32, 5, 33, 11, 6, 42, 2, 29, 33, 13, 28, 44, 5, 38, 49, 39, 4, 50, 9, 23, 16, 34, 19, 10, 50, 45, 42, 46, 43, 12, 10, 50, 32, 25, 37, 31, 5, 49, 40, 36, 40, 5, 1, 50, 19, 44, 29, 2, 37, 42, 47, 3, 2, 10, 36, 48, 2, 34, 42, 50]
[15, 44, 6, 6, 47, 49, 20, 38, 3, 32, 4, 12, 39, 15, 45, 44, 38, 28, 16, 40, 22, 32, 0, 18, 28, 24, 12, 14, 28, 41, 30, 34, 21, 42, 44, 29, 49, 11, 36, 23, 11, 0, 14, 47, 11, 45, 10, 34, 30, 33, 10, 33, 32, 18, 18, 49, 22, 2, 33, 6, 15, 13, 11, 18, 12, 46, 21, 34, 42, 45, 18, 43, 16, 3, 24, 32, 19, 8, 22, 35, 17, 16]
[47, 6, 22, 20, 37, 16, 24, 10, 3, 11, 35, 40, 20, 24, 50, 37, 43, 11, 29, 16, 21, 5, 18, 0, 4, 42, 9, 35, 14, 13, 36, 43, 14, 20, 26, 39, 12, 35, 26, 19, 20, 42, 45, 23, 40, 26, 30, 24, 36, 49, 41, 39, 40, 12, 8, 1, 36, 22, 20, 0, 39, 7, 50, 33, 47, 6, 31, 17, 33, 46, 24, 42, 32, 50, 27, 38, 14, 25, 9, 31, 22, 25]
[25, 7, 4, 10, 44, 21, 38, 25, 2, 6, 15, 48, 17, 32, 46, 17, 33, 8, 3, 35, 47, 33, 28, 4, 0, 4, 47, 37, 10, 15, 5, 21, 38, 31, 18, 25, 35, 22, 22, 32, 9, 7, 26, 32, 50, 48, 22, 25, 25, 4, 30, 9, 23, 41, 50, 42, 5, 44, 27, 43, 43, 11, 17, 31, 39, 46, 4, 17, 6, 19, 10, 27, 48, 30, 6, 41, 48, 32, 0, 13, 15, 36]
[16, 45, 42, 50, 15, 17, 17, 24, 30, 26, 11, 22, 37, 23, 16, 9, 7, 19, 2, 43, 42, 11, 24, 42, 4, 0, 10, 18, 4, 22, 28, 24, 47, 5, 39, 41, 13, 10, 21, 24, 4, 3, 3, 49, 1, 17, 20, 44, 26, 5, 40, 12, 42, 42, 26, 17, 28, 46, 31, 28, 20, 35, 45, 15, 43, 38, 29, 13, 25, 12, 42, 2, 24, 41, 21, 41, 45, 18, 48, 21, 5, 15]
[17, 34, 22, 25, 14, 3, 32, 46, 44, 39, 24, 47, 44, 34, 14, 14, 15, 6, 32, 15, 39, 6, 12, 9, 47, 10, 0, 8, 0, 46, 1, 6, 39, 1, 13, 25, 18, 0, 39, 48, 20, 6, 43, 16, 19, 42, 45, 42, 21, 17, 10, 13, 43, 9, 7, 33, 1, 44, 11, 33, 3, 21, 31, 39, 30, 13, 39, 11, 35, 39, 0, 24, 2, 8, 1, 5, 17, 23, 17, 20, 40, 49]
[5, 16, 33, 21, 32, 47, 7, 13, 18, 29, 40, 8, 11, 15, 38, 28, 21, 3, 7, 31, 38, 42, 14, 35, 37, 18, 8, 0, 36, 9, 20, 45, 45, 2, 8, 16, 39, 6, 14, 44, 45, 5, 48, 43, 42, 0, 32, 37, 17, 31, 31, 8, 45, 15, 14, 36, 35, 1, 50, 29, 42, 50, 27, 44, 17, 20, 33, 46, 31, 30, 15, 28, 8, 27, 26, 43, 34, 32, 11, 25, 47, 9]
[46, 27, 34, 21, 7, 20, 2, 19, 14, 32, 37, 46, 36, 42, 17, 47, 0, 8, 15, 40, 12, 2, 28, 14, 10, 4, 0, 36, 0, 12, 5, 26, 19, 15, 32, 4, 14, 13, 37, 1, 16, 34, 18, 12, 50, 24, 23, 28, 35, 11, 1, 42, 16, 32, 1, 4, 7, 24, 16, 37, 14, 36, 9, 10, 47, 40, 27, 47, 35, 7, 36, 2, 31, 18, 12, 31, 3, 28, 25, 22, 9, 34]
[29, 0, 37, 23, 22, 49, 45, 5, 32, 39, 2, 19, 34, 2, 9, 24, 35, 13, 26, 26, 17, 29, 41, 13, 15, 22, 46, 9, 12, 0, 8, 0, 25, 15, 2, 37, 36, 3, 8, 6, 20, 37, 5, 36, 22, 20, 48, 4, 41, 24, 19, 48, 48, 33, 34, 46, 28, 37, 4, 8, 6, 12, 13, 32, 40, 23, 7, 49, 19, 48, 24, 48, 3, 17, 36, 6, 37, 47, 24, 23, 40, 27]
[10, 19, 21, 8, 22, 45, 29, 17, 46, 22, 21, 44, 12, 45, 21, 36, 4, 23, 33, 4, 1, 33, 30, 36, 5, 28, 1, 20, 5, 8, 0, 5, 28, 32, 27, 45, 8, 6, 45, 22, 37, 30, 6, 6, 20, 16, 3, 10, 9, 8, 24, 31, 15, 38, 44, 31, 30, 34, 17, 35, 49, 6, 48, 42, 35, 45, 30, 32, 41, 48, 12, 46, 14, 38, 32, 4, 25, 28, 4, 31, 36, 29]
[10, 35, 0, 34, 2, 29, 21, 7, 17, 20, 14, 26, 19, 50, 44, 4, 36, 2, 1, 9, 6, 13, 34, 43, 21, 24, 6, 45, 26, 0, 5, 0, 49, 11, 15, 14, 39, 20, 5, 23, 12, 44, 4, 24, 8, 44, 25, 20, 40, 38, 26, 14, 47, 0, 10, 42, 20, 43, 6, 43, 10, 28, 23, 29, 13, 16, 17, 48, 24, 21, 32, 31, 10, 37, 35, 49, 4, 36, 16, 27, 21, 28]
[26, 37, 34, 39, 10, 14, 1, 36, 8, 44, 21, 50, 13, 9, 35, 4, 49, 22, 8, 50, 9, 28, 21, 14, 38, 47, 39, 45, 19, 25, 28, 49, 0, 18, 5, 42, 35, 30, 45, 19, 23, 21, 0, 24, 49, 42, 0, 27, 34, 2, 20, 41, 44, 41, 44, 31, 39, 34, 9, 1, 26, 33, 18, 24, 34, 50, 48, 9, 18, 26, 35, 50, 49, 19, 43, 36, 8, 33, 19, 31, 24, 10]
[36, 43, 16, 26, 32, 42, 14, 45, 14, 28, 26, 42, 44, 9, 32, 31, 26, 50, 15, 36, 15, 44, 42, 20, 31, 5, 1, 2, 15, 15, 32, 11, 18, 0, 11, 48, 10, 13, 48, 40, 5, 10, 27, 12, 20, 6, 28, 17, 13, 31, 33, 2, 16, 0, 44, 4, 26, 46, 45, 25, 39, 5, 30, 46, 33, 1, 6, 4, 25, 37, 39, 32, 38, 12, 35, 21, 28, 11, 47, 38, 0, 23]
[25, 20, 25, 26, 7, 11, 22, 33, 26, 48, 33, 23, 33, 19, 38, 40, 43, 13, 15, 42, 33, 5, 44, 26, 18, 39, 13, 8, 32, 2, 27, 15, 5, 11, 0, 2, 44, 13, 23, 44, 25, 24, 6, 25, 28, 43, 11, 3, 20, 7, 29, 5, 17, 31, 28, 41, 12, 27, 1, 31, 35, 19, 33, 42, 5, 45, 29, 23, 11, 9, 35, 34, 13, 48, 20, 12, 32, 18, 32, 29, 32, 28]
[27, 3, 14, 39, 6, 44, 0, 41, 18, 19, 10, 44, 44, 49, 3, 21, 17, 32, 16, 44, 4, 38, 29, 39, 25, 41, 25, 16, 4, 37, 45, 14, 42, 48, 2, 0, 43, 19, 50, 0, 29, 30, 40, 2, 50, 48, 10, 9, 47, 9, 24, 33, 13, 30, 47, 28, 2, 29, 49, 13, 24, 19, 14, 31, 31, 32, 12, 21, 43, 6, 35, 15, 34, 40, 2, 50, 31, 43, 43, 5, 49, 49]
[2, 23, 30, 42, 41, 40, 31, 33, 17, 47, 8, 25, 22, 17, 28, 11, 46, 3, 32, 24, 47, 49, 49, 12, 35, 13, 18, 39, 14, 36, 8, 39, 35, 10, 44, 43, 0, 24, 27, 6, 46, 8, 9, 21, 17, 2, 2, 38, 48, 22, 4, 3, 23, 50, 44, 25, 15, 14, 33, 33, 27, 42, 34, 29, 41, 7, 40, 48, 28, 4, 46, 46, 42, 21, 43, 19, 37, 32, 13, 38, 16, 32]
[36, 20, 18, 21, 5, 9, 22, 1, 30, 22, 14, 26, 49, 22, 38, 42, 44, 17, 6, 32, 13, 39, 11, 35, 22, 10, 0, 6, 13, 3, 6, 20, 30, 13, 13, 19, 24, 0, 4, 39, 28, 21, 47, 35, 17, 42, 10, 35, 16, 26, 35, 43, 42, 47, 29, 1, 6, 35, 16, 31, 17, 0, 25, 47, 12, 32, 19, 15, 44, 19, 47, 13, 14, 0, 26, 31, 49, 31, 24, 20, 10, 22]
[14, 39, 9, 25, 14, 17, 12, 26, 8, 26, 25, 36, 45, 23, 41, 13, 42, 20, 17, 39, 45, 4, 36, 26, 22, 21, 39, 14, 37, 8, 45, 5, 45, 48, 23, 50, 27, 4, 0, 28, 28, 35, 36, 23, 2, 10, 15, 13, 38, 45, 10, 30, 30, 33, 18, 17, 15, 21, 39, 21, 26, 35, 31, 19, 49, 2, 42, 31, 4, 29, 16, 8, 19, 10, 8, 35, 4, 26, 17, 33, 29, 38]
[17, 34, 16, 17, 23, 49, 22, 25, 45, 27, 43, 39, 4, 5, 8, 49, 0, 25, 35, 47, 26, 50, 23, 19, 32, 24, 48, 44, 1, 6, 22, 23, 19, 40, 44, 0, 6, 39, 28, 0, 49, 49, 35, 26, 41, 4, 38, 17, 28, 34, 15, 30, 3, 34, 25, 39, 12, 49, 32, 24, 6, 46, 13, 43, 6, 20, 40, 8, 12, 5, 9, 22, 45, 12, 37, 16, 44, 33, 1, 25, 0, 12]
[30, 41, 23, 30, 36, 46, 24, 34, 44, 8, 45, 44, 40, 4, 19, 21, 37, 17, 44, 41, 32, 9, 11, 20, 9, 4, 20, 45, 16, 20, 37, 12, 23, 5, 25, 29, 46, 28, 28, 49, 0, 38, 35, 4, 37, 43, 35, 35, 45, 7, 47, 23, 24, 26, 23, 11, 16, 6, 33, 8, 38, 6, 1, 41, 22, 45, 3, 42, 13, 29, 32, 35, 38, 39, 38, 9, 18, 42, 40, 20, 46, 10]
[11, 10, 46, 24, 15, 23, 13, 18, 20, 3, 21, 40, 9, 6, 45, 5, 41, 17, 19, 7, 25, 23, 0, 42, 7, 3, 6, 5, 34, 37, 30, 44, 21, 10, 24, 30, 8, 21, 35, 49, 38, 0, 11, 27, 46, 13, 39, 0, 16, 11, 20, 1, 31, 23, 25, 3, 39, 13, 28, 31, 7, 31, 25, 20, 37, 4, 38, 31, 31, 48, 3, 17, 40, 10, 34, 28, 35, 47, 42, 14, 19, 6]
[19, 14, 45, 41, 37, 45, 48, 29, 6, 6, 3, 47, 27, 47, 18, 41, 26, 32, 15, 4, 3, 16, 14, 45, 26, 3, 43, 48, 18, 5, 6, 4, 0, 27, 6, 40, 9, 47, 36, 35, 35, 11, 0, 1, 11, 45, 5, 46, 22, 4, 22, 28, 30, 21, 6, 11, 15, 31, 48, 50, 48, 38, 23, 10, 9, 18, 7, 46, 1, 38, 42, 17, 39, 9, 49, 23, 13, 34, 50, 42, 33, 41]
[28, 35, 1, 35, 20, 6, 37, 0, 4, 24, 42, 39, 0, 0, 16, 11, 6, 37, 43, 20, 37, 34, 47, 23, 32, 49, 16, 43, 12, 36, 6, 24, 24, 12, 25, 2, 21, 35, 23, 26, 4, 27, 1, 0, 38, 1, 28, 20, 9, 41, 24, 6, 12, 24, 16, 44, 12, 36, 38, 25, 15, 33, 41, 36, 23, 33, 45, 28, 8, 3, 40, 28, 34, 38, 36, 11, 49, 33, 50, 7, 49, 5]
[41, 8, 8, 3, 2, 18, 12, 24, 9, 25, 43, 3, 44, 8, 46, 17, 27, 1, 35, 21, 27, 19, 11, 40, 50, 1, 19, 42, 50, 22, 20, 8, 49, 20, 28, 50, 17, 17, 2, 41, 37, 46, 11, 38, 0, 27, 50, 15, 39, 44, 49, 4, 14, 1, 7, 45, 10, 2, 40, 32, 28, 20, 14, 14, 24, 36, 43, 14, 6, 34, 7, 2, 40, 11, 6, 29, 0, 48, 38, 30, 2, 13]
[6, 17, 24, 14, 19, 28, 38, 4, 45, 31, 9, 20, 1, 42, 10, 18, 23, 7, 42, 28, 20, 10, 45, 26, 48, 17, 42, 0, 24, 20, 16, 44, 42, 6, 43, 48, 2, 42, 10, 4, 43, 13, 45, 1, 27, 0, 15, 25, 8, 14, 46, 5, 30, 25, 11, 37, 36, 38, 1, 8, 38, 36, 4, 14, 39, 50, 27, 47, 35, 30, 21, 21, 19, 15, 29, 14, 0, 17, 41, 16, 26, 17]
[21, 47, 36, 45, 21, 26, 6, 38, 10, 41, 8, 14, 44, 48, 34, 8, 19, 49, 25, 44, 47, 50, 10, 30, 22, 20, 45, 32, 23, 48, 3, 25, 0, 28, 11, 10, 2, 10, 15, 38, 35, 39, 5, 28, 50, 15, 0, 16, 12, 12, 29, 30, 35, 31, 42, 32, 14, 11, 39, 4, 2, 30, 2, 35, 32, 17, 12, 9, 0, 39, 24, 22, 46, 14, 36, 12, 31, 45, 26, 8, 17, 46]
[26, 19, 24, 24, 34, 9, 24, 14, 40, 16, 0, 30, 30, 13, 0, 1, 18, 49, 19, 32, 26, 45, 34, 24, 25, 44, 42, 37, 28, 4, 10, 20, 27, 17, 3, 9, 38, 35, 13, 17, 35, 0, 46, 20, 15, 25, 16, 0, 6, 14, 48, 44, 19, 29, 46, 36, 45, 29, 38, 3, 46, 16, 12, 48, 8, 41, 18, 45, 49, 30, 12, 2, 13, 3, 10, 27, 15, 7, 23, 5, 22, 42]
[18, 9, 35, 8, 41, 25, 27, 8, 42, 31, 39, 17, 19, 0, 33, 50, 31, 15, 9, 0, 24, 42, 30, 36, 25, 26, 21, 17, 35, 41, 9, 40, 34, 13, 20, 47, 48, 16, 38, 28, 45, 16, 22, 9, 39, 8, 12, 6, 0, 24, 22, 24, 49, 22, 13, 25, 29, 50, 26, 39, 19, 40, 3, 12, 0, 13, 23, 22, 22, 31, 22, 7, 25, 38, 26, 10, 29, 11, 35, 5, 17, 29]
[21, 27, 43, 14, 10, 45, 46, 47, 44, 42, 39, 8, 4, 48, 50, 24, 21, 17, 41, 16, 33, 46, 33, 49, 4, 5, 17, 31, 11, 24, 8, 38, 2, 31, 7, 9, 22, 26, 45, 34, 7, 11, 4, 41, 44, 14, 12, 14, 24, 0, 38, 40, 35, 38, 15, 50, 6, 32, 12, 34, 26, 43, 15, 23, 37, 43, 22, 45, 38, 26, 10, 44, 24, 33, 43, 24, 30, 24, 10, 33, 3, 42]
[0, 5, 0, 10, 0, 48, 9, 7, 41, 35, 40, 35, 45, 13, 44, 34, 45, 10, 20, 25, 23, 43, 10, 41, 30, 40, 10, 31, 1, 19, 24, 26, 20, 33, 29, 24, 4, 35, 10, 15, 47, 20, 22, 24, 49, 46, 29, 48, 22, 38, 0, 24, 38, 47, 38, 24, 33, 45, 3, 40, 43, 11, 27, 7, 4, 45, 26, 6, 43, 14, 32, 12, 49, 24, 40, 24, 44, 34, 0, 37, 26, 0]
[13, 9, 4, 12, 4, 45, 22, 19, 3, 45, 41, 33, 15, 45, 22, 18, 4, 33, 36, 41, 30, 12, 33, 39, 9, 12, 13, 8, 42, 48, 31, 14, 41, 2, 5, 33, 3, 43, 30, 30, 23, 1, 28, 6, 4, 5, 30, 44, 24, 40, 24, 0, 6, 6, 17, 13, 28, 24, 35, 27, 19, 13, 37, 35, 10, 2, 18, 31, 3, 32, 47, 49, 37, 4, 15, 5, 8, 20, 37, 46, 1, 49]
[10, 9, 15, 36, 37, 20, 19, 31, 41, 0, 42, 32, 6, 12, 48, 18, 37, 0, 15, 29, 7, 10, 32, 40, 23, 42, 43, 45, 16, 48, 15, 47, 44, 16, 17, 13, 23, 42, 30, 3, 24, 31, 30, 12, 14, 30, 35, 19, 49, 35, 38, 6, 0, 37, 38, 0, 12, 14, 38, 9, 27, 45, 2, 31, 17, 22, 4, 36, 45, 43, 12, 19, 22, 8, 35, 12, 3, 0, 44, 40, 35, 14]
[20, 46, 37, 19, 36, 49, 10, 31, 46, 1, 38, 0, 38, 28, 38, 49, 39, 1, 26, 22, 16, 50, 18, 12, 41, 42, 9, 15, 32, 33, 38, 0, 41, 0, 31, 30, 50, 47, 33, 34, 26, 23, 21, 24, 1, 25, 31, 29, 22, 38, 47, 6, 37, 0, 10, 37, 37, 11, 34, 15, 5, 37, 39, 34, 18, 38, 26, 3, 48, 11, 6, 26, 43, 34, 4, 1, 22, 19, 22, 4, 11, 14]
[18, 17, 40, 19, 49, 28, 10, 18, 36, 30, 36, 5, 15, 49, 11, 50, 41, 32, 13, 6, 14, 32, 18, 8, 50, 26, 7, 14, 1, 34, 44, 10, 44, 44, 28, 47, 44, 29, 18, 25, 23, 25, 6, 16, 7, 11, 42, 46, 13, 15, 38, 17, 38, 10, 0, 25, 4, 29, 21, 10, 24, 30, 13, 16, 31, 21, 11, 22, 37, 43, 30, 42, 14, 14, 16, 37, 11, 16, 42, 19, 36, 37]
[46, 7, 3, 5, 14, 13, 50, 20, 50, 30, 30, 35, 14, 28, 47, 31, 47, 43, 48, 34, 47, 25, 49, 1, 42, 17, 33, 36, 4, 46, 31, 42, 31, 4, 41, 28, 25, 1, 17, 39, 11, 3, 11, 44, 45, 37, 32, 36, 25, 50, 24, 13, 0, 37, 25, 0, 19, 36, 11, 4, 15, 26, 34, 37, 22, 23, 50, 22, 22, 8, 3, 38, 30, 12, 38, 50, 9, 48, 40, 35, 38, 13]
