N1,N2,...,Nx
[11, 1, 14, 49, 8, 23, 2, 23, 34, 21, 47, 19, 28, 41, 29, 39, 37, 34, 9, 6, 49, 21, 37, 42, 32, 9, 33, 14, 14, 14, 11, 11, 0, 16, 23, 31, 35, 27, 45, 18, 12, 50, 38, 32, 39, 23, 32, 8, 16, 31, 12, 7, 41, 1, 22, 43, 19, 23, 39, 5, 3, 25, 24, 21, 37, 38, 19, 22, 9, 29, 46, 5, 47, 46, 19, 17, 50, 4, 6, 50, 42, 46, 49, 14, 7, 26, 21, 26, 13, 2, 35, 20, 47, 42, 22, 33, 42, 4, 6, 4, 17, 25]
[40, 28, 33, 48, 4, 49, 10, 44, 35, 29, 2, 37, 9, 4, 13, 9, 8, 8, 27, 25, 7, 7, 21, 20, 19, 16, 0, 34, 4, 4, 0, 4, 16, 0, 25, 49, 16, 7, 40, 21, 36, 29, 43, 49, 43, 40, 33, 45, 9, 37, 17, 13, 1, 31, 15, 49, 46, 12, 30, 25, 49, 21, 9, 33, 40, 11, 33, 18, 48, 13, 5, 49, 10, 45, 45, 18, 3, 3, 7, 50, 12, 6, 24, 42, 24, 26, 24, 1, 5, 23, 15, 1, 4, 7, 35, 29, 39, 32, 41, 38, 39, 10]
[2, 41, 37, 47, 29, 12, 26, 50, 17, 12, 14, 9, 33, 24, 36, 2, 23, 34, 9, 18, 36, 3, 32, 23, 30, 13, 31, 2, 32, 28, 29, 29, 23, 25, 0, 27, 33, 46, 27, 3, 48, 37, 37, 12, 38, 0, 8, 29, 31, 40, 47, 10, 21, 12, 19, 8, 50, 13, 23, 2, 3, 12, 7, 45, 10, 19, 17, 46, 4, 25, 19, 30, 5, 2, 33, 22, 45, 27, 38, 2, 25, 7, 43, 29, 21, 21, 13, 3, 48, 29, 32, 11, 44, 34, 40, 32, 35, 37, 45, 16, 1, 34]
[37, 31, 45, 20, 48, 41, 50, 16, 27, 7, 20, 31, 50, 39, 1, 13, 43, 32, 21, 50, 25, 32, 27, 25, 10, 15, 8, 40, 6, 31, 40, 30, 31, 49, 27, 0, 15, 0, 10, 33, 49, 45, 7, 47, 11, 8, 39, 40, 14, 18, 9, 43, 34, 18, 25, 41, 1, 26, 27, 37, 17, 5, 6, 1, 43, 24, 12, 31, 35, 41, 4, 37, 20, 18, 45, 18, 11, 47, 35, 17, 17, 26, 30, 40, 13, 20, 27, 26, 42, 6, 0, 41, 3, 36, 20, 50, 34, 10, 40, 9, 22, 24]
[41, 37, 46, 40, 8, 26, 31, 25, 36, 20, 16, 21, 25, 45, 16, 44, 35, 18, 30, 16, 10, 2, 39, 50, 13, 21, 44, 16, 20, 48, 22, 24, 35, 16, 33, 15, 0, 29, 8, 5, 48, 6, 20, 39, 7, 5, 1, 11, 1, 6, 27, 40, 50, 39, 46, 32, 3, 17, 12, 6, 35, 39, 50, 2, 35, 14, 3, 9, 34, 44, 25, 26, 12, 0, 10, 18, 23, 42, 2, 4, 16, 6, 31, 30, 12, 50, 0, 26, 33, 27, 50, 49, 2, 50, 4, 34, 40, 10, 9, 19, 37, 25]
[13, 6, 36, 29, 43, 10, 44, 24, 1, 47, 37, 5, 19, 39, 11, 2, 36, 45, 1, 26, 47, 50, 13, 19, 46, 30, 10, 8, 0, 17, 35, 17, 27, 7, 46, 0, 29, 0, 25, 13, 42, 31, 21, 25, 30, 50, 13, 18, 0, 0, 17, 16, 8, 50, 22, 1, 50, 45, 46, 33, 41, 15, 42, 5, 9, 36, 35, 48, 7, 48, 12, 43, 14, 42, 1, 30, 13, 45, 29, 10, 1, 46, 14, 2, 25, 16, 46, 39, 14, 14, 46, 43, 36, 34, 28, 40, 23, 9, 20, 9, 8, 15]
[44, 36, 38, 27, 9, 49, 37, 17, 7, 45, 17, 27, 50, 28, 40, 46, 40, 23, 23, 41, 17, 31, 8, 48, 34, 46, 7, 32, 2, 41, 49, 20, 45, 40, 27, 10, 8, 25, 0, 49, 42, 16, 11, 41, 42, 36, 34, 0, 50, 20, 18, 23, 20, 12, 34, 4, 10, 22, 36, 26, 25, 41, 0, 20, 39, 43, 12, 23, 40, 41, 21, 44, 0, 36, 18, 39, 40, 50, 25, 7, 48, 34, 21, 9, 48, 45, 50, 29, 36, 43, 38, 31, 26, 1, 19, 2, 21, 47, 46, 25, 44, 13]
[25, 45, 9, 31, 8, 39, 4, 19, 28, 13, 8, 1, 38, 4, 31, 43, 22, 17, 35, 17, 50, 46, 43, 44, 4, 37, 37, 26, 23, 44, 50, 34, 18, 21, 3, 33, 5, 13, 49, 0, 5, 49, 18, 37, 19, 48, 30, 18, 47, 6, 46, 33, 45, 6, 40, 13, 48, 24, 39, 0, 50, 2, 20, 49, 37, 5, 25, 11, 47, 31, 8, 24, 16, 14, 3, 46, 28, 17, 18, 49, 34, 13, 48, 49, 18, 35, 1, 48, 36, 14, 3, 18, 46, 5, 7, 5, 2, 31, 17, 31, 20, 20]
[15, 5, 15, 6, 50, 38, 49, 22, 36, 38, 49, 34, 2, 13, 10, 14, 14, 13, 10, 20, 15, 48, 43, 10, 18, 48, 45, 43, 31, 10, 3, 34, 12, 36, 48, 49, 48, 42, 42, 5, 0, 24, 8, 24, 33, 49, 42, 18, 1, 16, 33, 38, 43, 50, 47, 49, 11, 3, 31, 45, 33, 5, 25, 28, 26, 22, 37, 37, 11, 2, 33, 31, 11, 25, 36, 24, 6, 40, 28, 23, 28, 50, 2, 22, 32, 10, 10, 15, 6, 33, 29, 21, 24, 26, 26, 14, 3, 13, 5, 30, 10, 37]
[17, 34, 42, 23, 13, 41, 47, 14, 25, 17, 20, 45, 0, 5, 39, 39, 9, 15, 17, 50, 4, 25, 33, 2, 28, 3, 10, 36, 37, 23, 33, 38, 50, 29, 37, 45, 6, 31, 16, 49, 24, 0, 50, 3, 42, 13, 38, 16, 41, 3, 8, 9, 39, 0, 48, 33, 40, 20, 1, 18, 2, 43, 3, 42, 32, 36, 9, 43, 15, 28, 47, 29, 21, 13, 31, 29, 48, 28, 36, 31, 7, 44, 44, 8, 28, 19, 6, 2, 42, 46, 4, 40, 39, 25, 48, 38, 13, 25, 38, 38, 36, 11]
[28, 47, 35, 39, 27, 41, 35, 9, 5, 41, 21, 11, 22, 8, 26, 18, 13, 48, 0, 49, 1, 38, 36, 29, 49, 38, 24, 17, 28, 4, 27, 33, 38, 43, 37, 7, 20, 21, 11, 18, 8, 50, 0, 0, 31, 49, 40, 37, 14, 9, 24, 24, 18, 14, 40, 41, 46, 12, 19, 4, 0, 42, 40, 24, 38, 28, 24, 32, 16, 8, 27, 31, 19, 14, 35, 29, 9, 24, 45, 31, 37, 28, 39, 5, 42, 36, 17, 29, 36, 17, 38, 41, 7, 45, 38, 30, 14, 50, 24, 33, 17, 20]
[26, 16, 6, 10, 8, 18, 1, 4, 6, 7, 49, 35, 3, 22, 48, 38, 5, 39, 13, 48, 9, 6, 32, 35, 11, 4, 3, 22, 11, 37, 46, 43, 32, 49, 12, 47, 39, 25, 41, 37, 24, 3, 0, 0, 18, 29, 30, 32, 11, 16, 42, 21, 4, 29, 33, 16, 5, 7, 35, 32, 34, 30, 42, 4, 12, 25, 34, 39, 32, 3, 36, 44, 29, 12, 6, 18, 47, 46, 42, 39, 18, 24, 10, 28, 27, 31, 1, 16, 35, 30, 13, 19, 19, 48, 40, 5, 48, 33, 2, 14, 50, 32]
[3, 50, 42, 48, 20, 41, 11, 50, 35, 25, 46, 0, 49, 39, 46, 20, 41, 28, 13, 22, 17, 16, 10, 38, 41, 5, 16, 41, 24, 35, 50, 31, 39, 43, 38, 11, 7, 30, 42, 19, 33, 42, 31, 18, 0, 18, 34, 46, 50, 35, 21, 0, 42, 13, 38, 38, 42, 36, 4, 10, 2, 16, 29, 27, 30, 20, 48, 16, 31, 27, 19, 41, 11, 19, 46, 34, 14, 34, 8, 13, 49, 43, 41, 47, 46, 16, 39, 35, 35, 26, 47, 41, 27, 4, 11, 6, 44, 50, 26, 9, 11, 33]
