N1,N2,...,Nx
[9, 41, 11, 48, 2, 7, 21, 11, 43, 3, 47, 40, 14, 40, 46, 50, 42, 38, 23, 19, 0, 45, 21, 0, 1, 1, 47, 5, 43, 17, 9, 46, 48, 10, 44, 21, 36, 33, 41, 12, 43, 28, 11, 40, 40, 12, 4, 34, 20, 35, 16, 15, 34, 0, 5, 46, 22, 14, 7, 34, 45, 49, 34, 37]
[33, 49, 0, 46, 39, 39, 28, 41, 12, 29, 48, 1, 36, 19, 5, 29, 42, 30, 41, 33, 45, 0, 3, 46, 33, 40, 4, 17, 30, 26, 38, 23, 15, 43, 16, 9, 45, 47, 29, 7, 39, 4, 38, 49, 34, 39, 24, 12, 28, 45, 36, 4, 40, 15, 39, 8, 3, 12, 10, 12, 33, 40, 17, 25]
[18, 39, 47, 47, 5, 32, 31, 42, 44, 4, 17, 22, 8, 11, 33, 8, 3, 28, 13, 38, 21, 3, 0, 22, 19, 29, 39, 4, 50, 30, 8, 14, 39, 17, 23, 34, 2, 39, 21, 25, 18, 18, 25, 42, 46, 20, 45, 35, 7, 31, 49, 47, 11, 12, 28, 46, 5, 22, 1, 47, 3, 43, 35, 45]
[32, 35, 42, 40, 39, 24, 3, 15, 21, 38, 44, 30, 6, 10, 39, 39, 35, 0, 3, 10, 0, 46, 22, 0, 50, 36, 0, 11, 29, 21, 49, 34, 47, 38, 35, 36, 9, 20, 43, 3, 36, 48, 36, 29, 45, 28, 35, 0, 28, 11, 33, 8, 26, 24, 1, 26, 20, 10, 26, 11, 45, 30, 22, 26]
[47, 25, 42, 47, 45, 36, 26, 29, 3, 32, 10, 10, 43, 3, 37, 21, 44, 8, 7, 39, 1, 33, 19, 50, 0, 36, 36, 48, 21, 8, 25, 11, 6, 0, 6, 10, 13, 4, 46, 28, 22, 13, 3, 49, 4, 38, 9, 45, 42, 15, 7, 19, 42, 42, 22, 11, 23, 24, 28, 26, 26, 50, 25, 28]
[5, 30, 41, 39, 34, 19, 36, 7, 7, 4, 1, 20, 7, 0, 33, 37, 8, 29, 47, 30, 1, 40, 29, 36, 36, 0, 0, 19, 18, 47, 45, 31, 13, 30, 12, 11, 23, 47, 46, 45, 45, 13, 18, 35, 4, 2, 31, 6, 34, 44, 18, 34, 14, 6, 36, 36, 42, 13, 5, 0, 39, 23, 4, 6]
[11, 10, 45, 22, 17, 50, 20, 5, 32, 5, 3, 35, 25, 4, 38, 50, 18, 5, 10, 44, 47, 4, 39, 0, 36, 0, 0, 42, 30, 10, 21, 49, 33, 25, 50, 1, 45, 28, 13, 31, 34, 14, 45, 10, 13, 49, 15, 17, 39, 31, 15, 12, 41, 4, 29, 49, 4, 22, 2, 35, 9, 43, 23, 48]
[35, 35, 42, 45, 19, 30, 20, 29, 8, 37, 37, 39, 7, 41, 15, 27, 29, 48, 7, 9, 5, 17, 4, 11, 48, 19, 42, 0, 7, 20, 4, 23, 9, 43, 49, 11, 30, 26, 25, 25, 46, 33, 0, 24, 35, 8, 41, 41, 23, 23, 10, 31, 19, 10, 1, 45, 21, 8, 37, 2, 10, 6, 41, 42]
[8, 36, 11, 48, 10, 11, 46, 38, 40, 5, 3, 33, 44, 43, 45, 48, 48, 21, 28, 9, 43, 30, 50, 29, 21, 18, 30, 7, 0, 38, 30, 12, 36, 45, 29, 13, 32, 32, 27, 14, 48, 19, 38, 32, 26, 11, 6, 19, 10, 18, 23, 45, 47, 33, 28, 24, 17, 29, 47, 45, 45, 45, 3, 38]
[43, 2, 4, 32, 37, 29, 34, 23, 5, 11, 12, 22, 7, 8, 12, 34, 21, 40, 20, 32, 17, 26, 30, 21, 8, 47, 10, 20, 38, 0, 50, 21, 7, 28, 38, 30, 1, 15, 40, 8, 4, 42, 9, 29, 21, 28, 38, 16, 20, 46, 27, 50, 36, 43, 32, 43, 34, 40, 18, 47, 42, 6, 5, 6]
[26, 1, 27, 5, 29, 29, 4, 7, 9, 46, 37, 41, 30, 13, 36, 27, 40, 22, 1, 48, 9, 38, 8, 49, 25, 45, 21, 4, 30, 50, 0, 28, 32, 21, 31, 16, 39, 18, 46, 33, 19, 16, 35, 26, 42, 41, 45, 20, 7, 44, 30, 43, 38, 7, 19, 24, 27, 44, 19, 12, 50, 17, 26, 26]
[7, 36, 45, 41, 46, 13, 18, 40, 34, 47, 25, 5, 34, 22, 46, 22, 22, 23, 38, 14, 46, 23, 14, 34, 11, 31, 49, 23, 12, 21, 28, 0, 10, 31, 6, 48, 50, 6, 48, 41, 5, 23, 41, 32, 35, 25, 2, 14, 8, 20, 31, 3, 4, 48, 30, 9, 10, 32, 30, 32, 10, 5, 2, 48]
[21, 18, 24, 35, 45, 43, 30, 15, 46, 50, 6, 17, 25, 45, 50, 38, 0, 47, 26, 14, 48, 15, 39, 47, 6, 13, 33, 9, 36, 7, 32, 10, 0, 46, 16, 5, 17, 30, 50, 44, 44, 8, 26, 44, 20, 35, 35, 37, 9, 10, 46, 11, 28, 31, 6, 7, 38, 44, 10, 0, 14, 6, 41, 43]
[5, 27, 1, 43, 44, 29, 48, 10, 49, 36, 46, 46, 50, 0, 15, 37, 17, 19, 7, 19, 10, 43, 17, 38, 0, 30, 25, 43, 45, 28, 21, 31, 46, 0, 23, 28, 22, 46, 48, 6, 39, 28, 15, 7, 4, 21, 4, 36, 2, 22, 46, 34, 21, 25, 33, 25, 40, 18, 25, 26, 21, 48, 37, 43]
[12, 19, 28, 7, 34, 6, 14, 44, 49, 1, 27, 22, 2, 34, 15, 41, 35, 41, 19, 1, 44, 16, 23, 35, 6, 12, 50, 49, 29, 38, 31, 6, 16, 23, 0, 16, 10, 48, 23, 47, 28, 3, 7, 16, 17, 26, 46, 6, 7, 0, 37, 0, 15, 45, 39, 34, 23, 48, 24, 26, 21, 34, 38, 39]
[6, 23, 31, 38, 12, 32, 10, 30, 43, 48, 20, 17, 11, 11, 15, 40, 28, 10, 0, 14, 21, 9, 34, 36, 10, 11, 1, 11, 13, 30, 16, 48, 5, 28, 16, 0, 5, 38, 44, 4, 24, 21, 2, 32, 38, 1, 27, 43, 15, 12, 38, 1, 32, 28, 38, 45, 7, 8, 38, 10, 15, 10, 11, 45]
[1, 36, 32, 26, 9, 31, 16, 34, 13, 9, 28, 15, 9, 1, 47, 12, 21, 35, 48, 1, 36, 45, 2, 9, 13, 23, 45, 30, 32, 1, 39, 50, 17, 22, 10, 5, 0, 12, 24, 29, 13, 0, 0, 35, 39, 34, 3, 39, 24, 48, 11, 29, 35, 9, 39, 0, 32, 37, 28, 24, 33, 7, 8, 6]
[48, 43, 4, 42, 40, 7, 16, 45, 47, 24, 22, 46, 46, 49, 0, 39, 10, 37, 2, 11, 33, 47, 39, 20, 4, 47, 28, 26, 32, 15, 18, 6, 30, 46, 48, 38, 12, 0, 24, 45, 20, 34, 20, 32, 0, 6, 21, 45, 9, 29, 38, 47, 5, 9, 45, 29, 19, 47, 33, 6, 10, 35, 11, 30]
[45, 28, 42, 37, 17, 27, 14, 45, 17, 24, 46, 39, 10, 30, 19, 38, 3, 41, 49, 22, 41, 29, 21, 43, 46, 46, 13, 25, 27, 40, 46, 48, 50, 48, 23, 44, 24, 24, 0, 22, 22, 25, 21, 31, 43, 12, 46, 17, 50, 35, 36, 45, 29, 6, 13, 38, 42, 6, 8, 6, 23, 49, 37, 20]
[43, 40, 48, 24, 13, 32, 20, 8, 23, 32, 26, 26, 24, 47, 18, 13, 49, 4, 45, 27, 12, 7, 25, 3, 28, 45, 31, 25, 14, 8, 33, 41, 44, 6, 47, 4, 29, 45, 22, 0, 9, 1, 18, 24, 14, 0, 43, 42, 46, 15, 16, 5, 37, 0, 38, 0, 8, 17, 9, 43, 43, 36, 24, 32]
[25, 11, 5, 46, 14, 22, 4, 26, 12, 39, 15, 38, 42, 19, 38, 7, 46, 42, 17, 43, 43, 39, 18, 36, 22, 45, 34, 46, 48, 4, 19, 5, 44, 39, 28, 24, 13, 20, 22, 9, 0, 12, 27, 1, 13, 14, 31, 23, 28, 3, 21, 40, 6, 0, 43, 6, 39, 22, 1, 28, 43, 44, 50, 38]
[9, 24, 10, 38, 20, 10, 16, 24, 13, 45, 12, 39, 18, 31, 15, 10, 17, 37, 19, 39, 28, 4, 18, 48, 13, 13, 14, 33, 19, 42, 16, 23, 8, 28, 3, 21, 0, 34, 25, 1, 12, 0, 3, 26, 4, 38, 40, 6, 13, 5, 28, 6, 7, 12, 44, 9, 21, 47, 41, 42, 11, 17, 30, 14]
[38, 43, 17, 7, 19, 42, 9, 11, 3, 30, 3, 44, 50, 22, 8, 46, 5, 48, 15, 28, 11, 38, 25, 36, 3, 18, 45, 0, 38, 9, 35, 41, 26, 15, 7, 2, 0, 20, 21, 18, 27, 3, 0, 37, 4, 1, 26, 7, 17, 44, 31, 33, 29, 30, 13, 24, 5, 23, 44, 42, 33, 30, 14, 10]
[47, 19, 10, 47, 4, 50, 47, 40, 20, 27, 13, 5, 21, 0, 38, 35, 3, 28, 3, 49, 40, 49, 42, 29, 49, 35, 10, 24, 32, 29, 26, 32, 44, 7, 16, 32, 35, 32, 31, 24, 1, 26, 37, 0, 16, 18, 0, 3, 6, 40, 23, 2, 11, 28, 14, 10, 39, 13, 45, 36, 30, 27, 30, 23]
[39, 26, 14, 30, 4, 47, 43, 36, 42, 10, 25, 19, 50, 40, 32, 39, 45, 22, 32, 40, 40, 34, 46, 45, 4, 4, 13, 35, 26, 21, 42, 35, 20, 4, 17, 38, 39, 0, 43, 14, 13, 4, 4, 16, 0, 10, 1, 10, 18, 35, 30, 34, 28, 0, 19, 5, 20, 23, 1, 24, 41, 48, 37, 41]
[46, 0, 28, 13, 38, 44, 0, 17, 0, 22, 32, 40, 39, 4, 39, 46, 26, 42, 19, 29, 12, 39, 20, 28, 38, 2, 49, 8, 11, 28, 41, 25, 35, 21, 26, 1, 34, 6, 12, 0, 14, 38, 1, 18, 10, 0, 26, 50, 31, 18, 32, 36, 5, 20, 36, 31, 12, 24, 42, 15, 49, 8, 38, 10]
[34, 30, 45, 9, 34, 45, 28, 14, 16, 31, 19, 8, 45, 46, 10, 4, 5, 16, 2, 0, 4, 24, 45, 35, 9, 31, 15, 41, 6, 38, 45, 2, 35, 4, 46, 27, 3, 21, 46, 43, 31, 40, 26, 0, 1, 26, 0, 14, 49, 22, 48, 20, 16, 47, 0, 19, 26, 41, 17, 7, 26, 38, 11, 26]
[46, 21, 6, 39, 37, 22, 21, 42, 6, 27, 38, 50, 49, 23, 16, 42, 21, 36, 42, 37, 34, 12, 35, 0, 45, 6, 17, 41, 19, 16, 20, 14, 37, 36, 6, 43, 39, 45, 17, 42, 23, 6, 7, 3, 10, 50, 14, 0, 25, 2, 33, 34, 43, 13, 7, 23, 28, 15, 50, 23, 39, 17, 47, 13]
[2, 17, 21, 42, 15, 47, 42, 28, 5, 1, 33, 33, 47, 1, 40, 5, 47, 32, 14, 16, 20, 28, 7, 28, 42, 34, 39, 23, 10, 20, 7, 8, 9, 2, 7, 15, 24, 9, 50, 46, 28, 13, 17, 6, 18, 31, 49, 25, 0, 39, 27, 9, 47, 15, 37, 8, 5, 39, 47, 20, 15, 5, 12, 28]
[4, 9, 25, 25, 1, 34, 5, 38, 50, 2, 38, 46, 12, 38, 17, 8, 30, 13, 43, 5, 35, 45, 31, 11, 15, 44, 31, 23, 18, 46, 44, 20, 10, 22, 0, 12, 48, 29, 35, 15, 3, 5, 44, 40, 35, 18, 22, 2, 39, 0, 26, 44, 29, 15, 25, 29, 15, 26, 46, 35, 19, 45, 42, 46]
[21, 19, 24, 13, 4, 24, 43, 47, 17, 1, 33, 23, 21, 41, 6, 6, 50, 50, 22, 24, 16, 36, 49, 33, 7, 18, 15, 10, 23, 27, 30, 31, 46, 46, 37, 38, 11, 38, 36, 16, 21, 28, 31, 23, 30, 32, 48, 33, 27, 26, 0, 0, 27, 10, 37, 20, 37, 24, 48, 35, 31, 20, 7, 12]
[34, 2, 32, 32, 15, 6, 22, 11, 48, 24, 19, 31, 38, 11, 43, 18, 1, 45, 23, 0, 15, 4, 47, 8, 19, 34, 12, 31, 45, 50, 43, 3, 11, 34, 0, 1, 29, 47, 45, 5, 40, 6, 33, 2, 34, 36, 20, 34, 9, 44, 0, 0, 47, 39, 23, 34, 6, 6, 15, 18, 18, 0, 47, 47]
[5, 47, 21, 9, 12, 6, 23, 10, 10, 39, 9, 20, 20, 35, 43, 37, 16, 44, 18, 35, 34, 40, 11, 26, 42, 14, 41, 19, 47, 36, 38, 4, 28, 21, 15, 32, 35, 5, 29, 37, 6, 7, 29, 11, 28, 5, 16, 43, 47, 29, 27, 47, 0, 31, 19, 29, 45, 21, 0, 21, 40, 18, 5, 37]
[34, 28, 23, 37, 2, 34, 38, 48, 38, 29, 49, 42, 14, 24, 32, 5, 19, 47, 18, 29, 0, 15, 12, 24, 42, 6, 4, 10, 33, 43, 7, 48, 31, 25, 45, 28, 9, 9, 6, 0, 0, 12, 30, 28, 0, 20, 47, 13, 15, 15, 10, 39, 31, 0, 5, 34, 39, 9, 14, 45, 32, 1, 15, 34]
[29, 36, 31, 12, 3, 25, 33, 3, 16, 17, 38, 50, 11, 33, 49, 15, 29, 19, 12, 28, 5, 39, 28, 1, 22, 36, 29, 1, 28, 32, 19, 30, 6, 33, 39, 38, 39, 45, 13, 38, 43, 44, 13, 14, 19, 36, 0, 7, 37, 25, 37, 23, 19, 5, 0, 25, 45, 2, 20, 28, 16, 25, 35, 3]
[17, 41, 28, 46, 16, 28, 49, 15, 13, 16, 49, 50, 41, 7, 35, 44, 45, 48, 37, 12, 46, 8, 46, 26, 11, 36, 49, 45, 24, 43, 24, 9, 7, 25, 34, 45, 0, 29, 38, 0, 6, 9, 24, 10, 5, 31, 19, 23, 8, 29, 20, 34, 29, 34, 25, 0, 29, 30, 44, 17, 18, 48, 32, 46]
[40, 26, 16, 49, 41, 49, 18, 4, 4, 40, 14, 25, 6, 15, 21, 25, 10, 19, 36, 14, 22, 3, 5, 20, 23, 42, 4, 21, 17, 34, 27, 10, 38, 40, 23, 7, 32, 19, 42, 8, 39, 21, 5, 39, 20, 12, 26, 28, 5, 15, 37, 6, 45, 39, 45, 29, 0, 37, 30, 40, 20, 0, 49, 15]
[4, 16, 46, 29, 35, 43, 11, 49, 48, 23, 41, 12, 12, 48, 6, 33, 4, 47, 38, 37, 14, 12, 22, 10, 24, 13, 22, 8, 29, 40, 44, 32, 44, 18, 48, 8, 37, 47, 6, 17, 22, 47, 23, 13, 23, 24, 41, 15, 39, 26, 24, 6, 21, 9, 2, 30, 37, 0, 22, 9, 48, 40, 45, 0]
[23, 36, 5, 5, 17, 13, 26, 44, 14, 23, 29, 1, 21, 14, 13, 23, 19, 34, 28, 2, 7, 10, 1, 26, 28, 5, 2, 37, 47, 18, 19, 30, 10, 25, 24, 38, 28, 33, 8, 9, 1, 41, 44, 45, 1, 42, 17, 50, 47, 46, 48, 15, 0, 14, 20, 44, 30, 22, 0, 39, 9, 26, 30, 47]
[19, 30, 23, 10, 31, 5, 22, 31, 36, 41, 27, 45, 12, 8, 15, 27, 46, 9, 3, 22, 34, 12, 47, 11, 26, 0, 35, 2, 45, 47, 12, 32, 0, 26, 26, 10, 24, 6, 6, 43, 28, 42, 42, 36, 24, 15, 7, 23, 20, 35, 35, 18, 21, 45, 28, 17, 40, 9, 39, 0, 19, 44, 31, 14]
[37, 14, 44, 45, 7, 6, 21, 4, 45, 30, 41, 21, 41, 25, 7, 10, 37, 6, 42, 0, 45, 33, 3, 45, 26, 39, 9, 10, 45, 42, 50, 10, 14, 21, 21, 15, 33, 10, 23, 43, 43, 11, 33, 30, 41, 49, 26, 39, 15, 19, 31, 18, 40, 32, 16, 18, 20, 48, 9, 19, 0, 44, 45, 37]
[47, 27, 25, 34, 5, 39, 13, 28, 7, 5, 10, 29, 29, 48, 10, 25, 24, 30, 25, 21, 49, 40, 43, 30, 50, 23, 43, 6, 45, 6, 17, 5, 6, 48, 34, 10, 7, 35, 49, 36, 44, 17, 30, 27, 48, 8, 38, 17, 5, 45, 20, 0, 18, 1, 25, 48, 0, 40, 26, 44, 44, 0, 17, 37]
[40, 7, 16, 42, 40, 4, 47, 8, 34, 43, 25, 34, 35, 19, 47, 34, 41, 49, 36, 5, 34, 17, 35, 22, 25, 4, 23, 41, 3, 5, 26, 2, 41, 37, 38, 11, 8, 11, 37, 24, 50, 30, 14, 30, 37, 38, 11, 47, 12, 42, 7, 47, 5, 15, 35, 32, 49, 45, 30, 31, 45, 17, 0, 44]
[1, 12, 27, 4, 16, 2, 2, 26, 13, 1, 20, 12, 11, 47, 36, 14, 11, 34, 9, 19, 37, 25, 45, 26, 28, 6, 48, 42, 38, 6, 26, 48, 43, 43, 39, 45, 6, 30, 20, 32, 38, 14, 10, 23, 41, 10, 26, 13, 28, 46, 12, 47, 37, 34, 3, 46, 15, 0, 47, 14, 37, 37, 44, 0]
