N1,N2,...,Nx
[24, 13, 48, 36, 3, 24, 39, 44, 35, 36, 0, 15, 50, 26, 4, 23, 28, 0, 25, 49, 17, 27, 48, 44, 23, 48, 27, 50, 16, 9, 48, 25, 36, 41, 7, 37, 12, 46, 45, 4, 4, 44, 27, 9, 12, 23, 16, 23, 6, 43, 38, 34, 0, 21, 17, 6, 0, 5]
[25, 35, 11, 33, 18, 24, 45, 7, 38, 6, 15, 0, 38, 19, 12, 21, 44, 2, 22, 44, 16, 16, 26, 19, 10, 5, 37, 18, 48, 11, 23, 43, 40, 4, 42, 27, 43, 38, 29, 44, 48, 48, 33, 49, 10, 22, 6, 5, 10, 43, 2, 47, 12, 26, 12, 28, 33, 20]
[36, 21, 34, 34, 13, 42, 39, 45, 30, 25, 50, 38, 0, 30, 50, 27, 40, 12, 25, 26, 47, 36, 46, 20, 30, 15, 10, 30, 46, 37, 36, 4, 7, 10, 35, 28, 50, 3, 31, 0, 12, 0, 41, 25, 44, 41, 26, 38, 5, 35, 50, 49, 17, 2, 47, 24, 46, 38]
[3, 46, 24, 6, 5, 23, 25, 48, 10, 38, 26, 19, 30, 0, 4, 8, 40, 6, 10, 0, 29, 21, 45, 42, 4, 24, 26, 8, 35, 23, 1, 2, 28, 1, 23, 15, 30, 30, 6, 48, 28, 34, 29, 35, 25, 10, 46, 25, 8, 1, 46, 39, 49, 28, 39, 39, 16, 25]
[13, 27, 17, 10, 48, 26, 46, 29, 40, 27, 4, 12, 50, 4, 0, 43, 16, 28, 29, 29, 26, 8, 36, 0, 26, 44, 27, 18, 47, 34, 22, 22, 25, 10, 9, 37, 2, 13, 33, 48, 16, 18, 27, 40, 28, 27, 27, 14, 9, 9, 5, 20, 42, 43, 19, 29, 38, 12]
[41, 25, 36, 47, 35, 3, 24, 26, 12, 3, 23, 21, 27, 8, 43, 0, 10, 46, 32, 19, 6, 41, 2, 21, 45, 8, 28, 12, 46, 23, 41, 14, 11, 5, 17, 24, 50, 29, 27, 7, 0, 23, 15, 9, 39, 48, 48, 43, 49, 11, 9, 22, 28, 7, 20, 22, 45, 16]
[9, 44, 47, 7, 26, 2, 11, 43, 28, 36, 28, 44, 40, 40, 16, 10, 0, 14, 39, 37, 43, 12, 49, 13, 7, 6, 36, 41, 39, 34, 17, 22, 23, 36, 40, 35, 40, 25, 25, 9, 13, 49, 25, 37, 38, 5, 3, 9, 17, 27, 0, 47, 21, 36, 50, 35, 22, 14]
[35, 5, 26, 15, 38, 47, 1, 49, 12, 3, 0, 2, 12, 6, 28, 46, 14, 0, 18, 20, 9, 22, 7, 9, 29, 42, 48, 4, 48, 45, 10, 25, 11, 22, 7, 45, 34, 3, 17, 19, 12, 0, 43, 10, 33, 36, 21, 18, 14, 13, 4, 18, 4, 26, 6, 27, 35, 41]
[19, 32, 10, 50, 25, 47, 18, 45, 6, 44, 25, 22, 25, 10, 29, 32, 39, 18, 0, 24, 36, 34, 30, 22, 2, 16, 16, 17, 8, 16, 32, 22, 16, 46, 19, 21, 44, 30, 36, 9, 45, 0, 12, 40, 38, 2, 23, 48, 34, 29, 49, 9, 4, 38, 11, 23, 16, 15]
[0, 46, 25, 33, 9, 39, 13, 28, 13, 41, 49, 44, 26, 0, 29, 19, 37, 20, 24, 0, 5, 9, 35, 4, 7, 24, 43, 19, 12, 27, 37, 30, 25, 25, 35, 43, 7, 39, 13, 19, 17, 40, 16, 0, 41, 47, 38, 50, 45, 8, 11, 30, 21, 48, 12, 14, 43, 39]
[2, 34, 0, 8, 14, 2, 1, 38, 49, 48, 17, 16, 47, 29, 26, 6, 43, 9, 36, 5, 0, 16, 25, 36, 40, 15, 29, 25, 43, 41, 11, 3, 26, 22, 4, 49, 14, 49, 0, 10, 21, 21, 32, 8, 35, 46, 38, 47, 36, 48, 25, 38, 4, 40, 13, 15, 18, 25]
[7, 6, 2, 39, 24, 42, 4, 6, 41, 10, 27, 16, 36, 21, 8, 41, 12, 22, 34, 9, 16, 0, 41, 27, 14, 25, 10, 41, 8, 8, 17, 37, 29, 13, 43, 42, 38, 42, 14, 3, 20, 43, 16, 50, 44, 3, 35, 30, 30, 48, 15, 47, 32, 23, 14, 17, 43, 33]
[50, 5, 23, 14, 38, 43, 24, 5, 34, 47, 48, 26, 46, 45, 36, 2, 49, 7, 30, 35, 25, 41, 0, 41, 33, 49, 23, 44, 3, 25, 15, 7, 43, 16, 4, 40, 44, 7, 37, 32, 22, 23, 43, 30, 38, 31, 25, 3, 20, 48, 6, 7, 0, 27, 10, 32, 43, 43]
[47, 18, 43, 12, 7, 2, 41, 7, 37, 28, 44, 19, 20, 42, 0, 21, 13, 9, 22, 4, 36, 27, 41, 0, 27, 50, 16, 31, 33, 36, 23, 2, 35, 36, 4, 36, 43, 1, 12, 20, 27, 27, 22, 19, 8, 5, 30, 4, 37, 13, 16, 37, 6, 26, 16, 5, 12, 10]
[26, 29, 22, 39, 25, 2, 26, 3, 9, 13, 23, 10, 30, 4, 26, 45, 7, 29, 2, 7, 40, 14, 33, 27, 0, 0, 40, 12, 23, 22, 31, 1, 37, 38, 10, 37, 8, 22, 50, 33, 16, 42, 13, 26, 48, 4, 27, 18, 44, 18, 46, 44, 37, 35, 14, 40, 24, 27]
[30, 49, 21, 26, 45, 18, 14, 3, 6, 49, 48, 5, 15, 24, 44, 8, 6, 42, 16, 24, 15, 25, 49, 50, 0, 0, 46, 33, 5, 22, 45, 24, 27, 18, 6, 31, 11, 13, 23, 30, 36, 39, 30, 31, 49, 44, 3, 5, 12, 37, 46, 26, 3, 45, 20, 36, 15, 15]
[26, 24, 0, 38, 41, 6, 10, 20, 18, 4, 27, 37, 10, 26, 27, 28, 36, 48, 16, 43, 29, 10, 23, 16, 40, 46, 0, 15, 14, 11, 3, 46, 12, 30, 33, 42, 47, 49, 10, 9, 2, 9, 5, 27, 36, 28, 30, 10, 26, 20, 34, 40, 50, 43, 41, 30, 41, 3]
[9, 29, 0, 42, 5, 29, 30, 7, 16, 4, 50, 18, 30, 8, 18, 12, 41, 4, 17, 19, 25, 41, 44, 31, 12, 33, 15, 0, 6, 12, 2, 3, 38, 12, 5, 15, 49, 8, 3, 46, 38, 20, 19, 4, 9, 27, 14, 45, 28, 18, 33, 45, 24, 18, 43, 25, 46, 42]
[2, 21, 2, 40, 28, 5, 44, 16, 35, 47, 16, 48, 46, 35, 47, 46, 39, 48, 8, 12, 43, 8, 3, 33, 23, 5, 14, 6, 0, 16, 18, 31, 37, 5, 47, 26, 43, 31, 4, 17, 29, 16, 4, 39, 34, 42, 49, 4, 36, 41, 1, 27, 49, 19, 24, 44, 36, 17]
[49, 37, 7, 34, 27, 19, 13, 30, 50, 18, 9, 11, 37, 23, 34, 23, 34, 45, 16, 27, 41, 8, 25, 36, 22, 22, 11, 12, 16, 0, 39, 15, 33, 14, 10, 13, 24, 22, 24, 17, 10, 50, 27, 25, 7, 47, 28, 22, 1, 28, 2, 36, 43, 0, 36, 29, 8, 5]
[8, 21, 48, 19, 50, 44, 45, 4, 46, 39, 48, 23, 36, 1, 22, 41, 17, 10, 32, 37, 11, 17, 15, 23, 31, 45, 3, 2, 18, 39, 0, 4, 25, 5, 40, 42, 33, 37, 2, 7, 12, 30, 15, 6, 10, 17, 44, 9, 37, 3, 29, 6, 45, 11, 44, 6, 12, 7]
[36, 34, 28, 17, 7, 18, 0, 47, 5, 5, 25, 43, 4, 2, 22, 14, 22, 25, 22, 30, 3, 37, 7, 2, 1, 24, 46, 3, 31, 15, 4, 0, 33, 27, 39, 4, 24, 4, 11, 44, 37, 9, 30, 21, 14, 21, 15, 0, 44, 47, 8, 11, 0, 36, 9, 33, 6, 47]
[42, 44, 0, 49, 23, 14, 14, 28, 25, 41, 36, 40, 7, 28, 25, 11, 23, 11, 16, 25, 26, 29, 43, 35, 37, 27, 12, 38, 37, 33, 25, 33, 0, 22, 1, 12, 20, 5, 23, 4, 35, 7, 21, 38, 33, 46, 3, 3, 40, 35, 24, 11, 31, 44, 44, 7, 38, 42]
[34, 32, 14, 33, 7, 27, 17, 27, 43, 28, 41, 4, 10, 1, 10, 5, 36, 22, 46, 25, 22, 13, 16, 36, 38, 18, 30, 12, 5, 14, 5, 27, 22, 0, 19, 35, 4, 4, 45, 17, 32, 29, 0, 3, 36, 3, 39, 36, 12, 14, 48, 39, 7, 26, 24, 13, 2, 40]
[5, 25, 10, 45, 21, 17, 3, 30, 12, 0, 7, 42, 35, 23, 9, 17, 40, 7, 19, 35, 4, 43, 4, 4, 10, 6, 33, 5, 47, 10, 40, 39, 1, 19, 0, 25, 44, 47, 13, 42, 23, 9, 22, 38, 48, 17, 1, 31, 28, 45, 34, 18, 18, 45, 26, 48, 28, 19]
[17, 39, 16, 21, 46, 36, 0, 1, 23, 6, 37, 27, 28, 15, 37, 24, 35, 45, 21, 43, 49, 42, 40, 36, 37, 31, 42, 15, 26, 13, 42, 4, 12, 35, 25, 0, 40, 47, 44, 44, 1, 29, 49, 18, 24, 44, 7, 2, 34, 34, 1, 31, 49, 9, 30, 39, 14, 9]
[17, 0, 49, 6, 48, 41, 7, 6, 38, 7, 12, 43, 50, 30, 2, 50, 40, 34, 44, 7, 14, 38, 44, 43, 8, 11, 47, 49, 43, 24, 33, 24, 20, 4, 44, 40, 0, 12, 4, 2, 7, 46, 7, 29, 0, 13, 32, 34, 16, 18, 10, 39, 29, 25, 41, 38, 3, 12]
[1, 27, 16, 10, 14, 47, 48, 8, 46, 10, 46, 38, 3, 30, 13, 29, 25, 3, 30, 39, 49, 42, 7, 1, 22, 13, 49, 8, 31, 22, 37, 4, 5, 4, 47, 47, 12, 0, 17, 48, 4, 20, 44, 46, 17, 13, 37, 29, 39, 32, 38, 5, 2, 28, 24, 44, 6, 15]
[32, 13, 38, 26, 6, 43, 50, 7, 43, 3, 45, 29, 31, 6, 33, 27, 25, 17, 36, 13, 0, 14, 37, 12, 50, 23, 10, 3, 4, 24, 2, 11, 23, 45, 13, 44, 4, 17, 0, 8, 4, 48, 25, 45, 45, 31, 0, 38, 21, 32, 46, 43, 46, 48, 50, 46, 30, 48]
[25, 31, 46, 8, 38, 12, 21, 21, 44, 46, 4, 44, 0, 48, 48, 7, 9, 19, 9, 19, 10, 3, 32, 20, 33, 30, 9, 46, 17, 17, 7, 44, 4, 17, 42, 44, 2, 48, 8, 0, 15, 34, 36, 29, 28, 4, 16, 3, 32, 49, 43, 14, 32, 16, 31, 13, 42, 46]
[29, 13, 7, 42, 47, 8, 35, 38, 46, 25, 4, 48, 12, 28, 16, 0, 13, 12, 45, 17, 21, 20, 22, 27, 16, 36, 2, 38, 29, 10, 12, 37, 35, 32, 23, 1, 7, 4, 4, 15, 0, 7, 6, 47, 30, 8, 35, 38, 4, 10, 32, 11, 36, 44, 22, 18, 17, 32]
[16, 36, 21, 21, 22, 20, 22, 23, 19, 24, 44, 48, 0, 34, 18, 23, 49, 0, 0, 40, 21, 43, 23, 27, 42, 39, 9, 20, 16, 50, 30, 9, 7, 29, 9, 29, 46, 20, 48, 34, 7, 0, 33, 0, 25, 40, 30, 47, 2, 10, 15, 49, 48, 41, 28, 10, 27, 9]
[6, 44, 34, 4, 23, 10, 15, 17, 30, 13, 27, 33, 41, 29, 27, 15, 25, 43, 12, 16, 32, 16, 43, 22, 13, 30, 5, 19, 4, 27, 15, 30, 21, 0, 22, 49, 7, 44, 25, 36, 6, 33, 0, 36, 4, 16, 16, 47, 34, 17, 6, 6, 43, 43, 49, 24, 11, 41]
[47, 14, 37, 11, 46, 16, 17, 42, 45, 39, 9, 49, 25, 35, 40, 9, 37, 10, 40, 0, 8, 50, 30, 19, 26, 31, 27, 4, 39, 25, 6, 21, 38, 3, 38, 18, 29, 46, 45, 29, 47, 0, 36, 0, 12, 29, 6, 46, 21, 50, 16, 5, 25, 5, 18, 37, 11, 4]
[24, 27, 49, 30, 4, 28, 17, 46, 24, 32, 12, 10, 44, 25, 28, 39, 38, 33, 38, 41, 35, 44, 38, 8, 48, 49, 36, 9, 34, 7, 10, 14, 33, 36, 48, 24, 0, 17, 45, 28, 30, 25, 4, 12, 0, 28, 17, 9, 22, 1, 8, 24, 46, 36, 41, 25, 48, 13]
[10, 36, 29, 32, 17, 1, 48, 3, 1, 24, 23, 22, 41, 10, 27, 48, 5, 36, 2, 47, 46, 3, 31, 5, 4, 44, 28, 27, 42, 47, 17, 21, 46, 3, 17, 44, 13, 13, 31, 4, 8, 40, 16, 29, 28, 0, 45, 42, 24, 40, 37, 5, 8, 7, 44, 6, 49, 27]
[21, 36, 8, 40, 11, 19, 35, 16, 24, 42, 16, 6, 26, 46, 27, 48, 3, 21, 23, 38, 38, 35, 25, 30, 27, 3, 30, 14, 49, 28, 44, 15, 3, 39, 1, 7, 32, 37, 0, 16, 35, 30, 16, 6, 17, 45, 0, 37, 46, 31, 26, 20, 33, 21, 34, 44, 26, 18]
[32, 0, 7, 49, 9, 9, 26, 16, 24, 46, 23, 5, 38, 25, 14, 43, 9, 18, 48, 50, 47, 30, 3, 4, 18, 5, 10, 45, 4, 22, 9, 0, 3, 36, 31, 2, 34, 29, 38, 3, 38, 47, 47, 46, 9, 42, 37, 0, 10, 39, 2, 10, 23, 23, 43, 14, 19, 38]
[9, 41, 12, 20, 27, 24, 34, 3, 34, 2, 6, 10, 5, 8, 9, 49, 17, 14, 34, 45, 36, 30, 20, 37, 44, 12, 26, 28, 36, 1, 37, 44, 40, 12, 28, 34, 16, 39, 21, 32, 4, 2, 34, 21, 22, 24, 46, 10, 0, 43, 34, 7, 1, 21, 1, 13, 29, 42]
[29, 44, 43, 4, 41, 42, 38, 22, 35, 5, 43, 43, 35, 1, 9, 11, 27, 13, 29, 8, 48, 48, 48, 13, 18, 37, 20, 18, 41, 28, 3, 47, 35, 14, 45, 34, 18, 32, 32, 49, 10, 10, 17, 50, 1, 40, 31, 39, 43, 0, 5, 22, 8, 45, 4, 42, 9, 0]
[24, 11, 6, 42, 42, 36, 39, 5, 15, 31, 38, 2, 50, 46, 5, 9, 0, 4, 49, 11, 25, 15, 6, 16, 46, 46, 34, 33, 1, 2, 29, 8, 24, 48, 34, 1, 10, 38, 46, 43, 32, 15, 6, 16, 8, 37, 26, 2, 34, 5, 0, 25, 50, 44, 8, 38, 11, 9]
[37, 43, 23, 50, 37, 6, 22, 2, 41, 10, 34, 47, 49, 39, 20, 22, 47, 18, 9, 30, 38, 47, 7, 37, 44, 26, 40, 45, 27, 36, 6, 11, 11, 39, 18, 31, 39, 5, 43, 14, 11, 49, 6, 5, 24, 5, 20, 10, 7, 22, 25, 0, 23, 3, 20, 8, 41, 7]
[9, 36, 22, 11, 36, 20, 22, 44, 29, 26, 0, 12, 17, 49, 42, 28, 21, 4, 4, 21, 4, 32, 0, 6, 37, 3, 50, 24, 49, 43, 45, 0, 31, 7, 18, 49, 29, 2, 46, 32, 36, 48, 43, 25, 46, 8, 33, 23, 1, 8, 50, 23, 0, 30, 12, 8, 19, 31]
[29, 22, 36, 27, 3, 25, 3, 0, 43, 47, 21, 26, 2, 28, 43, 7, 36, 26, 38, 48, 40, 23, 27, 26, 35, 45, 43, 18, 19, 0, 11, 36, 44, 26, 45, 9, 25, 28, 48, 16, 44, 41, 43, 5, 36, 7, 21, 23, 21, 45, 44, 3, 30, 0, 30, 12, 32, 34]
[42, 14, 0, 42, 28, 21, 17, 23, 43, 29, 17, 12, 47, 39, 19, 20, 50, 6, 11, 12, 13, 14, 10, 16, 14, 20, 41, 43, 24, 36, 44, 9, 44, 24, 26, 30, 41, 24, 50, 31, 22, 28, 49, 18, 41, 44, 34, 43, 1, 4, 8, 20, 12, 30, 0, 3, 30, 43]
[25, 39, 48, 15, 7, 17, 37, 31, 9, 5, 6, 28, 24, 39, 29, 22, 35, 27, 23, 14, 15, 17, 32, 5, 40, 36, 30, 25, 44, 29, 6, 33, 7, 13, 48, 39, 38, 44, 46, 13, 18, 10, 24, 37, 25, 6, 44, 14, 13, 42, 38, 8, 8, 12, 3, 0, 37, 50]
[42, 16, 44, 26, 33, 47, 49, 46, 38, 34, 0, 33, 46, 16, 38, 45, 22, 35, 16, 43, 18, 43, 43, 12, 24, 15, 41, 46, 36, 8, 12, 6, 38, 2, 28, 14, 3, 6, 30, 42, 17, 27, 11, 11, 48, 49, 26, 19, 29, 9, 11, 41, 19, 32, 30, 37, 0, 7]
[37, 43, 39, 30, 39, 3, 31, 31, 22, 22, 5, 20, 38, 25, 12, 16, 14, 41, 15, 39, 25, 33, 43, 10, 27, 15, 3, 42, 17, 5, 7, 47, 42, 40, 19, 9, 12, 15, 48, 46, 32, 9, 41, 4, 13, 27, 18, 38, 42, 0, 9, 7, 31, 34, 43, 50, 7, 0]
