N1,N2,...,Nx
[34, 27, 45, 28, 0, 14, 1, 43, 43, 23, 32, 46, 14, 41, 23, 28, 3, 41, 36, 26, 21, 38, 18, 28, 49, 2, 16, 19, 45, 0, 48, 5, 29, 44, 16, 8, 5, 1, 34, 9, 50, 10, 5, 18, 29, 20, 31, 9, 11, 47, 7, 10, 42, 15, 11, 21, 42, 13, 12, 16, 0, 31]
[35, 12, 0, 5, 26, 14, 46, 11, 13, 39, 18, 10, 2, 32, 49, 37, 33, 26, 6, 35, 9, 42, 0, 31, 44, 10, 47, 35, 11, 48, 0, 48, 22, 28, 40, 0, 44, 19, 7, 3, 36, 37, 23, 14, 39, 32, 2, 44, 22, 8, 8, 34, 50, 42, 31, 5, 7, 27, 23, 8, 39, 41]
[40, 49, 18, 40, 46, 39, 46, 33, 19, 30, 20, 10, 21, 18, 50, 23, 50, 8, 40, 13, 19, 43, 12, 7, 30, 14, 47, 28, 31, 5, 48, 0, 0, 12, 36, 13, 16, 27, 46, 33, 28, 28, 33, 41, 15, 7, 38, 12, 2, 41, 11, 41, 25, 8, 33, 25, 22, 33, 0, 17, 30, 2]
[40, 29, 37, 32, 18, 23, 15, 20, 46, 2, 38, 0, 21, 47, 25, 25, 34, 5, 28, 16, 6, 49, 29, 40, 46, 2, 20, 49, 39, 29, 22, 0, 0, 13, 3, 32, 35, 7, 46, 26, 33, 11, 8, 20, 35, 4, 41, 41, 46, 45, 9, 3, 19, 19, 30, 11, 6, 45, 31, 17, 29, 26]
[9, 32, 1, 20, 36, 38, 32, 1, 1, 39, 8, 36, 24, 22, 26, 5, 12, 33, 2, 9, 36, 16, 24, 18, 32, 2, 5, 50, 5, 44, 28, 12, 13, 0, 26, 14, 13, 14, 14, 27, 47, 27, 16, 10, 11, 4, 13, 12, 36, 8, 33, 12, 42, 29, 50, 19, 26, 36, 24, 16, 47, 21]
[45, 20, 39, 16, 24, 30, 10, 44, 0, 44, 0, 17, 35, 14, 6, 40, 23, 30, 29, 22, 19, 44, 14, 19, 29, 44, 49, 16, 41, 16, 40, 36, 3, 26, 0, 47, 15, 16, 4, 38, 40, 5, 49, 44, 35, 11, 29, 26, 44, 30, 39, 28, 43, 27, 43, 42, 12, 46, 36, 39, 43, 37]
[20, 0, 15, 27, 31, 30, 2, 20, 48, 27, 7, 8, 30, 39, 35, 43, 5, 23, 43, 18, 17, 8, 33, 34, 3, 41, 31, 49, 36, 8, 0, 13, 32, 14, 47, 0, 31, 34, 29, 6, 41, 50, 43, 43, 7, 40, 15, 50, 14, 47, 7, 3, 39, 5, 36, 6, 39, 40, 37, 16, 7, 39]
[45, 16, 11, 3, 6, 3, 35, 8, 36, 2, 47, 47, 23, 41, 49, 24, 8, 41, 24, 32, 6, 27, 6, 43, 13, 14, 5, 49, 14, 5, 44, 16, 35, 13, 15, 31, 0, 35, 37, 23, 48, 33, 27, 43, 39, 36, 23, 48, 45, 47, 39, 18, 24, 1, 11, 11, 11, 47, 7, 27, 14, 25]
[10, 2, 6, 23, 27, 29, 20, 19, 43, 34, 40, 0, 9, 13, 9, 8, 47, 34, 14, 32, 20, 47, 12, 2, 39, 38, 6, 3, 39, 1, 19, 27, 7, 14, 16, 34, 35, 0, 19, 35, 50, 25, 39, 48, 18, 10, 14, 46, 49, 3, 19, 18, 45, 5, 29, 4, 5, 2, 23, 14, 43, 5]
[1, 17, 33, 47, 32, 10, 48, 32, 44, 16, 48, 16, 8, 9, 37, 28, 6, 26, 22, 25, 36, 43, 31, 18, 11, 10, 49, 34, 34, 34, 7, 46, 46, 14, 4, 29, 37, 19, 0, 17, 40, 28, 10, 29, 1, 28, 5, 23, 5, 29, 22, 43, 32, 20, 21, 0, 28, 27, 38, 9, 7, 50]
[31, 21, 43, 34, 38, 46, 18, 37, 46, 12, 24, 14, 19, 49, 12, 48, 23, 17, 31, 49, 1, 6, 28, 39, 36, 0, 15, 34, 0, 9, 3, 33, 26, 27, 38, 6, 23, 35, 17, 0, 42, 10, 12, 30, 17, 45, 36, 41, 4, 50, 6, 34, 18, 47, 29, 32, 11, 0, 16, 14, 34, 15]
[40, 3, 0, 20, 38, 38, 44, 22, 1, 25, 9, 23, 49, 31, 45, 7, 37, 11, 21, 25, 2, 21, 11, 5, 43, 40, 34, 2, 49, 50, 36, 28, 33, 47, 40, 41, 48, 50, 40, 42, 0, 5, 17, 9, 36, 23, 36, 37, 0, 3, 33, 34, 3, 43, 39, 36, 35, 7, 13, 14, 46, 44]
[7, 31, 5, 22, 39, 38, 8, 19, 46, 12, 46, 42, 45, 10, 48, 6, 34, 29, 33, 46, 2, 42, 17, 44, 50, 27, 12, 6, 35, 10, 37, 28, 11, 27, 5, 50, 33, 25, 28, 10, 5, 0, 41, 22, 23, 39, 35, 36, 27, 3, 32, 6, 17, 25, 17, 25, 3, 25, 38, 49, 46, 50]
[42, 46, 27, 11, 19, 27, 25, 6, 31, 15, 5, 34, 34, 5, 0, 20, 19, 21, 13, 42, 38, 25, 14, 35, 22, 24, 31, 30, 10, 5, 23, 33, 8, 16, 49, 43, 27, 39, 10, 12, 17, 41, 0, 33, 32, 22, 15, 1, 30, 41, 22, 36, 16, 10, 44, 9, 17, 20, 3, 26, 30, 16]
[33, 18, 32, 11, 34, 12, 37, 40, 12, 27, 34, 14, 6, 36, 22, 48, 47, 0, 16, 47, 27, 16, 48, 14, 45, 8, 13, 33, 2, 18, 14, 41, 20, 10, 44, 43, 43, 48, 29, 30, 9, 22, 33, 0, 22, 2, 17, 27, 6, 50, 6, 44, 41, 16, 36, 15, 0, 17, 32, 12, 3, 37]
[25, 3, 29, 28, 15, 3, 7, 5, 34, 47, 16, 1, 49, 35, 49, 2, 9, 20, 25, 50, 5, 30, 9, 25, 14, 49, 3, 3, 28, 29, 39, 15, 35, 11, 35, 7, 39, 18, 1, 17, 36, 23, 32, 22, 0, 9, 23, 7, 34, 33, 0, 43, 10, 7, 24, 49, 20, 50, 37, 18, 49, 23]
[27, 4, 13, 20, 39, 13, 31, 27, 29, 28, 39, 2, 35, 11, 45, 9, 2, 35, 35, 19, 3, 31, 31, 7, 44, 30, 38, 15, 14, 20, 32, 7, 4, 4, 11, 40, 36, 10, 28, 45, 23, 39, 22, 2, 9, 0, 8, 32, 43, 33, 2, 31, 12, 47, 10, 4, 19, 32, 22, 10, 43, 35]
[42, 44, 44, 25, 6, 29, 31, 34, 42, 19, 9, 45, 44, 17, 43, 16, 39, 31, 28, 3, 21, 2, 6, 13, 8, 30, 20, 11, 44, 31, 2, 38, 41, 13, 29, 15, 23, 14, 5, 36, 36, 35, 15, 17, 23, 8, 0, 10, 6, 0, 33, 48, 4, 49, 49, 20, 48, 31, 24, 40, 15, 19]
[6, 12, 31, 40, 3, 38, 37, 1, 43, 35, 40, 4, 48, 4, 12, 31, 29, 19, 37, 43, 4, 7, 49, 48, 27, 33, 6, 42, 2, 9, 44, 12, 41, 12, 26, 50, 48, 46, 23, 41, 37, 36, 1, 27, 7, 32, 10, 0, 31, 46, 0, 3, 39, 30, 10, 43, 14, 17, 19, 25, 47, 50]
[14, 17, 46, 33, 28, 10, 9, 2, 34, 30, 33, 12, 5, 1, 48, 40, 17, 17, 48, 33, 2, 41, 47, 12, 0, 35, 27, 35, 25, 11, 22, 2, 46, 36, 44, 14, 45, 49, 5, 4, 0, 27, 30, 6, 34, 43, 6, 31, 0, 13, 41, 47, 44, 36, 45, 34, 40, 2, 32, 50, 40, 19]
[30, 28, 48, 20, 12, 4, 19, 8, 42, 29, 17, 35, 25, 11, 1, 29, 28, 35, 5, 44, 10, 32, 49, 1, 49, 44, 15, 21, 15, 47, 8, 41, 45, 8, 30, 47, 47, 3, 29, 50, 3, 3, 41, 50, 33, 33, 0, 46, 13, 0, 20, 50, 33, 35, 44, 45, 35, 5, 43, 5, 27, 6]
[25, 21, 26, 4, 12, 0, 40, 22, 16, 47, 38, 22, 4, 13, 48, 32, 41, 18, 31, 32, 38, 31, 50, 45, 43, 9, 12, 34, 21, 7, 8, 11, 9, 33, 39, 7, 39, 19, 22, 6, 33, 32, 22, 6, 0, 2, 33, 0, 41, 20, 0, 18, 4, 38, 33, 22, 13, 9, 5, 48, 9, 15]
[28, 7, 43, 23, 37, 26, 43, 6, 41, 5, 25, 18, 18, 28, 5, 7, 42, 22, 6, 3, 30, 8, 24, 15, 45, 23, 13, 0, 12, 10, 34, 41, 3, 12, 28, 3, 18, 18, 43, 34, 34, 6, 36, 44, 43, 31, 48, 3, 47, 50, 18, 0, 47, 35, 19, 2, 33, 36, 11, 1, 0, 4]
[2, 42, 8, 0, 12, 33, 29, 26, 44, 47, 21, 40, 33, 40, 49, 10, 50, 11, 11, 24, 34, 12, 38, 7, 46, 16, 40, 14, 9, 42, 50, 25, 19, 42, 43, 39, 24, 45, 32, 18, 3, 17, 16, 41, 10, 12, 4, 39, 44, 33, 4, 47, 0, 42, 20, 28, 40, 47, 5, 15, 45, 29]
[43, 25, 10, 38, 47, 40, 36, 14, 28, 11, 15, 37, 40, 43, 34, 48, 37, 33, 11, 40, 16, 39, 50, 48, 37, 19, 48, 40, 12, 15, 42, 8, 19, 29, 27, 5, 1, 5, 20, 47, 43, 25, 10, 16, 7, 47, 49, 30, 36, 35, 38, 35, 42, 0, 28, 1, 20, 21, 36, 13, 22, 35]
[43, 34, 10, 24, 36, 41, 27, 23, 11, 45, 39, 36, 14, 40, 15, 14, 50, 15, 8, 7, 29, 31, 7, 6, 21, 44, 2, 9, 50, 11, 31, 33, 30, 50, 43, 36, 11, 29, 21, 29, 39, 17, 44, 36, 24, 10, 49, 10, 45, 44, 33, 19, 20, 28, 0, 50, 4, 42, 31, 39, 0, 24]
[12, 20, 33, 3, 9, 31, 9, 7, 43, 15, 36, 35, 1, 32, 4, 13, 47, 28, 11, 31, 17, 26, 46, 40, 44, 23, 47, 45, 44, 21, 5, 25, 11, 19, 42, 6, 11, 4, 0, 32, 36, 25, 9, 15, 49, 4, 20, 43, 34, 45, 22, 2, 28, 1, 50, 0, 16, 4, 13, 49, 24, 46]
[18, 46, 35, 14, 39, 28, 31, 37, 8, 48, 50, 47, 23, 34, 25, 50, 15, 25, 21, 24, 37, 31, 49, 3, 4, 50, 24, 19, 17, 42, 7, 22, 6, 26, 12, 39, 11, 5, 28, 11, 35, 3, 17, 0, 20, 19, 48, 14, 40, 35, 13, 33, 40, 20, 4, 16, 0, 16, 43, 16, 22, 11]
[23, 13, 12, 37, 6, 42, 4, 16, 30, 42, 14, 49, 12, 25, 3, 1, 23, 9, 16, 22, 29, 24, 18, 30, 33, 11, 31, 25, 23, 13, 27, 33, 45, 36, 46, 40, 47, 2, 27, 0, 7, 25, 20, 17, 50, 32, 31, 17, 2, 5, 9, 36, 47, 21, 42, 4, 16, 0, 50, 34, 36, 46]
[50, 9, 1, 46, 8, 16, 21, 30, 21, 8, 1, 15, 29, 15, 17, 1, 29, 50, 35, 7, 50, 49, 33, 10, 16, 25, 18, 28, 16, 12, 23, 0, 31, 24, 36, 37, 7, 23, 38, 16, 13, 38, 3, 32, 37, 22, 24, 19, 32, 43, 5, 11, 5, 36, 31, 13, 43, 50, 0, 47, 35, 43]
[39, 1, 28, 31, 17, 50, 17, 31, 50, 25, 32, 24, 27, 0, 33, 20, 12, 4, 32, 30, 3, 24, 32, 35, 39, 0, 8, 43, 22, 16, 8, 17, 17, 16, 39, 16, 27, 14, 9, 14, 14, 49, 26, 12, 18, 10, 40, 25, 50, 5, 48, 1, 15, 13, 39, 49, 16, 34, 47, 0, 40, 3]
[7, 47, 45, 35, 22, 22, 30, 12, 15, 4, 8, 4, 17, 26, 2, 22, 0, 40, 28, 8, 25, 20, 8, 27, 12, 8, 18, 31, 46, 0, 39, 30, 29, 47, 43, 7, 14, 43, 7, 34, 46, 46, 30, 3, 49, 43, 15, 47, 40, 27, 9, 0, 45, 22, 0, 24, 22, 36, 35, 40, 0, 32]
[11, 17, 8, 31, 2, 40, 10, 23, 25, 44, 39, 5, 48, 10, 24, 4, 36, 41, 2, 25, 21, 5, 46, 27, 30, 38, 35, 41, 17, 31, 41, 2, 26, 21, 37, 39, 25, 5, 50, 15, 44, 50, 16, 37, 23, 35, 19, 50, 19, 6, 15, 4, 29, 35, 24, 46, 11, 46, 43, 3, 32, 0]
