N1,N2,...,Nx
[34, 0, 4, 39, 40, 46, 5, 44, 43, 46, 34, 10, 0, 38, 39, 7, 26, 26, 15, 12, 2, 44, 2, 6, 11, 32, 42, 27, 38, 35, 27, 10, 19, 32, 33, 49, 28, 19, 0, 32, 29, 23, 37, 34, 50, 13, 50, 40, 19, 46, 16, 26, 7, 22, 18, 6, 16, 45, 48, 47, 29, 30, 49, 4, 11, 9, 2, 35, 50, 6, 19, 48, 29, 36, 48, 35, 12, 13, 49, 33, 17, 22, 32]
[12, 34, 13, 28, 50, 25, 17, 34, 5, 0, 17, 9, 38, 0, 1, 50, 31, 20, 27, 30, 26, 30, 17, 46, 28, 3, 17, 34, 26, 37, 41, 11, 4, 23, 11, 45, 27, 14, 12, 44, 34, 34, 21, 49, 37, 2, 35, 49, 45, 4, 36, 2, 36, 15, 31, 35, 22, 34, 50, 12, 2, 46, 22, 42, 25, 34, 44, 50, 41, 0, 33, 41, 22, 42, 40, 42, 46, 18, 30, 44, 38, 23, 27]
[25, 20, 21, 31, 38, 35, 33, 43, 3, 48, 3, 20, 39, 1, 0, 26, 45, 26, 8, 25, 39, 36, 28, 7, 22, 34, 29, 12, 37, 35, 37, 26, 34, 42, 7, 22, 16, 34, 38, 5, 4, 31, 19, 22, 47, 40, 35, 27, 1, 9, 41, 37, 12, 38, 24, 20, 5, 41, 17, 39, 39, 12, 17, 25, 10, 40, 22, 43, 23, 1, 0, 26, 22, 43, 35, 33, 26, 50, 19, 20, 39, 10, 44]
[24, 11, 18, 47, 44, 19, 19, 9, 24, 25, 33, 34, 7, 50, 26, 0, 41, 9, 43, 21, 49, 22, 37, 30, 23, 8, 14, 26, 27, 8, 48, 39, 1, 1, 23, 31, 13, 34, 27, 45, 24, 30, 34, 1, 37, 48, 23, 6, 29, 35, 30, 33, 10, 22, 11, 50, 50, 42, 42, 35, 30, 29, 24, 18, 44, 49, 4, 8, 2, 39, 12, 38, 40, 46, 20, 28, 16, 18, 33, 41, 0, 5, 41]
[7, 32, 1, 31, 21, 38, 23, 15, 28, 6, 9, 22, 26, 31, 45, 41, 0, 16, 45, 8, 31, 43, 1, 1, 27, 12, 7, 5, 33, 5, 33, 21, 36, 43, 40, 11, 43, 8, 32, 10, 43, 49, 11, 24, 8, 17, 8, 44, 15, 17, 29, 32, 14, 39, 4, 32, 26, 32, 47, 32, 27, 46, 16, 28, 16, 21, 20, 27, 21, 28, 3, 0, 0, 1, 5, 43, 42, 29, 11, 39, 43, 38, 32]
[30, 39, 23, 9, 15, 37, 48, 9, 9, 21, 29, 26, 26, 20, 26, 9, 16, 0, 12, 35, 38, 9, 37, 36, 19, 48, 23, 40, 24, 13, 46, 42, 49, 19, 19, 40, 11, 1, 17, 3, 22, 13, 19, 50, 21, 22, 29, 33, 48, 2, 1, 47, 30, 46, 0, 49, 17, 9, 18, 28, 40, 38, 43, 10, 0, 10, 16, 23, 12, 3, 31, 31, 40, 23, 34, 39, 30, 12, 15, 40, 43, 22, 15]
[21, 38, 10, 42, 27, 6, 16, 38, 46, 3, 17, 31, 15, 27, 8, 43, 45, 12, 0, 36, 8, 44, 44, 34, 5, 20, 28, 12, 41, 4, 45, 0, 14, 46, 32, 18, 7, 1, 32, 42, 44, 26, 40, 11, 47, 8, 14, 11, 47, 35, 0, 38, 3, 33, 5, 6, 38, 7, 50, 15, 30, 44, 13, 11, 11, 26, 3, 20, 46, 5, 19, 44, 9, 31, 14, 28, 43, 1, 14, 40, 2, 7, 46]
[18, 46, 36, 13, 29, 2, 45, 22, 10, 37, 43, 14, 12, 30, 25, 21, 8, 35, 36, 0, 15, 24, 13, 14, 18, 26, 5, 16, 33, 18, 32, 37, 17, 40, 33, 50, 21, 2, 13, 13, 19, 1, 49, 49, 33, 10, 22, 4, 35, 48, 18, 48, 2, 40, 36, 27, 11, 28, 44, 23, 15, 18, 32, 49, 44, 2, 26, 2, 10, 2, 33, 50, 25, 1, 25, 0, 20, 1, 25, 14, 21, 5, 28]
[15, 1, 16, 49, 42, 7, 44, 20, 12, 40, 14, 19, 2, 26, 39, 49, 31, 38, 8, 15, 0, 11, 44, 0, 0, 17, 6, 9, 11, 44, 31, 35, 29, 13, 25, 7, 27, 11, 34, 19, 25, 10, 42, 10, 18, 9, 30, 48, 0, 25, 41, 47, 14, 4, 34, 0, 19, 11, 38, 33, 11, 39, 17, 33, 28, 9, 20, 31, 34, 7, 31, 48, 14, 32, 6, 1, 32, 2, 18, 2, 3, 34, 22]
[17, 13, 1, 8, 48, 9, 39, 34, 36, 27, 44, 31, 44, 30, 36, 22, 43, 9, 44, 24, 11, 0, 24, 33, 1, 37, 15, 11, 48, 23, 21, 33, 45, 50, 28, 50, 19, 48, 16, 38, 47, 4, 50, 11, 46, 7, 48, 30, 16, 21, 2, 38, 0, 5, 18, 0, 28, 42, 13, 31, 47, 4, 9, 27, 20, 5, 26, 14, 44, 19, 44, 47, 34, 0, 38, 40, 7, 9, 49, 22, 10, 39, 20]
[30, 32, 41, 39, 12, 14, 7, 39, 2, 41, 5, 36, 2, 17, 28, 37, 1, 37, 44, 13, 44, 24, 0, 26, 44, 29, 0, 8, 14, 0, 33, 19, 44, 37, 16, 11, 21, 22, 5, 26, 8, 34, 42, 20, 33, 33, 36, 30, 46, 27, 12, 29, 42, 28, 24, 43, 28, 32, 38, 34, 3, 44, 34, 19, 47, 6, 24, 8, 3, 4, 3, 32, 42, 8, 13, 34, 19, 19, 8, 10, 13, 35, 4]
[48, 44, 8, 24, 32, 50, 8, 26, 14, 35, 30, 32, 6, 46, 7, 30, 1, 36, 34, 14, 0, 33, 26, 0, 9, 30, 33, 12, 5, 21, 26, 24, 21, 24, 29, 32, 48, 29, 47, 28, 5, 46, 15, 46, 1, 19, 29, 7, 17, 15, 21, 8, 7, 41, 3, 13, 21, 41, 17, 45, 16, 32, 3, 2, 32, 44, 23, 7, 37, 31, 39, 15, 7, 7, 19, 1, 37, 24, 22, 18, 45, 28, 27]
[23, 28, 28, 36, 36, 22, 33, 21, 34, 29, 41, 7, 11, 28, 22, 23, 27, 19, 5, 18, 0, 1, 44, 9, 0, 19, 15, 32, 40, 17, 33, 10, 12, 20, 5, 17, 20, 47, 31, 40, 47, 40, 37, 44, 44, 13, 30, 50, 12, 50, 41, 45, 17, 36, 4, 27, 50, 48, 18, 0, 27, 34, 23, 25, 3, 12, 25, 22, 14, 35, 49, 6, 20, 23, 16, 24, 33, 31, 9, 44, 17, 35, 32]
[21, 27, 47, 8, 4, 40, 22, 39, 19, 46, 48, 9, 32, 3, 34, 8, 12, 48, 20, 26, 17, 37, 29, 30, 19, 0, 20, 12, 21, 39, 27, 5, 29, 7, 50, 50, 9, 37, 49, 24, 15, 40, 36, 24, 31, 1, 4, 36, 4, 24, 20, 10, 11, 34, 47, 12, 41, 26, 20, 15, 0, 30, 12, 38, 21, 21, 47, 14, 1, 7, 27, 14, 23, 5, 20, 24, 24, 26, 23, 1, 11, 0, 39]
[19, 8, 50, 22, 22, 23, 21, 2, 19, 21, 31, 47, 42, 17, 29, 14, 7, 23, 28, 5, 6, 15, 0, 33, 15, 20, 0, 33, 36, 24, 13, 17, 15, 43, 23, 36, 36, 20, 2, 19, 18, 47, 21, 22, 29, 40, 2, 23, 23, 14, 19, 31, 48, 1, 15, 23, 29, 32, 16, 25, 22, 8, 13, 4, 15, 23, 42, 44, 49, 16, 0, 30, 2, 43, 15, 24, 50, 25, 27, 16, 28, 40, 16]
[30, 33, 6, 2, 43, 3, 32, 24, 7, 44, 22, 20, 27, 34, 12, 26, 5, 40, 12, 16, 9, 11, 8, 12, 32, 12, 33, 0, 21, 24, 50, 11, 2, 23, 11, 33, 20, 40, 4, 32, 13, 43, 7, 37, 35, 33, 7, 36, 23, 24, 3, 31, 46, 50, 18, 6, 46, 42, 25, 21, 14, 29, 21, 2, 32, 40, 19, 8, 3, 50, 16, 46, 7, 45, 9, 0, 10, 21, 28, 21, 14, 45, 21]
[4, 35, 13, 40, 3, 35, 15, 19, 7, 37, 38, 15, 38, 26, 37, 27, 33, 24, 41, 33, 11, 48, 14, 5, 40, 21, 36, 21, 0, 50, 2, 19, 43, 26, 18, 12, 27, 20, 15, 30, 21, 3, 18, 47, 2, 7, 19, 43, 11, 26, 27, 11, 10, 7, 5, 12, 15, 19, 48, 32, 6, 46, 14, 38, 13, 6, 24, 25, 36, 10, 47, 36, 25, 10, 13, 22, 20, 18, 23, 17, 26, 47, 11]
[16, 35, 29, 10, 29, 2, 17, 45, 46, 33, 28, 36, 35, 37, 35, 8, 5, 13, 4, 18, 44, 23, 0, 21, 17, 39, 24, 24, 50, 0, 12, 11, 43, 34, 1, 20, 12, 26, 11, 19, 23, 4, 31, 37, 20, 47, 40, 39, 35, 28, 25, 30, 4, 4, 35, 0, 20, 26, 12, 41, 34, 37, 6, 44, 24, 5, 14, 47, 0, 7, 25, 10, 14, 30, 32, 28, 12, 20, 22, 0, 26, 22, 34]
[13, 4, 39, 2, 37, 0, 49, 44, 30, 40, 30, 16, 27, 41, 37, 48, 33, 46, 45, 32, 31, 21, 33, 26, 33, 27, 13, 50, 2, 12, 0, 3, 45, 40, 2, 19, 17, 15, 18, 15, 29, 13, 13, 35, 4, 33, 50, 39, 49, 10, 19, 43, 37, 32, 12, 27, 30, 15, 5, 17, 35, 13, 16, 15, 4, 16, 29, 42, 6, 40, 32, 18, 32, 25, 30, 2, 2, 25, 20, 20, 14, 8, 37]
[40, 30, 3, 25, 26, 14, 33, 3, 27, 46, 27, 8, 10, 11, 26, 39, 21, 42, 0, 37, 35, 33, 19, 24, 10, 5, 17, 11, 19, 11, 3, 0, 42, 9, 36, 6, 43, 38, 40, 8, 27, 38, 49, 32, 27, 18, 26, 16, 3, 39, 26, 3, 50, 40, 9, 21, 1, 5, 24, 47, 48, 19, 35, 16, 15, 41, 1, 44, 0, 48, 46, 27, 19, 37, 37, 3, 33, 10, 43, 14, 48, 34, 35]
[5, 0, 10, 47, 20, 35, 35, 48, 10, 43, 41, 29, 19, 4, 34, 1, 36, 49, 14, 17, 29, 45, 44, 21, 12, 29, 15, 2, 43, 43, 45, 42, 0, 47, 17, 38, 40, 39, 45, 28, 36, 7, 35, 37, 41, 12, 27, 37, 24, 40, 25, 50, 48, 22, 17, 3, 17, 18, 12, 47, 28, 32, 23, 25, 26, 49, 7, 33, 17, 28, 30, 22, 35, 32, 1, 29, 42, 36, 21, 27, 40, 8, 9]
[48, 45, 7, 16, 9, 12, 14, 26, 0, 15, 2, 28, 32, 23, 42, 1, 43, 19, 46, 40, 13, 50, 37, 24, 20, 7, 43, 23, 26, 34, 40, 9, 47, 0, 21, 4, 50, 23, 37, 0, 41, 43, 24, 13, 19, 0, 26, 3, 22, 15, 26, 2, 48, 21, 23, 37, 42, 25, 4, 28, 17, 28, 23, 36, 33, 30, 10, 44, 7, 14, 36, 19, 24, 15, 4, 44, 42, 49, 14, 23, 44, 11, 33]
[40, 35, 37, 13, 38, 19, 49, 19, 39, 35, 1, 44, 33, 11, 7, 23, 40, 19, 32, 33, 25, 28, 16, 29, 5, 50, 23, 11, 18, 1, 2, 36, 17, 21, 0, 44, 27, 4, 24, 12, 5, 33, 5, 45, 31, 45, 17, 2, 46, 11, 29, 5, 49, 28, 29, 21, 46, 8, 13, 1, 28, 24, 37, 32, 21, 33, 11, 35, 21, 8, 3, 5, 50, 4, 50, 19, 1, 26, 14, 3, 30, 44, 37]
[11, 8, 43, 26, 42, 41, 27, 45, 40, 9, 1, 11, 49, 45, 22, 31, 11, 40, 18, 50, 7, 50, 11, 32, 17, 50, 36, 33, 12, 20, 19, 6, 38, 4, 44, 0, 9, 46, 45, 1, 33, 14, 30, 9, 35, 40, 8, 24, 2, 41, 18, 46, 27, 11, 5, 10, 46, 34, 13, 46, 6, 10, 40, 48, 48, 47, 40, 21, 47, 18, 17, 11, 29, 40, 39, 25, 2, 17, 23, 43, 15, 3, 18]
[25, 11, 9, 40, 2, 49, 29, 33, 5, 46, 48, 5, 28, 27, 16, 13, 43, 11, 7, 21, 27, 19, 21, 48, 20, 9, 36, 20, 27, 12, 17, 43, 40, 50, 27, 9, 0, 47, 36, 10, 35, 48, 40, 7, 32, 4, 39, 37, 4, 12, 25, 40, 29, 45, 30, 30, 45, 7, 1, 35, 36, 20, 24, 26, 45, 33, 42, 33, 19, 42, 39, 40, 47, 0, 16, 3, 49, 7, 12, 40, 37, 26, 9]
[1, 4, 37, 36, 10, 47, 10, 44, 11, 23, 15, 50, 19, 14, 34, 34, 8, 1, 1, 2, 11, 48, 22, 29, 47, 37, 20, 40, 20, 26, 15, 38, 39, 23, 4, 46, 47, 0, 5, 48, 6, 37, 31, 34, 6, 7, 0, 33, 16, 10, 0, 21, 24, 14, 21, 26, 13, 5, 32, 29, 47, 22, 25, 47, 50, 32, 4, 10, 38, 6, 27, 33, 7, 23, 8, 14, 39, 43, 19, 5, 34, 41, 47]
[25, 50, 33, 37, 28, 18, 14, 13, 43, 31, 29, 17, 0, 12, 38, 27, 32, 17, 32, 13, 34, 16, 5, 47, 31, 49, 2, 4, 15, 11, 18, 40, 45, 37, 24, 45, 36, 5, 0, 23, 49, 30, 8, 22, 25, 37, 1, 28, 14, 3, 2, 5, 37, 22, 28, 37, 8, 39, 34, 13, 21, 33, 25, 21, 14, 4, 11, 2, 17, 12, 32, 27, 23, 43, 37, 41, 0, 25, 36, 20, 15, 7, 47]
[10, 46, 41, 4, 43, 22, 15, 9, 4, 31, 39, 50, 32, 44, 5, 45, 10, 3, 42, 13, 19, 38, 26, 28, 40, 24, 19, 32, 30, 19, 15, 8, 28, 0, 12, 1, 10, 48, 23, 0, 32, 45, 31, 8, 10, 37, 16, 41, 2, 32, 12, 33, 34, 47, 20, 40, 44, 30, 26, 3, 13, 24, 35, 0, 9, 10, 22, 44, 30, 12, 25, 0, 30, 36, 42, 36, 11, 5, 23, 37, 42, 8, 24]
[33, 19, 28, 37, 31, 38, 19, 37, 38, 43, 19, 36, 29, 34, 4, 24, 43, 22, 44, 19, 25, 47, 8, 5, 47, 15, 18, 13, 21, 23, 29, 27, 36, 41, 5, 33, 35, 6, 49, 32, 0, 5, 44, 47, 0, 31, 12, 37, 43, 3, 3, 41, 35, 27, 16, 14, 43, 21, 9, 15, 22, 8, 45, 25, 31, 9, 22, 16, 22, 6, 42, 3, 12, 5, 18, 6, 28, 26, 23, 8, 21, 43, 14]
[18, 20, 17, 21, 12, 11, 27, 26, 12, 39, 8, 22, 23, 34, 31, 30, 49, 13, 26, 1, 10, 4, 34, 46, 40, 40, 47, 43, 3, 4, 13, 38, 7, 43, 33, 14, 48, 37, 30, 45, 5, 0, 39, 22, 16, 16, 0, 30, 43, 30, 24, 33, 31, 31, 28, 32, 20, 34, 11, 5, 50, 40, 43, 17, 40, 46, 31, 7, 22, 1, 11, 19, 37, 31, 29, 42, 30, 38, 32, 2, 33, 11, 20]
[35, 36, 39, 33, 47, 36, 0, 20, 11, 48, 39, 13, 37, 21, 19, 34, 11, 19, 40, 49, 42, 50, 42, 15, 37, 36, 21, 7, 18, 31, 13, 49, 35, 24, 5, 30, 40, 31, 8, 31, 44, 39, 0, 9, 24, 31, 9, 27, 47, 13, 34, 14, 6, 19, 37, 25, 36, 36, 12, 49, 42, 26, 42, 6, 14, 16, 36, 10, 22, 13, 28, 3, 39, 21, 12, 46, 26, 49, 0, 14, 19, 15, 14]
[34, 50, 18, 38, 37, 34, 23, 49, 4, 12, 48, 39, 34, 49, 22, 1, 24, 50, 11, 49, 10, 11, 20, 46, 44, 24, 22, 37, 47, 37, 35, 32, 37, 13, 45, 9, 7, 34, 22, 8, 47, 22, 9, 0, 10, 26, 3, 16, 35, 50, 40, 8, 0, 21, 17, 40, 18, 38, 21, 42, 3, 41, 5, 8, 48, 35, 31, 50, 14, 50, 47, 3, 21, 24, 29, 34, 24, 44, 33, 47, 45, 31, 4]
[16, 26, 8, 46, 29, 28, 27, 38, 14, 37, 35, 22, 50, 37, 47, 37, 8, 21, 47, 33, 18, 46, 33, 1, 44, 31, 29, 35, 2, 20, 4, 27, 41, 19, 31, 35, 32, 6, 25, 10, 0, 16, 24, 10, 0, 9, 49, 22, 5, 4, 7, 8, 7, 38, 11, 4, 33, 28, 30, 17, 38, 36, 50, 36, 33, 32, 13, 20, 24, 45, 38, 12, 44, 35, 15, 19, 12, 16, 27, 16, 0, 18, 46]
[50, 23, 6, 39, 8, 16, 36, 4, 28, 12, 19, 28, 13, 2, 40, 48, 17, 22, 8, 10, 9, 7, 33, 19, 13, 1, 40, 33, 7, 47, 33, 18, 12, 0, 45, 40, 4, 7, 37, 37, 31, 16, 31, 26, 9, 0, 37, 18, 45, 21, 2, 43, 23, 36, 21, 45, 36, 33, 28, 8, 39, 25, 7, 17, 26, 43, 50, 34, 30, 38, 27, 19, 33, 13, 22, 43, 11, 29, 26, 30, 38, 5, 17]
[31, 37, 27, 32, 23, 4, 28, 49, 12, 17, 0, 8, 50, 35, 35, 23, 8, 29, 14, 22, 30, 48, 36, 29, 30, 4, 2, 7, 19, 40, 50, 26, 27, 26, 17, 8, 39, 0, 1, 16, 12, 0, 9, 3, 49, 37, 0, 5, 39, 43, 11, 7, 38, 3, 10, 28, 35, 10, 31, 21, 12, 35, 19, 12, 14, 50, 15, 4, 22, 11, 12, 18, 10, 23, 5, 33, 27, 49, 8, 28, 32, 11, 46]
[0, 23, 31, 42, 31, 0, 14, 47, 9, 29, 0, 1, 40, 49, 27, 6, 44, 33, 11, 4, 48, 30, 30, 7, 50, 36, 23, 36, 43, 39, 39, 16, 37, 3, 2, 24, 37, 33, 28, 41, 37, 30, 27, 16, 22, 18, 5, 0, 21, 19, 18, 46, 43, 30, 27, 10, 50, 26, 49, 37, 19, 28, 32, 16, 10, 14, 45, 0, 23, 0, 21, 43, 13, 42, 48, 0, 8, 20, 30, 15, 17, 8, 9]
[48, 37, 0, 6, 5, 32, 18, 4, 21, 28, 7, 27, 19, 45, 1, 29, 15, 48, 47, 35, 0, 16, 46, 17, 12, 4, 23, 23, 11, 35, 49, 3, 24, 22, 46, 2, 4, 16, 14, 2, 43, 43, 47, 35, 5, 45, 39, 21, 0, 22, 46, 42, 4, 1, 19, 20, 3, 45, 33, 1, 24, 32, 14, 26, 30, 28, 39, 14, 7, 28, 6, 33, 45, 43, 48, 30, 47, 32, 8, 0, 44, 40, 47]
[50, 14, 17, 40, 35, 37, 32, 43, 36, 38, 15, 14, 46, 4, 9, 35, 17, 2, 35, 48, 25, 21, 27, 15, 50, 24, 14, 24, 26, 28, 10, 39, 40, 15, 11, 41, 12, 10, 3, 32, 3, 30, 13, 50, 4, 21, 43, 19, 22, 0, 18, 14, 12, 42, 4, 8, 16, 38, 6, 31, 4, 9, 38, 36, 25, 0, 15, 43, 34, 26, 1, 0, 7, 9, 2, 21, 49, 40, 12, 45, 12, 18, 32]
[26, 38, 28, 46, 20, 49, 38, 50, 29, 47, 8, 21, 16, 36, 41, 30, 29, 1, 0, 18, 41, 2, 12, 21, 41, 20, 19, 3, 27, 25, 19, 26, 25, 26, 29, 18, 25, 0, 2, 12, 3, 24, 34, 40, 7, 2, 11, 18, 46, 18, 0, 46, 4, 18, 9, 46, 25, 38, 44, 25, 6, 20, 44, 46, 1, 18, 37, 18, 14, 47, 32, 13, 22, 36, 42, 36, 39, 28, 20, 6, 29, 50, 31]
[24, 3, 5, 13, 45, 34, 3, 36, 23, 4, 28, 39, 26, 2, 37, 33, 32, 47, 38, 48, 47, 38, 29, 8, 45, 10, 31, 31, 11, 30, 43, 3, 50, 2, 5, 46, 40, 21, 5, 33, 41, 33, 14, 8, 8, 43, 7, 46, 42, 14, 46, 0, 15, 7, 39, 12, 35, 31, 44, 7, 13, 19, 24, 43, 10, 9, 4, 44, 48, 3, 48, 47, 25, 3, 7, 19, 33, 16, 16, 12, 14, 31, 25]
[36, 44, 1, 1, 18, 49, 10, 28, 49, 31, 19, 17, 7, 36, 12, 10, 14, 30, 3, 2, 14, 0, 42, 7, 17, 11, 48, 46, 10, 4, 37, 50, 48, 48, 49, 27, 29, 24, 37, 34, 35, 31, 6, 0, 7, 23, 38, 43, 4, 12, 4, 15, 0, 7, 49, 19, 35, 43, 32, 20, 15, 48, 6, 17, 25, 11, 25, 21, 50, 7, 34, 39, 44, 18, 22, 22, 3, 0, 26, 48, 39, 13, 18]
[48, 2, 4, 49, 33, 17, 19, 37, 49, 46, 12, 12, 22, 15, 38, 22, 39, 46, 33, 40, 4, 5, 28, 41, 36, 34, 1, 50, 7, 4, 32, 40, 22, 21, 28, 11, 45, 14, 22, 47, 27, 31, 19, 21, 38, 36, 3, 30, 1, 42, 18, 7, 7, 0, 24, 37, 7, 31, 16, 20, 0, 24, 10, 3, 50, 15, 21, 35, 9, 40, 12, 11, 44, 44, 13, 32, 2, 24, 22, 37, 2, 15, 44]
[7, 37, 42, 27, 41, 41, 44, 13, 11, 4, 34, 29, 18, 31, 24, 11, 4, 0, 5, 36, 34, 18, 24, 3, 4, 47, 15, 18, 5, 35, 12, 9, 17, 23, 29, 5, 30, 21, 28, 20, 16, 28, 37, 17, 11, 21, 10, 27, 19, 4, 9, 39, 49, 24, 0, 15, 20, 9, 12, 7, 18, 22, 28, 21, 12, 9, 43, 4, 49, 42, 16, 5, 8, 8, 6, 27, 17, 8, 20, 47, 26, 23, 9]
