N1,N2,...,Nx
[41, 30, 40, 20, 31, 8, 37, 7, 24, 19, 24, 35, 46, 45, 8, 50, 35, 33, 6, 6, 31, 19, 0, 40, 42, 38, 17, 46, 38, 12, 11, 10, 50, 7, 8, 44, 34, 40, 22, 10, 48, 30, 19, 6, 12, 26, 35, 40, 23, 28, 1, 17, 23, 11, 17, 31, 11, 42, 38, 46, 15, 22, 5, 19, 14, 27, 29, 24, 43, 45, 14, 26, 44, 49, 34, 43, 49, 29, 28, 42, 6, 30, 50, 19, 13, 26, 34, 2, 5, 37, 43]
[39, 35, 37, 1, 29, 40, 48, 46, 37, 10, 31, 28, 0, 44, 23, 36, 14, 2, 43, 44, 13, 35, 40, 0, 39, 14, 23, 40, 11, 15, 27, 40, 43, 44, 17, 4, 28, 10, 31, 12, 47, 12, 21, 2, 12, 27, 4, 27, 13, 8, 3, 42, 49, 44, 3, 16, 30, 11, 7, 33, 35, 0, 29, 14, 44, 5, 48, 11, 44, 16, 13, 20, 4, 35, 22, 21, 25, 18, 50, 5, 15, 40, 33, 0, 24, 24, 5, 19, 41, 13, 9]
[42, 17, 13, 19, 14, 10, 23, 30, 39, 6, 27, 30, 49, 0, 11, 8, 29, 3, 34, 23, 27, 7, 42, 39, 0, 22, 45, 2, 46, 19, 16, 29, 19, 28, 46, 33, 8, 12, 30, 30, 15, 40, 19, 21, 39, 30, 36, 17, 47, 38, 41, 50, 18, 29, 36, 12, 21, 19, 24, 32, 23, 11, 42, 41, 32, 46, 46, 42, 47, 18, 4, 22, 3, 25, 12, 42, 20, 39, 6, 43, 39, 43, 34, 24, 6, 12, 3, 38, 16, 45, 41]
[22, 41, 39, 33, 19, 16, 2, 18, 45, 43, 24, 24, 14, 23, 45, 24, 30, 36, 45, 48, 23, 35, 38, 14, 22, 0, 36, 37, 16, 44, 34, 3, 11, 49, 0, 36, 3, 26, 37, 40, 40, 21, 50, 46, 19, 1, 25, 50, 27, 43, 21, 12, 50, 4, 48, 36, 47, 41, 33, 35, 0, 0, 29, 14, 37, 9, 15, 5, 30, 38, 4, 46, 42, 49, 43, 17, 40, 5, 20, 14, 16, 18, 45, 38, 5, 1, 25, 42, 7, 49, 33]
[4, 0, 4, 27, 46, 5, 47, 16, 43, 30, 31, 25, 49, 39, 34, 43, 25, 27, 35, 27, 43, 21, 17, 23, 45, 36, 0, 4, 13, 0, 12, 5, 21, 33, 8, 2, 3, 47, 0, 33, 21, 39, 28, 27, 30, 42, 13, 10, 10, 0, 46, 46, 33, 44, 27, 26, 50, 21, 8, 3, 23, 35, 35, 42, 31, 28, 10, 10, 0, 47, 45, 32, 29, 35, 11, 13, 30, 29, 35, 49, 6, 28, 33, 41, 50, 22, 15, 48, 32, 29, 15]
[40, 21, 38, 36, 35, 37, 39, 33, 49, 0, 9, 22, 20, 1, 12, 23, 36, 9, 45, 47, 16, 33, 46, 40, 2, 37, 4, 0, 5, 15, 4, 39, 9, 30, 46, 2, 31, 10, 2, 44, 48, 11, 5, 17, 2, 19, 27, 41, 32, 37, 5, 11, 42, 39, 42, 27, 34, 6, 43, 1, 18, 40, 50, 13, 31, 34, 38, 38, 41, 29, 18, 40, 41, 44, 33, 44, 29, 26, 7, 45, 10, 0, 23, 23, 10, 26, 17, 17, 31, 15, 30]
[29, 36, 17, 36, 3, 0, 30, 7, 28, 19, 45, 38, 1, 6, 27, 21, 20, 12, 12, 2, 19, 0, 38, 11, 46, 16, 13, 5, 0, 49, 15, 20, 7, 33, 0, 10, 6, 2, 30, 2, 1, 13, 37, 8, 40, 4, 26, 21, 36, 46, 22, 9, 48, 44, 22, 15, 14, 24, 23, 32, 37, 16, 14, 24, 0, 36, 17, 37, 5, 18, 33, 3, 5, 25, 17, 2, 37, 37, 11, 16, 19, 43, 36, 29, 5, 16, 49, 43, 23, 32, 31]
[50, 37, 8, 4, 48, 50, 24, 1, 13, 44, 35, 28, 40, 10, 27, 43, 41, 21, 41, 14, 47, 23, 12, 15, 19, 44, 0, 15, 49, 0, 25, 34, 12, 48, 32, 20, 28, 26, 19, 8, 0, 2, 48, 40, 11, 1, 17, 15, 20, 41, 30, 34, 44, 6, 6, 42, 31, 36, 31, 14, 47, 6, 5, 41, 5, 30, 7, 26, 16, 0, 0, 21, 0, 50, 3, 41, 14, 28, 39, 33, 15, 15, 3, 48, 2, 0, 7, 33, 22, 29, 21]
[24, 0, 25, 13, 42, 36, 8, 7, 3, 41, 16, 43, 9, 10, 32, 20, 23, 12, 8, 22, 8, 37, 11, 27, 16, 34, 12, 4, 15, 25, 0, 29, 3, 22, 11, 23, 47, 6, 40, 3, 13, 11, 29, 23, 45, 13, 41, 50, 28, 6, 39, 21, 42, 48, 50, 13, 40, 41, 48, 31, 11, 6, 9, 45, 4, 20, 25, 38, 46, 33, 38, 27, 0, 11, 28, 15, 41, 26, 35, 31, 17, 5, 16, 46, 16, 40, 30, 26, 22, 2, 31]
[20, 29, 12, 40, 6, 45, 10, 31, 6, 12, 46, 15, 23, 18, 17, 49, 21, 46, 50, 24, 20, 7, 10, 40, 29, 3, 5, 39, 20, 34, 29, 0, 35, 22, 50, 5, 14, 13, 33, 32, 28, 2, 37, 3, 19, 50, 38, 15, 6, 33, 48, 31, 24, 19, 2, 42, 1, 7, 22, 28, 8, 6, 24, 40, 22, 46, 26, 27, 5, 13, 40, 2, 4, 17, 40, 41, 13, 9, 5, 33, 18, 41, 8, 19, 11, 19, 8, 16, 19, 29, 30]
[2, 20, 34, 27, 39, 24, 6, 4, 10, 49, 29, 17, 42, 32, 36, 8, 25, 27, 40, 19, 15, 35, 50, 43, 19, 11, 21, 9, 7, 12, 3, 35, 0, 21, 22, 13, 2, 16, 30, 26, 9, 11, 8, 27, 37, 12, 44, 3, 14, 48, 11, 10, 7, 8, 3, 2, 34, 30, 49, 2, 45, 30, 4, 46, 47, 21, 10, 19, 25, 19, 2, 43, 2, 1, 37, 19, 6, 36, 16, 9, 2, 20, 39, 33, 9, 50, 36, 44, 28, 10, 13]
[35, 38, 44, 13, 21, 11, 45, 12, 29, 23, 2, 48, 44, 1, 28, 38, 36, 11, 9, 44, 16, 8, 7, 44, 28, 49, 33, 30, 33, 48, 22, 22, 21, 0, 7, 50, 14, 7, 27, 17, 13, 34, 44, 23, 21, 10, 47, 31, 46, 43, 17, 0, 16, 18, 50, 32, 34, 33, 2, 20, 44, 2, 42, 30, 4, 50, 49, 32, 15, 37, 22, 31, 14, 2, 5, 45, 47, 20, 4, 2, 32, 3, 12, 29, 24, 16, 49, 8, 22, 40, 44]
[37, 39, 16, 10, 33, 7, 40, 46, 1, 6, 4, 26, 46, 42, 31, 30, 22, 46, 4, 33, 21, 47, 8, 17, 46, 0, 8, 46, 0, 32, 11, 50, 22, 7, 0, 48, 13, 49, 27, 43, 18, 18, 29, 12, 43, 48, 37, 19, 32, 14, 46, 13, 20, 27, 41, 48, 19, 20, 28, 3, 49, 15, 49, 47, 36, 46, 36, 19, 6, 4, 50, 48, 40, 30, 33, 24, 31, 21, 41, 7, 42, 2, 41, 50, 12, 49, 39, 47, 16, 36, 18]
[17, 45, 40, 46, 29, 32, 8, 48, 22, 14, 19, 45, 35, 23, 33, 21, 3, 47, 23, 41, 27, 31, 44, 4, 33, 36, 2, 2, 10, 20, 23, 5, 13, 50, 48, 0, 19, 30, 18, 17, 44, 9, 16, 7, 26, 16, 45, 23, 36, 29, 16, 42, 6, 17, 8, 50, 8, 33, 34, 0, 22, 18, 43, 21, 28, 20, 35, 18, 9, 21, 6, 12, 8, 18, 3, 29, 42, 36, 41, 38, 23, 16, 36, 39, 13, 2, 48, 16, 25, 29, 42]
[28, 26, 3, 20, 29, 38, 48, 39, 33, 32, 13, 50, 45, 29, 20, 29, 43, 9, 43, 22, 30, 37, 34, 28, 8, 3, 3, 31, 6, 28, 47, 14, 2, 14, 13, 19, 0, 43, 45, 9, 35, 43, 0, 3, 5, 23, 10, 50, 15, 6, 23, 37, 35, 38, 13, 3, 17, 7, 3, 18, 16, 45, 23, 20, 21, 48, 35, 49, 22, 30, 18, 28, 26, 16, 8, 7, 47, 30, 38, 32, 22, 16, 24, 27, 41, 49, 14, 48, 22, 10, 2]
[2, 15, 34, 9, 21, 48, 38, 33, 37, 34, 1, 32, 36, 50, 7, 36, 2, 45, 44, 29, 14, 21, 40, 10, 12, 26, 47, 10, 2, 26, 6, 13, 16, 7, 49, 30, 43, 0, 19, 20, 29, 38, 1, 50, 31, 37, 32, 42, 15, 18, 47, 26, 7, 28, 40, 13, 3, 5, 47, 30, 21, 1, 49, 18, 42, 32, 32, 29, 2, 15, 5, 7, 49, 43, 21, 37, 32, 20, 5, 21, 17, 38, 41, 32, 41, 43, 35, 18, 7, 22, 9]
[25, 37, 9, 11, 48, 10, 41, 32, 28, 13, 13, 37, 44, 48, 2, 11, 44, 0, 14, 20, 30, 10, 22, 31, 30, 37, 0, 2, 30, 19, 40, 33, 30, 27, 27, 18, 45, 19, 0, 38, 44, 41, 34, 15, 48, 49, 36, 35, 44, 26, 44, 38, 16, 9, 28, 43, 49, 11, 35, 27, 15, 24, 2, 41, 49, 14, 7, 29, 16, 24, 21, 47, 18, 24, 41, 7, 4, 9, 1, 14, 13, 36, 5, 41, 48, 0, 26, 15, 30, 46, 29]
[36, 47, 37, 46, 20, 38, 41, 12, 2, 28, 9, 17, 30, 39, 39, 3, 9, 12, 21, 7, 31, 16, 10, 12, 30, 40, 33, 44, 2, 8, 3, 32, 26, 17, 43, 17, 9, 20, 38, 0, 8, 37, 25, 39, 12, 23, 19, 45, 41, 44, 42, 28, 12, 22, 47, 17, 25, 10, 14, 22, 2, 41, 8, 25, 22, 50, 24, 2, 24, 49, 38, 17, 48, 42, 37, 9, 42, 47, 5, 5, 45, 23, 30, 48, 49, 40, 11, 24, 29, 40, 33]
[34, 17, 15, 42, 4, 3, 38, 9, 2, 21, 33, 11, 44, 10, 1, 5, 46, 19, 10, 13, 4, 43, 48, 47, 15, 40, 21, 48, 1, 0, 13, 28, 9, 13, 18, 44, 35, 29, 44, 8, 0, 12, 16, 14, 21, 48, 50, 3, 31, 36, 6, 21, 11, 46, 4, 19, 14, 2, 9, 19, 29, 43, 28, 21, 28, 30, 32, 46, 12, 45, 18, 24, 18, 11, 43, 35, 13, 18, 15, 2, 43, 1, 18, 36, 49, 8, 36, 14, 27, 32, 5]
[13, 13, 20, 44, 31, 41, 40, 32, 0, 9, 44, 19, 6, 8, 49, 7, 23, 37, 38, 35, 5, 49, 30, 12, 40, 21, 39, 11, 13, 2, 11, 2, 11, 34, 18, 9, 43, 38, 41, 37, 12, 0, 8, 15, 7, 49, 35, 22, 12, 48, 39, 37, 42, 8, 2, 32, 30, 2, 16, 8, 35, 40, 6, 39, 24, 23, 17, 35, 33, 15, 49, 6, 0, 14, 6, 4, 1, 43, 1, 38, 22, 28, 15, 3, 23, 31, 8, 2, 23, 10, 42]
[3, 26, 31, 15, 21, 14, 21, 12, 22, 34, 5, 17, 9, 36, 23, 21, 43, 40, 35, 25, 32, 7, 19, 21, 19, 50, 28, 5, 37, 48, 29, 37, 8, 44, 29, 16, 0, 1, 34, 25, 16, 8, 0, 16, 39, 35, 38, 3, 15, 50, 37, 42, 33, 8, 29, 44, 49, 45, 16, 5, 5, 21, 32, 37, 50, 20, 33, 41, 12, 44, 31, 39, 7, 44, 35, 45, 27, 30, 39, 29, 11, 11, 39, 29, 21, 4, 10, 34, 23, 1, 30]
[9, 10, 41, 43, 25, 15, 7, 12, 18, 13, 44, 4, 50, 20, 8, 43, 30, 39, 29, 28, 25, 27, 6, 2, 21, 46, 27, 17, 8, 40, 23, 3, 27, 23, 12, 7, 3, 50, 15, 39, 14, 15, 16, 0, 15, 42, 48, 19, 6, 22, 33, 19, 19, 36, 16, 31, 45, 10, 16, 36, 13, 42, 5, 47, 23, 34, 46, 39, 3, 10, 39, 12, 19, 14, 43, 4, 39, 26, 19, 3, 7, 14, 45, 43, 28, 17, 10, 33, 19, 10, 37]
[48, 13, 48, 5, 14, 41, 46, 41, 42, 43, 12, 38, 38, 18, 29, 37, 1, 21, 39, 33, 14, 44, 12, 12, 39, 19, 30, 2, 40, 11, 45, 19, 37, 21, 43, 26, 5, 31, 48, 12, 21, 7, 39, 15, 0, 42, 49, 16, 7, 14, 46, 20, 35, 6, 38, 41, 4, 25, 20, 48, 44, 33, 33, 4, 22, 47, 42, 47, 2, 29, 1, 10, 3, 31, 42, 18, 34, 15, 50, 39, 30, 46, 27, 40, 46, 2, 35, 30, 29, 35, 16]
[16, 38, 26, 2, 43, 31, 40, 25, 13, 5, 34, 27, 2, 30, 10, 8, 1, 1, 17, 21, 32, 6, 26, 27, 30, 1, 42, 19, 4, 1, 13, 50, 12, 10, 48, 16, 23, 37, 49, 23, 48, 49, 35, 42, 42, 0, 46, 33, 27, 1, 41, 14, 43, 38, 7, 20, 29, 32, 2, 18, 30, 47, 27, 50, 11, 10, 20, 41, 46, 2, 6, 15, 15, 8, 10, 24, 0, 15, 9, 17, 20, 23, 0, 42, 32, 27, 23, 32, 19, 23, 2]
[16, 25, 28, 20, 20, 13, 45, 20, 7, 14, 36, 21, 14, 14, 41, 47, 1, 41, 49, 0, 44, 32, 35, 4, 36, 25, 13, 27, 26, 17, 41, 38, 44, 47, 37, 45, 10, 32, 36, 19, 50, 35, 38, 48, 49, 46, 0, 37, 43, 12, 24, 39, 31, 4, 38, 17, 13, 10, 48, 7, 45, 14, 5, 36, 32, 41, 46, 20, 15, 24, 21, 40, 34, 23, 13, 12, 29, 7, 29, 24, 5, 42, 21, 9, 45, 23, 33, 39, 14, 11, 33]
[49, 24, 15, 4, 44, 5, 0, 50, 13, 41, 24, 49, 23, 38, 37, 13, 26, 47, 36, 44, 47, 37, 40, 27, 17, 50, 10, 41, 21, 15, 50, 15, 3, 31, 19, 23, 50, 42, 35, 45, 3, 22, 3, 19, 16, 33, 37, 0, 45, 18, 45, 39, 45, 35, 5, 7, 42, 10, 17, 45, 3, 6, 40, 39, 40, 0, 18, 10, 23, 28, 39, 23, 3, 42, 21, 7, 48, 49, 46, 47, 49, 27, 33, 22, 2, 34, 43, 35, 19, 28, 32]
[44, 39, 41, 47, 0, 19, 31, 20, 4, 47, 8, 7, 27, 42, 15, 44, 18, 44, 12, 42, 49, 33, 23, 13, 47, 27, 10, 32, 36, 20, 28, 6, 14, 46, 32, 36, 15, 15, 44, 41, 31, 12, 15, 6, 7, 27, 43, 45, 0, 48, 33, 35, 14, 41, 0, 48, 30, 49, 39, 15, 41, 34, 22, 36, 8, 39, 26, 41, 6, 18, 11, 38, 6, 5, 17, 22, 3, 37, 13, 35, 9, 1, 23, 19, 10, 41, 34, 12, 44, 37, 4]
[43, 36, 17, 29, 24, 17, 37, 5, 45, 48, 13, 28, 26, 48, 26, 11, 27, 7, 13, 38, 20, 20, 28, 8, 38, 43, 0, 37, 46, 41, 6, 33, 48, 43, 14, 29, 6, 18, 26, 44, 36, 48, 50, 22, 14, 1, 12, 18, 48, 0, 25, 20, 16, 20, 28, 17, 33, 15, 10, 32, 2, 38, 2, 34, 35, 16, 9, 30, 42, 30, 38, 12, 12, 9, 49, 10, 47, 47, 31, 39, 49, 21, 14, 32, 4, 3, 36, 42, 48, 47, 7]
[5, 6, 50, 35, 38, 50, 28, 29, 10, 27, 27, 23, 3, 48, 36, 26, 6, 3, 22, 14, 23, 29, 1, 3, 41, 21, 46, 5, 22, 30, 39, 48, 11, 17, 46, 16, 23, 47, 44, 42, 6, 39, 37, 33, 46, 41, 24, 45, 33, 25, 0, 17, 35, 46, 35, 1, 1, 32, 15, 11, 6, 41, 46, 16, 45, 2, 40, 3, 28, 30, 12, 9, 46, 46, 2, 30, 43, 8, 18, 26, 28, 19, 1, 25, 29, 19, 15, 25, 46, 40, 26]
