N1,N2,...,Nx
[18, 25, 48, 42, 42, 50, 42, 3, 33, 22, 0, 49, 42, 32, 16, 31, 4, 30, 48, 41, 15, 16, 13, 29, 6, 23, 28, 10, 32, 12, 4, 2, 34, 48, 27, 17, 37, 5, 3, 12, 26, 16, 16, 31, 50, 17, 44, 39, 45, 6, 16, 23, 6, 21, 10, 40, 4, 1, 6, 37, 18, 20, 40, 49, 31, 26, 6, 9, 32, 16, 38, 44, 46, 32, 24, 4, 22, 31, 13, 43, 22, 50, 41, 46, 44, 49, 33, 18, 19, 48, 46, 41, 50, 11, 11, 24, 36, 8, 22, 34, 5, 47, 36, 27, 46, 34, 40, 16, 12, 41, 0, 20, 47, 6, 20, 11, 43, 29, 28, 2, 47, 44, 31, 49, 38, 8, 6, 14, 34, 47, 28, 9, 20, 23, 4, 49, 2, 32, 36, 47, 31, 29, 39, 3, 50, 20, 49, 6, 11, 0, 31, 5, 34, 11, 24, 36, 28, 7, 32, 43, 4, 21, 16, 21, 10, 37]
[24, 23, 23, 11, 14, 7, 43, 50, 46, 17, 49, 0, 28, 2, 22, 37, 6, 45, 18, 41, 20, 10, 42, 32, 2, 31, 18, 32, 30, 40, 20, 42, 10, 2, 15, 4, 44, 25, 25, 38, 35, 32, 42, 18, 49, 15, 17, 41, 27, 19, 18, 41, 49, 46, 8, 8, 11, 29, 9, 14, 34, 13, 38, 20, 32, 13, 27, 41, 10, 4, 18, 46, 38, 44, 22, 7, 6, 9, 43, 38, 5, 26, 9, 32, 4, 10, 31, 22, 48, 12, 12, 44, 14, 1, 19, 9, 21, 23, 12, 4, 16, 13, 44, 42, 12, 34, 1, 45, 0, 13, 24, 7, 34, 15, 39, 31, 7, 15, 49, 36, 31, 18, 15, 16, 5, 6, 15, 7, 6, 18, 34, 2, 45, 16, 50, 37, 36, 11, 0, 37, 48, 37, 40, 33, 10, 22, 29, 19, 30, 38, 0, 20, 22, 14, 49, 18, 28, 30, 9, 50, 18, 48, 24, 13, 14, 33]
[38, 47, 48, 48, 41, 0, 16, 39, 12, 0, 42, 28, 0, 0, 36, 41, 3, 45, 38, 17, 46, 32, 23, 33, 21, 30, 50, 31, 27, 14, 50, 12, 45, 36, 17, 49, 49, 35, 45, 43, 13, 2, 31, 48, 14, 40, 0, 12, 10, 35, 12, 46, 49, 48, 36, 33, 40, 39, 26, 34, 17, 41, 4, 3, 14, 50, 9, 7, 41, 28, 6, 22, 32, 8, 28, 4, 2, 25, 37, 47, 47, 20, 13, 50, 21, 36, 35, 19, 50, 5, 34, 29, 36, 23, 32, 6, 4, 28, 44, 13, 9, 9, 14, 10, 43, 29, 45, 38, 24, 17, 20, 17, 9, 4, 39, 49, 30, 23, 12, 2, 0, 17, 30, 14, 38, 17, 11, 20, 23, 26, 50, 41, 25, 38, 40, 4, 42, 34, 28, 46, 13, 50, 49, 43, 42, 28, 38, 4, 2, 35, 46, 19, 11, 18, 16, 35, 45, 28, 1, 49, 38, 10, 43, 7, 31, 29]
[38, 11, 48, 31, 20, 9, 13, 48, 28, 15, 32, 2, 0, 0, 44, 1, 4, 47, 7, 32, 28, 41, 9, 23, 47, 22, 11, 6, 22, 29, 26, 5, 4, 38, 34, 7, 48, 8, 7, 37, 11, 9, 28, 1, 34, 37, 10, 19, 22, 38, 44, 4, 26, 38, 3, 22, 43, 28, 46, 3, 17, 48, 16, 2, 31, 45, 26, 23, 48, 7, 9, 46, 9, 16, 26, 0, 10, 12, 32, 5, 25, 7, 45, 46, 24, 16, 5, 22, 25, 13, 23, 25, 45, 26, 37, 15, 22, 35, 34, 29, 29, 42, 20, 31, 4, 36, 47, 21, 43, 50, 43, 21, 37, 16, 38, 44, 12, 22, 36, 40, 24, 11, 35, 5, 23, 3, 27, 46, 5, 21, 11, 7, 26, 23, 43, 47, 31, 48, 39, 6, 32, 31, 46, 7, 45, 46, 9, 12, 4, 13, 32, 2, 44, 31, 33, 6, 27, 18, 4, 35, 0, 42, 50, 48, 9, 37]
[4, 3, 12, 42, 30, 49, 7, 43, 27, 40, 16, 22, 36, 44, 0, 18, 26, 34, 28, 20, 37, 28, 37, 20, 34, 12, 2, 45, 31, 6, 11, 28, 11, 48, 0, 25, 20, 16, 1, 19, 2, 22, 12, 36, 28, 25, 45, 18, 42, 37, 15, 42, 7, 11, 37, 34, 44, 50, 4, 45, 10, 20, 27, 17, 44, 25, 38, 44, 6, 15, 19, 36, 30, 42, 5, 28, 13, 32, 32, 47, 35, 14, 23, 11, 32, 17, 24, 12, 49, 49, 5, 30, 37, 3, 4, 26, 4, 6, 11, 38, 49, 3, 12, 44, 30, 28, 0, 18, 9, 1, 24, 7, 12, 33, 26, 4, 46, 13, 26, 15, 22, 34, 25, 37, 39, 42, 34, 10, 24, 20, 20, 4, 45, 43, 22, 12, 32, 16, 12, 6, 45, 27, 27, 38, 8, 45, 46, 7, 16, 29, 17, 28, 15, 3, 12, 11, 30, 9, 17, 35, 15, 50, 34, 30, 35, 29]
[28, 10, 18, 21, 35, 42, 24, 43, 20, 12, 31, 37, 41, 1, 18, 0, 24, 37, 24, 41, 44, 3, 46, 20, 27, 43, 39, 16, 17, 24, 16, 17, 32, 21, 16, 31, 23, 31, 1, 5, 50, 26, 41, 49, 41, 23, 35, 30, 1, 46, 13, 24, 45, 3, 41, 32, 24, 49, 42, 10, 16, 32, 40, 16, 4, 21, 34, 33, 4, 23, 3, 28, 4, 23, 39, 3, 7, 14, 26, 33, 23, 16, 36, 11, 15, 22, 36, 13, 31, 0, 26, 18, 49, 2, 44, 43, 5, 18, 31, 32, 33, 38, 48, 6, 1, 19, 32, 48, 28, 25, 12, 15, 2, 15, 15, 29, 39, 24, 2, 33, 9, 24, 33, 45, 5, 15, 2, 7, 26, 45, 16, 24, 31, 15, 4, 30, 31, 50, 6, 38, 30, 37, 39, 24, 11, 31, 38, 11, 4, 39, 22, 5, 25, 45, 6, 46, 48, 17, 44, 37, 10, 50, 32, 38, 45, 7]
[41, 10, 0, 10, 21, 45, 50, 44, 49, 22, 4, 6, 3, 4, 26, 24, 0, 9, 49, 20, 41, 44, 38, 44, 45, 47, 17, 26, 14, 9, 34, 42, 13, 40, 45, 21, 21, 25, 47, 36, 27, 8, 32, 41, 43, 1, 5, 1, 34, 4, 1, 41, 11, 3, 26, 50, 14, 45, 50, 33, 37, 11, 33, 35, 44, 26, 50, 15, 14, 8, 7, 19, 28, 31, 25, 42, 22, 37, 24, 7, 28, 11, 20, 30, 10, 9, 21, 11, 33, 41, 9, 30, 27, 21, 34, 33, 8, 11, 40, 35, 14, 23, 13, 45, 22, 3, 9, 28, 26, 0, 42, 9, 5, 19, 27, 21, 26, 18, 33, 24, 26, 3, 22, 23, 0, 43, 49, 9, 35, 39, 49, 47, 23, 6, 50, 23, 20, 10, 19, 17, 34, 50, 17, 32, 6, 15, 35, 14, 39, 40, 40, 12, 39, 38, 47, 0, 9, 1, 13, 32, 50, 46, 26, 39, 34, 12]
[30, 19, 21, 20, 9, 3, 0, 10, 27, 3, 30, 45, 45, 47, 34, 37, 9, 0, 43, 34, 34, 50, 39, 41, 15, 13, 36, 44, 22, 9, 45, 15, 26, 35, 38, 5, 21, 3, 22, 4, 10, 46, 38, 7, 27, 4, 43, 4, 47, 5, 40, 48, 43, 20, 15, 35, 20, 30, 27, 37, 25, 36, 37, 7, 50, 41, 15, 38, 19, 10, 12, 45, 45, 31, 32, 27, 47, 50, 27, 36, 21, 25, 17, 8, 11, 34, 23, 27, 21, 32, 17, 38, 27, 36, 10, 19, 13, 9, 3, 33, 45, 31, 11, 9, 45, 1, 29, 33, 12, 46, 37, 50, 15, 22, 20, 12, 7, 16, 43, 14, 5, 27, 11, 21, 25, 43, 31, 42, 16, 41, 27, 15, 46, 22, 29, 23, 37, 4, 33, 31, 38, 0, 48, 33, 47, 3, 36, 40, 42, 20, 35, 4, 5, 29, 25, 20, 8, 37, 40, 49, 24, 14, 44, 13, 17, 43]
[41, 44, 50, 34, 13, 7, 45, 16, 30, 0, 48, 18, 38, 7, 28, 24, 49, 43, 0, 30, 22, 41, 48, 14, 5, 10, 32, 0, 40, 45, 20, 16, 25, 30, 41, 16, 10, 3, 22, 11, 50, 33, 35, 46, 1, 46, 17, 44, 49, 48, 45, 50, 7, 17, 0, 9, 46, 5, 9, 47, 18, 42, 44, 50, 45, 22, 8, 35, 42, 4, 41, 23, 4, 20, 13, 20, 11, 16, 0, 48, 35, 32, 35, 3, 6, 31, 42, 15, 43, 42, 28, 23, 5, 19, 34, 3, 26, 41, 33, 19, 30, 39, 31, 26, 1, 34, 25, 46, 44, 38, 21, 40, 9, 7, 49, 1, 16, 16, 29, 27, 17, 36, 49, 13, 43, 13, 31, 10, 12, 19, 46, 20, 34, 43, 16, 15, 11, 40, 8, 40, 23, 24, 48, 35, 28, 25, 9, 16, 5, 25, 45, 32, 17, 39, 15, 22, 11, 20, 1, 33, 13, 34, 26, 17, 13, 19]
[37, 10, 39, 49, 29, 12, 12, 11, 31, 43, 41, 41, 17, 32, 20, 41, 20, 34, 30, 0, 15, 43, 12, 32, 47, 21, 38, 17, 34, 38, 8, 12, 23, 48, 29, 49, 5, 11, 46, 22, 35, 49, 18, 15, 36, 11, 4, 2, 15, 42, 37, 39, 18, 25, 14, 39, 14, 30, 48, 4, 37, 30, 26, 24, 31, 45, 11, 11, 20, 4, 16, 44, 22, 34, 1, 42, 0, 16, 18, 7, 14, 23, 39, 14, 2, 12, 46, 15, 14, 30, 50, 50, 15, 26, 28, 14, 49, 23, 28, 17, 19, 46, 26, 38, 1, 48, 47, 5, 39, 12, 0, 21, 22, 13, 28, 5, 8, 10, 5, 2, 23, 15, 36, 29, 29, 18, 35, 14, 50, 12, 34, 47, 13, 4, 29, 50, 8, 20, 10, 17, 0, 39, 47, 27, 35, 43, 3, 50, 29, 2, 37, 32, 43, 11, 43, 46, 26, 42, 2, 34, 41, 5, 47, 32, 43, 39]
[26, 9, 19, 11, 43, 28, 48, 26, 1, 30, 15, 20, 46, 28, 37, 44, 41, 34, 22, 15, 0, 26, 26, 48, 15, 26, 17, 24, 31, 29, 24, 41, 39, 44, 50, 21, 4, 8, 16, 28, 2, 14, 47, 49, 5, 28, 16, 18, 3, 3, 23, 25, 3, 38, 2, 0, 29, 24, 36, 23, 24, 11, 47, 30, 38, 38, 19, 12, 14, 34, 3, 6, 33, 7, 10, 23, 5, 24, 30, 6, 26, 24, 5, 0, 6, 40, 29, 38, 40, 14, 15, 39, 2, 22, 41, 36, 15, 15, 36, 37, 36, 2, 0, 32, 46, 4, 1, 35, 20, 2, 13, 48, 13, 32, 47, 24, 22, 0, 11, 15, 48, 18, 43, 7, 35, 27, 44, 47, 36, 6, 4, 38, 41, 49, 34, 50, 32, 3, 41, 43, 3, 31, 45, 5, 40, 34, 39, 41, 3, 21, 37, 8, 1, 23, 15, 7, 12, 40, 27, 35, 37, 1, 3, 30, 50, 49]
[32, 14, 26, 23, 32, 29, 40, 22, 17, 37, 16, 10, 32, 41, 28, 3, 44, 50, 41, 43, 26, 0, 39, 3, 4, 40, 44, 6, 46, 16, 47, 19, 26, 30, 34, 23, 36, 42, 49, 49, 47, 26, 32, 20, 14, 20, 44, 30, 4, 4, 13, 13, 2, 2, 7, 17, 50, 28, 28, 37, 2, 30, 18, 24, 3, 7, 9, 41, 23, 39, 27, 22, 15, 22, 29, 40, 42, 43, 20, 41, 31, 7, 17, 22, 3, 19, 48, 8, 0, 22, 19, 19, 36, 21, 47, 27, 40, 28, 15, 26, 43, 15, 19, 29, 50, 34, 28, 5, 42, 38, 5, 47, 16, 27, 22, 6, 9, 22, 43, 13, 0, 31, 45, 46, 26, 47, 12, 10, 0, 38, 30, 31, 1, 1, 41, 30, 34, 15, 22, 28, 0, 8, 30, 24, 41, 1, 41, 13, 7, 25, 33, 7, 22, 34, 26, 17, 28, 31, 5, 15, 0, 33, 2, 35, 35, 40]
[31, 26, 21, 38, 22, 42, 19, 27, 24, 24, 13, 42, 23, 9, 37, 46, 38, 39, 48, 12, 26, 39, 0, 12, 32, 9, 4, 44, 4, 37, 11, 18, 45, 26, 13, 6, 4, 0, 48, 40, 50, 45, 39, 20, 25, 40, 34, 40, 37, 45, 38, 32, 38, 29, 30, 25, 10, 13, 31, 4, 24, 42, 1, 22, 25, 20, 6, 6, 17, 38, 47, 1, 19, 36, 30, 22, 19, 23, 41, 37, 24, 41, 17, 47, 31, 16, 44, 19, 17, 9, 23, 50, 27, 39, 4, 5, 39, 0, 28, 19, 28, 11, 26, 4, 22, 3, 34, 47, 46, 37, 43, 45, 23, 32, 14, 49, 39, 50, 30, 13, 29, 31, 10, 30, 18, 24, 11, 28, 19, 11, 17, 19, 44, 4, 32, 31, 15, 29, 10, 29, 12, 0, 25, 11, 9, 40, 3, 21, 30, 5, 18, 0, 39, 1, 5, 5, 3, 14, 1, 27, 29, 14, 10, 39, 12, 48]
[19, 45, 26, 25, 8, 23, 0, 0, 45, 7, 29, 32, 33, 23, 20, 20, 44, 41, 14, 32, 48, 3, 12, 0, 21, 10, 30, 33, 29, 26, 42, 28, 15, 24, 12, 31, 42, 31, 49, 30, 12, 25, 15, 9, 29, 8, 40, 37, 46, 19, 36, 27, 46, 22, 46, 10, 12, 34, 29, 9, 18, 35, 35, 16, 34, 47, 44, 6, 14, 15, 44, 14, 29, 38, 9, 27, 49, 24, 2, 25, 20, 29, 22, 39, 3, 36, 31, 21, 0, 18, 38, 36, 5, 4, 45, 46, 45, 13, 35, 7, 4, 32, 48, 14, 4, 45, 48, 27, 45, 2, 48, 29, 49, 38, 10, 35, 7, 7, 4, 15, 37, 25, 25, 13, 46, 16, 31, 21, 7, 17, 8, 11, 18, 33, 14, 39, 10, 1, 6, 25, 34, 18, 8, 47, 21, 19, 10, 16, 17, 3, 18, 11, 17, 9, 34, 35, 2, 23, 16, 17, 48, 36, 20, 35, 8, 48]
[39, 6, 29, 30, 15, 27, 22, 12, 21, 47, 6, 2, 21, 47, 34, 27, 45, 15, 5, 47, 15, 4, 32, 21, 0, 38, 45, 43, 7, 46, 13, 0, 41, 32, 5, 8, 1, 27, 2, 12, 25, 41, 31, 6, 2, 28, 35, 3, 40, 18, 38, 18, 12, 5, 36, 33, 23, 35, 29, 7, 13, 43, 30, 14, 18, 21, 13, 16, 0, 0, 35, 33, 47, 38, 6, 16, 35, 39, 35, 45, 45, 28, 15, 27, 25, 37, 12, 29, 14, 10, 40, 19, 28, 35, 19, 23, 30, 28, 39, 15, 22, 32, 34, 35, 13, 10, 37, 37, 45, 15, 23, 40, 40, 22, 40, 13, 50, 46, 50, 29, 25, 14, 29, 49, 41, 47, 49, 9, 5, 1, 6, 4, 32, 19, 44, 32, 20, 11, 31, 22, 45, 22, 43, 12, 27, 33, 17, 48, 2, 27, 22, 49, 35, 31, 23, 49, 31, 8, 37, 41, 10, 37, 2, 23, 37, 40]
[28, 22, 0, 7, 26, 16, 49, 12, 16, 17, 23, 31, 30, 22, 12, 43, 47, 13, 10, 21, 26, 40, 9, 10, 38, 0, 41, 13, 26, 3, 17, 17, 30, 40, 3, 25, 17, 26, 34, 50, 21, 49, 16, 27, 42, 39, 43, 45, 49, 23, 43, 44, 32, 35, 7, 22, 30, 18, 5, 15, 44, 8, 25, 29, 22, 44, 18, 36, 44, 24, 36, 8, 8, 41, 27, 17, 5, 25, 30, 4, 39, 47, 39, 26, 29, 3, 4, 35, 30, 3, 23, 48, 18, 21, 28, 29, 6, 38, 32, 9, 19, 40, 21, 43, 36, 29, 15, 11, 4, 24, 8, 30, 6, 23, 17, 49, 13, 15, 2, 2, 40, 3, 18, 25, 3, 25, 22, 41, 39, 48, 6, 39, 5, 34, 24, 39, 17, 10, 40, 7, 25, 34, 32, 49, 30, 15, 28, 17, 32, 19, 45, 41, 19, 34, 29, 22, 33, 11, 2, 42, 42, 23, 25, 47, 20, 35]
[41, 11, 32, 26, 33, 23, 28, 2, 3, 27, 28, 18, 50, 11, 2, 39, 17, 36, 32, 38, 17, 44, 4, 30, 45, 41, 0, 9, 32, 28, 34, 26, 27, 11, 50, 41, 22, 21, 34, 4, 30, 35, 28, 14, 13, 44, 33, 31, 38, 35, 31, 16, 26, 35, 16, 33, 43, 36, 49, 47, 36, 5, 25, 43, 27, 35, 40, 35, 49, 16, 42, 16, 14, 13, 41, 40, 44, 26, 23, 31, 6, 33, 21, 3, 20, 40, 20, 9, 7, 26, 24, 6, 33, 13, 12, 18, 44, 40, 35, 37, 47, 24, 47, 19, 36, 28, 16, 42, 23, 4, 20, 16, 29, 39, 47, 26, 25, 46, 43, 34, 7, 38, 35, 16, 50, 10, 41, 0, 28, 29, 42, 11, 49, 48, 18, 10, 43, 35, 35, 43, 18, 13, 44, 8, 0, 37, 33, 47, 15, 48, 3, 27, 41, 26, 1, 37, 23, 25, 25, 12, 19, 6, 47, 18, 17, 3]
[12, 14, 20, 14, 25, 0, 31, 20, 45, 44, 10, 32, 31, 6, 45, 16, 26, 44, 0, 17, 24, 6, 44, 33, 43, 13, 9, 0, 27, 30, 3, 40, 23, 20, 44, 19, 21, 0, 30, 33, 31, 9, 17, 12, 40, 11, 28, 30, 21, 30, 37, 27, 44, 39, 48, 44, 24, 40, 23, 35, 12, 2, 32, 39, 43, 22, 46, 32, 50, 8, 1, 26, 45, 11, 29, 12, 11, 50, 48, 33, 31, 0, 2, 31, 37, 13, 19, 15, 39, 50, 2, 41, 1, 48, 14, 18, 2, 35, 33, 37, 48, 7, 35, 18, 40, 10, 22, 49, 11, 43, 0, 13, 44, 3, 28, 2, 17, 25, 36, 47, 26, 15, 28, 40, 8, 14, 12, 28, 2, 40, 12, 45, 18, 49, 47, 31, 3, 11, 15, 30, 43, 28, 10, 35, 12, 1, 20, 16, 10, 33, 42, 28, 34, 27, 0, 35, 49, 18, 31, 39, 9, 23, 13, 42, 31, 9]
