N1,N2,...,Nx
[5, 38, 3, 46, 18, 16, 16, 14, 13, 26, 6, 6, 2, 3, 0, 1, 38, 30, 16, 17, 28, 0, 38, 45, 24, 23, 45, 2, 29, 30, 8, 8, 5, 16, 30, 34, 6, 35, 19, 17, 35, 4, 34, 39, 44, 24, 20, 29, 10, 42, 20, 32, 34, 11, 19, 40, 40]
[42, 21, 0, 41, 5, 39, 30, 20, 23, 3, 40, 44, 32, 4, 43, 25, 34, 21, 47, 34, 34, 38, 0, 5, 6, 16, 3, 14, 0, 48, 34, 6, 43, 20, 30, 32, 41, 41, 31, 22, 1, 1, 49, 9, 29, 17, 5, 43, 0, 22, 43, 24, 17, 45, 32, 16, 4]
[10, 23, 11, 35, 0, 23, 31, 38, 7, 43, 22, 5, 14, 43, 9, 43, 32, 29, 41, 16, 47, 45, 5, 0, 5, 40, 39, 1, 45, 9, 19, 5, 29, 2, 45, 0, 10, 33, 36, 41, 32, 30, 16, 26, 8, 43, 38, 50, 27, 17, 14, 40, 47, 0, 37, 50, 1]
[36, 45, 31, 16, 24, 9, 29, 16, 47, 37, 15, 13, 25, 42, 18, 17, 18, 10, 4, 47, 7, 24, 6, 5, 0, 37, 39, 29, 47, 28, 27, 18, 14, 6, 39, 13, 28, 36, 44, 22, 41, 46, 40, 42, 40, 39, 5, 36, 21, 50, 41, 29, 42, 19, 38, 28, 8]
[5, 29, 37, 39, 40, 11, 46, 4, 11, 22, 34, 20, 7, 27, 50, 12, 46, 16, 28, 33, 43, 23, 16, 40, 37, 0, 26, 2, 13, 5, 46, 35, 21, 29, 48, 18, 45, 20, 40, 23, 26, 5, 21, 10, 26, 5, 21, 28, 38, 12, 22, 35, 10, 47, 28, 9, 28]
[14, 6, 45, 16, 0, 2, 12, 32, 5, 23, 10, 14, 12, 13, 20, 39, 35, 34, 21, 17, 0, 45, 3, 39, 39, 26, 0, 14, 28, 31, 22, 30, 27, 12, 12, 50, 24, 5, 13, 44, 35, 40, 50, 20, 4, 22, 35, 2, 24, 22, 4, 24, 7, 9, 46, 43, 11]
[24, 49, 15, 46, 22, 0, 7, 13, 22, 5, 5, 23, 40, 37, 15, 8, 36, 13, 10, 38, 48, 2, 14, 1, 29, 2, 14, 0, 32, 36, 21, 47, 0, 37, 23, 48, 14, 36, 23, 42, 50, 29, 12, 44, 12, 10, 39, 2, 40, 44, 42, 36, 27, 45, 23, 16, 11]
[29, 16, 31, 11, 17, 36, 24, 5, 5, 12, 31, 24, 25, 13, 39, 41, 18, 31, 42, 9, 17, 29, 0, 45, 47, 13, 28, 32, 0, 42, 18, 41, 37, 27, 24, 30, 47, 48, 0, 15, 28, 37, 35, 1, 0, 31, 25, 23, 18, 33, 2, 28, 11, 21, 3, 5, 43]
[2, 46, 18, 46, 38, 13, 12, 32, 10, 7, 17, 2, 17, 29, 11, 14, 33, 6, 50, 19, 40, 30, 48, 9, 28, 5, 31, 36, 42, 0, 29, 23, 49, 9, 23, 5, 21, 0, 28, 35, 10, 34, 15, 40, 7, 36, 20, 24, 18, 6, 33, 50, 48, 31, 2, 26, 30]
[9, 11, 25, 33, 31, 34, 29, 4, 23, 26, 0, 27, 17, 45, 13, 38, 36, 15, 26, 24, 33, 8, 34, 19, 27, 46, 22, 21, 18, 29, 0, 37, 45, 17, 42, 26, 15, 14, 11, 46, 10, 40, 29, 14, 48, 15, 18, 44, 2, 50, 7, 19, 28, 44, 21, 36, 28]
[29, 11, 43, 45, 24, 49, 1, 16, 7, 13, 6, 28, 46, 34, 2, 38, 5, 6, 27, 22, 38, 8, 6, 5, 18, 35, 30, 47, 41, 23, 37, 0, 39, 45, 18, 33, 26, 41, 7, 12, 47, 44, 46, 20, 28, 38, 42, 31, 36, 43, 2, 2, 16, 23, 24, 20, 18]
[22, 17, 4, 36, 42, 36, 16, 11, 49, 49, 12, 42, 30, 7, 20, 11, 30, 50, 20, 18, 50, 5, 43, 29, 14, 21, 27, 0, 37, 49, 45, 39, 0, 38, 45, 18, 17, 16, 29, 24, 27, 13, 10, 30, 23, 3, 24, 49, 19, 16, 8, 32, 8, 34, 15, 28, 45]
[14, 50, 38, 26, 28, 23, 13, 17, 8, 11, 16, 4, 2, 24, 42, 32, 19, 46, 8, 48, 23, 16, 20, 2, 6, 29, 12, 37, 27, 9, 17, 45, 38, 0, 42, 13, 4, 5, 8, 45, 12, 25, 13, 16, 35, 11, 10, 27, 44, 22, 38, 16, 30, 28, 30, 31, 21]
[8, 27, 3, 19, 33, 50, 13, 29, 25, 36, 46, 20, 10, 7, 17, 14, 2, 27, 12, 50, 41, 30, 30, 45, 39, 48, 12, 23, 24, 23, 42, 18, 45, 42, 0, 37, 9, 20, 29, 9, 18, 31, 7, 38, 0, 37, 28, 44, 15, 23, 28, 43, 32, 9, 42, 36, 32]
[47, 12, 29, 15, 5, 13, 2, 25, 39, 41, 9, 49, 20, 49, 22, 0, 45, 35, 41, 2, 9, 34, 32, 0, 13, 18, 50, 48, 30, 5, 26, 33, 18, 13, 37, 0, 8, 49, 30, 46, 48, 2, 20, 23, 21, 24, 46, 17, 35, 25, 7, 20, 36, 47, 34, 25, 29]
[46, 36, 27, 4, 24, 3, 5, 48, 22, 21, 9, 40, 24, 45, 48, 18, 11, 50, 47, 21, 8, 6, 41, 10, 28, 45, 24, 14, 47, 21, 15, 26, 17, 4, 9, 8, 0, 5, 8, 36, 4, 30, 6, 44, 15, 11, 19, 10, 49, 47, 5, 42, 34, 7, 30, 9, 23]
[29, 30, 9, 38, 41, 1, 8, 2, 13, 23, 41, 25, 4, 30, 11, 30, 0, 42, 49, 44, 29, 35, 41, 33, 36, 20, 5, 36, 48, 0, 14, 41, 16, 5, 20, 49, 5, 0, 15, 14, 28, 9, 15, 30, 23, 12, 13, 34, 45, 33, 4, 16, 17, 36, 38, 33, 1]
[25, 31, 15, 33, 29, 42, 7, 5, 49, 49, 45, 25, 5, 1, 22, 11, 32, 11, 40, 1, 38, 19, 31, 36, 44, 40, 13, 23, 0, 28, 11, 7, 29, 8, 29, 30, 8, 15, 0, 5, 19, 42, 49, 12, 12, 7, 15, 35, 31, 29, 25, 47, 2, 9, 31, 14, 17]
[37, 26, 14, 25, 11, 30, 36, 9, 13, 2, 9, 49, 21, 47, 44, 26, 45, 49, 42, 34, 29, 17, 22, 41, 22, 23, 44, 42, 15, 35, 46, 12, 24, 45, 9, 46, 36, 14, 5, 0, 17, 14, 41, 35, 3, 27, 43, 37, 1, 16, 39, 30, 28, 28, 2, 19, 36]
[9, 40, 17, 22, 1, 1, 23, 31, 33, 41, 18, 19, 35, 26, 24, 4, 8, 45, 50, 41, 1, 35, 1, 32, 41, 26, 35, 50, 28, 10, 10, 47, 27, 12, 18, 48, 4, 28, 19, 17, 0, 42, 41, 24, 46, 34, 44, 2, 29, 19, 13, 20, 29, 48, 33, 45, 48]
[32, 43, 3, 14, 8, 18, 9, 33, 31, 45, 40, 28, 17, 6, 20, 20, 24, 35, 5, 42, 37, 4, 1, 30, 46, 5, 40, 29, 37, 34, 40, 44, 13, 25, 31, 2, 30, 9, 42, 14, 42, 0, 47, 50, 23, 0, 25, 43, 24, 33, 31, 23, 36, 7, 21, 20, 37]
[18, 27, 16, 21, 31, 47, 20, 44, 28, 2, 35, 34, 40, 9, 22, 22, 17, 39, 18, 14, 29, 34, 49, 16, 40, 21, 50, 12, 35, 15, 29, 46, 10, 13, 7, 20, 6, 15, 49, 41, 41, 47, 0, 42, 6, 50, 8, 9, 45, 0, 17, 3, 45, 12, 28, 1, 31]
[38, 3, 4, 28, 17, 7, 15, 27, 12, 40, 36, 15, 16, 29, 30, 7, 2, 23, 41, 38, 44, 39, 9, 26, 42, 10, 20, 44, 1, 40, 14, 20, 30, 16, 38, 23, 44, 30, 12, 35, 24, 50, 42, 0, 16, 21, 38, 45, 25, 40, 30, 0, 45, 20, 49, 36, 10]
[36, 44, 27, 16, 24, 28, 48, 49, 46, 5, 42, 24, 18, 35, 18, 31, 25, 11, 12, 6, 5, 44, 29, 8, 40, 26, 4, 12, 0, 7, 48, 28, 23, 35, 0, 21, 15, 23, 12, 3, 46, 23, 6, 16, 0, 32, 40, 5, 25, 47, 34, 30, 21, 33, 39, 30, 30]
[4, 28, 43, 21, 36, 19, 26, 34, 19, 17, 31, 41, 13, 4, 15, 31, 25, 27, 38, 24, 49, 24, 17, 43, 39, 5, 22, 10, 31, 36, 15, 38, 3, 11, 37, 24, 11, 12, 7, 27, 34, 0, 50, 21, 32, 0, 25, 43, 11, 49, 2, 44, 14, 2, 17, 6, 20]
[27, 35, 35, 29, 40, 5, 9, 7, 35, 29, 43, 43, 22, 43, 36, 18, 0, 32, 19, 21, 25, 20, 5, 38, 5, 21, 35, 39, 25, 20, 18, 42, 24, 10, 28, 46, 19, 13, 15, 43, 44, 25, 8, 38, 40, 25, 0, 25, 12, 19, 26, 19, 16, 16, 24, 5, 19]
[23, 10, 7, 9, 32, 23, 39, 38, 39, 48, 49, 10, 35, 4, 48, 9, 43, 49, 23, 8, 20, 29, 43, 50, 36, 28, 2, 2, 23, 24, 44, 31, 49, 27, 44, 17, 10, 34, 35, 37, 2, 43, 9, 45, 5, 43, 25, 0, 18, 9, 36, 28, 31, 22, 30, 28, 30]
[18, 13, 32, 38, 36, 11, 18, 29, 11, 41, 3, 30, 0, 45, 3, 24, 18, 16, 50, 33, 20, 10, 0, 27, 21, 38, 24, 40, 18, 18, 2, 36, 19, 44, 15, 35, 49, 45, 31, 1, 29, 24, 45, 25, 25, 11, 12, 18, 0, 36, 25, 26, 13, 8, 42, 21, 36]
[11, 39, 27, 17, 31, 13, 35, 48, 48, 30, 10, 13, 50, 15, 42, 13, 44, 35, 22, 5, 24, 42, 22, 17, 50, 12, 22, 44, 33, 6, 50, 43, 16, 22, 23, 25, 47, 33, 29, 16, 19, 33, 0, 40, 47, 49, 19, 9, 36, 0, 7, 10, 49, 39, 30, 5, 37]
[7, 27, 38, 26, 9, 7, 5, 40, 43, 31, 3, 46, 36, 43, 41, 18, 41, 17, 27, 27, 34, 20, 43, 14, 41, 22, 4, 42, 2, 33, 7, 2, 8, 38, 28, 7, 5, 4, 25, 39, 13, 31, 17, 30, 34, 2, 26, 36, 25, 7, 0, 33, 27, 36, 45, 14, 12]
[7, 16, 34, 41, 0, 38, 40, 13, 42, 42, 47, 37, 6, 16, 22, 41, 9, 29, 5, 26, 47, 32, 24, 40, 29, 35, 24, 36, 28, 50, 19, 2, 32, 16, 43, 20, 42, 16, 47, 30, 20, 23, 3, 0, 30, 44, 19, 28, 26, 10, 33, 0, 7, 33, 17, 48, 23]
[17, 42, 21, 25, 37, 43, 17, 43, 5, 32, 44, 26, 48, 12, 23, 7, 21, 24, 43, 19, 14, 34, 17, 47, 42, 10, 7, 27, 11, 48, 28, 16, 8, 30, 32, 36, 34, 17, 2, 28, 29, 36, 45, 45, 21, 14, 16, 31, 13, 49, 27, 7, 0, 10, 30, 39, 42]
[3, 45, 10, 36, 41, 14, 41, 16, 50, 13, 33, 22, 44, 4, 6, 49, 21, 10, 24, 49, 46, 11, 45, 0, 19, 47, 9, 45, 21, 31, 44, 23, 34, 28, 9, 47, 7, 36, 9, 28, 48, 7, 12, 20, 33, 2, 16, 22, 8, 39, 36, 33, 10, 0, 36, 22, 14]
[10, 24, 2, 13, 38, 3, 9, 33, 16, 6, 24, 3, 35, 16, 33, 17, 18, 15, 10, 36, 48, 19, 32, 37, 38, 28, 46, 23, 3, 2, 21, 24, 15, 30, 42, 34, 30, 38, 31, 2, 33, 21, 28, 49, 39, 17, 24, 30, 42, 30, 45, 17, 30, 36, 0, 40, 41]
[7, 16, 1, 25, 42, 9, 28, 32, 25, 20, 10, 11, 8, 49, 37, 16, 33, 27, 12, 32, 50, 40, 16, 50, 28, 9, 43, 16, 5, 26, 36, 20, 28, 31, 36, 25, 9, 33, 14, 19, 45, 20, 1, 36, 30, 6, 5, 28, 21, 5, 14, 48, 39, 22, 40, 0, 38]
[40, 28, 3, 9, 26, 1, 11, 37, 18, 13, 5, 7, 15, 6, 21, 2, 35, 16, 44, 6, 35, 40, 4, 1, 8, 28, 11, 11, 43, 30, 28, 18, 45, 21, 32, 29, 23, 1, 17, 36, 48, 37, 31, 10, 30, 20, 19, 30, 36, 37, 12, 23, 42, 14, 41, 38, 0]
