N1,N2,...,Nx
[29, 7, 13, 50, 42, 19, 27, 24, 20, 16, 0, 50, 37, 23, 25, 36, 0, 14, 38, 34, 8, 10, 20, 11, 24, 19, 39, 18, 21, 8, 11, 18, 31, 49, 0, 23, 27, 21, 21, 22, 20, 43, 3, 24, 13, 31, 3, 17, 15, 35, 10, 23, 36, 26, 48, 11, 41, 6, 5, 16, 4, 16, 2, 17, 10, 6, 19, 45, 27, 13, 2, 20, 35, 23, 7, 33, 26, 14, 28, 37, 35, 41, 5, 11, 49, 27, 12, 37, 47, 0, 17, 41, 0, 19, 17, 5, 9, 13, 32, 43, 17, 4, 42, 1, 13, 25, 50, 3, 3, 24, 1, 19, 5, 10, 24, 50, 15, 33, 20, 12, 8, 37, 41, 46, 38, 25, 13, 24, 35, 15, 1, 25, 30, 32, 1, 35, 17, 31, 46, 45, 50, 25, 25, 7, 18, 33, 50, 37, 31, 19, 15, 43, 3, 19]
[39, 8, 33, 9, 20, 15, 31, 27, 32, 8, 50, 0, 9, 43, 39, 2, 44, 22, 27, 37, 11, 30, 39, 40, 25, 42, 18, 21, 1, 39, 6, 22, 42, 19, 37, 42, 6, 3, 44, 44, 32, 28, 28, 19, 31, 6, 24, 24, 30, 11, 46, 4, 45, 8, 7, 49, 2, 41, 40, 45, 0, 8, 15, 40, 17, 6, 15, 26, 17, 47, 38, 36, 37, 12, 41, 42, 46, 40, 10, 26, 8, 9, 12, 17, 33, 42, 9, 48, 40, 47, 49, 33, 20, 50, 31, 35, 40, 39, 33, 38, 5, 34, 32, 11, 31, 21, 41, 49, 38, 47, 17, 29, 4, 33, 10, 44, 22, 18, 18, 33, 30, 4, 43, 35, 2, 33, 13, 6, 27, 4, 21, 32, 15, 26, 17, 16, 35, 27, 6, 31, 27, 5, 18, 45, 16, 35, 49, 2, 44, 17, 2, 29, 37, 25]
[36, 24, 7, 36, 41, 8, 0, 27, 3, 28, 37, 9, 0, 18, 14, 24, 24, 29, 44, 19, 15, 21, 44, 2, 14, 27, 49, 19, 21, 5, 24, 49, 43, 36, 38, 15, 48, 31, 25, 3, 18, 46, 28, 6, 32, 23, 35, 42, 42, 4, 33, 43, 1, 9, 23, 15, 43, 15, 30, 9, 6, 14, 32, 35, 11, 45, 35, 40, 39, 10, 12, 36, 32, 34, 4, 17, 16, 9, 26, 35, 38, 37, 13, 31, 1, 40, 1, 12, 11, 7, 36, 32, 18, 50, 11, 20, 25, 17, 20, 37, 7, 5, 1, 42, 13, 5, 48, 3, 2, 12, 11, 50, 28, 15, 36, 38, 38, 22, 43, 4, 21, 45, 34, 28, 45, 21, 0, 42, 49, 41, 24, 36, 10, 2, 43, 28, 36, 34, 30, 10, 22, 41, 42, 23, 47, 42, 45, 48, 29, 3, 36, 1, 39, 6]
[9, 3, 15, 44, 28, 22, 43, 16, 2, 33, 23, 43, 18, 0, 36, 25, 17, 29, 44, 26, 41, 38, 11, 23, 27, 36, 19, 38, 22, 35, 17, 36, 37, 16, 37, 38, 8, 12, 1, 49, 43, 27, 21, 32, 17, 9, 11, 37, 22, 46, 23, 13, 10, 7, 6, 49, 0, 13, 17, 19, 46, 18, 17, 46, 43, 46, 50, 10, 27, 24, 10, 6, 31, 10, 14, 2, 30, 45, 41, 14, 40, 37, 5, 9, 35, 50, 17, 19, 18, 4, 48, 49, 38, 22, 26, 19, 34, 23, 3, 41, 19, 41, 27, 17, 2, 20, 10, 46, 1, 24, 43, 14, 17, 20, 20, 11, 14, 50, 4, 6, 22, 48, 13, 21, 36, 1, 50, 47, 10, 39, 2, 15, 32, 34, 49, 41, 20, 29, 11, 8, 35, 21, 25, 39, 19, 39, 45, 33, 38, 35, 14, 10, 45, 34]
[6, 10, 45, 21, 33, 18, 20, 0, 21, 24, 25, 39, 14, 36, 0, 30, 39, 2, 39, 1, 50, 50, 27, 24, 27, 9, 4, 40, 13, 45, 41, 7, 2, 26, 15, 0, 43, 16, 4, 25, 15, 36, 43, 48, 18, 44, 41, 0, 37, 31, 13, 35, 38, 24, 25, 9, 10, 38, 8, 3, 9, 32, 41, 46, 38, 24, 21, 15, 35, 26, 17, 48, 26, 32, 35, 37, 5, 5, 41, 36, 26, 45, 15, 22, 41, 0, 28, 35, 17, 20, 23, 31, 23, 17, 31, 17, 48, 10, 1, 1, 45, 2, 8, 40, 49, 23, 19, 9, 16, 1, 49, 5, 19, 43, 2, 20, 48, 5, 29, 7, 34, 5, 35, 25, 28, 43, 39, 3, 21, 4, 4, 19, 42, 22, 34, 20, 16, 31, 38, 40, 0, 48, 11, 25, 48, 17, 29, 42, 23, 3, 41, 34, 21, 35]
[21, 3, 6, 15, 3, 6, 22, 3, 19, 1, 36, 2, 24, 25, 30, 0, 46, 37, 5, 50, 7, 3, 3, 19, 22, 7, 15, 27, 6, 47, 15, 18, 44, 3, 32, 41, 18, 40, 34, 17, 10, 44, 42, 49, 18, 44, 32, 12, 33, 5, 2, 41, 44, 7, 29, 15, 18, 13, 15, 45, 28, 47, 5, 3, 33, 12, 33, 31, 33, 16, 39, 31, 36, 20, 26, 11, 38, 0, 3, 39, 9, 6, 22, 38, 35, 38, 23, 23, 11, 11, 15, 21, 31, 3, 9, 45, 29, 48, 22, 3, 20, 8, 26, 50, 9, 30, 33, 30, 50, 35, 47, 43, 10, 12, 5, 47, 41, 0, 42, 4, 12, 48, 28, 2, 44, 43, 15, 40, 45, 1, 5, 38, 7, 0, 46, 22, 27, 46, 10, 18, 33, 12, 12, 49, 31, 14, 28, 33, 45, 31, 15, 43, 22, 1]
[9, 19, 20, 46, 1, 18, 37, 18, 3, 37, 0, 44, 24, 17, 39, 46, 0, 14, 24, 15, 50, 7, 8, 21, 48, 25, 16, 0, 24, 3, 4, 45, 14, 10, 10, 0, 10, 13, 8, 4, 6, 12, 29, 24, 14, 46, 15, 5, 48, 36, 27, 12, 15, 30, 32, 23, 46, 40, 48, 44, 42, 40, 7, 11, 13, 25, 50, 32, 32, 23, 35, 34, 36, 32, 38, 20, 10, 12, 50, 34, 46, 25, 30, 28, 11, 4, 41, 32, 27, 26, 14, 34, 26, 37, 16, 28, 38, 34, 27, 2, 29, 34, 44, 42, 30, 3, 7, 50, 42, 21, 50, 11, 2, 44, 40, 19, 11, 24, 32, 45, 2, 27, 35, 49, 13, 11, 12, 44, 45, 40, 43, 16, 37, 48, 34, 27, 30, 40, 37, 22, 39, 4, 36, 32, 35, 23, 21, 9, 26, 29, 34, 34, 35, 43]
[13, 45, 2, 36, 21, 31, 26, 43, 18, 26, 14, 22, 29, 29, 2, 37, 14, 0, 25, 33, 16, 7, 33, 6, 33, 19, 0, 6, 11, 20, 19, 16, 37, 49, 39, 23, 49, 27, 32, 37, 7, 24, 36, 41, 39, 10, 20, 23, 19, 35, 33, 17, 13, 11, 24, 32, 23, 26, 0, 1, 45, 46, 4, 35, 32, 0, 34, 14, 32, 45, 43, 13, 36, 10, 16, 31, 3, 5, 42, 31, 6, 40, 42, 6, 29, 18, 0, 0, 12, 35, 28, 14, 24, 46, 30, 35, 49, 36, 41, 20, 20, 23, 27, 23, 4, 47, 41, 25, 1, 16, 22, 34, 29, 8, 7, 8, 14, 5, 23, 12, 9, 16, 35, 34, 8, 42, 36, 37, 25, 30, 14, 27, 4, 34, 10, 18, 49, 28, 1, 46, 17, 44, 11, 31, 4, 37, 38, 11, 3, 4, 47, 38, 23, 47]
[15, 16, 32, 25, 26, 19, 42, 33, 0, 47, 38, 27, 44, 44, 39, 5, 24, 25, 0, 12, 36, 23, 10, 25, 16, 9, 23, 43, 5, 6, 0, 4, 17, 41, 1, 20, 30, 20, 24, 22, 4, 38, 31, 48, 18, 31, 27, 14, 49, 11, 20, 24, 13, 42, 26, 17, 30, 17, 12, 20, 8, 8, 8, 15, 44, 16, 14, 25, 42, 9, 43, 30, 49, 32, 39, 45, 33, 43, 12, 17, 18, 17, 15, 40, 44, 9, 20, 15, 43, 33, 35, 18, 35, 38, 1, 5, 37, 9, 25, 41, 8, 39, 16, 15, 7, 11, 10, 1, 17, 18, 27, 27, 4, 23, 21, 13, 27, 35, 48, 25, 47, 5, 36, 38, 48, 15, 45, 11, 4, 13, 48, 21, 28, 24, 25, 25, 43, 40, 10, 31, 21, 48, 48, 17, 47, 15, 25, 28, 3, 22, 28, 19, 35, 28]
[15, 43, 7, 13, 35, 39, 27, 19, 43, 28, 34, 37, 19, 26, 1, 50, 15, 33, 12, 0, 10, 1, 10, 32, 44, 40, 6, 44, 32, 21, 36, 47, 8, 23, 25, 3, 26, 32, 19, 35, 48, 17, 44, 42, 6, 34, 9, 32, 7, 44, 23, 13, 14, 7, 27, 45, 30, 13, 18, 39, 29, 19, 12, 21, 48, 7, 25, 7, 21, 19, 24, 45, 37, 6, 17, 4, 33, 29, 41, 41, 12, 37, 10, 50, 19, 41, 8, 22, 50, 13, 47, 7, 9, 17, 33, 46, 44, 34, 22, 42, 34, 19, 10, 36, 29, 32, 32, 39, 36, 6, 28, 36, 36, 48, 46, 20, 14, 38, 38, 41, 18, 37, 19, 14, 0, 42, 47, 50, 39, 50, 0, 16, 10, 42, 19, 47, 9, 50, 18, 3, 1, 25, 12, 13, 12, 5, 37, 14, 33, 38, 41, 44, 22, 7]
[43, 8, 9, 38, 45, 47, 47, 45, 5, 29, 8, 11, 15, 41, 50, 7, 50, 16, 36, 10, 0, 39, 17, 2, 3, 42, 46, 38, 13, 41, 9, 16, 37, 49, 19, 17, 42, 11, 20, 19, 0, 4, 6, 19, 3, 43, 46, 4, 48, 14, 26, 35, 43, 17, 24, 9, 11, 4, 36, 34, 50, 18, 47, 36, 7, 11, 18, 5, 25, 43, 9, 10, 2, 13, 18, 4, 0, 36, 2, 1, 50, 13, 7, 13, 39, 5, 47, 37, 27, 29, 38, 39, 50, 12, 22, 28, 11, 6, 44, 15, 36, 48, 45, 35, 7, 35, 16, 32, 15, 18, 1, 36, 13, 19, 4, 8, 49, 13, 14, 34, 4, 43, 9, 27, 46, 34, 20, 31, 3, 35, 48, 24, 20, 27, 47, 17, 3, 16, 28, 44, 25, 15, 40, 35, 48, 5, 17, 18, 8, 37, 48, 13, 15, 47]
[24, 43, 11, 9, 43, 2, 10, 42, 30, 4, 10, 30, 21, 38, 50, 3, 7, 7, 23, 1, 39, 0, 15, 2, 33, 45, 13, 48, 7, 7, 20, 32, 25, 5, 44, 44, 48, 2, 1, 19, 45, 38, 16, 16, 25, 6, 18, 22, 48, 20, 13, 42, 18, 46, 5, 19, 18, 15, 2, 40, 5, 20, 45, 5, 26, 31, 1, 42, 32, 27, 23, 38, 48, 5, 14, 13, 19, 13, 19, 10, 20, 5, 43, 6, 1, 10, 24, 33, 44, 16, 23, 8, 1, 24, 48, 36, 5, 20, 38, 0, 35, 2, 3, 11, 8, 15, 14, 44, 47, 13, 50, 50, 3, 15, 38, 30, 42, 45, 38, 20, 30, 10, 4, 9, 2, 6, 10, 40, 34, 43, 30, 43, 28, 42, 26, 38, 14, 15, 38, 25, 20, 8, 28, 5, 26, 20, 49, 7, 43, 47, 33, 29, 46, 27]
[21, 27, 29, 10, 30, 7, 21, 18, 17, 32, 20, 39, 44, 11, 27, 3, 8, 33, 10, 10, 17, 15, 0, 23, 3, 42, 38, 38, 8, 31, 47, 31, 12, 47, 37, 1, 17, 26, 50, 30, 37, 37, 26, 42, 36, 46, 0, 44, 14, 11, 14, 12, 20, 49, 37, 33, 44, 16, 11, 44, 35, 23, 30, 36, 43, 43, 1, 34, 3, 13, 5, 6, 7, 13, 32, 45, 47, 32, 30, 12, 3, 19, 21, 10, 19, 46, 26, 16, 8, 5, 9, 35, 19, 19, 35, 18, 46, 34, 27, 42, 45, 20, 42, 35, 18, 25, 48, 0, 16, 50, 25, 42, 3, 25, 39, 1, 6, 7, 32, 8, 49, 39, 15, 10, 3, 42, 30, 8, 37, 26, 46, 27, 0, 33, 45, 17, 34, 25, 10, 48, 16, 12, 4, 40, 17, 35, 35, 34, 14, 12, 21, 6, 35, 35]
[43, 40, 33, 6, 12, 39, 5, 38, 41, 44, 11, 40, 2, 23, 24, 19, 21, 6, 25, 32, 2, 2, 23, 0, 40, 39, 29, 35, 21, 46, 6, 30, 0, 4, 43, 15, 25, 38, 43, 19, 45, 7, 8, 22, 22, 50, 39, 30, 33, 46, 14, 37, 47, 22, 32, 11, 37, 24, 17, 31, 20, 48, 33, 47, 16, 23, 1, 37, 45, 39, 39, 18, 15, 33, 10, 20, 19, 27, 30, 36, 25, 50, 10, 23, 38, 41, 40, 40, 42, 44, 39, 28, 8, 48, 33, 45, 19, 28, 15, 48, 4, 33, 30, 4, 0, 43, 19, 45, 29, 23, 20, 9, 40, 40, 37, 32, 47, 30, 33, 0, 21, 7, 33, 38, 8, 47, 18, 12, 19, 33, 41, 4, 10, 27, 48, 24, 12, 7, 34, 9, 49, 2, 10, 50, 19, 17, 32, 15, 17, 23, 26, 19, 18, 36]
[11, 40, 32, 49, 33, 30, 6, 3, 19, 36, 24, 25, 14, 27, 27, 22, 48, 33, 16, 44, 3, 33, 3, 40, 0, 29, 7, 24, 39, 50, 14, 17, 7, 49, 5, 47, 6, 44, 20, 43, 28, 15, 47, 20, 15, 13, 25, 47, 31, 43, 9, 29, 44, 44, 40, 12, 6, 11, 38, 3, 4, 1, 47, 8, 29, 20, 45, 45, 34, 18, 15, 19, 40, 16, 4, 16, 47, 37, 3, 47, 26, 11, 48, 0, 7, 4, 39, 32, 32, 11, 13, 29, 35, 44, 15, 1, 37, 38, 23, 18, 39, 5, 19, 33, 32, 10, 24, 27, 46, 30, 45, 36, 12, 49, 17, 39, 45, 10, 11, 45, 47, 44, 30, 39, 23, 4, 30, 47, 2, 20, 49, 30, 43, 48, 19, 3, 36, 31, 5, 49, 47, 38, 15, 42, 34, 8, 30, 3, 3, 14, 22, 27, 2, 42]
[9, 0, 32, 31, 28, 38, 14, 1, 19, 45, 19, 42, 27, 36, 9, 7, 25, 19, 9, 40, 42, 45, 42, 39, 29, 0, 45, 6, 37, 43, 30, 34, 32, 27, 46, 30, 14, 19, 11, 8, 5, 11, 13, 46, 15, 6, 25, 38, 28, 18, 36, 18, 12, 48, 36, 37, 49, 41, 41, 39, 8, 17, 39, 15, 39, 40, 7, 26, 48, 16, 1, 28, 9, 10, 46, 32, 37, 37, 1, 38, 16, 14, 25, 46, 17, 18, 29, 44, 20, 20, 27, 43, 23, 4, 5, 48, 49, 13, 14, 25, 22, 47, 28, 6, 2, 16, 9, 2, 21, 19, 4, 14, 35, 17, 13, 27, 20, 2, 38, 47, 21, 21, 25, 37, 27, 10, 0, 10, 25, 13, 41, 41, 33, 16, 18, 20, 49, 13, 40, 14, 23, 16, 7, 31, 28, 14, 16, 45, 25, 31, 41, 13, 47, 0]
[6, 18, 15, 30, 4, 31, 34, 22, 47, 2, 39, 18, 49, 19, 4, 15, 16, 0, 23, 6, 46, 13, 38, 29, 7, 45, 0, 13, 26, 13, 22, 12, 18, 10, 35, 38, 32, 13, 23, 23, 23, 0, 2, 7, 35, 34, 18, 11, 9, 8, 23, 25, 27, 0, 28, 28, 26, 49, 10, 25, 32, 43, 46, 12, 21, 11, 15, 13, 8, 47, 26, 16, 23, 37, 43, 3, 4, 41, 32, 6, 44, 10, 22, 37, 21, 35, 24, 2, 50, 21, 33, 10, 48, 3, 13, 27, 35, 41, 47, 46, 21, 26, 8, 20, 36, 50, 35, 19, 33, 47, 17, 36, 29, 34, 44, 44, 31, 46, 38, 14, 4, 0, 35, 41, 5, 0, 41, 50, 19, 30, 1, 12, 37, 50, 47, 43, 38, 17, 18, 39, 40, 29, 5, 12, 49, 48, 10, 42, 23, 47, 50, 14, 7, 19]
[29, 13, 21, 14, 49, 38, 34, 27, 45, 13, 18, 21, 19, 38, 40, 27, 0, 6, 43, 44, 38, 48, 38, 35, 24, 6, 13, 0, 13, 27, 44, 25, 49, 16, 15, 46, 49, 2, 33, 27, 22, 44, 37, 33, 20, 16, 47, 4, 0, 41, 2, 36, 5, 49, 32, 14, 35, 5, 33, 23, 36, 44, 3, 49, 24, 41, 32, 47, 38, 13, 12, 21, 49, 34, 8, 6, 5, 36, 48, 2, 16, 5, 21, 49, 11, 17, 4, 48, 5, 3, 16, 45, 22, 21, 36, 10, 43, 7, 0, 39, 3, 40, 4, 47, 13, 35, 35, 30, 28, 6, 41, 4, 12, 37, 28, 30, 30, 17, 38, 11, 17, 2, 21, 8, 2, 47, 23, 47, 32, 2, 18, 32, 15, 31, 29, 13, 15, 34, 38, 14, 34, 49, 14, 34, 32, 0, 28, 28, 15, 49, 43, 41, 20, 20]
[3, 47, 23, 21, 26, 22, 50, 23, 11, 5, 21, 1, 21, 22, 13, 6, 24, 11, 5, 32, 13, 7, 8, 21, 39, 37, 26, 13, 0, 23, 4, 32, 2, 18, 36, 49, 48, 11, 5, 28, 16, 7, 30, 8, 9, 12, 43, 25, 32, 14, 21, 3, 38, 2, 6, 38, 44, 0, 48, 48, 0, 50, 11, 13, 7, 11, 48, 41, 17, 9, 48, 15, 16, 24, 26, 38, 10, 45, 4, 28, 44, 15, 14, 21, 13, 50, 11, 9, 20, 31, 30, 16, 38, 39, 13, 7, 4, 45, 34, 49, 3, 38, 21, 30, 40, 45, 46, 35, 44, 2, 26, 39, 44, 23, 37, 12, 38, 15, 30, 28, 8, 39, 24, 16, 46, 15, 49, 28, 39, 4, 13, 16, 19, 31, 36, 17, 10, 44, 25, 17, 24, 8, 39, 11, 14, 39, 14, 5, 46, 14, 15, 10, 45, 10]
[37, 39, 19, 13, 46, 11, 33, 13, 29, 10, 8, 39, 5, 35, 45, 47, 3, 20, 6, 21, 41, 7, 31, 46, 50, 43, 13, 27, 23, 0, 26, 31, 17, 32, 1, 30, 38, 16, 21, 3, 6, 19, 39, 26, 6, 27, 9, 49, 5, 16, 32, 27, 7, 10, 17, 12, 23, 23, 21, 34, 15, 21, 14, 0, 24, 42, 30, 0, 41, 2, 19, 47, 5, 27, 27, 35, 8, 4, 16, 38, 14, 7, 27, 39, 8, 8, 44, 12, 33, 21, 12, 2, 20, 33, 26, 6, 15, 5, 50, 42, 29, 39, 26, 46, 18, 46, 21, 8, 17, 43, 45, 33, 47, 23, 22, 18, 28, 11, 28, 3, 31, 33, 40, 16, 50, 34, 49, 37, 40, 26, 40, 33, 39, 10, 19, 6, 18, 6, 7, 12, 22, 49, 12, 30, 10, 46, 44, 45, 43, 23, 16, 48, 22, 47]
