N1,N2,...,Nx
[39, 34, 6, 17, 30, 1, 18, 10, 10, 22, 0, 21, 2, 6, 37, 22, 9, 46, 41, 2, 32, 12, 30, 38, 26, 40, 30, 43, 19, 27, 43, 40, 45, 0, 23, 20, 22, 21, 14, 30, 38, 33, 12, 38, 36, 47, 5, 38, 22, 35, 28, 27, 13, 14, 40, 48, 13, 16, 43, 20, 39, 14, 2, 23, 49, 12, 34, 21, 14, 11, 27, 15, 13, 1, 19, 27, 44, 49, 14, 40, 10, 3, 16, 25, 26, 31, 25, 41, 1, 48, 12, 24, 6, 8, 47, 26, 32, 32, 39, 24, 21, 5, 43, 22, 27, 18, 23, 20, 25, 8, 11, 33, 8, 26, 33, 27, 20, 0, 18, 4, 37, 37, 50, 23, 26, 10, 37, 10, 9, 47, 13, 25, 18, 11, 46, 19, 23, 9, 18, 4]
[26, 25, 23, 33, 19, 0, 25, 25, 23, 47, 21, 0, 22, 49, 25, 24, 33, 6, 7, 35, 5, 5, 46, 17, 9, 43, 32, 23, 0, 13, 12, 32, 25, 5, 24, 34, 12, 12, 27, 44, 44, 18, 49, 4, 29, 25, 31, 36, 17, 5, 15, 48, 43, 49, 37, 32, 24, 39, 39, 28, 17, 44, 20, 11, 3, 15, 8, 49, 43, 49, 21, 38, 33, 33, 36, 35, 50, 10, 1, 11, 41, 47, 12, 38, 47, 34, 40, 14, 4, 41, 39, 31, 29, 48, 0, 47, 28, 5, 36, 22, 38, 40, 20, 2, 34, 49, 36, 40, 24, 10, 9, 39, 20, 27, 6, 10, 39, 5, 44, 34, 29, 41, 47, 4, 27, 19, 44, 30, 33, 32, 44, 31, 8, 26, 1, 39, 25, 39, 22, 35]
[36, 39, 50, 26, 32, 36, 3, 4, 8, 5, 2, 22, 0, 47, 2, 10, 14, 25, 26, 29, 39, 5, 47, 22, 42, 37, 48, 29, 46, 17, 21, 29, 24, 17, 10, 35, 47, 15, 15, 6, 25, 9, 44, 28, 5, 19, 24, 31, 43, 38, 21, 31, 25, 15, 11, 37, 35, 0, 5, 48, 26, 28, 36, 3, 47, 32, 5, 15, 1, 4, 0, 20, 19, 44, 30, 47, 42, 41, 31, 0, 2, 27, 15, 28, 50, 34, 36, 19, 8, 15, 27, 2, 33, 10, 45, 6, 44, 39, 10, 31, 21, 2, 18, 9, 17, 37, 12, 18, 4, 38, 50, 37, 9, 3, 26, 47, 38, 15, 46, 26, 48, 7, 28, 25, 39, 19, 6, 42, 34, 48, 50, 3, 7, 44, 24, 11, 28, 35, 4, 22]
[22, 33, 7, 0, 11, 14, 49, 7, 32, 10, 6, 49, 47, 0, 10, 49, 30, 31, 9, 11, 8, 25, 38, 25, 50, 18, 4, 43, 31, 34, 39, 11, 14, 48, 39, 18, 10, 19, 13, 9, 50, 39, 20, 23, 38, 27, 28, 47, 15, 28, 8, 7, 0, 27, 33, 12, 49, 32, 26, 41, 48, 6, 29, 5, 11, 1, 11, 48, 22, 29, 7, 21, 22, 20, 37, 31, 11, 41, 0, 7, 9, 41, 16, 4, 5, 16, 35, 44, 30, 30, 23, 25, 10, 17, 0, 28, 17, 6, 47, 9, 39, 24, 22, 25, 23, 31, 13, 2, 10, 19, 18, 37, 10, 6, 35, 7, 32, 15, 39, 45, 43, 49, 34, 15, 3, 23, 45, 15, 28, 20, 35, 44, 1, 23, 2, 30, 1, 5, 1, 30]
[30, 48, 48, 48, 20, 23, 12, 15, 42, 10, 37, 25, 2, 10, 0, 42, 33, 12, 26, 7, 6, 13, 39, 11, 8, 27, 6, 38, 35, 33, 37, 10, 8, 35, 26, 26, 6, 47, 11, 7, 31, 0, 36, 18, 40, 14, 34, 23, 7, 14, 35, 41, 18, 33, 40, 27, 0, 13, 24, 2, 15, 21, 40, 10, 24, 41, 48, 38, 23, 25, 41, 2, 34, 5, 44, 1, 29, 28, 21, 40, 7, 22, 5, 3, 19, 39, 40, 24, 13, 7, 38, 10, 21, 47, 46, 3, 31, 10, 25, 33, 36, 1, 32, 48, 42, 11, 40, 0, 32, 11, 44, 32, 38, 49, 25, 22, 26, 12, 9, 4, 18, 39, 27, 19, 17, 43, 9, 26, 30, 4, 14, 30, 18, 4, 31, 22, 19, 22, 7, 20]
[9, 43, 47, 15, 18, 3, 31, 38, 22, 7, 22, 24, 10, 49, 42, 0, 17, 15, 46, 46, 0, 1, 7, 40, 15, 24, 1, 28, 50, 41, 16, 15, 15, 17, 36, 42, 19, 36, 9, 9, 34, 42, 45, 32, 29, 20, 15, 29, 32, 22, 48, 29, 11, 40, 11, 8, 0, 47, 1, 36, 13, 40, 46, 31, 27, 50, 5, 46, 41, 28, 10, 0, 33, 43, 38, 27, 17, 3, 42, 29, 13, 45, 0, 9, 25, 27, 37, 4, 12, 6, 44, 18, 22, 31, 19, 34, 9, 10, 45, 39, 8, 32, 23, 22, 26, 38, 41, 22, 20, 29, 48, 28, 3, 1, 10, 24, 2, 15, 27, 26, 17, 25, 43, 34, 0, 49, 21, 7, 9, 29, 33, 24, 40, 46, 19, 31, 16, 3, 2, 18]
[16, 35, 11, 9, 30, 4, 34, 37, 30, 24, 9, 33, 14, 30, 33, 17, 0, 14, 20, 45, 47, 29, 10, 14, 32, 3, 43, 11, 7, 10, 49, 42, 18, 47, 25, 35, 49, 18, 47, 1, 45, 48, 30, 46, 29, 31, 42, 25, 13, 40, 7, 33, 13, 48, 21, 32, 33, 10, 21, 31, 36, 50, 19, 19, 6, 37, 44, 42, 44, 47, 46, 7, 9, 12, 48, 37, 7, 17, 19, 10, 4, 40, 28, 47, 40, 30, 49, 44, 37, 12, 16, 49, 41, 0, 8, 3, 13, 40, 12, 8, 47, 46, 29, 49, 9, 27, 29, 40, 36, 5, 0, 17, 18, 27, 39, 22, 6, 10, 9, 47, 6, 30, 21, 29, 47, 34, 38, 39, 23, 24, 28, 22, 47, 25, 11, 41, 30, 34, 17, 42]
[23, 7, 7, 11, 31, 41, 22, 8, 49, 8, 46, 6, 25, 31, 12, 15, 14, 0, 42, 12, 35, 22, 14, 39, 14, 22, 11, 3, 37, 2, 10, 38, 38, 27, 16, 12, 18, 9, 50, 6, 12, 34, 19, 8, 1, 0, 31, 3, 44, 30, 4, 34, 33, 31, 24, 24, 12, 11, 8, 12, 50, 5, 24, 41, 49, 42, 20, 16, 29, 43, 12, 36, 23, 11, 8, 17, 25, 16, 38, 20, 38, 46, 11, 9, 44, 10, 25, 8, 23, 42, 8, 1, 0, 41, 16, 38, 2, 35, 7, 37, 32, 26, 41, 19, 43, 24, 50, 21, 43, 11, 1, 44, 38, 29, 24, 32, 34, 31, 50, 48, 24, 24, 20, 4, 16, 16, 37, 14, 1, 8, 12, 19, 4, 5, 0, 0, 25, 0, 47, 24]
[18, 3, 36, 28, 26, 7, 34, 31, 31, 36, 41, 7, 26, 9, 26, 46, 20, 42, 0, 44, 50, 0, 41, 12, 18, 27, 27, 38, 15, 50, 21, 21, 49, 27, 46, 9, 46, 7, 35, 6, 37, 25, 41, 0, 9, 50, 19, 9, 47, 14, 4, 7, 3, 4, 23, 3, 15, 4, 10, 16, 45, 3, 26, 47, 41, 44, 38, 20, 24, 6, 47, 49, 29, 14, 38, 38, 18, 42, 39, 6, 21, 19, 49, 30, 49, 10, 2, 18, 19, 32, 40, 25, 17, 38, 22, 22, 26, 41, 38, 30, 37, 28, 29, 15, 0, 21, 41, 14, 30, 42, 18, 27, 33, 50, 2, 5, 18, 17, 46, 13, 47, 31, 38, 44, 22, 13, 50, 44, 43, 9, 33, 35, 1, 44, 15, 15, 14, 7, 19, 25]
[33, 32, 1, 2, 15, 31, 9, 34, 7, 15, 2, 35, 29, 11, 7, 46, 45, 12, 44, 0, 12, 15, 34, 10, 50, 24, 49, 5, 46, 9, 39, 46, 7, 27, 8, 27, 5, 33, 28, 25, 7, 10, 35, 26, 42, 24, 2, 32, 32, 42, 11, 6, 6, 18, 32, 10, 32, 26, 47, 2, 14, 47, 42, 1, 13, 26, 18, 6, 34, 38, 27, 30, 28, 21, 12, 24, 32, 43, 15, 48, 23, 34, 36, 27, 31, 37, 4, 32, 22, 28, 29, 49, 0, 2, 16, 44, 50, 47, 33, 4, 33, 20, 14, 36, 31, 27, 9, 18, 15, 35, 18, 1, 37, 37, 43, 43, 48, 17, 43, 11, 17, 27, 5, 9, 5, 48, 8, 5, 1, 3, 46, 38, 32, 38, 48, 21, 42, 20, 45, 37]
[1, 15, 33, 3, 13, 36, 3, 11, 2, 31, 32, 5, 39, 8, 6, 0, 47, 35, 50, 12, 0, 47, 20, 28, 46, 49, 39, 2, 28, 49, 47, 19, 28, 11, 23, 14, 40, 36, 48, 2, 49, 41, 7, 39, 48, 41, 30, 47, 36, 10, 36, 4, 40, 39, 17, 32, 42, 27, 44, 3, 38, 40, 12, 0, 26, 4, 50, 45, 50, 42, 29, 19, 38, 33, 44, 32, 25, 41, 23, 3, 36, 21, 21, 31, 37, 3, 8, 15, 35, 46, 47, 2, 7, 31, 40, 0, 12, 28, 9, 30, 20, 2, 8, 17, 10, 26, 13, 14, 11, 26, 13, 24, 20, 4, 48, 26, 30, 20, 50, 46, 44, 12, 35, 47, 40, 21, 44, 25, 39, 8, 41, 11, 11, 36, 31, 6, 32, 20, 49, 15]
[16, 39, 16, 19, 16, 36, 38, 18, 26, 9, 12, 5, 5, 25, 13, 1, 29, 22, 0, 15, 47, 0, 34, 17, 18, 46, 23, 40, 11, 3, 7, 14, 25, 31, 7, 30, 4, 46, 43, 15, 49, 26, 37, 12, 6, 23, 22, 4, 43, 4, 27, 38, 23, 29, 46, 0, 28, 35, 40, 7, 31, 11, 16, 24, 15, 26, 34, 37, 2, 16, 31, 11, 11, 10, 33, 36, 15, 28, 14, 14, 12, 29, 36, 44, 45, 23, 9, 24, 47, 0, 38, 3, 25, 34, 42, 21, 41, 18, 44, 9, 13, 24, 11, 37, 36, 45, 5, 14, 43, 48, 3, 27, 33, 11, 0, 28, 25, 44, 50, 33, 24, 26, 6, 2, 8, 16, 7, 17, 32, 6, 8, 40, 3, 20, 11, 0, 41, 0, 22, 21]
[2, 42, 46, 33, 31, 34, 28, 32, 44, 4, 30, 46, 47, 38, 39, 7, 10, 14, 41, 34, 20, 34, 0, 6, 49, 16, 41, 6, 18, 43, 36, 36, 45, 38, 41, 16, 43, 43, 35, 50, 17, 0, 32, 30, 12, 19, 2, 8, 38, 12, 45, 42, 32, 22, 8, 40, 44, 36, 10, 43, 17, 7, 32, 36, 2, 18, 43, 31, 27, 38, 3, 23, 15, 44, 45, 24, 46, 18, 24, 31, 13, 16, 32, 14, 8, 3, 31, 26, 40, 49, 27, 7, 12, 31, 40, 21, 20, 20, 28, 25, 44, 13, 8, 18, 42, 2, 35, 20, 31, 50, 17, 33, 9, 0, 4, 14, 49, 30, 8, 40, 2, 7, 43, 25, 43, 28, 4, 12, 19, 50, 32, 6, 18, 49, 39, 22, 31, 35, 22, 43]
[28, 30, 19, 38, 22, 30, 22, 16, 43, 20, 38, 17, 22, 25, 11, 40, 14, 39, 12, 10, 28, 17, 6, 0, 13, 18, 29, 23, 11, 17, 20, 39, 34, 5, 12, 41, 6, 39, 16, 25, 1, 28, 12, 25, 39, 22, 30, 6, 27, 15, 9, 43, 42, 27, 10, 41, 19, 23, 39, 41, 18, 28, 1, 27, 24, 2, 28, 25, 1, 38, 37, 20, 0, 5, 27, 1, 1, 5, 29, 49, 12, 41, 27, 48, 8, 38, 13, 0, 25, 1, 27, 1, 45, 45, 11, 4, 50, 33, 23, 48, 12, 11, 38, 15, 11, 26, 45, 21, 44, 13, 34, 9, 8, 12, 17, 11, 36, 47, 49, 22, 17, 50, 19, 39, 50, 10, 50, 38, 31, 12, 26, 14, 49, 8, 34, 38, 35, 38, 21, 12]
[26, 26, 50, 44, 19, 19, 19, 11, 50, 32, 26, 9, 42, 50, 8, 15, 32, 14, 18, 50, 46, 18, 49, 13, 0, 45, 25, 40, 27, 9, 41, 0, 47, 45, 21, 16, 6, 19, 18, 8, 17, 44, 26, 0, 43, 25, 21, 10, 48, 12, 35, 0, 15, 13, 35, 14, 37, 22, 8, 18, 20, 6, 19, 39, 44, 25, 5, 4, 11, 40, 49, 16, 38, 13, 19, 28, 21, 19, 21, 31, 0, 20, 46, 3, 38, 42, 36, 39, 25, 1, 12, 21, 7, 6, 31, 40, 10, 3, 45, 48, 14, 12, 1, 25, 18, 6, 27, 0, 45, 49, 14, 34, 21, 24, 35, 37, 40, 32, 0, 28, 22, 2, 43, 23, 8, 27, 17, 33, 30, 29, 40, 40, 17, 17, 42, 0, 16, 0, 3, 14]
[8, 47, 23, 29, 12, 48, 26, 33, 8, 24, 40, 43, 37, 18, 27, 24, 3, 22, 27, 24, 49, 46, 16, 18, 45, 0, 21, 49, 19, 22, 50, 24, 13, 24, 23, 9, 7, 0, 8, 23, 35, 3, 49, 29, 2, 12, 25, 36, 22, 20, 2, 4, 12, 5, 17, 16, 39, 3, 18, 4, 46, 29, 21, 32, 18, 14, 49, 24, 10, 40, 35, 20, 36, 0, 35, 4, 39, 23, 19, 22, 31, 2, 10, 17, 41, 34, 49, 10, 11, 28, 25, 50, 1, 45, 36, 26, 2, 10, 18, 49, 16, 43, 30, 42, 50, 33, 30, 7, 13, 46, 49, 32, 20, 10, 44, 41, 16, 2, 16, 8, 32, 34, 49, 12, 36, 30, 11, 41, 31, 13, 16, 28, 37, 39, 1, 31, 11, 46, 23, 36]
[14, 49, 35, 24, 31, 16, 5, 4, 26, 2, 30, 32, 48, 4, 6, 1, 43, 11, 27, 49, 39, 23, 41, 29, 25, 21, 0, 18, 36, 43, 10, 47, 12, 12, 19, 35, 38, 45, 43, 2, 46, 2, 28, 7, 6, 40, 27, 48, 50, 24, 20, 24, 31, 18, 1, 41, 45, 7, 6, 8, 5, 5, 1, 27, 40, 11, 10, 10, 13, 37, 2, 37, 40, 40, 35, 36, 41, 18, 40, 22, 49, 50, 34, 3, 45, 21, 42, 43, 44, 35, 29, 10, 40, 26, 47, 26, 15, 24, 30, 46, 27, 24, 47, 30, 16, 4, 0, 16, 27, 33, 19, 2, 43, 32, 30, 45, 25, 39, 44, 1, 10, 1, 47, 15, 37, 25, 27, 9, 27, 21, 3, 33, 43, 37, 50, 43, 43, 46, 18, 5]
[21, 4, 44, 15, 46, 43, 48, 25, 27, 15, 43, 23, 29, 43, 38, 28, 11, 3, 38, 5, 2, 40, 6, 23, 40, 49, 18, 0, 48, 41, 37, 6, 25, 38, 34, 6, 11, 29, 43, 49, 1, 46, 27, 46, 20, 24, 44, 35, 40, 31, 23, 15, 1, 2, 24, 26, 24, 7, 42, 46, 22, 3, 16, 2, 4, 0, 38, 47, 39, 43, 12, 22, 49, 5, 31, 46, 31, 11, 46, 45, 40, 21, 5, 36, 34, 22, 41, 37, 13, 41, 3, 2, 27, 13, 8, 23, 36, 14, 30, 33, 15, 15, 4, 19, 37, 27, 45, 42, 0, 46, 9, 48, 22, 22, 37, 36, 18, 27, 20, 9, 16, 33, 18, 30, 48, 28, 8, 44, 22, 42, 23, 47, 23, 2, 20, 13, 24, 35, 1, 22]
[34, 23, 20, 2, 23, 47, 10, 44, 7, 22, 19, 0, 46, 31, 35, 50, 7, 37, 15, 46, 28, 11, 18, 11, 27, 19, 36, 48, 0, 2, 32, 4, 44, 25, 3, 13, 48, 19, 50, 20, 27, 34, 50, 38, 47, 8, 37, 50, 37, 31, 22, 10, 44, 49, 5, 48, 48, 6, 29, 2, 8, 1, 12, 22, 0, 32, 34, 13, 9, 47, 50, 16, 6, 50, 22, 38, 8, 39, 42, 49, 23, 30, 42, 0, 11, 34, 15, 50, 2, 4, 0, 11, 50, 11, 2, 18, 35, 13, 38, 30, 20, 49, 22, 46, 45, 36, 28, 39, 30, 3, 46, 23, 35, 5, 6, 34, 34, 20, 49, 5, 10, 27, 43, 30, 2, 31, 45, 33, 20, 28, 5, 5, 24, 49, 47, 41, 44, 15, 39, 7]
[29, 15, 4, 23, 19, 8, 50, 5, 40, 21, 27, 13, 17, 34, 33, 41, 10, 2, 50, 9, 49, 3, 43, 17, 9, 22, 43, 41, 2, 0, 1, 36, 1, 16, 47, 33, 16, 7, 40, 50, 37, 20, 25, 21, 19, 38, 42, 18, 24, 4, 26, 5, 18, 33, 6, 14, 6, 24, 47, 4, 44, 30, 46, 8, 17, 27, 5, 8, 30, 37, 16, 45, 24, 30, 40, 41, 36, 23, 29, 41, 0, 32, 4, 22, 5, 2, 37, 28, 23, 9, 27, 1, 24, 26, 7, 28, 17, 35, 33, 44, 28, 50, 23, 24, 42, 0, 1, 29, 0, 38, 2, 37, 1, 0, 42, 44, 49, 18, 15, 24, 25, 33, 17, 38, 21, 42, 47, 6, 44, 7, 26, 47, 36, 30, 35, 26, 10, 17, 0, 23]
[25, 20, 11, 1, 37, 19, 35, 1, 50, 2, 43, 12, 21, 39, 37, 16, 49, 10, 21, 39, 47, 7, 36, 20, 41, 50, 10, 37, 32, 1, 0, 5, 36, 32, 21, 42, 28, 46, 4, 48, 27, 2, 38, 45, 26, 45, 43, 42, 48, 47, 14, 50, 32, 26, 11, 33, 1, 36, 48, 3, 10, 42, 47, 3, 41, 5, 4, 48, 18, 15, 47, 23, 5, 42, 13, 31, 22, 24, 49, 5, 43, 21, 5, 41, 35, 31, 15, 26, 49, 39, 39, 7, 27, 2, 11, 1, 42, 21, 40, 12, 16, 20, 20, 6, 20, 14, 5, 19, 49, 32, 18, 5, 19, 34, 26, 17, 40, 43, 27, 46, 42, 22, 2, 21, 2, 31, 8, 43, 36, 49, 5, 36, 36, 3, 38, 41, 24, 45, 9, 26]
[1, 42, 8, 23, 3, 20, 49, 23, 38, 15, 40, 32, 29, 11, 10, 15, 42, 38, 21, 46, 19, 14, 36, 39, 0, 24, 47, 6, 4, 36, 5, 0, 26, 16, 44, 31, 3, 32, 17, 27, 14, 35, 2, 28, 14, 33, 12, 19, 14, 16, 39, 26, 4, 6, 44, 24, 27, 10, 37, 46, 14, 50, 15, 22, 36, 12, 2, 3, 44, 18, 2, 42, 9, 18, 1, 9, 36, 25, 47, 43, 37, 13, 31, 38, 3, 25, 17, 6, 14, 28, 4, 6, 39, 47, 20, 15, 12, 29, 5, 8, 43, 3, 13, 39, 35, 43, 34, 22, 34, 18, 3, 14, 44, 3, 49, 26, 49, 41, 34, 6, 2, 36, 4, 24, 28, 42, 50, 9, 44, 37, 35, 17, 0, 45, 41, 8, 20, 36, 7, 15]
[31, 33, 32, 48, 24, 41, 6, 20, 25, 41, 45, 25, 24, 14, 8, 15, 18, 38, 49, 7, 28, 25, 45, 34, 47, 13, 12, 25, 44, 1, 36, 26, 0, 26, 36, 15, 27, 14, 18, 44, 7, 4, 8, 44, 17, 35, 4, 12, 34, 6, 31, 49, 42, 10, 0, 4, 3, 23, 10, 23, 30, 49, 46, 24, 16, 16, 6, 24, 39, 25, 0, 6, 39, 30, 14, 41, 3, 47, 26, 23, 0, 10, 24, 24, 1, 0, 0, 6, 46, 2, 9, 30, 0, 16, 45, 26, 7, 4, 33, 20, 17, 50, 2, 15, 3, 36, 24, 18, 32, 32, 3, 29, 37, 10, 32, 45, 22, 46, 25, 22, 42, 24, 39, 36, 30, 11, 0, 20, 30, 46, 32, 13, 4, 18, 16, 42, 8, 17, 44, 15]
