N1,N2,...,Nx
[0, 8, 30, 9, 16, 4, 5, 4, 28, 2, 0, 2, 49, 2, 17, 1, 35, 10, 1, 16, 50, 21, 8, 1, 49, 6, 6, 23, 9, 40, 32, 22, 9, 45, 35, 32, 16, 25, 10, 45, 43, 43, 47, 40, 3, 33, 23, 39, 6, 21, 27, 7, 46, 3, 18, 22, 35, 4, 5, 22, 3, 24, 1, 16, 50, 31, 7, 19, 5, 23, 33, 40, 32, 14, 30, 6, 4, 46, 28, 35, 31, 25, 21, 12, 42, 16, 23, 12, 43, 4, 23, 8, 16, 2]
[20, 20, 22, 36, 21, 34, 49, 13, 50, 34, 2, 0, 47, 39, 13, 20, 49, 15, 30, 9, 16, 31, 11, 32, 49, 16, 47, 15, 44, 49, 35, 13, 21, 17, 19, 41, 11, 50, 7, 11, 8, 43, 49, 45, 18, 21, 10, 13, 5, 33, 44, 48, 17, 4, 21, 45, 28, 10, 11, 27, 17, 37, 47, 33, 40, 39, 3, 32, 28, 36, 32, 18, 41, 7, 6, 46, 6, 27, 44, 20, 38, 27, 19, 32, 32, 49, 17, 11, 25, 4, 3, 24, 45, 50]
[38, 20, 37, 26, 24, 39, 21, 19, 0, 18, 49, 47, 0, 7, 16, 50, 38, 41, 5, 36, 7, 2, 16, 10, 42, 43, 39, 48, 41, 7, 47, 15, 30, 10, 23, 37, 38, 34, 9, 27, 3, 10, 20, 50, 40, 21, 48, 23, 42, 2, 37, 14, 12, 28, 48, 9, 45, 5, 35, 29, 30, 16, 7, 35, 48, 4, 40, 8, 28, 47, 19, 16, 13, 29, 0, 15, 35, 44, 15, 26, 6, 10, 33, 9, 33, 18, 37, 45, 4, 12, 3, 15, 9, 7]
[4, 11, 10, 45, 9, 12, 45, 3, 13, 46, 2, 39, 7, 0, 30, 21, 29, 13, 46, 48, 3, 27, 44, 7, 24, 44, 30, 9, 38, 11, 36, 37, 38, 43, 41, 16, 40, 45, 14, 41, 32, 25, 1, 26, 21, 12, 35, 37, 30, 22, 7, 28, 23, 41, 0, 41, 46, 33, 32, 24, 46, 3, 1, 17, 1, 42, 0, 7, 43, 22, 4, 45, 43, 48, 50, 33, 23, 42, 35, 18, 48, 20, 6, 40, 34, 44, 7, 13, 35, 37, 29, 4, 24, 41]
[50, 39, 14, 44, 29, 43, 14, 50, 45, 14, 17, 13, 16, 30, 0, 8, 13, 15, 22, 40, 28, 38, 49, 49, 37, 44, 17, 13, 42, 4, 40, 42, 19, 42, 14, 24, 11, 37, 50, 20, 43, 18, 6, 15, 38, 48, 19, 34, 2, 42, 15, 40, 13, 43, 38, 21, 43, 2, 3, 0, 9, 34, 13, 46, 11, 19, 11, 31, 28, 31, 50, 50, 15, 8, 22, 2, 16, 0, 2, 41, 17, 8, 5, 39, 44, 38, 0, 41, 26, 5, 7, 27, 29, 50]
[3, 19, 9, 8, 13, 12, 35, 23, 2, 40, 1, 20, 50, 21, 8, 0, 48, 46, 36, 38, 33, 25, 5, 45, 12, 35, 25, 13, 48, 13, 2, 10, 12, 3, 2, 34, 46, 26, 35, 41, 14, 37, 49, 12, 35, 43, 11, 38, 28, 33, 14, 39, 21, 0, 36, 19, 16, 48, 5, 46, 6, 30, 0, 16, 2, 43, 24, 2, 16, 32, 0, 1, 7, 48, 45, 12, 8, 42, 5, 10, 42, 28, 11, 16, 49, 9, 27, 50, 48, 20, 18, 15, 11, 43]
[30, 21, 44, 15, 33, 43, 30, 14, 32, 10, 35, 49, 38, 29, 13, 48, 0, 36, 39, 32, 13, 14, 44, 11, 44, 23, 0, 44, 6, 35, 1, 21, 15, 7, 36, 36, 37, 25, 31, 4, 44, 45, 18, 34, 12, 38, 49, 10, 3, 18, 40, 24, 34, 8, 29, 32, 41, 21, 19, 11, 8, 37, 5, 36, 49, 4, 40, 44, 15, 49, 29, 3, 11, 13, 6, 13, 41, 37, 17, 8, 43, 27, 21, 8, 32, 5, 28, 5, 0, 9, 11, 3, 11, 18]
[27, 45, 29, 41, 42, 9, 4, 25, 38, 25, 10, 15, 41, 13, 15, 46, 36, 0, 34, 22, 29, 14, 1, 13, 46, 36, 8, 23, 33, 16, 21, 47, 19, 48, 49, 36, 13, 48, 22, 5, 21, 35, 17, 14, 50, 10, 11, 36, 49, 2, 48, 19, 20, 45, 0, 13, 27, 30, 19, 1, 33, 16, 18, 16, 15, 23, 4, 30, 17, 26, 47, 19, 43, 40, 1, 22, 28, 20, 19, 21, 27, 42, 42, 22, 39, 9, 1, 3, 5, 42, 17, 22, 29, 14]
[3, 30, 8, 34, 43, 0, 32, 32, 24, 47, 1, 30, 5, 46, 22, 36, 39, 34, 0, 29, 34, 7, 37, 22, 48, 6, 43, 22, 6, 48, 34, 42, 1, 4, 21, 24, 7, 17, 49, 29, 45, 7, 23, 12, 3, 7, 1, 2, 21, 37, 49, 5, 31, 17, 0, 17, 42, 23, 14, 9, 27, 11, 36, 43, 44, 31, 43, 29, 46, 33, 31, 40, 7, 37, 12, 12, 0, 48, 1, 4, 20, 40, 47, 36, 34, 4, 36, 48, 31, 35, 2, 40, 45, 18]
[11, 39, 45, 15, 16, 13, 10, 24, 15, 49, 16, 9, 36, 48, 40, 38, 32, 22, 29, 0, 24, 37, 12, 50, 37, 48, 32, 43, 34, 41, 46, 39, 28, 15, 44, 30, 18, 49, 17, 37, 14, 17, 6, 23, 22, 13, 18, 23, 13, 0, 22, 28, 36, 9, 48, 22, 12, 1, 1, 4, 0, 2, 7, 10, 7, 43, 38, 46, 15, 20, 18, 27, 25, 9, 43, 12, 18, 11, 49, 18, 36, 48, 0, 19, 21, 13, 15, 45, 48, 20, 48, 46, 7, 15]
[36, 9, 34, 48, 43, 43, 42, 0, 45, 42, 50, 16, 7, 3, 28, 33, 13, 29, 34, 24, 0, 33, 46, 47, 50, 40, 15, 35, 12, 30, 46, 27, 1, 13, 30, 4, 33, 1, 43, 47, 11, 31, 10, 34, 43, 20, 46, 6, 27, 7, 15, 26, 41, 6, 26, 9, 2, 10, 8, 20, 45, 46, 10, 12, 32, 33, 17, 42, 14, 22, 13, 46, 8, 41, 27, 28, 18, 16, 48, 25, 2, 2, 40, 1, 6, 31, 28, 15, 20, 42, 48, 42, 10, 12]
[24, 31, 9, 2, 5, 17, 43, 5, 25, 37, 21, 31, 2, 27, 38, 25, 14, 14, 7, 37, 33, 0, 39, 19, 27, 7, 26, 42, 39, 30, 21, 8, 45, 13, 27, 28, 47, 19, 42, 20, 20, 11, 18, 35, 47, 50, 36, 15, 35, 15, 5, 45, 20, 41, 31, 46, 42, 25, 31, 48, 46, 39, 32, 44, 50, 32, 32, 24, 45, 49, 19, 38, 33, 4, 20, 14, 6, 49, 38, 23, 29, 2, 41, 24, 32, 23, 24, 17, 14, 40, 12, 0, 31, 33]
[2, 47, 15, 21, 23, 32, 27, 37, 38, 40, 8, 11, 16, 44, 49, 5, 44, 1, 37, 12, 46, 39, 0, 10, 1, 45, 26, 8, 27, 19, 32, 6, 48, 21, 29, 34, 27, 9, 25, 24, 29, 34, 45, 10, 40, 0, 7, 10, 7, 27, 48, 26, 30, 45, 32, 25, 35, 9, 37, 9, 5, 38, 37, 9, 6, 40, 16, 3, 41, 46, 46, 5, 19, 34, 38, 48, 36, 6, 37, 36, 9, 3, 42, 33, 16, 12, 35, 11, 10, 5, 30, 28, 49, 25]
[40, 19, 0, 7, 17, 19, 41, 6, 32, 5, 1, 32, 10, 7, 49, 45, 11, 13, 22, 50, 47, 19, 10, 0, 13, 46, 40, 20, 2, 24, 3, 9, 42, 15, 37, 40, 17, 25, 21, 33, 22, 15, 44, 4, 18, 24, 17, 14, 22, 25, 4, 12, 45, 16, 38, 26, 25, 24, 49, 25, 12, 18, 38, 22, 20, 0, 8, 38, 38, 0, 22, 28, 21, 8, 42, 1, 17, 11, 44, 49, 1, 14, 38, 43, 36, 35, 7, 25, 14, 32, 45, 3, 5, 29]
[28, 20, 49, 17, 8, 0, 2, 8, 4, 31, 49, 49, 42, 24, 37, 12, 44, 46, 48, 37, 50, 27, 1, 13, 0, 9, 37, 32, 37, 15, 30, 11, 27, 11, 13, 6, 22, 6, 16, 4, 37, 19, 49, 13, 22, 46, 8, 35, 31, 27, 47, 28, 10, 13, 0, 35, 41, 29, 25, 32, 46, 6, 31, 41, 9, 41, 7, 26, 50, 47, 49, 0, 44, 33, 32, 7, 26, 18, 35, 15, 35, 10, 27, 21, 50, 43, 44, 8, 49, 25, 38, 29, 13, 17]
[46, 32, 38, 39, 3, 22, 29, 2, 13, 40, 6, 16, 43, 44, 44, 35, 23, 36, 6, 48, 40, 7, 45, 46, 9, 0, 18, 42, 12, 2, 35, 20, 2, 48, 14, 23, 50, 7, 3, 26, 29, 28, 20, 49, 33, 4, 14, 46, 38, 23, 18, 31, 14, 45, 35, 10, 32, 50, 50, 12, 20, 2, 36, 37, 3, 36, 18, 37, 1, 4, 29, 39, 23, 24, 37, 21, 13, 27, 32, 48, 2, 29, 23, 12, 28, 18, 26, 5, 9, 29, 29, 4, 36, 43]
[35, 22, 10, 17, 45, 43, 16, 40, 14, 12, 6, 47, 39, 30, 17, 25, 0, 8, 43, 32, 15, 26, 26, 40, 37, 18, 0, 1, 7, 50, 11, 21, 47, 14, 10, 29, 28, 46, 21, 20, 27, 35, 36, 17, 33, 38, 15, 49, 29, 26, 18, 39, 14, 32, 19, 1, 8, 22, 44, 30, 28, 17, 39, 22, 7, 27, 12, 40, 37, 11, 34, 9, 50, 25, 9, 11, 28, 50, 38, 22, 21, 18, 49, 34, 0, 30, 29, 27, 36, 49, 2, 34, 37, 21]
[23, 7, 19, 37, 3, 20, 22, 20, 25, 8, 23, 15, 48, 9, 13, 13, 44, 23, 22, 43, 35, 42, 8, 20, 32, 42, 1, 0, 45, 30, 6, 20, 13, 9, 45, 29, 11, 35, 46, 45, 46, 17, 16, 15, 15, 36, 39, 48, 39, 6, 17, 44, 11, 0, 34, 10, 44, 40, 25, 37, 46, 12, 3, 24, 47, 5, 1, 6, 32, 27, 46, 11, 7, 28, 12, 3, 37, 1, 29, 24, 17, 12, 1, 2, 31, 26, 32, 35, 10, 40, 7, 39, 48, 33]
[40, 2, 49, 22, 11, 31, 27, 22, 25, 47, 9, 44, 41, 38, 42, 48, 6, 33, 6, 34, 12, 39, 27, 2, 37, 12, 7, 45, 0, 6, 2, 49, 46, 22, 48, 15, 37, 14, 8, 48, 1, 41, 28, 49, 10, 24, 14, 49, 45, 38, 49, 22, 28, 30, 31, 6, 38, 42, 50, 6, 17, 46, 27, 17, 19, 2, 9, 29, 37, 7, 9, 4, 15, 9, 40, 4, 22, 34, 14, 41, 10, 38, 50, 18, 23, 32, 6, 14, 42, 11, 40, 0, 2, 10]
[38, 11, 3, 14, 36, 45, 34, 4, 2, 21, 40, 49, 7, 11, 4, 13, 35, 16, 48, 41, 30, 30, 19, 24, 15, 2, 50, 30, 6, 0, 17, 29, 37, 49, 35, 39, 20, 1, 16, 22, 29, 26, 44, 26, 14, 13, 24, 8, 39, 16, 29, 15, 23, 46, 20, 9, 43, 31, 39, 12, 48, 40, 8, 17, 35, 5, 15, 33, 30, 3, 12, 43, 43, 20, 38, 42, 3, 12, 35, 26, 13, 6, 1, 38, 10, 35, 12, 8, 17, 1, 14, 18, 23, 9]
[41, 7, 41, 18, 32, 31, 7, 38, 15, 9, 32, 35, 47, 36, 40, 2, 1, 21, 34, 46, 46, 21, 32, 3, 30, 35, 11, 6, 2, 17, 0, 23, 7, 49, 31, 28, 12, 36, 39, 3, 35, 42, 50, 48, 32, 27, 33, 42, 20, 34, 24, 47, 11, 9, 8, 32, 50, 11, 40, 1, 30, 29, 10, 48, 24, 32, 34, 32, 39, 27, 5, 18, 11, 25, 25, 2, 45, 35, 37, 20, 37, 2, 33, 46, 32, 48, 17, 36, 37, 7, 6, 50, 14, 38]
[1, 36, 8, 40, 27, 9, 42, 36, 31, 46, 22, 13, 15, 37, 42, 10, 21, 47, 42, 39, 27, 8, 6, 9, 11, 20, 21, 20, 49, 29, 23, 0, 10, 4, 45, 14, 35, 50, 23, 2, 12, 32, 37, 15, 24, 13, 47, 39, 23, 4, 21, 17, 46, 14, 39, 43, 48, 23, 43, 34, 39, 34, 50, 50, 15, 33, 43, 48, 6, 16, 35, 50, 16, 11, 43, 13, 3, 42, 18, 23, 39, 25, 18, 12, 41, 45, 22, 44, 21, 21, 0, 39, 23, 38]
[6, 31, 11, 26, 27, 1, 30, 32, 49, 2, 9, 21, 30, 38, 19, 12, 15, 19, 1, 28, 1, 45, 48, 42, 27, 2, 47, 13, 46, 37, 7, 10, 0, 1, 19, 15, 7, 22, 35, 26, 44, 0, 19, 45, 2, 11, 44, 21, 31, 46, 9, 25, 50, 41, 38, 22, 6, 20, 46, 4, 36, 43, 1, 43, 0, 3, 23, 44, 3, 28, 26, 47, 41, 48, 39, 48, 28, 32, 1, 5, 0, 39, 38, 5, 7, 3, 4, 23, 1, 21, 31, 30, 11, 12]
[47, 27, 16, 30, 7, 16, 43, 21, 37, 6, 45, 17, 10, 43, 42, 3, 7, 48, 4, 15, 13, 13, 21, 15, 11, 48, 14, 9, 22, 49, 49, 4, 1, 0, 49, 4, 34, 31, 34, 21, 7, 11, 26, 48, 6, 25, 35, 18, 11, 22, 49, 30, 44, 21, 12, 33, 16, 38, 3, 0, 38, 9, 45, 32, 37, 39, 8, 36, 39, 22, 9, 35, 13, 48, 6, 50, 36, 38, 29, 24, 8, 27, 8, 21, 34, 28, 38, 42, 41, 5, 42, 21, 6, 13]
[30, 29, 46, 20, 48, 21, 43, 50, 47, 41, 35, 19, 23, 41, 14, 2, 36, 49, 21, 44, 30, 27, 29, 37, 13, 14, 10, 45, 48, 35, 31, 45, 19, 49, 0, 23, 42, 4, 19, 8, 32, 17, 43, 2, 5, 22, 4, 41, 32, 3, 30, 6, 29, 21, 44, 4, 31, 19, 10, 9, 39, 5, 36, 3, 30, 37, 42, 15, 45, 44, 22, 38, 5, 29, 26, 48, 46, 46, 1, 39, 17, 28, 20, 40, 24, 42, 24, 46, 26, 30, 2, 13, 33, 2]
[24, 26, 1, 10, 44, 22, 29, 32, 39, 12, 32, 41, 37, 16, 24, 34, 36, 36, 24, 30, 4, 28, 34, 40, 6, 23, 29, 29, 15, 39, 28, 14, 15, 4, 23, 0, 17, 1, 42, 22, 34, 5, 14, 27, 6, 6, 19, 16, 36, 42, 35, 3, 31, 42, 25, 14, 36, 5, 18, 13, 20, 34, 14, 47, 6, 47, 18, 23, 14, 10, 7, 8, 7, 39, 22, 29, 48, 21, 9, 28, 30, 38, 24, 41, 3, 31, 0, 47, 39, 49, 14, 12, 47, 14]
[22, 20, 48, 37, 45, 13, 28, 49, 30, 19, 16, 11, 38, 40, 11, 46, 37, 13, 7, 18, 33, 47, 27, 17, 22, 50, 28, 11, 37, 20, 12, 35, 7, 34, 42, 17, 0, 40, 27, 13, 7, 46, 9, 19, 29, 24, 23, 19, 47, 25, 45, 33, 0, 13, 1, 48, 47, 33, 15, 10, 20, 47, 43, 20, 7, 16, 29, 42, 13, 0, 6, 50, 30, 23, 16, 47, 43, 29, 22, 40, 6, 24, 20, 26, 16, 25, 41, 0, 42, 1, 17, 15, 42, 25]
[0, 20, 40, 37, 39, 6, 45, 49, 34, 1, 25, 50, 34, 45, 37, 26, 25, 48, 17, 49, 1, 19, 9, 25, 6, 7, 46, 35, 14, 1, 36, 50, 22, 31, 4, 1, 40, 0, 38, 12, 5, 33, 37, 43, 26, 26, 47, 15, 50, 35, 12, 21, 0, 33, 4, 20, 28, 9, 5, 3, 50, 49, 24, 8, 42, 14, 22, 22, 15, 23, 20, 48, 13, 41, 41, 24, 30, 19, 18, 20, 34, 18, 32, 42, 23, 48, 7, 29, 45, 18, 32, 48, 31, 40]
[32, 40, 43, 47, 36, 21, 39, 8, 43, 1, 10, 7, 9, 14, 50, 35, 31, 22, 49, 17, 43, 42, 25, 21, 16, 3, 21, 46, 8, 16, 39, 23, 35, 34, 19, 42, 27, 38, 0, 18, 27, 32, 15, 16, 3, 12, 8, 7, 22, 15, 9, 48, 7, 20, 10, 40, 50, 12, 26, 22, 12, 13, 4, 5, 6, 18, 24, 18, 38, 35, 44, 8, 26, 1, 8, 29, 27, 21, 4, 31, 50, 31, 20, 49, 27, 26, 42, 44, 24, 14, 30, 41, 15, 23]
[14, 25, 36, 16, 3, 29, 50, 3, 42, 33, 45, 11, 27, 41, 20, 41, 4, 5, 29, 37, 47, 20, 24, 33, 4, 26, 20, 45, 48, 22, 3, 2, 26, 21, 8, 22, 13, 12, 18, 0, 26, 45, 22, 39, 13, 17, 46, 33, 11, 43, 8, 44, 48, 31, 18, 20, 36, 1, 20, 25, 18, 14, 34, 27, 50, 47, 17, 35, 2, 3, 35, 1, 29, 27, 32, 36, 4, 36, 1, 8, 34, 37, 27, 18, 35, 17, 25, 46, 19, 47, 32, 10, 50, 0]
[46, 6, 2, 25, 35, 8, 44, 10, 45, 50, 43, 8, 3, 32, 43, 14, 44, 21, 45, 14, 11, 20, 29, 22, 37, 29, 27, 46, 1, 29, 35, 12, 44, 7, 32, 34, 7, 5, 27, 26, 0, 9, 9, 5, 28, 46, 26, 15, 16, 20, 18, 31, 30, 14, 12, 42, 10, 40, 29, 28, 41, 40, 42, 20, 4, 41, 21, 1, 6, 2, 18, 0, 34, 2, 8, 41, 42, 10, 17, 17, 13, 19, 16, 22, 29, 21, 3, 32, 50, 49, 25, 14, 8, 31]
[50, 47, 31, 1, 32, 4, 48, 31, 35, 46, 43, 43, 10, 25, 18, 37, 45, 35, 7, 17, 31, 11, 34, 15, 19, 28, 35, 17, 41, 26, 42, 32, 0, 11, 17, 5, 46, 33, 32, 45, 9, 0, 49, 33, 12, 11, 22, 7, 10, 21, 10, 9, 17, 25, 24, 0, 5, 38, 11, 44, 27, 46, 25, 17, 24, 28, 20, 46, 20, 27, 23, 10, 36, 11, 8, 48, 42, 50, 15, 0, 15, 40, 4, 7, 36, 12, 7, 27, 35, 16, 2, 22, 34, 2]
[1, 5, 11, 48, 39, 0, 38, 44, 20, 47, 47, 49, 20, 1, 6, 49, 18, 17, 23, 6, 10, 18, 45, 44, 49, 20, 36, 16, 28, 44, 50, 37, 19, 26, 43, 14, 9, 37, 15, 22, 9, 49, 0, 25, 26, 3, 5, 0, 6, 11, 45, 7, 45, 19, 23, 35, 14, 31, 45, 1, 46, 1, 45, 36, 10, 14, 13, 43, 25, 25, 9, 3, 34, 4, 5, 34, 22, 28, 20, 48, 50, 41, 6, 14, 15, 26, 0, 10, 4, 14, 35, 17, 28, 37]
[39, 36, 30, 39, 7, 23, 5, 2, 25, 6, 40, 45, 50, 26, 15, 12, 34, 14, 12, 23, 34, 35, 10, 4, 13, 49, 17, 15, 49, 26, 48, 15, 45, 48, 2, 27, 19, 43, 16, 39, 5, 33, 25, 0, 47, 25, 32, 50, 38, 15, 46, 26, 24, 47, 5, 47, 1, 43, 36, 29, 1, 2, 33, 49, 15, 19, 24, 43, 28, 8, 50, 45, 22, 28, 21, 25, 31, 49, 24, 0, 29, 35, 8, 29, 35, 44, 26, 15, 23, 0, 26, 45, 43, 50]
[21, 13, 42, 10, 28, 36, 12, 34, 40, 42, 3, 18, 40, 21, 38, 35, 12, 50, 3, 22, 43, 47, 40, 18, 22, 33, 33, 15, 10, 14, 32, 24, 2, 6, 5, 6, 29, 26, 3, 13, 28, 12, 26, 47, 0, 26, 46, 40, 15, 22, 50, 50, 28, 46, 43, 22, 16, 5, 15, 8, 1, 36, 19, 50, 18, 40, 13, 18, 5, 9, 4, 31, 21, 47, 50, 3, 13, 22, 11, 37, 6, 42, 0, 44, 30, 38, 6, 21, 9, 44, 27, 46, 15, 36]
[21, 47, 11, 42, 4, 36, 49, 31, 16, 13, 33, 21, 21, 12, 48, 43, 38, 10, 7, 13, 20, 50, 0, 24, 46, 4, 38, 36, 24, 13, 27, 13, 11, 25, 22, 6, 24, 26, 12, 17, 46, 11, 3, 25, 26, 0, 11, 17, 27, 47, 18, 12, 34, 26, 21, 27, 39, 32, 38, 44, 10, 32, 33, 29, 44, 31, 4, 21, 38, 32, 29, 18, 46, 8, 24, 39, 46, 4, 49, 2, 38, 37, 42, 20, 11, 5, 40, 50, 6, 19, 13, 44, 21, 20]
[1, 20, 4, 33, 20, 3, 49, 29, 0, 33, 23, 10, 48, 35, 19, 11, 49, 11, 1, 18, 46, 36, 7, 17, 8, 14, 15, 39, 14, 24, 33, 47, 44, 35, 4, 19, 23, 47, 8, 46, 26, 22, 5, 32, 46, 11, 0, 19, 7, 34, 31, 2, 39, 18, 41, 44, 23, 7, 35, 22, 44, 3, 12, 47, 20, 21, 42, 12, 10, 48, 37, 44, 46, 28, 41, 43, 19, 43, 39, 15, 37, 16, 43, 28, 34, 28, 44, 50, 20, 43, 43, 35, 16, 9]
[14, 46, 7, 31, 32, 34, 0, 35, 36, 14, 39, 13, 23, 37, 34, 38, 10, 36, 2, 23, 6, 15, 10, 14, 35, 46, 49, 48, 49, 8, 42, 39, 21, 18, 41, 16, 19, 15, 7, 33, 15, 7, 0, 50, 40, 17, 19, 0, 27, 32, 23, 36, 5, 50, 0, 5, 20, 34, 32, 22, 34, 3, 40, 39, 14, 5, 35, 25, 49, 15, 30, 41, 31, 32, 4, 13, 30, 13, 49, 33, 3, 44, 18, 45, 47, 42, 16, 22, 11, 29, 21, 46, 47, 33]
[36, 23, 30, 42, 21, 20, 19, 13, 46, 2, 6, 5, 42, 30, 2, 28, 3, 49, 21, 13, 27, 35, 7, 22, 31, 38, 29, 39, 45, 39, 20, 23, 31, 11, 32, 36, 47, 50, 22, 11, 16, 10, 6, 38, 15, 27, 7, 27, 0, 14, 50, 42, 25, 14, 32, 5, 31, 16, 49, 4, 1, 45, 5, 29, 12, 36, 22, 4, 16, 10, 1, 30, 36, 11, 0, 17, 36, 16, 43, 27, 16, 42, 48, 44, 30, 22, 34, 13, 45, 23, 16, 23, 28, 41]
