N1,N2,...,Nx
[37, 20, 22, 8, 45, 31, 19, 41, 37, 7, 0, 0, 2, 35, 23, 30, 21, 43, 31, 24, 23, 13, 14, 33, 31, 11, 36, 6, 38, 44, 18, 4, 19, 13, 46, 47, 3, 17, 43, 15, 16, 48, 30, 2, 14, 3, 27, 47, 48, 19, 34, 49, 48, 0, 1, 38, 46, 1, 45, 36, 41, 48, 31, 9, 50, 25, 47, 36, 43, 49, 12, 11, 22, 16, 13, 21, 18, 22, 8, 2, 47, 14, 32, 44, 24, 30, 48, 47, 47, 46, 12, 1, 48, 45, 41, 29, 39, 34, 46, 37, 17, 11, 50, 5, 48, 17, 18, 16, 20, 18, 41, 1, 22, 18, 44, 43, 45, 30, 30, 12, 20, 1, 0, 8, 49, 46, 44, 38]
[24, 1, 26, 44, 27, 36, 29, 24, 42, 31, 0, 0, 24, 31, 30, 18, 15, 16, 26, 8, 41, 23, 40, 26, 36, 18, 23, 17, 21, 3, 10, 50, 10, 46, 25, 10, 46, 19, 39, 35, 39, 6, 18, 4, 6, 42, 37, 14, 39, 25, 49, 39, 43, 16, 24, 27, 20, 34, 15, 5, 6, 37, 19, 26, 8, 46, 21, 0, 9, 7, 25, 16, 20, 41, 18, 13, 20, 30, 14, 44, 2, 19, 34, 36, 25, 27, 5, 46, 47, 8, 45, 22, 9, 0, 8, 28, 21, 12, 35, 33, 31, 15, 36, 20, 13, 43, 5, 17, 39, 38, 20, 42, 19, 37, 30, 46, 36, 44, 20, 23, 39, 23, 10, 50, 48, 40, 31, 29]
[22, 21, 25, 47, 15, 26, 14, 14, 27, 48, 2, 24, 0, 7, 42, 20, 50, 5, 32, 15, 6, 45, 49, 33, 22, 23, 0, 15, 49, 37, 26, 28, 16, 27, 8, 18, 41, 10, 50, 38, 15, 22, 1, 36, 7, 35, 1, 16, 7, 13, 17, 14, 49, 44, 28, 30, 50, 49, 16, 1, 13, 30, 19, 21, 18, 47, 38, 10, 10, 5, 48, 15, 7, 12, 26, 18, 6, 42, 48, 7, 10, 35, 21, 4, 48, 37, 19, 35, 10, 2, 31, 7, 36, 44, 4, 33, 16, 30, 11, 32, 22, 15, 39, 26, 15, 36, 36, 31, 14, 3, 12, 22, 9, 45, 1, 41, 44, 14, 11, 20, 32, 40, 25, 2, 41, 38, 3, 6]
[35, 34, 36, 20, 36, 18, 21, 37, 10, 45, 35, 31, 7, 0, 10, 3, 17, 27, 33, 10, 27, 0, 17, 30, 35, 44, 19, 45, 46, 45, 17, 18, 29, 43, 14, 31, 37, 1, 0, 31, 43, 2, 8, 24, 17, 27, 46, 31, 5, 13, 20, 9, 7, 38, 36, 16, 32, 16, 18, 13, 30, 34, 50, 46, 15, 50, 49, 10, 13, 2, 37, 25, 11, 10, 27, 23, 41, 47, 14, 16, 22, 45, 44, 19, 18, 8, 32, 28, 31, 27, 37, 50, 14, 6, 3, 22, 28, 8, 28, 5, 29, 25, 42, 41, 19, 40, 46, 49, 45, 28, 8, 13, 38, 15, 36, 21, 36, 21, 6, 22, 16, 37, 4, 22, 30, 0, 42, 45]
[20, 46, 31, 26, 37, 47, 18, 11, 34, 38, 23, 30, 42, 10, 0, 40, 18, 26, 34, 24, 39, 49, 46, 12, 6, 46, 46, 47, 35, 33, 33, 42, 40, 42, 20, 25, 6, 12, 24, 20, 21, 43, 34, 15, 16, 47, 24, 5, 27, 23, 46, 32, 14, 19, 22, 21, 9, 21, 45, 7, 16, 38, 3, 29, 11, 40, 31, 12, 42, 40, 49, 12, 21, 18, 6, 5, 37, 46, 40, 15, 26, 28, 5, 22, 3, 47, 36, 17, 24, 23, 47, 27, 22, 11, 6, 0, 16, 12, 23, 15, 3, 12, 0, 11, 27, 49, 18, 19, 36, 50, 15, 20, 37, 19, 23, 25, 27, 8, 43, 48, 37, 46, 12, 45, 19, 12, 17, 0]
[10, 36, 1, 49, 1, 5, 24, 2, 10, 3, 30, 18, 20, 3, 40, 0, 48, 28, 45, 33, 44, 15, 5, 1, 41, 38, 33, 3, 20, 11, 8, 43, 3, 6, 42, 48, 47, 42, 6, 49, 23, 14, 26, 5, 21, 10, 24, 17, 36, 23, 13, 32, 41, 12, 31, 35, 48, 23, 19, 17, 8, 13, 32, 38, 33, 44, 23, 1, 8, 13, 36, 24, 8, 44, 11, 20, 21, 17, 42, 45, 29, 35, 22, 21, 2, 5, 2, 33, 43, 3, 9, 45, 13, 12, 40, 43, 42, 43, 41, 32, 29, 16, 50, 21, 22, 17, 1, 22, 35, 26, 4, 31, 41, 12, 23, 13, 4, 34, 13, 34, 0, 28, 15, 40, 37, 18, 23, 16]
[2, 17, 16, 8, 30, 5, 42, 38, 18, 13, 21, 15, 50, 17, 18, 48, 0, 6, 39, 18, 22, 14, 40, 0, 44, 22, 50, 31, 33, 50, 25, 6, 16, 9, 4, 26, 29, 21, 44, 11, 23, 9, 24, 7, 10, 39, 23, 4, 30, 12, 29, 10, 16, 1, 24, 49, 42, 11, 2, 0, 14, 18, 24, 42, 43, 1, 0, 20, 11, 8, 20, 19, 6, 39, 35, 19, 38, 44, 44, 46, 40, 28, 15, 13, 17, 4, 9, 0, 2, 22, 9, 44, 49, 24, 35, 5, 44, 35, 3, 26, 44, 42, 21, 1, 29, 12, 6, 11, 28, 36, 16, 25, 40, 12, 9, 43, 9, 10, 10, 11, 32, 2, 6, 15, 22, 39, 26, 46]
[43, 18, 10, 21, 27, 27, 32, 30, 16, 12, 43, 16, 5, 27, 26, 28, 6, 0, 42, 37, 8, 34, 47, 32, 35, 41, 42, 25, 7, 27, 2, 41, 34, 38, 1, 20, 38, 21, 5, 27, 0, 18, 50, 24, 39, 13, 34, 6, 28, 23, 19, 25, 24, 42, 36, 25, 28, 47, 30, 23, 38, 45, 4, 5, 10, 38, 36, 14, 25, 42, 1, 12, 17, 34, 5, 22, 40, 42, 15, 26, 42, 12, 43, 22, 13, 24, 50, 38, 6, 7, 42, 11, 23, 33, 2, 38, 24, 30, 41, 34, 15, 30, 34, 40, 13, 2, 34, 2, 7, 10, 24, 38, 47, 28, 50, 31, 49, 23, 44, 34, 44, 17, 5, 3, 3, 43, 41, 16]
[14, 43, 40, 9, 7, 41, 25, 49, 10, 47, 31, 26, 32, 33, 34, 45, 39, 42, 0, 45, 44, 39, 39, 21, 9, 19, 48, 49, 21, 29, 23, 37, 9, 37, 4, 13, 5, 11, 6, 21, 34, 8, 5, 20, 32, 44, 15, 21, 6, 32, 25, 45, 2, 30, 38, 20, 21, 8, 12, 45, 22, 7, 14, 13, 49, 6, 38, 17, 43, 25, 17, 5, 45, 28, 6, 13, 17, 34, 47, 0, 11, 6, 48, 50, 41, 44, 37, 19, 11, 42, 7, 2, 41, 50, 45, 45, 10, 5, 47, 12, 0, 27, 40, 36, 11, 9, 0, 39, 21, 6, 50, 22, 26, 2, 46, 2, 14, 25, 8, 10, 0, 50, 17, 40, 7, 15, 38, 26]
[21, 2, 36, 48, 22, 26, 3, 0, 47, 21, 24, 8, 15, 10, 24, 33, 18, 37, 45, 0, 5, 30, 29, 7, 40, 47, 33, 8, 39, 4, 29, 45, 11, 17, 2, 42, 45, 38, 43, 25, 6, 11, 3, 28, 35, 25, 4, 20, 28, 3, 26, 10, 5, 38, 0, 23, 42, 5, 13, 1, 0, 50, 18, 21, 3, 43, 0, 41, 38, 19, 28, 36, 7, 45, 26, 49, 27, 50, 1, 29, 6, 32, 43, 47, 18, 0, 41, 43, 48, 14, 45, 20, 15, 4, 11, 1, 15, 39, 40, 50, 47, 39, 15, 46, 10, 33, 27, 29, 50, 9, 16, 22, 7, 26, 23, 29, 25, 14, 7, 38, 1, 36, 39, 45, 47, 45, 28, 3]
[44, 19, 18, 4, 29, 49, 25, 5, 28, 34, 23, 41, 6, 27, 39, 44, 22, 8, 44, 5, 0, 12, 21, 43, 30, 13, 33, 21, 50, 12, 1, 26, 19, 24, 25, 41, 48, 37, 10, 32, 39, 18, 40, 50, 41, 7, 40, 41, 0, 5, 41, 44, 1, 49, 16, 23, 31, 47, 18, 22, 41, 44, 12, 26, 45, 41, 44, 30, 44, 30, 29, 26, 27, 47, 21, 20, 36, 30, 24, 39, 11, 26, 1, 42, 42, 28, 13, 31, 47, 6, 38, 22, 41, 26, 46, 29, 28, 28, 45, 8, 20, 36, 38, 13, 18, 34, 13, 25, 3, 34, 9, 4, 5, 15, 20, 7, 46, 45, 13, 9, 47, 30, 25, 38, 21, 4, 11, 47]
[24, 16, 35, 3, 2, 37, 22, 1, 24, 25, 13, 23, 45, 0, 49, 15, 14, 34, 39, 30, 12, 0, 19, 23, 20, 38, 37, 21, 37, 46, 24, 50, 32, 10, 38, 9, 25, 44, 13, 38, 6, 13, 3, 6, 15, 35, 23, 43, 40, 24, 14, 14, 41, 23, 1, 5, 14, 19, 18, 41, 44, 38, 26, 44, 6, 16, 32, 15, 26, 29, 0, 9, 19, 13, 15, 44, 41, 40, 11, 26, 14, 4, 17, 21, 1, 35, 17, 37, 38, 49, 31, 14, 47, 24, 43, 30, 15, 45, 11, 48, 27, 36, 24, 40, 48, 41, 34, 30, 10, 8, 47, 44, 27, 30, 11, 42, 46, 11, 6, 0, 13, 1, 41, 12, 46, 41, 46, 17]
[0, 10, 41, 46, 7, 31, 43, 13, 41, 28, 14, 40, 49, 17, 46, 5, 40, 47, 39, 29, 21, 19, 0, 45, 26, 20, 16, 37, 7, 3, 32, 8, 22, 21, 10, 8, 37, 19, 26, 13, 50, 21, 8, 50, 38, 11, 2, 18, 42, 31, 20, 10, 23, 33, 11, 1, 15, 4, 16, 22, 7, 28, 15, 47, 46, 17, 39, 43, 16, 5, 12, 14, 50, 23, 43, 18, 11, 33, 16, 47, 30, 26, 49, 24, 44, 48, 44, 2, 30, 36, 26, 37, 1, 21, 36, 36, 28, 12, 37, 5, 5, 49, 35, 20, 10, 22, 1, 16, 16, 30, 49, 2, 11, 32, 45, 22, 2, 16, 33, 26, 40, 49, 31, 34, 49, 11, 11, 23]
[1, 31, 21, 0, 38, 17, 29, 43, 0, 29, 33, 26, 33, 30, 12, 1, 0, 32, 21, 7, 43, 23, 45, 0, 28, 22, 40, 32, 49, 23, 4, 10, 20, 20, 4, 44, 45, 14, 34, 39, 35, 20, 24, 44, 11, 46, 25, 29, 6, 20, 27, 7, 26, 47, 45, 40, 8, 6, 27, 24, 11, 31, 35, 12, 7, 30, 10, 21, 14, 29, 43, 19, 50, 14, 45, 4, 49, 32, 30, 8, 11, 47, 2, 37, 4, 13, 4, 37, 36, 43, 34, 35, 30, 28, 50, 42, 15, 49, 47, 24, 8, 49, 21, 40, 39, 32, 11, 30, 19, 46, 27, 1, 15, 14, 43, 23, 5, 33, 29, 47, 21, 40, 15, 21, 13, 17, 0, 38]
[31, 29, 31, 29, 22, 3, 47, 10, 3, 10, 31, 36, 22, 35, 6, 41, 44, 35, 9, 40, 30, 20, 26, 28, 0, 6, 6, 26, 31, 28, 40, 40, 19, 47, 29, 23, 48, 13, 33, 5, 39, 48, 16, 34, 33, 47, 0, 42, 14, 24, 4, 17, 0, 21, 47, 14, 26, 43, 8, 22, 37, 2, 38, 29, 1, 33, 2, 5, 45, 39, 15, 49, 41, 35, 4, 3, 35, 45, 30, 10, 33, 44, 38, 23, 11, 7, 0, 1, 2, 0, 25, 40, 40, 42, 19, 10, 37, 7, 16, 13, 47, 44, 27, 8, 34, 46, 25, 19, 29, 46, 3, 31, 49, 29, 19, 6, 38, 48, 5, 10, 27, 25, 25, 50, 35, 25, 21, 26]
[34, 14, 4, 48, 10, 40, 44, 37, 21, 4, 11, 18, 23, 44, 46, 38, 22, 41, 19, 47, 13, 38, 20, 22, 6, 0, 29, 9, 48, 45, 43, 13, 13, 24, 8, 28, 6, 43, 45, 40, 14, 22, 33, 3, 0, 40, 19, 18, 24, 47, 12, 34, 25, 16, 47, 13, 1, 39, 11, 24, 0, 25, 10, 22, 3, 28, 45, 8, 39, 34, 45, 30, 40, 0, 19, 26, 10, 30, 31, 16, 35, 30, 25, 24, 30, 34, 49, 9, 22, 6, 23, 13, 5, 20, 28, 17, 43, 15, 18, 26, 8, 9, 5, 25, 15, 26, 32, 44, 7, 50, 4, 46, 4, 3, 4, 3, 18, 26, 37, 13, 43, 38, 8, 36, 4, 16, 22, 14]
[14, 20, 24, 36, 49, 34, 38, 45, 10, 40, 36, 23, 0, 19, 46, 33, 50, 42, 48, 33, 33, 37, 16, 40, 6, 29, 0, 24, 47, 24, 3, 26, 20, 43, 1, 49, 36, 41, 47, 19, 36, 3, 38, 17, 45, 36, 37, 31, 34, 45, 36, 45, 49, 12, 41, 9, 38, 50, 9, 5, 47, 39, 48, 15, 0, 17, 24, 19, 47, 26, 23, 12, 17, 0, 12, 21, 37, 23, 25, 46, 11, 30, 38, 28, 12, 19, 39, 11, 2, 18, 5, 4, 40, 27, 39, 20, 10, 28, 15, 24, 37, 45, 8, 30, 39, 48, 11, 40, 26, 17, 32, 50, 34, 1, 38, 22, 13, 28, 31, 47, 39, 31, 1, 1, 31, 16, 34, 3]
[50, 16, 47, 20, 19, 20, 1, 24, 4, 28, 6, 17, 15, 45, 47, 3, 31, 25, 49, 8, 21, 21, 37, 32, 26, 9, 24, 0, 37, 16, 20, 3, 17, 30, 46, 24, 40, 12, 46, 6, 50, 26, 23, 50, 35, 39, 24, 44, 39, 25, 4, 23, 44, 41, 49, 36, 35, 2, 38, 39, 23, 39, 6, 9, 23, 17, 16, 4, 22, 27, 36, 38, 4, 3, 20, 20, 19, 6, 23, 13, 10, 29, 5, 12, 12, 5, 16, 23, 4, 43, 36, 7, 4, 0, 38, 9, 38, 24, 10, 5, 30, 12, 39, 6, 12, 18, 32, 1, 19, 32, 6, 6, 5, 35, 50, 48, 28, 7, 21, 45, 19, 34, 29, 29, 2, 3, 7, 14]
[18, 24, 33, 28, 49, 25, 12, 8, 25, 11, 38, 21, 49, 46, 35, 20, 33, 7, 21, 39, 50, 37, 7, 49, 31, 48, 47, 37, 0, 44, 18, 19, 11, 15, 7, 44, 26, 21, 38, 30, 20, 3, 15, 32, 29, 45, 34, 31, 42, 37, 18, 0, 15, 29, 22, 3, 36, 9, 4, 28, 42, 47, 30, 32, 9, 39, 31, 49, 47, 38, 32, 40, 15, 29, 45, 14, 24, 4, 35, 44, 36, 18, 20, 45, 49, 48, 34, 37, 50, 16, 35, 27, 6, 27, 27, 8, 10, 15, 25, 22, 6, 49, 5, 19, 7, 37, 22, 46, 4, 46, 1, 41, 37, 29, 17, 0, 26, 2, 40, 4, 15, 5, 50, 34, 28, 47, 21, 1]
[9, 33, 22, 16, 27, 26, 50, 25, 38, 49, 44, 3, 37, 45, 33, 11, 50, 27, 29, 4, 12, 46, 3, 23, 28, 45, 24, 16, 44, 0, 42, 9, 44, 40, 11, 8, 13, 36, 1, 12, 7, 36, 33, 32, 31, 11, 27, 37, 41, 17, 8, 11, 26, 40, 10, 29, 6, 45, 28, 24, 33, 49, 50, 9, 42, 35, 2, 32, 1, 40, 44, 3, 30, 16, 29, 48, 50, 42, 32, 22, 7, 9, 16, 32, 4, 28, 0, 33, 13, 16, 33, 19, 20, 50, 49, 48, 36, 41, 21, 36, 9, 33, 20, 11, 12, 20, 48, 11, 19, 47, 27, 24, 0, 17, 0, 2, 39, 48, 31, 35, 5, 48, 44, 9, 21, 2, 18, 11]
[3, 43, 35, 21, 10, 6, 27, 42, 11, 36, 18, 10, 26, 17, 33, 8, 25, 2, 23, 29, 1, 24, 32, 4, 40, 43, 3, 20, 18, 42, 0, 11, 47, 9, 7, 9, 32, 20, 6, 26, 40, 43, 8, 31, 7, 15, 43, 21, 39, 8, 8, 9, 13, 44, 48, 22, 34, 44, 32, 1, 27, 46, 9, 39, 3, 12, 27, 9, 37, 15, 27, 15, 6, 5, 11, 15, 12, 4, 1, 2, 29, 43, 46, 20, 26, 24, 23, 24, 14, 21, 27, 44, 35, 13, 12, 17, 30, 26, 20, 45, 30, 27, 29, 4, 0, 17, 30, 26, 45, 41, 49, 41, 15, 41, 18, 35, 8, 15, 10, 38, 10, 31, 23, 33, 12, 9, 6, 31]
[25, 1, 32, 10, 41, 28, 10, 9, 37, 21, 4, 50, 28, 18, 42, 43, 6, 41, 37, 45, 26, 50, 8, 10, 40, 13, 26, 3, 19, 9, 11, 0, 6, 6, 49, 49, 27, 43, 41, 19, 41, 25, 35, 39, 43, 19, 2, 14, 27, 37, 11, 18, 18, 27, 47, 48, 20, 32, 38, 3, 32, 32, 20, 1, 38, 40, 37, 50, 17, 44, 3, 18, 14, 43, 6, 30, 27, 29, 7, 24, 11, 6, 18, 37, 16, 39, 19, 34, 3, 1, 13, 13, 47, 47, 10, 48, 5, 9, 29, 25, 11, 11, 3, 11, 41, 14, 35, 42, 4, 13, 42, 46, 19, 9, 22, 35, 16, 3, 23, 17, 35, 15, 40, 23, 50, 32, 1, 9]
[3, 22, 17, 18, 17, 38, 3, 16, 41, 5, 19, 10, 16, 29, 40, 3, 16, 34, 9, 11, 19, 32, 22, 20, 19, 13, 20, 17, 11, 44, 47, 6, 0, 41, 29, 11, 42, 22, 11, 37, 13, 35, 42, 1, 48, 8, 23, 46, 6, 15, 29, 9, 4, 48, 25, 37, 3, 36, 0, 3, 43, 7, 36, 33, 36, 50, 36, 42, 41, 14, 14, 17, 43, 29, 36, 6, 31, 45, 44, 48, 19, 11, 31, 14, 12, 11, 29, 48, 19, 41, 12, 29, 5, 41, 47, 6, 32, 45, 20, 32, 9, 13, 23, 0, 41, 32, 45, 5, 24, 40, 46, 25, 40, 49, 36, 47, 7, 23, 29, 34, 25, 4, 28, 8, 47, 40, 24, 10]
[5, 28, 41, 20, 15, 35, 38, 11, 34, 18, 13, 46, 27, 43, 42, 6, 9, 38, 37, 17, 24, 10, 21, 20, 47, 24, 43, 30, 15, 40, 9, 6, 41, 0, 35, 44, 6, 37, 29, 26, 32, 33, 18, 41, 21, 41, 14, 29, 4, 6, 33, 31, 31, 23, 46, 10, 20, 5, 9, 32, 36, 14, 35, 21, 17, 43, 34, 42, 7, 15, 18, 41, 25, 50, 16, 23, 3, 27, 15, 4, 17, 20, 41, 10, 26, 41, 26, 16, 15, 29, 28, 26, 26, 15, 10, 30, 40, 32, 14, 18, 34, 19, 48, 6, 9, 41, 6, 4, 16, 0, 30, 3, 38, 47, 3, 17, 37, 28, 26, 13, 18, 36, 6, 7, 30, 46, 44, 30]
[24, 0, 45, 1, 29, 38, 50, 43, 36, 38, 46, 25, 8, 14, 20, 42, 4, 1, 4, 2, 25, 38, 10, 4, 29, 8, 1, 46, 7, 11, 7, 49, 29, 35, 0, 15, 23, 24, 0, 39, 24, 2, 41, 9, 44, 27, 49, 46, 23, 44, 25, 18, 30, 24, 11, 29, 38, 9, 40, 49, 32, 46, 45, 33, 41, 21, 40, 36, 11, 12, 19, 43, 20, 29, 3, 18, 25, 13, 17, 50, 38, 31, 6, 20, 27, 14, 23, 40, 4, 45, 6, 1, 21, 24, 19, 1, 23, 44, 22, 3, 25, 43, 50, 35, 32, 48, 15, 16, 15, 27, 42, 18, 33, 37, 36, 2, 13, 34, 2, 25, 36, 29, 10, 23, 10, 13, 31, 16]
[26, 43, 18, 44, 38, 34, 35, 32, 22, 46, 47, 10, 18, 31, 25, 48, 26, 20, 13, 42, 41, 9, 8, 44, 23, 28, 49, 24, 44, 8, 9, 49, 11, 44, 15, 0, 15, 10, 49, 50, 49, 10, 42, 8, 18, 50, 36, 37, 12, 48, 39, 26, 42, 27, 4, 49, 49, 41, 44, 10, 20, 7, 17, 10, 7, 17, 19, 17, 0, 35, 46, 21, 44, 49, 48, 49, 20, 34, 20, 36, 25, 32, 8, 45, 13, 6, 2, 44, 3, 4, 12, 22, 26, 26, 14, 47, 13, 3, 21, 17, 3, 25, 48, 30, 36, 31, 50, 9, 36, 14, 47, 46, 5, 40, 3, 37, 13, 16, 34, 25, 38, 12, 35, 12, 20, 50, 23, 14]
