N1,N2,...,Nx
[48, 15, 25, 46, 13, 14, 25, 30, 17, 32, 30, 43, 0, 3, 27, 11, 14, 41, 42, 42, 26, 45, 46, 13, 1, 18, 47, 15, 3, 8, 21, 32, 27, 35, 27, 32, 49, 31, 40, 24]
[42, 28, 28, 22, 44, 42, 33, 22, 33, 44, 43, 10, 3, 0, 28, 41, 34, 37, 44, 22, 37, 36, 33, 22, 17, 22, 23, 10, 10, 12, 44, 5, 32, 37, 26, 50, 22, 46, 11, 47]
[23, 14, 38, 4, 48, 41, 49, 25, 38, 18, 46, 45, 27, 28, 0, 13, 14, 21, 11, 48, 9, 8, 0, 35, 7, 48, 20, 3, 37, 13, 2, 29, 20, 47, 16, 44, 46, 45, 42, 8]
[25, 1, 48, 14, 12, 46, 11, 47, 16, 38, 31, 3, 11, 41, 13, 0, 49, 4, 24, 16, 50, 17, 10, 2, 0, 28, 5, 6, 43, 27, 19, 33, 6, 15, 21, 20, 47, 34, 6, 30]
[36, 5, 0, 40, 31, 33, 48, 41, 44, 4, 45, 10, 14, 34, 14, 49, 0, 20, 23, 7, 14, 14, 30, 12, 17, 36, 15, 0, 8, 40, 3, 19, 33, 16, 45, 23, 33, 23, 44, 23]
[4, 1, 47, 11, 17, 44, 10, 46, 43, 16, 4, 38, 41, 37, 21, 4, 20, 0, 18, 21, 21, 27, 27, 30, 39, 21, 14, 40, 10, 21, 19, 28, 42, 22, 50, 14, 0, 38, 17, 2]
[42, 43, 15, 29, 25, 20, 24, 38, 30, 25, 20, 0, 42, 44, 11, 24, 23, 18, 0, 40, 31, 32, 13, 33, 39, 3, 25, 42, 40, 12, 1, 50, 25, 49, 33, 16, 8, 0, 4, 35]
[7, 32, 45, 28, 40, 3, 45, 46, 16, 25, 0, 10, 42, 22, 48, 16, 7, 21, 40, 0, 33, 34, 12, 41, 47, 38, 36, 50, 41, 39, 45, 43, 26, 49, 35, 28, 31, 33, 47, 35]
[11, 8, 3, 20, 45, 13, 23, 16, 39, 35, 35, 4, 26, 37, 9, 50, 14, 21, 31, 33, 0, 40, 36, 22, 45, 6, 19, 9, 3, 36, 36, 39, 7, 7, 5, 49, 36, 32, 25, 43]
[39, 7, 39, 36, 3, 43, 13, 28, 45, 37, 5, 6, 45, 36, 8, 17, 14, 27, 32, 34, 40, 0, 20, 35, 43, 47, 5, 34, 28, 22, 6, 10, 35, 11, 19, 20, 22, 44, 29, 43]
[22, 23, 24, 17, 9, 21, 31, 46, 47, 15, 40, 2, 46, 33, 0, 10, 30, 27, 13, 12, 36, 20, 0, 12, 20, 50, 10, 42, 41, 8, 26, 46, 41, 5, 49, 16, 37, 26, 26, 35]
[23, 2, 7, 20, 39, 45, 21, 28, 19, 26, 31, 5, 13, 22, 35, 2, 12, 30, 33, 41, 22, 35, 12, 0, 7, 5, 5, 50, 20, 44, 13, 43, 28, 24, 47, 12, 7, 41, 34, 41]
[37, 49, 1, 45, 48, 3, 3, 21, 24, 44, 47, 18, 1, 17, 7, 0, 17, 39, 39, 47, 45, 43, 20, 7, 0, 43, 19, 23, 36, 32, 15, 22, 5, 30, 28, 33, 32, 18, 49, 3]
[8, 1, 22, 3, 43, 32, 22, 41, 18, 10, 1, 46, 18, 22, 48, 28, 36, 21, 3, 38, 6, 47, 50, 5, 43, 0, 14, 25, 17, 44, 36, 24, 28, 28, 47, 13, 24, 34, 40, 10]
[3, 22, 6, 35, 9, 32, 23, 24, 46, 17, 20, 41, 47, 23, 20, 5, 15, 14, 25, 36, 19, 5, 10, 5, 19, 14, 0, 41, 49, 31, 26, 26, 11, 42, 18, 39, 40, 3, 11, 18]
[22, 23, 6, 31, 22, 14, 29, 47, 40, 19, 15, 5, 15, 10, 3, 6, 0, 40, 42, 50, 9, 34, 42, 50, 23, 25, 41, 0, 46, 44, 18, 38, 29, 22, 6, 13, 19, 25, 22, 12]
[11, 16, 36, 16, 26, 46, 3, 48, 48, 23, 4, 7, 3, 10, 37, 43, 8, 10, 40, 41, 3, 28, 41, 20, 36, 17, 49, 46, 0, 7, 49, 44, 20, 33, 50, 30, 44, 28, 44, 45]
[49, 46, 43, 40, 27, 3, 7, 19, 36, 29, 30, 34, 8, 12, 13, 27, 40, 21, 12, 39, 36, 22, 8, 44, 32, 44, 31, 44, 7, 0, 31, 18, 28, 20, 7, 29, 1, 28, 42, 23]
[4, 48, 14, 42, 35, 5, 39, 35, 48, 31, 32, 41, 21, 44, 2, 19, 3, 19, 1, 45, 36, 6, 26, 13, 15, 36, 26, 18, 49, 31, 0, 36, 28, 39, 33, 29, 12, 29, 22, 9]
[46, 20, 22, 27, 19, 37, 42, 38, 44, 42, 5, 6, 32, 5, 29, 33, 19, 28, 50, 43, 39, 10, 46, 43, 22, 24, 26, 38, 44, 18, 36, 0, 38, 24, 16, 12, 44, 36, 37, 13]
[31, 43, 23, 7, 14, 21, 12, 43, 49, 28, 22, 7, 27, 32, 20, 6, 33, 42, 25, 26, 7, 35, 41, 28, 5, 28, 11, 29, 20, 28, 28, 38, 0, 13, 26, 18, 4, 7, 10, 12]
[38, 35, 22, 45, 37, 30, 25, 31, 21, 15, 4, 24, 35, 37, 47, 15, 16, 22, 49, 49, 7, 11, 5, 24, 30, 28, 42, 22, 33, 20, 39, 24, 13, 0, 31, 5, 47, 21, 16, 7]
[5, 7, 49, 38, 6, 22, 10, 32, 31, 13, 6, 36, 27, 26, 16, 21, 45, 50, 33, 35, 5, 19, 49, 47, 28, 47, 18, 6, 50, 7, 33, 16, 26, 31, 0, 17, 17, 7, 12, 22]
[50, 2, 47, 7, 31, 25, 31, 21, 9, 17, 24, 15, 32, 50, 44, 20, 23, 14, 16, 28, 49, 20, 16, 12, 33, 13, 39, 13, 30, 29, 29, 12, 18, 5, 17, 0, 16, 40, 10, 25]
[32, 4, 30, 12, 35, 49, 0, 45, 39, 34, 43, 7, 49, 22, 46, 47, 33, 0, 8, 31, 36, 22, 37, 7, 32, 24, 40, 19, 44, 1, 12, 44, 4, 47, 17, 16, 0, 21, 31, 11]
[23, 23, 31, 24, 8, 31, 17, 49, 46, 30, 39, 33, 31, 46, 45, 34, 23, 38, 0, 33, 32, 44, 26, 41, 18, 34, 3, 25, 28, 28, 29, 36, 7, 21, 7, 40, 21, 0, 45, 8]
[27, 12, 37, 1, 17, 27, 1, 36, 2, 41, 22, 22, 40, 11, 42, 6, 44, 17, 4, 47, 25, 29, 26, 34, 49, 40, 11, 22, 44, 42, 22, 37, 10, 16, 12, 10, 31, 45, 0, 36]
[43, 46, 24, 4, 24, 14, 12, 39, 31, 21, 46, 30, 24, 47, 8, 30, 23, 2, 35, 35, 43, 43, 35, 41, 3, 10, 18, 12, 45, 23, 9, 13, 12, 7, 22, 25, 11, 8, 36, 0]
