N1,N2,...,Nx
[15, 39, 7, 32, 42, 50, 31, 49, 5, 15, 0, 37, 33, 49, 8, 23, 9, 38, 25, 32, 46, 19, 23, 11, 0, 39, 10, 33, 48, 32, 38, 32, 15, 18, 49, 38, 19, 20, 21, 37, 48, 48, 14, 36, 31, 30, 21, 32, 22, 45, 36, 50, 33, 29, 44, 15, 43, 30, 47, 34, 41, 1, 17, 26, 3, 17, 14, 19, 30, 35, 19, 11, 16, 48, 18, 10, 4, 10, 27, 21, 46, 45, 47, 48, 37, 0, 25, 3, 32, 19, 42, 1, 36, 44, 41, 47, 38, 18, 31, 9, 34, 46, 50, 1, 21, 16, 1, 13, 46, 22, 21, 28, 23, 42, 10, 12, 5, 5, 42, 1, 23, 1, 5, 34, 11, 22, 42, 29, 12, 13, 24, 35, 10, 32, 21, 27, 30, 10, 48, 16, 34, 15, 24, 29, 18, 2, 17, 42, 7, 29, 48, 18, 41, 9, 35, 20, 30, 19, 18, 35]
[36, 38, 49, 38, 25, 16, 45, 21, 14, 26, 37, 0, 38, 48, 2, 14, 2, 0, 41, 6, 25, 14, 41, 34, 18, 49, 18, 12, 40, 3, 10, 27, 33, 19, 1, 34, 40, 18, 26, 9, 10, 44, 23, 25, 23, 33, 39, 31, 44, 10, 15, 22, 41, 10, 4, 23, 9, 18, 35, 42, 43, 45, 22, 9, 3, 43, 47, 21, 44, 45, 26, 43, 50, 3, 36, 34, 35, 46, 18, 23, 9, 32, 21, 18, 40, 39, 11, 44, 50, 0, 43, 41, 42, 17, 31, 7, 8, 34, 12, 39, 16, 12, 36, 30, 42, 40, 17, 7, 7, 41, 18, 44, 0, 6, 23, 43, 44, 36, 44, 28, 47, 5, 29, 44, 47, 23, 17, 36, 36, 38, 42, 12, 3, 0, 41, 9, 25, 21, 7, 41, 37, 34, 47, 0, 37, 35, 20, 5, 27, 45, 4, 25, 22, 31, 36, 42, 9, 38, 23, 31]
[3, 10, 14, 45, 17, 16, 0, 4, 27, 5, 33, 38, 0, 42, 26, 40, 30, 18, 49, 1, 3, 22, 27, 16, 19, 16, 49, 45, 4, 34, 8, 40, 26, 4, 45, 1, 3, 41, 2, 26, 18, 4, 41, 49, 45, 42, 17, 3, 32, 43, 39, 33, 44, 42, 32, 50, 9, 21, 27, 38, 1, 43, 6, 31, 12, 10, 23, 41, 33, 25, 15, 24, 33, 7, 48, 20, 11, 39, 37, 44, 50, 34, 14, 31, 43, 45, 3, 27, 33, 11, 49, 12, 13, 10, 19, 30, 23, 17, 10, 3, 11, 31, 24, 0, 47, 41, 16, 47, 13, 19, 41, 12, 30, 25, 47, 3, 32, 7, 16, 1, 23, 3, 12, 23, 39, 34, 14, 3, 41, 20, 42, 30, 46, 24, 5, 33, 23, 32, 44, 13, 13, 15, 20, 39, 20, 39, 16, 15, 11, 13, 50, 41, 10, 29, 9, 4, 23, 31, 48, 20]
[41, 42, 18, 4, 23, 49, 39, 43, 49, 2, 49, 48, 42, 0, 14, 0, 8, 30, 13, 36, 16, 46, 43, 43, 12, 45, 22, 34, 36, 13, 12, 31, 26, 13, 23, 42, 25, 44, 40, 41, 46, 38, 2, 13, 36, 21, 47, 9, 19, 19, 27, 23, 37, 45, 41, 42, 38, 1, 41, 10, 8, 26, 37, 38, 36, 3, 22, 11, 15, 22, 49, 38, 45, 35, 48, 4, 28, 36, 10, 11, 20, 18, 26, 20, 33, 4, 39, 20, 38, 27, 14, 1, 26, 45, 3, 19, 5, 11, 49, 35, 32, 47, 0, 37, 39, 18, 46, 20, 21, 23, 23, 10, 2, 10, 22, 35, 2, 33, 7, 2, 6, 39, 0, 28, 3, 14, 27, 29, 2, 19, 20, 36, 0, 2, 28, 15, 46, 28, 16, 36, 9, 20, 42, 12, 43, 33, 33, 20, 29, 13, 36, 22, 26, 39, 47, 7, 25, 36, 19, 33]
[15, 34, 45, 24, 19, 22, 34, 10, 22, 23, 8, 2, 26, 14, 0, 32, 34, 21, 10, 9, 42, 31, 5, 16, 37, 45, 44, 35, 50, 28, 33, 18, 10, 27, 19, 11, 26, 18, 15, 50, 36, 50, 40, 2, 5, 7, 6, 9, 20, 31, 23, 39, 15, 43, 12, 42, 42, 32, 42, 36, 49, 40, 9, 48, 44, 28, 10, 0, 1, 21, 31, 17, 3, 38, 44, 2, 42, 2, 6, 28, 41, 20, 40, 26, 31, 16, 23, 0, 41, 1, 9, 23, 14, 15, 26, 13, 9, 48, 6, 37, 33, 35, 5, 23, 17, 45, 34, 4, 28, 28, 12, 28, 49, 34, 9, 12, 12, 24, 19, 29, 0, 12, 6, 16, 8, 24, 16, 27, 18, 1, 30, 47, 6, 26, 39, 18, 9, 6, 34, 27, 2, 31, 1, 0, 4, 26, 13, 45, 10, 44, 42, 38, 8, 45, 42, 27, 12, 31, 25, 23]
[7, 30, 48, 21, 30, 19, 12, 43, 13, 3, 23, 14, 40, 0, 32, 0, 16, 3, 44, 20, 6, 46, 44, 39, 46, 6, 22, 26, 23, 44, 17, 14, 25, 40, 46, 43, 16, 32, 24, 47, 23, 3, 47, 35, 2, 42, 45, 41, 25, 37, 21, 32, 4, 30, 41, 46, 17, 14, 24, 16, 0, 12, 13, 21, 45, 5, 9, 16, 33, 30, 31, 17, 46, 40, 9, 10, 43, 28, 50, 21, 10, 11, 48, 41, 6, 2, 7, 12, 31, 28, 34, 2, 2, 14, 34, 8, 29, 11, 6, 24, 18, 6, 42, 1, 8, 45, 35, 41, 19, 28, 11, 0, 0, 13, 18, 12, 44, 39, 11, 46, 43, 50, 31, 34, 19, 40, 45, 26, 47, 25, 12, 35, 9, 29, 4, 7, 28, 36, 7, 43, 1, 43, 48, 38, 47, 24, 39, 36, 0, 8, 17, 25, 37, 22, 14, 44, 25, 3, 27, 36]
[22, 19, 47, 1, 7, 35, 14, 28, 1, 25, 9, 2, 30, 8, 34, 16, 0, 40, 16, 25, 46, 21, 22, 2, 45, 49, 36, 44, 37, 17, 30, 49, 14, 29, 48, 37, 24, 49, 3, 28, 36, 42, 14, 30, 40, 46, 22, 12, 41, 14, 36, 28, 49, 20, 20, 43, 27, 16, 38, 33, 9, 47, 17, 27, 11, 17, 32, 26, 37, 26, 10, 40, 6, 17, 5, 33, 25, 47, 26, 26, 41, 46, 9, 10, 38, 8, 7, 36, 44, 40, 40, 2, 1, 8, 25, 37, 44, 7, 15, 45, 32, 27, 37, 10, 40, 30, 28, 10, 4, 35, 34, 25, 43, 16, 39, 43, 39, 40, 20, 50, 32, 17, 11, 37, 49, 8, 16, 7, 48, 26, 39, 31, 2, 37, 34, 47, 20, 42, 24, 50, 44, 50, 39, 26, 34, 8, 2, 45, 0, 14, 50, 6, 26, 6, 25, 50, 50, 12, 27, 38]
[26, 12, 22, 42, 42, 29, 22, 48, 38, 2, 38, 0, 18, 30, 21, 3, 40, 0, 19, 19, 19, 38, 22, 19, 21, 14, 24, 5, 29, 29, 2, 40, 0, 6, 12, 39, 35, 3, 12, 14, 14, 9, 23, 8, 6, 0, 27, 22, 4, 38, 37, 2, 33, 7, 2, 15, 46, 34, 25, 0, 48, 13, 11, 26, 1, 50, 16, 33, 6, 13, 12, 50, 45, 44, 48, 5, 17, 5, 8, 37, 4, 12, 11, 41, 2, 38, 38, 15, 17, 38, 28, 44, 0, 17, 41, 29, 41, 45, 36, 19, 19, 42, 8, 3, 1, 35, 26, 0, 2, 47, 39, 15, 19, 31, 42, 29, 30, 19, 17, 14, 46, 34, 5, 49, 41, 29, 28, 23, 30, 28, 19, 36, 45, 36, 28, 40, 14, 6, 17, 21, 36, 0, 5, 49, 0, 29, 17, 50, 30, 45, 27, 26, 7, 10, 12, 18, 0, 47, 24, 12]
[4, 23, 40, 15, 18, 17, 40, 1, 37, 38, 25, 41, 49, 13, 10, 44, 16, 19, 0, 49, 0, 23, 3, 25, 38, 38, 35, 9, 37, 27, 14, 14, 18, 40, 26, 3, 21, 37, 6, 33, 17, 0, 40, 48, 21, 16, 33, 43, 44, 24, 35, 5, 27, 35, 40, 19, 20, 30, 30, 44, 10, 23, 23, 1, 26, 33, 18, 24, 32, 5, 23, 0, 39, 49, 45, 12, 2, 26, 21, 9, 3, 41, 27, 32, 20, 13, 17, 40, 33, 18, 29, 2, 22, 14, 35, 28, 2, 19, 35, 1, 6, 49, 49, 43, 4, 14, 5, 5, 1, 42, 43, 10, 36, 1, 42, 8, 4, 42, 44, 37, 32, 35, 12, 32, 30, 7, 7, 2, 20, 12, 46, 22, 48, 0, 30, 17, 0, 7, 38, 20, 38, 32, 0, 12, 34, 34, 26, 48, 37, 24, 6, 31, 42, 27, 28, 31, 11, 17, 49, 32]
[24, 43, 20, 27, 9, 24, 0, 26, 20, 25, 32, 6, 1, 36, 9, 20, 25, 19, 49, 0, 32, 6, 8, 38, 26, 24, 4, 11, 19, 4, 36, 29, 23, 11, 42, 31, 29, 8, 36, 39, 33, 5, 29, 10, 7, 35, 46, 2, 34, 43, 32, 46, 27, 12, 29, 20, 46, 49, 6, 9, 24, 13, 6, 42, 17, 41, 4, 11, 41, 45, 42, 1, 44, 30, 38, 10, 24, 45, 40, 11, 44, 40, 15, 49, 45, 5, 4, 9, 13, 8, 36, 34, 7, 46, 6, 40, 44, 46, 21, 27, 33, 3, 19, 4, 2, 16, 23, 18, 39, 23, 30, 2, 6, 15, 26, 47, 19, 30, 50, 0, 6, 17, 7, 25, 30, 31, 44, 30, 47, 6, 45, 29, 40, 45, 48, 13, 43, 49, 19, 31, 2, 8, 19, 36, 42, 32, 12, 31, 22, 30, 37, 36, 48, 12, 25, 20, 7, 0, 12, 26]
[33, 6, 39, 47, 15, 6, 7, 46, 12, 8, 46, 25, 3, 16, 42, 6, 46, 19, 0, 32, 0, 26, 33, 27, 10, 15, 28, 36, 20, 22, 46, 50, 19, 4, 35, 47, 28, 42, 24, 25, 15, 38, 1, 47, 15, 16, 5, 36, 44, 40, 37, 29, 50, 36, 31, 17, 25, 9, 44, 23, 44, 39, 21, 39, 22, 39, 36, 40, 1, 49, 44, 14, 45, 49, 35, 38, 18, 7, 40, 28, 6, 6, 49, 20, 47, 8, 32, 6, 11, 24, 13, 41, 25, 7, 20, 4, 20, 35, 35, 28, 21, 7, 33, 32, 3, 34, 33, 7, 19, 8, 20, 39, 31, 16, 27, 33, 43, 8, 14, 29, 5, 33, 49, 11, 32, 4, 42, 21, 0, 43, 18, 0, 37, 8, 1, 2, 35, 34, 35, 14, 3, 36, 46, 41, 30, 24, 49, 27, 35, 39, 5, 19, 50, 0, 49, 39, 9, 33, 7, 4]
[16, 43, 42, 19, 46, 14, 40, 14, 39, 40, 19, 14, 22, 46, 31, 46, 21, 38, 23, 6, 26, 0, 41, 48, 19, 5, 13, 26, 31, 26, 39, 9, 12, 12, 25, 2, 3, 49, 1, 16, 11, 8, 44, 1, 19, 0, 29, 7, 46, 0, 15, 36, 38, 15, 15, 26, 36, 8, 13, 45, 50, 0, 26, 26, 47, 7, 8, 27, 11, 12, 29, 5, 5, 6, 47, 37, 31, 27, 1, 8, 16, 30, 19, 0, 49, 14, 10, 37, 29, 15, 33, 20, 34, 41, 12, 24, 16, 32, 7, 31, 35, 44, 19, 40, 47, 11, 31, 12, 31, 7, 0, 15, 33, 45, 15, 47, 35, 7, 3, 34, 48, 44, 29, 16, 50, 25, 36, 36, 33, 36, 39, 49, 36, 23, 20, 45, 47, 16, 42, 3, 33, 12, 50, 0, 24, 25, 7, 29, 16, 43, 14, 28, 16, 50, 22, 31, 3, 1, 11, 50]
[5, 29, 9, 35, 22, 7, 22, 30, 39, 39, 23, 41, 27, 43, 5, 44, 22, 22, 3, 8, 33, 41, 0, 6, 30, 22, 26, 18, 22, 49, 37, 44, 11, 6, 3, 50, 50, 42, 33, 13, 1, 27, 26, 34, 5, 4, 38, 18, 32, 15, 36, 38, 5, 26, 42, 6, 0, 7, 36, 37, 32, 7, 47, 5, 15, 10, 38, 13, 28, 37, 25, 28, 1, 31, 47, 34, 32, 47, 31, 46, 47, 44, 6, 19, 8, 4, 41, 14, 22, 33, 47, 9, 28, 19, 35, 44, 29, 23, 39, 26, 31, 12, 20, 9, 42, 50, 28, 10, 5, 17, 45, 34, 25, 22, 14, 35, 48, 9, 4, 8, 38, 40, 8, 37, 48, 44, 19, 10, 19, 34, 46, 34, 49, 14, 3, 11, 8, 35, 10, 46, 21, 43, 17, 11, 42, 42, 22, 21, 23, 8, 20, 28, 30, 8, 38, 40, 26, 33, 48, 22]
[33, 0, 18, 21, 6, 46, 36, 17, 48, 44, 11, 34, 16, 43, 16, 39, 2, 19, 25, 38, 27, 48, 6, 0, 26, 3, 35, 4, 28, 17, 21, 46, 24, 25, 37, 14, 35, 23, 9, 6, 9, 32, 29, 41, 14, 45, 22, 35, 5, 30, 9, 38, 24, 36, 1, 10, 41, 24, 36, 44, 1, 27, 24, 34, 9, 35, 41, 16, 11, 36, 13, 20, 17, 23, 5, 35, 10, 6, 42, 47, 42, 21, 5, 27, 35, 2, 19, 14, 21, 13, 11, 9, 18, 50, 19, 38, 6, 28, 10, 28, 21, 35, 23, 31, 7, 3, 16, 42, 39, 44, 42, 33, 45, 39, 44, 50, 12, 6, 4, 3, 48, 21, 1, 49, 26, 31, 35, 11, 24, 21, 21, 40, 5, 40, 21, 0, 16, 27, 40, 0, 32, 38, 17, 12, 50, 27, 35, 15, 21, 36, 46, 15, 33, 49, 28, 30, 31, 40, 43, 15]
[18, 45, 36, 35, 34, 31, 21, 48, 26, 43, 0, 18, 19, 12, 37, 46, 45, 21, 38, 26, 10, 19, 30, 26, 0, 50, 45, 45, 42, 17, 25, 3, 9, 20, 49, 27, 40, 37, 27, 37, 13, 42, 46, 39, 46, 35, 36, 14, 21, 20, 21, 15, 16, 25, 50, 19, 3, 29, 10, 35, 19, 9, 40, 1, 45, 29, 30, 42, 44, 28, 24, 37, 1, 42, 44, 29, 20, 26, 42, 12, 19, 16, 22, 42, 48, 35, 0, 34, 6, 37, 34, 29, 6, 47, 6, 48, 41, 39, 0, 46, 16, 35, 10, 5, 35, 50, 20, 41, 3, 38, 40, 30, 42, 44, 11, 21, 26, 39, 17, 6, 24, 31, 5, 26, 21, 33, 49, 18, 13, 42, 41, 34, 33, 9, 9, 4, 23, 42, 12, 1, 17, 38, 6, 40, 27, 10, 0, 5, 33, 20, 48, 30, 26, 16, 14, 12, 26, 22, 20, 39]
[32, 49, 5, 10, 26, 29, 32, 28, 20, 39, 39, 49, 16, 45, 45, 6, 49, 14, 38, 24, 15, 5, 22, 3, 50, 0, 6, 20, 8, 5, 28, 23, 6, 36, 6, 27, 22, 15, 16, 26, 41, 2, 8, 40, 3, 47, 32, 6, 18, 39, 10, 29, 48, 2, 37, 41, 39, 7, 48, 1, 24, 7, 38, 36, 22, 40, 46, 24, 32, 7, 3, 25, 38, 1, 41, 2, 41, 40, 28, 28, 12, 31, 44, 24, 34, 17, 42, 0, 20, 10, 16, 33, 10, 35, 12, 50, 21, 35, 5, 47, 11, 1, 15, 49, 46, 38, 3, 1, 48, 32, 7, 49, 11, 34, 35, 32, 17, 22, 33, 44, 17, 7, 6, 50, 31, 33, 30, 7, 26, 26, 14, 4, 37, 38, 24, 43, 5, 25, 36, 21, 39, 21, 34, 31, 35, 39, 28, 25, 42, 47, 49, 25, 30, 35, 0, 32, 2, 28, 10, 14]
[10, 43, 19, 35, 40, 12, 23, 24, 24, 25, 10, 18, 49, 22, 44, 22, 36, 24, 35, 4, 28, 13, 26, 35, 45, 6, 0, 21, 1, 45, 18, 38, 29, 48, 50, 41, 37, 26, 31, 43, 26, 31, 15, 39, 15, 41, 39, 7, 21, 41, 36, 1, 40, 2, 5, 1, 9, 31, 48, 14, 47, 33, 33, 7, 22, 20, 27, 16, 48, 44, 48, 0, 11, 5, 47, 26, 19, 39, 15, 9, 35, 19, 45, 23, 43, 49, 30, 22, 24, 22, 2, 30, 13, 30, 45, 37, 25, 12, 39, 9, 34, 36, 25, 30, 17, 22, 10, 15, 12, 14, 5, 21, 40, 40, 17, 36, 17, 43, 6, 15, 21, 33, 49, 46, 49, 30, 31, 10, 50, 24, 10, 29, 27, 13, 34, 10, 0, 34, 39, 39, 21, 25, 17, 40, 3, 31, 13, 45, 6, 33, 6, 6, 2, 32, 7, 28, 29, 4, 13, 4]
[50, 1, 3, 0, 16, 15, 0, 29, 4, 1, 33, 12, 45, 34, 35, 26, 44, 5, 9, 11, 36, 26, 18, 4, 45, 20, 21, 0, 38, 41, 34, 32, 47, 26, 29, 9, 19, 46, 28, 15, 24, 49, 27, 16, 23, 0, 17, 12, 31, 18, 7, 29, 17, 7, 42, 25, 32, 45, 7, 33, 3, 17, 16, 6, 32, 22, 28, 5, 37, 26, 34, 29, 25, 29, 23, 41, 7, 40, 37, 43, 25, 9, 12, 33, 38, 46, 13, 3, 31, 31, 47, 12, 3, 47, 41, 36, 29, 18, 46, 32, 3, 37, 47, 32, 6, 34, 9, 6, 15, 45, 16, 48, 10, 40, 25, 11, 41, 35, 45, 3, 44, 28, 23, 31, 17, 2, 3, 40, 47, 30, 27, 16, 21, 30, 46, 46, 1, 49, 18, 27, 28, 19, 28, 40, 8, 49, 19, 15, 32, 28, 18, 11, 39, 3, 35, 20, 36, 27, 40, 31]
[28, 35, 28, 31, 8, 50, 16, 50, 49, 10, 48, 40, 4, 36, 50, 23, 37, 29, 37, 19, 20, 31, 22, 28, 42, 8, 1, 38, 0, 36, 26, 8, 49, 11, 26, 14, 0, 6, 30, 19, 7, 10, 26, 29, 42, 24, 25, 9, 28, 20, 48, 3, 25, 42, 39, 40, 24, 14, 20, 11, 16, 22, 3, 38, 49, 23, 18, 31, 16, 40, 37, 8, 8, 19, 44, 15, 48, 20, 18, 6, 34, 4, 41, 13, 18, 41, 20, 26, 24, 49, 41, 40, 26, 4, 34, 5, 0, 25, 50, 44, 9, 20, 17, 19, 44, 14, 0, 26, 12, 5, 22, 7, 13, 33, 35, 17, 23, 29, 32, 24, 1, 31, 2, 50, 47, 18, 46, 11, 41, 50, 48, 8, 32, 3, 12, 25, 22, 46, 3, 42, 41, 27, 45, 18, 46, 42, 18, 40, 26, 34, 7, 35, 50, 45, 49, 14, 2, 19, 12, 25]
