N1,N2,...,Nx
[35, 9, 50, 32, 33, 42, 42, 25, 12, 28, 0, 15, 47, 15, 5, 2, 3, 49, 2, 4, 30, 45, 35, 47, 48, 44, 7, 50, 42, 13, 39, 50, 17, 26, 0, 18, 34, 11, 30, 27, 9, 48, 7, 45, 17, 45, 37, 47, 41, 20, 5, 0, 5, 27, 14, 16, 42, 18, 16, 29, 44, 24, 14, 7, 11, 6, 14, 28, 15, 27, 24, 31, 30, 41, 33, 32, 45, 4, 39, 35, 49, 1, 28, 50, 2, 27, 30, 37, 45, 8, 21, 35, 20, 39, 23, 26, 2, 14, 45, 30, 8, 50, 19, 19, 26, 29, 7, 41, 28, 39, 45, 24, 5, 31, 1, 42, 13, 21, 36, 11, 36, 34, 6, 0, 46, 12, 20, 47, 35, 32, 8, 35, 2, 23, 33, 15, 32, 26, 43, 41, 49, 48, 40, 0, 6, 29, 7, 43, 35, 44, 13, 41, 41, 35, 28, 32, 7, 47, 45]
[1, 50, 35, 12, 17, 45, 22, 0, 23, 45, 15, 0, 0, 17, 6, 27, 20, 46, 12, 43, 37, 26, 9, 1, 32, 9, 33, 29, 14, 30, 11, 0, 18, 1, 6, 26, 48, 45, 47, 37, 49, 45, 37, 27, 15, 42, 12, 40, 15, 26, 2, 34, 1, 39, 0, 42, 48, 40, 29, 1, 20, 1, 7, 26, 0, 38, 26, 38, 1, 1, 6, 7, 15, 21, 5, 50, 40, 50, 13, 17, 14, 30, 34, 0, 46, 7, 22, 27, 38, 26, 24, 31, 31, 21, 25, 3, 28, 30, 9, 27, 34, 18, 10, 45, 10, 14, 35, 44, 38, 9, 3, 37, 44, 38, 50, 26, 15, 29, 6, 30, 49, 45, 27, 23, 49, 38, 1, 37, 4, 47, 25, 24, 32, 17, 31, 18, 24, 33, 21, 48, 24, 42, 43, 20, 30, 17, 42, 1, 13, 24, 12, 1, 44, 49, 4, 21, 2, 2, 4]
[45, 35, 4, 44, 12, 29, 2, 35, 3, 4, 47, 0, 0, 46, 15, 29, 1, 17, 29, 31, 0, 1, 40, 16, 26, 47, 37, 4, 10, 7, 20, 4, 13, 16, 12, 11, 28, 4, 1, 38, 12, 35, 18, 8, 39, 14, 13, 4, 47, 6, 34, 6, 21, 25, 31, 34, 37, 40, 48, 39, 15, 27, 14, 11, 11, 46, 40, 26, 8, 13, 22, 10, 47, 14, 29, 41, 42, 30, 1, 20, 22, 2, 36, 3, 12, 23, 13, 41, 5, 45, 10, 9, 9, 28, 47, 41, 34, 47, 1, 12, 26, 26, 26, 8, 46, 26, 27, 31, 14, 29, 15, 15, 30, 14, 48, 8, 33, 1, 37, 48, 17, 4, 10, 36, 40, 48, 22, 5, 10, 30, 34, 44, 19, 13, 7, 47, 47, 37, 50, 50, 49, 31, 36, 36, 10, 17, 46, 33, 0, 50, 0, 16, 2, 7, 15, 34, 23, 2, 48]
[29, 27, 18, 31, 26, 8, 26, 49, 5, 12, 15, 17, 46, 0, 25, 39, 44, 42, 49, 41, 47, 19, 43, 18, 40, 47, 37, 5, 43, 35, 21, 33, 31, 14, 40, 12, 50, 37, 7, 37, 25, 49, 36, 31, 31, 50, 19, 37, 45, 21, 30, 48, 25, 35, 27, 42, 15, 30, 22, 7, 35, 26, 48, 34, 46, 17, 35, 50, 5, 27, 36, 30, 40, 47, 44, 8, 48, 44, 44, 1, 14, 30, 50, 9, 31, 23, 32, 42, 3, 9, 37, 50, 38, 33, 40, 14, 36, 44, 23, 44, 32, 47, 23, 19, 45, 19, 50, 27, 24, 20, 50, 0, 36, 41, 37, 49, 42, 40, 29, 49, 42, 20, 25, 30, 15, 26, 26, 28, 45, 15, 11, 13, 11, 50, 16, 28, 16, 3, 41, 27, 33, 24, 1, 28, 26, 7, 0, 42, 3, 43, 31, 39, 32, 50, 27, 32, 11, 18, 33]
[29, 4, 32, 43, 1, 47, 36, 31, 45, 10, 5, 6, 15, 25, 0, 29, 42, 42, 21, 32, 8, 20, 31, 17, 39, 39, 9, 23, 39, 21, 7, 45, 40, 31, 6, 18, 28, 25, 8, 35, 47, 41, 21, 7, 4, 44, 12, 1, 17, 27, 3, 22, 23, 38, 22, 19, 26, 20, 3, 26, 7, 8, 14, 7, 50, 32, 44, 30, 22, 24, 42, 43, 33, 50, 27, 23, 34, 0, 31, 8, 25, 35, 44, 48, 33, 46, 19, 19, 40, 20, 43, 3, 22, 25, 44, 18, 8, 14, 45, 37, 18, 8, 15, 47, 16, 24, 29, 18, 32, 46, 0, 38, 47, 10, 29, 16, 37, 30, 19, 42, 27, 36, 18, 10, 5, 33, 26, 10, 38, 3, 27, 11, 50, 25, 42, 43, 14, 32, 36, 3, 9, 20, 41, 6, 34, 40, 6, 17, 0, 22, 3, 0, 0, 12, 33, 32, 28, 50, 3]
[33, 33, 23, 13, 45, 21, 33, 50, 48, 43, 2, 27, 29, 39, 29, 0, 23, 15, 40, 12, 29, 43, 30, 13, 16, 0, 16, 47, 34, 13, 33, 48, 16, 31, 20, 36, 19, 0, 9, 30, 35, 28, 34, 7, 24, 31, 13, 10, 39, 9, 38, 38, 42, 14, 4, 41, 21, 47, 16, 13, 23, 37, 21, 41, 44, 17, 42, 38, 32, 11, 1, 43, 28, 19, 0, 6, 24, 5, 44, 7, 49, 38, 48, 16, 24, 40, 47, 3, 29, 12, 4, 23, 18, 27, 10, 14, 22, 3, 28, 6, 36, 4, 6, 33, 18, 45, 44, 8, 23, 38, 17, 8, 14, 24, 20, 36, 18, 9, 8, 29, 9, 14, 17, 26, 41, 7, 26, 34, 45, 16, 10, 42, 15, 34, 45, 42, 25, 35, 15, 34, 32, 41, 8, 19, 17, 48, 44, 32, 48, 6, 6, 48, 12, 21, 43, 23, 7, 35, 2]
[15, 34, 10, 35, 30, 39, 21, 30, 36, 47, 3, 20, 1, 44, 42, 23, 0, 45, 36, 40, 28, 22, 8, 12, 22, 20, 25, 18, 32, 12, 6, 14, 32, 15, 39, 7, 21, 36, 44, 1, 2, 22, 1, 36, 49, 48, 37, 38, 48, 15, 48, 28, 37, 12, 4, 31, 44, 32, 19, 50, 4, 35, 20, 25, 10, 35, 0, 17, 20, 12, 8, 38, 46, 46, 4, 28, 21, 17, 34, 42, 43, 24, 4, 23, 35, 22, 50, 46, 41, 46, 41, 41, 25, 0, 23, 32, 25, 13, 4, 41, 29, 44, 26, 2, 6, 16, 4, 10, 29, 5, 36, 32, 25, 0, 46, 16, 9, 21, 49, 41, 49, 24, 13, 24, 23, 16, 46, 6, 41, 17, 14, 26, 28, 14, 10, 40, 24, 0, 28, 39, 4, 33, 13, 12, 8, 26, 50, 19, 30, 32, 48, 47, 30, 29, 8, 2, 6, 1, 45]
[14, 7, 16, 20, 1, 37, 18, 43, 19, 46, 49, 46, 17, 42, 42, 15, 45, 0, 5, 23, 6, 1, 27, 21, 16, 39, 25, 50, 37, 32, 40, 32, 20, 22, 33, 44, 49, 37, 47, 41, 10, 46, 36, 27, 13, 1, 25, 39, 18, 11, 27, 6, 19, 36, 16, 26, 24, 46, 9, 0, 9, 30, 40, 6, 45, 4, 10, 10, 50, 46, 45, 45, 10, 5, 38, 33, 18, 13, 50, 20, 42, 47, 41, 37, 40, 43, 8, 48, 32, 3, 37, 38, 17, 45, 41, 10, 32, 2, 15, 45, 11, 20, 49, 10, 8, 11, 26, 12, 19, 40, 47, 4, 14, 26, 24, 14, 21, 38, 37, 45, 26, 28, 12, 45, 37, 0, 47, 43, 11, 13, 50, 4, 37, 39, 23, 2, 50, 21, 37, 38, 23, 10, 0, 14, 10, 22, 20, 9, 41, 45, 37, 32, 20, 15, 12, 33, 33, 28, 38]
[21, 35, 27, 13, 30, 37, 4, 49, 17, 25, 2, 12, 29, 49, 21, 40, 36, 5, 0, 44, 34, 24, 34, 48, 36, 3, 18, 16, 32, 41, 24, 12, 0, 13, 38, 48, 9, 27, 23, 40, 6, 47, 50, 34, 50, 41, 39, 39, 50, 37, 38, 30, 34, 23, 35, 14, 28, 47, 33, 5, 6, 32, 38, 48, 29, 21, 2, 43, 48, 27, 38, 40, 13, 23, 50, 19, 35, 6, 43, 33, 4, 2, 11, 2, 31, 28, 20, 29, 35, 37, 39, 7, 40, 10, 9, 26, 45, 48, 41, 27, 7, 34, 26, 21, 38, 26, 38, 15, 27, 40, 24, 26, 3, 43, 48, 25, 50, 14, 23, 14, 8, 15, 6, 21, 12, 26, 47, 8, 9, 50, 18, 43, 49, 32, 16, 46, 42, 40, 19, 7, 44, 23, 45, 23, 23, 40, 50, 37, 24, 5, 10, 17, 34, 48, 10, 15, 10, 17, 5]
[50, 14, 41, 37, 31, 40, 1, 23, 8, 34, 4, 43, 31, 41, 32, 12, 40, 23, 44, 0, 18, 29, 19, 42, 20, 47, 31, 22, 33, 47, 22, 48, 38, 33, 12, 21, 35, 49, 20, 7, 4, 45, 17, 38, 30, 9, 5, 10, 47, 15, 7, 20, 10, 6, 18, 26, 38, 23, 43, 22, 13, 40, 31, 38, 40, 33, 18, 35, 24, 23, 47, 42, 50, 32, 2, 47, 13, 14, 44, 27, 41, 20, 25, 16, 36, 41, 34, 2, 24, 47, 17, 8, 16, 46, 4, 12, 37, 19, 2, 5, 43, 24, 43, 21, 20, 30, 22, 5, 23, 29, 9, 31, 30, 46, 17, 50, 19, 9, 29, 9, 7, 4, 33, 13, 20, 0, 18, 43, 20, 34, 42, 37, 32, 38, 22, 21, 50, 34, 29, 23, 6, 15, 12, 19, 46, 40, 17, 34, 14, 36, 42, 47, 46, 15, 6, 6, 46, 31, 36]
[42, 13, 40, 44, 12, 41, 30, 48, 45, 14, 30, 37, 0, 47, 8, 29, 28, 6, 34, 18, 0, 39, 35, 15, 35, 37, 9, 46, 8, 38, 16, 12, 40, 5, 22, 32, 50, 2, 32, 39, 46, 1, 41, 32, 42, 34, 49, 30, 22, 20, 42, 18, 9, 36, 31, 40, 13, 13, 22, 12, 20, 3, 33, 49, 8, 36, 39, 43, 39, 43, 3, 46, 13, 21, 21, 27, 10, 50, 34, 44, 5, 5, 26, 14, 12, 48, 48, 41, 46, 35, 44, 32, 22, 19, 10, 16, 16, 23, 29, 1, 42, 6, 23, 37, 25, 2, 36, 24, 32, 17, 5, 22, 48, 50, 48, 10, 16, 7, 35, 48, 44, 47, 14, 2, 7, 7, 50, 39, 17, 42, 6, 22, 21, 33, 46, 0, 24, 35, 44, 47, 10, 17, 33, 18, 30, 19, 11, 49, 21, 37, 19, 2, 13, 21, 38, 15, 37, 39, 12]
[45, 22, 9, 22, 15, 10, 43, 50, 4, 17, 45, 26, 1, 19, 20, 43, 22, 1, 24, 29, 39, 0, 10, 18, 15, 38, 28, 40, 33, 37, 39, 26, 23, 46, 6, 37, 7, 44, 15, 22, 49, 15, 19, 24, 19, 10, 23, 11, 30, 5, 7, 45, 49, 33, 41, 14, 19, 14, 47, 26, 1, 13, 1, 1, 24, 43, 28, 31, 27, 40, 45, 32, 36, 44, 49, 10, 12, 20, 48, 16, 50, 32, 40, 23, 23, 33, 50, 39, 25, 47, 18, 49, 28, 22, 6, 12, 23, 10, 22, 13, 13, 39, 16, 39, 5, 9, 47, 4, 1, 35, 45, 18, 39, 10, 43, 10, 11, 0, 33, 6, 50, 44, 46, 33, 2, 3, 4, 4, 4, 37, 18, 4, 49, 17, 49, 45, 47, 6, 13, 12, 27, 12, 40, 48, 13, 44, 21, 11, 25, 41, 20, 30, 44, 42, 34, 20, 44, 21, 33]
[12, 44, 48, 32, 15, 7, 29, 45, 23, 4, 35, 9, 40, 43, 31, 30, 8, 27, 34, 19, 35, 10, 0, 8, 33, 1, 14, 36, 30, 38, 50, 0, 48, 48, 34, 22, 12, 23, 16, 38, 13, 27, 19, 45, 45, 25, 12, 9, 20, 23, 32, 28, 1, 31, 21, 50, 34, 34, 50, 19, 38, 34, 16, 13, 41, 42, 25, 17, 50, 47, 32, 17, 5, 28, 47, 33, 32, 31, 42, 34, 11, 33, 3, 50, 8, 50, 44, 36, 44, 30, 38, 20, 11, 46, 9, 14, 8, 12, 35, 10, 49, 20, 18, 27, 26, 2, 9, 39, 41, 28, 17, 9, 7, 28, 15, 18, 46, 4, 39, 18, 41, 21, 0, 39, 31, 25, 2, 33, 27, 27, 42, 3, 4, 35, 31, 19, 28, 36, 49, 49, 0, 45, 2, 9, 50, 39, 6, 49, 23, 27, 42, 0, 39, 37, 15, 44, 27, 50, 22]
[14, 7, 44, 39, 1, 12, 7, 16, 5, 21, 47, 1, 16, 18, 17, 13, 12, 21, 48, 42, 15, 18, 8, 0, 23, 30, 18, 21, 16, 7, 30, 41, 48, 42, 7, 44, 0, 28, 9, 15, 10, 49, 11, 48, 27, 39, 44, 37, 46, 47, 1, 49, 50, 12, 26, 23, 4, 19, 16, 37, 34, 32, 48, 39, 6, 7, 40, 36, 39, 16, 17, 5, 2, 23, 24, 15, 5, 20, 1, 36, 5, 32, 5, 19, 8, 42, 23, 4, 25, 11, 11, 1, 45, 9, 3, 4, 26, 14, 40, 1, 39, 50, 34, 31, 23, 49, 22, 19, 48, 23, 10, 6, 40, 31, 29, 6, 32, 21, 35, 9, 43, 17, 17, 12, 45, 30, 18, 30, 25, 36, 44, 13, 35, 28, 45, 16, 15, 39, 24, 23, 31, 33, 37, 21, 10, 42, 6, 7, 24, 43, 38, 5, 24, 29, 2, 21, 9, 11, 42]
[25, 43, 39, 23, 37, 38, 4, 18, 10, 35, 48, 32, 26, 40, 39, 16, 22, 16, 36, 20, 35, 15, 33, 23, 0, 30, 3, 17, 1, 50, 42, 14, 49, 21, 19, 18, 27, 31, 12, 13, 23, 39, 22, 37, 24, 26, 18, 48, 43, 38, 16, 11, 2, 43, 15, 37, 3, 30, 6, 32, 13, 1, 24, 38, 22, 20, 30, 31, 0, 43, 21, 15, 24, 33, 16, 34, 29, 3, 35, 23, 20, 1, 27, 12, 14, 6, 50, 27, 38, 33, 50, 27, 15, 42, 3, 10, 36, 40, 40, 19, 8, 2, 9, 36, 36, 20, 11, 23, 43, 37, 22, 28, 11, 7, 45, 48, 2, 24, 19, 41, 40, 4, 5, 37, 28, 15, 20, 33, 49, 50, 50, 22, 16, 32, 29, 17, 43, 2, 38, 1, 28, 34, 40, 23, 8, 31, 7, 36, 8, 44, 19, 30, 26, 4, 22, 32, 25, 7, 17]
[12, 18, 36, 24, 16, 18, 22, 31, 50, 30, 44, 9, 47, 47, 39, 0, 20, 39, 3, 47, 37, 38, 1, 30, 30, 0, 43, 39, 28, 40, 2, 39, 29, 42, 48, 50, 0, 5, 46, 34, 30, 46, 26, 40, 10, 25, 31, 34, 45, 50, 36, 50, 16, 4, 48, 26, 48, 39, 37, 30, 23, 25, 44, 8, 10, 37, 22, 31, 44, 47, 29, 18, 45, 8, 26, 21, 47, 47, 13, 32, 8, 1, 46, 20, 40, 3, 25, 21, 8, 28, 20, 35, 17, 26, 5, 23, 47, 1, 47, 8, 40, 20, 48, 47, 49, 46, 48, 25, 33, 44, 20, 48, 10, 15, 24, 36, 36, 26, 3, 0, 8, 25, 44, 28, 5, 23, 1, 42, 41, 48, 23, 6, 21, 22, 17, 49, 37, 5, 9, 0, 48, 41, 38, 32, 50, 38, 26, 22, 40, 2, 4, 46, 22, 24, 1, 11, 44, 44, 45]
[50, 39, 9, 24, 15, 27, 13, 42, 16, 38, 7, 33, 37, 37, 9, 16, 25, 25, 18, 31, 9, 28, 14, 18, 3, 43, 0, 43, 11, 2, 39, 36, 21, 27, 15, 37, 42, 17, 23, 37, 41, 12, 22, 30, 12, 14, 49, 50, 23, 7, 43, 6, 33, 20, 29, 4, 29, 2, 35, 6, 43, 47, 33, 1, 1, 11, 7, 34, 43, 6, 50, 26, 50, 22, 8, 28, 21, 33, 12, 36, 1, 20, 0, 7, 14, 46, 23, 13, 10, 38, 39, 30, 26, 25, 2, 9, 1, 48, 32, 38, 34, 29, 32, 47, 9, 9, 47, 15, 13, 22, 33, 17, 11, 37, 10, 8, 22, 19, 37, 27, 48, 45, 26, 33, 17, 40, 8, 26, 29, 35, 19, 5, 11, 23, 33, 36, 3, 44, 43, 14, 15, 31, 35, 11, 18, 13, 25, 41, 27, 18, 34, 15, 44, 37, 3, 38, 24, 47, 38]
[15, 10, 34, 40, 13, 25, 13, 24, 14, 46, 50, 29, 4, 5, 23, 47, 18, 50, 16, 22, 46, 40, 36, 21, 17, 39, 43, 0, 1, 24, 20, 38, 32, 37, 18, 18, 1, 6, 20, 40, 40, 48, 15, 1, 13, 6, 14, 29, 24, 48, 22, 13, 3, 21, 44, 18, 45, 26, 27, 11, 36, 7, 19, 7, 20, 13, 13, 13, 40, 45, 43, 24, 3, 1, 30, 21, 36, 43, 21, 25, 28, 16, 45, 29, 28, 50, 8, 20, 3, 16, 34, 34, 19, 16, 39, 11, 12, 1, 21, 49, 4, 6, 5, 37, 33, 5, 39, 47, 32, 31, 21, 2, 14, 25, 1, 20, 11, 46, 23, 33, 2, 14, 10, 29, 5, 20, 50, 8, 1, 21, 48, 12, 5, 46, 49, 8, 24, 3, 25, 47, 27, 10, 45, 19, 30, 24, 34, 27, 30, 50, 26, 43, 9, 36, 14, 29, 48, 9, 48]
[34, 35, 8, 1, 14, 28, 1, 50, 34, 28, 42, 14, 10, 43, 39, 34, 32, 37, 32, 33, 8, 33, 30, 16, 1, 28, 11, 1, 0, 30, 35, 11, 44, 7, 42, 26, 6, 16, 23, 10, 44, 41, 20, 18, 39, 30, 2, 18, 48, 21, 2, 18, 46, 30, 47, 23, 2, 19, 44, 25, 27, 17, 44, 17, 42, 17, 20, 6, 11, 3, 8, 37, 3, 17, 38, 33, 36, 17, 22, 47, 0, 45, 5, 21, 9, 50, 17, 18, 38, 6, 35, 34, 49, 33, 48, 10, 31, 25, 39, 30, 14, 24, 27, 37, 46, 24, 19, 31, 2, 22, 46, 6, 0, 48, 39, 13, 33, 32, 13, 46, 8, 38, 35, 38, 17, 6, 24, 2, 33, 7, 13, 40, 40, 4, 46, 35, 17, 42, 14, 14, 21, 12, 18, 19, 20, 4, 45, 3, 30, 12, 4, 6, 25, 24, 41, 20, 50, 8, 23]
