N1,N2,...,Nx
[2, 13, 15, 11, 12, 10, 39, 6, 11, 7, 14, 49, 13, 2, 17, 31, 10, 46, 11, 5, 34, 36, 30, 1, 28, 41, 20, 34, 17, 23, 0, 35, 25, 14, 33, 30, 17, 38, 19, 45, 31, 20, 45, 49, 21, 35, 13, 0, 2, 3, 47, 15, 2, 38, 4, 6, 10, 27, 46, 46, 9, 10, 27, 46, 2, 11, 48, 34, 34, 44, 25, 48, 10, 19, 24, 16, 36]
[29, 18, 7, 45, 9, 38, 38, 28, 13, 8, 25, 17, 34, 48, 11, 16, 32, 4, 13, 25, 11, 18, 27, 31, 11, 44, 50, 12, 8, 46, 35, 0, 32, 4, 50, 40, 17, 46, 26, 42, 15, 49, 28, 20, 25, 44, 46, 50, 40, 33, 31, 39, 23, 41, 22, 1, 48, 42, 43, 9, 37, 1, 7, 43, 28, 27, 23, 4, 39, 26, 6, 20, 40, 45, 25, 32, 41]
[21, 36, 27, 14, 12, 11, 43, 15, 50, 46, 30, 28, 50, 44, 19, 27, 41, 31, 35, 50, 29, 42, 4, 36, 0, 25, 5, 6, 3, 19, 25, 32, 0, 34, 33, 32, 18, 18, 35, 19, 1, 12, 20, 2, 13, 38, 50, 6, 14, 42, 8, 6, 6, 5, 18, 2, 13, 10, 20, 17, 33, 27, 8, 1, 31, 6, 19, 49, 19, 21, 26, 6, 50, 18, 1, 49, 3]
[42, 14, 6, 43, 37, 16, 29, 39, 46, 39, 30, 16, 1, 40, 11, 2, 22, 45, 39, 37, 27, 44, 34, 5, 44, 34, 22, 5, 38, 38, 14, 4, 34, 0, 14, 36, 0, 45, 23, 21, 38, 21, 50, 17, 36, 33, 11, 28, 26, 18, 1, 37, 29, 34, 36, 43, 3, 36, 2, 1, 13, 2, 15, 50, 44, 36, 5, 34, 39, 25, 26, 20, 3, 38, 16, 4, 12]
[17, 26, 24, 47, 48, 24, 27, 24, 9, 5, 35, 13, 24, 27, 16, 50, 19, 20, 14, 31, 38, 46, 25, 6, 10, 31, 8, 40, 24, 37, 33, 50, 33, 14, 0, 13, 49, 7, 7, 29, 47, 4, 15, 42, 3, 41, 31, 13, 44, 12, 20, 49, 1, 24, 22, 42, 46, 32, 37, 11, 38, 42, 33, 46, 9, 49, 33, 44, 44, 0, 36, 35, 40, 19, 50, 13, 20]
[10, 23, 42, 30, 6, 48, 35, 23, 32, 5, 25, 32, 16, 35, 17, 49, 48, 29, 46, 9, 0, 4, 29, 50, 19, 22, 22, 36, 47, 30, 30, 40, 32, 36, 13, 0, 35, 24, 0, 38, 39, 3, 48, 48, 34, 0, 0, 35, 20, 12, 2, 16, 10, 49, 30, 30, 28, 24, 7, 18, 46, 40, 28, 1, 14, 20, 27, 18, 7, 11, 37, 32, 2, 50, 32, 41, 36]
[11, 27, 4, 42, 14, 0, 33, 7, 32, 28, 13, 11, 0, 42, 33, 37, 8, 38, 21, 3, 28, 13, 14, 8, 18, 17, 14, 44, 10, 9, 17, 17, 18, 0, 49, 35, 0, 16, 48, 23, 1, 33, 29, 11, 26, 0, 29, 41, 8, 26, 7, 40, 10, 33, 40, 6, 48, 18, 33, 19, 38, 10, 29, 27, 40, 15, 48, 45, 13, 15, 26, 9, 40, 13, 22, 13, 25]
[2, 12, 4, 14, 5, 49, 30, 5, 8, 18, 17, 50, 5, 42, 46, 15, 12, 10, 2, 15, 16, 34, 36, 7, 1, 24, 1, 7, 24, 35, 38, 46, 18, 45, 7, 24, 16, 0, 44, 8, 50, 23, 18, 34, 19, 50, 2, 3, 2, 18, 19, 32, 10, 25, 45, 5, 9, 24, 0, 22, 15, 21, 21, 47, 48, 36, 17, 44, 27, 33, 3, 5, 0, 40, 6, 30, 2]
[44, 13, 18, 37, 15, 8, 9, 45, 1, 11, 11, 14, 30, 45, 29, 5, 43, 1, 3, 14, 43, 24, 25, 22, 25, 5, 18, 8, 46, 33, 19, 26, 35, 23, 7, 0, 48, 44, 0, 34, 33, 28, 35, 19, 44, 50, 16, 30, 24, 50, 28, 33, 9, 8, 47, 40, 39, 26, 36, 5, 50, 17, 25, 30, 5, 48, 1, 33, 14, 0, 3, 26, 31, 24, 26, 6, 35]
[6, 49, 28, 42, 5, 18, 45, 16, 13, 40, 10, 41, 21, 36, 3, 4, 13, 24, 37, 15, 26, 14, 15, 45, 8, 49, 37, 47, 12, 0, 45, 42, 19, 21, 29, 38, 23, 8, 34, 0, 36, 37, 14, 43, 27, 11, 38, 23, 26, 45, 17, 28, 20, 38, 3, 22, 40, 19, 18, 26, 11, 19, 49, 10, 16, 1, 36, 26, 45, 1, 26, 35, 20, 22, 19, 21, 21]
[8, 49, 43, 2, 35, 5, 16, 33, 22, 41, 3, 19, 25, 7, 17, 0, 13, 28, 22, 17, 4, 32, 5, 13, 20, 32, 41, 9, 49, 27, 31, 15, 1, 38, 47, 39, 1, 50, 33, 36, 0, 43, 5, 25, 25, 42, 6, 48, 44, 10, 25, 5, 38, 9, 8, 45, 16, 23, 26, 0, 44, 37, 18, 43, 23, 48, 41, 34, 2, 25, 36, 21, 49, 26, 23, 6, 19]
[8, 34, 31, 39, 36, 40, 15, 40, 6, 43, 3, 16, 12, 42, 47, 48, 29, 50, 48, 0, 2, 19, 46, 3, 8, 30, 45, 10, 29, 7, 20, 49, 12, 21, 4, 3, 33, 23, 28, 37, 43, 0, 32, 23, 9, 1, 23, 10, 0, 46, 14, 50, 21, 25, 13, 18, 42, 3, 50, 21, 19, 22, 39, 8, 45, 8, 48, 2, 16, 19, 23, 48, 32, 43, 47, 40, 24]
[47, 35, 20, 37, 20, 40, 34, 43, 36, 37, 13, 24, 18, 37, 47, 5, 50, 28, 11, 36, 16, 10, 34, 1, 24, 37, 24, 26, 47, 1, 45, 28, 20, 50, 15, 48, 29, 18, 35, 14, 5, 32, 0, 14, 8, 32, 8, 17, 2, 25, 39, 2, 49, 41, 20, 20, 11, 2, 3, 39, 16, 27, 30, 50, 18, 33, 8, 3, 48, 50, 6, 44, 19, 24, 49, 43, 26]
[22, 28, 37, 44, 10, 20, 26, 41, 44, 42, 43, 15, 40, 9, 37, 31, 48, 36, 38, 14, 27, 37, 14, 11, 8, 36, 16, 35, 0, 11, 49, 20, 2, 17, 42, 48, 11, 34, 19, 43, 25, 23, 14, 0, 14, 1, 0, 1, 46, 1, 36, 16, 15, 34, 14, 48, 34, 15, 48, 2, 29, 11, 32, 28, 22, 25, 26, 2, 13, 27, 45, 48, 45, 21, 10, 45, 29]
[47, 8, 35, 49, 34, 20, 15, 5, 17, 50, 34, 29, 46, 45, 13, 31, 36, 28, 28, 32, 10, 36, 21, 17, 42, 19, 36, 36, 29, 7, 21, 25, 13, 36, 3, 34, 26, 19, 44, 27, 25, 9, 8, 14, 0, 22, 10, 3, 18, 6, 50, 8, 2, 16, 4, 28, 45, 14, 36, 43, 11, 47, 1, 21, 10, 20, 50, 34, 9, 37, 50, 12, 31, 28, 38, 10, 47]
[27, 39, 6, 43, 36, 11, 25, 18, 48, 38, 37, 39, 26, 38, 27, 46, 46, 2, 16, 16, 48, 26, 14, 8, 38, 5, 20, 39, 38, 1, 35, 44, 38, 33, 41, 0, 0, 50, 50, 11, 42, 1, 32, 1, 22, 0, 12, 38, 16, 48, 14, 40, 9, 19, 30, 22, 7, 18, 32, 6, 33, 1, 13, 27, 19, 20, 9, 17, 24, 11, 14, 44, 44, 31, 38, 1, 15]
[14, 39, 23, 35, 38, 13, 27, 39, 11, 19, 49, 4, 7, 44, 35, 4, 9, 45, 23, 15, 50, 46, 12, 22, 49, 18, 24, 33, 14, 30, 13, 46, 50, 11, 31, 0, 29, 2, 16, 38, 6, 23, 8, 0, 10, 12, 0, 39, 10, 23, 44, 32, 38, 18, 19, 17, 12, 10, 31, 2, 50, 29, 6, 15, 15, 4, 2, 2, 39, 4, 30, 28, 1, 36, 1, 40, 47]
[21, 25, 18, 21, 35, 37, 3, 14, 2, 28, 33, 32, 29, 45, 38, 5, 20, 24, 31, 35, 43, 30, 48, 12, 16, 50, 26, 31, 25, 41, 0, 50, 6, 28, 13, 35, 41, 3, 30, 23, 48, 10, 17, 1, 3, 38, 39, 0, 3, 1, 13, 38, 26, 7, 4, 18, 22, 18, 13, 28, 0, 15, 49, 42, 34, 17, 39, 12, 26, 23, 43, 0, 0, 31, 41, 47, 27]
[48, 20, 48, 14, 13, 46, 24, 39, 27, 26, 29, 36, 46, 21, 12, 47, 28, 25, 12, 21, 34, 13, 27, 28, 8, 46, 47, 13, 33, 18, 2, 40, 14, 26, 44, 20, 8, 2, 24, 26, 44, 0, 2, 46, 18, 16, 10, 3, 0, 44, 21, 9, 38, 28, 14, 25, 39, 2, 23, 7, 43, 5, 24, 30, 6, 5, 23, 1, 19, 19, 31, 38, 37, 0, 43, 32, 13]
[29, 16, 30, 5, 35, 28, 16, 45, 13, 45, 14, 9, 29, 50, 42, 28, 3, 4, 44, 27, 34, 20, 31, 42, 16, 13, 49, 6, 9, 1, 3, 33, 42, 18, 12, 12, 26, 18, 50, 45, 10, 46, 25, 1, 6, 48, 23, 1, 44, 0, 11, 46, 25, 43, 25, 46, 49, 10, 19, 43, 6, 41, 41, 38, 16, 48, 4, 22, 19, 21, 45, 9, 31, 32, 29, 35, 10]
[7, 48, 13, 33, 9, 22, 13, 14, 43, 39, 0, 34, 35, 32, 4, 19, 24, 37, 10, 11, 4, 44, 7, 8, 26, 16, 9, 10, 6, 5, 47, 31, 8, 1, 20, 2, 7, 19, 28, 17, 25, 14, 39, 36, 50, 14, 44, 13, 21, 11, 0, 29, 20, 26, 17, 29, 5, 27, 37, 7, 32, 4, 3, 14, 42, 31, 10, 3, 28, 16, 41, 23, 7, 18, 34, 28, 50]
[45, 2, 43, 46, 3, 22, 21, 21, 39, 19, 39, 13, 29, 50, 18, 15, 44, 30, 13, 17, 17, 28, 32, 8, 28, 28, 15, 5, 26, 19, 15, 39, 6, 37, 49, 16, 40, 32, 33, 28, 5, 50, 2, 16, 8, 40, 32, 38, 9, 46, 29, 0, 5, 4, 38, 49, 22, 50, 17, 33, 34, 19, 38, 4, 40, 41, 39, 21, 46, 50, 28, 27, 34, 46, 23, 22, 17]
[24, 38, 50, 4, 48, 3, 37, 21, 6, 6, 50, 6, 34, 26, 39, 33, 18, 17, 48, 0, 31, 17, 44, 1, 2, 33, 7, 22, 16, 23, 2, 23, 6, 29, 1, 10, 10, 10, 9, 20, 38, 21, 49, 15, 2, 9, 38, 26, 38, 25, 20, 5, 0, 29, 5, 23, 39, 45, 32, 44, 11, 14, 14, 49, 7, 11, 16, 35, 30, 4, 6, 32, 30, 12, 8, 48, 29]
[31, 37, 8, 34, 4, 4, 50, 49, 47, 3, 24, 26, 26, 41, 26, 23, 49, 10, 49, 10, 8, 45, 4, 41, 46, 43, 21, 32, 31, 23, 38, 41, 5, 34, 24, 49, 33, 25, 8, 38, 9, 25, 41, 34, 16, 19, 18, 7, 28, 43, 26, 4, 29, 0, 41, 1, 20, 18, 8, 43, 9, 33, 35, 8, 23, 32, 6, 8, 1, 41, 50, 34, 2, 31, 20, 14, 5]
[39, 14, 39, 40, 1, 4, 42, 18, 41, 31, 40, 17, 14, 27, 5, 21, 11, 23, 12, 19, 30, 10, 30, 15, 3, 19, 0, 14, 32, 12, 4, 22, 18, 36, 22, 30, 40, 45, 47, 3, 8, 13, 20, 14, 4, 30, 19, 4, 14, 25, 17, 38, 5, 41, 0, 49, 39, 7, 48, 6, 35, 29, 8, 38, 35, 9, 25, 44, 43, 47, 21, 33, 5, 30, 35, 1, 28]
[2, 16, 1, 23, 39, 20, 17, 42, 49, 31, 3, 30, 48, 15, 44, 30, 38, 21, 34, 42, 29, 45, 41, 26, 11, 0, 34, 36, 43, 2, 6, 1, 2, 43, 42, 30, 6, 5, 40, 22, 45, 18, 20, 48, 28, 22, 17, 18, 25, 46, 29, 49, 23, 1, 49, 0, 24, 41, 9, 15, 46, 39, 11, 33, 36, 33, 26, 27, 9, 15, 39, 22, 28, 29, 45, 13, 16]
[37, 22, 34, 7, 49, 33, 8, 45, 49, 40, 18, 5, 9, 29, 31, 45, 18, 23, 1, 3, 19, 10, 4, 14, 18, 10, 12, 35, 23, 1, 10, 48, 13, 3, 46, 28, 48, 9, 39, 40, 16, 42, 11, 34, 45, 7, 12, 22, 39, 49, 5, 22, 39, 20, 39, 24, 0, 32, 38, 34, 8, 0, 0, 21, 31, 36, 4, 38, 47, 50, 41, 0, 21, 46, 4, 40, 28]
[34, 22, 10, 30, 31, 18, 8, 31, 6, 2, 5, 29, 47, 48, 43, 27, 8, 4, 23, 29, 34, 4, 11, 24, 27, 11, 27, 3, 9, 9, 27, 42, 10, 36, 32, 24, 18, 24, 26, 19, 23, 3, 2, 15, 14, 18, 10, 18, 2, 10, 27, 50, 45, 18, 7, 41, 32, 0, 25, 18, 39, 19, 36, 31, 45, 42, 48, 42, 37, 37, 30, 44, 21, 5, 4, 17, 21]
[9, 13, 41, 0, 35, 26, 40, 28, 14, 35, 8, 31, 33, 29, 36, 12, 50, 2, 11, 42, 26, 1, 7, 13, 41, 18, 29, 46, 10, 43, 46, 43, 20, 2, 37, 7, 33, 0, 36, 18, 26, 50, 3, 48, 36, 32, 31, 13, 23, 19, 37, 17, 32, 8, 48, 9, 38, 25, 0, 21, 21, 2, 23, 15, 39, 29, 22, 17, 14, 25, 24, 39, 43, 5, 13, 31, 4]
[15, 46, 1, 6, 17, 5, 12, 19, 22, 50, 43, 38, 3, 33, 11, 5, 40, 18, 13, 36, 49, 39, 25, 1, 21, 32, 24, 45, 48, 38, 46, 9, 17, 1, 11, 18, 19, 22, 5, 26, 0, 21, 39, 2, 43, 6, 2, 28, 7, 43, 7, 33, 44, 43, 6, 15, 34, 18, 21, 0, 9, 39, 33, 31, 5, 20, 43, 46, 35, 14, 4, 22, 40, 16, 32, 6, 48]
