N1,N2,...,Nx
[43, 49, 45, 33, 2, 50, 12, 40, 45, 39, 0, 15, 32, 47, 16, 30, 46, 41, 10, 13, 46, 6, 4, 29, 3, 18, 11, 26, 30, 8, 4, 17, 28, 37, 21, 32, 21, 9, 0, 49, 28, 36, 8, 9, 32, 13, 26, 9, 11, 25, 4, 25, 15, 8, 41, 31, 28, 2, 16, 43, 24, 40, 5, 41, 11, 31, 36, 8, 46, 14, 40, 10, 37, 49, 6, 32, 1, 44, 5, 28, 5, 23, 10, 35, 42, 18, 50, 7, 28, 27, 27, 33, 1, 43, 44, 17, 18, 8, 39, 3, 47, 36, 34, 7, 33, 21, 46, 21, 18, 37, 15, 30, 8, 37, 26, 25, 46, 21, 47, 28, 25, 41, 8, 32, 42, 47, 0, 43, 44, 22, 48, 40, 3, 19, 34, 21, 2, 6, 9, 12, 50, 11, 36, 29, 43, 49, 26, 49, 48, 20, 11, 49, 5, 31, 39, 39, 0, 21, 1, 16, 17, 10, 49, 26, 20, 47, 41, 10, 10, 9, 12, 23, 2, 27, 5, 16, 4, 43, 41, 22, 26, 19]
[4, 42, 46, 47, 3, 29, 27, 21, 7, 35, 15, 0, 26, 9, 36, 27, 43, 35, 50, 28, 25, 24, 45, 48, 33, 1, 7, 27, 48, 41, 49, 17, 43, 32, 41, 32, 31, 33, 42, 38, 0, 24, 50, 38, 26, 6, 10, 29, 44, 3, 35, 3, 43, 50, 42, 47, 19, 16, 19, 25, 1, 11, 35, 19, 8, 1, 19, 12, 21, 23, 20, 14, 33, 33, 42, 28, 14, 0, 11, 17, 20, 13, 31, 16, 2, 5, 43, 27, 38, 48, 19, 22, 8, 7, 22, 8, 0, 13, 10, 22, 25, 9, 39, 20, 4, 30, 20, 38, 31, 32, 30, 22, 16, 22, 32, 20, 8, 34, 32, 3, 1, 27, 7, 1, 2, 8, 41, 8, 26, 27, 38, 11, 1, 49, 2, 1, 47, 29, 27, 24, 7, 15, 23, 21, 12, 45, 30, 24, 28, 1, 49, 13, 27, 33, 37, 22, 36, 43, 36, 14, 35, 30, 42, 42, 21, 44, 40, 19, 20, 40, 25, 20, 45, 21, 13, 32, 5, 47, 48, 10, 17, 18]
[32, 46, 23, 23, 24, 25, 0, 22, 46, 42, 32, 26, 0, 30, 46, 30, 37, 3, 42, 12, 27, 15, 43, 5, 32, 8, 47, 18, 25, 25, 38, 15, 29, 1, 5, 40, 14, 19, 42, 15, 17, 3, 0, 31, 44, 35, 37, 49, 42, 33, 3, 10, 42, 21, 21, 12, 32, 6, 43, 46, 2, 46, 34, 18, 42, 50, 30, 21, 21, 4, 44, 13, 16, 13, 3, 3, 26, 46, 33, 11, 15, 27, 36, 50, 17, 16, 43, 18, 45, 15, 46, 26, 30, 15, 27, 18, 24, 11, 41, 21, 39, 11, 33, 42, 36, 23, 44, 46, 33, 25, 24, 21, 37, 25, 11, 2, 8, 39, 40, 22, 13, 50, 48, 13, 16, 38, 18, 44, 46, 19, 30, 16, 26, 37, 19, 0, 4, 0, 39, 39, 8, 34, 27, 12, 41, 21, 17, 48, 45, 24, 30, 5, 25, 12, 11, 42, 2, 19, 26, 14, 10, 26, 50, 25, 21, 25, 5, 14, 14, 6, 42, 15, 43, 46, 40, 7, 43, 5, 49, 4, 0, 33]
[1, 13, 40, 10, 34, 48, 38, 46, 2, 21, 47, 9, 30, 0, 9, 26, 9, 19, 9, 10, 12, 22, 17, 35, 47, 4, 10, 38, 1, 45, 11, 37, 45, 44, 8, 4, 27, 26, 2, 14, 15, 4, 31, 33, 1, 1, 8, 27, 22, 6, 35, 44, 41, 25, 15, 39, 27, 27, 20, 14, 7, 43, 18, 30, 41, 32, 31, 46, 23, 12, 24, 47, 36, 44, 20, 45, 17, 48, 41, 3, 29, 10, 15, 27, 46, 43, 28, 45, 36, 28, 3, 45, 46, 36, 16, 36, 15, 44, 20, 26, 18, 6, 21, 21, 45, 0, 43, 47, 2, 20, 13, 1, 8, 42, 12, 42, 26, 29, 9, 48, 40, 15, 19, 27, 42, 45, 24, 8, 45, 16, 31, 29, 15, 40, 34, 36, 30, 49, 23, 31, 26, 25, 10, 1, 38, 25, 33, 17, 5, 35, 35, 23, 4, 28, 40, 48, 25, 26, 0, 49, 20, 24, 46, 20, 31, 31, 49, 28, 4, 43, 9, 44, 22, 22, 9, 13, 5, 45, 31, 28, 49, 29]
[10, 27, 27, 7, 20, 26, 13, 46, 27, 42, 16, 36, 46, 9, 0, 29, 17, 38, 47, 37, 13, 31, 18, 35, 26, 17, 38, 18, 37, 1, 13, 26, 48, 31, 34, 15, 18, 35, 31, 33, 27, 2, 25, 45, 23, 38, 29, 25, 22, 50, 15, 2, 10, 5, 48, 28, 33, 45, 26, 34, 13, 37, 3, 48, 24, 33, 30, 3, 21, 27, 21, 16, 10, 15, 42, 5, 21, 28, 17, 20, 28, 9, 1, 11, 0, 12, 6, 42, 40, 40, 36, 12, 25, 9, 16, 42, 19, 35, 50, 12, 7, 16, 50, 8, 10, 4, 11, 13, 17, 45, 50, 8, 43, 27, 11, 8, 32, 20, 4, 9, 38, 21, 26, 7, 45, 36, 44, 50, 32, 30, 5, 10, 32, 34, 4, 39, 45, 5, 25, 29, 11, 32, 40, 18, 46, 11, 39, 4, 49, 0, 29, 6, 42, 26, 6, 34, 30, 50, 45, 23, 44, 37, 31, 18, 31, 41, 17, 16, 13, 45, 49, 8, 1, 45, 16, 43, 38, 48, 38, 11, 46, 38]
[32, 22, 43, 30, 46, 17, 34, 39, 35, 28, 30, 27, 30, 26, 29, 0, 26, 24, 7, 21, 2, 28, 32, 21, 41, 21, 22, 47, 25, 41, 47, 11, 5, 49, 27, 28, 18, 18, 40, 45, 24, 46, 7, 3, 0, 43, 32, 22, 17, 2, 37, 10, 38, 37, 43, 44, 1, 15, 31, 30, 17, 50, 21, 36, 44, 50, 21, 30, 47, 0, 17, 38, 27, 4, 18, 27, 48, 24, 4, 6, 12, 50, 39, 16, 18, 25, 17, 29, 12, 40, 47, 13, 24, 3, 45, 42, 47, 31, 40, 8, 9, 16, 33, 20, 29, 24, 30, 16, 5, 13, 14, 38, 32, 37, 12, 12, 21, 4, 40, 40, 11, 42, 25, 38, 40, 20, 26, 18, 9, 45, 14, 46, 6, 42, 5, 31, 28, 36, 27, 35, 24, 45, 3, 42, 34, 39, 9, 5, 3, 40, 12, 28, 5, 13, 34, 3, 16, 15, 0, 4, 23, 26, 36, 50, 4, 27, 35, 36, 31, 16, 42, 40, 42, 9, 40, 3, 12, 42, 19, 32, 46, 46]
[50, 34, 45, 35, 2, 38, 49, 35, 23, 41, 46, 43, 37, 9, 17, 26, 0, 45, 35, 2, 13, 23, 1, 48, 34, 8, 25, 4, 8, 0, 50, 31, 7, 14, 44, 41, 17, 16, 19, 11, 5, 21, 34, 29, 21, 21, 39, 24, 31, 9, 26, 19, 20, 33, 31, 16, 5, 25, 25, 37, 5, 49, 20, 49, 15, 39, 31, 42, 13, 19, 50, 1, 21, 40, 39, 5, 7, 36, 7, 38, 23, 14, 5, 6, 4, 15, 3, 12, 45, 35, 37, 33, 24, 39, 7, 30, 50, 25, 36, 46, 41, 5, 42, 49, 29, 32, 4, 31, 0, 40, 0, 38, 22, 19, 48, 48, 6, 44, 48, 29, 34, 26, 20, 45, 3, 46, 10, 33, 13, 44, 32, 30, 39, 4, 34, 20, 34, 10, 40, 32, 46, 16, 39, 11, 7, 26, 50, 11, 46, 35, 39, 31, 42, 36, 7, 10, 37, 33, 35, 26, 19, 49, 22, 35, 15, 40, 0, 43, 28, 15, 6, 36, 6, 48, 23, 8, 44, 17, 20, 4, 5, 6]
[46, 35, 43, 36, 31, 35, 11, 0, 19, 4, 41, 35, 3, 19, 38, 24, 45, 0, 42, 50, 15, 48, 24, 3, 30, 17, 42, 12, 11, 20, 32, 14, 8, 22, 12, 44, 30, 2, 33, 47, 48, 1, 48, 12, 21, 34, 31, 1, 16, 31, 34, 11, 40, 8, 35, 20, 4, 44, 20, 40, 47, 18, 3, 35, 18, 45, 34, 19, 17, 31, 35, 50, 23, 43, 32, 20, 43, 10, 18, 38, 13, 0, 33, 38, 2, 10, 34, 6, 39, 33, 3, 28, 37, 17, 19, 6, 3, 26, 17, 36, 21, 31, 42, 30, 21, 32, 8, 35, 9, 2, 32, 40, 3, 20, 19, 19, 3, 23, 25, 13, 0, 30, 28, 31, 50, 5, 13, 29, 44, 13, 7, 48, 33, 46, 15, 48, 49, 35, 2, 44, 0, 2, 3, 28, 2, 8, 4, 24, 28, 29, 17, 24, 17, 42, 11, 32, 16, 28, 26, 23, 18, 38, 11, 49, 5, 43, 35, 38, 34, 26, 23, 33, 41, 18, 8, 17, 13, 43, 29, 40, 10, 9]
[13, 45, 18, 18, 31, 45, 46, 27, 32, 16, 10, 50, 42, 9, 47, 7, 35, 42, 0, 46, 32, 49, 4, 5, 36, 7, 42, 49, 13, 26, 16, 40, 12, 48, 4, 0, 48, 17, 20, 8, 18, 21, 6, 24, 46, 5, 50, 26, 13, 26, 22, 49, 9, 7, 16, 42, 16, 14, 7, 49, 18, 1, 29, 15, 1, 48, 5, 1, 14, 22, 7, 17, 31, 41, 5, 48, 2, 18, 15, 14, 44, 3, 3, 49, 41, 21, 49, 44, 8, 26, 13, 36, 34, 12, 44, 5, 20, 50, 31, 50, 40, 4, 1, 42, 25, 14, 21, 32, 23, 31, 22, 39, 4, 41, 0, 11, 10, 19, 25, 6, 49, 1, 12, 48, 22, 6, 14, 7, 27, 0, 9, 16, 47, 22, 27, 10, 30, 4, 31, 24, 31, 26, 45, 14, 30, 9, 37, 28, 13, 48, 40, 36, 37, 19, 39, 24, 39, 5, 50, 31, 50, 45, 43, 13, 6, 23, 3, 50, 6, 33, 50, 26, 30, 18, 46, 38, 8, 9, 14, 14, 47, 14]
[39, 27, 5, 46, 11, 48, 5, 0, 13, 17, 13, 28, 12, 10, 37, 21, 2, 50, 46, 0, 1, 10, 45, 30, 20, 30, 40, 36, 44, 49, 5, 36, 35, 39, 29, 41, 35, 41, 5, 18, 20, 38, 10, 22, 41, 16, 33, 26, 45, 21, 47, 29, 31, 7, 27, 11, 5, 2, 27, 16, 1, 34, 16, 43, 3, 19, 35, 30, 45, 35, 46, 37, 35, 37, 3, 22, 22, 49, 13, 38, 39, 25, 21, 31, 16, 8, 42, 4, 29, 48, 18, 7, 45, 33, 7, 40, 46, 49, 48, 37, 49, 46, 7, 13, 33, 4, 20, 7, 50, 29, 17, 2, 12, 48, 5, 2, 35, 2, 1, 22, 12, 17, 14, 36, 11, 12, 26, 17, 29, 38, 46, 44, 38, 2, 34, 17, 12, 50, 25, 11, 35, 32, 39, 41, 35, 28, 40, 9, 19, 33, 12, 1, 7, 34, 33, 32, 34, 38, 38, 41, 26, 41, 25, 49, 14, 48, 39, 35, 37, 14, 34, 27, 21, 7, 24, 17, 17, 17, 3, 32, 42, 26]
[11, 13, 27, 21, 9, 32, 10, 4, 11, 39, 46, 25, 27, 12, 13, 2, 13, 15, 32, 1, 0, 48, 12, 33, 12, 6, 50, 19, 0, 49, 9, 43, 29, 36, 30, 35, 50, 1, 19, 42, 19, 38, 1, 4, 10, 30, 50, 14, 28, 40, 11, 10, 4, 7, 39, 39, 26, 21, 7, 10, 9, 29, 26, 22, 17, 9, 12, 10, 2, 27, 18, 29, 24, 10, 21, 26, 12, 26, 48, 31, 35, 31, 8, 9, 4, 49, 30, 10, 37, 40, 39, 1, 4, 43, 0, 20, 4, 31, 45, 27, 32, 10, 30, 12, 6, 35, 13, 17, 44, 40, 41, 2, 39, 46, 37, 17, 24, 8, 0, 3, 18, 9, 34, 23, 20, 38, 14, 5, 15, 42, 26, 47, 11, 14, 48, 48, 9, 36, 29, 29, 18, 31, 12, 30, 38, 14, 35, 24, 50, 12, 18, 27, 34, 7, 7, 14, 25, 11, 16, 46, 30, 20, 1, 17, 45, 49, 32, 20, 7, 32, 4, 39, 36, 47, 27, 10, 39, 20, 15, 47, 16, 22]
[27, 14, 1, 25, 0, 23, 23, 22, 13, 37, 6, 24, 15, 22, 31, 28, 23, 48, 49, 10, 48, 0, 24, 21, 0, 7, 46, 41, 23, 33, 6, 30, 29, 35, 38, 48, 38, 12, 0, 8, 10, 10, 7, 47, 37, 24, 35, 12, 5, 24, 46, 48, 42, 49, 21, 34, 26, 48, 5, 5, 19, 15, 34, 27, 21, 23, 15, 11, 1, 39, 16, 20, 32, 14, 10, 25, 6, 14, 39, 28, 17, 38, 40, 38, 12, 49, 45, 50, 25, 26, 50, 38, 35, 31, 22, 9, 34, 5, 47, 44, 14, 34, 17, 17, 9, 4, 20, 30, 44, 33, 15, 21, 22, 4, 39, 41, 38, 40, 21, 11, 45, 33, 1, 1, 45, 44, 35, 19, 26, 20, 20, 41, 15, 49, 8, 16, 42, 45, 21, 6, 44, 36, 18, 50, 18, 45, 25, 41, 16, 7, 40, 25, 21, 44, 7, 16, 12, 20, 48, 15, 23, 38, 28, 46, 14, 8, 40, 10, 9, 29, 40, 41, 31, 9, 13, 2, 31, 30, 38, 32, 46, 50]
[43, 35, 19, 22, 9, 16, 27, 36, 1, 17, 4, 45, 43, 17, 18, 32, 1, 24, 4, 45, 12, 24, 0, 19, 19, 42, 27, 7, 44, 0, 8, 23, 9, 26, 40, 36, 44, 29, 31, 19, 15, 32, 43, 23, 32, 43, 25, 36, 31, 27, 32, 5, 29, 5, 7, 26, 41, 27, 48, 46, 29, 39, 30, 33, 8, 40, 20, 43, 36, 11, 40, 17, 26, 50, 5, 12, 39, 21, 45, 17, 28, 0, 49, 12, 49, 8, 31, 38, 23, 11, 48, 48, 10, 3, 30, 45, 32, 49, 48, 1, 12, 48, 43, 45, 23, 41, 32, 37, 16, 0, 2, 19, 24, 46, 48, 4, 31, 18, 22, 41, 41, 16, 16, 40, 12, 36, 16, 9, 46, 44, 34, 37, 45, 17, 4, 35, 48, 33, 7, 45, 28, 29, 19, 25, 28, 32, 5, 31, 21, 10, 50, 27, 3, 6, 31, 49, 40, 41, 44, 24, 23, 48, 0, 31, 37, 5, 15, 46, 25, 39, 48, 19, 33, 3, 10, 24, 24, 5, 25, 48, 32, 16]
[21, 4, 10, 3, 16, 48, 28, 5, 37, 20, 29, 48, 5, 35, 35, 21, 48, 3, 5, 30, 33, 21, 19, 0, 7, 29, 6, 49, 34, 48, 44, 16, 22, 3, 9, 38, 49, 4, 14, 3, 31, 8, 41, 12, 31, 14, 41, 13, 30, 9, 39, 32, 15, 39, 13, 49, 38, 33, 7, 29, 43, 12, 3, 37, 50, 23, 31, 33, 38, 50, 43, 0, 25, 29, 28, 46, 9, 49, 29, 18, 36, 9, 37, 8, 15, 33, 38, 27, 21, 45, 29, 44, 29, 24, 50, 37, 13, 50, 29, 17, 46, 11, 22, 31, 8, 4, 16, 5, 33, 2, 13, 3, 5, 33, 41, 40, 44, 47, 35, 17, 27, 34, 13, 14, 44, 33, 18, 29, 43, 45, 25, 44, 9, 2, 17, 24, 47, 29, 4, 31, 2, 19, 36, 31, 43, 50, 12, 20, 29, 18, 8, 11, 29, 5, 47, 20, 41, 41, 2, 18, 11, 7, 26, 32, 32, 19, 11, 8, 40, 34, 29, 37, 19, 7, 10, 43, 45, 39, 17, 38, 43, 47]
[30, 36, 10, 41, 35, 29, 47, 30, 9, 41, 3, 33, 32, 47, 26, 41, 34, 30, 36, 20, 12, 0, 19, 7, 0, 42, 17, 21, 28, 11, 0, 9, 7, 4, 31, 9, 12, 47, 18, 5, 46, 36, 11, 9, 39, 21, 25, 21, 11, 28, 25, 33, 24, 23, 48, 19, 42, 14, 50, 46, 23, 26, 24, 7, 27, 8, 9, 44, 29, 4, 13, 17, 0, 11, 40, 15, 43, 43, 22, 24, 31, 9, 21, 29, 27, 50, 46, 2, 31, 0, 13, 28, 44, 25, 36, 36, 8, 29, 19, 28, 42, 18, 50, 37, 16, 34, 0, 20, 19, 28, 16, 28, 50, 3, 19, 47, 24, 11, 43, 43, 26, 16, 20, 47, 16, 50, 34, 11, 37, 7, 10, 10, 19, 24, 9, 46, 19, 33, 36, 12, 30, 7, 47, 2, 39, 19, 43, 0, 24, 50, 2, 13, 4, 1, 34, 38, 42, 32, 23, 5, 10, 27, 31, 8, 22, 5, 15, 7, 37, 4, 8, 5, 26, 32, 23, 50, 38, 24, 44, 10, 36, 13]
