N1,N2,...,Nx
[33, 8, 26, 3, 25, 1, 9, 39, 30, 35, 0, 40, 6, 22, 3, 7, 32, 16, 21, 5, 35, 10, 44, 32, 13, 31, 19, 14, 29, 24, 49, 30, 33, 0, 6, 15, 3, 12, 45, 30, 15, 21, 11, 23, 25, 10, 38, 42, 14, 34, 3, 13, 42, 29, 49, 41, 34, 25, 33, 32, 46, 29, 2, 48, 4, 28, 12, 35, 24, 6, 0, 5, 45, 43, 35, 43, 35, 14, 27, 16, 4, 24, 5, 22, 42, 21, 5, 47, 47, 21, 28, 5, 39, 37, 13, 41, 22, 44, 22, 23, 16, 47, 14, 22, 32, 28, 0, 9, 4, 12, 0, 13, 25, 7, 31, 3, 20, 36, 36, 25, 8, 25, 16, 5, 31, 25, 43, 48, 35, 2, 36, 40, 46, 27, 8, 20, 28, 3, 24, 13, 4, 8, 36, 28, 2, 21, 26, 12, 45, 5, 31, 47, 37, 34, 0, 10, 43, 47, 38, 37, 41, 39, 10, 50, 0, 1, 28, 50, 15, 39]
[8, 9, 2, 0, 36, 32, 37, 50, 20, 32, 40, 0, 27, 8, 27, 6, 20, 8, 12, 14, 44, 27, 14, 11, 28, 43, 26, 48, 2, 36, 2, 38, 11, 33, 41, 47, 39, 22, 25, 3, 38, 4, 35, 21, 34, 27, 21, 1, 18, 17, 38, 49, 5, 10, 19, 38, 23, 28, 10, 29, 24, 37, 18, 33, 50, 42, 24, 16, 31, 33, 36, 49, 9, 30, 34, 50, 37, 7, 7, 50, 23, 46, 32, 19, 11, 20, 1, 18, 2, 26, 1, 26, 11, 30, 30, 38, 44, 9, 31, 20, 11, 29, 21, 37, 27, 20, 50, 5, 43, 11, 31, 47, 21, 43, 14, 29, 23, 47, 34, 8, 2, 27, 23, 11, 29, 49, 42, 9, 24, 47, 16, 24, 14, 30, 19, 5, 18, 14, 4, 23, 23, 0, 43, 38, 31, 37, 8, 50, 15, 12, 5, 18, 42, 6, 34, 3, 18, 48, 4, 28, 22, 8, 41, 15, 37, 37, 29, 30, 31, 14]
[10, 7, 35, 47, 48, 26, 29, 43, 28, 37, 6, 27, 0, 18, 36, 29, 4, 44, 21, 29, 5, 0, 9, 24, 34, 18, 46, 24, 4, 21, 11, 18, 15, 21, 3, 9, 44, 41, 24, 14, 30, 29, 16, 1, 13, 24, 2, 10, 48, 46, 3, 35, 44, 37, 17, 6, 32, 5, 9, 41, 50, 7, 10, 23, 24, 2, 8, 16, 15, 43, 17, 20, 12, 34, 27, 45, 28, 21, 27, 32, 43, 11, 39, 20, 15, 7, 47, 46, 32, 43, 39, 11, 33, 41, 33, 39, 27, 37, 29, 5, 44, 9, 37, 38, 41, 42, 14, 16, 50, 49, 49, 28, 13, 35, 1, 12, 29, 49, 18, 11, 44, 11, 28, 7, 0, 8, 12, 37, 45, 6, 42, 18, 13, 32, 34, 1, 8, 41, 6, 16, 11, 32, 29, 22, 50, 43, 14, 41, 32, 34, 10, 23, 41, 29, 6, 18, 27, 26, 22, 10, 33, 9, 28, 20, 21, 27, 12, 14, 45, 43]
[24, 6, 38, 49, 29, 24, 6, 40, 7, 10, 22, 8, 18, 0, 37, 23, 5, 12, 27, 21, 41, 36, 43, 30, 21, 37, 9, 4, 5, 12, 1, 28, 0, 28, 21, 25, 35, 45, 35, 14, 26, 50, 31, 15, 33, 44, 2, 22, 4, 26, 37, 20, 36, 12, 37, 5, 9, 26, 45, 33, 8, 21, 1, 28, 7, 8, 21, 42, 7, 37, 3, 21, 30, 46, 20, 50, 14, 46, 47, 7, 2, 33, 47, 3, 5, 11, 50, 46, 11, 38, 26, 22, 17, 14, 17, 29, 41, 35, 10, 10, 16, 45, 44, 30, 33, 12, 23, 47, 24, 9, 14, 17, 38, 16, 45, 5, 29, 6, 40, 48, 37, 14, 18, 0, 21, 30, 20, 3, 45, 47, 19, 31, 12, 47, 43, 3, 38, 39, 12, 13, 17, 45, 20, 20, 11, 32, 6, 7, 11, 1, 6, 5, 38, 28, 22, 49, 27, 10, 38, 33, 28, 4, 35, 25, 14, 11, 49, 14, 49, 38]
[31, 0, 18, 15, 33, 6, 26, 3, 15, 29, 3, 27, 36, 37, 0, 29, 43, 27, 16, 34, 31, 46, 18, 48, 8, 10, 44, 46, 15, 16, 40, 46, 2, 41, 20, 39, 5, 46, 44, 9, 49, 15, 5, 45, 7, 14, 26, 31, 9, 29, 27, 5, 8, 11, 45, 29, 4, 17, 26, 22, 38, 33, 19, 4, 3, 3, 0, 44, 15, 38, 30, 41, 46, 3, 23, 12, 11, 49, 48, 2, 3, 26, 5, 0, 21, 19, 6, 48, 45, 49, 15, 24, 17, 50, 24, 38, 35, 23, 14, 32, 2, 31, 15, 46, 21, 42, 29, 33, 48, 40, 37, 26, 17, 25, 5, 8, 42, 40, 28, 16, 46, 28, 34, 9, 7, 15, 16, 49, 19, 9, 10, 10, 49, 43, 35, 19, 10, 17, 42, 47, 17, 24, 18, 24, 22, 50, 36, 24, 38, 3, 33, 6, 43, 4, 14, 5, 12, 8, 24, 2, 18, 50, 41, 13, 11, 15, 44, 39, 5, 44]
[9, 2, 41, 17, 33, 14, 17, 40, 29, 3, 7, 6, 29, 23, 29, 0, 30, 5, 4, 28, 45, 6, 26, 7, 13, 22, 35, 35, 33, 1, 33, 9, 14, 15, 34, 42, 2, 26, 2, 19, 5, 32, 35, 31, 17, 9, 18, 4, 6, 40, 45, 13, 4, 33, 10, 35, 10, 27, 5, 35, 19, 14, 9, 32, 38, 8, 5, 47, 30, 3, 40, 31, 8, 6, 27, 30, 29, 11, 28, 11, 17, 7, 41, 50, 43, 25, 16, 12, 17, 32, 39, 31, 30, 3, 17, 14, 17, 44, 40, 32, 41, 23, 22, 18, 13, 0, 49, 48, 42, 22, 41, 2, 28, 30, 24, 44, 12, 18, 49, 27, 4, 25, 19, 2, 17, 30, 37, 48, 45, 7, 25, 9, 0, 31, 31, 37, 19, 36, 30, 3, 44, 41, 16, 6, 48, 5, 20, 44, 24, 1, 45, 26, 20, 6, 3, 41, 34, 40, 22, 32, 15, 34, 3, 34, 32, 32, 2, 34, 0, 28]
[10, 34, 22, 31, 0, 25, 35, 21, 5, 4, 32, 20, 4, 5, 43, 30, 0, 20, 31, 15, 9, 16, 50, 49, 50, 38, 42, 1, 49, 33, 29, 40, 19, 6, 36, 2, 49, 44, 15, 25, 1, 4, 50, 48, 41, 10, 43, 50, 16, 0, 44, 40, 19, 26, 27, 10, 43, 13, 49, 12, 9, 19, 26, 25, 22, 13, 18, 8, 6, 10, 6, 0, 17, 23, 0, 20, 44, 47, 45, 21, 49, 8, 17, 10, 47, 13, 45, 0, 28, 23, 2, 8, 33, 32, 23, 20, 7, 41, 28, 23, 39, 23, 21, 1, 18, 10, 10, 10, 11, 29, 33, 11, 7, 7, 37, 16, 38, 34, 36, 17, 41, 40, 12, 23, 27, 33, 27, 8, 30, 11, 47, 44, 23, 49, 44, 36, 38, 39, 35, 20, 20, 23, 3, 32, 43, 42, 36, 22, 9, 46, 18, 15, 23, 37, 47, 40, 48, 46, 25, 34, 41, 12, 13, 9, 46, 7, 8, 44, 46, 2]
[24, 33, 22, 15, 21, 48, 8, 49, 1, 12, 16, 8, 44, 12, 27, 5, 20, 0, 33, 30, 48, 44, 0, 46, 41, 42, 38, 37, 44, 49, 50, 33, 4, 9, 25, 13, 31, 21, 31, 30, 19, 42, 45, 11, 44, 22, 45, 36, 5, 7, 47, 43, 14, 44, 46, 27, 29, 43, 1, 16, 26, 43, 49, 15, 27, 17, 36, 33, 19, 41, 10, 47, 50, 40, 39, 0, 37, 16, 0, 1, 21, 39, 32, 0, 48, 41, 10, 50, 43, 3, 9, 30, 1, 31, 30, 20, 26, 47, 39, 29, 37, 43, 6, 7, 13, 48, 3, 17, 39, 10, 28, 9, 39, 1, 42, 48, 49, 24, 37, 39, 30, 38, 9, 20, 35, 15, 49, 30, 0, 10, 14, 7, 44, 6, 23, 4, 28, 36, 42, 35, 1, 33, 47, 4, 22, 17, 23, 1, 7, 46, 16, 11, 19, 46, 44, 28, 47, 19, 46, 30, 45, 49, 43, 9, 37, 26, 33, 46, 48, 26]
[38, 22, 4, 17, 15, 5, 25, 41, 41, 18, 21, 12, 21, 27, 16, 4, 31, 33, 0, 24, 15, 5, 12, 11, 44, 12, 17, 40, 13, 43, 16, 43, 0, 15, 35, 42, 22, 38, 15, 12, 24, 45, 37, 12, 50, 16, 9, 21, 34, 10, 11, 27, 1, 37, 3, 27, 37, 1, 43, 24, 15, 2, 0, 21, 49, 4, 35, 34, 27, 4, 34, 12, 43, 19, 10, 18, 10, 47, 8, 10, 25, 29, 39, 1, 3, 49, 31, 39, 50, 44, 16, 35, 39, 15, 37, 37, 45, 13, 47, 42, 5, 32, 18, 47, 3, 18, 20, 17, 23, 18, 22, 21, 13, 26, 3, 3, 47, 12, 37, 5, 43, 26, 38, 5, 40, 3, 8, 41, 21, 18, 33, 19, 32, 15, 7, 27, 4, 35, 13, 1, 30, 34, 50, 19, 15, 42, 20, 42, 13, 31, 16, 3, 17, 14, 44, 1, 22, 44, 36, 13, 21, 22, 24, 43, 44, 45, 44, 34, 39, 34]
[21, 49, 18, 0, 25, 46, 22, 40, 11, 37, 5, 14, 29, 21, 34, 28, 15, 30, 24, 0, 3, 19, 26, 19, 1, 48, 27, 17, 44, 49, 7, 39, 27, 21, 18, 42, 39, 18, 25, 36, 10, 47, 31, 41, 29, 26, 2, 21, 10, 35, 5, 25, 40, 35, 47, 27, 9, 0, 43, 15, 10, 20, 12, 47, 34, 31, 14, 18, 6, 41, 7, 27, 46, 39, 4, 17, 36, 10, 5, 39, 42, 29, 10, 13, 16, 27, 49, 13, 30, 21, 30, 15, 38, 47, 18, 42, 34, 1, 30, 41, 0, 29, 42, 15, 45, 30, 26, 38, 22, 43, 39, 3, 0, 32, 38, 30, 27, 29, 15, 11, 49, 4, 15, 35, 25, 35, 47, 7, 49, 6, 24, 5, 6, 24, 9, 40, 13, 40, 16, 13, 20, 28, 49, 18, 0, 40, 30, 18, 34, 33, 16, 40, 22, 29, 8, 21, 8, 29, 24, 18, 6, 5, 7, 38, 6, 32, 50, 27, 35, 29]
[17, 1, 5, 1, 30, 21, 41, 43, 33, 19, 35, 44, 5, 41, 31, 45, 9, 48, 15, 3, 0, 15, 9, 18, 30, 24, 4, 19, 6, 16, 37, 30, 11, 35, 18, 1, 14, 35, 28, 32, 30, 20, 25, 33, 47, 7, 22, 42, 24, 28, 20, 25, 7, 0, 5, 12, 47, 13, 10, 31, 0, 30, 38, 4, 44, 23, 3, 6, 10, 49, 23, 50, 8, 32, 24, 6, 2, 28, 19, 7, 24, 47, 10, 22, 1, 13, 16, 17, 30, 10, 47, 2, 47, 23, 36, 34, 46, 22, 25, 16, 18, 41, 18, 36, 0, 0, 44, 17, 38, 26, 28, 49, 42, 2, 5, 18, 16, 1, 19, 26, 10, 35, 14, 32, 22, 43, 9, 35, 5, 10, 5, 23, 18, 44, 32, 8, 13, 17, 36, 12, 27, 25, 9, 10, 39, 36, 42, 9, 3, 20, 12, 32, 1, 34, 12, 16, 45, 21, 39, 5, 4, 2, 7, 0, 40, 28, 7, 3, 27, 45]
[37, 47, 23, 47, 12, 7, 19, 15, 36, 44, 10, 27, 0, 36, 46, 6, 16, 44, 5, 19, 15, 0, 0, 9, 40, 1, 30, 7, 11, 15, 16, 17, 16, 50, 25, 21, 25, 31, 43, 47, 6, 33, 25, 20, 2, 4, 29, 14, 40, 21, 47, 41, 2, 35, 38, 30, 19, 38, 7, 39, 30, 24, 7, 1, 2, 43, 46, 10, 27, 35, 43, 24, 18, 44, 25, 37, 42, 13, 42, 37, 1, 29, 49, 3, 16, 27, 17, 27, 23, 3, 37, 41, 42, 24, 37, 47, 26, 8, 23, 49, 46, 13, 24, 15, 16, 27, 16, 18, 3, 12, 35, 14, 8, 24, 31, 31, 19, 49, 38, 30, 43, 38, 41, 26, 50, 2, 48, 42, 4, 17, 2, 19, 48, 9, 21, 41, 9, 16, 4, 30, 37, 46, 0, 46, 13, 10, 3, 16, 34, 34, 14, 35, 16, 3, 23, 35, 17, 14, 13, 11, 1, 32, 0, 28, 2, 41, 2, 38, 9, 0]
[9, 44, 50, 18, 13, 25, 13, 50, 45, 4, 44, 14, 9, 43, 18, 26, 50, 0, 12, 26, 9, 0, 0, 25, 11, 13, 10, 39, 44, 34, 0, 33, 23, 3, 50, 20, 45, 26, 43, 10, 15, 36, 28, 3, 22, 41, 29, 3, 50, 41, 12, 48, 24, 24, 14, 7, 9, 4, 20, 22, 6, 47, 7, 10, 47, 1, 16, 18, 22, 32, 42, 34, 10, 5, 41, 9, 20, 50, 44, 49, 43, 36, 50, 8, 11, 20, 26, 18, 19, 17, 5, 49, 49, 35, 17, 45, 36, 13, 39, 19, 2, 34, 30, 26, 22, 0, 14, 23, 26, 36, 49, 24, 32, 9, 24, 9, 26, 2, 40, 38, 21, 13, 50, 49, 17, 3, 4, 11, 26, 20, 45, 16, 30, 38, 5, 18, 28, 38, 19, 8, 49, 18, 46, 37, 13, 1, 35, 17, 21, 32, 34, 8, 27, 35, 32, 25, 34, 9, 1, 35, 22, 5, 49, 5, 16, 23, 5, 46, 35, 0]
[6, 50, 3, 50, 19, 16, 11, 41, 10, 50, 32, 11, 24, 30, 48, 7, 49, 46, 11, 19, 18, 9, 25, 0, 13, 33, 44, 26, 30, 48, 33, 37, 31, 19, 35, 6, 24, 25, 19, 48, 6, 7, 22, 10, 46, 34, 12, 34, 28, 46, 38, 28, 42, 25, 50, 8, 41, 49, 1, 3, 21, 11, 50, 39, 35, 49, 39, 49, 28, 41, 35, 37, 17, 38, 29, 35, 21, 9, 11, 25, 48, 46, 46, 36, 25, 16, 21, 7, 3, 3, 34, 37, 44, 0, 29, 2, 36, 8, 0, 12, 6, 48, 17, 5, 14, 36, 8, 33, 48, 21, 29, 29, 39, 22, 17, 8, 50, 46, 6, 28, 24, 49, 18, 42, 41, 44, 8, 2, 23, 28, 1, 36, 18, 24, 2, 47, 7, 1, 36, 15, 18, 18, 2, 18, 32, 9, 0, 12, 33, 22, 16, 35, 47, 33, 33, 44, 31, 10, 5, 48, 27, 15, 15, 23, 0, 50, 48, 0, 15, 1]
[27, 45, 28, 9, 33, 23, 6, 12, 27, 33, 13, 28, 34, 21, 8, 13, 50, 41, 44, 1, 30, 40, 11, 13, 0, 22, 40, 20, 48, 12, 14, 19, 36, 8, 44, 25, 44, 4, 47, 47, 25, 1, 40, 11, 5, 34, 5, 5, 41, 46, 48, 5, 6, 5, 15, 23, 34, 25, 22, 5, 48, 0, 33, 2, 42, 44, 23, 13, 29, 33, 10, 49, 6, 18, 2, 3, 49, 14, 30, 32, 39, 13, 38, 32, 38, 30, 40, 45, 18, 19, 1, 23, 41, 16, 47, 40, 43, 23, 15, 8, 36, 4, 31, 14, 9, 21, 24, 19, 50, 4, 33, 7, 20, 29, 38, 43, 31, 21, 8, 0, 34, 16, 20, 46, 23, 2, 31, 39, 9, 49, 1, 50, 11, 19, 11, 15, 45, 48, 17, 18, 47, 16, 2, 42, 41, 13, 23, 5, 36, 21, 34, 30, 20, 26, 11, 0, 45, 28, 15, 34, 27, 22, 35, 15, 0, 28, 33, 32, 14, 27]
[11, 7, 44, 36, 25, 21, 38, 5, 40, 9, 31, 43, 18, 37, 10, 22, 38, 42, 12, 48, 24, 1, 13, 33, 22, 0, 25, 6, 15, 21, 27, 30, 15, 44, 0, 9, 29, 24, 36, 28, 33, 33, 15, 31, 35, 5, 9, 48, 39, 24, 50, 31, 4, 25, 41, 19, 27, 46, 35, 35, 45, 46, 48, 8, 0, 42, 36, 40, 32, 20, 47, 36, 17, 22, 13, 34, 2, 9, 9, 6, 13, 28, 42, 9, 43, 15, 35, 46, 42, 18, 44, 46, 39, 9, 44, 0, 0, 38, 15, 48, 40, 47, 45, 3, 2, 37, 17, 46, 49, 33, 33, 22, 25, 2, 9, 2, 26, 41, 16, 36, 34, 38, 18, 8, 5, 36, 45, 7, 26, 43, 29, 29, 24, 11, 28, 38, 45, 38, 36, 24, 17, 29, 37, 38, 5, 15, 13, 20, 13, 2, 23, 31, 2, 13, 40, 33, 37, 34, 41, 40, 47, 40, 0, 8, 24, 49, 12, 9, 48, 23]
[39, 9, 26, 37, 19, 33, 22, 12, 13, 39, 19, 26, 46, 9, 44, 35, 42, 38, 17, 27, 4, 30, 10, 44, 40, 25, 0, 24, 49, 49, 4, 36, 18, 6, 38, 49, 47, 20, 48, 34, 9, 48, 25, 12, 21, 33, 3, 9, 33, 7, 23, 29, 11, 14, 5, 36, 28, 15, 43, 43, 6, 40, 4, 5, 21, 26, 10, 12, 16, 30, 6, 40, 9, 13, 1, 18, 48, 35, 43, 7, 3, 19, 49, 35, 33, 42, 7, 5, 41, 42, 20, 43, 10, 15, 29, 39, 23, 44, 36, 16, 17, 45, 3, 10, 24, 25, 12, 29, 23, 18, 44, 5, 6, 25, 24, 38, 48, 22, 29, 7, 35, 30, 45, 47, 18, 46, 31, 40, 13, 22, 15, 24, 12, 10, 43, 1, 27, 19, 44, 3, 25, 25, 18, 6, 32, 4, 38, 3, 39, 9, 4, 27, 45, 29, 11, 25, 3, 36, 17, 25, 1, 0, 22, 28, 30, 19, 49, 25, 46, 47]
